Word	uk
raw	сирий
rawhide	сирець
rawr	сировина
ray	промінь
razor	бритва
reach	досягти
react	реагувати
reaction	реакція
reactionary	реакційний
reactive	реактивний
reactor	реактор
read	читати
reader	читач
readership	читацька аудиторія
readily	легко
readiness	готовність
reading	читання
readjustment	реконструкція
readout	показання
ready	готовий
readytogo	Готовий йти
reaffirm	підтверджую
reagent	реагент
real	реальний
realism	реалізм
realist	реаліст
realistic	реалістичний
reality	реальність
realization	реалізація
realize	усвідомити
realm	царство
realtor	ріелтор
realty	нерухомість
ream	тріщина
reap	пожинати
reaper	жнив
reappear	знову з'являється
rear	тил
rearrange	переставити
rearrangement	перегрупування
reason	причина
reasonable	розумний
reasonableness	розумність
reasoning	міркування
reasons	причин
reassemble	зібрати
reassign	перепризначити
reassignment	перепризначення
reassurance	запевнення
reassure	заспокоїти
reassured	заспокоївся
reassuring	заспокійливий
rebate	знижка
rebel	повстання
rebellion	бунт
rebellious	бунтарський
rebels	повстанці
rebirth	відродження
reboot	перезавантажити
reborn	відродився
rebound	відскок
rebuild	перебудувати
rebuke	докоряти
rebut	спростувати
rebuttal	спростування
recalcitrant	непокірний
recall	згадаймо
recant	відректися
recap	Короткий огляд
recapture	повернення
recast	переробити
recede	відступити
receding	відступає
receipt	квитанція
receipts	квитанції
receive	отримувати
received	отримано
receiver	приймач
receiving	прийом
recent	останнім часом
receptacle	ємність
reception	прийом
receptionist	ресепшн
receptive	рецептивний
receptor	рецептор
recess	перерва
recesses	заглиблення
recession	рецесія
recharge	перезаряджати
recheck	перевірити знову
recherche	NO TRANSLATION
recidivism	рецидив
recipe	рецепт
recipient	одержувач
reciprocal	зворотній
reciprocate	відповідати
reciprocity	взаємність
recital	контекст
recitation	декламація
recite	читай
reckless	безрозсудний
recklessness	безрозсудність
reckon	рахувати
reckoning	розрахунок
reclaim	повернути
reclamation	рекультивація
recline	відкинути
reclining	лежачи
recluse	відлюдни
recognition	визнання
recognizable	впізнаваний
recognize	розпізнати
recognized	визнаний
recoil	віддача
recollect	згадаймо
recollection	спогад
recombinant	рекомбінант
recombination	рекомбінація
recommend	рекомендую
recommendation	рекомендація
recompense	винагорода
recon	реконструкція
reconcile	примирити
reconciliation	примирення
reconfigure	переконфігурувати
reconnaissance	розвідка
reconnect	повторно підключити
reconsider	переглянути
reconsideration	переосмислення
reconstitution	відновлення
reconstruct	реконструювати
reconstruction	реконструкція
reconstructive	реконструктивний
reconvene	повторювати
record	запис
recorder	рекордер
recording	запис
recount	перерахуйте
recoup	одужати
recourse	регрес
recover	відновитися
recoverable	відшкодовується
recovery	відновлення
recreate	відтворити
recreation	відпочинок
recreational	рекреаційна
recruit	набирати
recruiter	рекрутер
recruiting	рекрутинг
recruitment	вербування
recruits	новобранці
rectal	ректально
rectangle	прямокутник
rectangular	прямокутний
rectification	виправлення
rectify	виправити
rector	ректор
rectory	священик
rectum	пряма кишка
recumbent	лежачий
recuperation	рекуперація
recur	повторитися
recurrence	рецидив
recurrent	повторюваний
recurring	повторюється
recursion	рекурсія
recursive	рекурсивний
recursively	рекурсивно
recycle	переробляти
recycled	перероблений
recycling	утилізація
red	червоний
reddish	червонуватий
redecorate	реконструювати
redeem	викупити
redeemed	викупив
redemption	викуп
redesign	редизайн
redhead	рудий
redheaded	рудий
redirect	перенаправити
redneck	червоний колір
redness	почервоніння
redo	переробляти
redress	компенсація
reduce	зменшити
reduced	зменшено
reduction	скорочення
redundancy	надмірність
redundant	зайвий
redwood	червоне дерево
reed	тростина
reef	риф
reefer	рефрижератор
reefs	рифи
reek	рейк
reel	котушка
reelection	переобрання
reeling	обмотати
reenactment	реконструкція
reentry	відновлювати
reestablish	відновити
ref	реф
refer	посилатися
referee	арбітр
reference	довідка
referendum	референдум
referral	реферал
refill	поповнити
refine	уточнюйте
refined	вишуканий
refinement	вишуканість
refinery	НПЗ
refining	переробка
refit	ремонтувати
reflect	відбити
reflecting	що відображає
reflection	рефлексія
reflective	рефлексивний
reflector	відбивач
reflex	рефлекс
reflux	рефлюкс
reform	реформа
reformation	реформація
reformer	реформатор
refraction	рефракція
refractor	рефрактор
refractory	тугоплавкий
refrain	утримуватися
refraining	утримання
refresh	оновити
refreshed	оновлений
refreshing	освіжаючий
refreshment	закуска
refrigerate	холодильник
refrigeration	холодильне обладнання
refrigerator	холодильник
refuel	заправляти
refuge	притулок
refugee	біженець
refund	відшкодування
refurbish	реконструювати
refusal	відмова
refuse	відмовитися
refused	відмовився
refusing	відмову
refutation	спростування
refute	спростовувати
regain	повернути
regal	царський
regalia	регалії
regard	вважають
regatta	регата
regency	регентство
regenerate	регенерувати
regeneration	регенерація
regent	регент
reggae	реггі
regime	режиму
regimen	схема лікування
regiment	полк
regimental	полковий
region	регіон
regional	регіональний
regionalism	регіоналізм
register	реєструйся
registrar	реєстратор
registration	реєстрація
registry	реєстр
regress	регрес
regression	регресія
regressive	регресивний
regret	шкода
regretful	шкода
regrettable	жаль
regretted	шкодував
regretting	шкода
regroup	перегрупувати
regular	регулярний
regularity	регулярність
regulars	постійні
regulate	регулювати
regulated	регулюється
regulation	регулювання
regulator	регулятор
regulatory	нормативний
regurgitation	регургітація
rehab	реабілітація
rehabilitate	реабілітувати
rehabilitation	реабілітація
rehash	перекрутити
rehearsal	репетиція
rehearse	репетирувати
reign	царювати
reigning	пануючи
reimburse	відшкодувати
reimbursement	компенсація
rein	перемогти
reincarnation	реінкарнація
reindeer	північний олень
reinforce	підкріпити
reinforcement	підкріплення
reinforcements	підкріплення
reins	вогні
reinstall	перевстановити
reinstate	відновити
reinstatement	відновлення
reinvest	реінвестувати
reinvestment	реінвестування
reiterate	повторюй
reject	відкинути
rejected	відхилено
rejection	відмова
rejects	відкидає
rejoice	радійте
rejoicing	радіти
rejoin	приєднатися
rejuvenate	омолодити
rejuvenated	омолоджується
rekindle	відновлювати
relapse	рецидив
relate	відносяться
related	пов'язаний
relation	відношення
relationship	відносини
relative	родич
relativity	відносність
relax	відпочити
relaxant	релаксант
relaxation	релаксація
relaxed	розслаблений
relaxing	розслабляючий
relay	реле
release	випуск
released	випущений
relegation	випуск
relentless	невблаганний
relevance	релевантність
relevancy	релевантність
relevant	релевантний
reliability	надійність
reliable	надійний
reliance	залежність
relic	реліквія
relics	мощі
relief	полегшення
relieve	звільнити
relieved	звільнений
relieving	звільнення
relight	релікт
religion	релігія
religious	релігійний
relinquish	відмовитися від
relish	насолоджуватися
relive	пережити
reload	перезавантажити
relocate	перемістити
relocation	переїзд
reluctance	небажання
reluctant	неохоче
rely	покладатися
remain	залишитися
remainder	залишок
remaining	залишився
remains	залишається
remake	переробити
remand	затримання
remark	зауваження
remarkable	чудовий
remarkably	чудово
remarry	подружжя
rematch	матч-реванш
remedial	виправні
remedy	виправлення
remember	згадаймо
remembered	запам'ятався
remembering	пам'ятаю
remembrance	пам'ять
remind	нагадаю
reminder	нагадування
reminisce	згадаймо
reminiscent	нагадує
reminiscing	нагадуючи
remiss	непридатність
remission	ремісія
remit	передати
remittance	переказ
remnant	залишок
remodel	переробляти
remorse	каяття
remorseful	розсудливий
remote	віддалений
remoteness	віддаленість
removal	видалення
remove	видалити
remover	видалення
remuneration	винагорода
renaissance	ренесанс
renal	нирковий
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	візуалізувати
rendering	рендеринг
rendezvous	зустрічі
rendition	передача
renegade	ренегат
renegotiate	переговорити
renew	відновити
renewal	оновлення
renounce	відмовитись
renovate	реконструювати
renovated	відремонтований
renovation	реконструкція
renown	слава
renowned	відомий
rent	оренда
rental	прокат
renter	орендар
renunciation	відречення
reopen	знову відкрити
reorganization	реорганізація
reorganize	реорганізувати
rep	респ
repaint	перефарбувати
repair	ремонт
repairman	ремонтник
reparation	репарація
repay	погасити
repayment	погашення
repeal	Скасувати
repeat	повторити
repeated	повторив
repeatedly	неодноразово
repeater	ретранслятор
repel	відбити
repellant	репелент
repellent	відштовхує
repelling	відштовхування
repent	покайся
repentance	покаяння
repentant	каятись
repertoire	репертуар
repertory	репертуар
repetition	повторення
repetitive	повторювані
rephrase	перефразувати
replace	замінити
replacement	заміна
replay	повторювати
replenish	поповнювати
replete	рясніє
replica	реплік
replicate	повторювати
replication	реплікація
reply	відповісти
report	звіт
reported	повідомили
reporter	репортер
repose	відпочити
reposition	переміщення
repository	сховище
repossess	віддавати
reprehensible	недостойний
represent	представляти
representation	представництво
representative	представник
represented	представлена
representing	представляючи
repress	придушувати
repressed	репресований
repression	репресії
reprieve	відстрочка
reprimand	догана
reprint	передрук
reprisal	репресія
reprise	реприза
reproach	докорами
reproduce	відтворювати
reproduction	відтворення
reproductive	репродуктивний
reprogram	перепрограмувати
reptile	рептилія
republic	республіка
republican	республіканський
repudiation	відмова
repugnance	відраза
repugnant	огидний
repulsion	відштовхування
repulsive	відштовхує
repurchase	викуп
reputable	авторитетний
reputation	репутація
repute	репутація
reputed	відомий
request	запит
requiem	реквієм
require	вимагати
required	вимагається
requirement	вимога
requisite	реквізит
requisition	реквізиція
reread	перечитувати
reroute	передивлятися
rerun	перезапустити
reschedule	перепланувати
rescind	скасувати
rescission	скасування
rescue	порятунок
research	дослідження
researcher	дослідник
resection	резекція
resemblance	подібність
resemble	нагадують
resembling	нагадує
resent	обурений
resentful	обурений
resentment	обурення
reservation	бронювання
reserve	резерв
reserved	зарезервований
reserves	резерви
reservoir	резервуар
reset	скинути
reside	проживати
residence	резиденція
residences	резиденції
residency	резиденція
resident	резидент
residential	житловий будинок
residual	залишковий
residue	залишок
resign	піти у відставку
resignation	відставка
resigned	пішов у відставку
resilience	стійкість
resilient	стійкий
resin	смола
resist	чинити опір
resistance	опір
resistant	стійкий
resisting	опір
resistive	резистивний
resolute	рішучий
resolutely	рішуче
resolution	роздільна здатність
resolve	вирішити
resolved	вирішено
resonance	резонанс
resonant	резонансний
resonate	резонанс
resonator	резонатор
resort	курорт
resounding	громко
resource	ресурс
resourceful	винахідливий
resources	ресурси
respect	поважати
respectability	респектабельність
respectable	респектабельний
respected	шановний
respectful	шанобливий
respecting	поважаючи
respective	відповідні
respects	поваги
respiration	дихання
respirator	респіратор
respiratory	дихальний
respite	перепочинок
resplendent	блискучий
respond	відповісти
respondent	респондент
response	відповідь
responsibility	відповідальність
responsible	відповідальний
responsive	чуйний
rest	відпочинок
restart	перезапустити
restaurant	ресторан
rested	відпочив
restful	спокійний
restitution	реституція
restless	неспокійний
restlessness	неспокій
restock	перезавантаження
restoration	реставрація
restorative	відновлювальний
restore	відновлення
restored	відновлено
restoring	відновлення
restrain	стримувати
restrained	стриманий
restraining	стримування
restraint	стриманість
restrict	обмежити
restricted	обмежений
restriction	обмеження
restrictive	обмежувальний
restroom	туалет
result	результат
resultant	результуючий
resume	резюме
resumption	відновлення
resurrect	воскресити
resurrection	воскресіння
resuscitate	реанімувати
resuscitation	реанімація
retail	роздрібна торгівля
retailer	роздрібний продавець
retain	зберегти
retainer	фіксатор
retaining	збереження
retake	повернути назад
retaliate	відповідь
retaliation	відплата
retaliatory	відбиток
retard	затримати
retardation	затримка
retarded	сповільнений
retards	затримує
retention	утримання
retentive	стриманий
rethink	переосмислити
reticent	ретроспективний
retina	сітківка
retinal	сітківка
retire	піти у відставку
retired	пішов у відставку
retirement	виходу на пенсію
retiring	у відставці
retold	повторювати
retort	реторт
retrace	відслідковувати
retract	відступити
retraction	відкликання
retractor	ретранслятор
retreat	відступити
retrenchment	скорочення
retrial	повторне розгляд справи
retribution	відплата
retrieval	вилучення
retrieve	витягнути
retriever	ретрівер
retro	ретро
retroactive	зворотна дія
retrograde	ретроградний
retrospect	ретроспектива
retrospective	ретроспектива
retrospectively	ретроспективно
return	повернутися
reunion	возз'єднання
reunite	возз'єднатися
reunited	возз'єдналися
rev	рев
reveal	розкрий
revel	веселитися
revelation	одкровення
revelations	одкровення
revels	веселить
revenge	помста
revenue	дохід
reverberation	реверберація
revere	шануйся
reverence	благоговіння
reverend	преподобний
reverent	шанобливий
reverie	шахрайство
reversal	сторнування
reverse	зворотний
reversion	реверсія
revert	повернути
reverting	повернення
review	огляд
reviewer	рецензент
revise	переглянути
revision	перегляд
revisit	переглянути
revival	відродження
revive	відродити
revocation	анулювання
revoke	відкликати
revolt	бунт
revolting	бунтарський
revolution	революція
revolutionary	революційний
revolutionize	революціонізувати
revolve	обертатися
revolver	револьвер
revolving	обертається
revue	ревю
revulsion	відродження
revving	обертання
reward	нагорода
rewarding	нагородження
rewind	перемотати
rewire	перекрутити
rewrite	переписати
rhapsody	рапсодія
rhetoric	риторика
rhetorical	риторичний
rheumatism	ревматизм
rhinestone	стразами
rhino	носорога
rhinoceros	носорог
rhubarb	ревень
rhyme	рифма
rhyming	рифмування
rhythm	ритм
rhythmic	ритмічний
rhythmical	ритмічний
rib	ребро
ribbed	ребристий
ribbon	стрічка
rice	рис
rich	багатий
riches	багатство
richness	багатство
rick	рик
rickety	хиткий
rickshaw	рикша
ricochet	рикошета
rid	позбутися
riddance	витримка
riddle	загадка
riddled	пронизаний
ride	їздити
rider	гонщик
ridge	хребет
ridicule	посміховисько
ridiculed	посміховисько
ridiculous	смішно
riding	катання на конях
rife	рясний
riff	рифф
riffraff	риф Рафф
rifle	гвинтівка
rifleman	стрільців
rifles	гвинтівки
rift	розкол
rig	бурова установка
rigged	фальсифікований
rigging	такелаж
right	правильно
righteous	праведний
righteousness	праведність
rightful	законний
rightly	правильно
righty	правий
rigid	жорсткий
rigidity	жорсткість
rigor	суворість
rigorous	суворий
rim	ободок
rind	шкіра
ring	каблучка
ringer	дзвінок
ringing	дзвін
ringleader	ватажка
ringmaster	кільцевий майстер
ringside	кільце
rink	каток
rinse	полоскати
riot	бунт
rioting	бунт
riotous	буйний
riots	бунти
rip	розрізати
riparian	прибережний
ripe	стиглий
ripen	дозрівати
ripening	дозрівання
ripper	риппер
ripple	пульсація
rippling	брижі
rise	підніматися
rising	піднімається
risk	ризик
risky	ризиковано
risotto	різотто
rite	обряд
ritual	ритуал
ritualistic	ритуальний
rival	суперник
rivalry	суперництво
river	річка
riverbank	берег річки
riverbed	русло річки
riverboat	річковий човен
rivet	заклепка
riveted	приклеєний
riveting	клепки
roach	плотва
road	дорога
roadblock	блокпочки
roadhouse	дорожня будівля
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	дороги
roadside	на узбіччі дороги
roadster	родстер
roadtrip	поїздка
roadway	проїзд
roadworks	дорожні роботи
roam	роумінг
roar	рев
roaring	ревучий
roast	смажена
roasted	смажена
rob	грабувати
robber	розбійник
robbery	грабіж
robe	халат
robin	робінь
robot	робот
robotic	робот
robotics	робототехніка
robust	надійний
roc	Рок
rock	рок
rocker	рокер
rocket	ракета
rocks	скелі
rod	стержень
rodent	грызун
rodeo	родео
roe	ікра
rogue	мошенник
role	роль
roll	рулон
roller	ролик
rollercoaster	американські гірки
rollers	ролики
rollicking	ролик
rolling	прокат
roman	римська мова
romance	романтика
romantic	романтичний
romanticism	романтизм
romp	гуркоту
roof	дах
rooftop	на даху
rook	ладья
rookie	новачок
room	кімната
roomful	приміщення
roommate	сусід по кімнаті
rooms	номери
roomy	просторий
roost	ростом
rooster	півень
root	корінь
root beer	кореневе пиво
rooted	коріння
rope	мотузка
ropes	мотузки
rosary	розарій
rose	троянда
rosemary	розмарин
rosette	розетка
roster	реєстр
rosy	рожевий
rot	гнити
rota	рота
rotary	поворотний
rotate	обертати
rotation	обертання
rote	рота
rotor	ротор
rotten	гнилий
rotting	гниття
rotunda	ротонда
rouge	рум'яна
rough	грубий
roughly	грубо
roughneck	червоний
roughness	шорсткість
roulette	рулетка
round	круглий
roundabout	обхід
rounded	округлений
roundup	округлення
rouse	розбухати
rouser	роузер
rousing	розбудити
rout	маршрут
route	маршрут
routine	рутина
rove	блукав
rover	ровер
roving	роувінг
row	рядок
rowboat	гребний човен
rowdy	бурхливий
rowing	веслування
royal	королівський
royalty	роялті
rub	руб
rubber	гума
rubbers	каучуки
rubbing	потирати
rubbish	сміття
rubble	щебінь
rubdown	обтирання
rubric	рубрика
ruby	рубій
ruckus	грюк
rudder	руль
ruddy	рум'яний
rude	грубо
rudeness	грубість
rudimentary	рудиментарний
rudiments	зачатки
rue	вулиця
rueful	бурхливий
ruff	руфф
ruffian	руффіан
ruffle	руфф
rug	коврик
rugby	регбі
rugged	міцний
ruin	розорення
ruination	руйнування
ruined	зруйнований
ruinous	руйнівний
ruins	руїни
rule	правити
ruler	лінійка
ruling	постановив
rum	ром
rumba	румба
rumble	гуркіт
rummage	ромба
rumor	чутка
rumored	за чутками
rump	грунт
rumpus	rumpus
run	біжи
runaround	бігати
runaway	втеча
rundown	спуститися
runes	руни
rung	стукіт
runner	бігун
running	біг
running shoes	кросівки
runny	водостійкий
runt	NO TRANSLATION
runway	ВПП
rupture	розрив
rural	сільський
ruse	NO TRANSLATION
rush	кидайся
rushing	мчить
rust	іржа
rusted	іржавий
rustic	сільський
rustle	шелест
rustler	шурлер
rusty	іржавий
rut	рут
ruth	Рут
ruthless	нещадний
rye	жито
sabbatical	сабатичний
saber	NO TRANSLATION
sable	соболя
sabotage	саботаж
saboteur	диверсант
sac	мішок
sack	мішок
sacrament	таїнство
sacred	священний
sacrifice	жертва
sacrifices	жертви
sacrificial	жертвопринесення
sacrilege	святотатство
sacrilegious	священний
sad	сумний
sadday	NO TRANSLATION
saddens	засмучує
saddle	сідло
sadist	садист
sadistic	садистський
sadly	сумно
sadness	смуток
safari	сафарі
safe	безпечний
safeguard	захист
safekeeping	зберігання
safety	безпека
saffron	шафран
sag	прогинати
saga	сага
sage	мудрець
saggy	схибний
sail	вітрило
sailboat	вітрильник
sailing	плавання
sailor	матрос
saint	святий
sainted	святий
saintly	святий
sake	користь
salad	салат
salamander	саламандра
salami	салями
salary	зарплата
sale	продаж
salesgirl	продавщиця
salesman	продавець
salient	характерний
saline	фізіологічний розчин
saliva	слина
sally	саллі
salmon	лосось
salmonella	сальмонелла
salon	салон
saloon	салон
salsa	сальса
salt	сіль
salted	солоний
saltwater	солона вода
salty	солона
salutary	доброзичливий
salutation	привіт
salute	вітаю
salvage	порятунок
salvation	порятунок
salve	сміття
samba	самба
sameness	однаковість
sample	зразок
samurai	самурай
sanatorium	санаторій
sanctification	освячення
sanctified	освячений
sanctify	освятити
sanctimonious	святості
sanction	санкція
sanctioned	санкціоновані
sanctity	святість
sanctuary	святилище
sanctum	свято
sand	пісок
sandal	сандалі
sandbox	пісочниця
sander	шліфувальний верстат
sandman	сандманн
sandpaper	наждачний папір
sands	піски
sandstorm	піщана буря
sandwich	бутерброд
sandy	піщаний
sane	здоровий
sanguine	сангвінік
sanitarium	санаторій
sanitary	санітарна
sanitation	санітарія
sanity	розсудливість
sans	NO TRANSLATION
santa	санта
sap	сок
sapiens	сапієнс
sapphire	сапфір
sappy	соковитий
sarcasm	сарказм
sarcastic	саркастичний
sarcoma	саркома
sarcophagus	саркофаг
sardine	сардини
sardonic	сардонічний
sarsaparilla	Сарсапарілла
sash	кронштейн
sashimi	сашімі
sassafras	Сасафрас
sassy	похмурий
satanic	сатанинський
satchel	сумочка
sate	NO TRANSLATION
satellite	супутник
satin	атлас
satire	сатира
satirical	сатиричний
satisfaction	задоволення
satisfactorily	задовільно
satisfactory	задовільний
satisfied	задоволений
satisfy	задовольнити
satisfying	задовольняє
saturate	наситити
saturated	насичений
saturation	насиченість
satyr	сатир
sauce	соус
saucepan	каструля
saucer	блюдце
saucy	сором'язливий
sauerkraut	NO TRANSLATION
sauna	сауна
sausage	ковбаса
savage	дикун
savagery	жорстокість
savanna	саванна
savannah	саванна
savant	савант
save	зберегти
saver	заставка
saving	економія
savings	заощадження
savior	рятівник
savor	смакувати
savory	смачний
savvy	підкований
saw	бачив
sawdust	тирса
sawmill	лісопильний завод
sax	саксофон
saxophone	саксофон
say	казати
sayonara	NO TRANSLATION
scab	струга
scabbard	ножем
scaffold	каркас
scaffolding	ліси
scalding	обпалювання
scale	масштаб
scales	ваги
scallop	гребінець
scalp	шкіра голови
scalpel	скальпель
scaly	лускатий
scam	афера
scamp	лайма
scampi	скальпі
scan	сканування
scandal	скандал
scandalous	скандальний
scanner	сканер
scanty	мізерний
scape	пейзаж
scapegoat	козла відпущення
scar	шрам
scarab	скарабей
scarce	дефіцит
scarcely	навряд чи
scarcity	дефіцит
scare	налякати
scarecrow	Опудало
scared	наляканий
scares	налякає
scarf	шарф
scarier	страшніше
scariest	страшний
scarlet	червоний
scary	страшно
scat	скат
scatter	розсіювати
scattered	розкиданий
scattering	розсіювання
scavenger	збиральник
scenario	сценарій
scene	сцени
scenery	пейзажі
scenic	мальовничий
scent	запах
scented	запашний
scepter	скипетр
sceptical	скептично
scepticism	скептицизм
schadenfreude	schadenfreude
schedule	розклад
schematic	схематичне
scheme	схема
schilling	шилінг
schism	розкол
schizophrenia	шизофренія
schizophrenic	шизофреніка
schlep	шлеп
schmuck	NO TRANSLATION
schnapps	шнапс
schnitzel	шніцель
scholar	вчений
scholarly	науковий
scholarship	стипендія
scholastic	схоластичний
school	школа
schoolboy	школяр
schoolgirl	школярка
schoolhouse	школа
schooling	шкільне навчання
schoolmaster	школяр
schoolteacher	NO TRANSLATION
schoolwork	шкільна робота
schoolyard	шкільний двір
schooner	шхуна
sciatica	ішемічна хвороба
science	наука
scientific	науковий
scientist	вчений
scifi	scifi
scintilla	NO TRANSLATION
scintillating	сверкающий
scintillation	сцинтиляція
scintillator	сцинтилятор
scion	слізь
scissors	ножиці
scoff	знущатися
scold	руйнувати
scolding	відкидання
scone	сканувати
scoop	совок
scoot	скат
scooter	скутер
scope	обсяг
scorch	обгоріти
scorching	палаючий
score	оцінка
scoreboard	табло
scorer	бомбардир
scores	бали
scorn	презирство
scorned	зневажав
scornful	зневажливий
scorpion	скорпіон
scotch	скотч
scoundrel	негідник
scour	промити
scourge	бич
scout	розвідник
scowl	похмурий
scrabble	дряпати
scram	скрип
scramble	сутичка
scrambled	скрембовані
scrambler	скремблер
scrambling	скремблювання
scrap	брухт
scrapbook	записник
scrape	скребти
scrapie	скрепі
scraping	скребком
scrappy	відчайдушний
scratch	подряпати
scratchy	царапини
scrawny	скупий
scream	кричати
screamer	кричати
screaming	кричати
screech	кричати
screen	екран
screening	скринінг
screenplay	сценарій
screenwriter	сценарист
screw	гвинт
screwball	гвинтбол
screwdriver	викрутка
screwed	прикручений
screwy	незграбний
screwyou	NO TRANSLATION
scribble	писати
scribe	книжник
scrimmage	крик
scrip	кепка
script	сценарій
scriptural	Писання
scripture	Писання
scroll	прокручувати
scrotum	мошонка
scrounge	кричати
scrounger	скунджер
scrub	скраб
scruffy	похмурий
scrumptious	привабливий
scrupulous	скрупульозний
scrutinize	уважно вивчте
scrutiny	перевірка
scuba	підводне плавання
scuff	спустошення
scuffle	бійка
scullery	черепка
sculptor	скульптор
sculpture	скульптура
sculptured	скульптурний
scum	накип
scumbag	скумбаг
scurry	сходити
scurvy	цинга
scuttle	чорт
sea	море
seaboard	узбережжя
seafood	морепродукти
seagull	чайка
seal	печатка
seals	пломби
seam	шов
seaman	моряк
seamless	безшовні
seamstress	швець
seaport	морський порт
sear	ерс
search	пошук
searching	пошук
searchlight	прожектор
seared	здирався
seashore	узбережжя
seasick	морський коник
seaside	приморський
season	сезон
seasonal	сезонний
seasoned	витриманий
seasoning	приправи
seat	сидіння
seatbelt	пасок безпеки
seating	сидіння
seawater	морська вода
seaweed	водорості
sec	сек
secession	сецесія
secluded	відокремлений
seclusion	усамітнення
second	другий
second cousin	другий двоюрідний брат
secondary	вторинний
secondhand	друга рука
secrecy	таємниця
secret	таємниця
secretariat	секретаріат
secretary	секретар
secrete	виділяють
secretion	секреція
secretive	таємно
secretly	таємно
sect	секта
sectarian	сектантський
section	розділ
sectional	секційна
sector	сектор
secular	світський
secularism	секуляризм
secure	безпечно
securities	цінні папери
security	безпека
sedan	NO TRANSLATION
sedate	заспокійливий
sedation	седація
sedative	заспокійливий засіб
sedentary	сидячий
sedge	осока
sediment	осад
sedimentary	осадовий
sedition	руйнування
seduce	спокусити
seducer	спокусник
seducing	соблазни
seduction	соблазнення
seductive	спокусливий
see	побачити
seed	насіння
seedling	розсада
seeds	насіння
seedy	зухвалий
seek	шукати
seeker	шукач
seem	здається
seemingly	здавалося б
seer	провидець
seesaw	гойдалка
seething	кипить
segment	сегмент
segregate	відокремити
segregated	відокремлений
segregation	сегрегація
seismic	сейсмічна
seize	захопити
seizure	захоплення
seldom	рідко
select	вибрати
selection	вибір
selective	селективний
selectman	селекціонер
selenium	селен
self	самоврядування
selfharm	NO TRANSLATION
selfish	егоїстичний
selfishness	егоїзм
selfless	безкорисливий
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	продати
seller	продавець
sellout	продавати
seltzer	Seltzer
semantics	семантика
semaphore	семафор
semblance	подібність
semen	сперма
semester	семестр
semi	напів
semiautomatic	NO TRANSLATION
semicolon	крапка з комою
seminal	насіннєвий
seminar	семінар
seminary	семінарія
semiotics	семіотика
senate	сенат
senator	сенатор
send	відправити
sender	відправник
senescence	старіння
senile	старець
senior	старший
seniority	стаж роботи
senor	Сеньор
senorita	Сенорита
sensation	сенсація
sensational	сенсаційний
sense	сенс
senseless	безглуздо
senses	почуття
sensibility	чуттєвість
sensible	розумний
sensibly	розумно
sensitive	чутливий
sensitivity	чутливість
sensor	датчик
sensory	сенсорний
sensual	чуттєвий
sensuality	чуттєвість
sensuous	чуттєвий
sentence	вирок
sentencing	винесення вироку
sentient	розумний
sentiment	почуття
sentimental	сентиментальний
sentimentality	сентиментальність
sentinel	дозорний
sentry	вартовий
separable	сепарабельний
separate	окремо
separately	окремо
separation	розділення
separatist	сепаратистський
sepia	сепія
sepsis	сепсис
sept	вересень
septic	септичний
septum	перегородка
sequel	продовження
sequence	послідовність
sequent	секвенція
sequestered	закріплений
sequestration	секвестрація
serenade	серенада
serendipity	serendipity
serene	спокійний
serenity	спокій
sergeant	сержант
serial	серійний
serialize	серіалізувати
series	серія
serif	серійно
serious	серйозно
seriousness	серйозність
sermon	проповідь
serpent	змія
serpentine	серпантин
serrated	зубчастий
serum	сироватка
servant	слуга
serve	служити
server	сервер
service	сервіс
serviceable	справний
servile	сервілес
servitude	сервітут
sesame	кунжут
sess	NO TRANSLATION
session	сесія
sessions	сесії
set	встановити
setback	невдача
sett	NO TRANSLATION
setter	сеттер
settle	оселитися
settled	оселився
settlement	поселення
settler	поселенець
settlor	установник
setup	установка
seven	семи
seventeen	сімнадцять
seventh	сьомий
seventy	сімдесят
sever	розірвати
severable	відокремлений
severally	окремо
severance	розірваність
severe	важкий
severely	сильно
severity	суворість
sew	шити
sewage	каналізація
sewer	каналізація
sewerage	каналізація
sewing	шиття
sex	секс
sexist	сексистський
sexual	сексуальний
sexuality	сексуальність
sexy	сексуальний
shabby	обшарпаний
shack	халат
shackle	кайдани
shade	тінь
shades	відтінки
shading	затінення
shadow	тінь
shadowy	тіньовий
shady	тіньовий
shaft	вал
shag	шаг
shaggy	волохатий
shake	струсити
shakedown	трясовик
shaken	струснути
shaker	шейкер
shaking	трясіння
shaky	хиткий
shall	повинен
shallow	неглибокий
shallows	мілководдя
sham	шалений
shaman	шаман
shambles	руйнується
shame	соромно
shamed	посоромлений
shameful	ганебний
shameless	безсоромний
shampoo	шампунь
shanghai	Шанхай
shank	хвостовик
shanty	косинка
shape	форма
shapely	стрункий
shard	соус
share	поділитися
shareholder	акціонер
sharing	обмін
shark	акула
sharp	гострий
sharpen	загострити
sharpened	загострений
sharpener	точилка
sharpness	різкість
sharpshooter	гострий снайпер
shatter	розбити
shattered	зруйнований
shattering	розбити
shave	голитись
shaver	бритва
shaving	гоління
shawl	шаль
sheaf	пучок
shear	зсув
shears	ножиці
sheath	піхви
sheathing	оболонка
