Word	nl
supernatural	bovennatuurlijk
supernova	supernova
superposition	superpositie
superpower	supermacht
supersede	vervangen
superstar	superster
superstition	bijgeloof
superstitious	bijgelovig
superstore	superstore
supervise	toezicht houden
supervision	toezicht
supervisor	leidinggevende
supper	avondmaal
suppertime	etenstijd
supplant	verdringen
supple	soepel
supplement	supplement
supplemental	aanvullend
supplementary	aanvullend
supplication	smeekbede
supplier	leverancier
supplies	benodigdheden
supply	levering
support	ondersteuning
supported	ondersteunde
supporter	supporter
supporters	aanhang
supporting	ondersteunen
supportive	ondersteunende
suppose	veronderstellen
supposed	vermeend
supposing	aangenomen
supposition	veronderstelling
suppress	onderdrukken
suppression	onderdrukking
supremacy	suprematie
supreme	opperst
supremely	uiterst
surcharge	toeslag
sure	zeker
surety	borgtocht
surf	surfen
surface	oppervlakte
surfboard	surfboard
surfer	surfer
surge	golf
surgeon	chirurg
surgery	chirurgie
surgical	chirurgisch
surly	nors
surmise	vermoeden
surname	achternaam
surpassing	overtreffen
surplus	overschot
surprise	verrassing
surprised	verwonderd
surprises	verrassingen
surprising	verrassend
surprisingly	verrassend genoeg
surreal	surrealistische
surrender	overgave
surrendering	overgave
surrogate	surrogaat
surround	omringen
surrounding	nabijgelegen
surroundings	omgeving
surveillance	toezicht
survey	enquête
surveying	landmeetkundige
surveyor	landmeter
survival	overleving
survive	overleven
surviving	overlevende
survivor	overlevende
susceptibility	vatbaarheid
susceptible	vatbaar
sushi	sushi
suspect	verdachte
suspected	vermoedelijke
suspend	opschorten
suspended	geschorst
suspenders	bretels
suspense	onzekerheid
suspension	suspensie
suspicion	achterdocht
suspicions	verdenkingen
suspicious	verdacht
sustain	volhouden
sustained	volgehouden
sustenance	levensonderhoud
suture	hechten
suv	suv
sux	Sux
swab	zwabber
swag	swag
swagger	branie
swallow	slikken
swami	swami
swamp	moeras
swamped	overspoeld
swampy	moerassig
swan	zwaan-
swank	opscheppen
swap	ruil
swarm	zwerm
swarming	zwermen
swastika	swastika
swat	slaan
sway	zwaaien
swear	zweer
swearing	bezwering
sweat	zweet
sweater	trui
sweating	zweten
sweatshirt	sweater
sweatshop	snoepwinkel
sweaty	zweterig
sweep	vegen
sweeper	veger
sweeping	vegen
sweet	zoet
sweeten	veraangenamen
sweetened	gezoet
sweetener	zoetstof
sweetest	zoetste
sweetheart	geliefde
sweetie	geliefde
sweetness	zoetheid
sweets	snoepgoed
swell	zwellen
swelling	zwelling
sweltering	broeiend
swerve	zwenken
swift	snel
swiftly	snel
swig	slok
swill	varkensdraf
swim	zwemmen
swimmer	zwemmer
swimming	zwemmen
swimsuit	zwempak
swindle	oplichterij
swindler	oplichter
swine	zwijn
swing	schommel
swinger	swinger
swinging	swinging
swipe	wip
swirl	kolken
swish	zwiepen
switch	schakelaar
switchblade	Switchblade
switchboard	schakelbord
swivel	draaien
swollen	gezwollen
swoon	zwijm
swoop	neerschieten
sword	zwaard
swordfish	zwaardvis
swordplay	swordplay
swordsman	schermer
sycamore	esdoorn
syllable	lettergreep
syllabus	syllabus
symbiotic	symbiotisch
symbol	symbool
symbolic	symbolisch
symbolically	symbolisch
symbolism	symboliek
symbolize	symboliseren
symmetric	symmetrisch
symmetrical	symmetrisch
symmetry	symmetrie
sympathetic	sympathiek
sympathize	meevoelen
sympathy	sympathie
symphonic	symfonisch
symphony	symfonie
symposium	symposium
symptom	symptoom
symptomatic	symptomatisch
synagogue	synagoge
synapse	synaps
synaptic	synaptische
sync	synchroniseren
synchronize	synchroniseren
synchronous	synchrone
syncope	syncope
syndicate	syndicaat
syndrome	syndroom
synergistic	synergetische
synergy	synergie
synod	synode
synonym	synoniem
synonymous	synoniem
synopsis	korte inhoud
synoptic	synoptisch
syntax	syntaxis
synthesis	synthese
synthesizer	synthesizer
synthetic	synthetisch
syphilis	syphilis
syringe	injectiespuit
syrup	siroop
system	systeem
systematic	systematisch
systematically	systematisch
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	gestreept
tabernacle	tabernakel
table	tafel
tableau	NO TRANSLATION
tablecloth	tafelkleed
tablespoon	eetlepel
tablet	tablet
tableware	tafelgerei
tabloid	tabloid
taboo	taboe
tabular	tabellarisch
tabulate	rangschikken in tabellen
tabulation	tabel
tachometer	snelheidsmeter
tacit	stilzwijgend
tack	kleverigheid
tackle	aanpakken
tackled	aangepakt
tackling	aanpakken
tacky	smakeloos
taco	taco
tact	tact
tactful	tactvol
tactic	tactiek
tactical	tactisch
tactics	tactiek
tactile	tactiel
tad	NO TRANSLATION
tadpole	kikkervisje
taffeta	taf
taffy	taffy
tag	label
tail	staart
tailed	tailed
tailgate	achterklep
tailings	afval
taillight	achterlicht
tailor	kleermaker
tailoring	kleermakerswerk
tailpipe	uitlaat
taint	smet
take	nemen
takeoff	opstijgen
takeout	afhaalmaaltijd
takeover	overnemen
taker	nemer
talcum	talkpoeder
tale	verhaal
talent	talent
talented	getalenteerd
talisman	talisman
talk	praten
talkative	spraakzaam
talker	prater
tall	lang
tallies	overeenstemt
tallow	talg
tally	overeenstemmen
talon	talon
talons	NO TRANSLATION
tambourine	tamboerijn
tame	NO TRANSLATION
tamer	temmer
taming	temmen
tamper	knoeien
tampon	tampon
tan	bruinen
tandem	tandem-
tang	geurtje
tangent	raaklijn
tangerine	mandarijn
tangible	tastbaar
tangle	wirwar
tangled	verwarde
tango	tango
tank	tank
tank top	tanktop
tanker	tankschip
tanned	gelooide
tantalizing	verleidelijke
tantamount	gelijkwaardig
tantrum	woedeaanval
taoism	taoism
tap	kraan
tape	band
tape measure	rolmaat
taper	taps
tapering	spits toelopend
tapestry	tapijtwerk
tapeworm	lintworm
tapioca	tapioca
taps	kranen
tar	teer
tarantula	tarantula
tardiness	traagheid
tardy	traag
target	doelwit
targeted	doelgerichte
targeting	gericht op
tariff	tarief
tarmac	asfalt
tarnish	aanslag
tarot	tarot
tarp	NO TRANSLATION
tarry	teerachtig
tart	scherp
tartan	Schotse ruit
tartar	wijnsteen
task	taak
tassel	kwast
taste	smaak
tasteful	smaakvol
tasteless	smaakloos
tasting	proeverij
tasty	lekker
tat	tat
tattler	klikspaan
tattletale	klikspaan
tattoo	tatoeëren
taught	onderwezen
taunt	beschimpen
taupe	taupe
taut	strak
tavern	taverne
tawdry	opzichtig
tawny	geelbruin
tax	belasting
taxed	belast
taxi	taxi
taxicab	taxi
taxonomy	taxonomie
taxpayer	belastingbetaler
tea	thee
teach	onderwijzen
teacher	leraar
teaching	onderwijs
teacup	theekopje
teahouse	theehuis
teal	taling
team	team
teamjesus	NO TRANSLATION
teammate	teammate
teamwork	samenspel
teapot	theepot
tear	scheur
tearful	betraand
tearsofjoy	NO TRANSLATION
teary	betraande
tease	plagen
teaser	teaser
teasing	plagen
teaspoon	theelepel
teat	speen
teatime	theetijd
tech	tech
technical	technisch
technicality	technisch karakter
technician	technicus
technique	techniek
techno	techno
technological	technologisch
technology	technologie
ted	ted
teddy bear	knuffelbeer
tedious	vervelend
tedium	verveling
tee	tee
teeming	wemelend
teen	tiener
teenage	tiener-
teenager	tiener
teens	tieners
teensy	teensy
teeny	teeny
teeth	tanden
teething	het tanden krijgen
teflon	teflon
telegram	telegram
telegraph	telegraaf
telekinesis	voorwerpbeweging van het afstand
telemetry	telemetrie
telepathic	telepathisch
telepathy	telepathie
telephone	telefoon
telescope	telescoop
telescopic	telescopisch
telethon	telethon
teletype	telex
televised	televisie
television	televisie
tell	vertellen
teller	teller
telling	vertellen
telltale	verklikker
temp	temp
temper	temperen
tempera	tempera
temperament	temperament
temperamental	temperamentvolle
temperance	matigheid
temperate	gematigd
temperature	temperatuur-
tempered	gehumeurd
tempest	storm
template	sjabloon
temple	tempel
tempo	NO TRANSLATION
temporal	tijdelijk
temporarily	tijdelijk
temporary	tijdelijk
tempt	verleid
temptation	verleiding
tempting	aanlokkelijk
temptress	verleidster
ten	tien
tenable	houdbaar
tenacious	vasthoudend
tenacity	vasthoudendheid
tenancy	pacht
tenant	huurder
tend	de neiging hebben
tendency	neiging
tender	inschrijving
tenderfoot	nieuweling
tenderness	tederheid
tending	neigt
tendon	pees
tenement	woning
tenet	leerstelling
tenets	leerstellingen
tenfold	tienvoudig
tennis	tennis
tenor	tenor
tense	gespannen
tensile	treksterkte
tension	spanning
tent	tent
tentacle	voelhoorn
tentative	voorlopig
tenth	tiende
tenths	tienden
tenuous	vaag
tenure	ambtsperiode
tepee	tipi
tepid	lauw
tequila	tequila
teriyaki	teriyaki
term	termijn
terminal	terminal
terminate	beëindigen
termination	beëindiging
terminator	terminator
terminology	terminologie
terminus	eindpunt
termite	termiet
terms	termen
tern	stern
ternary	drietal
terrace	terras
terrain	terrein
terrestrial	aards
terrible	verschrikkelijk
terribly	vreselijk
terrier	terriër
terrific	verschrikkelijk
terrified	doodsbang
terrifies	terrifies
terrify	verschrikken
terrifying	afschuwelijk
territorial	territoriaal
territory	gebied
terror	terreur
terrorism	terrorisme
terrorist	terrorist
terrorists	terroristen
terrorize	terroriseren
terse	kort
tertiary	tertiair
test	test
testament	testament
testicle	zaadbal
testicular	testis
testify	getuigen
testimonial	getuigenis
testimony	getuigenis
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tetanus
tether	ketting
tethered	tethered
tetrahedral	tetraedrische
text	tekst
textbook	leerboek
textile	textiel
textural	textuur
texture	structuur
tgif	tgif
thank	bedanken
thankful	dankbaar
thankgod	Godzijdank
thanking	thanking
thankless	ondankbaar
thanks	bedankt
thanksalot	NO TRANSLATION
thanksgiving	dankzegging
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	rieten dak
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ontdooien
theater	theater
theatrical	theater-
theatrics	theatralekunst
thebest	het beste
theft	diefstal
theism	theïsme
theistic	theïstische
thelife	het leven
thelittlethings	NO TRANSLATION
theme	thema
theocracy	theocratie
theocratic	theocratisch
theologian	theoloog
theological	theologisch
theology	theologie
theorem	stelling
theoretical	theoretisch
theory	theorie
therapeutic	therapeutische
therapeutics	therapie
therapist	arts
therapy	behandeling
thereabouts	daaromtrent
thereof	daarvan
therewith	daarmee
thermal	warmte-
thermocouple	thermoelement
thermodynamics	thermodynamica
thermometer	thermometer
thermos	thermosfles
thermostat	thermostaat
thesaurus	synoniemenlijst
thesis	scriptie
thick	dik
thicken	verdikken
thickening	verdikking
thicket	struikgewas
thickness	dikte
thief	dief
thigh	dij
thimble	vingerhoed
thin	dun
thing	ding
things	dingen
thingy	dingetje
think	denken
thinker	denker
thinking	het denken
third	derde
thirds	tweederde
thirst	dorst
thirsty	dorstig
thirteen	dertien
thirteenth	dertiende
thirty	dertig
thistle	distel
thither	daarheen
thong	riem
thorn	doorn
thorny	netelig
thorough	grondig
thoroughbred	volbloed
thoroughfare	doorgang
thought	gedachte
thoughtful	nadenkend
thoughtfulness	bedachtzaamheid
thoughtless	gedachteloos
thoughts	gedachten
thousand	duizend
thrash	slaan
thread	draad
threat	bedreiging
threaten	dreigen
threatened	bedreigd
threatening	dreigend
three	drie
threefold	drievoudig
threesome	drietal
thresh	dorsen
threshold	drempel
thrice	driemaal
thrift	spaarzaamheid
thrifty	zuinig
thrill	sensatie
thrilled	blij
thriller	thriller
thrilling	opwindend
thrive	tieren
thriving	bloeiende
throat	keel
throb	kloppen
throbbing	kloppende
throes	stuiptrekkingen
throne	troon
throng	gedrang
throttle	smoorklep
throw	Gooi
throwback	throwback
thrower	twijnder
thrown	gegooid
thrush	lijster
thrust	stoot
thruster	boegschroef
thud	plof
thug	gangster
thumb	duim
thumbprint	vingerafdruk
thump	stomp
thumper	iets ontzaglijk
thumping	kolossaal
thunder	donder
thunderbolt	bliksemflits
thunderclap	donderslag
thundering	donderende
thunderstorm	onweersbui
thunderstruck	Thunderstruck
thwart	dwarsbomen
thx	Dankje
thyme	tijm
thyroid	schildklier
tiara	tiara
tibia	scheenbeen
tic	tic
tick	Kruis aan
ticked	aangevinkt
ticker	ticker
ticket	ticket
tickle	kietelen
tickled	tickled
ticklish	netelig
tidal	getij-
tidal wave	vloedgolf
tidbit	lekkernij
tide	tij
tidings	tijding
tidy	ordelijk
tie	binden
tier	rij
tiff	tiff
tiger	tijger
tighten	aandraaien
tightness	gevoel van beklemming
tightrope	strakke koord
tights	panty
tilde	tilde
tile	tegel
tiling	tegels
till	NO TRANSLATION
tillage	landbouw
tiller	landbouwer
tilt	kantelen
tilting	kanteling
timber	hout
timberland	timberland
timbre	timbre
time	tijd
timeless	tijdloos
timeliness	tijdigheid
timely	tijdig
timeout	time-out
timepiece	uurwerk
timer	timer
times	tijden
timetable	rooster
timewasters	NO TRANSLATION
timid	timide
timidity	schroom
timing	timing
tin	NO TRANSLATION
tincture	tinctuur
tine	NO TRANSLATION
tinfoil	aluminium folie
tinge	tint
tingle	tintelen
tingling	tintelingen
tinker	ketellapper
tinkering	knutselen
tinkle	NO TRANSLATION
tinkling	rinkelende
tinnitus	tinnitus
tinsel	klatergoud
tint	tint
tiny	klein
tip	tip
tipper	kiepauto
tipster	tipgever
tipsy	aangeschoten
tiptoe	op de tenen
tirade	tirade
tire	band
tired	moe
tiredness	vermoeidheid
tiredofit	NO TRANSLATION
tireless	onvermoeibaar
tiresome	vermoeiend
tiring	vermoeid
tissue	zakdoek
tistheseason	NO TRANSLATION
tit	mees
titan	Titan
titanic	reusachtig
titanium	titanium
tithe	tiende deel
title	titel
titled	getiteld
titty	titty
titular	NO TRANSLATION
toad	pad
toast	geroosterd brood
toaster	tosti apparaat
toasty	toasty
tobacco	tabak-
toby	Toby
tod	tod
today	vandaag
toddler	kleuter
toe	teen
toenail	teennagel
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	samen
togetherness	saamhorigheid
toil	zwoegen
toilet	toilet
toils	strikken
token	blijk
tolerable	draaglijk
tolerance	tolerantie
tolerant	verdraagzaam
tolerate	tolereren
toleration	tolerantie
toll	tol
tomahawk	tomahawk
tomato	tomaat
tomatoes	tomaten
tomb	graf
tombstone	grafsteen
tomcat	kater
tome	naar mij
tomorrow	morgen
ton	NO TRANSLATION
tone	toon
toner	toner
tong	NO TRANSLATION
tongs	tang
tongue	tong
tonic	tonic
tonnage	tonnage
tonsils	amandelen
toocold	NO TRANSLATION
tool	gereedschap
toolbox	gereedschapskist
tooling	tooling
toomuchtodo	NO TRANSLATION
toot	toeteren
tooth	tand
toothache	kiespijn
toothbrush	tandenborstel
toothed	getand
toothless	tandeloos
toothpaste	tandpasta
toothpick	tandenstoker
toots	toots
top	top
topaz	topaas
topic	onderwerp
topical	actueel
topless	topless
topographic	topografisch
topographical	topografische
topography	topografie
topple	omvallen
topside	bovenzijde
tor	tor
torch	toorts
torment	kwelling
tormented	gekweld
torn	gescheurd
tornado	tornado
torpedo	torpedo-
torque	torque
torrent	stortvloed
torrid	verzengend
torsion	draaiing
torso	torso
tort	onrechtmatige daad
tortious	onrechtmatig
tortoise	schildpad
tortuous	bochtig
torture	martelen
tortured	gemarteld
toss	toss
tot	NO TRANSLATION
total	totaal
totality	totaal
totally	helemaal
tote	totalisator
totem	totem
touch	aanraken
touchdown	touchdown
touched	aangeraakt
touching	aandoenlijk
touchy	gevoelig
tough	taai
toughen	harden
toughness	taaiheid
toupee	toupet
tour	tour
tourism	toerisme
tourist	toerist
tourmaline	toermalijn
tournament	toernooi
tourniquet	tourniquet
tout	NO TRANSLATION
tow	slepen
towel	handdoek
tower	toren
towering	torenhoge
town	stad-
townhouse	herenhuis
township	gehucht
townspeople	stedelingen
toxic	giftig
toxicity	toxiciteit
toxicology	toxicologie
toxin	toxine
toy	speelgoed-
toymaker	speelgoedmaker
trace	spoor
traceable	traceerbaar
tracer	tracer
traces	sporen
trachea	luchtpijp
tracing	tracing
track	spoor
tracker	tracker
tract	streek
tractable	handelbaar
traction	tractie
tractor	tractor
trade	handel
trademark	handelsmerk
trader	handelaar
tradesman	winkelier
trading	handel
tradition	traditie
traditional	traditioneel
traffic	verkeer
traffic light	stoplicht
trafficking	mensenhandel
tragedies	tragedies
tragedy	tragedie
tragic	tragisch
trail	spoor
trailer	aanhangwagen
train	trein
train set	trein set
trained	getraind
trainee	stagiair
trainer	trainer
training	opleiding
trait	trek
traitor	verrader
traitorous	verraderlijk
trajectory	traject
tram	tram-
tramp	landloper
trample	vertrappen
trampoline	trampoline
tramway	tram
trance	trance
tranquil	rustig
tranquility	kalmte
tranquilizer	kalmeringsmiddel
transact	verhandelen
transaction	transactie
transatlantic	transatlantisch
transceiver	transceiver
transcend	overtreffen
transcendence	transcendentie
transcendent	transcendente
transcendental	transcendentaal
transcribe	overschrijven
transcriber	transcriber
transcript	vertaling
transcription	transcriptie
transfer	overdracht
transference	overdragen
transferred	overgebracht
transfixed	genageld
transform	transformeren
transformation	transformatie
transformer	transformator
transfusion	transfusie
transgression	overtreding
transient	vergankelijk
transistor	transistor
transit	doorvoer
transition	overgang
transitional	overgangs
transitive	transitief
transitory	voorbijgaand
translate	vertalen
translation	vertaling
translator	vertaler
translocation	verplaatsing
translucent	doorzichtig
transmission	transmissie
transmit	overdragen
transmitter	zender
transmutation	transmutatie
transom	dwarsbalk
transparency	transparantie
transparent	transparant
transplant	transplantatie
transplantation	transplantatie
transponder	transponder
transport	vervoer-
transportation	vervoer
transporter	transporter
transpose	transponeren
transposition	omzetting
transsexual	transseksueel
transverse	dwars
transvestite	travestiet
trap	val
trapdoor	valluik
trapeze	trapeze
trapped	gevangen
trapper	pelsjager
trapping	trapping
trappings	tooi
traps	traps
trash	uitschot
trashy	prullerig
trauma	trauma
traumatic	traumatisch
travail	NO TRANSLATION
travel	reizen
traveler	reiziger
traveling	op reis
traverse	traverse
travesty	travestie
trawl	sleepnet
trawler	trawler
tray	dienblad
treacherous	verraderlijk
treachery	verraad
tread	betreden
treadmill	tredmolen
treason	verraad
treasure	schat
treasured	gekoesterd
treasurer	penningmeester
treasures	schatten
treasury	schatkist
treat	traktatie
treatable	behandelbare
treatise	verhandeling
treatment	behandeling
treaty	verdrag
treble	drievoudig
tree	boom
trees	bomen
trek	tocht
trellis	latwerk
tremble	beven
trembling	bevend
tremendous	enorme
tremendously	enorm
tremor	tremor
trench	loopgraaf
trend	neiging
trending	trending
trendy	modieus
trepidation	schroom
trespass	overtreding
triad	triade
triage	triage
trial	proces
triangle	driehoek
triangular	driehoekig
triangulate	driehoeksmeting
triathlon	triathlon
tribal	tribal
tribe	stam
tribulation	beproeving
tribunal	tribunaal
tribune	tribune
tributary	zijrivier
tribute	schatting
trick	truc
trickery	bedriegerij
trickle	straaltje
trickster	bedrieger
tricky	tricky
tricycle	driewieler
trident	drietand
trifle	kleinigheid
trifling	onbeduidend
trig	remschoen
trigger	in gang zetten
trigonometry	trigonometrie
trillion	biljoen
trilogy	trilogie
trim	trimmen
trimester	trimester
trimmer	trimmer
trimming	garneersel
trine	Trine
trinity	drieëenheid
trinket	sieraad
trio	trio
trip	reis
tripartite	driedelig
tripe	pens
triple	verdrievoudigen
triplet	drieling
triplicate	verdrievoudigen
tripod	statief
tripping	struikelen
trite	afgezaagd
tritium	tritium
triumph	triomf
triumphant	triomfantelijk
trivia	trivia
trivial	triviaal
troll	trol
trolley	trolley
trombone	trombone
troop	troep
trooper	cavalerist
troops	troepen
trophy	trofee
tropic	keerkring
tropical	tropisch
tropics	tropen
trot	draf
trouble	moeite
troubled	verontrust
troublemaker	lastpost
troubles	problemen
troublesome	lastig
trough	trog
troupe	troep
trousers	broek
trout	forel
trowel	troffel
truce	wapenstilstand
truck	vrachtauto
trucker	trucker
truckload	vrachtwagenlading
truculent	vechtlustig
true	TRUE
truelove	echte liefde
truffle	truffel
truism	gemeenplaats
trump	troef
trumpet	trompet
trumpeter	trompetter
truncate	afknotten
truncated	afgeknot
trundle	voortrollen
trunk	romp
truss	bundel
trust	vertrouwen
trustee	curator
trusting	vertrouwend
trustworthy	betrouwbaar
trusty	betrouwbaar
truth	waarheid
truthful	waarheidlievend
truthfulness	waarachtigheid
try	proberen
tryout	probeer
tryouts	tryouts
tsunami	tsunami
tub	kuip
tuba	tuba
tubby	rond als een ton
tube	buis
tuberculosis	tuberculose
tubing	buis
tubular	buisvormig
tubule	buisje
tuck	plooi
tucker	vermoeien
tuesday	dinsdag
tufted	in bosjes
tug	sleepboot
tugboat	sleepboot
tuition	onderwijs
tulip	tulp
tumble	tuimelen
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	buik
tumor	tumor
tumour	tumor
tumult	tumult
tumultuous	onstuimig
tun	NO TRANSLATION
tuna	tonijn
tunable	afstembare
tune	afstemmen
tunic	tuniek
tuning	stemming
tunnel	tunnel
turban	tulband
turbidity	troebelheid
turbine	turbine
turbo	turbo
turbulence	onstuimigheid
turbulent	wild
turd	drol
turf	gras
turkey	Turkije
turmeric	kurkuma
turmoil	beroering
turn	beurt
turnaround	keer om
turned	gedraaid
turning	draaien
turnip	raap
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	blijken
turnover	omzet
turnpike	autobaan
turntable	draaischijf
turpentine	terpentijn
turquoise	turkoois
turret	torentje
turtle	schildpad
turtleneck	coltrui
tussle	worsteling
tutelage	voogdij
tutor	leermeester
tutoring	tutoring
tutu	tutu
tux	Tux
tuxedo	smoking
tv	TV
twain	twee
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	gekwetter
tweezers	pincet
twelfth	twaalfde
twelve	twaalf
twentieth	twintigste
twenty	twintig
twerp	lomperd
twig	takje
twilight	schemering
twill	keper
twin	tweeling
twine	vlechten
twinge	steek
twinkle	twinkelen
twins	Tweelingen
twirl	ronddraaien
twist	twist
twisted	gedraaid
twister	wervelwind
twit	verwijt
twitch	zenuwtrekking
twitching	spiertrekkingen
twitchy	zenuwachtig
two	twee
two step	twee stappen
twofaced	NO TRANSLATION
twofold	tweeledig
twosome	tweetal
tycoon	magnaat
tyke	hofhond
type	type
typewriter	schrijfmachine
typhoid	tyfus-
typhoon	tyfoon
typical	typisch
typically	typisch
typist	typist
typo	typfout
typography	typografie
tyrannical	tiranniek
tyranny	tirannie
tyrant	tiran
tyre	band
ubiquitous	alomtegenwoordig
ubiquity	alomtegenwoordigheid
ugliness	lelijkheid
ugly	lelijk
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	zweer
ulterior	verborgen
ultimate	ultiem
ultimately	tenslotte
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrageluid
ultraviolet	ultraviolet
umbilical	navel-
umbra	slagschaduw
umbrella	paraplu
umpire	scheidsrechter
umpteen	umpteen
unabashed	onbeschaamd
unabated	onverminderd
unable	niet in staat
unacceptable	niet aanvaardbaar
unaccompanied	zonder begeleiding
unaccountable	onverklaarbaar
unaccounted	vermist
unacknowledged	niet erkend
unadulterated	onvervalst
unaffected	onaangetast
unafraid	onbevreesd
unaided	zonder hulp
unaltered	ongewijzigd
unambiguous	ondubbelzinnig
unanimity	eenstemmigheid
unanimous	unaniem
unanimously	eenstemmig
unannounced	onaangekondigde
unanswered	onbeantwoord
unanticipated	onverwachte
unappreciated	unappreciated
unapproved	goedgekeurde
unarmed	ongewapend
unassisted	zonder hulp
unassuming	bescheiden
unattached	niet verbonden
unattainable	onbereikbaar
unattended	onbeheerd
unattractive	onaantrekkelijk
unauthorized	onbevoegd
unavailable	niet beschikbaar
unavoidable	onvermijdelijk
unaware	onbewust
unbalanced	onevenwichtig
unbearable	ondraaglijk
unbeatable	onverslaanbaar
unbeaten	ongeslagen
unbecoming	onbetamelijk
unbelief	ongeloof
unbelievable	ongelooflijk
unbiased	onpartijdige
unborn	ongeboren
unbound	ongebonden
unbounded	onbegrensd
unbreakable	onbreekbaar
unbridled	tomeloos
unbroken	ongebroken
unbutton	ontknopen
uncalled	ongeroepen
uncanny	geheimzinnig
uncaring	onverschillig
uncensured	NO TRANSLATION
uncertain	onzeker
uncertainty	onzekerheid
unchallenged	onbetwiste
unchangeable	onveranderlijk
unchanged	onveranderd
uncharted	niet in kaart gebracht
uncherished	NO TRANSLATION
uncivilized	onbeschaafd
unclaimed	niet opgeëist
uncle	oom
unclean	onrein
unclear	niet helder
uncomfortable	ongemakkelijk
uncommon	ongewoon
uncommonly	ongemeen
uncomplicated	ongecompliceerd
uncompromising	onbuigzaam
unconcerned	onbekommerd
unconditional	onvoorwaardelijk
unconfirmed	niet bevestigd
unconnected	niet verbonden
unconscionable	onredelijk
unconscious	bewusteloos
unconsciousness	bewusteloosheid
unconstitutional	ongrondwettig
unconstrained	ongedwongen
uncontested	onbetwist
uncontrollable	niet te beheersen
uncontrolled	ongecontroleerde
unconventional	onconventionele
unconvinced	niet overtuigd
unconvincing	niet overtuigend
uncooked	ongekookt
uncooperative	weigerachtig
uncorrelated	uncorrelated
uncouth	lomp
uncover	ontdekken
uncritical	kritiekloze
uncut	ongesneden
undead	ondood
undecided	onbeslist
undefeated	ongeslagen
undefined	onbepaald
undeniable	ontegenzeggelijk
underage	underage
underbelly	onderbuik
undercover	geheim
undercurrent	onderstroom
underdog	underdog
underestimate	onderschatten
undergo	ondergaan
undergraduate	undergraduate
underground	ondergronds
underhanded	slinks
underlay	onderlaag
underlie	ten grondslag liggen aan
underline	onderstrepen
underlying	onderliggende
undermine	ondermijnen
undermined	ondermijnd
underneath	onder
underpaid	slecht betaald
underpants	onderbroek
underprivileged	kansarme
underrated	onderschatte
underscore	laag streepje
undersea	onderzees
undersecretary	ondersecretaris
undersized	ondermaatse
understaffed	onderbezet
understand	begrijpen
understandable	begrijpelijk
understanding	begrip
understatement	understatement
understood	begrijpelijk
understudy	doublure
undertake	ondernemen
undertaker	begrafenisondernemer
undertaking	onderneming
undertow	undertow
underwear	ondergoed
underwood	kreupelhout
underworld	onderwereld
underwrite	assureren
underwriter	assuradeur
undeserved	onverdiend
undesirable	ongewenst
undesired	ongewenste
undetectable	ondetecteerbaar
undetected	onontdekt
undetermined	onbepaald
undeveloped	onontwikkeld
undignified	zonder waardigheid
undirected	ongerichte
undisclosed	undisclosed
undiscovered	onontdekt
undisputed	onbetwist
undisturbed	ongestoord
undivided	onverdeeld
undo	ongedaan maken
undoing	ondergang
undoubted	ongetwijfeld
undress	uitkleden
undressed	uitgekleed
undue	overdreven
undying	overgankelijk
unearned	onverdiend
unearth	opgraven
uneasiness	onbehaaglijkheid
uneasy	ongemakkelijk
uneducated	onopgevoed
unemployed	werkloos
unemployment	werkloosheid
unencumbered	onbezwaard
unending	eindeloos
unequal	ongelijk
unequalled	ongeëvenaard
unequivocal	ondubbelzinnig
unequivocally	ondubbelzinnig
unethical	onethisch
uneven	ongelijk
uneventful	rustig
unexpected	niet verwacht
unexpectedly	onverwacht
unexplainable	onverklaarbare
unexplained	onverklaard
unexplored	onontgonnen
unfailing	onfeilbaar
unfair	oneerlijk
unfairness	oneerlijkheid
unfaithful	ontrouw
unfamiliar	onbekend
unfavorable	ongunstig
unfeeling	gevoelloos
unfettered	onbelemmerde
unfinished	onafgewerkt
unfit	ongeschikt
unflinching	onwankelbaar
unfold	ontvouwen
unfollow	unfollow
unforeseen	onvoorzien
unforgettable	onvergetelijk
unforgivable	onvergeeflijk
unforgiving	onverzoenlijk
unfortunate	ongelukkige
unfortunately	helaas
unfounded	ongegrond
unfreeze	ontdooien
unfriendly	onvriendelijk
unfulfilled	niet vervuld
unfurnished	gestoffeerd
unglued	unglued
ungodly	goddeloos
ungrateful	ondankbaar
unguarded	onbewaakt
unhand	NO TRANSLATION
unhappiness	ongelukkigheid
unhappy	ongelukkig
unharmed	ongedeerd
unhealthy	ongezond
unheard	ongehoord
unhelpful	onbehulpzaam
unhindered	ongehinderd
unholy	onheilig
unhook	afhaken
unicorn	eenhoorn
unidentified	niet geïdentificeerd
unification	unificatie
unified	unified
