Word	jw
speech	wicara
speechless	ujar
speed	kacepetan
speedboat	speedboat
speedily	kanthi cepet
speeding	nyepetake
speedometer	speedometer
speedway	speedway
speedy	cepet
spell	Nulis
spellbound	spellbound
spelling	Ejaan
spencer	spencer
spend	nglampahi
spender	spender
spending	mbuwang
spent	ngginakaken
sperm	sperma
spew	spew
sphere	bola
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	spik
spice	rempah-rempah
spicy	pedhes
spider	laba-laba
spiders	laba-laba
spiffy	spiffy
spigot	spigot
spike	Spike
spiked	spiked
spiky	spiky
spill	tumpah
spillin	NO TRANSLATION
spin	muter
spinach	bayem
spinal	balung mburi
spindle	spindle
spine	utomo
spineless	spineless
spinner	spinner
spinning	spinning
spinster	spinster
spiny	spiny
spiral	spiral
spire	spire
spirit	roh
spirited	spirited
spirits	roh
spiritual	rohani
spirituality	spiritualitas
spit	ngidoni
spite	nyatane
spiteful	nyengir
spitfire	spitfire
spittoon	spittoon
splash	splash
splat	splat
splatter	splatter
spleen	limpa
splendid	apik banget
splendor	kaluwihan
splice	sambatan
spline	spline
splint	splint
splinter	splinter
split	pamisah
splitting	pamisahan
splurge	splurge
spoil	spoil
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	ngandika
spoken	ngandika
spokesman	juru wicara
spokesperson	juru wicara
sponge	Gabus
spongy	spongy
sponsor	Sponsor
sponsorship	sponsor
spontaneity	spontaneitas
spontaneous	spontan
spoof	spoof
spook	spook
spooky	medheni
spool	spool
spoon	sendok
spoonful	spoonful
sporadic	sporadis
spore	spore
sport	olahraga
sporting	olahraga
sports	olahraga
sports car	mobil sport
sportsman	Olahragawan
sportsmanship	Olahragawan
sportswriter	sportswriter
sporty	olahraga
spot	titik
spotless	spotless
spotlight	sinetron
spotted	katon
spotter	spotter
spotty	spotty
spousal	spousal
spouse	pasangan
spout	spout
sprain	sprain
sprawl	sprawl
spray	semprotan
spread	nyebar
spreader	panyebar
spree	spree
spring	spring
springtime	springtime
sprinkle	sprinkle
sprinkler	sprinkler
sprinkling	sprinkling
sprint	cepet-cepet
sprite	sprite
sprout	sprout
spruce	minterake
spud	spud
spunk	spunk
spunky	spunky
spur	spur
spurious	palsu
spurred	spurred
spurt	spurt
spy	spy
squabble	squabble
squad	regu
squadron	squadron
squall	squall
squamous	squamous
squander	squander
square	kothak
squash	squash
squat	squat
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	remet
squeezing	squeezing
squelch	squelch
squid	cumi
squint	squint
squire	squire
squirm	squirm
squirrel	bajing
squirt	nggoleki
squish	squish
squishy	squishy
stab	stab
stabbed	dicekel
stability	stabilitas
stabilize	stabilake
stabilizer	stabilizer
stable	stabil
staccato	staccato
stack	tumpukan
stadium	stadion
staff	staf
stag	stag
stage	panggung
stagecoach	stagecoach
stagehand	stagehand
stagger	stagger
staggering	staggering
stagnant	stagnant
stagnation	stagnasi
staid	staid
stain	noda
stained	diarani
stainless	stainless
stair	stair
staircase	staircase
stairs	undhak-undhakan
stairway	stairway
stairwell	stairwell
stake	saham
stakeout	kepentingan
stale	stale
stalemate	stalemate
stalk	stalk
stalker	stalker
stall	warung
stallion	stallion
stalls	warung
stalwart	stalwart
stamina	tenogo
stamp	cap
stampede	stampede
stance	sikap
stand	ngadeg
standard	standar
standardize	standardisasi
standardized	standar
standby	siyaga
standing	ngadeg
standoff	standoff
standpoint	sudut pandang
standstill	standstill
standup	standup
stanza	stanza
staph	staph
staple	pokok
stapler	stapler
star	lintang
star fruit	woh bintang
starboard	starboard
starch	pati
stardom	stardom
stardust	stardust
stare	nonton
starfish	starfish
stargazing	stargazing
staring	ngguyu
stark	stark
starlet	starlet
starlight	lintang
starling	starling
starry	starry
stars	bintang
starship	starship
start	miwiti
starter	wiwitan
startle	miwiti
startled	wiwit
startling	nggegirisi
starvation	keluwen
starve	keluwen
starved	keluwen
starving	keluwen
stash	stash
stat	stat
state	negara
stately	megah
statement	statement
stateroom	stateroom
stateside	nyatakake
statesman	negarawan
static	statis
staticky	NO TRANSLATION
statics	statis
station	stasiun
stationary	piranti nulis
stationery	alat tulis
statistic	statistik
statistical	statistik
statistician	statistika
stator	stator
statuary	statuary
statue	patung
statuette	statuette
stature	sumringah
status	status
statute	statute
statutory	statutory
staunch	staunch
stave	stave
stay	tinggal
stayaway	NO TRANSLATION
stayed	manggon
stays	tetep
stead	tegese
steadfast	tegese
steady	mantep
steak	steak
steakhouse	steak
steal	nyolong
stealing	nyolong
stealth	siluman
stealthily	stealthily
stealthy	stealthy
steam	uap
steamboat	steamboat
steamer	steamer
steaming	steaming
steamroller	steamroller
steamship	steamship
steamy	akeh
steel	baja
steep	jangkep
steeple	steeple
steer	kemudi
steering	kemudi
stellar	lintang
stem	stem
stench	stench
stencil	stencil
stenographer	stenographer
step	langkah
stepdaughter	stepdaughter
stepfather	stepfather
stepmother	ibu tirine
steppe	steppe
steps	langkah-langkah
stepson	stepson
stereo	stereo
stereoscopic	stereoskopis
stereotype	stereotype
stereotyped	stereotyped
sterile	steril
sterility	steril
sterilize	sterilize
sterling	sterling
stern	buritan
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	godhok
steward	steward
stewardess	pramugari
stewardship	stewardship
stfu	stfu
stick	kelet
sticker	stiker
sticking	nekat
stickler	stickler
stickup	lengket
sticky	lengket
stiff	kaku
stiffen	kaku
stiffness	kaku
stifle	stifle
stifled	stifled
stifling	nyenyet
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	mati urip
stillborn	mati
stillness	keslametan
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulan
stimulate	ngrangsang
stimulating	nyemangati
stimulation	stimulasi
stimulus	rangsangan
sting	nyengat
stinger	stinger
stinging	stinging
stingy	stingy
stink	bau
stinker	stinker
stinking	stinking
stinky	stinky
stint	stint
stipend	stipend
stipulate	nyedhiyakake
stipulation	stipulation
stir	nglakokake
stirring	aduk
stitch	nggawe
stitching	jahitan
stock	Simpenan
stockade	stockade
stockbroker	Simpenan
stockholder	nyekel saham
stocking	stocking
stockings	stockings
stockpile	stockpile
stockroom	stok
stocks	saham
stoic	stoic
stole	nyolong
stolen	dicolong
stomach	weteng
stomachache	weteng
stomp	stomp
stomped	stomped
stone	watu
stoned	dibenturi watu
stonewall	stonewall
stoneware	stoneware
stony	stony
stooge	stooge
stool	dhingklik
stools	dhingklik
stoop	stoop
stoopid	stoopid
stop	mandheg
stopover	sedhela
stoppage	stoppage
stopper	stopper
stopping	nolak
stopwatch	stopwatch
storage	Lumbung
store	nyimpen
storefront	storefront
storehouse	gudang
storeroom	gudang
storing	nyimpen
storm	badai
storming	nyerang
stormy	badhe
story	crita
storybook	buku cerita
storyteller	nyritakake
storytelling	crita
stound	stound
stout	stout
stove	kompor
stow	stow
stowaway	stowaway
straddle	kakehan
straight	sakcara langsung
straighten	straighten
straightforward	straightforward
straightway	langsung
strain	galur
strained	strained
strait	selat
straitjacket	straitjacket
straits	selat
strand	untaian
stranded	terdampar
strange	aneh
stranger	wong liyo
strangle	nyuwek
strangulation	strangulation
strap	tali
strapless	strapless
strapping	strapping
strata	strata
strategic	strategis
strategist	ahli strategi
strategy	strategi
stratification	stratifikasi
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	jerami
strawberry	Stroberi
stray	sumelang
streak	garis
streaked	cecek
stream	stream
streamer	streamer
streaming	streaming
streamline	Streamline
street	dalan
streetcar	lenggok
streetlight	lampiran
strength	kekuatan
strengthen	nguatake
strengthening	nguatake
strenuous	banget
strep	strep
stress	kaku
stressed	ditekan
stresses	nandheske
stressfree	NO TRANSLATION
stressful	nyenengake
stressin	NO TRANSLATION
stressing	stressing
stressrelief	NO TRANSLATION
stretch	babagan
stretcher	trowongan
stricken	stricken
strict	ketat
stride	mlaku
strife	tandhingane
strike	serangan
strikeout	strikeout
striker	striker
striking	striking
strikingly	strikingly
string	senar
strings	senar
stringy	stringy
strip	Strip
stripe	garis
striped	belang
stripped	diudani
stripper	stripper
striptease	striptease
strive	usaha
strobe	strobe
stroke	stroke
stroll	stroll
stroller	stroller
strolling	strolling
strong	kuwat
stronghold	benteng
strongly	banget
structural	struktural
structure	struktur
strudel	strudel
struggle	perjuangan
strut	strut
stub	stub
stubbed	stubbed
stubble	stubble
stubborn	degung
stubbornness	stubbornness
stubby	stubby
stucco	stucco
stuck	macet
stuckup	NO TRANSLATION
stud	kandang jaran
studded	sing ditrima
student	siswa
studied	sinau
studio	studio
study	sinau
stuff	kuwi
stuffed animal	diiseni kewan
stuffing	stuffing
stuffy	stuffy
stumble	kesandhung
stump	stump
stumped	stumped
stun	stun
stunned	ngguyu
stunner	stunner
stunning	nggumunke
stunt	ngalang-ngalangi
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	paling apik
stupid	bodho
stupidity	kabodhoan
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	kuat
sturgeon	sturgeon
stutter	goyang
sty	sty
style	gaya
styling	gaya
stylish	apik banget
stylist	stylist
suave	suave
sub	sub
subatomic	subatomic
subcommittee	subcommittee
subconscious	subconscious
subcutaneous	subkutan
subdivide	subdivide
subdivision	subdivision
subduction	subduction
subdue	subdue
subdued	subdued
subdural	subdural
subito	NO TRANSLATION
subject	subyek
subjected	subyek
subjection	kepeksa
subjective	subyektif
subjugation	subjugation
sublet	sublet
sublevel	sublevel
sublimation	sublimasi
sublime	luhur
subliminal	subliminal
submarine	submarine
submerge	submerge
submerged	submerged
submersible	submersible
submission	pengajuan
submissive	submissive
submit	Kirim
submitting	ngajokake
subordinate	subordinate
subordination	subordination
subplot	subplot
subpoena	subpoena
subscribe	langganan
subscriber	langganan
subscription	langganan
subsequence	sakteruse
subsequent	sakteruse
subsequently	salajengipun
subservient	subservient
subset	subset
subside	subside
subsidence	subsidence
subsidiary	anak perusahaan
subsidize	subsidi
subsidy	subsidi
subsist	subsist
subsistence	subsistence
subsoil	subsoil
subspace	subspace
substance	inti
substandard	substandard
substantial	substansial
substantially	banget
substantiate	substantiate
substantive	substantive
substation	Penggilingan
substitute	ngganti
substituted	diganti
substitution	penggantian
substructure	substruktur
subterranean	subterranean
subtext	subteks
subtitle	subtitle
subtle	subtle
subtlety	subtlety
subtract	nyuda
subtraction	pangurangan
subtype	subtipe
suburb	suburb
suburban	suburban
suburbia	suburbia
suburbs	suburbs
subversion	subversion
subversive	subversive
subvert	subvert
subway	subway
succeed	kasil
succeeding	ngganti
success	sukses
successful	sukses
succession	suksesi
successive	sukses
successor	penerus
succinct	succinct
succubus	succubus
succulent	succulent
succumb	succumb
suck	nyedhot
sucker	bajingan
sucking	ngisep
suckling	suckling
sucks	nyedot
suction	nyedhot
sudden	dadakan
suddenly	dumadakan
suds	suds
sue	Sue
suede	suede
suffer	nandhang sangsara
sufferer	sufferer
suffering	gerah
suffice	cukup
sufficiency	cekap
sufficient	cekap
sufficiently	cekap
suffix	sufiks
suffocate	suffocate
suffocating	suffocating
suffocation	suffocation
sugar	gula
suggest	suggest
suggestion	saran
suggestive	sugih
suicidal	suicidal
suicide	suicide
suicidebombing	NO TRANSLATION
suit	setelan
suitable	cocok
suitcase	koper
suite	suite
suitor	suitor
sulfate	sulfat
sulfur	belerang
sulk	sulk
sullen	sullen
sully	sully
sulphur	belerang
sultan	sultan
sultry	sultry
sum	cacahe
summarily	summarily
summarize	ngringkes
summary	ringkesan
summation	summation
summer	panas
summerhouse	summerhouse
summertime	Summertime
summit	puncak
summon	summon
summons	panggilan
sumo	sumo
sump	sump
sumptuous	sumptuous
sun	srengenge
sunbeam	sunbeam
sunburn	sunburn
sundae	sundae
sunday	sunday
sundial	sundial
sundown	sundown
sundry	sundry
sunflower	kembang srengenge
sunglass	sunglass
sunglasses	kacamata hitam
sunk	turu
sunken	sunken
sunless	sunyi
sunlight	sinar matahari
sunny	panas
sunrise	sunrise
sunroof	sunroof
sunscreen	sunscreen
sunset	srengenge
sunshine	srengenge
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	paling apik
superficial	superficial
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	superimposed
superintendent	superintendent
superior	unggul
superiority	unggul
superlative	superlatif
superman	superman
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	super alami
supernova	supernova
superposition	superposisi
superpower	superpower
supersede	supersede
superstar	superstar
superstition	superstition
superstitious	superstitious
superstore	superstore
supervise	ngawasi
supervision	pengawasan
supervisor	pengawas
supper	mangan
suppertime	suppertime
supplant	supplant
supple	supple
supplement	tambahan
supplemental	tambahan
supplementary	tambahan
supplication	supplication
supplier	Supplier
supplies	pasokan
supply	pasokan
support	nyokong
supported	didhukung
supporter	suporter
supporters	pendukung
supporting	ndhukung
supportive	nyengkuyung
suppose	kudune
supposed	mesthine
supposing	supoyo
supposition	supposition
suppress	nyegah
suppression	panahan
supremacy	supremacy
supreme	paling dhuwur
supremely	supremely
surcharge	surcharge
sure	manawa
surety	surety
surf	Surf
surface	permukaan
surfboard	surfboard
surfer	surfer
surge	mundhak
surgeon	bedah
surgery	surgery
surgical	bedah
surly	surly
surmise	surmise
surname	surname
surpassing	ngluwihi
surplus	surplus
surprise	kejutan
surprised	kaget
surprises	surprises
surprising	kaget
surprisingly	kaget
surreal	surreal
surrender	nyerahke
surrendering	nyerah
surrogate	surrogate
surround	surround
surrounding	lingkungan
surroundings	lingkungan
surveillance	ndjogo
survey	survey
surveying	surveying
surveyor	surveyor
survival	kaslametan
survive	urip
surviving	urip
survivor	nylametake
susceptibility	kelemahan
susceptible	susceptible
sushi	sushi
suspect	Suspect
suspected	Suspect
suspend	nahan
suspended	ditrapake
suspenders	suspenders
suspense	ketegangan
suspension	penundaan
suspicion	anggepan
suspicions	suspect
suspicious	curiga
sustain	nyonggo
sustained	tetep
sustenance	rejekine
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	ngulu
swami	swami
swamp	swamp
swamped	swamped
swampy	swampy
swan	swan
swank	swank
swap	swap
swarm	swarm
swarming	swarming
swastika	swastika
swat	swat
sway	sway
swear	sumpah
swearing	sumpah
sweat	kringet
sweater	sweater
sweating	sweating
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	nyapu
sweeper	penyapu
sweeping	nyapu
sweet	manis
sweeten	sweeten
sweetened	sweetened
sweetener	sweetener
sweetest	paling manis
sweetheart	gendhakan
sweetie	sweetie
sweetness	manis
sweets	permen
swell	swell
swelling	bengkak
sweltering	sweltering
swerve	swerve
swift	swift
swiftly	swiftly
swig	swig
swill	swill
swim	nglangi
swimmer	swimmer
swimming	nglangi
swimsuit	renang
swindle	nyolong
swindler	swindler
swine	babi
swing	ayunan
swinger	swinger
swinging	ngayunke
swipe	gesek
swirl	swirl
swish	swish
switch	ngalih
switchblade	switchblade
switchboard	switchboard
swivel	swivel
swollen	bengkak
swoon	swoon
swoop	swoop
sword	pedhang
swordfish	jebule
swordplay	swordplay
swordsman	pedhang
sycamore	sycamore
syllable	syllable
syllabus	silabus
symbiotic	simbiosis
symbol	simbol
symbolic	simbolis
symbolically	simbolis
symbolism	simbolisme
symbolize	nglambangake
symmetric	simetris
symmetrical	simetris
symmetry	simetri
sympathetic	simpatik
sympathize	simpati
sympathy	simpati
symphonic	simfoni
symphony	symphony
symposium	simposium
symptom	gejala
symptomatic	gejala
synagogue	papan pangibadah
synapse	synapse
synaptic	synaptic
sync	sinkron
synchronize	nyinkronake
synchronous	sinkron
syncope	kothak
syndicate	sindikat
syndrome	sindrom
synergistic	sinergis
synergy	sinergi
synod	synod
synonym	sinonim
synonymous	sinonim
synopsis	sinopsis
synoptic	sinoptik
syntax	sintaksis
synthesis	sintesis
synthesizer	synthesizer
synthetic	sintetik
syphilis	sifilis
syringe	syringe
syrup	sirup
system	sistem
systematic	sistematis
systematically	kanthi sistematis
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	kémah
table	Tabel
tableau	NO TRANSLATION
tablecloth	tablecloth
tablespoon	tablespoon
tablet	tablet
tableware	tableware
tabloid	tabloid
taboo	tabu
tabular	tabular
tabulate	tabulasi
tabulation	tabulasi
tachometer	tachometer
tacit	tacit
tack	tack
tackle	nyangkut
tackled	tackled
tackling	tackling
tacky	tacky
taco	taco
tact	tact
tactful	taktik
tactic	taktik
tactical	taktik
tactics	taktik
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	buntut
tailed	buntut
tailgate	tailgate
tailings	tailings
taillight	lampu latar
tailor	Ngatur
tailoring	nyetak
tailpipe	tailpipe
taint	taint
take	njupuk
takeoff	takeoff
takeout	takeout
takeover	takeover
taker	taker
talcum	talcum
tale	dongeng
talent	bakat
talented	bakat
talisman	talisman
talk	Dhiskusi
talkative	talkative
talker	talker
tall	dhuwur
tallies	dhuwur
tallow	dhuwur
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangent
tangerine	tangerine
tangible	tangible
tangle	tangle
tangled	tangled
tango	tango
tank	tank
tank top	tank Top
tanker	tanker
tanned	tanned
tantalizing	tantalizing
tantamount	tantamount
tantrum	tantrum
taoism	wongism
tap	tunyuk
tape	tape
tape measure	meteran
taper	taper
tapering	tapering
tapestry	tapestry
tapeworm	tapeworm
tapioca	tapioka
taps	nyebabake
tar	tar
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	target
targeted	target
targeting	targeting
tariff	tarif
tarmac	tarmac
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	tugas
tassel	tassel
taste	rasa
tasteful	apik banget
tasteless	tasteless
tasting	ngicipi
tasty	sedhep
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tato
taught	ngajar
taunt	ngguyu
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	tax
taxed	kena pajak
taxi	mendhoan
taxicab	taxicab
taxonomy	taksonomi
taxpayer	wajib pajak
tea	teh
teach	ngajar
teacher	guru
teaching	ngajar
teacup	teacup
teahouse	teahouse
teal	teal
team	tim
teamjesus	NO TRANSLATION
teammate	teammate
teamwork	tim kerja
teapot	teapot
tear	luh
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	nggodha
teaser	ngguyu
teasing	nggodha
teaspoon	sendok teh
teat	seneng
teatime	teatime
tech	tech
technical	technical
technicality	teknis
technician	teknisi
technique	teknik
techno	tekno
technological	teknologi
technology	teknologi
ted	ted
teddy bear	teddy bear
tedious	tedious
tedium	tedium
tee	tee
teeming	teeming
teen	remaja
teenage	remaja
teenager	remaja
teens	remaja
teensy	teensy
teeny	teeny
teeth	untu
teething	teething
teflon	teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetri
telepathic	telepati
telepathy	telepati
telephone	telpon
telescope	teleskop
telescopic	teleskopik
telethon	telethon
teletype	teletype
televised	televised
television	televisi
tell	nyritakake
teller	Teller
telling	nyariyosaken
telltale	sakniki
temp	temp
temper	sabar
tempera	tempera
temperament	temperament
temperamental	temperamental
temperance	temperamen
temperate	temperate
temperature	suhu
tempered	tempered
tempest	prahara
template	cithakan
temple	candhi
tempo	NO TRANSLATION
temporal	temporal
temporarily	sementara
temporary	sawetoro wektu
tempt	nggodha
temptation	panggodha
tempting	ngguyu
temptress	temptress
ten	sepuluh
tenable	tenable
tenacious	tenacious
tenacity	tenacity
tenancy	tenancy
tenant	penyewa
tend	cenderung
tendency	cenderung
tender	tender
tenderfoot	tenderfoot
tenderness	tenderness
tending	tending
tendon	tendon
tenement	tenement
tenet	tenet
tenets	tenet
tenfold	tenfold
tennis	tenis
tenor	tenor
tense	tegang
tensile	tensile
tension	tension
tent	tarub
tentacle	tentakel
tentative	tentatif
tenth	sepuluh
tenths	tentrem
tenuous	tenuous
tenure	tenure
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	istilah
terminal	terminal
terminate	mungkasi
termination	nggon mandeg
terminator	terminator
terminology	terminologi
terminus	terminal
termite	termite
terms	istilah
tern	tern
ternary	ternary
terrace	teras
terrain	terrain
terrestrial	terrestrial
terrible	elek
terribly	banget
terrier	terrier
terrific	apik banget
terrified	kaget banget
terrifies	terrifies
terrify	terrify
terrifying	medeni
territorial	wilayah
territory	wilayah
terror	teror
terrorism	terorisme
terrorist	teroris
terrorists	teroris
terrorize	terorisme
terse	banget
tertiary	tersier
test	test
testament	Prajanjian
testicle	testikel
testicular	testicular
testify	nyekseni
testimonial	testimonial
testimony	mirengake opo
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tethered
tetrahedral	tetrahedral
text	teks
textbook	buku teks
textile	tekstil
textural	textural
texture	tekstur
tgif	tgif
thank	matur nuwun
thankful	matur nuwun
thankgod	matur nuwun
thanking	matur suwun
thankless	thankless
thanks	thanks
thanksalot	NO TRANSLATION
thanksgiving	matur nuwun
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	thaw
theater	teater
theatrical	teater
theatrics	theatrics
thebest	thebest
theft	nyolong
theism	theism
theistic	theistic
thelife	thelife
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokrasi
theocratic	teokratis
theologian	teolog
theological	teologi
theology	teologi
theorem	teorema
theoretical	teori
theory	teori
therapeutic	terapeutik
therapeutics	terapeutik
therapist	terapi
therapy	therapy
thereabouts	ing kono
thereof	kuwi
therewith	therewith
thermal	termal
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	thermostat
thesaurus	thesaurus
thesis	tesis
thick	kandel
thicken	thicken
thickening	thickening
thicket	thicket
thickness	kekandelan
thief	maling
thigh	thigh
thimble	thimble
thin	tipis
thing	bab
things	iku
thingy	thingy
think	mikir
thinker	pikirane
thinking	mikir
third	katelu
thirds	sapisan
thirst	thirst
thirsty	ngelak
thirteen	telulas
thirteenth	kaping telulas
thirty	telung puluh
thistle	thistle
thither	mrene
thong	thong
thorn	duri
thorny	thorny
thorough	pepek
thoroughbred	thoroughbred
thoroughfare	dalan gedhe
thought	pikirane
thoughtful	pikirane
thoughtfulness	pikirane
thoughtless	tanpa pikirane
thoughts	pikirane
thousand	ewu
thrash	thrash
thread	thread
threat	ancaman
threaten	ngancem
threatened	kaancam punah
threatening	anceman
three	telu
threefold	telu
threesome	wong telu
thresh	thresh
threshold	batesan
thrice	kaping telu
thrift	thrift
thrifty	thrifty
thrill	nyenengake
thrilled	seneng
thriller	thriller
thrilling	ngageti
thrive	berkembang dadi
thriving	ngembangake
throat	tenggorokan
throb	throb
throbbing	throbbing
throes	throes
throne	dhampare
throng	throng
throttle	throttle
throw	uncalan
throwback	mburi
thrower	thrower
thrown	dibuwang
thrush	thrush
thrust	tikaman
thruster	thruster
thud	thud
thug	thug
thumb	jempol
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	thumping
thunder	gludhug
thunderbolt	thunderbolt
thunderclap	thunderclap
thundering	nggegirisi
thunderstorm	thunderstorm
thunderstruck	thunderstruck
thwart	ngganggu
thx	thx
thyme	thyme
thyroid	toroida
tiara	tiara
tibia	tibia
tic	tic
tick	obah
ticked	ticked
ticker	ticker
ticket	tiket
tickle	tickle
tickled	geli
ticklish	ticklish
tidal	pasangsurut
tidal wave	gelombang pasang
tidbit	tidbit
tide	pasang
tidings	kabar
tidy	rapi lan teratur
tie	dasi
tier	tier
tiff	tiff
tiger	macan
tighten	ngencengi
tightness	sesasi
tightrope	tightrope
tights	kathok ketat
tilde	tilde
tile	kothak
tiling	tiling
till	NO TRANSLATION
tillage	tillage
tiller	tiller
tilt	ngiringake
tilting	miring
timber	kayu
timberland	timberland
timbre	timbre
time	wektu
timeless	langgeng
timeliness	wektu sing tepat
timely	pas wektune
timeout	wektu ne entek
timepiece	timepiece
timer	timer
times	kaping
timetable	jadwal
timewasters	NO TRANSLATION
timid	mamang
timidity	timidity
timing	wektu
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	kelir
tiny	cilik
tip	tip
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	nyenyet
tire	ban
tired	kesel
tiredness	tiredness
tiredofit	NO TRANSLATION
tireless	ora sopan
tiresome	tiresome
tiring	tiring
tissue	tissue
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titanium
tithe	tithe
title	judhul
titled	kanthi judul
titty	titty
titular	NO TRANSLATION
toad	toad
toast	roti panggang
toaster	roti panggang
toasty	toasty
tobacco	tembakau
toby	toby
tod	tod
today	saiki
toddler	bocah cilik
toe	jempol
toenail	toenail
toffee	toffee
tofu	tahu
toga	NO TRANSLATION
together	bebarengan
togetherness	kebersamaan
toil	toil
toilet	toilet
toils	toils
token	token
tolerable	ditrima
tolerance	toleransi
tolerant	sabar
tolerate	tolerate
toleration	toleransi
toll	tol
tomahawk	tomahawk
tomato	tomat
tomatoes	tomat
tomb	makam
tombstone	nisan
tomcat	tomcat
tome	tome
tomorrow	sesuk
ton	NO TRANSLATION
tone	muni
toner	toner
tong	NO TRANSLATION
tongs	tongs
tongue	ilat
tonic	tonik
tonnage	tonase
tonsils	tonsils
toocold	NO TRANSLATION
tool	alat
toolbox	kothak piranti
tooling	perkakas
toomuchtodo	NO TRANSLATION
toot	toot
tooth	untu
toothache	toothache
toothbrush	sikat gigi
toothed	toothed
toothless	toothless
toothpaste	pasta gigi
toothpick	toothpick
toots	toots
top	ndhuwur
topaz	topaz
topic	topik
topical	topikal
topless	topless
topographic	topographic
topographical	topografi
topography	topografi
topple	topple
topside	sisih ndhuwur
tor	tor
torch	obor
torment	nyiksa
tormented	tormented
torn	siram
tornado	tornado
torpedo	torpedo
torque	torsi
torrent	torrent
torrid	torrid
torsion	torsion
torso	torso
tort	tort
tortious	tortious
tortoise	tortoise
tortuous	tortuous
torture	nyiksa
tortured	tortured
toss	toss
tot	NO TRANSLATION
total	total
totality	totalitas
totally	kabeh
tote	tote
totem	totem
touch	tutul
touchdown	touchdown
touched	kena
touching	nyentuh
touchy	touchy
tough	angel
toughen	toughen
toughness	toughness
toupee	toupee
tour	tur
tourism	pariwisata
tourist	wisata
tourmaline	turmalin
tournament	turnamen
tourniquet	tourniquet
tout	NO TRANSLATION
tow	nggeret
towel	andhuk
tower	menara
towering	towering
town	kutha
townhouse	townhouse
township	kota
townspeople	wong kutha
toxic	beracun
toxicity	toksisitas
toxicology	toksikologi
toxin	toxin
toy	dolanan
toymaker	toymaker
trace	jejere
traceable	bisa dilacak
tracer	tracer
traces	jejere
trachea	trakea
tracing	tracing
track	trek
tracker	tracker
tract	saluran
tractable	tractable
traction	traksi
tractor	traktor
trade	perdagangan
trademark	merek dagang
trader	trader
tradesman	tukang dagang
trading	dagang
tradition	tradisi
traditional	tradisional
traffic	lalu lintas
traffic light	lampu lalu lintas
trafficking	trafficking
tragedies	tragedies
tragedy	tragedi
tragic	tragis
trail	jejere
trailer	trailer
train	Sepur
train set	Sepur
trained	dilatih
trainee	trainee
trainer	trainer
training	latihan
