Word	te
treble	ట్రెబెల్
tree	చెట్టు
trees	చెట్లు
trek	ట్రెక్
trellis	ట్రేల్లిస్
tremble	కంపించును
trembling	వణుకుతున్నట్టుగా
tremendous	విపరీతమైన
tremendously	అద్భుతంగా
tremor	ప్రకంపనం
trench	కందకం
trend	ధోరణి
trending	తీరు
trendy	అధునాతన
trepidation	వణుకు
trespass	అపరాధ పరిహారార్థ
triad	త్రయాన్ని
triage	చిక్సితకు
trial	విచారణ
triangle	త్రిభుజం
triangular	ముక్కోణపు
triangulate	త్రిభుజాకారంగా
triathlon	ట్రైయాతలాన్
tribal	గిరిజన
tribe	తెగ
tribulation	ప్రతిక్రియ
tribunal	ట్రిబ్యునల్
tribune	ట్రిబ్యూన్
tributary	ఉపనది
tribute	నివాళి
trick	ట్రిక్
trickery	జిత్తుల
trickle	ట్రికెల్
trickster	చెణుకులను
tricky	గమ్మత్తైన
tricycle	ట్రైసైకిల్
trident	త్రిశూలాన్ని
trifle	విలువ లేని వస్తువు
trifling	అల్పమైన
trig	trig
trigger	ట్రిగ్గర్
trigonometry	త్రికోణమితి
trillion	ట్రిలియన్
trilogy	త్రయం
trim	ట్రిమ్
trimester	త్రైమాసికంలో
trimmer	క్రమపరచువాడు
trimming	కత్తిరించడం
trine	Trine
trinity	త్రిమూర్తులు
trinket	విలువ లేని వస్తువు
trio	త్రయం
trip	యాత్ర
tripartite	త్రైపాక్షిక
tripe	tripe
triple	ట్రిపుల్
triplet	చేరిక
triplicate	మూడు ప్రతులు
tripod	త్రిపాద
tripping	ట్రిప్పింగ్
trite	సామాన్యమైన
tritium	ట్రిటియంలో
triumph	విజయం
triumphant	విజయవంతమైన
trivia	ట్రివియా
trivial	చిన్నవిషయం
troll	ట్రోల్
trolley	ట్రాలీ
trombone	ఇత్తడి బాకా
troop	దళాల
trooper	సైనికుడు
troops	దళాలు
trophy	ట్రోఫీ
tropic	ట్రాపిక్
tropical	ఉష్ణమండల
tropics	ఉష్ణమండల
trot	వేగంగా నడవడం
trouble	ఇబ్బంది
troubled	సమస్యాత్మక
troublemaker	కష్టాలు
troubles	సమస్యల
troublesome	సమస్యాత్మకమైన
trough	పతన
troupe	బృందంలో
trousers	ప్యాంటు
trout	ట్రౌట్
trowel	తాపీ
truce	సంధి
truck	ట్రక్
trucker	Trucker
truckload	ట్రక్లోడ్
truculent	మొరటైన
true	TRUE
truelove	నిజమైన ప్రేమ
truffle	కుక్కగొడుగుల
truism	ప్రపంచానికి తెలిసిన సత్యము
trump	ట్రంప్
trumpet	బాకా
trumpeter	ట్రంపెటర్
truncate	ఖండించు
truncated	కత్తిరించబడింది
trundle	దొర్లు
trunk	ట్రంక్
truss	ట్రస్
trust	ట్రస్ట్
trustee	ట్రస్టీ
trusting	నమ్మదగిన
trustworthy	నమ్మదగిన
trusty	నమ్మదగిన
truth	సత్యం
truthful	నిజాయితీ
truthfulness	యదార్ధం
try	ప్రయత్నించండి
tryout	ప్రయత్నించు
tryouts	ప్రయత్నాలను
tsunami	సునామీ
tub	టబ్
tuba	తుబా
tubby	తొట్టి వంటి ఆకారం
tube	ట్యూబ్
tuberculosis	క్షయ
tubing	గొట్టాలు
tubular	గొట్టపు
tubule	మూత్రమును తయారు చేయు
tuck	మడత
tucker	టక్కర్
tuesday	మంగళవారం
tufted	ధృఢమైన
tug	టగ్
tugboat	టగ్ బోట్
tuition	ట్యూషన్
tulip	తులిప్
tumble	జారిపడు
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	కడుపు
tumor	కణితి
tumour	కణితి
tumult	సువిశాల
tumultuous	గందరగోళ
tun	NO TRANSLATION
tuna	ట్యూనా
tunable	ట్యూనుచేయగల
tune	ట్యూన్
tunic	లోదుస్తులు
tuning	ట్యూనింగ్
tunnel	సొరంగం
turban	తలపాగా
turbidity	సంక్షుబ్దం
turbine	టర్బైన్
turbo	టర్బో
turbulence	అల్లకల్లోలం
turbulent	కల్లోల
turd	turd
turf	టర్ఫ్
turkey	టర్కీ
turmeric	పసుపు
turmoil	సంక్షోభం
turn	మలుపు
turnaround	చుట్టూ
turned	మారిన
turning	టర్నింగ్
turnip	టర్నిప్
turnkey	చెరశాల కావలివాడు
turnoff	NO TRANSLATION
turnout	పోలింగ్
turnover	టర్నోవర్
turnpike	రహదారి సుంక
turntable	భ్రమణ తలం
turpentine	టర్పెంటైన్
turquoise	మణి
turret	ఆయుధములను
turtle	తాబేలు
turtleneck	turtleneck
tussle	జగడము
tutelage	శిక్షణలో
tutor	ట్యూటర్
tutoring	శిక్షణ
tutu	టుటు
tux	Tux
tuxedo	తక్సేడో
tv	TV
twain	రెండుగా
twat	ట్వాట్
twats	twats
tweak	సర్దుబాటు
tweed	ట్వీడ్
tweet	ట్వీట్
tweezers	పట్టకార్లు
twelfth	పన్నెండో
twelve	పన్నెండు
twentieth	ఇరవయ్యో
twenty	ఇరవై
twerp	twerp
twig	చిన్న కొమ్మ
twilight	ట్విలైట్
twill	లావైన గట్టి గుడ్డ
twin	జంట
twine	ట్వైన్
twinge	శూల
twinkle	ట్వింకిల్
twins	కవలలు
twirl	తిరుగు
twist	ట్విస్ట్
twisted	వక్రీకృత
twister	ట్విస్టర్
twit	దెప్పు
twitch	పట్టేయడం
twitching	సంకోచించడం
twitchy	అసహనం
two	రెండు
two step	రెండు అడుగులు
twofaced	NO TRANSLATION
twofold	రెట్టింపయ్యాయి
twosome	టూసం
tycoon	వ్యాపారవేత్త
tyke	టైక్
type	రకం
typewriter	టైప్రైటర్
typhoid	టైఫాయిడ్
typhoon	టైఫూన్
typical	సాధారణ
typically	సాధారణంగా
typist	టైపు కొట్టువారు
typo	అక్షర దోషం
typography	టైపోగ్రఫీ
tyrannical	నిరంకుశ
tyranny	నిరంకుశత్వం
tyrant	క్రూర
tyre	టైర్
ubiquitous	సర్వవ్యాప్తి
ubiquity	సర్వవ్యాపకత్వం
ugliness	కురూపాన్ని
ugly	అందములేని
uhoh	NO TRANSLATION
ukulele	యుకులేలే
ulcer	పుండు
ulterior	నిగూఢ
ultimate	అంతిమ
ultimately	చివరికి
ultimatum	అల్టిమేటం
ultimo	NO TRANSLATION
ultrasound	అల్ట్రాసౌండ్
ultraviolet	అతినీలలోహిత
umbilical	బొడ్డు
umbra	నల్లని నీడ
umbrella	గొడుగు
umpire	అంపైర్
umpteen	అసంఖ్యాకమైన
unabashed	తడబాటు
unabated	తరగని
unable	చేయలేక
unacceptable	ఆమోదనీయం
unaccompanied	ఒంటరైన
unaccountable	లెక్కచేయని
unaccounted	ఊహించిన
unacknowledged	గుర్తింపు పొందని
unadulterated	నిర్మలమైనది
unaffected	చెక్కుచెదరక
unafraid	ఒక్కడే అని తెలిసి
unaided	అన్ ఎయిడెడ్
unaltered	ఏమాత్రం మార్పులేకుండా
unambiguous	నిర్ద్వంద్వంగా
unanimity	ఏకగ్రీవతలో
unanimous	ఏకగ్రీవ
unanimously	ఏకగ్రీవంగా
unannounced	అప్రకటిత
unanswered	జవాబు లేని
unanticipated	unanticipated
unappreciated	పనితీరు
unapproved	అనుమతి పొందని
unarmed	నిరాయుధ
unassisted	తోడు లేకుండా
unassuming	అహంభావం
unattached	దేనికీ జోడించి
unattainable	లభించని
unattended	గమనింపబడని
unattractive	ఆకర్షణీయం
unauthorized	అనధికార
unavailable	అందుబాటులో
unavoidable	తప్పించలేదు
unaware	తెలియదు
unbalanced	అసమతుల్య
unbearable	భరించలేక
unbeatable	సాటిలేని
unbeaten	అజేయంగా
unbecoming	అనుచితమైన
unbelief	మారటం
unbelievable	నమ్మశక్యం
unbiased	నిష్పాక్షికమైన
unborn	పుట్టబోయే
unbound	నిర్నిబద్ధ
unbounded	అపరిమితం
unbreakable	అన్బ్రేకబుల్
unbridled	హద్దులేని
unbroken	తెగని
unbutton	unbutton
uncalled	పిలువని
uncanny	మాయమైన
uncaring	అంత పట్టింపు లేనట్టుగా
uncensured	NO TRANSLATION
uncertain	అనిశ్చిత
uncertainty	అనిశ్చితి
unchallenged	పోటీ లేకుండా ఎన్నుకోబడ్డాడు
unchangeable	మార్చలేము
unchanged	మారకుండా
uncharted	అపరిచిత
uncherished	NO TRANSLATION
uncivilized	అనాగరికులు
unclaimed	ఎవరూ తీసుకోని
uncle	మామయ్య
unclean	అపరిశుభ్రమైన
unclear	అస్పష్టంగా
uncomfortable	అసౌకర్యంగా
uncommon	అసాధారణం
uncommonly	అసాధారణ
uncomplicated	uncomplicated
uncompromising	రాజీపడని
unconcerned	కానీ పట్టించుకోవు
unconditional	షరతులు
unconfirmed	ధ్రువీకరించని
unconnected	సంబంధం లేని
unconscionable	అన్యాయముగా
unconscious	అపస్మారకంగా
unconsciousness	స్పృహ కోల్పోయిన
unconstitutional	రాజ్యాంగ విరుద్ధమని
unconstrained	అంతులేని
uncontested	ఏవిధంగానైనా
uncontrollable	అనియంత్ర
uncontrolled	అనియంత్రిత
unconventional	అసాధారణ
unconvinced	ఒప్పుకోలేదు
unconvincing	మెప్పించే
uncooked	వండని
uncooperative	సహకరించనివారు
uncorrelated	లేనిదిగా
uncouth	అసహ్యమైన
uncover	వెలికితీసే
uncritical	అశాస్త్రీయమని
uncut	కత్తిరించకుండా
undead	మరణించిన తరువాత వచ్చిన
undecided	తీర్మానించని
undefeated	అజేయమైన
undefined	నిర్వచించబడలేదు
undeniable	కాదనలేనిది
underage	వయస్సు
underbelly	క్రిందిఉదరం
undercover	రహస్యంగా
undercurrent	అంతర్లీనంగా
underdog	అండర్డాగ్
underestimate	చిన్నచూపు
undergo	చేయించుకోవాలని
undergraduate	అండర్
underground	భూగర్భ
underhanded	నీచ
underlay	underlay
underlie	చెప్పుకోవచ్చు
underline	అండర్లైన్
underlying	అంతర్లీన
undermine	అణగదొక్కాలని
undermined	నిర్లక్ష్యం
underneath	కింద
underpaid	తక్కువ
underpants	లోదుస్తులు
underprivileged	నిరుపేదలకు
underrated	అప్రసిద్ధ
underscore	అండర్ స్కోర్
undersea	సముద్రగర్భంలో
undersecretary	కార్యదర్శి కింద
undersized	లేపనాన్ని
understaffed	తక్కువగా
understand	అర్థం
understandable	అర్థమయ్యేలా
understanding	అవగాహన
understatement	తెలుపు
understood	అర్థం
understudy	అండర్స్టడీ
undertake	చేపట్టేందుకు
undertaker	చేపట్టువాడు
undertaking	ప్రయత్నంగా
undertow	undertow
underwear	లోదుస్తుల
underwood	అండర్వుడ్
underworld	అండర్వరల్డ్
underwrite	విలువకట్టరాదు
underwriter	కిందిస్థాయి
undeserved	అన్యాయమైన
undesirable	అవాంఛనీయ
undesired	అవాంఛిత
undetectable	వీలుపడదు
undetected	దొరకకుండా
undetermined	వివరించలేని ప్రాంతంనుండి
undeveloped	అభివృద్ధి చెందని
undignified	అగౌరవంగా
undirected	undirected
undisclosed	గుర్తుతెలియని
undiscovered	కనుగొనబడని
undisputed	వివాదస్పదం
undisturbed	కదల్చకుండా
undivided	అవిభక్త
undo	దిద్దుబాటు రద్దుచెయ్యి
undoing	చర్య రద్దు
undoubted	నిస్సందేహమైన
undress	బట్టలు
undressed	వస్త్రాలు
undue	మితిమీరిన
undying	తీరని
unearned	చేయుట వల్ల ఇంతవరకు పొందని
unearth	త్రవ్వితీయు
uneasiness	అశాంతి
uneasy	అననుకూల
uneducated	నిరక్షరాస్య
unemployed	నిరుద్యోగ
unemployment	నిరుద్యోగం
unencumbered	స్పష్టమైన
unending	శాశ్వతమైన
unequal	అసమాన
unequalled	అసమానమైన
unequivocal	నిస్సందేహ
unequivocally	సాక్ష్యంలో
unethical	అనైతిక
uneven	అసమాన
uneventful	పొందలేదు
unexpected	ఊహించని
unexpectedly	అనుకోకుండా
unexplainable	కారణం లేని
unexplained	చెప్పలేని
unexplored	కనిపెట్టబడని
unfailing	నిజమైన
unfair	అన్యాయం
unfairness	అన్యాయ
unfaithful	ద్రోహం
unfamiliar	తెలియని
unfavorable	అననుకూల
unfeeling	స్పందన లేని
unfettered	సులువుగా కరిగిపోయే
unfinished	అసంపూర్ణం
unfit	పనికిరాడు
unflinching	జంకని
unfold	విప్పు
unfollow	అనుసరించవద్దు
unforeseen	ఊహించలేని
unforgettable	మరపురాని
unforgivable	క్షమించరానిదని
unforgiving	క్షమించే గుణం
unfortunate	దురదృష్టకర
unfortunately	దురదృష్టవశాత్తు
unfounded	అబద్ధమైన
unfreeze	స్థంబింప
unfriendly	ప్రతికూలమైన
unfulfilled	నెరవేరని
unfurnished	గృహోపకరణాలు లేని
unglued	unglued
ungodly	భక్తిహీనులు
ungrateful	ఫలితం లేని
unguarded	రక్షణ లేని
unhand	NO TRANSLATION
unhappiness	విచారాన్ని
unhappy	సంతోషంగా
unharmed	క్షేమంగా
unhealthy	అనారోగ్య
unheard	వినని
unhelpful	ఏమాత్రం సహాయం
unhindered	అవరోధం లేక
unholy	అన్హోలీ
unhook	విడివడి
unicorn	జంతువును
unidentified	గుర్తించబడని
unification	ఏకీకరణ
unified	ఏకీకృత
uniform	ఏకరీతి
uniformed	యూనిఫారం
uniformity	ఏకరూపత
uniformly	ఒకే
unimaginable	అనూహ్యమైన
unimpeachable	మచ్చ లేని
unimpeached	unimpeached
unimportant	అప్రస్తుతం
unimpressed	నచ్చక
unimproved	unimproved
uninfected	సోకని
uninformed	వర్తమానంలేని
uninhabited	జనావాసాలు
uninitiated	అభ్యాసం లేనివారికి
uninspired	ఉత్సాహరహిత
unintelligible	అపారదర్శక
unintended	అనాలోచిత
unintentional	యాదృచ్ఛిక
unintentionally	అనుకోకుండా
uninterested	అక్కర
uninteresting	రసహీనమైన
uninterrupted	అవిరామ
uninvited	గుర్తించని
union	యూనియన్
unique	ఏకైక
unisex	యునిసెక్స్
unison	ఏకీభావము
unit	యూనిట్
unitary	ఏక కేంద్రక
unite	ఏకం
united	సమైక్య
unity	ఐక్యత
universal	సార్వత్రిక
universality	ప్రపంచీకరణను
universe	విశ్వం
university	విశ్వవిద్యాలయ
unjust	అన్యాయ
unjustifiable	సమర్థించలేనిదని
unjustified	న్యాయము
unkind	నిర్దయగా
unknowable	unknowable
unknown	తెలియని
unlawful	అశాస్త్రీయ
unleash	వదులుతామని
unlicensed	లైసెన్స్ లేని
unlike	కాకుండా
unlikely	అవకాశం
unlimited	అపరిమిత
unlisted	అన్లిస్టెడ్
unload	దించుతున్న
unloaded	గుళ్ళను
unlock	అన్లాక్
unlucky	దురదృష్టవంతులైన
unmanageable	బ్రహ్మాండమైన
unmanned	మానవరహిత
unmarked	పేరుపెట్టని
unmarried	పెళ్లికాని
unmask	మారువేషము
unmatched	సరిపోలని
unmistakable	స్పష్టమైన
unmitigated	జరిగాయి
unmoved	పట్టనట్లు
unnamed	పేరులేని
unnatural	అసహజ
unnecessary	అనవసరమైన
unneeded	అవసరం లేని
unnoticed	గుర్తించబడదు
unnumbered	unnumbered
unobserved	పరిశీలన
unobstructed	unobstructed
unobtrusive	సామాన్య
unoccupied	ఖాళీగా
unofficial	అనధికారిక
unopened	తెరవని
unopposed	ఏకగ్రీవంగా
unordered	క్రమం లేని
unorganised	అసంఘటిత
unorganized	అసంఘటిత
unorthodox	ఛాందసులు కానివారు
unpack	unpack
unpaid	చెల్లించని
unparalleled	అసమాన
unpleasant	అసహ్యకరమైన
unpleasantness	మనోహరం
unplug	unplug
unplugged	అన్ప్లగ్డ్
unpopular	అప్రసిద్దమైనవి
unprecedented	అపూర్వమైన
unpredictable	అనూహ్య
unprepared	తయారుకాని
unpretentious	అనుకవగల
unproductive	ఫలితమివ్వని
unprofessional	అనైతిక
unprofitable	లాభదాయకం
unprotected	అసురక్షిత
unproven	నిరూపితం
unprovoked	ఇటువంటి నిష్కారణమైన
unpublished	ప్రచురింపబడని
unpunished	దండింపబడని
unqualified	అర్హతలేని
unquestionable	లేనిదాన్ని
unquestionably	నిస్సందేహంగా
unquestioned	ఎదురులేని
unquote	unquote
unravel	తెలియజేయాల్సిన
unreachable	అందుబాటు లేదు
unread	చదవని
unreal	నిజము
unrealistic	అవాస్తవ
unreasonable	అసమంజసమైన
unrecorded	నమోదు
unregistered	నమోదుకాని
unregulated	నియంత్రించకుండా
unrelated	సంబంధంలేని
unrelenting	క్రూరంగా
unreliable	అవిశ్వసనీయ
unremarkable	unremarkable
unrepentant	పశ్చాత్తాప
unrequited	అవ్యక్త
unresolved	పరిష్కరించని
unresponsive	స్పందించడం
unrest	అశాంతి
unrestrained	నిరంకుశమైన
unrestricted	అనియంత్రిత
unromantic	శృంగారం లేని
unruly	వికృత
unsafe	సురక్షితం
unsanitary	అపరిశుభ్ర
unsatisfactory	అసంతృప్తికరంగా
unsatisfied	అసంతృప్తిగా
unsavory	రుచి లేని
unscathed	unscathed
unscheduled	అనుకోని
unscientific	అశాస్త్రీయంగా
unscrew	మరను విప్పు
unscrupulous	యోగ్యత లేని
unseat	తోయు
unseen	కనిపించని
unselfish	నిస్వార్థ
unsettled	శాంతియుతంగా నిర్ధారణ
unsightly	వికారమైన
unsolicited	అయాచిత
unsolved	అపరిష్కృత
unsophisticated	పెద్దగా అవగాహనలేని
unsound	పనికిరాని
unspeakable	చెప్పనలివి
unspecified	అనిర్దిష్ట
unspoken	తెలపని
unstable	అస్థిర
unsteady	అస్థిరంగా
unstoppable	అన్స్టాపబుల్
unsuccessful	విజయవంతం
unsuitable	పనికిరాదని
unsung	పొగడ బడని
unsupervised	పర్యవేక్షణా రహిత
unsupported	మద్దతివ్వని
unsure	ఐడియా
unsurpassed	ఇవ్వలేదు
unsuspecting	నమ్మకమైన
unsustainable	భరించలేని
unsweetened	తియ్యగా
unsympathetic	జాలి లేకుండా
untamed	untamed
untenable	దీనికి అనుకూలమైన వాతావరణం
untested	పరీక్షించని
unthinkable	ఊహించలేము
untidy	అసహ్యమైన
untie	విప్పు
untimely	అకాల
untitled	పేరులేని
untold	అన్టోల్డ్
untouchable	అంటరాని
untouched	తాకిడికి
untoward	అవాంఛనీయ
untraceable	కనుగొన
untrained	శిక్షణ
untranslated	అనువదించని
untroubled	ఎలాంటి ఇబ్బందులూ పడలేదు
untrue	నిజం
untrustworthy	అవిశ్వసనీయ
unturned	తెరవని
unused	ఉపయోగించని
unusual	అసాధారణ
unusually	అసాధారణంగా
unutterable	అనిర్వచనీయమైన
unveil	తెరచు
unveiling	ఆవిష్కరించబడింది
unverified	ధృవీకరించని
unwanted	అవాంఛిత
unwarranted	అసమంజసమైన
unwary	నిర్లక్ష్యపు
unwashed	ఉతకని
unwavering	స్థిరంగా ఉన్న
unwed	వివాహం కాని
unwelcome	అప్రియమైన
unwell	అనారోగ్య
unwilling	ఇష్టపడలేదు
unwillingly	అయిష్టంగానే
unwillingness	విముఖత
unwind	నిలిపివేయవచ్చు
unwise	తెలివితక్కువతనం
unwitting	తెలియకుండా
unwittingly	తెలియకుండానే
unworthy	అసమర్థుడని
unwrap	Unwrap
unwritten	అలిఖిత
unyielding	లొంగని
unzip	అన్జిప్
upbeat	అప్బీట్
upbringing	పెంపకంలో
upcoming	రాబోయే
update	నవీకరణ
upgrade	నవీకరణ
upheaval	తిరుగుబాటు
uphill	ఎత్తుపైకి
uphold	సమర్థించేలా
upholstery	తోలు
upkeep	ఆదరించుట
upland	ఎత్తైన
uplands	ఎత్తైన
uplift	ఉన్నతి
uplifting	అప్ లిఫ్టింగ్
uplink	అప్లింక్
upload	అప్లోడ్
upper	ఎగువ
uppercut	అప్పర్ కట్
uppity	uppity
upright	నిటారుగా
uprising	తిరుగుబాటు
uproar	గొడవలు
upscale	ఉన్నతస్థాయి
upset	కలత
upshot	ఫలితము
upstairs	మేడమీద
upstanding	upstanding
upstart	కీర్తి
uptight	uptight
upward	పైకి
upwards	పైకి
uranium	యురేనియం
urban	పట్టణ
urchin	చిన్నవాడు
urge	కోరారు
urgency	ఆత్రుతతో
urgent	తక్షణ
urinal	మూత్రశాలను
urinalysis	మూత్రపరీక్ష
urinate	మూత్రవిసర్జన
urination	మూత్రవిసర్జన
urine	మూత్రం
urn	పాత్ర
usable	ఉపయోగపడే
usage	వాడుక
use	వా డు
used	ఉపయోగించబడిన
useful	ఉపయోగకరమైన
usefully	నడపగలిగే
usefulness	ఉపయోగార్థాన్ని
useless	పనికిరాని
user	యూజర్
usher	అషర్
usual	సాధారణ
usurp	బలాత్కారంగా
usurped	స్వాధీనం
usury	అధిక వడ్డీ
utensil	సాధనము
uterus	గర్భాశయం
utilitarian	ప్రయోజనకర
utility	వినియోగ
utilization	వినియోగం
utilize	ఉపయోగించుకుంటాయి
utmost	అత్యంత
utopian	ఆదర్శధామ
utter	శుద్ధ
utterance	ఉచ్ఛారణను
utterly	పూర్తిగా
vacancy	ఖాళీ
vacant	ఖాళీగా
vacate	ఖాళీచేసి
vacation	సెలవు
vaccination	టీకా
vaccine	టీకా
vacuolar	vacuolar
vacuole	వాక్యుల్
vacuous	వ్యంగ్యంగా అనుకరించారు
vacuum	వాక్యూమ్
vagabond	vagabond
vagina	యోని
vaginal	యోని
vagrancy	దేశదిమ్మరితనం
vagrant	తిరుగాడు
vague	అస్పష్టమైన
vagueness	vagueness
vainly	నిష్ఫలమైన
valance	valance
vale	వాలే
valedictorian	పుచ్చుకుంది
valentine	ప్రేమికుడు
valet	చేకూరుతుంది
valiant	వాలియంట్
valid	చెల్లుబాటు అయ్యే
validate	ధ్రువీకరించడానికి
validation	ధ్రువీకరణ
validity	చెల్లుబాటును
valium	valium
valley	లోయలో
valor	NO TRANSLATION
valuable	విలువైన
valuables	విలువైన
valuation	మదింపు
value	విలువ
valve	వాల్వ్
vamoose	NO TRANSLATION
vamp	వాంపు
vampire	పిశాచ
van	NO TRANSLATION
vandal	విధ్వంస
vandalism	విధ్వంసం
vane	vane
vanguard	సేనా
vanilla	వనిల్లా
vanish	అదృశ్యమవుతారు
vanished	అదృశ్యమయ్యాయి
vanishing	వానిషింగ్
vanity	గర్వం
vanquish	వాన్క్విష్
vanquished	లొంగిపోతారు
vanquishing	vanquishing
vantage	మైదాన
vapor	ఆవిరి
vara	NO TRANSLATION
variable	వేరియబుల్
variance	అంతర్భేధం
variation	వైవిధ్యం
variations	వైవిధ్యాలు
varicella	వరిసేల్ల
varicose	అనారోగ్య
varied	వైవిధ్యమైన
variegated	రంగురంగుల
variety	వివిధ
various	వివిధ
varmint	వర్మింట్
varnish	వార్నిష్
varsity	వర్సిటీ
vary	మారుతూ
varying	వివిధ
vascular	వాస్కులర్
vase	వాసే
vasectomy	కుటుంబ నియంత్రణ శస్త్రచికిత్సను చేయించుకున్నట్టు
vassal	సామంత
vast	విస్తారమైన
vat	వ్యాట్
vaudeville	పాట కచ్చేరి
vault	ఖజానా
vaulted	వాల్టేడ్
vaulting	వర్తులాకార
veal	దూడ
vector	వెక్టర్
veer	వీర్
vega	Vega
vegan	వేగన్
vegetable	కూరగాయల
vegetarian	శాఖాహారం
vegetarianism	శాకాహారిగా
vegetation	వృక్ష
vegetative	ఏపుగా
veggie	veggie
vehement	తీక్షణమైన
vehicle	వాహనం
veil	వీల్
veiled	కప్పబడ్డ
vein	పంథాలో
veined	veined
vellum	వెల్లూమ్
velocity	వేగం
velour	velor
velvet	వెల్వెట్
velvety	velvety
vena	వీనా
vendetta	వి
vending	వితరణ
vendor	విక్రేత
veneer	పొరగా
venerable	గౌరవనీయులైన
veneration	విగ్రహారాధనను
venereal	సుఖ
venetian	Venetian
vengeance	ప్రతీకారం
vengeful	ప్రతీకార
venison	venison
venom	విషం
venomous	విషపూరిత
venous	సిర
vent	బిలం
ventilation	ప్రసరణ
ventilator	వెంటిలేటర్
venting	venting
ventricle	జఠరిక
ventricular	జఠరిక
ventriloquist	ventriloquist
venture	వెంచర్
venue	వేదిక
veracity	కచ్చితత్వాన్ని
veranda	వరండాలో
verb	క్రియా
verbal	శబ్ద
verbatim	NO TRANSLATION
verbiage	verbiage
verbose	మందమైన
verbosity	అతిదీర్ఘత
verdant	verdant
verdict	తీర్పు
verge	అంచుకు
verification	ధృవీకరణ
verified	తనిఖీ
verify	ధ్రువీకరించడం
verily	నిశ్చయంగా
veritable	యదార్ధమైన
vermin	క్రిమికీటకాలు
vermouth	వెర్మౌత్
vernacular	వ్యావహారికంలో
vernal	వసంత
veronica	వేరోనికా
versatile	బహుముఖ
versatility	పాండిత్యము
verse	పద్యం
version	వెర్షన్
versus	వర్సెస్
vert	Vert
vertebra	వెన్నుముక
vertebral	వెన్నుపూస
vertex	శీర్షం
vertical	నిలువుగా
vertically	నిలువుగా
vertigo	వెర్టిగో
verve	ఉత్సాహం
very negative	చాలా ప్రతికూలమైనది
very positive	చాలా సానుకూల
veryangry	NO TRANSLATION
vesicle	బొబ్బను
vesicular	పొక్కు
vessel	నౌకను
vest	చొక్కా
vested	స్వార్థ
vestibule	మండపం
vestige	గురుతుచేస్తుంది
vet	వెట్
veteran	ప్రముఖ
veterinarian	పశువైద్యుడు
veterinary	పశువైద్య
veto	వీటో
vexed	విసిగిపోయి
viability	సాధ్యత
viable	అనుకూలమైన
viaduct	వయాడక్ట్
vial	పగిలి
vibe	ప్రకంపనలు
vibes	వైబ్స్
vibrant	ఉత్సాహపూరితమైన
vibrate	ప్రకంపనాలను
vibration	కదలిక
vibrator	కంపన
vibratory	కంపన
vicar	వికార్
vicarious	ప్రత్యామ్నాయముగా
vice	వైస్
viceroy	వైస్రాయ్
vicinity	సమీపంలో
vicious	విష
victim	బాధితుడు
victimized	బాధితురాలి
victor	విక్టర్
victoria	విక్టోరియా
victorious	విజయం
victory	విజయం
video	వీడియో
video game	వీడియో గేమ్
videotape	వీడియోటేప్
vie	NO TRANSLATION
view	వీక్షణ
viewer	వీక్షకుడు
viewing	వీక్షణ
viewpoint	దృక్కోణం
vigil	జాగరణ
vigilance	విజిలెన్స్
vigilant	అప్రమత్తంగా
vigilante	అప్రమత్త
vignette	విగ్నేట్టే
vigor	ఓజస్సును
vigorous	తీవ్రమైన
viking	వైకింగ్
vile	కిరాతక
villa	విల్లా
village	గ్రామం
villager	గ్రామస్థులకు
villain	విలన్
villainous	ప్రతినాయక
vinaigrette	vinaigrette
vindicate	వాస్తవమైన
vindicated	క్లీన్చిట్ ఇచ్చింది
vindication	నిర్మూలన
vindictive	ప్రతీకారేచ్చ
vine	వైన్
vinegar	వెనిగర్
vineyard	ద్రాక్షతోట
vintage	పాతకాలపు
vinyl	వినైల్
viola	వయోల
violate	ఉల్లంఘించే
violation	ఉల్లంఘన
violence	హింస
violent	హింసాత్మక
violently	హింసాత్మకంగా
violet	వైలెట్
violin	వయోలిన్
violinist	వయోలిన్
viper	వైపర్
viral	వైరల్
virgin	కన్నె
virginal	వర్జినల్
virginity	కన్యత్వం
virility	విరిలిటి
virology	వైరాలజీ
virtual	వాస్తవిక
virtually	వాస్తవంగా
virtue	ధర్మం
virtuoso	ఘనాపాటీ
virtuous	ధర్మపరులుగా
virulence	తీవ్రత
virus	వైరస్
visa	వీసా
visage	NO TRANSLATION
viscosity	స్నిగ్ధత
viscous	జిగట
vise	NO TRANSLATION
visibility	ప్రత్యక్షత
visible	కనిపించే
visibly	కనిపించేటట్లుగా
vision	దృష్టి
visionary	అధ్బుతమైన
visit	పర్యటన
visitation	పరామర్శ
visiting	సందర్శించడం
visitor	సందర్శకుడు
visor	కవచము
vista	విస్టా
visual	దృశ్య
visualize	ఆలోచించడం
vital	కీలక
vitality	తేజము
vitals	vitals
vitamin	విటమిన్
vitreous	మెరిసే
viva	వివా
vivacious	సచేతన
vivid	స్పష్టమైన
vixen	vixen
vocabulary	పదజాలం
vocal	స్వర
vocalist	గాయకుడు
vocation	ఉద్యోగరీత్యా
vodka	వోడ్కా
vogue	వోగ్
voice	వాయిస్
voiceless	నిస్వర
voicemail	వాయిస్మెయిల్
void	గర్జన
volatile	అస్థిర
volatility	అస్థిరత
volcanic	అగ్నిపర్వత
