Word	fi
simple	yksinkertainen
simples	NO TRANSLATION
simpleton	typerys
simplicity	yksinkertaisuus
simplify	yksinkertaistaa
simplistic	yksisilmäinen
simply	yksinkertaisesti
simulate	simuloida
simulated	simuloitu
simulating	simuloidaan
simulation	simulointi
simulator	simulaattori
simultaneous	samanaikainen
simultaneously	samanaikaisesti
sin	NO TRANSLATION
sincere	vilpitön
sincerity	vilpittömyys
sinful	syntinen
sing	laulaa
singer	laulaja
singing	laulu
single	yksittäinen
singly	yksittäin
singular	yksikkö
singularity	omituisuus
singularly	tavattoman
sinister	synkkä
sink	pesuallas
sinker	paino
sinking	uppoaminen
sinner	syntinen
sinning	syntiä
sinus	ontelo
sip	siemailla
siphon	lappo
sipping	siemaillen
sir	arvon herra
sire	isä
siren	sireeni
sirloin	ulkofilee
sissy	nynny
sister	sisko
sisterhood	sisarkunta
sit	istua
sitcom	komediasarja
site	paikka
sith	Sith
sitter	lapsenvahti
sitting	istuva
situate	sijoittaa
situated	sijaitseva
situation	tilanne
six	kuusi
sixpence	sixpence
sixteen	kuusitoista
sixth	kuudes
sixty	kuusikymmentä
sizable	melkoinen
size	koko
sizzle	hellepäivä
ska	NO TRANSLATION
skate	luistella
skateboard	rullalauta
skater	luistelija
skating	luistelu
skedaddle	häipyä
skeet	skeet
skein	vyyhti
skeletal	luuranko-
skeleton	luuranko-
skeptic	skeptikko
skeptical	skeptinen
skepticism	skeptisyys
sketch	luonnos
sketching	luonnosteluun
sketchy	summittainen
skewed	vinossa
skewer	paistinvarras
ski	hiihtää
skid	jalas
skier	hiihtäjä
skiff	Veneen
skiing	hiihto
skijump	NO TRANSLATION
skill	taito
skilled	taitava
skillet	paistinpannu
skillful	taitava
skim	kuoria
skimpy	nuuka
skin	iho
skinny	luiseva
skip	hyppiä
skipper	kippari
skirmish	kahakka
skirt	hame
skirting	sivuuttamaan
skirts	hameet
skit	hupailu
skittish	säikky
skull	kallo
skunk	haisunäätä
sky	taivas
skylight	kattoikkuna
skyline	siluetti
skyscraper	pilvenpiirtäjä
slab	laatta
slack	löysä
slag	kuona
slam	läjähtää
slammer	vankila
slander	herjata
slanderous	panetteleva
slang	slangi
slant	näkökulma
slap	läimäys
slash	kauttaviiva
slashes	viiltää
slate	liuskekivi
slates	laatat
slaughter	teurastus
slaughterhouse	teurastamo
slaughtering	teurastus
slave	orja
slavery	orjuus
slay	surmata
slayer	Slayer
sleaze	korruptio
sleazy	likainen
sled	NO TRANSLATION
sledding	Kelkkailu
sledge	kelkka
sledgehammer	moukari
sleek	sulavalinjainen
sleep	nukkua
sleeper	nukkuja
sleeping	nukkumassa
sleepless	uneton
sleeplessness	unettomuus
sleepover	yökylä
sleepy	unelias
sleepyhead	unikeko
sleet	räntä
sleeve	hiha
sleeveless	hihaton
sleigh	reki
sleight	silmänkääntötemppu
slender	hoikka
sleuth	salapoliisi
slice	viipale
slick	liukas
slicker	slicker
slide	dia
slider	liukusäädintä
sliding	liukuva
slight	hienoinen
slight anticipation	lievä ennakointi
slight disgust	lievää inhoa
slight surprise	hieman yllätys
slight trust	pieni luottamus
slightly	hieman
slightly negative	hieman negatiivinen
slightly positive	hieman positiivinen
slim	hoikka
slime	lima
slimy	limainen
sling	rintareppu
slingshot	ritsa
slink	puikkia
slinky	piukka
slip	lipsahdus
slipper	tohveli
slippers	tossut
slippery	liukas
slit	rako
sliver	suikale
slob	nahjus
slobber	kuola
slogan	iskulause
sloop	sluuppi
slop	NO TRANSLATION
slope	rinne
sloppy	huolimaton
slot	aukko
sloth	laiskiainen
slouch	laahustaa
slough	räme
slow	hidas
slowly	hitaasti
slowness	hitaus
sludge	liete
slug	etana
slugger	slugger
sluggish	hidas
sluice	sulkuportti
slum	slummi
slumber	uinua
slump	lama
slur	loukkaus
slurp	ryystää
slush	loska
slut	lutka
slutty	slutty
sly	ovela
smack	maiskuttaa
small	pieni
smaller	pienempi
smallest	pienin
smallpox	isorokko
smart	fiksu
smartass	viisastelija
smarten	kunnostaa
smarty	smarty
smash	murskata
smashed	kännissä
smattering	hiukkasen jtk
smear	preparaatti
smell	haju
smelling	hajuisia
smelly	haiseva
smelt	kuore
smidgen	hitunen
smile	hymy
smiled	hymyili
smiles	hymyilee
smiley	Smiley
smiling	hymyilevä
smirk	hymähtää
smite	sivaltaa
smith	seppä
smithereens	sirpaleet
smitten	kourissa
smock	työtakki
smog	savusumu
smoke	savu
smoker	tupakoitsija
smokey	poliisi
smoking	tupakointi-
smoky	savuinen
smoldering	kytevän
smooch	pussata
smooth	sileä
smoothie	mielistelijä
smoothly	sujuvasti
smoothness	tasaisuus
smother	tukahduttaa
smudge	tuhrata
smug	omahyväinen
smuggle	salakuljettaa
smuggler	salakuljettaja
smuggling	salakuljetus
smut	noki
snack	välipala
snacks	välipalat
snafu	sekasotku
snag	repiä
snags	ongelmakohta
snail	etana
snake	käärme
snakes	käärmeet
snakeskin	käärmeennahka
snap	napsahtaa
snapper	Snapper
snappy	reipas
snapshot	kuva
snare	paula
snarl	sotkea
snarling	sotkeutumista
snatch	siepata
snatcher	snatcher
snazzy	upea
sneak	hiipiä
sneaker	lenkkari
sneakers	lenkkarit
sneaking	salainen
sneaky	luihu
sneer	ivata
sneeze	aivastaa
sneezing	aivastelu
snicker	hihittää
snide	piikittelevä
sniff	haistella
snip	leikata
snipe	taivaanvuohi
sniper	sala-ampuja
snippet	pätkä
snippy	snippy
snitch	kieliä
snob	snobi
snoop	kyylä
snoopy	snoopy
snooty	koppava
snooze	torkkua
snore	kuorsata
snorkel	snorkkeli
snort	tuhahtaa
snot	räkä
snotty	räkäinen
snout	kuono
snow	lumi
snowball	lumipallo
snowboard	lumilauta
snowboarder	lumilautailija
snowday	snowday
snowfall	lumisade
snowflake	lumihiutale
snowing	lumisade
snowmageddon	snowmageddon
snowman	lumiukko
snowplow	lumiaura
snowstorm	lumimyrsky
snowy	luminen
snub	tölväistä
snubbed	snubbed
snuff	nuuska
snug	tyköistuva
snuggle	käpertyä
snuggled	käpertyi
snuggles	snuggles
snuggling	snuggling
soak	liota
soaked	läpimärkä
soaking	liotuksen
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	saippua
soapbox	pakkilaatikko
soapy	saippua-
soar	liidellä
soaring	huiman
sob	NO TRANSLATION
sober	hillitty
soblessed	NO TRANSLATION
sobriety	maltillisuus
soc	soc
soccer	jalkapallo
sociable	seurallinen
social	sosiaalinen
socialanxiety	NO TRANSLATION
socialism	sosialismi
socialist	sosialistinen
socialite	julkkis
socialize	seurustella
society	yhteiskunta
sociology	sosiologia
sociopath	sociopath
sock	sukka
socket	pistorasia
sod	saatana
soda	sooda
soda/pop	limonadi
sodding	helvetin
sodium	natrium
sofa	sohva
soft	pehmeä
softball	softball
soften	pehmentää
softener	huuhteluaine
softening	pehmennys
softly	pehmeästi
softness	pehmeys
software	ohjelmisto
soggy	märkä
sohappy	niin iloinen
soil	maaperä
soiled	likainen
soiree	iltamat
sojourn	oleskelu
solace	lohdutus
solar	aurinko-
solarium	solariumi
solder	juottaa
soldering	juotto
soldier	sotilas
sole	pohja
solemn	juhlallinen
solicit	pyytää
solicitation	kehotus
solicitor	asianajaja
solid	vankka
solidarity	solidaarisuus
solidification	kiinteytystä
solidified	jähmettynyt
solidify	kiinteytyä
solidity	kiinteys
solitaire	solitaire
solitary	yksinäinen
solitude	yksinäisyys
solo	soolo
solubility	liukoisuus
soluble	liukeneva
solucky	niin onnekas
solution	ratkaisu
solve	ratkaista
solvency	maksukyky
solvent	liuotin
somad	NO TRANSLATION
somatic	somaattinen
somber	synkkä
some anticipation	jotain ennakointia
some disgust	jotain inhoa
some surprise	jotain yllätys
some trust	jotain luottamusta
somersault	kuperkeikka
somethingigetalot	NO TRANSLATION
somewhat negative	jonkin verran negatiivista
somewhat positive	jonkin verran positiivista
somuchtodo	NO TRANSLATION
son	poika
sonar	ääniluotain
sonata	sonaatti
sonervous	NO TRANSLATION
song	laulu
songwriter	lauluntekijä
sonic	ääni-
sonice	NO TRANSLATION
sonnet	sonetti
sonorous	soinnikas
soot	noki
soothe	rauhoittaa
soothing	rauhoittava
sophisticated	hienostunut
sophistication	kehittyneisyys
sophomore	toisen vuoden opiskelija
sopissed	NO TRANSLATION
soppy	tunteileva
soprano	sopraano
sorcerer	velho
sorcery	noituus
sordid	ikävä
sore	kipeä
soready	soready
sorely	kipeästi
soreness	arkuus
sorghum	durra
sorority	naisopiskelijayhdistys
sorrow	suru
sorrowful	surullinen
sorry	anteeksi
sort	järjestellä
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	lajittelu
sos	NO TRANSLATION
soscared	niin peloissaan
soscary	niin pelottava
soslow	niin hidas
sostressed	NO TRANSLATION
sosweet	todella kilttiä
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	sielu
soulful	sielukas
soulless	sieluton
soulmate	soulmate
sound	ääni
sounding	kuulostava
soundness	vakaus
soundproof	äänieristetty
soundtrack	ääniraita
soup	keitto
sour	hapan
source	lähde
sourpuss	nirppanokka
south	etelä
southbound	etelään menevä
southeast	kaakko
southern	eteläinen
southpaw	vasuri
southwest	lounaaseen
souvenir	matkamuisto
sovereign	suvereeni
sovereignty	suvereniteetti
soviet	Neuvostoliiton
sow	kylvää
soy	soija
soy sauce	soijakastike
soybean	soija
spa	kylpylä
space	tila
spacecraft	avaruusalus
spaceman	avaruusolento
spaceship	avaruusalus
spacing	väli
spacious	tilava
spade	lapio
spaghetti	spagetti
spam	spam
spammers	roskapostittajia
span	NO TRANSLATION
spandex	spandex
spaniel	spanieli
spank	läimäys
spanking	selkäsauna
spar	sparrata
spare	vapaa
spareribs	grillikylki
sparingly	säästeliäästi
spark	kipinä
sparkle	kimallus
sparkling	helmeilevä
sparkly	sparkly
sparring	sparraus
sparrow	varpunen
sparse	harva
spasm	kouristus
spastic	spastinen
spat	nahina
spatial	tila
spatter	roiske
spatula	lasta
spawn	kutea
spaz	spaz
speak	puhua
speakeasy	salakapakka
speaker	kaiutin
speakerphone	kaiutinpuhelin
speaking	puhuminen
spear	keihäs
spec	tekniset tiedot
special	erityinen
specialist	asiantuntija
speciality	erikoisuus
specialize	NO TRANSLATION
specially	erityisesti
specialty	erikoisuus
specie	NO TRANSLATION
species	laji
specific	erityinen
specification	määrittely
specify	eritellä
specimen	yksilö
speck	täplä
speckled	pilkullinen
specs	silmälasit
spectacle	spektaakkeli
spectacles	silmälasit
spectacular	mahtava
spectator	katsoja
specter	peikko
spectral	spektri-
spectrometer	spektrometri
spectrophotometer	spektrofotometri
spectroscopy	spektroskopia
spectrum	spektri
speculate	spekuloida
speculation	keinottelu
speculative	keinotteleva
speculum	speculum
speech	puhe
speechless	sanaton
speed	nopeus
speedboat	pikavene
speedily	nopeasti
speeding	ylinopeus
speedometer	nopeusmittari
speedway	speedway
speedy	vauhdikas
spell	loitsu
spellbound	haltioissaan
spelling	oikeinkirjoitus
spencer	Spencer
spend	viettää
spender	tuhlari
spending	menot
spent	käytetty
sperm	sperma
spew	oksentaa
sphere	pallo
spherical	pallon muotoinen
sphincter	sulkijalihaksen
sphinx	sfinksi
spic	sPic
spice	mauste
spicy	mausteinen
spider	hämähäkki
spiders	robotit
spiffy	spiffy
spigot	hana
spike	piikki
spiked	piikki-
spiky	kiukkuinen
spill	läikkyminen
spillin	NO TRANSLATION
spin	pyöräyttää
spinach	pinaatti
spinal	selkäydin-
spindle	kara
spine	selkä
spineless	selkärangaton
spinner	kehrääjä
spinning	pyöriä
spinster	vanhapiika
spiny	piikkinen
spiral	kierre-
spire	torni
spirit	henki
spirited	vilkas
spirits	henkiä
spiritual	hengellinen
spirituality	hengellisyys
spit	sylkeä
spite	huolimatta
spiteful	ilkeä
spitfire	äkäpussi
spittoon	sylkykuppi
splash	tilkka
splat	läiske
splatter	roiskia
spleen	perna
splendid	loistava
splendor	loisto
splice	liitos
spline	spline
splint	lasta
splinter	tikku
split	jakaa
splitting	halkaisu
splurge	törsätä
spoil	pilata
spoiler	spoileri
spoiling	pilaantumista
spoils	pilaantuu
spoke	pinna
spoken	puhuttu
spokesman	tiedottaja
spokesperson	tiedottaja
sponge	sieni
spongy	kuohkea
sponsor	sponsori
sponsorship	sponsorointi
spontaneity	spontaanius
spontaneous	spontaani
spoof	huijata
spook	kummitus
spooky	aavemainen
spool	kela
spoon	lusikka
spoonful	lusikallinen
sporadic	satunnainen
spore	itiö
sport	Urheilu
sporting	urheilu-
sports	Urheilu
sports car	urheiluauto
sportsman	urheilija
sportsmanship	urheiluhenki
sportswriter	urheilutoimittaja
sporty	urheilullinen
spot	täplä
spotless	tahraton
spotlight	valokeila
spotted	täplikäs
spotter	tulenjohtaja
spotty	epätasainen
spousal	puolison
spouse	puoliso
spout	nokka
sprain	nyrjähdys
sprawl	leviäminen
spray	spray
spread	levitä
spreader	levitin
spree	remuaminen
spring	kevät
springtime	kevät
sprinkle	ripotella
sprinkler	sprinkleri
sprinkling	sadetus
sprint	pikajuoksu
sprite	haltija
sprout	versoa
spruce	kuusi
spud	pottu
spunk	rohkeus
spunky	sisukas
spur	kannustaa
spurious	väärä
spurred	kannuksellinen
spurt	kiri
spy	vakooja
squabble	kinastelu
squad	ryhmä
squadron	laivue
squall	tuulenpuuska
squamous	levy-
squander	tuhlata
square	neliö-
squash	squash
squat	kyykky
squatter	asunnonvaltaaja
squaw	intiaaninainen
squawk	napina
squeak	kitistä
squeaky	kitisevä
squeal	kiljua
squealer	ilmiantaja
squeamish	pikkutarkka
squeeze	puristaa
squeezing	puristaminen
squelch	litinä
squid	kalmari
squint	siristää silmiään
squire	tilanomistaja
squirm	kiemurtelu
squirrel	orava
squirt	ruiskuttaa
squish	liiskata
squishy	squishy
stab	puukottaa
stabbed	puukotti
stability	pysyvyys
stabilize	vakauttaa
stabilizer	stabilointiaine
stable	vakaa
staccato	Staccato
stack	pino
stadium	stadion
staff	henkilöstö
stag	uroshirvi
stage	vaihe
stagecoach	postivaunut
stagehand	näyttämömies
stagger	porrastaa
staggering	huikea
stagnant	pysähtynyt
stagnation	pysähtyneisyys
staid	vanhoillinen
stain	tahra
stained	likainen
stainless	ruostumaton
stair	rappu
staircase	portaikko
stairs	portaat
stairway	portaat
stairwell	porraskuilu
stake	panos
stakeout	pitää silmällä
stale	tunkkainen
stalemate	pattitilanne
stalk	varsi
stalker	stalkkeri
stall	pilttuu
stallion	ori
stalls	Torit
stalwart	roteva
stamina	kestävyys
stamp	leima
stampede	pakokauhu
stance	asenne
stand	seistä
standard	standardi
standardize	yhdenmukaistaa
standardized	standardoitu
standby	Valmiustila
standing	pysyvä
standoff	pattitilanne
standpoint	näkökulma
standstill	pysähdyksissä
standup	nouse ylös
stanza	säkeistö
staph	staph
staple	nitoa
stapler	nitoja
star	tähti
star fruit	tähtihedelmä
starboard	tyyrpuuri
starch	tärkkelys
stardom	kuuluisuus
stardust	stardust
stare	tuijottaa
starfish	meritähti
stargazing	Stargazing
staring	tuijottaa
stark	karu
starlet	tähtönen
starlight	tähtien valo
starling	kottarainen
starry	tähtikirkas
stars	tähdet
starship	Starship
start	alkaa
starter	käynnistin
startle	säikäyttää
startled	hätkähdytti
startling	yllättävä
starvation	nälkiintyminen
starve	kuolla nälkään
starved	köyhdytetty
starving	nälkää
stash	jemma
stat	stat
state	osavaltio
stately	arvokas
statement	selvitys
stateroom	valtiosali
stateside	amerikkalainen
statesman	valtiomies
static	staattinen
staticky	NO TRANSLATION
statics	statiikka
station	asema
stationary	kiinteä
stationery	Paperitavara
statistic	tilastollinen
statistical	tilastollinen
statistician	tilastotieteilijä
stator	staattori
statuary	patsaat
statue	patsas
statuette	pienoisveistos
stature	pituus
status	status
statute	säädös
statutory	lakisääteinen
staunch	uskollinen
stave	sauva
stay	pysyä
stayaway	NO TRANSLATION
stayed	jäi
stays	pysyy
stead	sijaansa
steadfast	järkkymätön
steady	vakaa
steak	pihvi
steakhouse	pihviravintola
steal	varastaa
stealing	varkaus
stealth	varkain
stealthily	vaivihkaa
stealthy	viekas
steam	höyry
steamboat	höyrylaiva
steamer	höyrylaiva
steaming	höyryssä
steamroller	höyryjyrä
steamship	höyrylaiva
steamy	kiihkeä
steel	teräs
steep	jyrkkä
steeple	torni
steer	ohjata
steering	ohjaus
stellar	tähtien
stem	varsi
stench	löyhkä
stencil	sapluuna
stenographer	pikakirjoittaja
step	vaihe
stepdaughter	tytärpuoli
stepfather	isäpuoli
stepmother	äitipuoli
steppe	arojen
steps	askeleet
stepson	poikapuoli
stereo	stereot
stereoscopic	stereoskooppisen
stereotype	stereotypia
stereotyped	stereotyyppisiä
sterile	steriili
sterility	hedelmättömyys
sterilize	steriloida
sterling	sterling
stern	perä
sternum	rintalasta
steroid	steroidi
stethoscope	stetoskooppi
stew	muhennos
steward	stuertti
stewardess	lentoemäntä
stewardship	hoito
stfu	STFU
stick	tikku
sticker	tarra
sticking	tarttuminen
stickler	intoilija
stickup	stickup
sticky	tahmea
stiff	jäykkä
stiffen	jäykistää
stiffness	jäykkyys
stifle	tukahduttaa
stifled	tukahdutettu
stifling	tukahduttava
stigma	häpeä
stile	NO TRANSLATION
stiletto	tikari
stillbirth	kuolleena syntynyt lapsi
stillborn	kuolleena syntynyt
stillness	hiljaisuus
stillwaiting	NO TRANSLATION
stilts	puujalat
stimulant	piriste
stimulate	stimuloida
stimulating	stimuloiva
stimulation	stimulaatio
stimulus	ärsyke
sting	pisto
stinger	stinger
stinging	pistely
stingy	niukka
stink	haista
stinker	kurja juttu
stinking	haiseva
stinky	haiseva
stint	työjakso
stipend	stipendi
stipulate	vaatia
stipulation	ehto
stir	herättää
stirring	sekoittaen
stitch	ommel
stitching	ompelemalla
stock	kalusto
stockade	paaluaita
stockbroker	pörssimeklari
stockholder	osakkeenomistaja
stocking	sukka
stockings	sukat
stockpile	varasto
stockroom	varasto
stocks	osakkeet
stoic	tyyni
stole	varasti
stolen	varastettu
stomach	vatsa
stomachache	vatsakipu
stomp	marssia
stomped	polki
stone	kivi
stoned	pilvessä
stonewall	kiviseinä
stoneware	savinen
stony	kivinen
stooge	käsikassara
stool	jakkara
stools	ulosteet
stoop	alentua
stoopid	Stoopid
stop	Stop
stopover	välilasku
stoppage	työnseisaus
stopper	tulppa
stopping	pysähtymättä
stopwatch	sekuntikello
storage	varastointi
store	myymälä
storefront	myymälä
storehouse	aitta
storeroom	varastohuone
storing	tallentamiseksi
storm	myrsky
storming	storming
stormy	myrskyinen
story	tarina
storybook	satukirja
storyteller	sadunkertoja
storytelling	tarinankerronta
stound	stound
stout	stout
stove	liesi
stow	pakata
stowaway	salamatkustaja
straddle	konttilukin
straight	suoraan
straighten	suoristaa
straightforward	suora
straightway	nopiasti
strain	rasitus
strained	kireä
strait	salmi
straitjacket	pakkopaita
straits	Straits
strand	säie
stranded	monisäikeinen
strange	outo
stranger	muukalainen
strangle	kuristaa
strangulation	kuristaminen
strap	hihna
strapless	olkaimeton
strapping	vanne
strata	kerrostumiin
strategic	strateginen
strategist	strategi
strategy	strategia
stratification	kerrostuma
stratosphere	stratosfääri
stratum	kerrostuma
stratus	stratus
straw	olki
strawberry	mansikka
stray	eksynyt
streak	viiru
streaked	viivoiksi
stream	virta
streamer	serpentiini
streaming	suoratoisto
streamline	tehostaa
street	katu
streetcar	raitiovaunu
streetlight	katuvalo
strength	vahvuus
strengthen	vahvistaa
strengthening	vahvistaminen
strenuous	rasittava
strep	strep
stress	stressi
stressed	stressaantunut
stresses	korostaa
stressfree	NO TRANSLATION
stressful	stressaava
stressin	NO TRANSLATION
stressing	korostaa
stressrelief	NO TRANSLATION
stretch	venyttää
stretcher	paarit
stricken	lamauttama
strict	tiukka
stride	harppaus
strife	riita
strike	lakko
strikeout	yliviivattu
striker	hyökkääjä
striking	huomiota herättävä
strikingly	häkellyttävän
string	jono
strings	jouset
stringy	sitkeä
strip	kaistale
stripe	raita
striped	raidallinen
stripped	riisuttu
stripper	strippari
striptease	strip-tease
strive	pyrkiä
strobe	diskovalo
stroke	tahti
stroll	kävely
stroller	lastenrattaat
strolling	kiertelevä
strong	vahva
stronghold	linnake
strongly	voimakkaasti
structural	rakenteellinen
structure	rakenne
strudel	strudel
struggle	taistelu
strut	astella
stub	tynkä
stubbed	stubbed
stubble	sänki
stubborn	itsepäinen
stubbornness	itsepäisyys
stubby	lyhyt ja paksu
stucco	stukki
stuck	juuttunut
stuckup	NO TRANSLATION
stud	nasta
studded	nastoitettu
student	opiskelija-
studied	tutkittu
studio	studio
study	tutkimus
stuff	jutut
stuffed animal	pehmolelu
stuffing	täyte
stuffy	tukkoinen
stumble	kompastella
stump	kanto
stumped	ihan änkkänä
stun	tainnuttaa
stunned	järkyttynyt
stunner	hyvännäköinen nainen
stunning	upeita
stunt	temppu
stunted	kitukasvuinen
stuntman	stuntmieheksi
stupefaction	tyrmistyneenä
stupefy	turruttaa
stupendous	mahtava
stupid	tyhmä
stupidity	tyhmyys
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	horros
sturdy	tukeva
sturgeon	sampi
stutter	änkyttää
sty	sikolätti
style	tyyli
styling	muotoilu
stylish	tyylikäs
stylist	tyyliniekka
suave	sulava
sub	sub
subatomic	subatomic
subcommittee	alakomitean
subconscious	alitajunta
subcutaneous	ihonalainen
subdivide	jakaa edelleen
subdivision	osa
subduction	subduction
subdue	alistaa
subdued	hillitty
subdural	subdural
subito	NO TRANSLATION
subject	aihe
subjected	altistetaan
subjection	alistaminen
subjective	subjektiivinen
subjugation	alistamista
sublet	antaa alivuokralle
sublevel	välitason
sublimation	sublimaatio
sublime	ylevä
subliminal	tiedostamaton
submarine	sukellusvene
submerge	upottaa
submerged	sukelluksissa
submersible	sukellusvene
submission	jättämisestä
submissive	alistuva
submit	Lähetä
submitting	Lähettämällä
subordinate	alisteinen
subordination	alistaminen
subplot	sivujuoni
subpoena	haaste
subscribe	merkitä
subscriber	tilaaja
subscription	tilaus
subsequence	alasekvenssi
subsequent	myöhempi
subsequently	myöhemmin
subservient	nöyristelevä
subset	osajoukko
subside	laantua
subsidence	vajoaminen
subsidiary	tytäryhtiö
subsidize	tukea
subsidy	tuki
subsist	tulla toimeen
subsistence	toimeentulo
subsoil	pohjamaa
subspace	aliavaruus
substance	aine
substandard	heikkotasoinen
substantial	merkittävä
substantially	merkittävästi
substantiate	näyttää toteen
substantive	todellinen
substation	sähköasema
substitute	korvike
substituted	substituoitu
substitution	korvaaminen
substructure	alusrakenne
subterranean	maanalainen
subtext	viitekehyksenä
subtitle	alaotsikko
subtle	hienovarainen
subtlety	oveluus
subtract	vähentää
subtraction	vähennyslasku
subtype	alatyyppi
suburb	lähiö
suburban	esikaupunki-
suburbia	esikaupunki
suburbs	lähiöissä
subversion	kumouksellisuus
subversive	kumouksellinen
subvert	horjuttaa
subway	metro
succeed	menestyä
succeeding	menestyminen
success	menestys
successful	onnistunut
succession	sarja
successive	peräkkäinen
successor	seuraaja
succinct	ytimekäs
succubus	Succubus
succulent	mehevä
succumb	antautua
suck	imaista
sucker	tikkari
sucking	imeminen
suckling	imeväinen
sucks	perseestä
suction	imu
sudden	äkillinen
suddenly	yhtäkkiä
suds	kalja
sue	haastaa oikeuteen
suede	mokkanahka
suffer	kärsiä
sufferer	kärsijä
suffering	kärsimys
suffice	riittää
sufficiency	riittävyys
sufficient	riittävä
sufficiently	riittävästi
suffix	jälkiliite
suffocate	tukehtua
suffocating	tukahduttava
suffocation	tukehtuminen
sugar	sokeri
suggest	ehdottaa
suggestion	ehdotus
suggestive	vihjaileva
suicidal	itsemurha-
suicide	itsemurha
suicidebombing	NO TRANSLATION
suit	puku
suitable	sopiva
suitcase	matkalaukku
suite	sviitti
suitor	kosija
sulfate	sulfaatti
sulfur	rikki
sulk	murjottaa
sullen	pahantuulinen
sully	tahrata
sulphur	rikki
sultan	sulttaani
sultry	hiostava
sum	summa
summarily	muitta mutkitta
summarize	yhteenveto
summary	yhteenveto
summation	yhteenveto
summer	kesä
summerhouse	kesämökki
summertime	kesäisin
summit	kokous
summon	koota
summons	haaste
sumo	sumo
sump	öljypohja
sumptuous	ylellinen
sun	aurinko
sunbeam	auringonsäde
sunburn	auringonpolttama
sundae	jäätelöannos
sunday	sunnuntai
sundial	aurinkokello
sundown	auringonlasku
sundry	sekalainen
sunflower	auringonkukka
sunglass	aurinkolasien
sunglasses	aurinkolasit
sunk	uponnut
sunken	uponnut
sunless	aurinkopyörättömiä
sunlight	auringonvalo
sunny	aurinkoinen
sunrise	auringonnousu
sunroof	kattoluukku
sunscreen	aurinkovoide
sunset	auringonlasku
sunshine	auringonpaiste
suntan	rusketus
sunup	auringonnousu
sup	sup
super	Super
superannuation	eläkkeellesiirtymis
superb	loistava
superficial	pinnallinen
superfluous	tarpeeton
superhero	supersankari
superhuman	yliluonnollinen
superimposed	päällekkäin
superintendent	tarkastaja
superior	esimies
superiority	paremmuus
superlative	superlatiivi
superman	supermies
supermarket	supermarket
supermodel	Supermalli
supernatant	supernatantti
supernatural	yliluonnollinen
supernova	supernova
superposition	päällekkäisyys
superpower	suurvalta
supersede	syrjäyttää
superstar	supertähti
superstition	taikausko
superstitious	taikauskoinen
superstore	suurmyymälä
supervise	valvoa
supervision	valvonta
supervisor	valvoja
supper	iltapala
suppertime	suppertime
supplant	syrjäyttää
supple	notkea
supplement	täydentää
supplemental	täydentäviä
supplementary	lisä-
supplication	rukous
supplier	toimittaja
supplies	tarvikkeet
supply	toimittaa
support	tuki
supported	tuettu
supporter	tukija
supporters	kannattajat
supporting	tuki-
supportive	tukeva
suppose	olettaa
supposed	oletettu
supposing	oletettaisiin
supposition	olettamus
suppress	tukahduttaa
suppression	tukahduttaminen
supremacy	ylivalta
supreme	ylin
supremely	äärimmäisen
surcharge	lisämaksu
sure	varma
surety	takaaja
surf	aallokko
surface	pinta-
surfboard	surffilauta
surfer	lainelautailija
surge	aalto
surgeon	kirurgi
surgery	leikkaus
surgical	kirurginen
surly	äreä
surmise	otaksua
surname	sukunimi
surpassing	verraton
surplus	ylijäämä
surprise	yllätys
surprised	yllättynyt
surprises	yllätyksiä
surprising	yllättävä
surprisingly	yllättävän
surreal	epätodellinen
surrender	antautuminen
surrendering	antautumista
surrogate	korvike-
surround	ympäröidä
surrounding	ympäröivä
surroundings	ympäristö
surveillance	valvonta
survey	tutkimus
surveying	maanmittaus
surveyor	maanmittari
survival	eloonjääminen
survive	hengissä
surviving	eloon jäänyt
survivor	selviytyjä
susceptibility	alttius
susceptible	herkkä
sushi	sushi
suspect	epäilty
suspected	epäillään
suspend	keskeyttää
suspended	keskeytetty
suspenders	henkselit
suspense	jännitys
suspension	jousitus
suspicion	epäily
suspicions	epäilyt
suspicious	epäilyttävä
sustain	pitää yllä
sustained	jatkuva
sustenance	ravinto
suture	ommel
suv	SUV
sux	NO TRANSLATION
swab	moppi
swag	nyytti
swagger	rehvastella
swallow	niellä
swami	Swami
swamp	suo
swamped	hukkua
swampy	soinen
swan	joutsen
swank	levennellä
swap	vaihtaa
swarm	parvi
swarming	kuhina
swastika	hakaristi
swat	kärpäslätkä
sway	keinuttaa
swear	vannoa
swearing	kiroilua
sweat	hiki
sweater	villapaita
sweating	hikoilu
sweatshirt	collegepaita
sweatshop	työväkeä riistävä yritys
sweaty	hikinen
sweep	lakaista
sweeper	lakaisukone
sweeping	laaja
sweet	makea
sweeten	sulostuttaa
sweetened	makeutettu
sweetener	makeutusaine
sweetest	suloisin
sweetheart	kultaseni
sweetie	kullanmuru
sweetness	makeus
sweets	makeiset
swell	turvota
swelling	turvotus
sweltering	helteinen
swerve	väistää
swift	nopea
swiftly	nopeasti
swig	huikka
swill	ryypätä
swim	uida
swimmer	uimari
swimming	uima-
swimsuit	uimapuku
swindle	huijata
swindler	huijari
