Word	is
sardine	sardín
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	satanic
satchel	satchel
sate	NO TRANSLATION
satellite	gervitungl
satin	satín
satire	satire
satirical	satirical
satisfaction	ánægju
satisfactorily	fullnægjandi
satisfactory	fullnægjandi
satisfied	fullnægt
satisfy	fullnægja
satisfying	fullnægjandi
saturate	saturate
saturated	mettuð
saturation	mettun
satyr	satyr
sauce	sósu
saucepan	pottur
saucer	saucer
saucy	saucy
sauerkraut	sauerkraut
sauna	gufubað
sausage	pylsa
savage	Savage
savagery	vilji
savanna	Savanna
savannah	savannah
savant	savant
save	vista
saver	bjargvættur
saving	sparnaður
savings	sparnaður
savior	frelsari
savor	savor
savory	bragðgóður
savvy	kunnátta
saw	sá
sawdust	sag
sawmill	sawmill
sax	sax
saxophone	saxófón
say	segðu
sayonara	NO TRANSLATION
scab	hrúður
scabbard	scabbard
scaffold	vinnupalla
scaffolding	vinnupalla
scalding	scalding
scale	mælikvarða
scales	vog
scallop	kammuspjald
scalp	hársvörð
scalpel	scalpel
scaly	scaly
scam	svindl
scamp	scamp
scampi	scampi
scan	skanna
scandal	hneyksli
scandalous	skammarlegt
scanner	skanna
scanty	scanty
scape	scape
scapegoat	sverðsbak
scar	ör
scarab	scarab
scarce	sjaldgæft
scarcely	varla
scarcity	skortur
scare	hræða
scarecrow	scarecrow
scared	hræddur
scares	hræðir
scarf	trefil
scarier	scarier
scariest	scariest
scarlet	scarlet
scary	skelfilegt
scat	scat
scatter	dreifa
scattered	dreifður
scattering	dreifingu
scavenger	hrææta
scenario	atburðarás
scene	vettvangur
scenery	landslag
scenic	fallegar
scent	ilmur
scented	ilmandi
scepter	sproti
sceptical	efasemdir
scepticism	tortryggni
schadenfreude	skadenfreude
schedule	áætlun
schematic	skýringarmynd
scheme	áætlun
schilling	schilling
schism	schism
schizophrenia	geðklofa
schizophrenic	geðklofa
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	fræðimaður
scholarly	fræðilega
scholarship	námsstyrk
scholastic	scholastic
school	skóla
schoolboy	skólaskóli
schoolgirl	schoolgirl
schoolhouse	skólabúð
schooling	skólagöngu
schoolmaster	skólastjóri
schoolteacher	NO TRANSLATION
schoolwork	skólavinna
schoolyard	skólabúð
schooner	skóler
sciatica	þroti
science	vísindi
scientific	vísindaleg
scientist	vísindamaður
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	scintillation
scintillator	scintillator
scion	scion
scissors	skæri
scoff	scoff
scold	scold
scolding	scolding
scone	scone
scoop	Skófla
scoot	scoot
scooter	vespu
scope	umfang
scorch	scorch
scorching	brennandi
score	mark
scoreboard	stigatafla
scorer	skorari
scores	skorar
scorn	scorn
scorned	scorned
scornful	scornful
scorpion	Sporðdrekinn
scotch	scotch
scoundrel	scoundrel
scour	hreinsa
scourge	svitahola
scout	útsendari
scowl	scowl
scrabble	scrabble
scram	scram
scramble	scramble
scrambled	spæna
scrambler	scrambler
scrambling	spæna
scrap	rusl
scrapbook	klippibók
scrape	skafa
scrapie	scrapie
scraping	skrap
scrappy	scrappy
scratch	klóra
scratchy	klóraður
scrawny	scrawny
scream	öskra
screamer	screamer
screaming	öskra
screech	screech
screen	skjár
screening	skimun
screenplay	handrit
screenwriter	handritshöfundur
screw	skrúfa
screwball	screwball
screwdriver	skrúfjárn
screwed	skrúfað
screwy	screwy
screwyou	NO TRANSLATION
scribble	scribble
scribe	ritari
scrimmage	scrimmage
scrip	scrip
script	handrit
scriptural	ritningargreinar
scripture	ritningin
scroll	flettu
scrotum	scrotum
scrounge	scrounge
scrounger	scrounger
scrub	kjarr
scruffy	scruffy
scrumptious	scrumptious
scrupulous	scrupulous
scrutinize	grannskoða
scrutiny	athugun
scuba	köfun
scuff	scuff
scuffle	scuffle
scullery	scullery
sculptor	myndhöggvari
sculpture	skúlptúr
sculptured	skúlptúr
scum	scum
scumbag	scumbag
scurry	scurry
scurvy	skurbjúgur
scuttle	scuttle
sea	sjó
seaboard	seaboard
seafood	sjávarfang
seagull	seagull
seal	innsigli
seals	selir
seam	sauma saman
seaman	sjómaður
seamless	óaðfinnanlegur
seamstress	seamstress
seaport	hafnarsvæði
sear	sear
search	leit
searching	Leita
searchlight	leitarljós
seared	seared
seashore	sjávarströnd
seasick	seasick
seaside	sjávarströnd
season	árstíð
seasonal	árstíðabundin
seasoned	kryddað
seasoning	krydd
seat	sæti
seatbelt	öryggisbelti
seating	sæti
seawater	sjór
seaweed	þang
sec	sek
secession	secession
secluded	afskekktum
seclusion	einangrun
second	annað
second cousin	annað frændi
secondary	efri
secondhand	notað
secrecy	leynd
secret	leyndarmál
secretariat	skrifstofa
secretary	ritari
secrete	secrete
secretion	seytingu
secretive	leynileg
secretly	leynilega
sect	sekt
sectarian	sectarian
section	kafla
sectional	sectional
sector	geiranum
secular	veraldlega
secularism	veraldarhyggju
secure	örugg
securities	verðbréf
security	öryggi
sedan	NO TRANSLATION
sedate	róandi
sedation	róun
sedative	róandi
sedentary	kyrrsetu
sedge	sedge
sediment	seti
sedimentary	sedimentary
sedition	uppþot
seduce	tæla
seducer	seducer
seducing	tæla
seduction	seduction
seductive	tælandi
see	sjá
seed	fræ
seedling	plöntur
seeds	fræ
seedy	seedy
seek	leita
seeker	umsækjandi
seem	virðast
seemingly	Sýnist
seer	sjáandi
seesaw	seesaw
seething	seething
segment	hluti
segregate	segregate
segregated	segregated
segregation	segregation
seismic	seismic
seize	grípa
seizure	flog
seldom	sjaldan
select	veldu
selection	val
selective	sértækur
selectman	selectman
selenium	selen
self	sjálf
selfharm	NO TRANSLATION
selfish	eigingirni
selfishness	eigingirni
selfless	óþekktur
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	selja
seller	seljandi
sellout	selja út
seltzer	seltzer
semantics	merkingarfræði
semaphore	semaphore
semblance	semblance
semen	sæði
semester	önn
semi	hálfleikur
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	námskeið
seminary	málstofa
semiotics	semiotics
senate	Senate
senator	senator
send	senda
sender	sendandi
senescence	senescence
senile	senile
senior	eldri
seniority	starfsaldur
senor	senor
senorita	senorita
sensation	tilfinning
sensational	tilkomumikill
sense	skyn
senseless	skynsamlegt
senses	skynfærin
sensibility	næmi
sensible	skynsamlegt
sensibly	skynsamlegt
sensitive	viðkvæm
sensitivity	viðkvæmni
sensor	skynjari
sensory	skynjun
sensual	sensual
sensuality	sensuality
sensuous	skynsamlegt
sentence	setning
sentencing	dómsvald
sentient	sentient
sentiment	viðhorf
sentimental	sentimental
sentimentality	hugrekki
sentinel	sentinel
sentry	sentry
separable	aðskiljanlegur
separate	aðskilja
separately	sérstaklega
separation	aðskilnaður
separatist	separatist
sepia	sepia
sepsis	blóðsýking
sept	sept
septic	septic
septum	septum
sequel	framhald
sequence	röð
sequent	sequent
sequestered	sequestered
sequestration	bindingu
serenade	Serenade
serendipity	serendipity
serene	serene
serenity	Serenity
sergeant	sergeant
serial	rað
serialize	serialize
series	röð
serif	serif
serious	alvarlegt
seriousness	alvarleiki
sermon	prédikun
serpent	höggormur
serpentine	serpentín
serrated	serrated
serum	sermi
servant	þjónn
serve	þjóna
server	miðlari
service	þjónusta
serviceable	nothæf
servile	servile
servitude	þjónn
sesame	sesam
sess	NO TRANSLATION
session	fundur
sessions	fundur
set	sett
setback	áfall
sett	NO TRANSLATION
setter	setter
settle	setjast
settled	settist upp
settlement	uppgjör
settler	landnámsmaður
settlor	settlor
setup	uppsetning
seven	sjö
seventeen	sautján
seventh	sjöunda
seventy	sjötíu
sever	skera
severable	skiljanleg
severally	sérstaklega
severance	brottfall
severe	alvarlegt
severely	alvarlega
severity	alvarleiki
sew	saumið
sewage	skólp
sewer	fráveitu
sewerage	fráveitu
sewing	sauma
sex	kynlíf
sexist	kynferðislegt
sexual	kynferðislegt
sexuality	kynhneigð
sexy	kynþokkafullur
shabby	shabby
shack	shack
shackle	sjakki
shade	skugga
shades	tónum
shading	skygging
shadow	skuggi
shadowy	shadowy
shady	Shady
shaft	bol
shag	shag
shaggy	Shaggy
shake	hrista
shakedown	shakedown
shaken	hrist
shaker	hristari
shaking	hrista
shaky	skjálfta
shall	skal
shallow	grunnt
shallows	grunnar
sham	sham
shaman	shaman
shambles	shambles
shame	skömm
shamed	skömmu
shameful	skammarlegt
shameless	skömmlaus
shampoo	sjampó
shanghai	Shanghai
shank	shank
shanty	Shanty
shape	móta
shapely	formlega
shard	shard
share	deila
shareholder	hluthafi
sharing	deila
shark	hákarl
sharp	skarpur
sharpen	skerpa
sharpened	skerpa
sharpener	skerpa
sharpness	skerpu
sharpshooter	sharpshooter
shatter	sprengja
shattered	brotinn
shattering	sprengja
shave	raka
shaver	rakvél
shaving	rakstur
shawl	sjal
sheaf	sheaf
shear	klippa
shears	skæri
sheath	kápa
sheathing	klæðningu
shed	varpa
sheen	gljáa
sheep	sauðfé
sheepdog	sauðfé
sheepish	sheepish
sheer	hreinn
sheet	lak
sheik	sheik
shelf	hillu
shell	skel
shellfish	skelfiskur
shelling	sprengiárásir
shelter	skjól
sheltered	skjóli
shelters	skjól
shelved	lagður
shepherd	hirðir
sherbet	sherbet
sheriff	sýslumaður
sherry	sherry
shield	skjöldur
shift	breyting
shifting	breytast
shifty	shifty
shilling	skildingur
shimmer	shimmer
shimmering	shimmering
shimmy	Shimmy
shin	skína
shindig	shindig
shine	skína
shiner	shiner
shingle	shingle
shining	skínandi
shiny	glansandi
ship	skip
shipment	sendingu
shipping	skipum
shipshape	shipshape
shipwreck	skipbrot
shipyard	skipasmíðastöð
shire	shire
shirt	skyrtu
shit	skít
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	Shithead
shitless	skítlaus
shitload	Shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	hrista
shivering	skjálfandi
shoals	shoals
shock	áfall
shocked	hneykslaður
shocker	lostari
shocking	átakanlegt
shockingly	átakanlegt
shoddy	shoddy
shoe	skór
shoelace	skór
shoemaker	skógarhöggsmaður
shoes	skór
shoeshine	shoeshine
shook	hristi
shoot	skjóta
shooter	skotleikur
shooting	skjóta
shootout	vítaspyrnukeppni
shop	verslun
shopkeeper	kaupsýslumaður
shoplifter	shoplifter
shoplifting	shoplifting
shopper	kaupandi
shopping	versla
shore	strönd
shoreline	strandlengja
shorn	shorn
short	stutt
short story	smásaga
shortage	skortur
shortcake	shortcake
shortcoming	galli
shortcut	flýtileið
shorten	stytta
shortening	stytting
shorthand	shorthand
shortly	innan skamms
shortness	stuttleiki
shorts	stuttbuxur
shortstop	shortstop
shortwave	shortwave
shot	skot
shotgun	haglabyssu
shoulder	öxl
shout	hrópa
shove	Shove
shovel	skófla
shoveling	skófla
show	sýna
showbiz	sýningarsalur
showboat	sýndabáti
showcase	sýna
showdown	uppgjör
shower	sturtu
showgirl	showgirl
showing	sýna
showoff	sýna sig
showroom	sýningarsalur
showy	sýndur
shrapnel	shrapnel
shred	tæta
shrew	shrew
shrewd	sléttur
shriek	shriek
shrill	Shrill
shrimp	rækju
shrine	helgidómur
shrink	skreppa saman
shrinking	skreppa saman
shrivel	shrivel
shroud	líkklæði
shrub	runni
shrubbery	runni
shrug	uppköst
shrunk	minnkað
shrunken	krumpað
shudder	hrista
shuddering	shuddering
shuffle	stokka
shuffleboard	shuffleboard
shuffling	uppstokkun
shun	shun
shunned	shunned
shunt	shunt
shut	lokað
shutdown	lokun
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	lokara
shuttle	skutla
shutup	NO TRANSLATION
shy	feimin
shyness	svívirðing
shyster	shyster
sib	NO TRANSLATION
sibling	systkini
sic	sic
sick	veikur
sickbay	sickbay
sicken	sicken
sickening	veikburða
sickle	sigð
sickly	veikur
sickness	veikindi
side	hlið
sidearm	hliðarm
sidebar	skenkur
sideboard	skúffu
sideburns	hliðarbrautir
sidecar	hliðarvagn
sidekick	sidekick
sideline	hliðarlína
sideshow	hliðarsýning
sidestep	sidestep
sidewalk	gangstétt
sideways	til hliðar
sidewinder	sidewinder
siege	umsátri
siesta	siesta
sieve	sigti
sift	sigta
sifting	sifting
sigh	andvarpa
sight	sjón
sighting	að skoða
sightseeing	skoðunarferðir
sigma	sigma
sign	undirrita
signal	merki
signature	undirskrift
significance	þýðingu
significant	veruleg
signification	merkingu
signify	tákna
signpost	skilti
silence	þögn
silencer	hljóðdeyfirinn
silent	hljóður
silently	hljóður
silhouette	skuggamynd
silicon	kísill
silicone	kísill
silk	silki
silken	silki
silky	silkimjúkur
sill	Sill
silliness	silliness
silly	kjánalegt
silo	silo
silt	silt
silver	silfur
silverware	silfurfatnaður
silvery	silfri
similar	svipað
similarity	líkindi
simile	NO TRANSLATION
simmer	látið malla
simmering	simmering
simple	einfalt
simples	NO TRANSLATION
simpleton	simpleton
simplicity	einfaldleiki
simplify	einfalda
simplistic	einfalt
simply	einfaldlega
simulate	líkja eftir
simulated	herma
simulating	líkja eftir
simulation	uppgerð
simulator	hermir
simultaneous	samtímis
simultaneously	samtímis
sin	NO TRANSLATION
sincere	einlægur
sincerity	einlægni
sinful	syndug
sing	syngja
singer	söngvari
singing	syngja
single	einn
singly	eingöngu
singular	eintölu
singularity	eintölu
singularly	eintölu
sinister	óheillvænlegur
sink	vaskur
sinker	sökkva
sinking	sökkva
sinner	syndari
sinning	syndga
sinus	sinus
sip	sopa
siphon	siphon
sipping	sipping
sir	herra
sire	herra
siren	siren
sirloin	herra
sissy	sissy
sister	systir
sisterhood	systkini
sit	sitja
sitcom	sitcom
site	staður
sith	sith
sitter	sitter
sitting	sitja
situate	staðsetja
situated	staðsett
situation	ástandið
six	sex
sixpence	sexpence
sixteen	sextán
sixth	sjötta
sixty	sextíu
sizable	veruleg
size	stærð
sizzle	sizzle
ska	NO TRANSLATION
skate	skauta
skateboard	hjólabretti
skater	skautahlaupari
skating	skauta
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	beinagrind
skeleton	beinagrind
skeptic	efasemdamaður
skeptical	efasemdir
skepticism	tortryggni
sketch	skissa
sketching	skissa
sketchy	sketchy
skewed	skekkt
skewer	skewer
ski	skíði
skid	renna
skier	skíðamaður
skiff	skiff
skiing	skíði
skijump	NO TRANSLATION
skill	hæfni
skilled	hæfileikaríkur
skillet	skillet
skillful	kunnátta
skim	skimma
skimpy	skimpy
skin	húð
skinny	grannur
skip	sleppa
skipper	skipstjóri
skirmish	skirmish
skirt	pils
skirting	skirting
skirts	pils
skit	skít
skittish	skítish
skull	höfuðkúpa
skunk	skunk
sky	himinn
skylight	skylight
skyline	sjóndeildarhringur
skyscraper	skýjakljúfur
slab	hella
slack	slaki
slag	gjall
slam	slam
slammer	slammer
slander	slander
slanderous	róandi
slang	slang
slant	halla
slap	smellu
slash	rista
slashes	rista
slate	ákveða
slates	slats
slaughter	slátrun
slaughterhouse	sláturhús
slaughtering	slátrun
slave	þræll
slavery	þrælahald
slay	drepa
slayer	slayer
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	sleða
sledgehammer	sledgehammer
sleek	sléttur
sleep	sofa
sleeper	svefnsófa
sleeping	sofandi
sleepless	svefnlaus
sleeplessness	svefnleysi
sleepover	sleepover
sleepy	syfjaður
sleepyhead	sleepyhead
sleet	sleet
sleeve	ermi
sleeveless	sleeveless
sleigh	sleða
sleight	sleight
slender	mjótt
sleuth	sleuth
slice	sneið
slick	klókur
slicker	slicker
slide	renna
slider	renna
sliding	renna
slight	lítilsháttar
slight anticipation	lítilsháttar eftirvænting
slight disgust	lítilsháttar disgust
slight surprise	smávægileg óvart
slight trust	lítilsháttar traust
slightly	örlítið
slightly negative	lítillega neikvæð
slightly positive	aðeins jákvætt
slim	grannur
slime	slime
slimy	grannur
sling	sling
slingshot	slingshot
slink	slink
slinky	slinky
slip	miði
slipper	slipper
slippers	inniskór
slippery	sléttur
slit	slitið
sliver	sliver
slob	slob
slobber	slobber
slogan	slagorð
sloop	sloop
slop	NO TRANSLATION
slope	halla
sloppy	sloppy
slot	rifa
sloth	letidýr
slouch	slouch
slough	slough
slow	hægur
slowly	hægt
slowness	seiglu
sludge	seyru
slug	slug
slugger	slugger
sluggish	hægur
sluice	sljór
slum	slum
slumber	slumber
slump	lægð
slur	slur
slurp	slurp
slush	slush
slut	druslan
slutty	slæmt
sly	sly
smack	slá
small	lítill
smaller	minni
smallest	minnsta
smallpox	pokar
smart	klárt
smartass	smartass
smarten	smarten
smarty	smarty
smash	smash
smashed	brotinn
smattering	smattering
smear	smear
smell	lykt
smelling	lykta
smelly	eldsneyti
smelt	lyktist
smidgen	smidgen
smile	bros
smiled	brosti
smiles	brosir
smiley	broskalla
smiling	brosandi
smirk	smirk
smite	slá
smith	smiður
smithereens	smithereens
smitten	smitten
smock	smock
smog	Smog
smoke	reykur
smoker	reykir
smokey	smokey
smoking	reykingar
smoky	reyklaus
smoldering	smoldering
smooch	smooch
smooth	slétt
smoothie	smoothie
smoothly	slétt
smoothness	sléttleiki
smother	mýkja
smudge	blettur
smug	smug
smuggle	smygla
smuggler	smyglara
smuggling	smygla
smut	smut
snack	snarl
snacks	snakk
snafu	snafu
snag	snag
snags	snags
snail	snigill
snake	snákur
snakes	ormar
snakeskin	snakeskin
snap	smella
snapper	snapper
snappy	flottur
snapshot	skyndimynd
snare	snare
snarl	snarl
snarling	snarling
snatch	hrifsa
snatcher	snatcher
snazzy	snazzy
sneak	laumast
sneaker	sneaker
sneakers	strigaskór
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	hnerra
sneezing	hnerra
snicker	Snicker
snide	Snide
sniff	Sniff
snip	Snip
snipe	snipe
sniper	leyniskytta
snippet	stykki
snippy	snippy
snitch	snitch
snob	snob
snoop	Snoop
snoopy	Snoopy
snooty	snooty
snooze	blunda
snore	Snore
snorkel	snorkel
snort	Snort
snot	snot
snotty	snotty
snout	snout
snow	snjór
snowball	snjóbolti
snowboard	snjóbretti
snowboarder	snowboarder
snowday	snowday
snowfall	snjókoma
snowflake	snjókorn
snowing	snjór
snowmageddon	Snowmageddon
snowman	snjókall
snowplow	snjóplógur
snowstorm	snjóstormur
snowy	Snowy
snub	snub
snubbed	snubbed
snuff	neftóbak
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	drekka
soaked	Liggja í bleyti
soaking	liggja í bleyti
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sápu
soapbox	sápuboxur
soapy	sápu
soar	svífa
soaring	svífa
sob	NO TRANSLATION
sober	edrú
soblessed	NO TRANSLATION
sobriety	auðmýkt
soc	soc
soccer	fótbolta
sociable	félagsleg
social	félagsleg
socialanxiety	NO TRANSLATION
socialism	sósíalisma
socialist	sósíalista
socialite	félagslega
socialize	félagslegur
society	samfélag
sociology	félagsfræði
sociopath	sociopath
sock	sokkur
socket	fals
sod	gos
soda	gos
soda/pop	gos / popp
sodding	sótthreinsun
sodium	natríum
sofa	sófi
soft	mjúkt
softball	softball
soften	mýkja
softener	mýkingarefni
softening	mýkja
softly	mjúklega
softness	mýkt
software	hugbúnaður
soggy	soggy
sohappy	svo ánægð
soil	jarðvegur
soiled	óhrein
soiree	soiree
sojourn	dvelja
solace	þolinmæði
solar	sól
solarium	ljósabekk
solder	lóðmálmur
soldering	lóða
soldier	hermaður
sole	eini
solemn	hátíðlega
solicit	biðja um
solicitation	þráhyggju
solicitor	ráðgjafi
solid	fast
solidarity	samstöðu
solidification	solidification
solidified	solidified
solidify	solidify
solidity	solidity
solitaire	eingreypingur
solitary	eingöngu
solitude	einveru
solo	einleikur
solubility	leysni
soluble	leysanlegt
solucky	svo heppinn
solution	lausn
solve	leysa
solvency	gjaldþol
solvent	leysiefni
somad	NO TRANSLATION
somatic	somatic
somber	svangur
some anticipation	nokkur fyrirvænting
some disgust	sumir disgust
some surprise	sumir á óvart
some trust	nokkuð traust
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	nokkuð neikvætt
somewhat positive	nokkuð jákvætt
somuchtodo	NO TRANSLATION
son	sonur
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	lag
songwriter	söngvari
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	sót
soothe	róa
soothing	róandi
sophisticated	háþróuð
sophistication	fágun
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	sópran
sorcerer	galdramaður
sorcery	tannlækni
sordid	sordid
sore	sár
soready	sársauki
sorely	mikið
soreness	sársauki
sorghum	sorghum
sorority	sorority
sorrow	sorg
sorrowful	sorglegt
sorry	fyrirgefðu
sort	tegund
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	flokkun
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	svo hægt
sostressed	NO TRANSLATION
sosweet	svo sætt
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	sál
soulful	soulful
soulless	soulless
soulmate	sálufélagi
sound	hljóð
sounding	hljómandi
soundness	soundness
soundproof	hljóðeinangrað
soundtrack	hljóðrás
soup	súpa
sour	súr
source	uppspretta
sourpuss	sourpuss
south	suður
southbound	suðurleið
southeast	suðaustur
southern	suðurhluta
southpaw	southpaw
southwest	suðvestur
souvenir	minjagrip
sovereign	fullvalda
sovereignty	fullveldi
soviet	Sovétríkjanna
sow	sá
soy	soja
soy sauce	soja sósa
soybean	soybean
spa	spa
space	pláss
spacecraft	geimfar
spaceman	spaceman
spaceship	geimskip
spacing	bil
spacious	rúmgóð
spade	spaði
spaghetti	spaghettí
spam	ruslpóstur
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	sparnaður
spare	vara
spareribs	spareribs
sparingly	sparlega
spark	Neisti
sparkle	glitra
sparkling	glitrandi
sparkly	sparkly
sparring	sparring
sparrow	Sparrow
sparse	dreifður
spasm	krampi
spastic	spastic
spat	skeið
spatial	staðbundin
spatter	spatter
spatula	spaða
spawn	hrogna
spaz	spaz
speak	tala
speakeasy	speakeasy
speaker	ræðumaður
speakerphone	hátalara
speaking	tala
spear	spjót
spec	sérstakur
special	sérstakt
specialist	sérfræðingur
speciality	sérgrein
specialize	NO TRANSLATION
specially	sérstaklega
specialty	sérgrein
specie	NO TRANSLATION
species	tegundir
specific	sérstakur
specification	forskrift
specify	tilgreina
specimen	sýnishorn
speck	speck
speckled	speckled
specs	sérstakur
spectacle	sjón
spectacles	gleraugu
spectacular	stórkostlegt
spectator	áhorfandi
specter	Vofa
spectral	litróf
spectrometer	litrófsmælir
spectrophotometer	litrófsmælir
spectroscopy	litróf
spectrum	litróf
speculate	spá fyrir
speculation	vangaveltur
speculative	íhugandi
speculum	speculum
speech	ræðu
speechless	mállaus
speed	hraði
speedboat	hraði
speedily	skyndilega
speeding	hraðakstur
speedometer	hraðamælir
speedway	speedway
speedy	skjótur
spell	stafa
spellbound	spellbound
spelling	Stafsetning
spencer	Spencer
spend	eyða
spender	spender
spending	eyða
spent	eytt
sperm	sæði
spew	spew
sphere	kúla
spherical	kúlulaga
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	krydd
spicy	kryddaður
spider	kónguló
spiders	köngulær
spiffy	spiffy
spigot	spigot
spike	spike
spiked	spiked
spiky	spiky
spill	hella niður
spillin	NO TRANSLATION
spin	snúningur
spinach	spínat
spinal	mænu
spindle	Snælda
spine	hrygg
spineless	snúningslaus
spinner	spinner
spinning	snúast
spinster	spuna
spiny	spiny
spiral	spíral
spire	spire
spirit	andi
spirited	spirited
spirits	andar
spiritual	andleg
spirituality	andlegt
spit	spýta
spite	þrátt fyrir það
spiteful	spiteful
spitfire	spitfire
spittoon	spittoon
splash	skvetta
splat	splat
splatter	splatter
spleen	milta
splendid	glæsilegt
splendor	glæsileiki
splice	skera
spline	spline
splint	splint
splinter	splinter
split	skipta
splitting	kljúfa
splurge	splurge
spoil	spilla
spoiler	spoiler
spoiling	spilla
spoils	spilla
spoke	talaði
spoken	talað
spokesman	talsmaður
spokesperson	talsmaður
sponge	svampur
spongy	svampur
sponsor	styrktaraðili
sponsorship	kostun
spontaneity	spontaneity
spontaneous	hvatvís
spoof	skopstæling
spook	spook
spooky	skuggalegt
spool	spool
spoon	skeið
spoonful	skeið
sporadic	sporadic
spore	spore
sport	íþrótt
sporting	íþrótta
sports	íþróttir
sports car	sportbíll
sportsman	íþróttamaður
sportsmanship	íþróttamennsku
sportswriter	sportswriter
sporty	sportlegur
spot	blettur
spotless	spotless
spotlight	sviðsljósið
spotted	sást
spotter	spotter
spotty	spotty
spousal	spousal
spouse	maki
spout	túpa
sprain	sprain
sprawl	sprawl
spray	úða
spread	breiða út
spreader	spreader
spree	spree
spring	vor
springtime	vor
sprinkle	stökkva
sprinkler	sprinkler
sprinkling	stökkva
sprint	sprint
sprite	sprite
sprout	spíra
spruce	greni
spud	spud
spunk	spunk
spunky	spunky
spur	örva
spurious	spurious
spurred	spurred
spurt	spurt
spy	njósnari
squabble	squabble
squad	landsliðið
squadron	squadron
squall	squall
squamous	squamous
squander	sóa
square	ferningur
squash	leiðsögn
squat	húfur
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	kreista
squeezing	kreista
squelch	squelch
squid	smokkfiskur
squint	squint
squire	squire
squirm	squirm
squirrel	íkorna
squirt	squirt
squish	squish
squishy	squishy
stab	stunga
stabbed	stunginn
stability	stöðugleiki
stabilize	stöðugleika
stabilizer	stabilizer
stable	stöðugt
staccato	staccato
stack	stafli
stadium	völlinn
staff	starfsfólk
stag	stag
stage	stigi
stagecoach	leikskólakennari
stagehand	stigahandrit
stagger	stagger
staggering	yfirþyrmandi
stagnant	stöðnun
stagnation	stöðnun
staid	staid
stain	blettur
stained	blettur
stainless	ryðfríu
stair	stigi
staircase	stigi
stairs	stigi
stairway	stigi
stairwell	stigi
stake	hlut
stakeout	áhugamál
stale	gamall
stalemate	lágan tíma
stalk	stöng
stalker	stalker
stall	stall
stallion	hestur
stalls	fremstu sæti
stalwart	stalwart
stamina	þol
stamp	Stimpill
stampede	stampede
stance	aðhald
stand	standa
standard	staðall
standardize	staðla
standardized	staðlað
standby	biðstöðu
standing	standa
standoff	standoff
standpoint	sjónarmið
standstill	kyrrstöðu
standup	Stattu upp
stanza	stanza
staph	staph
staple	hefta
stapler	Heftari
star	stjörnu
star fruit	Stjörnuávöxtur
starboard	stjórnborð
starch	sterkju
stardom	stjarnan
stardust	Stardust
stare	stara
starfish	starfish
stargazing	stargazing
staring	starandi
stark	sterkur
starlet	starlet
starlight	stjörnuljós
starling	starling
starry	stjörnuhimininn
stars	stjörnur
starship	stjörnurskip
start	byrja
starter	ræsir
startle	skelfast
startled	skelfist
startling	hræðilegt
starvation	hungursneyð
starve	svelta
starved	svelta
starving	sveltandi
stash	stash
stat	stat
state	ríki
stately	ríkur
statement	yfirlýsing
stateroom	stateroom
stateside	stateside
statesman	forsætisráðherra
static	truflanir
staticky	NO TRANSLATION
statics	statics
station	stöð
stationary	kyrrstöðu
stationery	ritföng
statistic	tölfræði
statistical	tölfræðileg
statistician	tölfræðingur
stator	stator
statuary	statuary
statue	styttu
statuette	styttu
stature	vexti
status	stöðu
statute	lögum
statutory	lögbundin
staunch	staunch
stave	stafsetningu
stay	dvöl
stayaway	NO TRANSLATION
stayed	hélt áfram
stays	dvöl
stead	stað
steadfast	staðfastur
steady	stöðugt
steak	steik
steakhouse	steikhús
steal	stela
stealing	stela
stealth	laumuspil
stealthily	svolítið
stealthy	stealthy
steam	gufu
steamboat	gufubað
steamer	gufubað
