Word	ne
target	लक्ष्य
targeted	लक्षित
targeting	लक्ष्यीकरण
tariff	शुल्क
tarmac	tarmac
tarnish	तनहुँ
tarot	टैरो
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	कार्य
tassel	tassel
taste	स्वाद
tasteful	tasteful
tasteless	बेकार
tasting	चखाएको
tasty	स्वादिष्ट
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	टैटू
taught	सिकाउनुभयो
taunt	taunt
taupe	taupe
taut	taut
tavern	tavern
tawdry	Tawdry
tawny	tawny
tax	कर
taxed	कर लगाईयो
taxi	टैक्सी
taxicab	taxicab
taxonomy	वर्गीकरण
taxpayer	करदाता
tea	चिया
teach	सिकाउनु
teacher	शिक्षक
teaching	सिकाउने
teacup	teacup
teahouse	teahouse
teal	teal
team	टोली
teamjesus	NO TRANSLATION
teammate	समूह
teamwork	टोली कार्य
teapot	teapot
tear	आँसु
tearful	आँसु
tearsofjoy	NO TRANSLATION
teary	टाईरी
tease	छेउ
teaser	teaser
teasing	teasing
teaspoon	चम्मच
teat	teat
teatime	teatime
tech	प्रविधि
technical	technical
technicality	प्राविधिकता
technician	तकनीशियन
technique	प्रविधी
techno	techno
technological	प्राविधिक
technology	प्रविधि
ted	ted
teddy bear	टेड्डी बियर
tedious	अरोचक
tedium	टेडियम
tee	tee
teeming	छेउमा
teen	किशोर
teenage	किशोर
teenager	किशोरी
teens	किशोर
teensy	teensy
teeny	teeny
teeth	दाँत
teething	teething
teflon	teflon
telegram	टेलीग्राम
telegraph	टेलिग्राफ
telekinesis	telekinesis
telemetry	टेलीमेटरी
telepathic	टेलिपाथिक
telepathy	telepathy
telephone	टेलिफोन
telescope	telescope
telescopic	दूरबीन
telethon	telethon
teletype	टेलिलेट टाइप गर्नुहोस्
televised	टेलिभिजन
television	टेलीभिजन
tell	भन्नुहोस्
teller	टेलिभिजन
telling	बोल्दै
telltale	टेलिकल
temp	अस्थायी
temper	तापनि
tempera	स्वाद
temperament	स्वभाव
temperamental	स्वस्थ
temperance	तापक्रम
temperate	स्वस्थ
temperature	तापमान
tempered	रमाइलो लाग्यो
tempest	टेस्ट
template	टेम्पलेट
temple	मन्दिर
tempo	NO TRANSLATION
temporal	अस्थायी
temporarily	अस्थायी रूपमा
temporary	अस्थायी
tempt	प्रलोभन
temptation	प्रलोभन
tempting	प्रलोभन
temptress	temptress
ten	दस
tenable	टेबल
tenacious	tenacious
tenacity	दृढता
tenancy	किरायेदारी
tenant	किरायेदार
tend	गर्छन
tendency	प्रवृत्ति
tender	निविदा
tenderfoot	tenderfoot
tenderness	सहनशीलता
tending	बाँकि
tendon	tendon
tenement	दशैं
tenet	tenet
tenets	टेनिट्स
tenfold	गुनासो
tennis	टेनिस
tenor	tenor
tense	तनाव
tensile	tensile
tension	तनाव
tent	तम्बू
tentacle	tentacle
tentative	tentative
tenth	दसौं
tenths	दसौं
tenuous	निर्मल
tenure	कार्यकाल
tepee	tepee
tepid	टपड
tequila	टेक्ला
teriyaki	teriyaki
term	शब्द
terminal	टर्मिनल
terminate	समाप्त गर्नुहोस्
termination	समाप्ति
terminator	टर्मिनेटर
terminology	शब्द विज्ञान
terminus	टर्मिनस
termite	टर्मिनल
terms	सर्तहरू
tern	टर्न
ternary	ternary
terrace	छत
terrain	इलाका
terrestrial	स्थलीय
terrible	भयानक
terribly	अत्यन्तै
terrier	टेरियर
terrific	भयानक
terrified	डरलाग्दो
terrifies	भयानक
terrify	भयानक
terrifying	डरलाग्दो
territorial	क्षेत्रीय
territory	क्षेत्र
terror	आतंकवाद
terrorism	आतंकवाद
terrorist	आतंकवाद
terrorists	आतंकवाद
terrorize	डरलाग्दो
terse	तल्लो
tertiary	तृतीय
test	परीक्षण
testament	testament
testicle	testicle
testicular	testicular
testify	गवाही दिनुहोस्
testimonial	प्रशंसापत्र
testimony	गवाही
testosterone	टेस्टोस्टेरोन
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tethered
tetrahedral	tetrahedral
text	पाठ
textbook	पाठपुस्तिका
textile	कपडा
textural	textural
texture	बनावट
tgif	tgif
thank	धन्यवाद
thankful	धन्यबाद
thankgod	धन्यवाद
thanking	धन्यवाद
thankless	धन्यवाद
thanks	धन्यवाद
thanksalot	NO TRANSLATION
thanksgiving	धन्यवाद
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ठुलो
theater	थिएटर
theatrical	थिएटर
theatrics	theatrics
thebest	सबै भन्दा राम्रो
theft	चोरी
theism	यसवाद
theistic	यथार्थवादी
thelife	जीवन
thelittlethings	NO TRANSLATION
theme	विषय
theocracy	theocracy
theocratic	ईश्वर
theologian	धर्मशास्त्र
theological	धर्मशास्त्र
theology	धर्मशास्त्र
theorem	theorem
theoretical	सैद्धान्तिक
theory	सिद्धान्त
therapeutic	चिकित्सक
therapeutics	चिकित्सा विज्ञान
therapist	चिकित्सक
therapy	चिकित्सा
thereabouts	त्यहाँ
thereof	यसको
therewith	यसैले
thermal	थर्मल
thermocouple	thermocouple
thermodynamics	तापक्रम
thermometer	थर्मामीटर
thermos	thermos
thermostat	थर्मोस्टेट
thesaurus	thesaurus
thesis	थीसिस
thick	मोटो
thicken	मोटो लाग्यो
thickening	तातो
thicket	thicket
thickness	मोटाई
thief	चोर
thigh	जांघ
thimble	thimble
thin	पतला
thing	चीज
things	चीजहरू
thingy	चीज
think	सोच्नुहोस्
thinker	विचारक
thinking	सोच
third	तेस्रो
thirds	तेस्रो
thirst	तिर्खा
thirsty	तिर्खा
thirteen	तेरह
thirteenth	thirenthenth
thirty	तीस
thistle	थिस्टल
thither	त्यहाँ
thong	thong
thorn	कांडा
thorny	काँडा
thorough	ठिकै
thoroughbred	सुन्दरी
thoroughfare	बाटो
thought	सोचे
thoughtful	विचारशील
thoughtfulness	सोचे
thoughtless	सोचेको छैन
thoughts	विचारहरू
thousand	हजार
thrash	बलात्कार
thread	थ्रेड
threat	खतरा
threaten	खतरा
threatened	खतरा भयो
threatening	धम्कयाउने
three	तीन
threefold	तीन गुना
threesome	त्रिगुट
thresh	ताल
threshold	थ्रेसहोल्ड
thrice	थिच्नुहोस्
thrift	चोर
thrifty	थोरै
thrill	रोमांच
thrilled	रोमांचित
thriller	थ्रिलर
thrilling	रोमाञ्चक
thrive	दबाब
thriving	व्यस्त
throat	गला
throb	ठुलो
throbbing	धम्की
throes	थोरै
throne	सिंहासन
throng	थोरै
throttle	थोरै
throw	फाल्नु
throwback	फ्याटब्याक
thrower	फेंकनेवाला
thrown	फेंकिएको छ
thrush	थोरै
thrust	जोर
thruster	सिंहासस्टर
thud	thud
thug	thug
thumb	औंठी
thumbprint	औंठी छाप
thump	थम्बनेल
thumper	थम्बनेल
thumping	थोरै
thunder	गोरखा
thunderbolt	thunderbolt
thunderclap	thunderclap
thundering	गोरखा
thunderstorm	बृहस्पतिवार
thunderstruck	हावा
thwart	थिच्नुहोस्
thx	thx
thyme	थिम
thyroid	थाइरोइड
tiara	tiara
tibia	tibia
tic	tic
tick	टिक
ticked	टाउको
ticker	टिकर
ticket	टिकट
tickle	टकटल
tickled	टंक गरिएको
ticklish	ticklish
tidal	ज्वरो
tidal wave	समुन्द्री लहर
tidbit	tidbit
tide	लुकाउनु
tidings	समाचार
tidy	स्पष्ट
tie	टाई
tier	tier
tiff	tiff
tiger	बाघ
tighten	कडा
tightness	दृढता
tightrope	tightrope
tights	टाइट्स
tilde	tilde
tile	टाइल
tiling	टेबल
till	NO TRANSLATION
tillage	कलेज
tiller	तीर
tilt	झुकाव
tilting	tilting
timber	काठ
timberland	काठमाण्डौ
timbre	टिमर
time	समय
timeless	समयहीन
timeliness	समयहीनता
timely	समयमै
timeout	समय सकियो
timepiece	टाइमपिस
timer	टाइमर
times	पटक
timetable	समय तालिका
timewasters	NO TRANSLATION
timid	डिसिड
timidity	चिसोपन
timing	समय
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	टिंग
tingle	टिंगल
tingling	टिंगलिंग
tinker	tinker
tinkering	टंकर गर्दै
tinkle	NO TRANSLATION
tinkling	झिक्दै
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	सानो
tip	टिप
tipper	टिपर
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	टायर
tired	थकित
tiredness	थकित
tiredofit	NO TRANSLATION
tireless	टायरलेस
tiresome	टायरोम
tiring	tiring
tissue	ऊतक
tistheseason	NO TRANSLATION
tit	टाइट
titan	टाइटन
titanic	टाइटैनिक
titanium	टाइटेनियम
tithe	टाइटे
title	शीर्षक
titled	शीर्षक
titty	titty
titular	NO TRANSLATION
toad	toad
toast	तताएको पाउरोटी
toaster	टोस्टर
toasty	toasty
tobacco	तंबाकू
toby	ट्राफिक
tod	tod
today	आज
toddler	बच्चा
toe	पैर
toenail	toenail
toffee	मिठाई
tofu	tofu
toga	NO TRANSLATION
together	एक साथ
togetherness	एकता
toil	तिल
toilet	शौचालय
toils	दलहरू
token	टोकन
tolerable	सहनशीलता
tolerance	सहनशीलता
tolerant	सहनशील
tolerate	सहन
toleration	सहनशीलता
toll	टोल
tomahawk	टमाहॉक
tomato	टमाटर
tomatoes	टमाटर
tomb	कब्र
tombstone	कब्र
tomcat	टमाटर
tome	मेरो लागी
tomorrow	भोलि
ton	NO TRANSLATION
tone	टोन
toner	टोनर
tong	NO TRANSLATION
tongs	tongs
tongue	जीभ
tonic	tonic
tonnage	टननगर
tonsils	tonsils
toocold	NO TRANSLATION
tool	उपकरण
toolbox	उपकरणबाकस
tooling	औजार
toomuchtodo	NO TRANSLATION
toot	टोट
tooth	दाँत
toothache	दाँतको दुखाइको
toothbrush	टूथब्रश
toothed	टुट्यो
toothless	दैनिकी
toothpaste	टूथपेस्ट
toothpick	टूथपिक
toots	टोट्स
top	माथि
topaz	topaz
topic	विषय
topical	सामरिक
topless	बेपत्ता
topographic	शीर्षोग्राफिक
topographical	ट्राफिकिकल
topography	टोपोग्राफी
topple	माथिल्लो
topside	माथिल्लो भाग
tor	tor
torch	मशाल
torment	पीडा
tormented	सताए
torn	टढ्यो
tornado	tornado
torpedo	torpedo
torque	टोकक
torrent	torrent
torrid	torrid
torsion	टोरियन
torso	torso
tort	अत्याचार
tortious	आक्रामक
tortoise	कछुवा
tortuous	अत्याचार
torture	यातना
tortured	अत्याचार
toss	टस
tot	NO TRANSLATION
total	कुल
totality	कुलता
totally	पुरा तरिकाले
tote	टाइट
totem	totem
touch	छुनुहोस्
touchdown	touchdown
touched	छोयो
touching	छोइरहनु
touchy	छुट्याउने
tough	कठिन
toughen	कडा
toughness	कठोरता
toupee	toupee
tour	यात्रा
tourism	पर्यटन
tourist	पर्यटक
tourmaline	tourmaline
tournament	टूर्नामेंट
tourniquet	टर्नक्कैट
tout	NO TRANSLATION
tow	tow
towel	तौलिया
tower	टवर
towering	टावर
town	शहर
townhouse	सहर
township	सहर
townspeople	नगरपालिका
toxic	विषैले
toxicity	विषाक्तता
toxicology	toxicology
toxin	toxin
toy	खिलौना
toymaker	टमामकर
trace	ट्रेस गर्नुहोस्
traceable	ट्रेस गर्न योग्य
tracer	ट्रेलर
traces	निशानहरू
trachea	trachea
tracing	ट्रेसिंग
track	ट्रयाक गर्नुहोस्
tracker	ट्रयाकर
tract	बाटो
tractable	ट्राफिक
traction	कर्षण
tractor	ट्र्याक्टर
trade	व्यापार
trademark	ट्रेडमार्क
trader	व्यापारी
tradesman	व्यापारिक
trading	व्यापार
tradition	परम्परागत
traditional	पारंपरिक
traffic	यातायात
traffic light	ट्राफिक लाइट
trafficking	ट्राफिकिंग
tragedies	त्रास
tragedy	त्रासदी
tragic	दुखाइ
trail	ट्रेल
trailer	ट्रेलर
train	रेल
train set	रेल सेट
trained	प्रशिक्षित
trainee	प्रशिक्षक
trainer	प्रशिक्षक
training	प्रशिक्षण
trait	लक्षण
traitor	गुप्तचर
traitorous	खतरनाक
trajectory	प्रक्षेपण
tram	ट्राम
tramp	ट्रम्प
trample	चलन
trampoline	trampoline
tramway	ट्रामवे
trance	ट्रान्स
tranquil	tranquil
tranquility	शांति
tranquilizer	tranquilizer
transact	transact
transaction	लेनदेन
transatlantic	transatlantic
transceiver	ट्रान्ससीवर
transcend	transcend
transcendence	संक्रमण
transcendent	पारदर्शी
transcendental	transcendental
transcribe	अनुवाद गर्नुहोस्
transcriber	ट्रान्सक्रिप्ट
transcript	ट्रान्सक्रिप्ट
transcription	प्रतिलेखन
transfer	स्थानान्तरण गर्नुहोस्
transference	पारदर्शिता
transferred	हस्तान्तरण गरियो
transfixed	transfixed
transform	परिवर्तन गर्नुहोस्
transformation	परिवर्तन
transformer	ट्रांसफर्मर
transfusion	ट्रांसफ्यूजन
transgression	अपराध
transient	क्षणिक
transistor	ट्रांजिस्टर
transit	ट्रान्जिट
transition	संक्रमण
transitional	संक्रमणकालीन
transitive	पारदर्शी
transitory	पारगमन
translate	अनुवाद गर्नुहोस्
translation	अनुवाद
translator	अनुवादक
translocation	अनुवाद
translucent	पारदर्शी
transmission	प्रसारण
transmit	प्रसारण गर्नुहोस्
transmitter	ट्रांसमीटर
transmutation	ट्रांसमिशन
transom	transom
transparency	पारदर्शिता
transparent	पारदर्शी
transplant	प्रत्यारोपण
transplantation	प्रत्यारोपण
transponder	ट्राफिकुन्डर
transport	यातायात
transportation	यातायात
transporter	ट्रांसपोर्टर
transpose	स्थानान्तरण गर्नुहोस्
transposition	transposition
transsexual	transsexual
transverse	transverse
transvestite	transvestite
trap	जाल
trapdoor	ट्राभर्सर
trapeze	trapeze
trapped	फन्दामा
trapper	जाल
trapping	फराकिलो
trappings	trappings
traps	जाल
trash	रद्दीटोकरी
trashy	रद्दी
trauma	trauma
traumatic	संक्रामक
travail	NO TRANSLATION
travel	यात्रा
traveler	यात्री
traveling	यात्रा गर्दै
traverse	उल्टो
travesty	प्रत्याशित
trawl	trawl
trawler	ट्रेलर
tray	ट्रे
treacherous	धोखाधडी
treachery	चकलेट
tread	रोकिन्छ
treadmill	ट्रेडमिल
treason	खजाना
treasure	खजाना
treasured	खसेको छ
treasurer	खजानेवाला
treasures	खजाने
treasury	खजाना
treat	उपचार
treatable	उपचार योग्य
treatise	क्यान्सर
treatment	उपचार
treaty	संधि
treble	खराबी
tree	रूख
trees	रूखहरू
trek	trek
trellis	trellis
tremble	चिन्ता
trembling	तामाङ
tremendous	अथाह
tremendously	अत्यन्तै
tremor	कम्पन
trench	खरानी
trend	प्रवृत्ति
trending	प्रचलन
trendy	trendy
trepidation	खराबी
trespass	टेसपास
triad	triad
triage	triage
trial	परीक्षण
triangle	त्रिकोण
triangular	त्रिकोण
triangulate	त्रिकोण
triathlon	triathlon
tribal	आदिवासी
tribe	जनक
tribulation	संकट
tribunal	ट्रिब्युनल
tribune	tribune
tributary	Tributary
tribute	श्रद्धांजलि
trick	चाल
trickery	चकलेट
trickle	चल्दैन
trickster	trickster
tricky	कठोर
tricycle	tricycle
trident	ट्रिजन
trifle	trifle
trifling	trifling
trig	ट्रिगर
trigger	ट्रिगर
trigonometry	त्रिकोणमिति
trillion	ट्रिलियन
trilogy	त्रयी
trim	ट्रिम
trimester	ट्रिमिस्टर
trimmer	ट्रिमर
trimming	ट्रिमिंग
trine	ट्राइन
trinity	ट्रिनिटी
trinket	ट्रिंकसेट
trio	trio
trip	यात्रा
tripartite	ट्रार्टर्टाइट
tripe	यात्रा
triple	ट्रिपल
triplet	ट्रिपल
triplicate	तीन पटक
tripod	तिपाई
tripping	ट्रिपिंग
trite	ट्राइट
tritium	ट्रिटियम
triumph	विजयी
triumphant	विजयी
trivia	trivia
trivial	सानो
troll	troll
trolley	ट्रली
trombone	ट्रोमोन
troop	सेना
trooper	trooper
troops	सेना
trophy	ट्रफी
tropic	tropic
tropical	tropical
tropics	ट्रोटिक्स
trot	ट्रट
trouble	समस्या
troubled	परेशान
troublemaker	troublemaker
troubles	समस्याहरू
troublesome	परेशानी
trough	गर्त
troupe	समूह
trousers	पतलून
trout	ट्राउटआउट
trowel	trowel
truce	ट्रूस
truck	ट्रक
trucker	ट्रकर
truckload	ट्रकलोड
truculent	ट्युकुलेन्ट
true	सही
truelove	सच्चा प्रेम
truffle	truffle
truism	ट्रुज
trump	ट्रम्प
trumpet	तुरही
trumpeter	ट्रम्पेटर
truncate	ट्रंक
truncated	काटिएको छ
trundle	ट्रन्डल
trunk	ट्रंक
truss	ट्रस
trust	विश्वास गर्नुहोस्
trustee	ट्रफी
trusting	भरोसा गर्दै
trustworthy	विश्वसनीय
trusty	विश्वसनीय
truth	सत्य
truthful	सच्चा
truthfulness	सत्यता
try	प्रयास गर्नुहोस्
tryout	चलाएर हेर्नु
tryouts	tryouts
tsunami	सुनामी
tub	टब
tuba	tuba
tubby	Tubby
tube	ट्यूब
tuberculosis	तपेदिक
tubing	टयूबिंग
tubular	ट्यूबलर
tubule	tubule
tuck	टक
tucker	tucker
tuesday	मंगलवार
tufted	Tufted
tug	tug
tugboat	tugboat
tuition	शिक्षण
tulip	tulip
tumble	टमाटर
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	पेट
tumor	ट्यूमर
tumour	ट्यूमर
tumult	ट्युल्ट गर्नुहोस्
tumultuous	गुमनाम
tun	NO TRANSLATION
tuna	ट्यूना
tunable	tunable
tune	धुन
tunic	tunic
tuning	ट्यूनिंग
tunnel	सुरंग
turban	टर्बन
turbidity	turbidity
turbine	टर्बाइन
turbo	टर्बो
turbulence	अशांति
turbulent	असंगत
turd	turd
turf	turf
turkey	टर्की
turmeric	हल्का
turmoil	विफलता
turn	घुमाउनुहोस्
turnaround	turnaround
turned	बदल्यो
turning	turning
turnip	टिपिप
turnkey	टर्नकी
turnoff	NO TRANSLATION
turnout	टर्नआउट
turnover	कारोबार
turnpike	turnpike
turntable	turntable
turpentine	turpentine
turquoise	फेरीज
turret	ब्रेक्रेट
turtle	कछुआ
turtleneck	कछुआ
tussle	tussle
tutelage	टटेल
tutor	ट्यूटर
tutoring	पढाउने
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	जमिन
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	ट्वीटर
tweezers	चिन्ता
twelfth	चौथोौं
twelve	बाह्र
twentieth	twentieth
twenty	बीस
twerp	twerp
twig	टाउको
twilight	गोधूलि
twill	जुत्ता
twin	जुत्ता
twine	ट्विन
twinge	जुलुस
twinkle	ट्विंकल
twins	जुत्ताहरू
twirl	घुमाउरो
twist	मोड़
twisted	मुड़िएको
twister	ट्विस्टर
twit	twit
twitch	चुरोट
twitching	घाइते
twitchy	घाइते
two	दुई
two step	दुई कदम
twofaced	NO TRANSLATION
twofold	दुई गुणा
twosome	twosome
tycoon	tycoon
tyke	tyke
type	टाइप गर्नुहोस्
typewriter	टाइपराइटर
typhoid	typhoid
typhoon	typhoon
typical	सामान्य
typically	सामान्यतया
typist	टाइपस्ट
typo	typo
typography	टाइपोग्राफी
tyrannical	अतिक्रमण
tyranny	tyranny
tyrant	विवादास्पद
tyre	टायर
ubiquitous	हुदैछ
ubiquity	ubiquity
ugliness	असुरक्षित
ugly	बदसूरत
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulcer
ulterior	अल्ट्रायर
ultimate	अंतिम
ultimately	अन्ततः
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	अल्ट्रासाउन्ड
ultraviolet	पराबैंगनी
umbilical	नम्र
umbra	umbra
umbrella	छाता
umpire	umpire
umpteen	umpteen
unabashed	असक्षम भयो
unabated	अनायास भयो
unable	असक्षम
unacceptable	अस्वीकार्य
unaccompanied	असहयोग
unaccountable	अयोग्य
unaccounted	अयोग्य
unacknowledged	नपढिएको छ
unadulterated	unadulterated
unaffected	अप्रत्याशित
unafraid	अचम्म
unaided	unaided
unaltered	असंख्य
unambiguous	अस्पष्ट
unanimity	एकता
unanimous	एकमत
unanimously	एकमत
unannounced	अप्रत्याशित
unanswered	जवाफ दिए
unanticipated	अप्रत्याशित
unappreciated	अनुचित
unapproved	अस्वीकृत
unarmed	बेपत्ता
unassisted	असम्बद्ध
unassuming	बेरोजगार
unattached	अचम्म लागेन
unattainable	असामान्य
unattended	अप्रत्याशित
unattractive	अपूर्ण
unauthorized	अनधिकृत
unavailable	उपलब्ध छैन
unavoidable	अपरिहार्य
unaware	अनजान
unbalanced	असंगलित
unbearable	असहनीय
unbeatable	निष्पक्ष
unbeaten	असहमत
unbecoming	बेकार
unbelief	अविश्वास
unbelievable	अविश्वसनीय
unbiased	निष्पक्ष
unborn	अनुहार
unbound	अनबाउन्ड
unbounded	घिमिरे
unbreakable	अनावश्यक
unbridled	बेग्लै
unbroken	विच्छेद
unbutton	unbutton
uncalled	uncalled
uncanny	uncanny
uncaring	बेकार
uncensured	NO TRANSLATION
uncertain	अनिश्चित
uncertainty	अनिश्चितता
unchallenged	असन्तुष्ट
unchangeable	अपरिवर्तनीय
unchanged	अपरिवर्तित
uncharted	अज्ञात
uncherished	NO TRANSLATION
uncivilized	अनाज
unclaimed	लावारिस
uncle	चाचा
unclean	अशुद्ध
unclear	अस्पष्ट
uncomfortable	असहज
uncommon	असामान्य
uncommonly	असामान्य रूप देखि
uncomplicated	असामान्य
uncompromising	असम्भव
unconcerned	असंगत
unconditional	बिना शर्त
unconfirmed	असंगत
unconnected	विच्छेदन
unconscionable	असहज
unconscious	अलौकिक
unconsciousness	असमानता
unconstitutional	असंवैधानिक
unconstrained	असंगत
uncontested	बेन्च गरिएको
uncontrollable	अनियमित
uncontrolled	अनियन्त्रित
unconventional	पारंपरिक
unconvinced	असंगत
unconvincing	अनकोनसिंङ
uncooked	बिना
uncooperative	सहकारी
uncorrelated	uncorrelated
uncouth	uncouth
uncover	उजागर
uncritical	अनौठो
uncut	uncut
undead	undead
undecided	अज्ञात
undefeated	अज्ञात
undefined	अपरिभाषित
undeniable	undeniable
underage	तल
underbelly	अध्यागमन
undercover	ओभरकोभर
undercurrent	undercurrent
underdog	कमजोरी
underestimate	कम
undergo	गुजारा
undergraduate	स्नातक
underground	भूमिगत
underhanded	underhanded
underlay	रेखांकन
underlie	underlie
underline	रेखांकन
underlying	अन्तर्वार्ता
undermine	कमजोर छ
undermined	घट्यो
underneath	तल
underpaid	underpaid
underpants	बिरुवाहरू
underprivileged	अल्पसंख्यक
underrated	घटाइएको
underscore	underscore
undersea	undersea
undersecretary	undersecretary
undersized	undersized
understaffed	बुझ्दैन
understand	बुझ्न
understandable	बुझ्न सकिने
understanding	बुझ्न
understatement	विचलन
understood	बुझ्यो
understudy	समझदार
undertake	लिनुहोस्
undertaker	undertaker
undertaking	उपन्यास
undertow	उपन्यास
underwear	अंडरवियर
underwood	underwood
underworld	अन्तर्वार्ता
underwrite	अन्तर्वार्ता
underwriter	रेखाचित्र
undeserved	undeserved
undesirable	अवांछनीय
undesired	undesired
undetectable	undetectable
undetected	undetected
undetermined	अज्ञात
undeveloped	undeveloped
undignified	अपरिचित
undirected	पूर्वनिर्धारित
undisclosed	अज्ञात
undiscovered	अज्ञात
undisputed	अज्ञात
undisturbed	undisturbed
undivided	undivided
undo	पूर्ववत गर्नुहोस्
undoing	अनावश्यक
undoubted	अज्ञात
undress	अत्याचार
undressed	कपडा
undue	अनावश्यक
undying	undying
unearned	अज्ञात
unearth	पत्ता लगाउनुहोस्
uneasiness	असहयोग
uneasy	असहज
uneducated	अपरिचित
unemployed	बेरोजगार
unemployment	बेरोजगारी
unencumbered	असंगत
unending	अनन्त
unequal	असमान
unequalled	असम्बल
unequivocal	असहयोग
unequivocally	असामान्य रूप देखि
unethical	अनैतिक
uneven	असमान
uneventful	अनावश्यक
unexpected	अप्रत्याशित
unexpectedly	अप्रत्याशित रूपमा
unexplainable	अपरिहार्य
unexplained	अपरिचित
unexplored	अपरिचित
unfailing	अयोग्य
unfair	अनुचित
unfairness	अन्याय
unfaithful	अविश्वसनीय
unfamiliar	अपरिचित
unfavorable	अनुचित
unfeeling	अयोग्य
unfettered	अज्ञात
unfinished	अधूरो
unfit	अयोग्य
unflinching	अनलाईन
unfold	खुला
unfollow	अधुरो
unforeseen	अप्रत्याशित
unforgettable	अविस्मरणीय
unforgivable	अयोग्य
unforgiving	माफ गर्नुहोला
unfortunate	दुर्भाग्यवश
unfortunately	दुर्भाग्यवश
unfounded	अज्ञात
unfreeze	अयोग्य
unfriendly	अनैतिक रूपमा
unfulfilled	असुरक्षित
unfurnished	अधूरो
unglued	बेग्लै
ungodly	अनौठो
ungrateful	कृतज्ञता
unguarded	गजल
unhand	NO TRANSLATION
unhappiness	अप्ठ्यारो
unhappy	दुखी
unharmed	हानिकारक
unhealthy	अस्वस्थ
unheard	बेवास्ता गर्नुहोस्
unhelpful	बेइमानी
unhindered	अज्ञात
unholy	अप्ठ्यारो
unhook	अचम्म
unicorn	गेंडा
unidentified	अज्ञात
unification	एकीकरण
unified	एकीकृत
uniform	वर्दी
uniformed	वर्दी
uniformity	एकरूपता
uniformly	समान रूपमा
unimaginable	असीमित
unimpeachable	unimpepeachable
unimpeached	unimpeached
unimportant	उल्लेखनीय
unimpressed	असन्तुष्ट
unimproved	अपरिचित
uninfected	अज्ञात
uninformed	अनावरण
uninhabited	अप्रत्याशित
uninitiated	अनन्त
uninspired	अज्ञात
unintelligible	अयोग्य
unintended	अनियमित
unintentional	अनियमित
unintentionally	अहिल्यै
uninterested	अप्रत्याशित
uninteresting	बेवास्ता
uninterrupted	विपरित
uninvited	असीमित
union	संघ
unique	अद्वितीय
unisex	अनिसक्स
unison	एकजना
unit	एकाइ
unitary	एकता
unite	एकजुट गर्नुहोस्
united	एकीकृत
unity	एकता
universal	सार्वभौमिक
universality	सार्वभौमिकता
universe	ब्रह्मांड
university	विश्वविद्यालय
unjust	अन्याय
unjustifiable	अयोग्य
unjustified	अपमानित
unkind	निर्दोष
unknowable	अयोग्य
unknown	अज्ञात
unlawful	अवैध
unleash	खाली गर्नुहोस्
unlicensed	अनियमित
unlike	यसको विपरीत
unlikely	सम्भव छैन
unlimited	असीमित
unlisted	असूचीगत
unload	अनलोड गर्नुहोस्
unloaded	अनलोड गरियो
unlock	अनलक गर्नुहोस्
unlucky	असीमित
unmanageable	अपमानजनक
unmanned	अपमानित
unmarked	चिन्ह लगाइयो
unmarried	अविवाहित
unmask	खोल्नुहोस्
unmatched	बेजोड
unmistakable	अज्ञात
unmitigated	अनियमित
unmoved	मन परेन
unnamed	अज्ञात
unnatural	अलौकिक
unnecessary	अनावश्यक
unneeded	अप्रत्याशित
unnoticed	नचिन्नुहोस्
unnumbered	अप्रत्याशित
unobserved	unobserved
unobstructed	असहज
unobtrusive	अपरिवर्तनीय
unoccupied	अज्ञात
unofficial	अनौपचारिक
unopened	खोलिएको छैन
unopposed	अप्रत्याशित
unordered	अज्ञात
unorganised	अज्ञात
unorganized	अज्ञात
unorthodox	अप्रत्याशित
unpack	अनप्याक गर्नुहोस्
unpaid	अप्रत्यक्ष
unparalleled	अद्वितीय
unpleasant	अप्रिय
unpleasantness	अप्रियता
unplug	अनप्लग गर्नुहोस्
unplugged	अनप्लग भयो
unpopular	अनप्रोलिक
unprecedented	अभूतपूर्व
unpredictable	अप्रत्याशित
unprepared	तयार
unpretentious	अनौठो
unproductive	अनुपयुक्त
unprofessional	अप्रत्याशित
unprofitable	अनुपयुक्त
unprotected	अप्रत्याशित
unproven	अधुरो
unprovoked	अप्रत्याशित
unpublished	अप्रकाशित
unpunished	अधूरो
unqualified	अयोग्य
unquestionable	अयोग्य
unquestionably	सायद
unquestioned	असहमत
unquote	अयोग्य
