Word	zh-TW
spectrum	光譜
speculate	推測
speculation	推測
speculative	投機
speculum	窺器
speech	言語
speechless	說不出話來
speed	速度
speedboat	快艇
speedily	趕緊
speeding	超速
speedometer	車速表
speedway	高速公路
speedy	迅速
spell	拼寫
spellbound	敗興而歸
spelling	拼字
spencer	斯賓塞
spend	花
spender	富豪
spending	開支
spent	花費
sperm	精子
spew	噴
sphere	領域
spherical	球形
sphincter	括約肌
sphinx	獅身人面像
spic	穗
spice	香料
spicy	辣
spider	蜘蛛
spiders	蜘蛛
spiffy	漂亮
spigot	塞子
spike	穗
spiked	釘
spiky	高低不平
spill	灑
spillin	NO TRANSLATION
spin	紡
spinach	菠菜
spinal	脊
spindle	紡錘
spine	脊柱
spineless	骨氣
spinner	微調
spinning	紡織
spinster	獨身主義者
spiny	多刺
spiral	螺旋
spire	尖塔
spirit	精神
spirited	烈性
spirits	酒
spiritual	精神
spirituality	靈性
spit	吐
spite	儘管
spiteful	刻毒
spitfire	噴吐火焰者
spittoon	痰盂
splash	濺
splat	圖示
splatter	飛濺
spleen	脾
splendid	燦爛
splendor	輝
splice	拼接
spline	仿樣
splint	夾板
splinter	碎片
split	分裂
splitting	分裂
splurge	揮霍
spoil	溺愛
spoiler	擾流板
spoiling	溺愛
spoils	分贓
spoke	輻
spoken	說
spokesman	發言人
spokesperson	發言人
sponge	海綿
spongy	海綿狀
sponsor	贊助
sponsorship	贊助
spontaneity	自發性
spontaneous	自發
spoof	欺騙
spook	間諜
spooky	幽靈般的
spool	卷
spoon	勺
spoonful	一匙
sporadic	零星的
spore	孢子
sport	運動
sporting	運動的
sports	體育
sports car	跑車
sportsman	運動員
sportsmanship	體育
sportswriter	體育記者
sporty	運動型
spot	點
spotless	一塵不染
spotlight	聚光燈
spotted	斑
spotter	去污劑
spotty	參差不齊
spousal	配偶
spouse	伴侶
spout	噴口
sprain	扭傷
sprawl	蔓生
spray	噴霧
spread	傳播
spreader	吊具
spree	大禮包
spring	彈簧
springtime	春天
sprinkle	撒
sprinkler	灑水車
sprinkling	噴
sprint	短跑
sprite	精靈
sprout	發芽
spruce	雲杉
spud	開鑽
spunk	膽量
spunky	容易發怒
spur	骨刺
spurious	偽
spurred	刺激
spurt	噴
spy	間諜
squabble	爭吵
squad	隊
squadron	隊
squall	颮
squamous	鱗狀
squander	揮霍
square	廣場
squash	壁球
squat	蹲
squatter	棚戶區
squaw	斯闊
squawk	發牢騷
squeak	吱
squeaky	吱吱
squeal	尖叫
squealer	鳴聲
squeamish	過於拘謹的
squeeze	擠
squeezing	擠壓
squelch	嘩啦嘩啦地
squid	烏賊
squint	瞇
squire	鄉紳
squirm	蠕動
squirrel	松鼠
squirt	噴出
squish	果醬
squishy	糊狀的
stab	刺
stabbed	被刺
stability	穩定性
stabilize	穩定
stabilizer	穩定劑
stable	穩定
staccato	斷奏
stack	堆
stadium	體育場
staff	員工
stag	麈
stage	階段
stagecoach	驛馬
stagehand	舞台管理
stagger	錯開
staggering	踉蹌
stagnant	滯
stagnation	停滯
staid	穩重
stain	弄髒
stained	染色
stainless	不銹
stair	樓梯
staircase	樓梯
stairs	樓梯
stairway	樓梯
stairwell	樓梯間
stake	賭注
stakeout	放樣
stale	陳舊
stalemate	僵持
stalk	莖
stalker	死纏爛打
stall	攤子
stallion	騭
stalls	攤位
stalwart	偉岸
stamina	耐力
stamp	郵票
stampede	踩踏
stance	姿態
stand	站
standard	標準
standardize	規範
standardized	標準化
standby	支持
standing	常設
standoff	對峙
standpoint	立場
standstill	停頓
standup	站起來
stanza	節
staph	金黃色葡萄球菌
staple	釘書針
stapler	訂書機
star	星
star fruit	楊桃
starboard	右舷
starch	澱粉
stardom	明星
stardust	星塵
stare	盯
starfish	海星
stargazing	觀星
staring	凝視
stark	與之形成鮮明
starlet	明星
starlight	星光
starling	歐椋鳥
starry	星光燦爛
stars	明星
starship	星河
start	開始
starter	起動機
startle	驚嚇
startled	怔
startling	觸目驚心
starvation	飢餓
starve	餓死
starved	飢餓
starving	挨餓
stash	藏
stat	統計
state	州
stately	莊嚴
statement	聲明
stateroom	客艙
stateside	美國本土
statesman	政治家
static	靜態的
staticky	NO TRANSLATION
statics	靜力學
station	站
stationary	靜止的
stationery	文具
statistic	統計
statistical	統計
statistician	統計員
stator	定子
statuary	雕像
statue	雕像
statuette	塑像
stature	身材
status	狀態
statute	法令
statutory	法定的
staunch	堅定
stave	譜表
stay	留
stayaway	NO TRANSLATION
stayed	住
stays	入住
stead	代替
steadfast	堅定
steady	穩定
steak	牛扒
steakhouse	牛排屋
steal	偷
stealing	偷竊行為
stealth	隱形
stealthily	偷偷地
stealthy	鬼鬼祟祟
steam	蒸汽
steamboat	汽船
steamer	汽船
steaming	騰騰
steamroller	壓路機
steamship	輪船
steamy	潮濕
steel	鋼
steep	陡
steeple	尖頂
steer	駕駛
steering	操舵
stellar	恆星
stem	幹
stench	惡臭
stencil	模版
stenographer	速記員
step	步
stepdaughter	繼女
stepfather	後爹
stepmother	後媽
steppe	草原
steps	腳步
stepson	繼子
stereo	立體聲
stereoscopic	立體
stereotype	鉛板
stereotyped	陳規
sterile	無菌
sterility	不育症
sterilize	消毒
sterling	英鎊
stern	嚴肅
sternum	胸骨
steroid	類固醇
stethoscope	聽筒
stew	燉
steward	管家
stewardess	空中小姐
stewardship	管家
stfu	STFU
stick	棒
sticker	貼紙
sticking	癥結
stickler	堅持己見的人
stickup	豎起
sticky	黏
stiff	僵硬
stiffen	變硬
stiffness	剛性
stifle	窒息
stifled	堵
stifling	悶
stigma	柱頭
stile	NO TRANSLATION
stiletto	短劍
stillbirth	死胎
stillborn	胎死腹中
stillness	寂靜
stillwaiting	stillwaiting
stilts	高蹺
stimulant	刺激物
stimulate	刺激
stimulating	刺激
stimulation	促進
stimulus	刺激物
sting	刺
stinger	刺
stinging	刺痛
stingy	小氣
stink	臭
stinker	臭氣熏天
stinking	臭
stinky	臭
stint	限制
stipend	助學金
stipulate	規定
stipulation	規定
stir	攪拌
stirring	攪拌
stitch	縫
stitching	拼接
stock	股票
stockade	寨
stockbroker	股票經紀人
stockholder	股東
stocking	襪
stockings	絲襪
stockpile	儲存
stockroom	棧房
stocks	個股
stoic	堅忍
stole	偷了
stolen	被盜
stomach	胃
stomachache	腹痛
stomp	跺腳
stomped	跺著腳
stone	石
stoned	砸死
stonewall	石牆
stoneware	石器
stony	石
stooge	跟屁蟲
stool	糞便
stools	凳子
stoop	哈腰
stoopid	stoopid
stop	停止
stopover	中途停留
stoppage	堵塞
stopper	塞子
stopping	停止
stopwatch	跑表
storage	存儲
store	商店
storefront	店面
storehouse	庫
storeroom	庫房
storing	存儲
storm	風暴
storming	風暴
stormy	暴風雨
story	故事
storybook	故事書
storyteller	說故事的人
storytelling	評書
stound	stound
stout	肥碩
stove	火爐
stow	墊木
stowaway	偷渡者
straddle	跨
straight	直行
straighten	弄直
straightforward	直截了當
straightway	立刻
strain	應變
strained	緊張
strait	海峽
straitjacket	緊身衣
straits	海峽
strand	縷
stranded	擱淺
strange	奇怪
stranger	陌生人
strangle	扼殺
strangulation	絞殺
strap	背帶
strapless	露肩
strapping	魁梧的
strata	地層
strategic	戰略
strategist	戰略家
strategy	戰略
stratification	分層
stratosphere	平流層
stratum	地層
stratus	層雲
straw	稻草
strawberry	草莓
stray	流浪
streak	條紋
streaked	挑染
stream	流
streamer	飄帶
streaming	流
streamline	精簡
street	街
streetcar	電車
streetlight	路燈
strength	強度
strengthen	加強
strengthening	強化
strenuous	費勁
strep	鏈球菌
stress	強調
stressed	強調
stresses	應力
stressfree	NO TRANSLATION
stressful	壓力
stressin	NO TRANSLATION
stressing	強調
stressrelief	NO TRANSLATION
stretch	伸展
stretcher	擔架
stricken	災區
strict	嚴格
stride	邁
strife	爭吵
strike	罷工
strikeout	三振出局
striker	前鋒
striking	引人注目
strikingly	驚人
string	串
strings	字符串
stringy	粘性的
strip	跳閘
stripe	條紋
striped	條紋
stripped	剝離
stripper	脫衣舞
striptease	脫衣舞
strive	努力
strobe	頻閃
stroke	行程
stroll	漫步
stroller	童車
strolling	漫步
strong	強大
stronghold	據點
strongly	非常
structural	結構
structure	結構體
strudel	餡餅
struggle	鬥爭
strut	支撐
stub	存根
stubbed	存根
stubble	殘株
stubborn	倔強
stubbornness	固執
stubby	短而粗硬的
stucco	灰泥
stuck	卡住
stuckup	NO TRANSLATION
stud	螺柱
studded	雲集
student	學生
studied	研究
studio	工作室
study	研究
stuff	東東
stuffed animal	填充玩具動物
stuffing	餡
stuffy	悶
stumble	絆倒
stump	樹墩
stumped	難倒
stun	擊暈
stunned	目瞪口呆
stunner	尤物
stunning	令人驚嘆
stunt	特技
stunted	發育不良
stuntman	替身演員
stupefaction	發呆
stupefy	昏昏倒地
stupendous	巨大的
stupid	笨
stupidity	糊塗事
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	麻木
sturdy	粗壯
sturgeon	鱘
stutter	口吃
sty	針眼
style	樣式
styling	造型
stylish	時尚
stylist	美髮師
suave	倜儻
sub	子
subatomic	亞原子
subcommittee	小組委員會
subconscious	潛意識
subcutaneous	皮下
subdivide	細分
subdivision	細分
subduction	俯衝
subdue	征服
subdued	制服
subdural	硬膜下
subito	NO TRANSLATION
subject	學科
subjected	受
subjection	隸屬
subjective	主觀
subjugation	征服
sublet	轉租
sublevel	分段
sublimation	昇華
sublime	昇華
subliminal	潛意識
submarine	潛艇
submerge	淹沒
submerged	湮
submersible	潛水
submission	服從
submissive	服從的
submit	提交
submitting	提交
subordinate	下屬
subordination	屬
subplot	插曲
subpoena	傳票
subscribe	訂閱
subscriber	訂戶
subscription	訂閱
subsequence	子
subsequent	隨後
subsequently	後來
subservient	奴顏婢膝
subset	子集
subside	塌陷
subsidence	下沉
subsidiary	副
subsidize	資助
subsidy	補貼
subsist	生存
subsistence	生活
subsoil	地下
subspace	子空間
substance	物質
substandard	等外
substantial	大量的
substantially	基本上
substantiate	證實
substantive	實質性
substation	變電站
substitute	替代
substituted	取代
substitution	代換
substructure	子
subterranean	地下
subtext	潛台詞
subtitle	字幕
subtle	微妙
subtlety	明敏
subtract	減去
subtraction	減法
subtype	亞型
suburb	市郊
suburban	郊區的
suburbia	郊區
suburbs	郊區
subversion	顛覆
subversive	顛覆
subvert	顛覆
subway	地鐵
succeed	成功
succeeding	下一
success	成功
successful	成功
succession	演替
successive	連續
successor	接班人
succinct	簡潔
succubus	魔女
succulent	肉質
succumb	屈服於
suck	吮吸
sucker	吸盤
sucking	吸吮
suckling	乳
sucks	吸
suction	吸力
sudden	突然
suddenly	突然
suds	泡沫
sue	起訴
suede	絨面
suffer	遭受
sufferer	患者
suffering	痛苦
suffice	滿足
sufficiency	自給自足
sufficient	足夠
sufficiently	充分地
suffix	後綴
suffocate	窒息
suffocating	令人窒息
suffocation	窒息
sugar	糖
suggest	建議
suggestion	建議
suggestive	提示
suicidal	自殺
suicide	自殺
suicidebombing	NO TRANSLATION
suit	適合
suitable	適當
suitcase	手提箱
suite	套房
suitor	起訴者
sulfate	硫酸
sulfur	硫
sulk	憂鬱
sullen	憂鬱
sully	玷污
sulphur	硫
sultan	蘇丹
sultry	悶熱
sum	和
summarily	概略地
summarize	總結
summary	概要
summation	合計
summer	夏季
summerhouse	涼亭
summertime	夏令
summit	首腦
summon	召喚
summons	傳票
sumo	相撲
sump	油底殼
sumptuous	豪華
sun	太陽
sunbeam	陽光
sunburn	曬斑
sundae	聖代
sunday	星期日
sundial	晷
sundown	日落
sundry	各種各樣的
sunflower	向日葵
sunglass	太陽鏡
sunglasses	墨鏡
sunk	沉沒
sunken	凹陷
sunless	陰暗的
sunlight	陽光
sunny	晴朗
sunrise	日出
sunroof	天窗
sunscreen	防曬
sunset	日落
sunshine	陽光
suntan	曬黑
sunup	日出
sup	SUP
super	超
superannuation	養老金
superb	高超
superficial	淺
superfluous	多餘
superhero	超級英雄
superhuman	超人
superimposed	疊加
superintendent	所長
superior	優越
superiority	優勢
superlative	最高級
superman	超人
supermarket	超級市場
supermodel	名模
supernatant	上清
supernatural	超自然
supernova	超新星
superposition	疊加
superpower	超級大國
supersede	取而代之
superstar	超級明星
superstition	迷信
superstitious	迷信的
superstore	超市
supervise	監督
supervision	監督
supervisor	監
supper	晚餐
suppertime	晚飯
supplant	取代
supple	柔
supplement	補充
supplemental	補充
supplementary	補充
supplication	禱
supplier	供應商
supplies	耗材
supply	供應
support	支持
supported	支持的
supporter	支持者
supporters	支持者
supporting	支持
supportive	支持
suppose	假設
supposed	應該
supposing	假如
supposition	假想
suppress	壓制
suppression	抑制
supremacy	霸權
supreme	最高
supremely	千鈞
surcharge	附加費
sure	當然
surety	保證
surf	衝浪
surface	表面
surfboard	衝浪板
surfer	衝浪者
surge	浪湧
surgeon	外科醫生
surgery	手術
surgical	外科
surly	陰沉的
surmise	推測
surname	姓
surpassing	超越
surplus	剩餘
surprise	驚
surprised	詫異
surprises	驚喜
surprising	奇怪
surprisingly	出奇
surreal	超現實主義
surrender	投降
surrendering	投降
surrogate	代孕
surround	環繞
surrounding	周圍
surroundings	環境
surveillance	監控
survey	調查
surveying	測量學
surveyor	測量員
survival	生存
survive	生存
surviving	倖存
survivor	倖存者
susceptibility	感受性
susceptible	易感
sushi	壽司
suspect	疑似
suspected	嫌疑
suspend	暫停
suspended	暫停
suspenders	吊帶
suspense	懸念
suspension	懸掛
suspicion	懷疑
suspicions	猜疑
suspicious	可疑
sustain	支持
sustained	持續
sustenance	營養
suture	縫合
suv	SUV
sux	SUX
swab	拖把
swag	贓物
swagger	昂首闊步
swallow	吞
swami	斯瓦米
swamp	沼澤
swamped	淹沒
swampy	沼澤的
swan	天鵝
swank	自吹
swap	交換
swarm	一群
swarming	蜂擁
swastika	卍
swat	撲打
sway	搖擺
swear	發誓
swearing	宣誓就職
sweat	汗
sweater	毛線衣
sweating	出汗
sweatshirt	運動衫
sweatshop	血汗工廠
sweaty	出汗
sweep	掃
sweeper	清掃車
sweeping	籠統的
sweet	甜
sweeten	加甜
sweetened	加糖
sweetener	糖精
sweetest	甜蜜
sweetheart	愛人
sweetie	糖果
sweetness	甜美
sweets	甜食
swell	脹
swelling	腫脹
sweltering	悶熱的
swerve	轉彎
swift	迅速
swiftly	如飛
swig	痛飲
swill	泔水
swim	游泳
swimmer	游泳者
swimming	游泳的
swimsuit	泳裝
swindle	騙取
swindler	騙子
swine	豬
swing	搖擺
swinger	趕時髦的人
swinging	擺盪
swipe	刷卡
swirl	漩渦
swish	沙沙
switch	開關
switchblade	彈簧刀
switchboard	總機
swivel	旋轉
swollen	腫
swoon	昏厥
swoop	落下
sword	劍
swordfish	旗魚
swordplay	劍術
swordsman	劍客
sycamore	楓樹
syllable	音節
syllabus	教學大綱
symbiotic	共生
symbol	符號
symbolic	象徵
symbolically	象徵
symbolism	象徵
symbolize	象徵
symmetric	對稱
symmetrical	對稱
symmetry	對稱
sympathetic	有同情心
sympathize	同情
sympathy	同情
symphonic	交響
symphony	交響樂
symposium	座談會
symptom	症狀
symptomatic	症狀
synagogue	會堂
synapse	突觸
synaptic	突觸
sync	同步
synchronize	同步
synchronous	同步
syncope	昏厥
syndicate	辛迪加
syndrome	綜合徵
synergistic	協同
synergy	協同效應
synod	主教
synonym	代名詞
synonymous	代名詞
synopsis	概要
synoptic	概要的
syntax	句法
synthesis	合成
synthesizer	合成
synthetic	合成的
syphilis	梅毒
syringe	注射器
syrup	糖漿
system	系統
systematic	系統的
systematically	系統
t-shirt	T恤衫
tab	標籤
tabasco	塔巴斯科
tabby	虎斑貓
tabernacle	窩棚
table	表
tableau	NO TRANSLATION
tablecloth	桌布
tablespoon	湯匙
tablet	片劑
tableware	餐具
tabloid	小報
taboo	忌諱
tabular	表格式的
tabulate	製表
tabulation	製表
tachometer	轉速表
tacit	默
tack	釘
tackle	滑車
tackled	解決
tackling	搶斷
tacky	俗氣的
taco	塔科
tact	分寸感
tactful	識相
tactic	戰術
tactical	戰術
tactics	策略
tactile	觸
tad	NO TRANSLATION
tadpole	蝌蚪
taffeta	塔夫綢
taffy	太妃糖
tag	標籤
tail	尾巴
tailed	尾
tailgate	尾門
tailings	尾礦
taillight	尾燈
tailor	裁縫
tailoring	剪裁
tailpipe	排氣管
taint	污點
take	採取
takeoff	脫掉
takeout	取出
takeover	接管
taker	接受者
talcum	滑石粉
tale	故事
talent	天賦
talented	天才
talisman	護符
talk	談論
talkative	貧嘴
talker	健談
tall	高
tallies	吻合
tallow	脂
tally	相符
talon	爪
talons	NO TRANSLATION
tambourine	手鼓
tame	NO TRANSLATION
tamer	馴
taming	馴服
tamper	篡改
tampon	棉塞
tan	黃褐色
tandem	串聯
tang	唐
tangent	切線
tangerine	柑橘
tangible	有形
tangle	糾紛
tangled	紊
tango	探戈舞
tank	坦克
tank top	罐頂
tanker	油船
tanned	鞣
tantalizing	誘人
tantamount	無異
tantrum	發脾氣
taoism	道教
tap	龍頭
tape	膠帶
tape measure	捲尺
taper	錐體
tapering	尖細
tapestry	掛毯
tapeworm	絛蟲
tapioca	木薯
taps	水龍頭
tar	柏油
tarantula	狼蛛
tardiness	緩慢
tardy	遲遲
target	目標
targeted	針對
targeting	針對
tariff	關稅
tarmac	停機坪
tarnish	玷污
tarot	塔羅牌
tarp	NO TRANSLATION
tarry	耽擱
tart	酸
tartan	格子花呢
tartar	韃靼
task	任務
tassel	流蘇
taste	味道
tasteful	品味
tasteless	無味
tasting	品嚐
tasty	可口
tat	達
tattler	話多的人
tattletale	告密者
tattoo	黥
taught	教
taunt	嘲諷
taupe	灰褐色
taut	拉緊的
tavern	酒館
tawdry	俗麗的東西
tawny	黃褐色
tax	稅
taxed	徵稅
taxi	出租車
taxicab	出租車
taxonomy	分類
taxpayer	納稅人
tea	茶
teach	教
teacher	老師
teaching	教學
teacup	茶碗
teahouse	茶館
teal	水鴨
team	球隊
teamjesus	NO TRANSLATION
teammate	隊友
teamwork	團隊合作
teapot	茶壺
tear	眼淚
tearful	內牛滿面
tearsofjoy	NO TRANSLATION
teary	流淚
tease	逗
teaser	傳情
teasing	戲弄
teaspoon	茶匙
teat	乳頭
teatime	下午茶時間
tech	高科技
technical	技術
technicality	技術性
technician	技術員
technique	技術
techno	TECHNO
technological	技術性
technology	技術
ted	攤曬
teddy bear	泰迪熊
tedious	乏味
tedium	乏味
tee	開球
teeming	豐富的
teen	青少年
teenage	青少年
teenager	青少年
teens	青少年
teensy	teensy
teeny	蠅頭
teeth	牙
teething	出牙
teflon	聚四氟乙烯
telegram	電報
telegraph	電報
telekinesis	隔傳動
telemetry	遙測
telepathic	心靈感應
telepathy	感應
telephone	電話
telescope	望遠鏡
telescopic	伸縮式
telethon	募捐活動
teletype	電傳
televised	電視
television	電視
tell	告訴
teller	出納員
telling	告訴
telltale	揭秘
temp	溫度
temper	脾氣
tempera	彩畫
temperament	氣質
temperamental	個性倔強的
temperance	禁酒
temperate	適度的
temperature	溫度
tempered	回火
tempest	暴風雨
template	模板
temple	寺廟
tempo	NO TRANSLATION
temporal	顳
temporarily	暫時
temporary	臨時
tempt	勾引
temptation	誘惑
tempting	誘人的
temptress	風月
ten	十
tenable	成立
tenacious	頑強
tenacity	韌性
tenancy	租賃
tenant	承租人
tend	趨向
tendency	趨勢
tender	投標
tenderfoot	tenderfoot
tenderness	壓痛
tending	撫育
tendon	肌腱
tenement	房屋
tenet	信條
tenets	原則
tenfold	十倍
tennis	網球
tenor	男高音
tense	緊張
tensile	拉伸
tension	張力
tent	帳篷
tentacle	觸手
tentative	試驗
tenth	第十
tenths	十分之一
tenuous	纖細
tenure	保有
tepee	帳篷
tepid	不溫不火
tequila	龍舌蘭酒
teriyaki	紅燒
term	術語
terminal	終奌站
terminate	終止
termination	終止
terminator	終結者
terminology	術語
terminus	總站
termite	白蟻
terms	條款
tern	燕鷗
ternary	三元
terrace	陽台
terrain	地形
terrestrial	陸生
terrible	可怕
terribly	可怕
terrier	梗
terrific	了不起
terrified	怔
terrifies	嚇壞了
terrify	驚嚇
terrifying	可怕的
territorial	領土的
territory	領土
terror	恐怖
terrorism	恐怖主義
terrorist	恐怖分子
terrorists	恐怖分子
terrorize	威懾
terse	簡潔
tertiary	第三
test	測試
testament	遺囑
testicle	睾丸
testicular	睾丸
testify	作證
testimonial	告別賽
testimony	見證
testosterone	睾酮
testy	NO TRANSLATION
tetanus	破傷風
tether	系鏈
tethered	栓
tetrahedral	四面體
text	文本
textbook	教科書
textile	紡織品
textural	紋理
texture	質地
tgif	TGIF
thank	謝謝
thankful	感謝
thankgod	感謝上帝
thanking	表達感謝
thankless	費力不討好
thanks	謝謝
thanksalot	NO TRANSLATION
thanksgiving	感恩
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	苫
thatmoment	NO TRANSLATION
thaumaturgy	奇術
thaw	解凍
theater	劇院
theatrical	戲劇
theatrics	戲劇
thebest	最好的
theft	盜竊
theism	有神論
theistic	有神論
thelife	人生
thelittlethings	NO TRANSLATION
theme	主題
theocracy	政教合一
theocratic	政教合一
theologian	神學家
theological	神學
theology	神學
theorem	定理
theoretical	理論
theory	理論
therapeutic	治療
therapeutics	療法
therapist	治療師
therapy	治療
thereabouts	點左右
thereof	其
therewith	於是
thermal	熱
thermocouple	熱電偶
thermodynamics	熱力學
thermometer	溫度計
thermos	熱水瓶
thermostat	恆溫器
thesaurus	詞庫
thesis	論文
thick	厚
thicken	加粗
thickening	增厚
thicket	灌木叢
thickness	厚度
thief	賊
thigh	大腿
thimble	頂針
thin	瘦
thing	事情
things	事
thingy	啄
think	認為
thinker	思想家
thinking	思維
third	第三
thirds	三分之二
thirst	口渴
thirsty	渴
thirteen	十三
thirteenth	第十三
thirty	三十
thistle	薊
thither	到那裡
thong	丁字褲
thorn	刺
thorny	多刺的
thorough	徹底
thoroughbred	純種
thoroughfare	通道
thought	思想
thoughtful	周到
thoughtfulness	體貼
thoughtless	粗心
thoughts	思念
thousand	千
thrash	鞭打
thread	線
threat	威脅
threaten	威脅
threatened	受威脅
threatening	危險的
three	三
threefold	三倍
threesome	三人組
thresh	脫粒
threshold	閾
thrice	三次
thrift	節約
thrifty	節儉
thrill	顫抖
thrilled	高興
thriller	驚悚片
thrilling	驚險
thrive	興旺
thriving	熙
throat	喉
throb	搏動
throbbing	悸動
throes	陣痛
throne	王座
throng	人群
throttle	風門
throw	扔
throwback	返祖
thrower	運動員
thrown	拋出
thrush	畫眉
thrust	推力
thruster	推進器
thud	轟的一聲
thug	暴徒
thumb	拇指
thumbprint	指紋
thump	撲通
thumper	桑普
thumping	怦
thunder	雷
thunderbolt	霹靂
thunderclap	霹靂
thundering	雷鳴的
thunderstorm	雷雨
thunderstruck	嚇壞的
thwart	阻撓
thx	謝謝
thyme	百里香
thyroid	甲狀腺
tiara	頭飾
tibia	脛骨
tic	抽搐
tick	蜱
ticked	勾選
ticker	斷續器
ticket	票
tickle	癢癢
tickled	胳肢
ticklish	怕癢的
tidal	潮汐
tidal wave	潮汐
tidbit	珍聞
tide	浪潮
tidings	音信
tidy	整潔
tie	領帶
tier	一線
tiff	鬥嘴
tiger	虎
tighten	緊縮
tightness	緊張
tightrope	拉緊的繩索
tights	緊身衣
tilde	波浪號
tile	瓦
tiling	平鋪
till	NO TRANSLATION
tillage	耕作
tiller	分蘗
tilt	傾斜
tilting	傾斜
timber	木材
timberland	林地
timbre	音色
time	時間
timeless	永恆
timeliness	合時
timely	及時
timeout	時間到
timepiece	鐘
timer	計時器
times	時
timetable	時間表
timewasters	NO TRANSLATION
timid	膽小
timidity	膽怯
timing	定時
tin	NO TRANSLATION
tincture	藥酒
tine	NO TRANSLATION
tinfoil	錫紙
tinge	色調
tingle	耳鳴
tingling	麻
tinker	修補匠
tinkering	修修補補
tinkle	NO TRANSLATION
tinkling	玲
tinnitus	耳鳴
tinsel	箔
tint	著色
tiny	小
tip	小費
tipper	自卸車
tipster	線人
tipsy	喝醉的
tiptoe	腳尖
tirade	長篇大論
tire	胎
tired	累
tiredness	疲勞
tiredofit	NO TRANSLATION
tireless	不知疲倦的
tiresome	煩人的
tiring	累人
tissue	組織
tistheseason	NO TRANSLATION
tit	山雀
titan	泰坦
titanic	泰坦尼克號
titanium	鈦
tithe	仂
title	標題
titled	標題
titty	奶
titular	NO TRANSLATION
toad	蟾蜍
toast	烤麵包
toaster	烤麵包機
toasty	烤麵包
tobacco	煙草
toby	托比
tod	狐
today	今天
toddler	幼兒
toe	腳趾
toenail	趾甲
toffee	奶糖
tofu	豆腐
toga	NO TRANSLATION
together	一起
togetherness	和睦
toil	辛勞
toilet	廁所
toils	勞碌
token	代幣
tolerable	可容忍
tolerance	公差
tolerant	寬容
tolerate	容忍
toleration	容忍
toll	收費
tomahawk	鉞
tomato	番茄
tomatoes	番茄
tomb	墓
tombstone	墓碑
tomcat	tomcat的
tome	對我來說
tomorrow	明天
ton	NO TRANSLATION
tone	音
toner	碳粉
tong	NO TRANSLATION
tongs	鉗
tongue	舌
tonic	補品
tonnage	噸位
tonsils	扁桃體
toocold	NO TRANSLATION
tool	工具
toolbox	工具箱
tooling	工裝
toomuchtodo	NO TRANSLATION
toot	嘟
tooth	齒
toothache	牙疼
toothbrush	牙刷
toothed	齒形
toothless	無牙
toothpaste	牙膏
toothpick	牙籤
toots	茨
top	最佳
topaz	黃玉
topic	話題
topical	局部的
topless	赤裸上身
topographic	地形
topographical	地形
topography	地形
topple	傾覆
topside	頂面
tor	TOR
torch	火炬
torment	折磨
tormented	折磨
torn	撕裂
tornado	龍捲風
torpedo	魚雷
torque	扭矩
torrent	激流
torrid	熱帶
torsion	扭力
torso	軀幹
tort	侵權
tortious	侵權
tortoise	烏龜
tortuous	曲折
torture	拷打
tortured	折磨
toss	折騰
tot	NO TRANSLATION
total	總
totality	整體
totally	完全
tote	手提包
totem	圖騰
touch	觸摸
touchdown	接地
touched	感動
touching	接觸
touchy	易怒的
tough	強硬
toughen	鍛煉
toughness	韌性
toupee	假髮
tour	遊覽
tourism	旅遊
tourist	遊客
tourmaline	電氣石
tournament	比賽
tourniquet	止血帶
tout	NO TRANSLATION
tow	拖
towel	毛巾
tower	塔
towering	參天
town	鎮
townhouse	聯排別墅
township	鄉
townspeople	市民
toxic	有毒的
toxicity	毒性
toxicology	毒理學
toxin	毒素
toy	玩具
toymaker	玩具製造商
trace	跟踪
traceable	溯源
tracer	曳光彈
traces	痕跡
trachea	氣管
tracing	追踪
track	跟踪
tracker	跟踪器
tract	管道
tractable	聽話的
traction	牽引
tractor	拖拉機
trade	貿易
trademark	商標
trader	商人
tradesman	零售商
trading	貿易
tradition	傳統
traditional	傳統
traffic	交通
traffic light	紅綠燈
trafficking	販賣
tragedies	悲劇
tragedy	悲劇
tragic	悲慘
trail	落後
trailer	預告片
train	培養
train set	動車組
trained	熟練
trainee	實習生
trainer	訓練者
training	訓練
trait	特徵
traitor	叛徒
traitorous	賣國
trajectory	彈道
tram	電車
tramp	流浪漢
trample	踐踏
trampoline	蹦床
tramway	有軌電車
trance	發呆
tranquil	寧靜
tranquility	寧靜
tranquilizer	鎮定藥
transact	辦理
transaction	交易
transatlantic	大西洋
transceiver	收發器
transcend	超越
transcendence	超越
transcendent	超然
transcendental	超越
transcribe	錄製
transcriber	抄錄
transcript	抄本
transcription	轉錄
transfer	轉讓
transference	移情
transferred	轉入
transfixed	呆若木雞
transform	轉變
transformation	轉型
transformer	變壓器
transfusion	輸
transgression	愆
transient	短暫的
transistor	晶體管
transit	過境
transition	過渡
transitional	過渡
transitive	及物
transitory	短暫的
translate	翻譯
translation	翻譯
translator	翻譯者
translocation	易位
translucent	半透明
transmission	傳輸
transmit	發送
transmitter	發射機
transmutation	蛻變
transom	橫梁
transparency	透明度
