Word	sk
stinging	bodanie
stingy	lakomý
stink	smrad
stinker	drina
stinking	páchnuce
stinky	smradľavý
stint	penzum
stipend	služné plat
stipulate	stanovuje
stipulation	podmienka
stir	miešať
stirring	strhujúce
stitch	steh
stitching	šitie
stock	sklad
stockade	palisáda
stockbroker	maklér
stockholder	akcionár
stocking	pančucha
stockings	pančuchy
stockpile	zásoba
stockroom	sklad
stocks	zásoby
stoic	stoický
stole	ukradol
stolen	ukradnutý
stomach	žalúdok
stomachache	bolesť brucha
stomp	dupať
stomped	dupol
stone	kameň
stoned	sfetovaný
stonewall	kamenná stena
stoneware	kameninový
stony	kamenný
stooge	panák
stool	stolička
stools	stoličky
stoop	zohnúť
stoopid	Stoopid
stop	prestať
stopover	zastávka
stoppage	dopravná zápcha
stopper	zátka
stopping	zastavenie
stopwatch	stopky
storage	skladovanie
store	sklad
storefront	výkladná skriňa
storehouse	skladisko
storeroom	sklad
storing	skladovanie
storm	búrka
storming	vtrhnutí
stormy	búrlivý
story	príbeh
storybook	kniha rozprávok
storyteller	rozprávkar
storytelling	rozprávanie príbehov
stound	NO TRANSLATION
stout	stout
stove	varič
stow	naložiť
stowaway	čierny pasažier
straddle	rozkročiť sa
straight	rovno
straighten	vzpriamiť
straightforward	priamočiary
straightway	ihneď
strain	kmeň
strained	nútený
strait	úžina
straitjacket	zvieracia kazajka
straits	tieseň
strand	vlákno
stranded	plietol
strange	zvláštny
stranger	cudzinec
strangle	uškrtiť
strangulation	uškrtenie
strap	popruh
strapless	bez ramienok
strapping	urastený
strata	strata
strategic	strategický
strategist	stratég
strategy	stratégia
stratification	stratifikácia
stratosphere	stratosféra
stratum	vrstva
stratus	oblak
straw	Slamka
strawberry	jahoda
stray	zblúdilý
streak	pruh
streaked	pruhovaný
stream	potok
streamer	stuha
streaming	streaming
streamline	racionalizovať
street	pouličné
streetcar	električka
streetlight	pouličné osvetlenie
strength	pevnosť
strengthen	posilniť
strengthening	posilnenie
strenuous	namáhavý
strep	strap
stress	stres
stressed	zdôraznil
stresses	zdôrazňuje
stressfree	NO TRANSLATION
stressful	stresujúce
stressin	NO TRANSLATION
stressing	napínanie
stressrelief	NO TRANSLATION
stretch	natiahnuť
stretcher	nosidlá
stricken	postihnutý
strict	prísny
stride	kráčať
strife	zvar
strike	štrajk
strikeout	vyškrtnúť
striker	štrajkujúci
striking	prekvapujúce
strikingly	nápadne
string	povrázok
strings	reťazce
stringy	vláknitý
strip	prúžok
stripe	prúžok
striped	pruhované
stripped	vyzliekol
stripper	striptérka
striptease	striptíz
strive	usilovať
strobe	stroboskop
stroke	mŕtvica
stroll	prechádzka
stroller	tulák
strolling	potulný
strong	silný
stronghold	pevnosť
strongly	silne
structural	štrukturálne
structure	štruktúra
strudel	závin
struggle	boj
strut	podpera
stub	peň
stubbed	zatlačili
stubble	strnisko
stubborn	tvrdohlavý
stubbornness	tvrdohlavosť
stubby	zavalitý
stucco	štukatura
stuck	uviazol
stuckup	NO TRANSLATION
stud	gombík
studded	husto
student	študent
studied	študoval
studio	štúdio
study	študovať
stuff	vec
stuffed animal	vypchaté zviera
stuffing	plnka
stuffy	upchatý
stumble	zakopnutia
stump	peň
stumped	pne
stun	omráčiť
stunned	ohromený
stunner	kráska
stunning	ohromujúci
stunt	zakrnět
stunted	zakrpatený
stuntman	kaskadér
stupefaction	úžas
stupefy	otupiť
stupendous	ohromný
stupid	hlúpy
stupidity	hlúposť
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	strnulosť
sturdy	robustný
sturgeon	jeseter
stutter	koktanie
sty	chlievik
style	štýl
styling	styling
stylish	štýlový
stylist	stylista
suave	zdvorilý
sub	náhradník
subatomic	subatomárnej
subcommittee	podvýbor
subconscious	podvedomý
subcutaneous	podkožný
subdivide	ďalej deliť
subdivision	pododdelenia
subduction	subduction
subdue	podmaniť
subdued	tlmený
subdural	subdurálny
subito	NO TRANSLATION
subject	predmet
subjected	podrobené
subjection	podrobenie
subjective	subjektívne
subjugation	poroba
sublet	podnájom
sublevel	podúrovne
sublimation	sublimácie
sublime	vznešený
subliminal	podprahový
submarine	podmorský
submerge	zaplaviť
submerged	ponorený
submersible	ponorné
submission	podania
submissive	poslušný
submit	Predložiť
submitting	predkladanie
subordinate	podriadený
subordination	podriadenosť
subplot	subplot
subpoena	súdne predvolanie
subscribe	predplatiť
subscriber	predplatiteľ
subscription	predplatné
subsequence	subsekvenci
subsequent	ďalšie
subsequently	následne
subservient	servilní
subset	podmnožina
subside	ubúdať
subsidence	sadanie
subsidiary	dcérsky
subsidize	subvencovať
subsidy	dotácie
subsist	živiť sa
subsistence	živobytie
subsoil	spodná pôda
subspace	Subspace
substance	substancie
substandard	nevyhovujúce
substantial	podstatný
substantially	podstatne
substantiate	zdôvodniť
substantive	podstatný
substation	rozvodňa
substitute	náhradka
substituted	substituovaný
substitution	náhrada
substructure	spodok
subterranean	podzemné
subtext	podtext
subtitle	podtitul
subtle	jemný
subtlety	jemnosť
subtract	odčítať
subtraction	odčítanie
subtype	podtyp
suburb	predmestie
suburban	predmestský
suburbia	predmestí
suburbs	predmestí
subversion	podvracanie
subversive	podvratné
subvert	ničiť
subway	metro
succeed	mať úspech
succeeding	darí
success	úspech
successful	úspešný
succession	postupnosť
successive	postupný
successor	následník
succinct	krátky
succubus	succubus
succulent	sukulentná
succumb	podľahnúť
suck	vysať
sucker	zelenáč
sucking	sania
suckling	dojča
sucks	saje
suction	sania
sudden	náhly
suddenly	naraz
suds	mydlový roztok
sue	žalovať
suede	semiš
suffer	trpieť
sufferer	poškodený
suffering	utrpenie
suffice	stačiť
sufficiency	dostatočnosť
sufficient	dostatočný
sufficiently	dostatočne
suffix	prípona
suffocate	dusiť
suffocating	dusí
suffocation	udusenie
sugar	cukor
suggest	navrhnúť
suggestion	náznak
suggestive	sugestívne
suicidal	samovražedný
suicide	samovražda
suicidebombing	NO TRANSLATION
suit	oblek
suitable	vhodný
suitcase	kufor
suite	súprava
suitor	nápadník
sulfate	síran
sulfur	síra
sulk	trucovať
sullen	chladný
sully	poškvrniť
sulphur	síra
sultan	sultán
sultry	dusný
sum	súčet
summarily	hromadne
summarize	zhrnúť
summary	zhrnutie
summation	sčítanie
summer	letné
summerhouse	letný dom
summertime	letného
summit	vrcholok
summon	privolať
summons	predvolanie
sumo	sumo
sump	jímka
sumptuous	prepychový
sun	slnko
sunbeam	slnečný lúč
sunburn	úpal
sundae	zmrzlinový pohár s ovocím
sunday	nedeľa
sundial	slnečné hodiny
sundown	západ slnka
sundry	rozličný
sunflower	slnečnica
sunglass	slnečné okuliare
sunglasses	slnečné okuliare
sunk	potopená
sunken	zapadnutý
sunless	bezeslunečný
sunlight	slnečnému žiareniu
sunny	slnečno
sunrise	svitanie
sunroof	strešné okno
sunscreen	opaľovací krém
sunset	západ slnka
sunshine	slnečný svit
suntan	opaľovací
sunup	východ slnka
sup	popíjať
super	Super
superannuation	penzie
superb	nádherný
superficial	povrchné
superfluous	nadbytočný
superhero	superhrdina
superhuman	nadľudská
superimposed	prekrýva
superintendent	správca
superior	nadriadený
superiority	prevaha
superlative	superlatívov
superman	superman
supermarket	supermarket
supermodel	supermodelka
supernatant	supernatant
supernatural	nadprirodzený
supernova	supernova
superposition	superpozície
superpower	superveľmoc
supersede	nahradiť
superstar	superhviezda
superstition	povera
superstitious	poverčivý
superstore	supermarket
supervise	dohliadať
supervision	dozor
supervisor	vedúci
supper	večera
suppertime	suppertime
supplant	nahradiť
supple	ohybný
supplement	doplnok
supplemental	doplnkový
supplementary	doplnkový
supplication	úpenlivo prosba
supplier	dodávateľ
supplies	dodávky
supply	dodávka
support	podpora
supported	podporovaný
supporter	podporovateľ
supporters	podporovatelia
supporting	podporujúce
supportive	podporný
suppose	predpokladať
supposed	predpokladaný
supposing	dajme tomu
supposition	domnienka
suppress	potlačiť
suppression	potlačenie
supremacy	nadvláda
supreme	najvyššiu
supremely	vrcholne
surcharge	príplatok
sure	istý
surety	záruka
surf	surfovať
surface	povrch
surfboard	surf
surfer	surfer
surge	príval
surgeon	chirurg
surgery	chirurgia
surgical	chirurgický
surly	nevrlý
surmise	tušiť
surname	priezvisko
surpassing	prekonávať
surplus	prebytok
surprise	prekvapenie
surprised	prekvapený
surprises	prekvapenie
surprising	prekvapujúce
surprisingly	prekvapivo
surreal	neskutočný
surrender	vzdať
surrendering	odovzdanie
surrogate	náhradník
surround	obklopiť
surrounding	okolité
surroundings	okolia
surveillance	dohľad
survey	prehľad
surveying	geodetické
surveyor	zememerač
survival	prežitie
survive	prežiť
surviving	prežívajúce
survivor	pozostalý
susceptibility	vnímavosť
susceptible	vnímavý
sushi	sushi
suspect	podozrivý
suspected	podozrenie
suspend	pozastaviť
suspended	suspendovaný
suspenders	podväzky
suspense	napätie
suspension	zavesenie
suspicion	podozrenie
suspicions	podozrenie
suspicious	podozrivý
sustain	udržiavať
sustained	utrpel
sustenance	výživa
suture	šev
suv	suv
sux	NO TRANSLATION
swab	tampón
swag	mať štýl
swagger	naparovania
swallow	prehltnúť
swami	Svámí
swamp	močiar
swamped	zaplavovaný
swampy	močaristá
swan	labuť
swank	vychvaľovanie
swap	výmena
swarm	roj
swarming	rojenia
swastika	svastika
swat	udrieť
sway	hojdať
swear	prisahať
swearing	nadávanie
sweat	pot
sweater	sveter
sweating	potenie
sweatshirt	mikina
sweatshop	manufaktúra
sweaty	spotený
sweep	zametanie
sweeper	metař
sweeping	zametanie
sweet	sladký
sweeten	osladiť
sweetened	sladené
sweetener	sladidlo
sweetest	najsladšie
sweetheart	miláčik
sweetie	miláčik
sweetness	sladkosť
sweets	cukroví
swell	prima
swelling	opuch
sweltering	sparné
swerve	uhnúť
swift	rýchly
swiftly	rýchlo
swig	lok
swill	chlastat
swim	plávanie
swimmer	plavec
swimming	plávanie
swimsuit	plavky
swindle	podvod
swindler	podvodník
swine	sviňa
swing	hojdačka
swinger	kto hojdá
swinging	kolísavý
swipe	výpad
swirl	vír
swish	svišťanie
switch	prepínač
switchblade	vyskakovacie nôž
switchboard	rozvádzač
swivel	otočný čap
swollen	opuchnutý
swoon	omdlieť
swoop	prepadnúť
sword	meč
swordfish	mečúň
swordplay	šerm
swordsman	šermiar
sycamore	klenie
syllable	slabika
syllabus	osnova
symbiotic	symbiotické
symbol	symbol
symbolic	symbolický
symbolically	symbolicky
symbolism	symbolizmus
symbolize	symbolizovať
symmetric	symetrický
symmetrical	symetrický
symmetry	symetria
sympathetic	súcitný
sympathize	sympatizovať
sympathy	súcit
symphonic	symfonický
symphony	symfónia
symposium	sympózium
symptom	symptóm
symptomatic	symptomatický
synagogue	synagóga
synapse	synapsie
synaptic	synaptická
sync	synchronizovať
synchronize	synchronizovať
synchronous	synchrónne
syncope	synkopa
syndicate	syndikát
syndrome	syndróm
synergistic	synergický
synergy	synergia
synod	synoda
synonym	synonymum
synonymous	synonymické
synopsis	synopse
synoptic	prehľadný
syntax	syntax
synthesis	syntéza
synthesizer	syntezátor
synthetic	syntetický
syphilis	syfilis
syringe	striekačka
syrup	sirup
system	systém
systematic	systematický
systematically	systematický
t-shirt	tričko
tab	pútko
tabasco	tabasco
tabby	mourek
tabernacle	svätostánok
table	stôl
tableau	NO TRANSLATION
tablecloth	obrus
tablespoon	lyžice
tablet	tableta
tableware	riadu
tabloid	tabloid
taboo	tabu
tabular	tabuľkový
tabulate	sploštiť
tabulation	tabulation
tachometer	tachometer
tacit	tichý
tack	pripináčika
tackle	vysporiadať sa
tackled	riešiť
tackling	sklon
tacky	lepkavý
taco	taco
tact	takt
tactful	taktný
tactic	taktika
tactical	taktický
tactics	taktika
tactile	taktilnej
tad	NO TRANSLATION
tadpole	pulec
taffeta	taft
taffy	karamel
tag	štítok
tail	chvost
tailed	tailed
tailgate	zadné dvere
tailings	hlušina
taillight	zadné svetlo
tailor	krajčír
tailoring	krajčírstvo
tailpipe	koncovka výfuku
taint	poškvrniť
take	trvať
takeoff	vzlietnuť
takeout	takeout
takeover	prevzatia
taker	záujemcov
talcum	mastenec
tale	príbeh
talent	talent
talented	talentovaný
talisman	talizman
talk	rozprávanie
talkative	ukecaný
talker	táraj
tall	vysoký
tallies	tallies
tallow	loj
tally	záznam
talon	pazúr
talons	NO TRANSLATION
tambourine	tamburína
tame	NO TRANSLATION
tamer	krotiteľ
taming	krotenie
tamper	falšovať
tampon	tampón
tan	opálenie
tandem	tandem
tang	říz
tangent	tangenta
tangerine	mandarínka
tangible	hmatateľný
tangle	spleť
tangled	spletený
tango	tango
tank	tank
tank top	tielko
tanker	tanker
tanned	vyčinené
tantalizing	vzrušujúce
tantamount	rovnalo
tantrum	rapl
taoism	taoizmus
tap	kohútik
tape	páska
tape measure	páska
taper	kužeľ
tapering	zužujúci sa
tapestry	gobelín
tapeworm	pásomnice
tapioca	NO TRANSLATION
taps	kohúty
tar	NO TRANSLATION
tarantula	Tarantula
tardiness	pomalosť
tardy	oneskorený
target	terč
targeted	cielená
targeting	zacielenia
tariff	tarifa
tarmac	asfaltové
tarnish	pošpiniť
tarot	tarot
tarp	NO TRANSLATION
tarry	dechtový
tart	torta
tartan	tartan
tartar	zubný kameň
task	úloha
tassel	strapec
taste	príchuť
tasteful	vkusný
tasteless	bez chuti
tasting	degustácie
tasty	chutný
tat	tat
tattler	tattler
tattletale	donáška
tattoo	tetovanie
taught	učil
taunt	posmech
taupe	tmavošedý
taut	napätý
tavern	krčmička
tawdry	nevkusný
tawny	zlatohnedý
tax	daň
taxed	zdanené
taxi	taxi
taxicab	taxík
taxonomy	taxonómie
taxpayer	poplatník
tea	čaj
teach	vyučovať
teacher	učiteľ
teaching	vyučovanie
teacup	čaša na čaj
teahouse	čajovňa
teal	modrozelený
team	tím
teamjesus	NO TRANSLATION
teammate	spoluhráč
teamwork	tímová práca
teapot	kanvica na čaj
tear	roztrhnutiu
tearful	uplakaný
tearsofjoy	NO TRANSLATION
teary	uslzené
tease	vtipálek
teaser	upútavka
teasing	doberať si
teaspoon	čajová lyžička
teat	cumlík
teatime	čas na čaj
tech	technológie
technical	technický
technicality	odborný výraz
technician	technik
technique	technika
techno	techno
technological	technologický
technology	technológie
ted	ted
teddy bear	plyšový macko
tedious	zdĺhavý
tedium	nuda
tee	tee
teeming	hemžiace
teen	dospievajúci
teenage	dospievajúci
teenager	teenager
teens	dospievajúci
teensy	teens
teeny	malinký
teeth	zuby
teething	hryzenie
teflon	teflón
telegram	telegram
telegraph	telegraf
telekinesis	telekinéza
telemetry	telemetria
telepathic	telepatický
telepathy	telepatia
telephone	telefónne
telescope	teleskop
telescopic	teleskopický
telethon	telethon
teletype	ďalekopis
televised	vysielaný
television	televízia
tell	oznámiť
teller	pokladník
telling	rozprávanie
telltale	prezrádzajúce
temp	temp
temper	zlosť
tempera	tempera
temperament	temperament
temperamental	náladový
temperance	striedmosť
temperate	striedmy
temperature	teplota
tempered	tvrdeného
tempest	búrka
template	šablóna
temple	chrám
tempo	NO TRANSLATION
temporal	temporálnej
temporarily	dočasne
temporary	dočasný
tempt	zvádzať
temptation	pokušenie
tempting	zvodný
temptress	zvodkyne
ten	desať
tenable	udržateľný
tenacious	húževnatý
tenacity	húževnatosť
tenancy	nájom
tenant	nájomník
tend	sklon
tendency	sklon
tender	nežný
tenderfoot	nováčik
tenderness	neha
tending	tendenciu
tendon	šľacha
tenement	nájomný dom
tenet	zásada
tenets	princípy
tenfold	desateronásobný
tennis	tenis
tenor	tenor
tense	nervózny
tensile	ťahu
tension	napätie
tent	stan
tentacle	tykadlo
tentative	predbežný
tenth	desiaty
tenths	desatiny
tenuous	riedky
tenure	držba
tepee	típí
tepid	vlažný
tequila	tequila
teriyaki	teriyaki
term	termín
terminal	terminál
terminate	vypovedať
termination	ukončenie
terminator	terminátor
terminology	terminológie
terminus	konečná
termite	termit
terms	podmienky
tern	Čorík
ternary	trojica
terrace	terasa
terrain	terén
terrestrial	pozemné
terrible	príšerný
terribly	príšerne
terrier	teriér
terrific	senzačný
terrified	vydesený
terrifies	desí
terrify	vydesiť
terrifying	desivé
territorial	územnú
territory	územie
terror	hrôza
terrorism	terorizmus
terrorist	terorista
terrorists	teroristi
terrorize	terorizovať
terse	hutný
tertiary	terciárne
test	test
testament	testament
testicle	semenník
testicular	testikulárne
testify	svedčiť
testimonial	svedectvo
testimony	svedectvo
testosterone	testosterón
testy	NO TRANSLATION
tetanus	tetanus
tether	priviazať
tethered	pripútané
tetrahedral	štvorboká
text	text
textbook	učebnice
textile	textilné
textural	texturní
texture	textúra
tgif	TGIF
thank	poďakovať
thankful	vďačný
thankgod	vďaka Bohu
thanking	poďakovanie
thankless	nevďačný
thanks	Vďaka
thanksalot	NO TRANSLATION
thanksgiving	vďakyvzdania
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	štice
thatmoment	NO TRANSLATION
thaumaturgy	Taumaturgos
thaw	odmäk
theater	divadlo
theatrical	divadelné
theatrics	theatrics
thebest	najlepší
theft	krádež
theism	theismus
theistic	theistic
thelife	život
thelittlethings	NO TRANSLATION
theme	téma
theocracy	teokracie
theocratic	teokratický
theologian	teológ
theological	teologický
theology	teológia
theorem	teorém
theoretical	teoretický
theory	teória
therapeutic	liečebný
therapeutics	Therapeutics
therapist	terapeut
therapy	terapia
thereabouts	tam niekde
thereof	z toho
therewith	ním
thermal	termálne
thermocouple	termoelektrický článok
thermodynamics	termodynamika
thermometer	teplomer
thermos	termoska
thermostat	termostat
thesaurus	tezaurus
thesis	tézy
thick	tučný
thicken	zahustiť
thickening	zahusťovanie
thicket	húšti
thickness	hrúbka
thief	zlodej
thigh	stehno
thimble	náprstok
thin	tenký
thing	vec
things	veci
thingy	vecička
think	premýšľať
thinker	mysliteľ
thinking	premýšľanie
third	tretina
thirds	tretiny
thirst	smäd
thirsty	smädný
thirteen	trinásť
thirteenth	trinásty
thirty	tridsať
thistle	bodliak
thither	tam
thong	remeň
thorn	tŕň
thorny	pichľavý
thorough	dôkladný
thoroughbred	plnokrvník
thoroughfare	dopravná tepna
thought	myšlienka
thoughtful	premýšľavý
thoughtfulness	ohľaduplnosť
thoughtless	bezohľadný
thoughts	myšlienky
thousand	tisíc
thrash	mlátiť
thread	závit
threat	hrozba
threaten	hroziť
threatened	ohrozená
threatening	hrozivý
three	tri
threefold	trojnásobný
threesome	trojica
thresh	mlátiť
threshold	prah
thrice	trikrát
thrift	sporivosť
thrifty	sporivý
thrill	vzrušenie
thrilled	nadšený
thriller	detektívka
thrilling	vzrušujúce
thrive	prospievať
thriving	prosperujúce
throat	hrdlo
throb	pulzovanie
throbbing	pulzujúca
throes	pôrodné bolesti
throne	trón
throng	dav
throttle	škrtiacej ventil
throw	hodiť
throwback	návrat
thrower	vrhač
thrown	hodená
thrush	drozd
thrust	ťah
thruster	raketa
thud	buchnutie
thug	násilník
thumb	palec
thumbprint	odtlačok palca
thump	buchnutie
thumper	Thumper
thumping	búšenie
thunder	hrom
thunderbolt	blesk
thunderclap	hromov
thundering	hromový
thunderstorm	búrka
thunderstruck	ohromený
thwart	zmariť
thx	Vďaka
thyme	tymián
thyroid	štítna
tiara	diadém
tibia	holenná kosť
tic	tic
tick	kliešť
ticked	zaškrtnuté
ticker	ticker
ticket	vstupenka
tickle	šteklenie
tickled	šteklil
ticklish	šteklivý
tidal	prílivu
tidal wave	prílivová vlna
tidbit	pamlsok
tide	príliv
tidings	posolstvo
tidy	uprataný
tie	rozhodujuca
tier	stupeň
tiff	hašterenie
tiger	tiger
tighten	napnúť
tightness	tesnosť
tightrope	lano
tights	pančucháče
tilde	vlnovka
tile	dlaždice
tiling	obklady
till	NO TRANSLATION
tillage	orba
tiller	oráč
tilt	náklon
tilting	naklápacie
timber	drevo
timberland	timberland
timbre	vyzerá úplne inak
time	čas
timeless	nadčasový
timeliness	včasnosť
timely	príhodný
timeout	čas vypršal
timepiece	hodinky
timer	časomerač
times	doba
timetable	letový poriadok
timewasters	NO TRANSLATION
timid	plachý
timidity	bojazlivosť
timing	načasovanie
tin	NO TRANSLATION
tincture	tinktúra
tine	NO TRANSLATION
tinfoil	NO TRANSLATION
tinge	nádych
tingle	chvenie
tingling	brnenie
tinker	drotár
tinkering	šťourat
tinkle	NO TRANSLATION
tinkling	cinkanie
tinnitus	tinnitus
tinsel	pozlátko
tint	nádych
tiny	maličký
tip	tip
tipper	sklápač
tipster	tipař
tipsy	opitý
tiptoe	chodiť po špičkách
tirade	tiráda
tire	pneumatika
tired	unavený
tiredness	únava
tiredofit	NO TRANSLATION
tireless	neúnavný
tiresome	únavný
tiring	únavné
tissue	tkanivo
tistheseason	NO TRANSLATION
tit	sýkorka
titan	titán
titanic	gigantický
titanium	titán
tithe	desiatok
title	nadpis
titled	s názvom
titty	titty
titular	NO TRANSLATION
toad	ropucha
toast	toast
toaster	opekač hrianok
toasty	toasty
tobacco	tabak
toby	Toby
tod	tod
today	dnes
toddler	batoľa
toe	špička
toenail	necht
toffee	karamel
tofu	tofu
toga	NO TRANSLATION
together	spolu
togetherness	jednotnosť
toil	drina
toilet	toaleta, WC
toils	pasce
token	žetón
tolerable	znesiteľný
tolerance	tolerancia
tolerant	tolerantné
tolerate	tolerovať
toleration	tolerancia
toll	mýto
tomahawk	tomahavk
tomato	paradajka
tomatoes	paradajky
tomb	hrob
tombstone	náhrobok
tomcat	kocúr
tome	mne
tomorrow	zajtra
ton	NO TRANSLATION
tone	tón
toner	toner
tong	NO TRANSLATION
tongs	kliešte
tongue	jazyk
tonic	tonikum
tonnage	tonáž
tonsils	mandle
toocold	NO TRANSLATION
tool	náradie
toolbox	panel nástrojov
tooling	náradie
toomuchtodo	NO TRANSLATION
toot	húkanie
tooth	zub
toothache	bolenie zubov
toothbrush	zubná kefka
toothed	ozubený
toothless	bezzubý
toothpaste	zubná pasta
toothpick	zubné špáradlo
toots	Toots
top	top
topaz	topás
topic	téma
topical	aktuálne
topless	polonahá
topographic	topografické
topographical	topografické
topography	topografie
topple	překotit
topside	vrchný
tor	tor
torch	fakľa
torment	trápenie
tormented	mučil
torn	roztrhnutý
tornado	tornádo
torpedo	torpédo
torque	krútiaci moment
torrent	bystrina
torrid	vášnivý
torsion	krútenie
torso	torzo
tort	prečin
tortious	protiprávny
tortoise	korytnačka
tortuous	krivolaké
torture	mučenia
tortured	mučení
toss	hodenie
tot	NO TRANSLATION
total	totálnej
totality	totalita
totally	naprosto
tote	voziť
totem	totem
touch	dotyk
touchdown	touchdown
touched	dojatý
touching	dojemný
touchy	nedotklivé
tough	húževnatý
toughen	spevniť
toughness	húževnatosť
toupee	tupé
tour	prehliadka
tourism	cestovný ruch
tourist	turista
tourmaline	turmalín
tournament	turnaj
tourniquet	turniket
tout	NO TRANSLATION
tow	kúdeľ
towel	uterák
tower	veža
towering	nebetyčný
town	mesto
townhouse	mestský dom
township	okres
townspeople	obyvatelia mesta
toxic	toxický
toxicity	toxicity
toxicology	toxikológia
toxin	toxín
toy	hračka
toymaker	toymaker
trace	stopa
traceable	sledovateľné
tracer	stopár
traces	stopy
trachea	priedušnice
tracing	trasovanie
track	stopa
tracker	tracker
tract	trakt
tractable	povoľný
traction	trakcie
tractor	traktor
trade	obchod
trademark	ochranná známka
trader	obchodník
tradesman	živnostník
trading	obchodovanie
tradition	tradícia
traditional	tradičné
traffic	prevádzka
traffic light	semafor
trafficking	obchodovanie
tragedies	tragédie
tragedy	tragédie
tragic	tragický
trail	chodník
trailer	príves
train	vlak
train set	vlakovej súpravy
trained	vyškolení
trainee	učňovský
trainer	tréner
training	výcvik
trait	vlastnosť
traitor	zradca
traitorous	zradný
trajectory	trajektórie
tram	električka
tramp	tulák
trample	šliapať
trampoline	trampolína
tramway	električka
trance	vytrhnutiu
tranquil	pokojný
tranquility	pokoj
tranquilizer	sedatívum
transact	obchodovať
transaction	transakcie
transatlantic	transatlantický
transceiver	vysielač
transcend	presahovať
transcendence	dokonalosť
transcendent	neporovnateľný
transcendental	transcendentálnej
transcribe	prepísať
transcriber	prepis
transcript	odpis
transcription	transkripcie
transfer	prevod
transference	prenos
transferred	prevedená
transfixed	prikovaný
transform	premeniť
transformation	premena
transformer	transformátor
transfusion	transfúzia
transgression	prestúpenie
transient	prechodný
transistor	tranzistor
transit	tranzit
transition	prechod
transitional	prechodný
transitive	tranzitívne
transitory	prechodný
translate	preložiť
translation	preklad
translator	prekladateľ
translocation	premiestnenie
translucent	priesvitný
transmission	prevodovka
transmit	odovzdať
transmitter	vysielač
transmutation	premena
transom	priečka
transparency	priehľadnosť
transparent	priehľadný
transplant	transplantácia
transplantation	transplantácia
transponder	transpondér
transport	transport
transportation	preprava
transporter	prepravca
transpose	transponovať
transposition	transpozícia
transsexual	transsexuál
transverse	priečny
transvestite	travesti
trap	pasca
trapdoor	padacie dvere
trapeze	trapéz
trapped	pasce
trapper	Traper
trapping	odchyt
trappings	ozdoby
traps	pasce
trash	smeti
trashy	gýčovitý
trauma	trauma
traumatic	traumatický
travail	NO TRANSLATION
travel	cestovanie
traveler	cestovateľ
traveling	cestovanie
traverse	prejsť
travesty	travestie
trawl	vlečná sieť
trawler	rybárska loď
tray	podnos
treacherous	zradný
treachery	zrada
tread	šliapať
treadmill	bežecký pás
treason	zrada
treasure	poklad
treasured	cenený
treasurer	pokladník
treasures	poklady
treasury	pokladňa
treat	zaobchádzať
treatable	liečiteľné
treatise	pojednanie
treatment	liečba
treaty	zmluva
treble	strojnásobiť
tree	strom
trees	stromy
trek	cestovanie
trellis	latková mreža
tremble	triasť sa
trembling	chvenie
tremendous	obrovský
tremendously	ohromne
tremor	tremor
trench	priekopa
trend	trend
trending	trendov
trendy	moderný
trepidation	chvenie
trespass	prekročiť
triad	trojica
triage	triedenie
trial	pokus
triangle	trojuholník
triangular	trojuholníkový
triangulate	triangulovat
triathlon	triatlon
tribal	kmeňový
tribe	kmeň
tribulation	súženie
tribunal	tribunál
tribune	tribúna
tributary	prítok
tribute	hold
trick	trik
trickery	podvod
trickle	pramienok
trickster	podvodník
tricky	chúlostivý
tricycle	trojkolka
trident	trojzubec
trifle	maličkosť
trifling	bezvýznamný
trig	zaraziť
trigger	spúšť
trigonometry	trigonometria
trillion	bilión
trilogy	trilógie
trim	zredukovať
trimester	trimester
trimmer	orezávač
trimming	orezávanie
trine	Trine
trinity	trojica
trinket	čačky
trio	trio
trip	výlet
tripartite	trojstranný
tripe	držky
triple	trojitý
triplet	trojica
triplicate	trojaký
tripod	statív
tripping	zakopnutia
trite	banálne
tritium	trícium
triumph	triumf
triumphant	triumfálny
trivia	drobnosti
trivial	triviálne
troll	trol
trolley	trolejbus
trombone	trombón
troop	oddiel
trooper	tankista
troops	vojsko
trophy	trofej
tropic	obratník
tropical	tropický
tropics	trópy
trot	klus
trouble	ťažkosti
troubled	ustarostený
troublemaker	človek, ktorý robí problémy
troubles	ťažkosti
troublesome	obtiažny
trough	koryto
troupe	herecká spoločnosť
trousers	nohavice
trout	pstruh
trowel	murárska lyžica
truce	prímerie
truck	nákladné auto
trucker	trucker
truckload	náklad
truculent	divoký
true	TRUE
truelove	pravá láska
truffle	hľuzovka
truism	truismus
trump	tromf
trumpet	trúbka
trumpeter	trubkár
truncate	osekať
truncated	skrátený
trundle	kotúľať
trunk	kmeň
truss	zošnurovať
trust	dôvera
trustee	poručník
trusting	dôverčivý
trustworthy	dôveryhodný
trusty	verný
truth	pravda
truthful	pravdivý
truthfulness	pravdivosť
try	vyskúšať
tryout	vyskúšaj
tryouts	Tryouts
tsunami	cunami
tub	vaňa
tuba	tuba
tubby	tučný
tube	trubice
tuberculosis	tuberkulóza
tubing	hadice
tubular	trubkový
tubule	trubička
tuck	zastrčiť
tucker	Tucker
tuesday	utorok
tufted	trsovitý
tug	ťahanie
