Word	iw
storming	גוֹעֵשׁ
stormy	סוֹעֵר
story	כַּתָבָה
storybook	סיפורים
storyteller	מספר סיפורים
storytelling	סיפור
stound	סטונד
stout	סטָאוּט
stove	תַנוּר
stow	לְאַחסֵן
stowaway	נוֹסֵעַ סָמוּי
straddle	לְפַשֵׂק
straight	יָשָׁר
straighten	לְסַדֵר
straightforward	פָּשׁוּט
straightway	לְאַלתַר
strain	מתח
strained	מָתוּחַ
strait	מֵצַר
straitjacket	מעיל
straits	מְצוּקָה
strand	גָדִיל
stranded	נָטוּשׁ
strange	מוּזָר
stranger	זָר
strangle	לַחֲנוֹק
strangulation	חֶנֶק
strap	רצועה
strapless	לְלֹא כְּתֶפִיוֹת
strapping	חָסוּן וְגָבוֹהָ
strata	רְבָדִים
strategic	אסטרטגי
strategist	תַכסִיסָן
strategy	אִסטרָטֶגִיָה
stratification	רִבּוּד
stratosphere	סטרטוספירה
stratum	שִׁכבָה
stratus	סטרטוס
straw	קש
strawberry	תּוּת
stray	לִסְטוֹת
streak	פַּס
streaked	מפוספסת
stream	זרם
streamer	דִגלוֹן
streaming	נְהִירָה
streamline	לייעל
street	רְחוֹב
streetcar	חשמלית
streetlight	פנס רחוב
strength	כוח
strengthen	לְחַזֵק
strengthening	הִתחַזְקוּת
strenuous	מְאוּמָץ
strep	סטרפט
stress	לחץ
stressed	לחוץ
stresses	מדגיש
stressfree	NO TRANSLATION
stressful	מלחיץ
stressin	NO TRANSLATION
stressing	מדגיש
stressrelief	NO TRANSLATION
stretch	לִמְתוֹחַ
stretcher	אֲלוּנקָה
stricken	מוּכֶּה
strict	קַפְּדָנִי
stride	לִצְעוֹד
strife	מְרִיבָה
strike	לְהַכּוֹת
strikeout	פסילה
striker	חָלוּץ
striking	מהמם
strikingly	להפליא
string	חוּט
strings	מחרוזות
stringy	חוּטִי
strip	לְהִתְפַּשֵׁט
stripe	פס
striped	מְפוּספָּס
stripped	חָשׂוּף
stripper	חַשׂפָנִית
striptease	חַשׂפָנוּת
strive	לִשְׁאוֹף
strobe	סטרוב
stroke	שבץ
stroll	לְהִתְהַלֵך
stroller	עגלת ילדים
strolling	מטייל
strong	חָזָק
stronghold	מָעוֹז
strongly	בְּתוֹקֶף
structural	מִבנִי
structure	מִבְנֶה
strudel	שְׁטרוּדֶל
struggle	מַאֲבָק
strut	יָתֵד
stub	בָּדָל
stubbed	מקומטת
stubble	זִיפֵי זָקָן
stubborn	עַקשָׁן
stubbornness	עקשנות
stubby	קָצָר וְעָבֶה
stucco	טִיחַ הַתָזָה
stuck	תָקוּעַ
stuckup	NO TRANSLATION
stud	סוּס הַרבָּעָה
studded	משובץ
student	סטוּדֶנט
studied	מְחוֹשָׁב
studio	סטוּדִיוֹ
study	לימוד
stuff	דברים
stuffed animal	בעל חיים ממולא
stuffing	מְלִית
stuffy	מַחֲנִיק
stumble	לִמְעוֹד
stump	גֶדֶם
stumped	מבוהל
stun	לְזַעזֵעַ
stunned	הָמוּם
stunner	חֲתִיך
stunning	מַדְהִים
stunt	לְעַכֵּב
stunted	מתנודד
stuntman	כָּפִיל
stupefaction	תַדְהֵמָה
stupefy	לְטַמְטֵם
stupendous	כַּבִּיר
stupid	מְטוּפָּשׁ
stupidity	טִפּשׁוּת
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	קֵהוּת
sturdy	חָסוֹן
sturgeon	חִדקָן
stutter	לְגַמגֵם
sty	דִיר חֲזִירִים
style	סִגְנוֹן
styling	סִגנוּן
stylish	מסוגנן
stylist	מְעַצֵב אוֹפנָה
suave	אָדִיב
sub	תַת
subatomic	תת - אטומי
subcommittee	וַעֲדַת מִשׁנֶה
subconscious	תַת הַכָּרָתִי
subcutaneous	תַת עוֹרִי
subdivide	לְסַעֵף
subdivision	תַת מַחלָקָה
subduction	תת
subdue	לְהַכנִיעַ
subdued	מאופקת
subdural	תת - קרקעי
subito	NO TRANSLATION
subject	נושא
subjected	כפוף
subjection	הִשׁתַעבְּדוּת
subjective	סובייקטיבית
subjugation	שִׁעבּוּד
sublet	משנה
sublevel	sublevel
sublimation	הַאֲצָלָה
sublime	נִשׂגָב
subliminal	תַת הַכָּרָתִי
submarine	צוֹלֶלֶת
submerge	לִצְלוֹל
submerged	שָׁקוּעַ
submersible	צוללת
submission	הגשה
submissive	כָּנוּעַ
submit	שלח
submitting	הַגָשָׁה
subordinate	כָּפוּף
subordination	כְּפִיפוּת
subplot	תת-קרקע
subpoena	הַזמָנָה
subscribe	מנוי
subscriber	מָנוּי
subscription	מִנוּי
subsequence	לאחר מכן
subsequent	לאחר מכן
subsequently	לְאַחַר מִכֵּן
subservient	מִתרַפֵּס
subset	משנה
subside	לִשְׁקוֹעַ
subsidence	שְׁקִיעָה
subsidiary	חברה בת
subsidize	לְסַבְּסֵד
subsidy	סוּבּסִידִיָה
subsist	להתקיים
subsistence	קִיוּם
subsoil	תַשׁתִית
subspace	משנה
substance	חומר
substandard	תת-תקני
substantial	מַמָשִׁי
substantially	באופן משמעותי
substantiate	לְהוֹכִיחַ
substantive	מַמָשִׁי
substation	משנה
substitute	תחליף
substituted	תחליף
substitution	החלפה
substructure	מַסָד
subterranean	תַת קַרקַעִי
subtext	הסאבטקסט
subtitle	כתוביות
subtle	עָדִין
subtlety	עֲדִינוּת
subtract	לְחַסֵר
subtraction	חִסוּר
subtype	תת-סוג
suburb	פרבר
suburban	פַּרבַרִי
suburbia	פרבר
suburbs	פרברים
subversion	חַתרָנוּת
subversive	חַתרָנִי
subvert	לְעַרְעֵר
subway	רכבת תחתית
succeed	להצליח
succeeding	מצליח
success	הַצלָחָה
successful	מוּצלָח
succession	יְרוּשָׁה
successive	רצוף
successor	יוֹרֵשׁ
succinct	תַמצִיתִי
succubus	סוקובוס
succulent	עֲסִיסִי
succumb	לְהִכָּנֵעַ
suck	לִמְצוֹץ
sucker	פֶּתִי
sucking	יְנִיקָה
suckling	יְנִיקָה
sucks	מוצץ
suction	יְנִיקָה
sudden	פִּתְאוֹמִי
suddenly	פִּתְאוֹם
suds	קֶצֶף סַבּוֹן
sue	לתבוע
suede	זֶמֶשׁ
suffer	סובל
sufferer	סובל
suffering	סֵבֶל
suffice	לְהַספִּיק
sufficiency	הִסתַפְּקוּת
sufficient	מַסְפִּיק
sufficiently	מספיק
suffix	סִיוֹמֶת
suffocate	לְהֵחָנֵק
suffocating	מחניקה
suffocation	חֶנֶק
sugar	סוכר
suggest	לְהַצִיעַ
suggestion	הַצָעָה
suggestive	מְרַמֵז
suicidal	הִתאַבְּדוּתִי
suicide	הִתאַבְּדוּת
suicidebombing	NO TRANSLATION
suit	חליפה
suitable	מַתְאִים
suitcase	מזוודה
suite	סְוִיטָה
suitor	מְחַזֵר
sulfate	גופרתי
sulfur	גוֹפרִית
sulk	זועף
sullen	קוֹדֵר
sully	לְהַכפִּישׁ
sulphur	גוֹפרִית
sultan	סולטן
sultry	מַחֲנִיק
sum	סְכוּם
summarily	באופן סדיר
summarize	לְסַכֵּם
summary	סיכום
summation	סיכום
summer	קַיִץ
summerhouse	בית קיץ
summertime	קיץ
summit	פִּסגָה
summon	לְזַמֵן
summons	הַזמָנָה
sumo	סומו
sump	עוּקָה
sumptuous	מְפוֹאָר
sun	שמש
sunbeam	קֶרֶן שֶׁמֶשׁ
sunburn	כֶּלֶף
sundae	גְלִידָה
sunday	יוֹם רִאשׁוֹן
sundial	שָׁעוֹן שֶׁמֶשׁ
sundown	שקיעה
sundry	משתנה
sunflower	חַמָנִית
sunglass	משקפי שמש
sunglasses	מישקפי שמש
sunk	שקע
sunken	שָׁקוּעַ
sunless	ללא שמש
sunlight	אוֹר שֶׁמֶשׁ
sunny	שִׁמשִׁי
sunrise	זריחה
sunroof	שמש
sunscreen	קרם הגנה
sunset	שקיעת החמה
sunshine	אוֹר שֶׁמֶשׁ
suntan	שִׁזוּף
sunup	שמש
sup	מה ניש
super	סוּפֶּר
superannuation	- סופר
superb	מְצוּיָן
superficial	שטחי
superfluous	מְיוּתָר
superhero	גיבור על
superhuman	על אנושית
superimposed	על גבי
superintendent	מְפַקֵחַ
superior	עליון
superiority	עֶליוֹנוּת
superlative	מוּפלָג
superman	סוּפֶּרמֶן
supermarket	סוּפֶּרמַרקֶט
supermodel	דוגמנית על
supernatant	סופרנטאנט
supernatural	עַל טִבעִי
supernova	סופרנובה
superposition	חֲפִיפָה
superpower	מַעֲצָמָה
supersede	להתחלף
superstar	כוכב
superstition	אֱמוּנָה טְפֵלָה
superstitious	אמונות תפלות
superstore	סופרסטור
supervise	לְפַקֵחַ
supervision	הַשׁגָחָה
supervisor	מְפַקֵחַ
supper	אֲרוּחַת עֶרֶב
suppertime	שעת הארוחה
supplant	לִתְפּוֹס מָקוֹם
supple	גָמִישׁ
supplement	לְהַשְׁלִים
supplemental	משלימה
supplementary	מַשׁלִים
supplication	תַחֲנוּן
supplier	ספק
supplies	אספקה
supply	לְסַפֵּק
support	תמיכה
supported	נתמך
supporter	תוֹמֵך
supporters	תומכים
supporting	תומך
supportive	תומכת
suppose	לְהַנִיחַ
supposed	אמור
supposing	נניח
supposition	הַנָחָה
suppress	לדכא
suppression	הַדחָקָה
supremacy	עֶליוֹנוּת
supreme	עֶלִיוֹן
supremely	על העליונה
surcharge	תַשׁלוּם נוֹסָף
sure	בטוח
surety	עֲרֵבוּת
surf	לִגלוֹשׁ
surface	משטח
surfboard	גלשן
surfer	גוֹלֵשׁ
surge	לְהִתְנַחְשֵׁל
surgeon	מְנַתֵחַ
surgery	כִּירוּרגִיָה
surgical	כִּירוּרגִי
surly	זָעוּף
surmise	לְשַׁעֵר
surname	שֵׁם מִשׁפָּחָה
surpassing	מְצוּיָן
surplus	עוֹדֵף
surprise	הַפתָעָה
surprised	מוּפתָע
surprises	הפתעות
surprising	מַפתִיעַ
surprisingly	למרבה ההפתעה
surreal	סוריאליסטי
surrender	כְּנִיעָה
surrendering	כניעה
surrogate	תַחֲלִיף
surround	לְהַקִיף
surrounding	מַקִיף
surroundings	סביבה
surveillance	הַשׁגָחָה
survey	סֶקֶר
surveying	מדידות
surveyor	מוֹדֵד
survival	הישרדות
survive	לִשְׂרוֹד
surviving	שורד
survivor	ניצול
susceptibility	רְגִישׁוּת
susceptible	רָגִישׁ
sushi	סושי
suspect	חָשׁוּד
suspected	חשוד
suspend	לְהַשְׁעוֹת
suspended	מוּשׁהֶה
suspenders	בִּירִיוֹת
suspense	מֶתַח
suspension	הַשׁעָיָה
suspicion	חֲשָׁד
suspicions	חשדות
suspicious	חָשׁוּד
sustain	לִתְמוֹך
sustained	ממושך
sustenance	מִחיָה
suture	תֶפֶר
suv	suv
sux	NO TRANSLATION
swab	סְפוֹגִית
swag	הִתנוֹעֲעוּת
swagger	יְהִירוּת
swallow	לִבלוֹעַ
swami	סוואמי
swamp	לְהַצִיף
swamped	הוצף
swampy	טוֹבְעָנִי
swan	בַּרבּוּר
swank	לְהִתְרַבְרֵב
swap	לְהַחלִיף
swarm	נָחִיל
swarming	נְהִירָה
swastika	צְלָב קֶרֶס
swat	לְהַצְלִיף
sway	להתנדנד
swear	לְקַלֵל
swearing	שְׁבוּעָה
sweat	לְהָזִיעַ
sweater	סווֶדֶר
sweating	מְיוֹזָע
sweatshirt	סווטשירט
sweatshop	סווטשופ
sweaty	מְיוֹזָע
sweep	לְטַאטֵא
sweeper	מְטַאטֵא
sweeping	סוֹחֵף
sweet	מתוק
sweeten	לְהַמתִיק
sweetened	מְמוּתָק
sweetener	מַמתִיק
sweetest	המתוק
sweetheart	אהובה
sweetie	מוֹתֶק
sweetness	מְתִיקוּת
sweets	דִברֵי מְתִיקָה
swell	לְהִתְנַפֵּחַ
swelling	נְפִיחוּת
sweltering	מחליקה
swerve	לִסְטוֹת
swift	מָהִיר
swiftly	מַהֵר
swig	לְגִימָה אֲרוּכָּה
swill	לִלְגוֹם
swim	לשחות
swimmer	שַׂחיָן
swimming	שחייה
swimsuit	בגד ים
swindle	לְהוֹנוֹת
swindler	רַמַאִי
swine	חֲזִיר
swing	נַדְנֵדָה
swinger	בַּלְיָן
swinging	נִדנוּד
swipe	לִגנוֹב
swirl	מְעַרבּוֹלֶת
swish	לְהַצְלִיף
switch	החלף
switchblade	אוֹלָר קְפִיצִי
switchboard	מֶרכָּזִיָה
swivel	לְהִסְתוֹבֵב
swollen	נפוח
swoon	לְהִתְעַלֵף
swoop	לָעוּט
sword	חֶרֶב
swordfish	דַג חֶרֶב
swordplay	סִיוּף
swordsman	נוֹשֵׂא חֶרֶב
sycamore	שִׁקמָה
syllable	הֲבָרָה
syllabus	רשימת קריאה
symbiotic	שִׁתוּפָנִי
symbol	סֵמֶל
symbolic	סִמלִי
symbolically	באופן סמלי
symbolism	סִמלִיוּת
symbolize	לְסַמֵל
symmetric	סימטרי
symmetrical	סִימֶטרִי
symmetry	סִימֶטרִיָה
sympathetic	אוֹהֵד
sympathize	להזדהות
sympathy	אַהֲדָה
symphonic	סִימפוֹנִי
symphony	סִימפוֹנִיָה
symposium	סִימפּוֹזִיוֹן
symptom	סימפטום
symptomatic	סימפטומטי
synagogue	בית כנסת
synapse	סינפסה
synaptic	סינפטי
sync	סינכרון
synchronize	לְסַנכְרֵן
synchronous	סינכרוני
syncope	סִינקוֹפָּה
syndicate	סִינדִיקָט
syndrome	תִסמוֹנֶת
synergistic	סינרגיסטי
synergy	סינרגיה
synod	סינוד
synonym	שֵׁם נִרדָף
synonymous	נִרדָף
synopsis	תַקצִיר
synoptic	תַמצִיתִי
syntax	תחביר
synthesis	סִינתֶזָה
synthesizer	סינתיסייזר
synthetic	מְלָאכוּתִי
syphilis	עַגֶבֶת
syringe	מַזרֵק
syrup	סירופ
system	מערכת
systematic	שִׁיטָתִי
systematically	באופן שיטתי
t-shirt	חולצה קצרה
tab	לשונית
tabasco	טבסקו
tabby	טאבי
tabernacle	מִשׁכָּן
table	שולחן
tableau	NO TRANSLATION
tablecloth	מפת שולחן
tablespoon	כַּף
tablet	לוּחַ
tableware	כלי שולחן
tabloid	טַבלִית
taboo	טאבו
tabular	לוּחִי
tabulate	לְלַווֵחַ
tabulation	לִוּוּחַ
tachometer	טכומטר
tacit	שֶׁבִּשְׁתִיקָה
tack	נַעַץ
tackle	לְהִתְמוֹדֵד
tackled	טופל
tackling	התמודדות
tacky	דָבִיק
taco	טאקו
tact	טַקט
tactful	מְנוּמָס
tactic	טקטיקה
tactical	טַקטִי
tactics	טַקטִיקָה
tactile	מִשׁוּשִׁי
tad	NO TRANSLATION
tadpole	רֹאשָׁן
taffeta	טפטה
taffy	taffy
tag	תָג
tail	זָנָב
tailed	זנב
tailgate	שַׁעַר תַחְתוֹן
tailings	זנבות
taillight	אור אחורי
tailor	לְהַתְאִים
tailoring	תפירה
tailpipe	מפלט
taint	לְהַכתִים
take	לקחת
takeoff	להמריא
takeout	להוציא
takeover	להשתלט על
taker	טיקר
talcum	טַלק
tale	מַעֲשִׂיָה
talent	כִּשָׁרוֹן
talented	מוּכשָׁר
talisman	קָמִיעַ
talk	לְדַבֵּר
talkative	פַּטפְּטָנִי
talker	דַבְּרָן
tall	גָבוֹהַ
tallies	תגים
tallow	חֵלֶב
tally	לִסְפּוֹר
talon	טוֹפֶר
talons	NO TRANSLATION
tambourine	תוף מרים
tame	NO TRANSLATION
tamer	מְאַלֵף
taming	אִלוּף
tamper	טמפר
tampon	טַמפּוֹן
tan	לְהִשְׁתַזֵף
tandem	טנדם
tang	רֵיחַ חָרִיף
tangent	מַשִׁיק
tangerine	מַנדָרִינָה
tangible	מוּחָשִׁי
tangle	סְבַך
tangled	מְסוּבָּך
tango	טַנגוֹ
tank	טַנק
tank top	גופייה
tanker	מְכַלִית
tanned	שָׁזוּף
tantalizing	מפתה
tantamount	טמאונט
tantrum	הִתפָּרְצוּת זַעַם
taoism	טאואיזם
tap	בֶּרֶז
tape	סרט הדבקה
tape measure	קלטת
taper	לְהִתְחַדֵד
tapering	מתחדד
tapestry	גוֹבּלֶן
tapeworm	שַׁרשׁוּר
tapioca	טפיוקה
taps	ברזים
tar	זֶפֶת
tarantula	טרנטולה
tardiness	אִחוּר
tardy	מְפַגֵר
target	יַעַד
targeted	ממוקד
targeting	מיקוד
tariff	תַעֲרִיף
tarmac	מַסלוּל הַמרָאָה
tarnish	לְהַכתִים
tarot	טארוט
tarp	NO TRANSLATION
tarry	לְהִתְעַכֵּב
tart	טארט
tartan	טרטני
tartar	טרטר
task	מְשִׁימָה
tassel	צִיצִית
taste	טַעַם
tasteful	טָעִים
tasteless	חֲסַר טַעַם
tasting	טְעִימָה
tasty	טָעִים
tat	לִרְקוֹם
tattler	טרטר
tattletale	רַכלָן
tattoo	לְקַעֲקֵעַ
taught	לימד
taunt	לְהִתְגַרוֹת
taupe	אָפוֹר חוּם
taut	מָתוּחַ
tavern	מִסְבָּאָה
tawdry	טוודרי
tawny	חוּם צָהוֹב
tax	מַס
taxed	במס
taxi	מוֹנִית
taxicab	מונית
taxonomy	טקסונומיה
taxpayer	משלם המסים
tea	תה
teach	לְלַמֵד
teacher	מוֹרֶה
teaching	הוֹרָאָה
teacup	כוס תה
teahouse	בית תה
teal	ירוק כחלחל
team	קְבוּצָה
teamjesus	NO TRANSLATION
teammate	חבר צוות
teamwork	עבודת צוות
teapot	קוּמקוּם
tear	לקרוע
tearful	דוֹמֵעַ
tearsofjoy	NO TRANSLATION
teary	דומע
tease	לְהַקְנִיט
teaser	טיזר
teasing	מתגרה
teaspoon	כַּפִּית
teat	פִּטמָה
teatime	שעת תה
tech	טק
technical	טֶכנִי
technicality	טכניות
technician	טכנאי
technique	טֶכנִיקָה
techno	טכנו
technological	טֶכנוֹלוֹגִי
technology	טֶכנוֹלוֹגִיָה
ted	טד
teddy bear	דובון
tedious	מְשַׁעֲמֵם
tedium	שִׁעֲמוּם
tee	tee
teeming	שׂוֹרֵץ
teen	נוער
teenage	שֶׁל גִיל הָעֶשׂרֵה
teenager	מִתבַּגֵר
teens	בני נוער
teensy	מתוח
teeny	קְטַנטַן
teeth	שיניים
teething	שיניים
teflon	טפלון
telegram	מִברָק
telegraph	טֵלֶגרָף
telekinesis	telekinesis
telemetry	טלמטריה
telepathic	טֶלֶפַּתִי
telepathy	טֶלֶפַּתִיָה
telephone	טֵלֵפוֹן
telescope	טֵלֶסקוֹפּ
telescopic	טֵלֶסקוֹפִּי
telethon	טלהון
teletype	הטלטיפ
televised	טלוויזיוני
television	טֵלֶוִיזִיָה
tell	לְסַפֵּר
teller	כַּספָּר
telling	אומר
telltale	מַלשִׁין
temp	temp
temper	מזג
tempera	טמפרה
temperament	טֶמפֶּרָמֶנט
temperamental	הֲפַכְפַּך
temperance	מְתִינוּת
temperate	מְמוּזָג
temperature	טֶמפֶּרָטוּרָה
tempered	מתוח
tempest	סְעָרָה
template	תבנית
temple	בית המקדש
tempo	NO TRANSLATION
temporal	זְמַנִי
temporarily	זְמַנִית
temporary	זמני
tempt	לפתות
temptation	פיתוי
tempting	מפתה
temptress	טמפטריס
ten	עשר
tenable	עָמִיד
tenacious	מִתעַקֵשׁ
tenacity	עַקשָׁנוּת
tenancy	חֲכִירָה
tenant	שׂוֹכֵר
tend	נוטה
tendency	מְגַמָה
tender	מִכרָז
tenderfoot	טִירוֹן
tenderness	רוֹך
tending	טיפול
tendon	גִיד
tenement	בֵּית דִירוֹת
tenet	עִקָרוֹן
tenets	עקרונות
tenfold	פִּי עֲשָׂרָה
tennis	טֶנִיס
tenor	טֶנוֹר
tense	מָתוּחַ
tensile	מתיחה
tension	מתח
tent	אוֹהֶל
tentacle	זְרוֹעַ
tentative	זְמַנִי
tenth	עֲשִׂירִית
tenths	עשיריות
tenuous	קָלוּשׁ
tenure	קְבִיעוּת
tepee	טפי
tepid	פּוֹשֵׁר
tequila	טקילה
teriyaki	טריאקי
term	טווח
terminal	מָסוֹף
terminate	לבטל, לסיים
termination	סיום
terminator	שליחות קטלנית
terminology	טרמינולוגיה
terminus	מָסוּף
termite	טֶרמִיט
terms	מונחים
tern	שַׁחֲפִית
ternary	מְשּוּלָשׁ
terrace	מִרפֶּסֶת
terrain	פְּנֵי הַשֵׁטַח
terrestrial	יַבַּשׁתִי
terrible	נורא
terribly	נוֹרָא
terrier	שַׁפלָן
terrific	מְצוּיָן
terrified	מתה מפחד
terrifies	פחדים
terrify	לְהַפחִיד
terrifying	מפחיד
territorial	טֵרִיטוֹרִיָאלִי
territory	שֶׁטַח
terror	טֵרוֹר
terrorism	טֵרוֹר
terrorist	מְחַבֵּל
terrorists	טרוריסטים
terrorize	לְהַשְׁלִיט טֶרוֹר
terse	תַמצִיתִי
tertiary	שלישי
test	מִבְחָן
testament	בְּרִית
testicle	אֶשֶׁך
testicular	אַשׁכִּי
testify	לְהַעִיד
testimonial	תְעוּדַת הוֹקָרָה
testimony	עֵד
testosterone	טסטוסטרון
testy	NO TRANSLATION
tetanus	טֶטָנוּס
tether	לִקְשׁוֹר
tethered	קשורה
tetrahedral	tetrahedral
text	טֶקסט
textbook	ספר לימוד
textile	טֶקסטִיל
textural	רִקמָתִי
texture	מרקם
tgif	tgif
thank	להודות
thankful	אֲסִיר תוֹדָה
thankgod	תודה לאל
thanking	מוֹדֶה
thankless	כְּפוּי תוֹדָה
thanks	תודה
thanksalot	NO TRANSLATION
thanksgiving	חג ההודיה
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	סְכָך
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	לְהַפְשִׁיר
theater	תיאטרון
theatrical	התיאטרון
theatrics	theatrics
thebest	הכי טוב
theft	גְנֵבָה
theism	תֵאִיזם
theistic	תיאיסטית
thelife	החיים
thelittlethings	NO TRANSLATION
theme	נושא
theocracy	תֵאוֹקרָטִיָה
theocratic	תיאוקרטית
theologian	תֵאוֹלוֹג
theological	התיאולוגי
theology	תֵאוֹלוֹגִיָה
theorem	מִשׁפָּט
theoretical	תֵאוֹרֵטִי
theory	תֵאוֹרִיָה
therapeutic	רְפוּאִי
therapeutics	תוֹרַת הָרִפּוּי
therapist	מְרַפֵּא
therapy	תֶרַפּיָה
thereabouts	שם
thereof	מִזֶה
therewith	עם זאת
thermal	תֶרמִי
thermocouple	תרמי
thermodynamics	תֶרמוֹדִינָמִיקָה
thermometer	מד חום
thermos	תֶרמוֹס
thermostat	תֶרמוֹסטָט
thesaurus	אוֹצָר מִילִים
thesis	תזה
thick	עבה
thicken	לַעֲבוֹת
thickening	הִתְעַבּוּת
thicket	סְבַך
thickness	עוֹבִי
thief	גַנָב
thigh	יָרֵך
thimble	אֶצבָּעוֹן
thin	דַק
thing	דָבָר
things	דברים
thingy	דבר
think	לַחשׁוֹב
thinker	הוגה
thinking	חושב
third	שְׁלִישִׁי
thirds	שליש
thirst	צָמָא
thirsty	צמא
thirteen	שְׁלוֹשׁ עֶשׂרֵה
thirteenth	שְׁלוֹשׁ עֶשׂרֵה
thirty	שְׁלוֹשִׁים
thistle	גְדִילָן
thither	שָׁמָה
thong	שְׂרוֹך
thorn	קוֹץ
thorny	קוֹצָנִי
thorough	יְסוֹדִי
thoroughbred	גִזעִי
thoroughfare	רְחוֹב
thought	מַחֲשָׁבָה
thoughtful	מִתחַשֵׁב
thoughtfulness	הִתחַשְׁבוּת
thoughtless	חֲסַר מַחֲשָׁבָה
thoughts	מחשבות
thousand	אלף
thrash	לַחֲבוֹט
thread	פְּתִיל
threat	אִיוּם
threaten	מאיים
threatened	מאוים
threatening	מְאַיֵם
three	שְׁלוֹשָׁה
threefold	מְשּוּלָשׁ
threesome	שְׁלִישִׁיָה
thresh	לָדוּשׁ
threshold	סַף
thrice	שָׁלוֹשׁ פַּעֲמִים
thrift	חִסָכוֹן
thrifty	חסכן
thrill	רֶטֶט
thrilled	נִפְעָם
thriller	מוֹתְחָן
thrilling	מרגש
thrive	לְשַׂגְשֵׂג
thriving	משגשגת
throat	גרון
throb	פְּעִימָה
throbbing	פְּעִימָה
throes	גרון
throne	כס
throng	הָמוֹן
throttle	מַצעֶרֶת
throw	לזרוק
throwback	נסיגה
thrower	זורק
thrown	נזרק
thrush	קִיכלִי
thrust	דַחַף
thruster	מַרפְּקָן
thud	קוֹל עָמוּם
thug	בִּריוֹן
thumb	אֲגוּדָל
thumbprint	טביעת אצבע
thump	חֲבָטָה
thumper	חובט
thumping	חבטות
thunder	רַעַם
thunderbolt	חֲזִיז
thunderclap	רעם
thundering	רוֹעֵם
thunderstorm	סוּפַת רַעֲמִים
thunderstruck	הֲלוּם רַעַם
thwart	לְסַכֵּל
thx	תודה
thyme	טימין
thyroid	תְרִיס
tiara	נֵזֶר
tibia	שׁוּקָה
tic	עֲוִית
tick	תִקתוּק
ticked	מתקתקת
ticker	טֵלֵפּרִינטֶר
ticket	כַּרְטִיס
tickle	לְדַגדֵג
tickled	דגדגה
ticklish	מתקתק
tidal	שֶׁל גֵאוּת וְשֵׁפֶל
tidal wave	גל גאות
tidbit	יְדִיעָה
tide	גאות
tidings	בְּשׂוֹרוֹת
tidy	מסודר
tie	עניבה
tier	נִדבָּך
tiff	רִיב
tiger	נָמֵר
tighten	לְהַדֵק
tightness	אֲטִימוּת
tightrope	חֶבֶל מָתוּחַ
tights	טייץ צמוד
tilde	טילדה
tile	אָרִיחַ
tiling	רִעוּף
till	NO TRANSLATION
tillage	עִבּוּד הָאֲדָמָה
tiller	מוֹט הָהֶגֶה
tilt	לְהַטוֹת
tilting	הטיה
timber	עֵץ
timberland	טימברלנד
timbre	גָוֶן
time	זְמַן
timeless	נִצחִי
timeliness	עתוי
timely	בזמן
timeout	פסק זמן
timepiece	שָׁעוֹן
timer	שָׁעוֹן עֶצֶר
times	פִּי
timetable	לוח זמנים
timewasters	NO TRANSLATION
timid	נחבא אל הכלים
timidity	הַסְסָנוּת
timing	תִזמוּן
tin	NO TRANSLATION
tincture	לִצְבּוֹעַ
tine	NO TRANSLATION
tinfoil	נייר אלומיניום
tinge	לִצְבּוֹעַ
tingle	לָחוּשׁ עִקצוּץ
tingling	עקצוץ
tinker	לְנַסוֹת לְתַקֵן
tinkering	טינקרינג
tinkle	NO TRANSLATION
tinkling	צִלצוּל
tinnitus	טינטון
tinsel	חוּטֵי כֶּסֶף נוֹצֵצִים
tint	לִצְבּוֹעַ
tiny	זָעִיר
tip	עֵצָה
tipper	טיפר
tipster	המודיע
tipsy	שׁתוּי
tiptoe	קְצוֹת הַבְּהוֹנוֹת
tirade	תוֹכָחָה
tire	צמיג
tired	עייף
tiredness	עייפות
tiredofit	NO TRANSLATION
tireless	לֹא יוֹדֵעַ לֵאוֹת
tiresome	מְשַׁעֲמֵם
tiring	מעייף
tissue	רִקמָה
tistheseason	NO TRANSLATION
tit	פִּטמָה
titan	עֲנָק
titanic	כַּבִּיר
titanium	טִיטָן
tithe	מַעֲשֵׂר
title	כותרת
titled	שכותרתו
titty	titty
titular	NO TRANSLATION
toad	קַרפָּדָה
toast	הרמת כוסית
toaster	טוֹסטֶר
toasty	postetary
tobacco	טַבָּק
toby	toby
tod	tod
today	היום
toddler	פָּעוֹט
toe	אֶצבַּע
toenail	ציפורן
toffee	טוֹפִי
tofu	טופו
toga	NO TRANSLATION
together	יַחַד
togetherness	ביחד
toil	עָמָל
toilet	שֵׁרוּתִים
toils	במלכודות
token	אֲסִימוֹן
tolerable	נִסבָּל
tolerance	סוֹבלָנוּת
tolerant	סוֹבלָנִי
tolerate	לִסְבּוֹל
toleration	סוֹבלָנוּת
toll	אַגרָה
tomahawk	טומהוק
tomato	עגבנייה
tomatoes	עגבניות
tomb	קֶבֶר
tombstone	מַצֵבָה
tomcat	חתול
tome	לי
tomorrow	מָחָר
ton	NO TRANSLATION
tone	טוֹן
toner	טונר
