Word	fa
rubbish	زباله
rubble	خرابه
rubdown	برگرداندن
rubric	بخش
ruby	روبی
ruckus	رکوس
rudder	فرمان
ruddy	سرخ
rude	بی ادب
rudeness	بی ادبی
rudimentary	ابتدایی
rudiments	اصول اولیه
rue	غم و اندوه
rueful	سرگردان
ruff	رفع
ruffian	رفاه
ruffle	خرچنگ
rug	فرش
rugby	راگبی
rugged	ناهموار
ruin	خراب کردن
ruination	خرابکاری
ruined	خراب
ruinous	ویرانگر
ruins	ویرانه
rule	قانون
ruler	خط كش
ruling	حاکم
rum	رم
rumba	رامبا
rumble	خراب کردن
rummage	روحیه
rumor	شایعه
rumored	شایعه
rump	تکه تکه
rumpus	رمپوس
run	اجرا کن
runaround	رونده
runaway	فرار کن
rundown	سر و صدا
runes	رونز
rung	رنج
runner	دونده
running	در حال اجرا
running shoes	کفش های در حال اجرا
runny	آبریزش
runt	NO TRANSLATION
runway	باند فرودگاه
rupture	پارگی
rural	روستایی
ruse	NO TRANSLATION
rush	هجوم بردن
rushing	عجله دارد
rust	زنگ
rusted	زنگ زده
rustic	روستایی
rustle	خسته کننده
rustler	سرخورده
rusty	زنگ زده
rut	گودال
ruth	روت
ruthless	بی رحم
rye	چاودار
sabbatical	فرصت مطالعاتی
saber	NO TRANSLATION
sable	sable
sabotage	خرابکاری
saboteur	خرابکار
sac	کیسه
sack	کیسه
sacrament	مقدس
sacred	مقدس
sacrifice	قربانی
sacrifices	فداکاری
sacrificial	فداکارانه
sacrilege	قربانی کردن
sacrilegious	مقدس
sad	غمگین
sadday	NO TRANSLATION
saddens	غمگین
saddle	زین اسب
sadist	سادیست
sadistic	سادیستی
sadly	با ناراحتی
sadness	غمگینی
safari	سافاری
safe	بی خطر
safeguard	حفاظت
safekeeping	نگهداری
safety	ایمنی
saffron	زعفران
sag	سقوط
saga	حماسه
sage	حکیم
saggy	saggy
sail	بادبان
sailboat	قایق بادبانی
sailing	کشتیرانی
sailor	ملوان
saint	سنت
sainted	سنت
saintly	مقدس
sake	منظور
salad	سالاد
salamander	سالاماندر
salami	سالامی
salary	حقوق
sale	فروش
salesgirl	فروشندگان
salesman	فروشنده
salient	برجسته
saline	شور
saliva	بزاق
sally	سالی
salmon	ماهی سالمون
salmonella	سالمونلا
salon	سالن
saloon	سالن
salsa	سالسا
salt	نمک
salted	نمک زده
saltwater	آب نمک
salty	شور
salutary	سلامتی
salutation	سلام
salute	سلام
salvage	نجات دادن
salvation	نجات
salve	ساندویچ
samba	سامبا
sameness	همسان بودن
sample	نمونه
samurai	سامورایی
sanatorium	آسایشگاه
sanctification	تقدس
sanctified	مقدس
sanctify	تسبیح
sanctimonious	مقدس
sanction	مجازات
sanctioned	تحریم شده
sanctity	تقدس
sanctuary	جایگاه مقدس
sanctum	sanctum
sand	شن
sandal	کفش راحتی
sandbox	جعبه شنی
sander	ساندویچ
sandman	ساندمان
sandpaper	سمباده
sands	ماسه ها
sandstorm	طوفان شن
sandwich	ساندویچ
sandy	شنی
sane	عاقلانه
sanguine	سرگیجه
sanitarium	sanitarium
sanitary	بهداشتی
sanitation	بهداشت و درمان
sanity	عقلانیت
sans	NO TRANSLATION
santa	سانتا
sap	شیره
sapiens	sapiens
sapphire	یاقوت کبود
sappy	صاف کننده
sarcasm	طعنه
sarcastic	سارکاستیک
sarcoma	سارکوم
sarcophagus	سارکوفاف
sardine	ساردین
sardonic	ساردونیک
sarsaparilla	sarsaparilla
sash	اره
sashimi	sashimi
sassafras	ساسافراس
sassy	جادوگر
satanic	ساتنیک
satchel	جلیقه
sate	NO TRANSLATION
satellite	ماهواره
satin	ساتن
satire	طنز
satirical	طنز
satisfaction	رضایت
satisfactorily	رضایت بخش
satisfactory	رضایتبخش
satisfied	راضی
satisfy	برآورده
satisfying	رضایت بخش
saturate	اشباع
saturated	اشباع شده
saturation	اشباع
satyr	ساتیر
sauce	سس
saucepan	ماهی تابه
saucer	نعلبکی
saucy	سزاوار
sauerkraut	کلم ترش
sauna	سونا
sausage	سوسیس
savage	وحشی
savagery	وحشیگری
savanna	ساوانا
savannah	ساوانا
savant	وانت
save	صرفه جویی
saver	محافظ
saving	صرفه جویی در
savings	پس انداز
savior	نجات دهنده
savor	مزه
savory	خوشمزه
savvy	زرنگ
saw	اره
sawdust	خاک اره
sawmill	چوب کارخانه
sax	سکس
saxophone	ساکسیفون
say	گفتن
sayonara	NO TRANSLATION
scab	چاقو
scabbard	چاقو
scaffold	داربست
scaffolding	داربست
scalding	سوزاندن
scale	مقیاس
scales	مقیاس ها
scallop	گل سرخ
scalp	پوست سر
scalpel	اسکلپال
scaly	مقعدی
scam	کلاهبرداری
scamp	اسلحه
scampi	اسکامپی
scan	اسکن کردن
scandal	رسوایی
scandalous	رسوا کننده
scanner	اسکنر
scanty	ضعیف
scape	اسطوره
scapegoat	چرت زدن
scar	جای زخم
scarab	اسکاراب
scarce	کمبود
scarcely	به ندرت
scarcity	کمبود
scare	ترساندن
scarecrow	ترسناک
scared	ترسیده
scares	ترسناک
scarf	روسری
scarier	ترسناکتر
scariest	ترسناک
scarlet	قرمز
scary	ترسناک
scat	اسکات
scatter	پراکندگی
scattered	پراکنده
scattering	پراکندگی
scavenger	تسخیر کننده
scenario	سناریو
scene	صحنه
scenery	منظره
scenic	خوش منظره
scent	عطر و بوی
scented	عطر و بوی
scepter	اسپیتر
sceptical	شکاکانه
scepticism	شک و تردید
schadenfreude	schadenfreude
schedule	برنامه
schematic	طرحواره
scheme	طرح
schilling	شلینگ
schism	شقاق
schizophrenia	جنون جوانی
schizophrenic	اسکیزوفرنی
schlep	شلپ
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	محقق
scholarly	علمی
scholarship	بورس تحصیلی
scholastic	تحصیلکرده
school	مدرسه
schoolboy	بچه مدرسه ای
schoolgirl	مدرسه
schoolhouse	مدرسه
schooling	آموزش و پرورش
schoolmaster	مدیر مدرسه
schoolteacher	NO TRANSLATION
schoolwork	مدرسه
schoolyard	خانه مدرسه
schooner	اسکنر
sciatica	سیاتیک
science	علوم پایه
scientific	علمی
scientist	دانشمند
scifi	علمی تخیلی
scintilla	NO TRANSLATION
scintillating	چشمک زدن
scintillation	ضرب و شتم
scintillator	ذره بین
scion	اسکریپت
scissors	قیچی
scoff	ترساندن
scold	ترساندن
scolding	تکان دادن
scone	اسکن کردن
scoop	چاقو
scoot	اسکوت
scooter	روروک مخصوص بچه ها
scope	محدوده
scorch	سوزش
scorching	سوزش
score	نمره
scoreboard	رتبه بندی
scorer	گلزن
scores	نمرات
scorn	نومیدی
scorned	نفرین شده
scornful	فریبنده
scorpion	عقرب
scotch	اسکاچ
scoundrel	ناخودآگاه
scour	معشوقه
scourge	عصبانیت
scout	دیده بانی
scowl	ترسناک
scrabble	دستمزد
scram	اسرار
scramble	تقلا کردن
scrambled	تقلا کرد
scrambler	اسمبلر
scrambling	تقلا کردن
scrap	قراضه
scrapbook	دفترچه یادداشت
scrape	خراب کردن
scrapie	تکه تکه
scraping	خراش دادن
scrappy	ترسناک
scratch	خراش
scratchy	خراشنده
scrawny	ترسناک
scream	فریاد زدن
screamer	فریاد زدن
screaming	جیغ زدن
screech	گریه
screen	صفحه نمایش
screening	غربالگری
screenplay	فیلمنامه
screenwriter	فیلمنامه نویس
screw	پیچ
screwball	پیچ گوشتی
screwdriver	پیچ گوشتی
screwed	پیچ
screwy	سرگردان
screwyou	NO TRANSLATION
scribble	کت و شلوار
scribe	کتاب مقدس
scrimmage	جادوگری
scrip	جعبه
script	اسکریپت
scriptural	کتاب مقدس
scripture	کتاب مقدس
scroll	طومار
scrotum	اسکروتوم
scrounge	تیراندازی
scrounger	scrounger
scrub	اسکراب
scruffy	سرخورده
scrumptious	عجیب و غریب
scrupulous	دقیق
scrutinize	مراقب باشید
scrutiny	بررسی موشکافانه
scuba	اسکوبا
scuff	تکه تکه کردن
scuffle	نزاع
scullery	اسکارلت
sculptor	مجسمه ساز
sculpture	مجسمه سازی
sculptured	مجسمه سازی
scum	نوشابه
scumbag	scumbag
scurry	جیغ کشیدن
scurvy	اسکوربورد
scuttle	اسکاتلند
sea	دریا
seaboard	ساحل
seafood	غذای دریایی
seagull	مرغ دریایی
seal	مهر
seals	مهر و موم
seam	جوش
seaman	دریانورد
seamless	بدون درز
seamstress	شلوار جین
seaport	بندر
sear	پرنده
search	جستجو کردن
searching	جستجوکردن
searchlight	پروژکتور
seared	سوزش
seashore	ساحل دریا
seasick	دریایی
seaside	دریا کنار
season	فصل
seasonal	فصلی
seasoned	چاشنی
seasoning	چاشنی
seat	صندلی
seatbelt	کمربند ایمنی
seating	صندلی
seawater	آب دریا
seaweed	جلبک دریایی
sec	ثانیه
secession	جدایی
secluded	انزوا
seclusion	انزوا
second	دومین
second cousin	پسر عموی دوم
secondary	ثانوی
secondhand	دست دوم
secrecy	محرمانه
secret	راز
secretariat	دبیرخانه
secretary	دبیر، منشی
secrete	ترشح
secretion	ترشح
secretive	مخفیانه
secretly	مخفیانه
sect	فرقه
sectarian	فرقه ای
section	بخش
sectional	مقطعی
sector	بخش
secular	سکولار
secularism	سکولاریسم
secure	امن است
securities	اوراق بهادار
security	امنیت
sedan	NO TRANSLATION
sedate	آرامش
sedation	آرامش
sedative	آرام بخش
sedentary	نشسته
sedge	گول زدن
sediment	رسوب
sedimentary	رسوبی
sedition	فتنه
seduce	از راه بدر کردن
seducer	گمراه کننده
seducing	اغوا کننده
seduction	اغوا
seductive	اغوا کننده
see	دیدن
seed	بذر
seedling	نهال
seeds	دانه
seedy	بذر
seek	به دنبال
seeker	پناهنده
seem	به نظر می رسد
seemingly	ظاهرا
seer	چشم انداز
seesaw	کله پاچه
seething	هدر دادن
segment	بخش
segregate	جدا کردن
segregated	جدا شده
segregation	جدایی
seismic	لرزه ای
seize	تصاحب کردن
seizure	تصرف
seldom	به ندرت
select	انتخاب کنید
selection	انتخاب
selective	انتخابی
selectman	انتخاب کننده
selenium	سلنیوم
self	خود
selfharm	NO TRANSLATION
selfish	خود خواه
selfishness	خودخواهی
selfless	از خود گذشته
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	فروش
seller	فروشنده
sellout	فروختن
seltzer	سولتزر
semantics	معنایی
semaphore	سمافوره
semblance	ظاهر
semen	اسپرم
semester	نیمسال
semi	نیمه
semiautomatic	NO TRANSLATION
semicolon	قرمز
seminal	بدوی
seminar	سمینار
seminary	معارف
semiotics	نشانه شناسی
senate	سنا
senator	سناتور
send	ارسال
sender	فرستنده
senescence	پیری
senile	سالخورده
senior	ارشد
seniority	ارشد
senor	سنور
senorita	سنوریتا
sensation	احساسات
sensational	حساس
sense	احساس
senseless	بدون احساس
senses	احساسات
sensibility	حساسیت
sensible	معقول
sensibly	حساس
sensitive	حساس
sensitivity	حساسیت
sensor	سنسور
sensory	حسی
sensual	احساساتی
sensuality	حساسیت
sensuous	احساساتی
sentence	جمله
sentencing	محکومیت
sentient	ذهنی
sentiment	احساسات
sentimental	احساساتی
sentimentality	احساساتی بودن
sentinel	نگهبان
sentry	نگهبان
separable	جداگانه
separate	جداگانه
separately	بصورت جداگانه
separation	جدایی
separatist	جدایی طلب
sepia	سپهرنشانه
sepsis	سپسیس
sept	سپتامبر
septic	سپتیک
septum	سپتوم
sequel	عاقبت
sequence	توالی
sequent	دنباله دار
sequestered	جداسازی شده
sequestration	تسویه
serenade	serenade
serendipity	سرگذشت
serene	بی رحم
serenity	آرامش
sergeant	سرباز
serial	سریال
serialize	سریال کردن
series	سلسله
serif	سرف
serious	جدی
seriousness	جدی
sermon	خطبه
serpent	مار
serpentine	سرپانتین
serrated	خرد شده
serum	سرم
servant	خدمتگزار
serve	خدمت
server	سرور
service	سرویس
serviceable	قابل استفاده
servile	خدمتکار
servitude	سروتونات
sesame	کنجد
sess	NO TRANSLATION
session	جلسه
sessions	جلسات
set	تنظیم
setback	عقب افتادگی
sett	NO TRANSLATION
setter	تنظیم کننده
settle	حل کن
settled	حل شده
settlement	توافق
settler	مهاجر
settlor	مسئولیت پذیری
setup	برپایی
seven	هفت
seventeen	هفده
seventh	هفتم
seventy	هفتاد
sever	جدی
severable	قابل جدا شدن است
severally	به طور جدی
severance	خروج
severe	شدید
severely	به شدت، شدیدا
severity	شدت
sew	دوختن
sewage	فاضلاب شهری
sewer	فاضلاب
sewerage	فاضلاب
sewing	دوختن
sex	ارتباط جنسی
sexist	جنسیت
sexual	جنسیت
sexuality	جنسیت
sexy	سکسی
shabby	خراب
shack	کلاه
shackle	زدن
shade	سایه
shades	سایه ها
shading	سایه
shadow	سایه
shadowy	سایه دار
shady	سایه دار
shaft	شفت
shag	زدن
shaggy	شلاق زدن
shake	لرزش
shakedown	shakedown
shaken	تکان داده شده
shaker	شیکر
shaking	تکان دادن
shaky	تکان دهنده
shall	باید
shallow	کم عمق
shallows	کم عمق
sham	شام
shaman	شامان
shambles	خراب می شود
shame	شرم آور
shamed	شرم آور
shameful	شرم آور
shameless	بی حیا
shampoo	شامپو
shanghai	شانگهای
shank	ساق پا
shanty	چوبه دار
shape	شکل
shapely	باشکوه
shard	شاد
share	اشتراک گذاری
shareholder	سهامدار
sharing	به اشتراک گذاری
shark	کوسه
sharp	تیز
sharpen	تیز کردن
sharpened	تیز
sharpener	مداد تراش
sharpness	میزان وضوح تصاویر
sharpshooter	تیرانداز
shatter	تکان دادن
shattered	خراب شده
shattering	انفجار
shave	تراشیدن
shaver	ریش تراش
shaving	اصلاح
shawl	شال
sheaf	پیاده رو
shear	برش
shears	قیچی
sheath	غلاف
sheathing	پوسته پوسته شدن
shed	دهنه
sheen	شین
sheep	گوسفند
sheepdog	گوسفند
sheepish	ترساندن
sheer	خالص
sheet	ورق
sheik	شیک
shelf	تاقچه
shell	پوسته
shellfish	خرگوش
shelling	گلوله
shelter	پناه
sheltered	پناهگاه
shelters	پناهگاه ها
shelved	قفسه
shepherd	چوپان
sherbet	شربت
sheriff	کلانتر
sherry	شراب شیرین یا تلخ اسپانیولی
shield	سپر
shift	تغییر مکان
shifting	انتقال
shifty	شیک
shilling	شیلینگ
shimmer	لرزیدن
shimmering	شبدر
shimmy	شیممی
shin	شین
shindig	shindig
shine	درخشش
shiner	شینر
shingle	سیب زمینی
shining	درخشان
shiny	براق
ship	کشتی
shipment	حمل و نقل
shipping	حمل دریایی
shipshape	کشتی کج
shipwreck	غرق کشتی
shipyard	کارخانه کشتیرانی
shire	shire
shirt	پیراهن
shit	گریه
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	جادوگر
shitless	بی شرمانه
shitload	shitload
shittest	NO TRANSLATION
shitty	جادوگر
shiver	لرزیدن
shivering	لرز
shoals	shoals
shock	شوکه شدن
shocked	بهت زده
shocker	شوکر
shocking	تکان دهنده
shockingly	تکان دهنده
shoddy	خرابکاری
shoe	کفش
shoelace	زنجیر
shoemaker	کفش کارگر
shoes	کفش
shoeshine	برق کفش
shook	تکان داد
shoot	شلیک
shooter	تیرانداز
shooting	تیراندازی کردن
shootout	تیراندازی
shop	فروشگاه
shopkeeper	مغازه دار
shoplifter	خریدار
shoplifting	فروشگاه اینترنتی
shopper	خریدار
shopping	خريد كردن
shore	ساحل
shoreline	خط ساحلی
shorn	سوزانده
short	کوتاه
short story	داستان کوتاه
shortage	کمبود
shortcake	کیک کوچک
shortcoming	نقص
shortcut	میانبر
shorten	کوتاه کردن
shortening	کوتاه کردن
shorthand	کوتاه
shortly	به زودی
shortness	تنگی
shorts	شلوار کوتاه
shortstop	shortstop
shortwave	کوتاه مدت
shot	شات
shotgun	تفنگ ساچمه ای
shoulder	شانه
shout	فریاد
shove	تنه زدن
shovel	بیل
shoveling	بیهوده
show	نشان بده
showbiz	نمایشگاه
showboat	نمایشگاه قایق
showcase	ویترین
showdown	مرحله نهایی مسابقات
shower	دوش
showgirl	نمایشنامه نویس
showing	نشان دادن
showoff	خود نمایی کردن
showroom	نمایشگاه
showy	شگفت انگیز
shrapnel	تکه تکه
shred	تکه تکه شده
shrew	ببخشید
shrewd	زیرک
shriek	گریه کن
shrill	تیز
shrimp	میگو
shrine	حرم
shrink	کوچک شدن
shrinking	کوچک شدن
shrivel	سست شدن
shroud	کفن
shrub	درختچه
shrubbery	درختچه
shrug	چرت زدن
shrunk	کاهش یافته است
shrunken	کاهش یافته است
shudder	لرزیدن
shuddering	پژمردن
shuffle	زدن
shuffleboard	shuffleboard
shuffling	زدن
shun	خاموش
shunned	اجتناب کرد
shunt	شانت
shut	بسته شدن
shutdown	خاموش شدن
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	شاتر
shuttle	شاتل
shutup	NO TRANSLATION
shy	خجالتی
shyness	خجالت
shyster	شستر
sib	NO TRANSLATION
sibling	خواهر و برادر
sic	sic
sick	بیمار
sickbay	sickbay
sicken	بیمار
sickening	بدبختی
sickle	بدبختی
sickly	بیمار
sickness	بیماری
side	سمت
sidearm	سر و صدا
sidebar	نوار کناری
sideboard	سفره
sideburns	سیببنس
sidecar	پیاده روی
sidekick	پیوند زدن
sideline	حاشیه
sideshow	دوچرخه سواری
sidestep	کنار
sidewalk	پیاده رو
sideways	سمت چپ
sidewinder	sidewinder
siege	محاصره
siesta	سایاست
sieve	غرق شدن
sift	غرق شدن
sifting	غربال کردن
sigh	آه
sight	منظره
sighting	دیدار
sightseeing	تماشا
sigma	سیگما
sign	امضا کردن
signal	سیگنال
signature	امضا
significance	اهمیت
significant	قابل توجه
signification	معیار
signify	نشان دهنده
signpost	نشانه
silence	سکوت
silencer	خاموش کننده
silent	بی صدا
silently	سکوت
silhouette	شبح
silicon	سیلیکون
silicone	سیلیکون
silk	ابریشم
silken	ابریشم
silky	ابریشمی
sill	پایه
silliness	جادوگری
silly	احمقانه
silo	سیلو
silt	سیل
silver	نقره
silverware	نقره ای
silvery	نقره ای
similar	مشابه
similarity	شباهت
simile	NO TRANSLATION
simmer	بجوشد
simmering	جوش زدن
simple	ساده
simples	NO TRANSLATION
simpleton	ساده
simplicity	سادگی
simplify	ساده کردن
simplistic	ساده است
simply	به سادگی
simulate	شبیه سازی کنید
simulated	شبیه سازی شده
simulating	شبیه سازی
simulation	شبیه سازی
simulator	شبیه ساز
simultaneous	همزمان
simultaneously	همزمان
sin	NO TRANSLATION
sincere	مخلص - بی ریا - صمیمانه
sincerity	خلوص
sinful	گناهکار
sing	آواز خواندن
singer	خواننده
singing	آواز خواندن
single	تنها
singly	به طور جداگانه
singular	منحصر به فرد
singularity	تکینگی
singularly	جداگانه
sinister	شیطانی
sink	فرو رفتن
sinker	غرق شدن
sinking	غرق شدن
sinner	گناهکار
sinning	گناه
sinus	سینوس
sip	شیرین
siphon	سیفون
sipping	خوردن
sir	آقا
sire	خواهر
siren	آژیر
sirloin	سیب زمینی
sissy	دختره
sister	خواهر
sisterhood	خواهرزاده
sit	نشستن
sitcom	sitcom
site	سایت
sith	اساتید
sitter	خدمتکار
sitting	نشسته
situate	موقعیت
situated	واقع شده است
situation	وضعیت
six	شش
sixpence	شش نفری
sixteen	شانزده
sixth	ششم
sixty	شصت
sizable	قابل توجه
size	اندازه
sizzle	صدای جیر جیر
ska	NO TRANSLATION
skate	اسکیت
skateboard	اسکیت بورد
skater	اسکیت باز
skating	اسکیت بازی
skedaddle	skedaddle
skeet	sketet
skein	اسکین
skeletal	اسکلتی
skeleton	اسکلت
skeptic	شکاک است
skeptical	شکاکانه
skepticism	شک و تردید
sketch	طرح
sketching	طرح بندی
sketchy	تکه تکه
skewed	تکان دهنده
skewer	سیخ
ski	اسکی
skid	اسکید
skier	اسکی باز
skiff	اسکایف
skiing	اسکی
skijump	NO TRANSLATION
skill	مهارت
skilled	ماهر
skillet	اسکلت
skillful	ماهر
skim	نوشیدنی
skimpy	شگفت انگیز
skin	پوست
skinny	لاغر
skip	جست و خیز
skipper	کاپیتان
skirmish	تکان خوردن
skirt	دامن
skirting	جفت کردن
skirts	دامن
skit	اسکیت
skittish	اسکیتز
skull	جمجمه
skunk	اسکن
sky	آسمان
skylight	پنجره شیشه ای
skyline	خط افق
skyscraper	آسمان خراش
slab	اسلب
slack	شل
slag	سرباره
slam	اسلم
slammer	اسلومر
slander	گناه
slanderous	تاب آوري
slang	عامیانه
slant	کج خلقی
slap	سیلی زدن
slash	اسلش
slashes	بریده بریده
slate	تخته سنگ
slates	صفحات
slaughter	کشتار
slaughterhouse	کشتارگاه
slaughtering	کشتار
slave	برده
slavery	بردگی
slay	ذبح کردن
slayer	قاتل
sleaze	سوزان
sleazy	لعنتی
sled	NO TRANSLATION
sledding	اسب سواری
sledge	سانی
sledgehammer	چکمه
sleek	براق
sleep	بخواب
sleeper	خواب
sleeping	خوابیدن
sleepless	بی خوابی
sleeplessness	بی خوابی
sleepover	sleepover
sleepy	خواب آلود
sleepyhead	خوابیدن
sleet	یخ
sleeve	آستین
sleeveless	بدون آستین
sleigh	سورتمه
sleight	افتخار
slender	بلند بلند
sleuth	کلوچه
slice	تکه
slick	نرمی
slicker	سوخاری
slide	اسلاید
slider	لغزنده
sliding	کشویی
slight	کمی
slight anticipation	پیش بینی کم
slight disgust	بی رحمی
slight surprise	شگفتی کم
slight trust	اعتماد کم
slightly	کمی
slightly negative	کمی منفی است
slightly positive	کمی مثبت است
slim	باریک
slime	لجن
slimy	لاغر
sling	زنجیر
slingshot	تیرکمان بچه گانه
slink	لاغر
slinky	لاغر
slip	لیز خوردن
slipper	دمپایی
slippers	دمپایی
slippery	لغزنده
slit	شکاف
sliver	چاقو
slob	سیلاب
slobber	slobber
slogan	شعار
sloop	شلپ
slop	NO TRANSLATION
slope	شیب
sloppy	درهم و برهم
slot	اسلات
sloth	لکه
slouch	لگد زدن
slough	اسلحه
slow	آرام
slowly	به آرامی
slowness	آهسته
sludge	لجن
slug	شلاق زدن
slugger	لجن زدن
sluggish	تنبل
sluice	شلوغی
slum	زاغه
slumber	خوابیدن
slump	سقوط
slur	خراب کردن
slurp	خرابکاری
slush	شیرین
slut	شلخته
slutty	slutty
sly	باهوش
smack	چرت زدن
small	کوچک
smaller	کوچکتر
smallest	کوچکترین
smallpox	ابله
smart	هوشمندانه
smartass	هوشمندانه
smarten	smarten
smarty	هوشمندانه
smash	درهم کوبیدن
smashed	شکست خورده
smattering	خنده دار
smear	اسمیر
smell	بو
smelling	بوییدن
smelly	بدبختی
smelt	ذوب شدن
smidgen	smidgen
smile	لبخند
smiled	لبخند زد
smiles	لبخند می زند
smiley	لبخند
smiling	خندان
smirk	عجله کن
smite	ضربه بزنید
smith	اسمیت
smithereens	smithereens
smitten	ضرب و شتم
smock	صبر کن
smog	مگس
smoke	دود
smoker	سیگاری
smokey	اسموکی
smoking	سیگار کشیدن
smoky	دود
smoldering	ذوب شدن
smooch	smooch
smooth	صاف
smoothie	شیرینی
smoothly	به نرمی
smoothness	صاف بودن
smother	خفه شو
smudge	لکه دار کردن
smug	مشتاق
smuggle	قاچاق
smuggler	قاچاقچی
smuggling	قاچاق
smut	اسموتی
snack	خوراک مختصر
snacks	تنقلات
snafu	snafu
snag	گیر
snags	snags
snail	حلزون
snake	مار
snakes	مارها
snakeskin	snakeskin
snap	ضربه محکم و ناگهانی
snapper	شلاق زدن
snappy	شگفت انگیز
snapshot	عکس فوری
snare	دامن
snarl	مارمولک
snarling	snarling
snatch	خراب کردن
snatcher	اسباب بازی
snazzy	عجیب و غریب
sneak	دزدکی حرکت کردن
sneaker	کفش کتانی
sneakers	کفش ورزشی
sneaking	دزدکی
sneaky	موذی
sneer	گول زدن
sneeze	عطسه
sneezing	عطسه کردن
snicker	خرگوش
snide	پایه
sniff	بو کشیدن
snip	تکه تکه
snipe	اسباب بازی
sniper	تک تیرانداز
snippet	قطعه
snippy	خرگوش
snitch	خرگوش
snob	اسنو
snoop	اسنوپ
snoopy	اسنوپای
snooty	پرتقال
snooze	چرت زدن
snore	خرگوش
snorkel	دریچه عقب
snort	خرگوش
snot	مارپیچ
snotty	خرگوش
snout	دهان
snow	برف
snowball	گلوله برفی
snowboard	اسنوبرد
snowboarder	snowboarder
snowday	روز برفی
snowfall	بارش برف
snowflake	برف ریزه
snowing	باریدن برف
snowmageddon	snowmageddon
snowman	آدم برفی
snowplow	برف روب
snowstorm	ترسناک
snowy	برفی
snub	دندانپزشکی
snubbed	snubbed
snuff	شیرینی
snug	مسطح
snuggle	چنگ زدن
snuggled	فریب خورده
snuggles	دامن زدن
snuggling	سقوط
soak	خیس خوردن
soaked	خیس شده
soaking	خیساندن
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	صابون
soapbox	صندوق پستی
soapy	صابون
soar	اوج گرفتن
soaring	افزایش می یابد
sob	NO TRANSLATION
sober	هوشیار
soblessed	NO TRANSLATION
sobriety	تردید
soc	جوجه
soccer	فوتبال
sociable	دوستانه
social	اجتماعی
socialanxiety	NO TRANSLATION
socialism	سوسیالیسم
socialist	سوسیالیست
socialite	اجتماعی است
socialize	اجتماعی کردن
society	جامعه
sociology	جامعه شناسی
sociopath	جامعه شناسی
sock	جوراب
socket	سوکت
sod	جادوگر
soda	جوش شیرین
soda/pop	سودا / پاپ
sodding	داد زدن
sodium	سدیم
sofa	کاناپه
soft	نرم
softball	سافتبال
soften	نرمی
softener	نرم کننده
softening	نرم کننده
softly	آرام
softness	نرمی
software	نرم افزار
soggy	مزه
sohappy	خیلی خوشحال
soil	خاک
soiled	خیس شده
soiree	مهمانی
sojourn	اقامت
solace	آرامش
solar	خورشیدی
solarium	سولاریوم
solder	لحیم کاری
soldering	لحیم کاری
soldier	سرباز
sole	تنها
solemn	رسمی
solicit	درخواست
solicitation	درخواست
solicitor	وکیل
solid	جامد
solidarity	همبستگی
solidification	انجماد
solidified	تثبیت شده
solidify	سخت شدن
solidity	صداقت
solitaire	بازی یک نفره
solitary	منفرد، مجد، تنها، منزوی، انفرادی
solitude	تنهایی
solo	انفرادی
solubility	انحلال پذیری
soluble	محلول است
solucky	خوشحالی
solution	راه حل
solve	حل
solvency	پرداخت بدهی
solvent	حلال
somad	NO TRANSLATION
somatic	جسمی
somber	خرابکاری
some anticipation	برخی پیش بینی
some disgust	برخی از انزجار
some surprise	برخی از تعجب
some trust	برخی اعتماد دارند
somersault	سوسک
somethingigetalot	NO TRANSLATION
somewhat negative	تا حدودی منفی است
somewhat positive	تا حدودی مثبت است
somuchtodo	NO TRANSLATION
son	فرزند پسر
sonar	سونار
sonata	سوناتا
sonervous	NO TRANSLATION
song	ترانه
songwriter	ترانه سرا
sonic	صوتی
sonice	NO TRANSLATION
sonnet	سونات
sonorous	صدای بلند
soot	دوده
soothe	آرامش
soothing	تسکین دهنده
sophisticated	پیچیده
sophistication	پیچیدگی
sophomore	سال دوم
sopissed	NO TRANSLATION
soppy	soppy
soprano	سوپرانو
sorcerer	جادوگر
sorcery	جادوگری
sordid	sordid
sore	درد دارد
soready	صبور
sorely	به شدت
soreness	درد و رنج
sorghum	سورگوم
sorority	صلاحیت
sorrow	غم و اندوه
sorrowful	متاسفم
sorry	متاسف
sort	مرتب سازی
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	مرتب سازی
sos	NO TRANSLATION
soscared	خیلی ترسیده
soscary	خیلی ترسناک
soslow	soslow
sostressed	NO TRANSLATION
sosweet	شیرین
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	روح
soulful	روحانی
soulless	بی روح
soulmate	soulmate
sound	صدا
sounding	صدایی
soundness	صداقت
soundproof	ضد صدا
soundtrack	موسیقی متن
soup	سوپ
sour	ترش
source	منبع
sourpuss	sourpuss
south	جنوب
southbound	جنوب غربی
southeast	جنوب شرقی
southern	جنوب
southpaw	سمت چپ
southwest	جنوب غربی
souvenir	سوغات
sovereign	پادشاه
sovereignty	حق حاکمیت
soviet	شوروی
sow	کاشت
