Word	lv
statistician	statistiķis
stator	stators
statuary	statuetes
statue	statuja
statuette	statuete
stature	augums
status	statuss
statute	statūti
statutory	likumā noteikts
staunch	stingrs
stave	stave
stay	paliec
stayaway	NO TRANSLATION
stayed	palika
stays	paliek
stead	vietā
steadfast	nelokāms
steady	vienmērīgs
steak	steiks
steakhouse	Steiku nams
steal	nozagt
stealing	zagt
stealth	Maskēšanās
stealthily	zādzībās
stealthy	neredzīgs
steam	tvaiks
steamboat	tvaika laiva
steamer	tvaikonis
steaming	tvaicējot
steamroller	tvaika trase
steamship	tvaikonis
steamy	tvaikojoša
steel	tērauds
steep	stāvs
steeple	steeple
steer	vadīt
steering	stūrēšana
stellar	zvaigžņu
stem	kāts
stench	stench
stencil	trafarets
stenographer	stenographer
step	solis
stepdaughter	meitene
stepfather	patēvs
stepmother	pamāte
steppe	stepja
steps	soļi
stepson	padievs
stereo	stereo
stereoscopic	stereoskopisks
stereotype	stereotips
stereotyped	stereotipisks
sterile	sterils
sterility	sterilitāti
sterilize	sterilizēt
sterling	mārciņa
stern	pakaļgala
sternum	krūšu kauls
steroid	steroīds
stethoscope	stetoskops
stew	sautējums
steward	pārvaldnieks
stewardess	stjuarte
stewardship	pārvaldība
stfu	stfu
stick	nūju
sticker	uzlīme
sticking	uzlīmēšanu
stickler	stickler
stickup	krūzīti
sticky	lipīga
stiff	stīvs
stiffen	stingrināt
stiffness	stingums
stifle	slēpties
stifled	slēpts
stifling	slēpjas
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	mirstības piedzimšana
stillborn	mirušo
stillness	klusums
stillwaiting	NO TRANSLATION
stilts	kāpšļi
stimulant	stimulants
stimulate	stimulēt
stimulating	stimulējot
stimulation	stimulēšana
stimulus	stimuls
sting	dzelt
stinger	stinger
stinging	dzeltā
stingy	stingrs
stink	smirdēt
stinker	stinker
stinking	smirdošs
stinky	smirdīgs
stint	stint
stipend	stipendija
stipulate	noteikt
stipulation	noteikums
stir	maisa
stirring	maisot
stitch	šuve
stitching	iesiešana
stock	krājums
stockade	lāde
stockbroker	biržas mākleris
stockholder	akcionārs
stocking	krājums
stockings	zeķes
stockpile	krājums
stockroom	noliktava
stocks	krājumi
stoic	stoika
stole	nozaga
stolen	nozagts
stomach	kuņģis
stomachache	vēdersāpes
stomp	stomp
stomped	stomped
stone	akmens
stoned	Appīpējies
stonewall	akmens siena
stoneware	keramikas izstrādājumi
stony	akmeņa
stooge	stooge
stool	izkārnījumos
stools	izkārnījumi
stoop	sagrābt
stoopid	stoopids
stop	apstāties
stopover	apstāšanās
stoppage	apstāšanās
stopper	aizbāznis
stopping	apstāšanās
stopwatch	hronometrs
storage	uzglabāšana
store	veikals
storefront	veikals
storehouse	noliktava
storeroom	noliktava
storing	uzglabāšana
storm	vētra
storming	vētra
stormy	vētrains
story	stāsts
storybook	stāstījuma grāmata
storyteller	stāstītājs
storytelling	stāstīšana
stound	stingrs
stout	izturīgs
stove	plīts
stow	stow
stowaway	bezceļš
straddle	straddle
straight	taisni
straighten	iztaisnot
straightforward	vienkārša
straightway	uzreiz
strain	celms
strained	saspringts
strait	šaurums
straitjacket	siksnas
straits	jūras šaurumi
strand	daļa
stranded	saliekams
strange	dīvaini
stranger	svešinieks
strangle	strangle
strangulation	nožņaugšanās
strap	siksna
strapless	bez lencēm
strapping	dūšīgs
strata	slāņi
strategic	stratēģisks
strategist	stratēģis
strategy	stratēģija
stratification	stratifikācija
stratosphere	stratosfēra
stratum	slāņa
stratus	stratus
straw	salmiņi
strawberry	zemeņu
stray	klaiņojošs
streak	svītra
streaked	svītrains
stream	plūsma
streamer	stumbrs
streaming	straumēšana
streamline	racionalizēt
street	iela
streetcar	tramvajs
streetlight	ielu apgaismojums
strength	spēks
strengthen	stiprināt
strengthening	stiprināšana
strenuous	spraiga
strep	strep
stress	stresu
stressed	uzsvēra
stresses	uzsver
stressfree	NO TRANSLATION
stressful	stresa dēļ
stressin	NO TRANSLATION
stressing	uzsverot
stressrelief	NO TRANSLATION
stretch	stiept
stretcher	nestuvēm
stricken	skarts
strict	stingri
stride	solis
strife	nesaskaņas
strike	streikot
strikeout	izsvītrot
striker	streikotājs
striking	pārsteidzošs
strikingly	pārsteidzoši
string	virkne
strings	virknes
stringy	stringy
strip	sloksne
stripe	josla
striped	svītrains
stripped	attīrīta
stripper	noņēmējs
striptease	striptīzs
strive	censties
strobe	strobe
stroke	insults
stroll	pastaiga
stroller	ratiņš
strolling	pastaigājoties
strong	spēcīgs
stronghold	cietoksnis
strongly	stingri
structural	strukturāls
structure	struktūra
strudel	strūdele
struggle	cīņa
strut	statnis
stub	stub
stubbed	stubbed
stubble	stubble
stubborn	spītīgs
stubbornness	stūrgalvība
stubby	stubby
stucco	apmetums
stuck	iestrēdzis
stuckup	NO TRANSLATION
stud	stud
studded	studded
student	students
studied	studējis
studio	studija
study	pētījums
stuff	stuff
stuffed animal	pildīts dzīvnieks
stuffing	pildīšana
stuffy	aizlikts
stumble	paklupt
stump	celms
stumped	stumped
stun	apdullināt
stunned	apdullināts
stunner	stunner
stunning	apdullināšanas
stunt	triks
stunted	apstulbināts
stuntman	kaskadieris
stupefaction	stupefaction
stupefy	stupefy
stupendous	milzīgs
stupid	stulba
stupidity	stulbums
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupors
sturdy	izturīgs
sturgeon	storks
stutter	stostīties
sty	sty
style	stils
styling	stils
stylish	stilīgs
stylist	stilists
suave	mierīgs
sub	sub
subatomic	subatomic
subcommittee	apakškomiteja
subconscious	zemapziņas
subcutaneous	subkutāni
subdivide	iedalīt
subdivision	apakšnodaļa
subduction	subdukcija
subdue	apslāpēt
subdued	vājš
subdural	subdural
subito	NO TRANSLATION
subject	priekšmets
subjected	pakļauts
subjection	pakļaušana
subjective	subjektīvs
subjugation	pakļaušana
sublet	apakšuzņēmums
sublevel	apakšlīmeņa
sublimation	sublimācija
sublime	cildens
subliminal	subliminal
submarine	zemūdene
submerge	iegremdēt
submerged	iegremdēts
submersible	zemūdens
submission	iesniegšana
submissive	paklausīgs
submit	Iesniegt
submitting	iesniegšana
subordinate	pakārtots
subordination	subordinācija
subplot	subplot
subpoena	tiesas pavēsti
subscribe	abonēt
subscriber	abonents
subscription	abonements
subsequence	secība
subsequent	sekojošais
subsequently	vēlāk
subservient	pakārtotā persona
subset	apakškopa
subside	samazināsies
subsidence	nosēšanās
subsidiary	meitasuzņēmums
subsidize	subsidēt
subsidy	subsīdija
subsist	pastāvēt
subsistence	iztika
subsoil	zemes dzīve
subspace	apakšfons
substance	viela
substandard	neatbilstošs
substantial	būtisks
substantially	būtiski
substantiate	pamatot
substantive	materiāls
substation	apakšstacija
substitute	aizstāt
substituted	aizstāts
substitution	aizstāšana
substructure	pamatne
subterranean	zem zemes
subtext	apakšteksts
subtitle	apakšvirsraksts
subtle	smalks
subtlety	smalkums
subtract	atsaukt
subtraction	atņemšana
subtype	apakštips
suburb	priekšpilsēta
suburban	piepilsēta
suburbia	priekšpilsēta
suburbs	priekšpilsētas
subversion	sagrābšana
subversive	graujošs
subvert	sagraut
subway	metro
succeed	gūt panākumus
succeeding	panākumi
success	panākumi
successful	veiksmīga
succession	pēctecība
successive	secīgi
successor	pēctecis
succinct	īss
succubus	succubus
succulent	sulīgs
succumb	padoties
suck	sūkāt
sucker	sūkāt
sucking	nepieredzējis
suckling	zīdīšana
sucks	sucks
suction	sūkšana
sudden	pēkšņi
suddenly	pēkšņi
suds	suds
sue	iesūdzēt
suede	zamšādas
suffer	cieš
sufferer	cietējs
suffering	ciešanas
suffice	pietiek
sufficiency	pietiekamība
sufficient	pietiekami
sufficiently	pietiekami
suffix	sufikss
suffocate	nomierināties
suffocating	nosmakusi
suffocation	nosmakšana
sugar	cukurs
suggest	ieteikt
suggestion	ieteikums
suggestive	ierosinošs
suicidal	pašnāvniecisks
suicide	pašnāvība
suicidebombing	NO TRANSLATION
suit	uzvalks
suitable	piemērots
suitcase	čemodāns
suite	suite
suitor	vīrs
sulfate	sulfāts
sulfur	sērs
sulk	sūkāt
sullen	drūms
sully	sully
sulphur	sērs
sultan	sultāns
sultry	tukša
sum	summa
summarily	īsumā
summarize	apkopot
summary	kopsavilkums
summation	summēšana
summer	vasara
summerhouse	Vasarnīca
summertime	vasaras laiks
summit	augstākā līmeņa sanāksme
summon	izsaukt
summons	izsaukšana
sumo	sumo
sump	izlietne
sumptuous	grezns
sun	saule
sunbeam	saules stars
sunburn	saules apdegums
sundae	sundae
sunday	svētdiena
sundial	saules pulkstenis
sundown	saulrieta
sundry	dažādi
sunflower	saulespuķes
sunglass	sunglass
sunglasses	saulesbrilles
sunk	nogrimis
sunken	nogrimis
sunless	bez saules
sunlight	saules gaisma
sunny	saulains
sunrise	saullēkts
sunroof	lūka
sunscreen	sauļošanās krēms
sunset	saulriets
sunshine	saule
suntan	iedegums
sunup	sunup
sup	sup
super	super
superannuation	vecuma pensija
superb	lielisks
superficial	virspusējs
superfluous	lieki
superhero	superhero
superhuman	pārcilvēks
superimposed	uzlikts
superintendent	vadītājs
superior	superior
superiority	pārākums
superlative	augstākais
superman	supermens
supermarket	lielveikals
supermodel	supermodele
supernatant	supernatants
supernatural	pārdabisks
supernova	supernova
superposition	superpozicionēšana
superpower	lielvara
supersede	aizstāt
superstar	superzvaigzne
superstition	māņticība
superstitious	māņticīgs
superstore	lielveikals
supervise	uzraudzīt
supervision	uzraudzība
supervisor	vadītājs
supper	vakariņas
suppertime	vakariņas
supplant	aizvietot
supple	elastīgs
supplement	papildinājums
supplemental	papildu
supplementary	papildu
supplication	lūgšana
supplier	piegādātājs
supplies	piegādes
supply	piegāde
support	atbalsts
supported	atbalstīts
supporter	atbalstītājs
supporters	atbalstītāji
supporting	atbalstot
supportive	atbalstoša
suppose	pieņemsim
supposed	domājams
supposing	pieņemot
supposition	pieņēmums
suppress	nomāc
suppression	apspiešana
supremacy	pārākums
supreme	augstākā
supremely	ārkārtīgi
surcharge	papildu maksa
sure	protams
surety	galvojums
surf	sērfot
surface	virsma
surfboard	vējdēlis
surfer	sērfotājs
surge	pārspriegums
surgeon	ķirurgs
surgery	ķirurģija
surgical	ķirurģiska
surly	slikts
surmise	pieņēmums
surname	uzvārds
surpassing	pārspējot
surplus	pārpalikums
surprise	pārsteigums
surprised	pārsteigts
surprises	pārsteigumi
surprising	pārsteidzoši
surprisingly	pārsteidzoši
surreal	sirreāls
surrender	nodošana
surrendering	nodošana
surrogate	aizstājējs
surround	ieskauj
surrounding	apkārtne
surroundings	apkārtne
surveillance	uzraudzība
survey	aptauja
surveying	mērniecība
surveyor	mērnieks
survival	izdzīvošana
survive	izdzīvot
surviving	izdzīvot
survivor	izdzīvojušais
susceptibility	uzņēmība
susceptible	uzņēmīgs
sushi	suši
suspect	aizdomās
suspected	aizdomās
suspend	apturēt
suspended	apturēts
suspenders	bikšturi
suspense	neziņa
suspension	apturēšana
suspicion	aizdomām
suspicions	aizdomas
suspicious	aizdomīgs
sustain	uzturēt
sustained	noturīgs
sustenance	uzturs
suture	šūšana
suv	suv
sux	NO TRANSLATION
swab	tamponu
swag	swag
swagger	swagger
swallow	norīt
swami	swami
swamp	purvs
swamped	pārpludināts
swampy	purvains
swan	gulbis
swank	swank
swap	apmainīt
swarm	bars
swarming	swarming
swastika	svaastika
swat	swat
sway	šūpoties
swear	zvēru
swearing	zvērestu
sweat	sviedri
sweater	džemperis
sweating	svīšana
sweatshirt	sporta krekls
sweatshop	saldētava
sweaty	sviedri
sweep	slaucīšana
sweeper	slaucītājs
sweeping	slaucīšana
sweet	salds
sweeten	salds
sweetened	saldināts
sweetener	saldinātājs
sweetest	saldākais
sweetheart	mīļotā
sweetie	mīļotā
sweetness	saldums
sweets	saldumi
swell	uzbriest
swelling	pietūkums
sweltering	pietrūkst
swerve	izliekt
swift	ātrs
swiftly	ātri
swig	swig
swill	swill
swim	peldēt
swimmer	peldētājs
swimming	peldēšana
swimsuit	peldkostīms
swindle	aplaupīt
swindler	apniktais
swine	cūkas
swing	šūpoles
swinger	swinger
swinging	šūpošanās
swipe	velciet
swirl	virpuļot
swish	swish
switch	slēdzis
switchblade	maiņstrāvas
switchboard	sadales skapis
swivel	šarnīrsavienojums
swollen	pietūkušas
swoon	swoon
swoop	braukt
sword	zobens
swordfish	zobenzivis
swordplay	swordplay
swordsman	zobenis
sycamore	Sycamore
syllable	zilbe
syllabus	mācību programma
symbiotic	simbiotiskais
symbol	simbols
symbolic	simbolisks
symbolically	simboliski
symbolism	simbolisms
symbolize	simbolizē
symmetric	simetrisks
symmetrical	simetrisks
symmetry	simetrija
sympathetic	simpātisks
sympathize	simpātiet
sympathy	līdzjūtība
symphonic	simfoniskais
symphony	simfonija
symposium	simpozijs
symptom	simptoms
symptomatic	simptomātiska
synagogue	sinagoga
synapse	sinapse
synaptic	sinaptiskā
sync	sinhronizēt
synchronize	sinhronizēt
synchronous	sinhronais
syncope	ģībonis
syndicate	sindikāts
syndrome	sindroms
synergistic	sinerģiska
synergy	sinerģija
synod	sinods
synonym	sinonīms
synonymous	sinonīms
synopsis	kopsavilkums
synoptic	sinoptiskā
syntax	sintakse
synthesis	sintēze
synthesizer	sintezators
synthetic	sintētisks
syphilis	sifiliss
syringe	šļirce
syrup	sīrups
system	sistēma
systematic	sistemātiska
systematically	sistemātiski
t-shirt	t-krekls
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	telts
table	tabula
tableau	NO TRANSLATION
tablecloth	galdauts
tablespoon	ēdamkarote
tablet	tablete
tableware	galda piederumi
tabloid	tabloīds
taboo	tabū
tabular	tabula
tabulate	tabulēt
tabulation	tabulēšana
tachometer	tahometrs
tacit	klusējot
tack	tack
tackle	risināt
tackled	risina
tackling	risināšana
tacky	lipīgs
taco	taco
tact	takts
tactful	taktiska
tactic	taktika
tactical	taktiskais
tactics	taktika
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	tafts
taffy	taffy
tag	tag
tail	astes
tailed	tailed
tailgate	bagāžas nodalījums
tailings	atkritumi
taillight	aizmugurējais lukturis
tailor	individuāli
tailoring	šūšana
tailpipe	izpūtējs
taint	netīrs
take	ņemt
takeoff	vāc nost
takeout	izņemt
takeover	pārņemt
taker	ņēmējs
talcum	talks
tale	stāsts
talent	talants
talented	talantīgs
talisman	talismans
talk	sarunāties
talkative	runīgs
talker	runātājs
tall	garš
tallies	tallies
tallow	tauki
tally	sakrīt
talon	talons
talons	NO TRANSLATION
tambourine	tamburīns
tame	NO TRANSLATION
tamer	Tamer
taming	aptraipīt
tamper	viltot
tampon	tampons
tan	iedegums
tandem	tandēms
tang	tang
tangent	pieskare
tangerine	mandarīns
tangible	materiāls
tangle	sajaukt
tangled	sašutums
tango	tango
tank	tvertne
tank top	krekliņš
tanker	tankkuģis
tanned	miecētas
tantalizing	tantalizing
tantamount	līdzvērtīgs
tantrum	tantrums
taoism	taoisms
tap	krāns
tape	lente
tape measure	mērlenta
taper	konusveida
tapering	sašaurinājums
tapestry	gobelēns
tapeworm	lenteni
tapioca	tapioka
taps	krāni
tar	darva
tarantula	tarantula
tardiness	bezdarbība
tardy	aizkustinošs
target	mērķis
targeted	mērķtiecīga
targeting	mērķauditorijas atlase
tariff	tarifs
tarmac	tramvajs
tarnish	aptraipīt
tarot	tarot
tarp	NO TRANSLATION
tarry	palaist
tart	tart
tartan	tartāns
tartar	zobakmens
task	uzdevums
tassel	zobens
taste	garša
tasteful	gaumīgs
tasteless	garšīgs
tasting	degustācija
tasty	garšīgs
tat	tat
tattler	Tattler
tattletale	tattletale
tattoo	tetovējums
taught	mācīts
taunt	uzbudinājums
taupe	taupe
taut	taut
tavern	krodziņš
tawdry	tawdry
tawny	tawny
tax	nodoklis
taxed	aplikšana ar nodokli
taxi	taksometrs
taxicab	taksis
taxonomy	taksonomija
taxpayer	nodokļu maksātājs
tea	tēja
teach	mācīt
teacher	skolotājs
teaching	mācīt
teacup	tējas krūze
teahouse	teahouse
teal	teal
team	komanda
teamjesus	NO TRANSLATION
teammate	komandas biedrs
teamwork	komandu darbs
teapot	tējkanna
tear	asar
tearful	raudulis
tearsofjoy	NO TRANSLATION
teary	teāra
tease	ķircināt
teaser	teaser
teasing	ķircināt
teaspoon	tējkarote
teat	zobens
teatime	teatime
tech	tech
technical	tehnisks
technicality	tehniskums
technician	tehniķis
technique	tehnika
techno	techno
technological	tehnoloģiski
technology	tehnoloģijas
ted	ted
teddy bear	rotaļu lācītis
tedious	garlaicīgs
tedium	tedium
tee	tee
teeming	plūstošs
teen	teen
teenage	pusaudzis
teenager	pusaudzis
teens	pusaudži
teensy	teensy
teeny	maziņš
teeth	zobi
teething	zobu sukšana
teflon	teflons
telegram	telegramma
telegraph	telegrafs
telekinesis	telekineze
telemetry	telemetrija
telepathic	telepātisks
telepathy	telepātija
telephone	telefons
telescope	teleskops
telescopic	teleskopisks
telethon	teleteksts
teletype	teletype
televised	televīzijā
television	televīzija
tell	pastāstiet
teller	stāstītājs
telling	stāsta
telltale	indikators
temp	temp
temper	temperaments
tempera	tempera
temperament	temperaments
temperamental	temperamentāls
temperance	garastāvoklis
temperate	mērens
temperature	temperatūra
tempered	rūdīts
tempest	tempest
template	veidne
temple	templis
tempo	NO TRANSLATION
temporal	īslaicīgi
temporarily	uz laiku
temporary	pagaidu
tempt	kārdināt
temptation	kārdinājums
tempting	vilinošs
temptress	vilinošs
ten	desmit
tenable	uzticams
tenacious	stingrs
tenacity	izturība
tenancy	īre
tenant	īrnieks
tend	tendence
tendency	tendence
tender	konkurss
tenderfoot	džeku
tenderness	maigums
tending	tiecas
tendon	cīpsla
tenement	īre
tenet	tenets
tenets	tenets
tenfold	desmitkārtīgi
tennis	teniss
tenor	tenors
tense	saspringts
tensile	stipra
tension	spriedze
tent	telts
tentacle	tausteklis
tentative	provizorisks
tenth	desmitais
tenths	desmitdaļas
tenuous	niecīgs
tenure	īpašumtiesības
tepee	tepee
tepid	teps
tequila	tequila
teriyaki	teriyaki
term	termiņš
terminal	terminālis
terminate	izbeigt
termination	izbeigšana
terminator	terminators
terminology	terminoloģija
terminus	termiņš
termite	termīts
terms	nosacījumi
tern	ternis
ternary	trīsvietīgs
terrace	terase
terrain	reljefs
terrestrial	sauszemes
terrible	briesmīgi
terribly	briesmīgs
terrier	terjers
terrific	drausmīgs
terrified	šausmīgs
terrifies	terrifies
terrify	bailes
terrifying	briesmīgi
territorial	teritoriāls
territory	teritorija
terror	terors
terrorism	terorisms
terrorist	terorists
terrorists	teroristi
terrorize	terorizēt
terse	īss
tertiary	terciārais
test	pārbaude
testament	liecība
testicle	sēklinieku
testicular	sēklinieku
testify	liecina
testimonial	atsauksmes
testimony	liecība
testosterone	testosterons
testy	NO TRANSLATION
tetanus	stingumkrampji
tether	saites
tethered	piesiet
tetrahedral	tetraedrālis
text	teksts
textbook	mācību grāmata
textile	Tekstils
textural	textural
texture	tekstūra
tgif	tgif
thank	paldies
thankful	pateicīgs
thankgod	Paldies Dievam
thanking	pateicos
thankless	nepateicīgs
thanks	Paldies
thanksalot	NO TRANSLATION
thanksgiving	pateicība
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	salts
thatmoment	NO TRANSLATION
thaumaturgy	taumaturģija
thaw	atkausēšana
theater	teātris
theatrical	teātris
theatrics	teātri
thebest	vislabākais
theft	zādzība
theism	teisms
theistic	teistinis
thelife	dzīve
thelittlethings	NO TRANSLATION
theme	tēma
theocracy	teokrātija
theocratic	teokrātiskais
theologian	teologs
theological	teoloģiskais
theology	teoloģija
theorem	teorēma
theoretical	teorētiski
theory	teorija
therapeutic	terapeitisks
therapeutics	terapija
therapist	terapeits
therapy	terapija
thereabouts	tur
thereof	no tā
therewith	ar to
thermal	siltuma
thermocouple	termopāri
thermodynamics	termodinamika
thermometer	termometrs
thermos	termoss
thermostat	termostats
thesaurus	tēzaurs
thesis	tēzes
thick	bieza
thicken	sabiezēt
thickening	sabiezējums
thicket	biezoknis
thickness	biezums
thief	zaglis
thigh	augšstilba
thimble	pirkstu
thin	plāns
thing	lieta
things	lietas
thingy	lieta
think	domāju
thinker	domātājs
thinking	domāšana
third	trešais
thirds	trešdaļas
thirst	slāpes
thirsty	izslāpis
thirteen	trīspadsmit
thirteenth	trīspadsmitais
thirty	trīsdesmit
thistle	dadzis
thither	tur
thong	siksna
thorn	ērkšķu
thorny	sarežģīts
thorough	rūpīgi
thoroughbred	tīršķirnes
thoroughfare	maģistrāle
thought	domāja
thoughtful	pārdomāts
thoughtfulness	pārdomāte
thoughtless	neprātīgs
thoughts	domas
thousand	tūkstotis
thrash	trrash
thread	pavediens
threat	draudi
threaten	apdraudēt
threatened	draudēja
threatening	draudīgs
three	trīs
threefold	trīs reizes
threesome	trijniekā
thresh	slaucīt
threshold	slieksnis
thrice	trīs reizes
thrift	taupība
thrifty	taupīgs
thrill	aizraušanās
thrilled	saviļņots
thriller	trilleris
thrilling	aizraujošs
thrive	uzplaukt
thriving	plaukstoša
throat	rīkle
throb	drudzis
throbbing	pulsējošs
throes	troksnis
throne	tronis
throng	pūlis
throttle	droseļvārsts
throw	mest
throwback	atriešanās
thrower	metējs
thrown	izmet
thrush	krūtiņa
thrust	grūdiens
thruster	motors
thud	tuksneša
thug	slepkava
thumb	īkšķi
thumbprint	taustiņš
thump	sitiens
thumper	sikspārnis
thumping	satriecošs
thunder	pērkona negaiss
thunderbolt	pērkona negaiss
thunderclap	pērkona negaiss
thundering	pērkona negaiss
thunderstorm	pērkona negaiss
thunderstruck	pērkona negaiss
thwart	kavēt
thx	Paldies
thyme	timiāns
thyroid	vairogdziedzeris
tiara	tiāra
tibia	stilba kauliņš
tic	tic
tick	atzīmēt
ticked	atzīmēts
ticker	svārsts
ticket	biļete
tickle	ķerties
tickled	iemērc
ticklish	ticklish
tidal	plūdmaiņas
tidal wave	paisuma vilnis
tidbit	tidbit
tide	plūdmaiņa
tidings	ziņas
tidy	kārtīgi
tie	kakla saite
tier	līmenis
tiff	tiff
tiger	tīģeris
tighten	pievelciet
tightness	ciešums
tightrope	troses
tights	zeķubikses
tilde	tilde
tile	flīze
tiling	flīzēšana
till	NO TRANSLATION
tillage	augsnes apstrāde
tiller	grābeklis
tilt	noliekt
tilting	slīpums
timber	koksne
timberland	meža zeme
timbre	timbre
time	laiks
timeless	bez laika
timeliness	savlaicīgums
timely	savlaicīgi
timeout	pārtraukums
timepiece	pulkstenis
timer	taimeris
times	reizes
timetable	saraksts
timewasters	NO TRANSLATION
timid	kautrīgs
timidity	kautrība
timing	laiks
tin	NO TRANSLATION
tincture	Tinktūra
tine	NO TRANSLATION
tinfoil	alvas folija
tinge	nokrāsa
tingle	drebēt
tingling	tirpšana
tinker	Tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinīts
tinsel	miziņa
tint	nokrāsa
tiny	sīks
tip	padoms
tipper	pašizgāzējs
tipster	tipster
tipsy	tipsy
tiptoe	cimdiņš
tirade	tirade
tire	riepa
tired	noguris
tiredness	nogurums
tiredofit	NO TRANSLATION
tireless	nenogurdināms
tiresome	nogurdinošs
tiring	nogurdinoša
tissue	audi
tistheseason	NO TRANSLATION
tit	zēns
titan	titāns
titanic	titānisks
titanium	titāns
tithe	desmitā daļa
title	virsraksts
titled	ar nosaukumu
titty	titty
titular	NO TRANSLATION
toad	krupis
toast	grauzdiņš
toaster	tosteris
toasty	toasty
tobacco	tabaka
toby	toby
tod	tātad
today	šodien
toddler	mazulis
toe	pirksts
toenail	toenail
toffee	īrisa
tofu	tofū
toga	NO TRANSLATION
together	kopā
togetherness	kopība
toil	darbs
toilet	tualete
toils	strādāt
token	tokens
tolerable	pieļaujams
tolerance	tolerance
tolerant	tolerants
tolerate	paciest
toleration	tolerance
toll	nodeva
tomahawk	tomahawk
tomato	tomāts
tomatoes	tomāti
tomb	kapenes
tombstone	kapa piemineklis
tomcat	tomcat
tome	tome
tomorrow	rīt
ton	NO TRANSLATION
tone	signāls
toner	toneris
tong	NO TRANSLATION
tongs	knaibles
tongue	mēle
tonic	toniks
tonnage	tonnāža
tonsils	mandeles
toocold	NO TRANSLATION
tool	rīks
toolbox	instrumentu kopums
tooling	instrumentiem
toomuchtodo	NO TRANSLATION
toot	raž
tooth	zobs
toothache	zobu sāpes
toothbrush	zobu suka
toothed	zobains
toothless	bez zobiem
toothpaste	zobu pastu
toothpick	zobu bakstāmais
toots	tootes
top	tops
topaz	topazs
topic	temats
topical	aktuāls
topless	topless
topographic	topogrāfiskais
topographical	topogrāfiskais
topography	topogrāfija
topple	sarauties
topside	uz augšu
tor	tor
torch	lāpas
torment	mokas
tormented	mocīja
torn	saplēsts
tornado	viesuļvētra
torpedo	torpēds
torque	griezes moments
torrent	torrent
torrid	salds
torsion	vērpes
torso	rumpis
tort	delikts
tortious	negodīgs
tortoise	bruņurupucis
tortuous	cirtaini
torture	spīdzināšana
tortured	spīdzināts
toss	lozēšana
tot	NO TRANSLATION
total	Kopā
totality	kopums
totally	pilnīgi
tote	tote
totem	totems
touch	pieskarties
touchdown	piezemēšanās
touched	pieskārās
touching	pieskaroties
touchy	skarbs
tough	grūts
toughen	stiprināt
toughness	stingrība
toupee	puisis
tour	ceļojums
tourism	tūrisms
tourist	tūristu
tourmaline	turmālijs
tournament	turnīrs
tourniquet	rotaļlieta
tout	NO TRANSLATION
tow	vilkt
towel	dvielis
tower	tornis
towering	stiprs
town	pilsēta
townhouse	pilsētas māja
township	pilsēta
townspeople	pilsētnieki
toxic	toksisks
toxicity	toksicitāte
toxicology	toksikoloģija
toxin	toksīns
toy	rotaļlieta
toymaker	toymaker
trace	izsekot
traceable	izsekojama
tracer	marķieris
traces	pēdas
trachea	traheja
tracing	izsekošana
track	dziesmu
tracker	tracker
tract	traktā
tractable	tractable
traction	vilces
tractor	traktors
trade	tirdzniecība
trademark	preču zīme
trader	tirgotājs
tradesman	tirgotājs
trading	tirdzniecība
tradition	tradīcija
traditional	tradicionāls
traffic	satiksme
traffic light	luksofors
trafficking	tirdzniecība
tragedies	traģēdijas
tragedy	traģēdija
tragic	traģisks
trail	taka
trailer	piekabe
train	vilciens
train set	vilciena komplekts
trained	apmācīts
trainee	praktikants
trainer	treneris
training	apmācība
trait	iezīme
traitor	nodevējs
traitorous	nodevīgs
trajectory	trajektorija
tram	tramvajs
tramp	līgumreisu
trample	trampēt
trampoline	batuts
tramway	tramvaja ceļš
trance	trance
tranquil	mierīgs
tranquility	miers
tranquilizer	trankvilizators
transact	veikt darījumus
transaction	darījums
transatlantic	transatlantiskais
transceiver	uztvērējs
transcend	pārvarēt
transcendence	pārpasaulība
transcendent	pārpasaulīgs
transcendental	pārpasaulīgs
transcribe	pārrakstīt
transcriber	transkriptors
transcript	transcript
transcription	transkripcija
transfer	nodošana
transference	pāreja
transferred	nodots
transfixed	transfiksēts
transform	pārveidot
transformation	transformācija
transformer	transformators
transfusion	transfūzija
transgression	pārkāpums
transient	pārejošs
transistor	tranzistors
transit	tranzīts
transition	pāreja
transitional	pārejas periods
transitive	transitive
transitory	pārejas periods
translate	tulkot
translation	tulkojums
translator	tulkotājs
translocation	pārvietošana
translucent	caurspīdīgs
transmission	transmisija
transmit	pārraidīt
transmitter	raidītājs
transmutation	transmutācija
transom	transom
transparency	pārredzamība
transparent	caurspīdīgs
transplant	transplantācija
transplantation	transplantācija
transponder	retranslators
transport	transports
transportation	transports
transporter	pārvadātājs
transpose	transponēt
transposition	transponēšana
transsexual	transseksuāls
transverse	šķērsvirzienā
transvestite	transvestits
trap	slazds
trapdoor	slazds
trapeze	trapeze
trapped	ieslodzījumā
trapper	trapper
trapping	slazdošana
trappings	apmales
