Word	cy
regretting	yn ddrwg
regroup	regroup
regular	yn rheolaidd
regularity	rheoleidd-dra
regulars	rheoleiddwyr
regulate	rheoleiddio
regulated	wedi'i reoleiddio
regulation	rheoliad
regulator	rheoleiddiwr
regulatory	rheoleiddio
regurgitation	adfywiad
rehab	adsefydlu
rehabilitate	adsefydlu
rehabilitation	adsefydlu
rehash	rehash
rehearsal	ymarfer
rehearse	ymarferwch
reign	teyrnasu
reigning	yn teyrnasu
reimburse	ad-dalu
reimbursement	ad-daliad
rein	rein
reincarnation	ail-ymgarniad
reindeer	afon
reinforce	atgyfnerthu
reinforcement	atgyfnerthu
reinforcements	atgyfnerthu
reins	reiniau
reinstall	ailosod
reinstate	adfer
reinstatement	adfer
reinvest	ail-fuddsoddi
reinvestment	ail-fuddsoddi
reiterate	ailadroddwch
reject	gwrthod
rejected	gwrthodwyd
rejection	gwrthod
rejects	yn gwrthod
rejoice	llawenhau
rejoicing	llawenydd
rejoin	ailymuno
rejuvenate	adnewyddu
rejuvenated	adnewyddu
rekindle	rekindle
relapse	ailgylliad
relate	cysylltu
related	gysylltiedig
relation	perthynas
relationship	perthynas
relative	perthynas
relativity	perthnasedd
relax	ymlacio
relaxant	ymlaciol
relaxation	ymlacio
relaxed	ymlacio
relaxing	ymlacio
relay	cyfnewidfa
release	rhyddhau
released	rhyddhau
relegation	dirywiad
relentless	yn anhygoel
relevance	perthnasedd
relevancy	perthnasedd
relevant	yn berthnasol
reliability	dibynadwyedd
reliable	dibynadwy
reliance	ddibyniaeth
relic	relic
relics	cliriau
relief	rhyddhad
relieve	lleddfu
relieved	rhyddhad
relieving	lleddfu
relight	ailleoli
religion	crefydd
religious	crefyddol
relinquish	gadael
relish	relish
relive	adleoli
reload	ail-lwytho
relocate	adleoli
relocation	adleoli
reluctance	amharodrwydd
reluctant	amharod
rely	yn dibynnu
remain	aros
remainder	gweddill
remaining	yn weddill
remains	yn parhau
remake	ail-wneud
remand	remand
remark	sylw
remarkable	yn rhyfeddol
remarkably	yn rhyfeddol
remarry	remarry
rematch	ailgludo
remedial	adferiad
remedy	atebion
remember	cofiwch
remembered	cofio
remembering	cofio
remembrance	cofio
remind	atgoffa
reminder	atgoffa
reminisce	cofio
reminiscent	yn atgoffa
reminiscing	yn atgoffa
remiss	remiss
remission	remission
remit	cylch gwaith
remittance	trosglwyddiad
remnant	gweddillion
remodel	ailfodelu
remorse	addewid
remorseful	cofiadwy
remote	anghysbell
remoteness	anghysbell
removal	symud
remove	dileu
remover	gweddill
remuneration	tâl
renaissance	adfywiad
renal	arennol
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	rendro
rendering	rendro
rendezvous	rendezvous
rendition	rendition
renegade	ailnegâd
renegotiate	ailnegodi
renew	adnewyddu
renewal	adnewyddu
renounce	ailddatgan
renovate	adnewyddu
renovated	adnewyddu
renovation	adnewyddu
renown	enwog
renowned	enwog
rent	rhent
rental	rhentu
renter	rhentwr
renunciation	gwrthodiad
reopen	ailagor
reorganization	ad-drefnu
reorganize	ad-drefnu
rep	cynrychiolydd
repaint	repaint
repair	atgyweirio
repairman	trwsio
reparation	adferiad
repay	ad-dalu
repayment	ad-dalu
repeal	diddymu
repeat	ailadrodd
repeated	dro ar ôl tro
repeatedly	dro ar ôl tro
repeater	ailadroddydd
repel	repel
repellant	repellant
repellent	gwrthod
repelling	ailgylchu
repent	edifarhau
repentance	edifeirwch
repentant	edifarchus
repertoire	repertoire
repertory	repertory
repetition	ailadrodd
repetitive	ailadroddus
rephrase	ail-enwi
replace	ailosod
replacement	ailosod
replay	ailosod
replenish	ailgyflenwi
replete	yn llawn
replica	replica
replicate	dyblygu
replication	dyblygu
reply	ateb
report	adroddiad
reported	adroddwyd
reporter	gohebydd
repose	repose
reposition	ailosodiad
repository	storfa
repossess	adfeddiannu
reprehensible	yn ddarbodus
represent	yn cynrychioli
representation	cynrychiolaeth
representative	cynrychiolydd
represented	cynrychiolir
representing	yn cynrychioli
repress	repress
repressed	wedi'u hailddeipio
repression	gormes
reprieve	cipio
reprimand	cerydd
reprint	ailgraffu
reprisal	gwrthdaro
reprise	ailgychwyn
reproach	disgresiwn
reproduce	atgynhyrchu
reproduction	atgynhyrchu
reproductive	atgenhedlu
reprogram	ailgynllunio
reptile	ymlusgiaid
republic	weriniaeth
republican	gweriniaethol
repudiation	ad-dalu
repugnance	repugnance
repugnant	gwrthod
repulsion	gwrthod
repulsive	repulsive
repurchase	ailbrynu
reputable	enwog
reputation	enw da
repute	repute
reputed	enwog
request	cais
requiem	requiem
require	ei angen
required	yn ofynnol
requirement	gofyniad
requisite	angenrheidiol
requisition	gofyniad
reread	ail-ddarllen
reroute	reroute
rerun	rerun
reschedule	ail-drefnu
rescind	diddymu
rescission	diddymu
rescue	achub
research	ymchwil
researcher	ymchwilydd
resection	echdynnu
resemblance	tebyg
resemble	yn debyg
resembling	yn debyg
resent	resent
resentful	yn resentful
resentment	angerdd
reservation	archeb
reserve	wrth gefn
reserved	neilltuedig
reserves	cronfeydd wrth gefn
reservoir	cronfa ddŵr
reset	ail gychwyn
reside	yn byw
residence	preswylio
residences	preswylfeydd
residency	preswyliaeth
resident	preswylydd
residential	preswyl
residual	gweddilliol
residue	gweddillion
resign	ymddiswyddo
resignation	ymddiswyddiad
resigned	ymddiswyddodd
resilience	gwydnwch
resilient	gwydn
resin	resin
resist	gwrthsefyll
resistance	gwrthiant
resistant	gwrthsefyll
resisting	gwrthsefyll
resistive	gwrthsefyll
resolute	yn ddatrys
resolutely	yn benderfynol
resolution	datrysiad
resolve	datrys
resolved	wedi'i ddatrys
resonance	resonance
resonant	resonant
resonate	resonate
resonator	resonator
resort	cyrchfan
resounding	yn rhyfeddol
resource	adnodd
resourceful	yn ddyfeisgar
resources	adnoddau
respect	parch
respectability	parchu
respectable	parchus
respected	parchu
respectful	parchus
respecting	parchu
respective	yn briodol
respects	parch
respiration	resbiradaeth
respirator	anadlu
respiratory	anadlol
respite	seibiant
resplendent	disglair
respond	ymateb
respondent	ymatebydd
response	ymateb
responsibility	cyfrifoldeb
responsible	yn gyfrifol
responsive	ymatebol
rest	gorffwys
restart	Ail-ddechrau
restaurant	bwyty
rested	gorffwys
restful	gorffwys
restitution	adferiad
restless	aflonyddwch
restlessness	aflonyddwch
restock	ailstocio
restoration	adfer
restorative	adferol
restore	adfer
restored	adfer
restoring	adfer
restrain	atal
restrained	wedi'u rhwystro
restraining	cyfyngu
restraint	ataliad
restrict	cyfyngu
restricted	cyfyngedig
restriction	cyfyngiad
restrictive	cyfyngol
restroom	ystafell wely
result	canlyniad
resultant	canlyniad
resume	ailddechrau
resumption	ailddechrau
resurrect	atgyfodi
resurrection	atgyfodiad
resuscitate	resuscitate
resuscitation	dadebru
retail	adwerthu
retailer	adwerthwr
retain	cadw
retainer	cadwwr
retaining	cadw
retake	adfer
retaliate	cilio
retaliation	gwrthdaro
retaliatory	adaliad
retard	adferiad
retardation	arafu
retarded	wedi'i adael
retards	addewidion
retention	cadw
retentive	wrth gefn
rethink	ailfeddwl
reticent	yn annifyr
retina	retina
retinal	retina
retire	ymddeol
retired	ymddeol
retirement	ymddeoliad
retiring	ymddeol
retold	ailadroddwyd
retort	adborth
retrace	yn ôl
retract	tynnu'n ôl
retraction	tynnu'n ôl
retractor	retractor
retreat	encilio
retrenchment	diddymu
retrial	adfer
retribution	ad-dalu
retrieval	adfer
retrieve	adfer
retriever	adalw
retro	retro
retroactive	retroactive
retrograde	yn ôl yn ôl
retrospect	edrych yn ôl
retrospective	ôl-weithredol
retrospectively	yn ôl-weithredol
return	dychwelyd
reunion	aduniad
reunite	ailgyfuno
reunited	adunwyd
rev	rev
reveal	datgelu
revel	revel
revelation	datguddiad
revelations	datguddiadau
revels	revels
revenge	dial
revenue	refeniw
reverberation	ailgyfeirio
revere	disgres
reverence	parch
reverend	brenin
reverent	reverent
reverie	reverie
reversal	gwrthdroi
reverse	cefn
reversion	gwrthdroi
revert	dychwelyd
reverting	yn dychwelyd
review	adolygu
reviewer	adolygydd
revise	adolygu
revision	adolygu
revisit	ail-edrych
revival	adfywiad
revive	adfywio
revocation	diddymu
revoke	diddymu
revolt	gwrthryfel
revolting	yn gwrthdaro
revolution	chwyldro
revolutionary	chwyldroadol
revolutionize	chwyldroi
revolve	chwyldro
revolver	chwyldro
revolving	cylchdroi
revue	adnewyddu
revulsion	diddymu
revving	adfywio
reward	Gwobr
rewarding	yn wobrwyo
rewind	ailwynnwch
rewire	rewire
rewrite	ailysgrifennu
rhapsody	rhapsod
rhetoric	rhethreg
rhetorical	rhethregol
rheumatism	rhewmatism
rhinestone	rhinestone
rhino	rhino
rhinoceros	rhinoceros
rhubarb	rhubob
rhyme	rhigwm
rhyming	rhymio
rhythm	rhythm
rhythmic	rhythmig
rhythmical	rhythmig
rib	rib
ribbed	gwenog
ribbon	rhuban
rice	reis
rich	cyfoethog
riches	cyfoeth
richness	cyfoeth
rick	Rick
rickety	rickety
rickshaw	rickshaw
ricochet	ricochet
rid	gwaredwch
riddance	riddance
riddle	dychymyg
riddled	yn syfrdanol
ride	daith
rider	rider
ridge	crib
ridicule	drueni
ridiculed	yn rhyfedd
ridiculous	yn chwerthinllyd
riding	marchogaeth
rife	rife
riff	riff
riffraff	riffraff
rifle	reiffl
rifleman	reiffl
rifles	reifflau
rift	rift
rig	rig
rigged	rigged
rigging	rigio
right	yn iawn
righteous	cyfiawn
righteousness	cyfiawnder
rightful	yn iawn
rightly	yn iawn
righty	yn iawn
rigid	anhyblyg
rigidity	anhyblygedd
rigor	trylwyredd
rigorous	yn drylwyr
rim	ymyl
rind	rind
ring	ffoniwch
ringer	cywair
ringing	ffonio
ringleader	pennawd
ringmaster	cylchfonydd
ringside	cylch y cylch
rink	rinc
rinse	rinsiwch
riot	terfysg
rioting	aeddfedu
riotous	yn rhyfedd
riots	terfysgoedd
rip	rip
riparian	afonydd
ripe	aeddfed
ripen	aeddfedu
ripening	aeddfedu
ripper	ripper
ripple	ripple
rippling	rippling
rise	codi
rising	yn codi
risk	risg
risky	yn beryglus
risotto	risotto
rite	defod
ritual	defodol
ritualistic	defodol
rival	cystadleuol
rivalry	cystadleuaeth
river	afon
riverbank	glan yr Afon
riverbed	gwely'r afon
riverboat	cwch afon
rivet	rhybuddio
riveted	rhuthro
riveting	cyffwrdd
roach	roach
road	ffordd
roadblock	rhwystr ffordd
roadhouse	rhwydouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	rhedwr ffordd
roads	ffyrdd
roadside	ochr y ffordd
roadster	roadster
roadtrip	Taith Ffordd
roadway	ffordd
roadworks	gwaith ffordd
roam	crwydro
roar	chwythu
roaring	yn rhuthro
roast	rhost
roasted	wedi'i rostio
rob	rob
robber	lladrad
robbery	lladrad
robe	gwisg
robin	robin
robot	robot
robotic	robotig
robotics	roboteg
robust	cadarn
roc	roc
rock	graig
rocker	rocker
rocket	roced
rocks	cerrig
rod	gwialen
rodent	creulon
rodeo	rodeo
roe	rhwyd
rogue	yn rhyfedd
role	rôl
roll	rholio
roller	rholer
rollercoaster	rollercoaster
rollers	rollers
rollicking	rholio
rolling	rholio
roman	Rhufeinig
romance	rhamant
romantic	rhamantus
romanticism	rhamantiaeth
romp	rhaff
roof	to
rooftop	ar y to
rook	rook
rookie	rookie
room	ystafell
roomful	ystafell fywiog
roommate	ystafell ystafell
rooms	ystafelloedd
roomy	ystafellol
roost	clwydo
rooster	ceiliog
root	gwreiddiau
root beer	cwrw gwreiddyn
rooted	wedi'i gwreiddio
rope	rhaff
ropes	rhaffau
rosary	rosari
rose	Rhosyn
rosemary	rhosmari
rosette	rosette
roster	rhestr
rosy	rosy
rot	pydru
rota	rota
rotary	cylchdroi
rotate	cylchdroi
rotation	cylchdroi
rote	rote
rotor	rotor
rotten	pydru
rotting	pydru
rotunda	rotunda
rouge	rouge
rough	garw
roughly	yn fras
roughneck	roughneck
roughness	garw
roulette	roulette
round	rownd
roundabout	cylchdro
rounded	rownd
roundup	rownd
rouse	rouse
rouser	rouser
rousing	rhyfeddu
rout	trefn
route	llwybr
routine	arferol
rove	yn ôl
rover	rover
roving	roving
row	rhes
rowboat	cwch rhes
rowdy	yn rhy fach
rowing	rhwyfo
royal	brenhinol
royalty	breindal
rub	rhwbio
rubber	rwber
rubbers	rwber
rubbing	rwbio
rubbish	sbwriel
rubble	rwbel
rubdown	rubdown
rubric	rwric
ruby	ruby
ruckus	rwcws
rudder	chwythwr
ruddy	rhwd
rude	anwes
rudeness	anffodus
rudimentary	gwaddol
rudiments	rudimentau
rue	rue
rueful	rhyfeddol
ruff	ruff
ruffian	ruffian
ruffle	ruffle
rug	ryg
rugby	rygbi
rugged	garw
ruin	difetha
ruination	adfeiliad
ruined	difetha
ruinous	difetha
ruins	adfeilion
rule	rheol
ruler	rheolwr
ruling	dyfarniad
rum	ryd
rumba	rumba
rumble	rumble
rummage	rummage
rumor	rumor
rumored	rhyfeddol
rump	rwmp
rumpus	rumpus
run	rhedeg
runaround	rhyfedd
runaway	rhedeg i ffwrdd
rundown	rundown
runes	rhedyn
rung	cyflym
runner	rhedwr
running	yn rhedeg
running shoes	rhedeg esgidiau
runny	runny
runt	NO TRANSLATION
runway	rhedfa
rupture	rupture
rural	gwledig
ruse	NO TRANSLATION
rush	brwyn
rushing	yn rhuthro
rust	rhwd
rusted	yn rhyfeddu
rustic	gwledig
rustle	rustle
rustler	rustler
rusty	gwydr
rut	rut
ruth	ruth
ruthless	anghyfreithlon
rye	seren
sabbatical	sabothol
saber	NO TRANSLATION
sable	sable
sabotage	sabotage
saboteur	saboteur
sac	sac
sack	sach
sacrament	sacrament
sacred	sanctaidd
sacrifice	aberth
sacrifices	aberth
sacrificial	aberthol
sacrilege	sacrileg
sacrilegious	sacrilegious
sad	trist
sadday	NO TRANSLATION
saddens	saddens
saddle	cyfrwy
sadist	sadist
sadistic	sististaidd
sadly	yn anffodus
sadness	tristwch
safari	safari
safe	yn ddiogel
safeguard	Diogelu
safekeeping	cadw diogel
safety	diogelwch
saffron	saffron
sag	sag
saga	saga
sage	sage
saggy	saggy
sail	hwylio
sailboat	llong hwylio
sailing	hwylio
sailor	morwr
saint	sant
sainted	yn rhyfeddol
saintly	saintly
sake	fwyn
salad	salad
salamander	salamander
salami	salami
salary	cyflog
sale	gwerthu
salesgirl	gwerthwr
salesman	gwerthwr
salient	yn amlwg
saline	saline
saliva	saliva
sally	sally
salmon	eog
salmonella	salmonela
salon	salon
saloon	saloon
salsa	salsa
salt	halen
salted	halenog
saltwater	dwr halen
salty	hallt
salutary	ewinedd
salutation	salutation
salute	salwch
salvage	achub
salvation	iachawdwriaeth
salve	salve
samba	samba
sameness	sameness
sample	sampl
samurai	samurai
sanatorium	sanatoriwm
sanctification	sancteiddiad
sanctified	sancteiddiedig
sanctify	sancteiddiwch
sanctimonious	sanctimonious
sanction	sancsiwn
sanctioned	wedi'i sancsiynu
sanctity	sancteiddrwydd
sanctuary	cysegr
sanctum	sanctum
sand	tywod
sandal	sandal
sandbox	blwch tywod
sander	sander
sandman	tywodman
sandpaper	papur tywod
sands	tywod
sandstorm	tywodlwyd
sandwich	brechdan
sandy	tywodlyd
sane	yn iach
sanguine	sanguine
sanitarium	sanitariwm
sanitary	iechydol
sanitation	glanweithdra
sanity	sanity
sans	NO TRANSLATION
santa	santa
sap	sudd
sapiens	sapiens
sapphire	saffir
sappy	sappy
sarcasm	sarcasm
sarcastic	sarcastic
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	sardîn
sardonic	sardonig
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	satanig
satchel	satchel
sate	NO TRANSLATION
satellite	lloeren
satin	satin
satire	satire
satirical	satirig
satisfaction	boddhad
satisfactorily	yn foddhaol
satisfactory	boddhaol
satisfied	yn fodlon
satisfy	bodloni
satisfying	yn bodloni
saturate	saturate
saturated	wedi'i orlawn
saturation	dirlawnder
satyr	satyr
sauce	saws
saucepan	sosban
saucer	soser
saucy	sauci
sauerkraut	NO TRANSLATION
sauna	sauna
sausage	selsig
savage	saethus
savagery	bywyd gwyllt
savanna	savanna
savannah	savannah
savant	savant
save	arbed
saver	arbedwr
saving	arbed
savings	arbedion
savior	gwaredwr
savor	blasus
savory	sawrus
savvy	gwych
saw	gwelodd
sawdust	llif llif
sawmill	melin sawm
sax	sax
saxophone	sacsoffon
say	dyweder
sayonara	NO TRANSLATION
scab	sgab
scabbard	sgabbard
scaffold	sgaffald
scaffolding	sgaffaldiau
scalding	sgaldio
scale	graddfa
scales	graddfeydd
scallop	cregyn bylchog
scalp	croen y pen
scalpel	sgalpel
scaly	scaly
scam	sgam
scamp	sgamp
scampi	scampi
scan	sgan
scandal	sgandal
scandalous	yn warthus
scanner	sganiwr
scanty	anhygoel
scape	graddfa
scapegoat	gorsaf fach
scar	sgarfr
scarab	scarab
scarce	prin
scarcely	prin
scarcity	prinder
scare	ofn
scarecrow	bagiau bach
scared	ofn
scares	yn ofni
scarf	sgarff
scarier	yn bricach
scariest	scariest
scarlet	sgarlaid
scary	yn ofnus
scat	gwasgaru
scatter	gwasgaru
scattered	gwasgaredig
scattering	gwasgaru
scavenger	sgwâr
scenario	senario
scene	golygfa
scenery	golygfeydd
scenic	golygfaol
scent	arogl
scented	arogl
scepter	sceptr
sceptical	yn amheus
scepticism	amheuaeth
schadenfreude	schadenfreude
schedule	amserlen
schematic	sgematig
scheme	cynllun
schilling	sgilio
schism	schism
schizophrenia	sgitsoffrenia
schizophrenic	sgitsoffrenig
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	ysgolhaig
scholarly	ysgolheigaidd
scholarship	ysgoloriaeth
scholastic	ysgolheigaidd
school	ysgol
schoolboy	bachgen ysgol
schoolgirl	merch ysgol
schoolhouse	tŷ ysgol
schooling	addysg
schoolmaster	ysgolfeistr
schoolteacher	NO TRANSLATION
schoolwork	gwaith ysgol
schoolyard	iard ysgol
schooner	sgwner
sciatica	sciatica
science	gwyddoniaeth
scientific	gwyddonol
scientist	gwyddonydd
scifi	sgifi
scintilla	NO TRANSLATION
scintillating	brwdio
scintillation	sgintillation
scintillator	scintillator
scion	sgion
scissors	siswrn
scoff	syfrdanol
scold	sgold
scolding	sgolding
scone	sgôn
scoop	sgopio
scoot	sgwt
scooter	sgwter
scope	cwmpas
scorch	sgorch
scorching	crafu
score	sgôr
scoreboard	sgôr sgôr
scorer	sgoriwr
scores	sgoriau
scorn	sarhaus
scorned	yn syfrdanol
scornful	yn chwilfrydig
scorpion	sgorpion
scotch	sgotch
scoundrel	scoundrel
scour	sgwr
scourge	gwrych
scout	sgowtiaid
scowl	sgowl
scrabble	scrabble
scram	sgram
scramble	sgramblo
scrambled	wedi'i dreialu
scrambler	sgrambler
scrambling	sgrambling
scrap	sgrap
scrapbook	llyfr lloffion
scrape	sgrapio
scrapie	crafu
scraping	sgrapio
scrappy	sgrappy
scratch	crafu
scratchy	crafu
scrawny	sgrawny
scream	sgrechian
screamer	sgrechwr
screaming	sgrechian
screech	sgreech
screen	sgrin
screening	sgrinio
screenplay	sgript sgrin
screenwriter	sgriptwr sgrin
screw	sgriw
screwball	pêl sgriw
screwdriver	sgriwdreif
screwed	sgriwio
screwy	sgrewy
screwyou	NO TRANSLATION
scribble	ysgrifennu
scribe	ysgrifennydd
scrimmage	sgimiog
scrip	sgript
script	sgript
scriptural	ysgrythurol
scripture	ysgrythur
scroll	sgrolio
scrotum	sgrotwm
scrounge	sgrounge
scrounger	sgrounger
scrub	prysgwydd
scruffy	sgruffy
scrumptious	yn syfrdanol
scrupulous	yn gryno
scrutinize	craffu
scrutiny	craffu
scuba	sgwba
scuff	sguff
scuffle	sguffle
scullery	criben
sculptor	cerflunydd
sculpture	cerflunwaith
sculptured	cerfluniedig
scum	sgum
scumbag	sgumbag
scurry	sgurry
scurvy	scurvy
scuttle	scuttle
sea	môr
seaboard	ar yr arfordir
seafood	bwyd môr
seagull	fawn
seal	sêl
seals	morloi
seam	haam
seaman	morwr
seamless	di-dor
seamstress	haamstress
seaport	porthladd
sear	sear
search	chwilio
searching	chwilio
searchlight	golau chwilio
seared	môr
seashore	môr
seasick	morick
seaside	glan môr
season	tymor
seasonal	tymhorol
seasoned	wedi'i ffrwythloni
seasoning	tymhorol
seat	sedd
seatbelt	gwregys diogelwch
seating	seddi
seawater	dŵr môr
seaweed	gwymon
sec	sec
secession	seiciad
secluded	wedi'u gwahanu
seclusion	neilltuo
second	ail
second cousin	ail gefnder
secondary	uwchradd
secondhand	ail law
secrecy	cyfrinachedd
secret	cyfrinachol
secretariat	ysgrifenyddiaeth
secretary	ysgrifennydd
secrete	secrete
secretion	secretion
secretive	yn gyfrinachol
secretly	yn gyfrinachol
sect	sect
sectarian	sectarian
section	adran
sectional	adranol
sector	sector
secular	seciwlar
secularism	seciwlariaeth
secure	yn ddiogel
securities	gwarannau
security	diogelwch
sedan	NO TRANSLATION
sedate	sedad
sedation	twyllo
sedative	sedative
sedentary	eisteddog
sedge	hesg
sediment	gwaddod
sedimentary	gwaddodol
sedition	esgobaeth
seduce	seduce
seducer	seducer
seducing	yn ysgogi
seduction	sedogi
seductive	yn ddiddorol
see	gweld
seed	Hedyn
seedling	hadu
seeds	hadau
seedy	seidiog
seek	ceisiwch
seeker	ceisiwr
seem	yn ymddangos
seemingly	yn ôl pob tebyg
seer	gweledydd
seesaw	golwg
seething	rhyfeddod
segment	segment
segregate	gwahanu
segregated	wedi'i wahanu
segregation	gwahanu
seismic	seismig
seize	cymerwch
seizure	trawiad
seldom	anaml iawn
select	dewiswch
selection	dewis
selective	dewisol
selectman	detholwr
selenium	seleniwm
self	hunan
selfharm	NO TRANSLATION
selfish	hunanol
selfishness	hunaniaeth
selfless	anhunanol
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	gwerthu
seller	gwerthwr
sellout	gwerthu allan
seltzer	seltzer
semantics	semanteg
semaphore	semapor
semblance	semblance
semen	semen
semester	semester
semi	semi
semiautomatic	NO TRANSLATION
semicolon	hanner pen
seminal	seminal
seminar	seminar
seminary	seminar
semiotics	semioteg
senate	senedd
senator	seneddwr
send	anfon
sender	anfonwr
senescence	anhysbysrwydd
senile	senile
senior	uwch
seniority	yr hynafiaeth
senor	senor
senorita	senorita
sensation	teimlad
sensational	synhwyrol
sense	synnwyr
senseless	heb synnwyr
senses	synhwyrau
sensibility	synhwyredd
sensible	yn synhwyrol
sensibly	yn synhwyrol
sensitive	sensitif
sensitivity	sensitifrwydd
sensor	synhwyrydd
sensory	synhwyraidd
sensual	synhwyrol
sensuality	synhwyrol
sensuous	synhwyrol
sentence	ddedfryd
sentencing	dedfrydu
sentient	yn sensitif
sentiment	teimlad
sentimental	sentimental
sentimentality	sentimentality
sentinel	sentinel
sentry	anfonwr
separable	gwahanadwy
separate	ar wahân
separately	ar wahân
separation	gwahanu
separatist	separatydd
sepia	sepia
sepsis	sepsis
sept	sept
septic	septig
septum	septwm
sequel	dilyniant
sequence	dilyniant
sequent	dilyniant
sequestered	dilynol
sequestration	dilyniant
serenade	serenâd
serendipity	serendipedd
serene	seren
serenity	serenity
sergeant	rhingyll
serial	cyfresol
serialize	serialize
series	cyfres
serif	serif
serious	difrifol
seriousness	difrifoldeb
sermon	bregeth
serpent	sarff
serpentine	serpentine
serrated	serrated
serum	serwm
servant	gwas
serve	gwasanaethu
server	gweinyddwr
service	gwasanaeth
serviceable	yn wasanaethus
servile	servile
servitude	gwasanaeth
sesame	sesame
sess	NO TRANSLATION
session	sesiwn
sessions	sesiynau
set	set
setback	adferiad
sett	NO TRANSLATION
setter	pennaeth
settle	setlo
settled	setlo
settlement	setliad
settler	setlwr
settlor	setlwr
setup	setup
seven	saith
seventeen	dau ar bymtheg
seventh	seithfed
seventy	saith deg
sever	difrifol
severable	diswyddo
severally	yn fras
severance	diswyddo
severe	difrifol
severely	yn ddifrifol
severity	difrifoldeb
sew	gwnïo
sewage	carthffosiaeth
sewer	carthffosiaeth
sewerage	carthffosiaeth
sewing	gwnïo
sex	rhyw
sexist	rhywiaethwr
sexual	rhywiol
sexuality	rhywioldeb
sexy	rhywiol
shabby	yn ysgafn
shack	crac
shackle	shackle
shade	cysgod
shades	arlliwiau
shading	cysgodi
shadow	cysgod
shadowy	cysgodol
shady	cysgodol
shaft	siafft
shag	ysg
shaggy	yn ysgafn
shake	ysgwyd
shakedown	shakedown
shaken	wedi'i ysgwyd
shaker	shaker
shaking	ysgwyd
shaky	yn ysgafn
shall	rhaid
shallow	bas
shallows	baswellt
sham	siâp
shaman	shaman
shambles	ysgublau
shame	cywilydd
shamed	wedi'i hysgogi
shameful	cywilyddus
shameless	yn ddrwg
shampoo	siampŵ
shanghai	Shanghai
shank	shank
shanty	santi
shape	siâp
shapely	shapely
shard	shard
share	rhannu
shareholder	cyfranddeiliad
sharing	rhannu
shark	siarc
sharp	miniog
sharpen	crafu
sharpened	wedi cywiro
sharpener	miniogwr
sharpness	cywilydd
sharpshooter	sharpshooter
shatter	chwalu
shattered	wedi'i chwalu
shattering	chwalu
shave	haf
shaver	ysgwyddwr
shaving	hei
shawl	siawl
sheaf	sheaf
shear	cneifio
shears	cuddiau
sheath	llwch
sheathing	gwisgo
shed	sied
sheen	sheen
sheep	defaid
sheepdog	defaid
sheepish	defaid
sheer	gwyn
sheet	cynfas
sheik	sied
shelf	silff
shell	cregyn
shellfish	pysgod cregyn
shelling	cregyn
shelter	lloches
sheltered	cysgodol
shelters	llochesi
shelved	silffoedd
shepherd	bugail
sherbet	sherbet
sheriff	siryf
sherry	sherry
shield	darian
shift	shift
shifting	symud
shifty	shifty
shilling	swllt
shimmer	ysgubor
shimmering	ysgwyd
shimmy	shimmy
shin	shin
shindig	shindig
shine	disgleirio
shiner	shiner
shingle	ysgafn
shining	yn disgleirio
shiny	sgleiniog
ship	llong
shipment	llwyth
shipping	llongau
shipshape	llong llongau
shipwreck	llongddrylliad
shipyard	llong iard
shire	sir
shirt	crys
shit	cach
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	di-dor
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	twyllo
shivering	ysgubol
shoals	saethu
shock	sioc
shocked	sioc
shocker	siocwr
shocking	syfrdanol
shockingly	yn syfrdanol
shoddy	shoddy
shoe	esgidiau
shoelace	shoelace
shoemaker	creyddydd
shoes	esgidiau
shoeshine	ysgafn
shook	ysgwyd
shoot	saethu
shooter	saethwr
shooting	saethu
shootout	saethu
shop	siop
shopkeeper	siopwr
shoplifter	gwneuthurwr siop
shoplifting	siopa
shopper	siopwr
shopping	siopa
shore	lan
shoreline	draethlin
shorn	ysgwyd
short	byr
short story	stori fer
shortage	prinder
shortcake	criw bach
shortcoming	diffyg
shortcut	llwybr byr
shorten	byrhau
shortening	byrhau
shorthand	llaw fer
shortly	yn fuan
shortness	prinder
shorts	byrddau byr
shortstop	maes byr
shortwave	brwyn byr
shot	ergyd
shotgun	gwn
shoulder	ysgwydd
shout	gweiddi
shove	chwythu
shovel	rhaw
shoveling	taflu
show	dangos
showbiz	showbiz
showboat	taflu sioe
showcase	arddangos
showdown	yn dangos
shower	cawod
showgirl	showgirl
showing	yn dangos
showoff	showoff
showroom	ystafell arddangos
showy	yn ddwfn
shrapnel	shrapnel
shred	shred
shrew	sgriwio
shrewd	chwilfrydig
shriek	shriek
shrill	shrill
shrimp	berdys
shrine	llwynog
shrink	crebachu
shrinking	crebachu
shrivel	ysgubol
shroud	crwydro
shrub	llwyni
shrubbery	llwyni
shrug	shrug
shrunk	torch
shrunken	ysgwyd
shudder	ysgwyd
shuddering	ysgwyd
shuffle	chwalu
