Word	sw
see	tazama
seed	mbegu
seedling	mbegu
seeds	mbegu
seedy	mbegu
seek	tafuta
seeker	msomaji
seem	kuonekana
seemingly	inaonekana
seer	mwonaji
seesaw	seesaw
seething	inaonekana
segment	sehemu
segregate	sega
segregated	imegawanyika
segregation	ubaguzi
seismic	seismic
seize	kumtia
seizure	mshtuko
seldom	mara kwa mara
select	chagua
selection	uteuzi
selective	kuchagua
selectman	selectman
selenium	selenium
self	binafsi
selfharm	NO TRANSLATION
selfish	ubinafsi
selfishness	ubinafsi
selfless	bila kujitegemea
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	kuuza
seller	muuzaji
sellout	uuzaji
seltzer	seltzer
semantics	semantics
semaphore	semaphore
semblance	mfano
semen	shahawa
semester	semester
semi	nusu
semiautomatic	NO TRANSLATION
semicolon	semicoloni
seminal	seminal
seminar	semina
seminary	semina
semiotics	nusutiki
senate	sherehe
senator	seneta
send	tuma
sender	mtumaji
senescence	sherehe
senile	senile
senior	mwandamizi
seniority	cheo
senor	Senor
senorita	Senorita
sensation	hisia
sensational	hisia
sense	hisia
senseless	sio maana
senses	hisia
sensibility	uelewa
sensible	busara
sensibly	kwa busara
sensitive	nyeti
sensitivity	uelewa
sensor	sensor
sensory	hisia
sensual	kidunia
sensuality	utamaduni
sensuous	ya kusikitisha
sentence	hukumu
sentencing	hukumu
sentient	hisia
sentiment	hisia
sentimental	sentimental
sentimentality	sentimentality
sentinel	sentinel
sentry	mtumaji
separable	kujitenga
separate	tofauti
separately	tofauti
separation	kujitenga
separatist	separatist
sepia	sepia
sepsis	sepsis
sept	Sept
septic	septic
septum	Septum
sequel	sequel
sequence	mlolongo
sequent	sequent
sequestered	sequestered
sequestration	ufuatiliaji
serenade	serenade
serendipity	serendipity
serene	serene
serenity	Utulivu
sergeant	Sergeant
serial	serial
serialize	sarisha
series	mfululizo
serif	serif
serious	mbaya
seriousness	uzito
sermon	mahubiri
serpent	nyoka
serpentine	nyoka
serrated	serred
serum	serum
servant	mtumishi
serve	tumikia
server	seva
service	huduma
serviceable	inayoweza kutumika
servile	servile
servitude	utumishi
sesame	sesame
sess	NO TRANSLATION
session	kipindi
sessions	vikao
set	kuweka
setback	kurudi
sett	NO TRANSLATION
setter	seti
settle	tulia
settled	tulia
settlement	makazi
settler	mpangilio
settlor	kukabiliana
setup	kuanzisha
seven	saba
seventeen	kumi na saba
seventh	wa saba
seventy	sabini
sever	sever
severable	severable
severally	severally
severance	kusitisha
severe	kali
severely	kwa ukali sana
severity	ukali
sew	kushona
sewage	maji taka
sewer	maji taka
sewerage	maji taka
sewing	kushona
sex	ngono
sexist	mtu wa kijinsia
sexual	ngono
sexuality	jinsia
sexy	sexy
shabby	shabby
shack	shack
shackle	shackle
shade	kivuli
shades	vivuli
shading	kivuli
shadow	kivuli
shadowy	kivuli
shady	shady
shaft	shimoni
shag	shag
shaggy	shaggy
shake	shake
shakedown	shakedown
shaken	imetetemeka
shaker	shaker
shaking	kutetereka
shaky	shaky
shall	itakuwa
shallow	wazi
shallows	shallows
sham	sham
shaman	shaman
shambles	shambles
shame	aibu
shamed	aibu
shameful	aibu
shameless	aibu
shampoo	shampoo
shanghai	shanghai
shank	shank
shanty	shanty
shape	sura
shapely	shapely
shard	shard
share	kushiriki
shareholder	mbia
sharing	kugawana
shark	shark
sharp	mkali
sharpen	kuboresha
sharpened	limeinuliwa
sharpener	mkali
sharpness	ukali
sharpshooter	sharpshooter
shatter	shatter
shattered	shattered
shattering	kupoteza
shave	kunyoa
shaver	shaver
shaving	kunyoa
shawl	shawl
sheaf	mchuzi
shear	shear
shears	shears
sheath	kando
sheathing	kupigwa
shed	kumwagika
sheen	sheen
sheep	kondoo
sheepdog	kondoo wa kondoo
sheepish	kondoo
sheer	sherehe
sheet	karatasi
sheik	sheikh
shelf	rafu
shell	shell
shellfish	shellfish
shelling	kupigana
shelter	makao
sheltered	imefungwa
shelters	makao
shelved	rafu
shepherd	mchungaji
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	ngao
shift	kuhama
shifting	kuhama
shifty	shifty
shilling	shilingi
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	shin
shindig	shindig
shine	kuangaza
shiner	shiner
shingle	shingle
shining	kuangaza
shiny	shiny
ship	meli
shipment	usafirishaji
shipping	meli
shipshape	meli
shipwreck	kuanguka kwa meli
shipyard	meli
shire	shire
shirt	shati
shit	shit
shitday	NO TRANSLATION
shitfaced	imefungwa
shithead	shithead
shitless	haipatikani
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	shiver
shivering	tetemeka
shoals	viatu
shock	mshtuko
shocked	alishtuka
shocker	shocker
shocking	kushangaza
shockingly	kushangaza
shoddy	shoddy
shoe	kiatu
shoelace	shoelace
shoemaker	shoemaker
shoes	viatu
shoeshine	shoeshine
shook	alitupa
shoot	risasi
shooter	shooter
shooting	risasi
shootout	risasi
shop	Duka
shopkeeper	duka
shoplifter	mtangazaji
shoplifting	ugavi
shopper	shopper
shopping	ununuzi
shore	pwani
shoreline	pwani
shorn	mlio
short	mfupi
short story	hadithi fupi
shortage	uhaba
shortcake	fupi
shortcoming	upungufu
shortcut	njia ya mkato
shorten	punguza
shortening	kupunguza
shorthand	shorthand
shortly	muda mfupi
shortness	uhaba
shorts	kaptura
shortstop	shortstop
shortwave	shortwave
shot	risasi
shotgun	shotgun
shoulder	bega
shout	piga kelele
shove	shove
shovel	koleo
shoveling	shoveling
show	onyesha
showbiz	showbiz
showboat	boti la kuonyesha
showcase	kuonyesha
showdown	uharibifu
shower	kuoga
showgirl	showgirl
showing	kuonesha
showoff	showoff
showroom	chumba cha kuonyesha
showy	kuonyesha
shrapnel	shrapnel
shred	kupigwa
shrew	shrew
shrewd	mwenye busara
shriek	shriek
shrill	fanya
shrimp	shrimp
shrine	hekalu
shrink	punguza
shrinking	kushuka
shrivel	kupotea
shroud	shroud
shrub	shrub
shrubbery	shrubbery
shrug	shrug
shrunk	imeshuka
shrunken	shrunken
shudder	shuka
shuddering	kutetemeka
shuffle	piga
shuffleboard	shuffleboard
shuffling	shuffling
shun	jizuia
shunned	imezuiwa
shunt	shunt
shut	funga
shutdown	kuzimisha
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	kuhamisha
shutup	NO TRANSLATION
shy	aibu
shyness	aibu
shyster	shyster
sib	NO TRANSLATION
sibling	ndugu
sic	sic
sick	mgonjwa
sickbay	sickbay
sicken	ugonjwa
sickening	ugonjwa
sickle	namba
sickly	mgonjwa
sickness	ugonjwa
side	upande
sidearm	kando
sidebar	sidebar
sideboard	sideboard
sideburns	sideburns
sidecar	sidecar
sidekick	sidekick
sideline	sideline
sideshow	sideshow
sidestep	panda
sidewalk	njia ya njia
sideways	upande wa pili
sidewinder	sidewinder
siege	kuzingirwa
siesta	siesta
sieve	sieve
sift	sita
sifting	kupiga
sigh	pumzika
sight	kuona
sighting	kuona
sightseeing	sightseeing
sigma	sigma
sign	ishara
signal	ishara
signature	Sahihi
significance	umuhimu
significant	muhimu
signification	umuhimu
signify	ishara
signpost	saini
silence	kimya
silencer	silencer
silent	kimya
silently	kimya
silhouette	silhouette
silicon	silicon
silicone	silicone
silk	hariri
silken	hariri
silky	silky
sill	sill
silliness	silliness
silly	silly
silo	silo
silt	silt
silver	fedha
silverware	fedha
silvery	utulivu
similar	sawa
similarity	mfanano
simile	NO TRANSLATION
simmer	simmer
simmering	kuiga
simple	rahisi
simples	NO TRANSLATION
simpleton	rahisi
simplicity	unyenyekevu
simplify	Rahisisha
simplistic	rahisi
simply	tu
simulate	kuiga
simulated	imefanyika
simulating	simulating
simulation	simulation
simulator	simulator
simultaneous	wakati huo huo
simultaneously	wakati huo huo
sin	NO TRANSLATION
sincere	waaminifu
sincerity	uaminifu
sinful	wenye dhambi
sing	kuimba
singer	mwimbaji
singing	kuimba
single	moja
singly	wimbo
singular	Umoja
singularity	uhaba
singularly	singularly
sinister	sinister
sink	shika
sinker	sinker
sinking	kuzama
sinner	mwenye dhambi
sinning	dhambi
sinus	sinus
sip	sip
siphon	siphon
sipping	kupiga
sir	bwana
sire	baba
siren	siren
sirloin	sirloin
sissy	sissy
sister	dada
sisterhood	dada
sit	kukaa
sitcom	sitcom
site	tovuti
sith	sith
sitter	sitter
sitting	ameketi
situate	tamaa
situated	iko
situation	hali
six	sita
sixpence	sita
sixteen	kumi na sita
sixth	sita
sixty	sitini
sizable	sizable
size	ukubwa
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	skater
skating	skating
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	mifupa
skeleton	mifupa
skeptic	skeptic
skeptical	wasiwasi
skepticism	skepticism
sketch	mchoro
sketching	sketching
sketchy	sketchy
skewed	skewed
skewer	skewer
ski	Ski
skid	skid
skier	skier
skiff	kuruka
skiing	Skiing
skijump	NO TRANSLATION
skill	ujuzi
skilled	wenye ujuzi
skillet	skillet
skillful	ujuzi
skim	skim
skimpy	skimpy
skin	ngozi
skinny	skinny
skip	ruka
skipper	skipper
skirmish	skirmish
skirt	sketi
skirting	skirting
skirts	sketi
skit	skit
skittish	skittish
skull	fuvu
skunk	skunk
sky	anga
skylight	skylight
skyline	skyline
skyscraper	skyscraper
slab	slab
slack	slack
slag	slag
slam	slam
slammer	slammer
slander	uchapishaji
slanderous	udanganyifu
slang	slang
slant	slant
slap	kupiga
slash	kuua
slashes	hupunguza
slate	slate
slates	slates
slaughter	kuchinjwa
slaughterhouse	kuchinjwa
slaughtering	kuua
slave	mtumwa
slavery	utumwa
slay	kuua
slayer	mwuaji
sleaze	punguza
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	sleek
sleep	usingizi
sleeper	usingizi
sleeping	kulala
sleepless	usingizi
sleeplessness	usingizi
sleepover	sleepover
sleepy	usingizi
sleepyhead	usingizi
sleet	sleet
sleeve	sleeve
sleeveless	sleeveless
sleigh	sleigh
sleight	sleight
slender	mdogo
sleuth	sleuth
slice	kipande
slick	kupiga
slicker	slicker
slide	slide
slider	slider
sliding	teleza
slight	kidogo
slight anticipation	kutarajia kidogo
slight disgust	uchafu kidogo
slight surprise	mshangao kidogo
slight trust	imani kidogo
slightly	kidogo
slightly negative	hasi kidogo
slightly positive	chanya kidogo
slim	ndogo
slime	lami
slimy	slimy
sling	sling
slingshot	kombeo
slink	slink
slinky	slinky
slip	kuingizwa
slipper	slipper
slippers	slippers
slippery	kupungua
slit	tanga
sliver	sliver
slob	slob
slobber	slobber
slogan	kauli mbiu
sloop	sloop
slop	NO TRANSLATION
slope	mteremko
sloppy	tamaa
slot	yanayopangwa
sloth	sloth
slouch	slouch
slough	slough
slow	polepole
slowly	polepole
slowness	upole
sludge	sludge
slug	konokono
slugger	slugger
sluggish	wavivu
sluice	sluice
slum	slum
slumber	usingizi
slump	kupungua
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	sly
smack	smack
small	ndogo
smaller	ndogo
smallest	ndogo zaidi
smallpox	kijiko
smart	smart
smartass	mjuaji
smarten	smarten
smarty	smarty
smash	smash
smashed	alipasuka
smattering	kupiga
smear	smear
smell	harufu
smelling	kununuliwa
smelly	harufu
smelt	smelt
smidgen	smidgen
smile	tabasamu
smiled	smiled
smiles	kusisimua
smiley	smiley
smiling	kusisimua
smirk	smirk
smite	piga
smith	smith
smithereens	smithereens
smitten	alipigwa
smock	salama
smog	smog
smoke	moshi
smoker	futa
smokey	smokey
smoking	kuvuta sigara
smoky	smoky
smoldering	kunung'unika
smooch	laini
smooth	Nyororo
smoothie	smoothie
smoothly	vizuri
smoothness	laini
smother	smother
smudge	smudge
smug	smug
smuggle	kugeuza
smuggler	smuggler
smuggling	ulaghai
smut	smut
snack	vitafunio
snacks	vitafunio
snafu	snafu
snag	piga
snags	nyara
snail	konokono
snake	nyoka
snakes	nyoka
snakeskin	nyoka
snap	piga
snapper	snapper
snappy	snappy
snapshot	snapshot
snare	mtego
snarl	tamaa
snarling	kupigana
snatch	piga
snatcher	mchungaji
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	kupiga
sneaky	sneaky
sneer	sneer
sneeze	onyesha
sneezing	kupiga
snicker	snicker
snide	panya
sniff	piga
snip	snip
snipe	piga
sniper	sniper
snippet	snippet
snippy	snippy
snitch	piga
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	piga
snorkel	snorkel
snort	piga
snot	snot
snotty	snotty
snout	pua
snow	theluji
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	theluji
snowfall	Snowfall
snowflake	theluji ya theluji
snowing	theluji
snowmageddon	snowmageddon
snowman	snowman
snowplow	theluji ya theluji
snowstorm	mvua ya theluji
snowy	theluji
snub	snub
snubbed	kupigwa
snuff	chupa
snug	snug
snuggle	piga
snuggled	ilipigwa
snuggles	hupuka
snuggling	kupungua
soak	soak
soaked	zimefunikwa
soaking	kutembea
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sabuni
soapbox	sanduku la sabuni
soapy	sabuni
soar	soar
soaring	kuongezeka
sob	NO TRANSLATION
sober	nasaha
soblessed	NO TRANSLATION
sobriety	ukatili
soc	soka
soccer	soka
sociable	washirika
social	kijamii
socialanxiety	NO TRANSLATION
socialism	ujamaa
socialist	mstaarabu
socialite	kijamii
socialize	kushirikisha
society	jamii
sociology	sociology
sociopath	sociopath
sock	sock
socket	tundu
sod	sod
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sodiamu
sofa	sofa
soft	laini
softball	softball
soften	onyesha
softener	softener
softening	kupunguza
softly	kwa upole
softness	upole
software	programu
soggy	soggy
sohappy	furaha
soil	udongo
soiled	iliyopigwa
soiree	soiree
sojourn	kaeni
solace	faraja
solar	jua
solarium	solarium
solder	solder
soldering	soldering
soldier	askari
sole	pekee
solemn	sherehe
solicit	kuomba
solicitation	kuomba
solicitor	wakili
solid	imara
solidarity	mshikamano
solidification	kuimarisha
solidified	imetuliwa
solidify	kuimarisha
solidity	imara
solitaire	solitaire
solitary	peke yake
solitude	unyenyekevu
solo	solo
solubility	umumunyifu
soluble	mumunyifu
solucky	NO TRANSLATION
solution	suluhisho
solve	kutatua
solvency	Solvens
solvent	kutengenezea
somad	NO TRANSLATION
somatic	somatic
somber	mshangao
some anticipation	baadhi ya kutarajia
some disgust	baadhi ya uchafu
some surprise	baadhi ya mshangao
some trust	baadhi ya uaminifu
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	kiasi kidogo
somewhat positive	kiasi fulani chanya
somuchtodo	NO TRANSLATION
son	mwana
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	wimbo
songwriter	mtunzi
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	masizi
soothe	tamaa
soothing	soothing
sophisticated	kisasa
sophistication	kisasa
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	mchawi
sorcery	uchawi
sordid	uovu
sore	maumivu
soready	soready
sorely	kwa kiasi kikubwa
soreness	uchungu
sorghum	mimea
sorority	uchawi
sorrow	huzuni
sorrowful	huzuni
sorry	pole
sort	fanya
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	kuchagua
sos	NO TRANSLATION
soscared	soscared
soscary	sosari
soslow	polepole sana
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	nafsi
soulful	roho
soulless	si rahisi
soulmate	moyomate
sound	sauti
sounding	sauti
soundness	uzuri
soundproof	sio sahihi
soundtrack	sauti ya sauti
soup	supu
sour	sour
source	chanzo
sourpuss	sourpuss
south	kusini
southbound	kusini
southeast	kusini mashariki
southern	kusini
southpaw	kusini
southwest	kusini magharibi
souvenir	souvenir
sovereign	huru
sovereignty	uhuru
soviet	Soviet
sow	kupanda
soy	soy
soy sauce	mchuzi wa soya
soybean	soya
spa	spa
space	nafasi
spacecraft	spacecraft
spaceman	spaceman
spaceship	spaceship
spacing	nafasi
spacious	pana
spade	tamaa
spaghetti	tambi
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	kupiga
spar	spar
spare	vipuri
spareribs	vipuri
sparingly	kidogo
spark	cheza
sparkle	huangaza
sparkling	inang'aa
sparkly	unasema
sparring	kupungua
sparrow	shoro
sparse	wachache
spasm	spasm
spastic	spastic
spat	spat
spatial	nafasi
spatter	spatter
spatula	spatula
spawn	tamaa
spaz	spaz
speak	sema
speakeasy	speakeasy
speaker	msemaji
speakerphone	simu ya mkononi
speaking	akizungumza
spear	mkuki
spec	spec
special	Maalum
specialist	mtaalamu
speciality	maalum
specialize	NO TRANSLATION
specially	hasa
specialty	maalum
specie	NO TRANSLATION
species	aina
specific	maalum
specification	specifikationer
specify	taja
specimen	specimen
speck	speck
speckled	vidogo
specs	specs
spectacle	tamasha
spectacles	viwanja
spectacular	ya kushangaza
spectator	mtazamaji
specter	specter
spectral	spectral
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	wigo
speculate	speculate
speculation	uvumi
speculative	mapema
speculum	speculum
speech	hotuba
speechless	bila kusema
speed	kasi
speedboat	kasi ya kasi
speedily	haraka
speeding	kasi
speedometer	kasi
speedway	kasi
speedy	haraka
spell	spell
spellbound	spellbound
spelling	spelling
spencer	spencer
spend	tumia
spender	spender
spending	matumizi
spent	alitumia
sperm	mbegu
spew	spew
sphere	nyanja
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	uchawi
spice	viungo
spicy	spicy
spider	buibui
spiders	buibui
spiffy	spiffy
spigot	spigot
spike	Mwiba
spiked	spiked
spiky	spiky
spill	toa
spillin	NO TRANSLATION
spin	spin
spinach	mchicha
spinal	mgongo
spindle	kusaga
spine	mgongo
spineless	spineless
spinner	spinner
spinning	inazunguka
spinster	spinster
spiny	spiny
spiral	ond
spire	futa
spirit	roho
spirited	spirited
spirits	roho
spiritual	kiroho
spirituality	kiroho
spit	matea
spite	kinyume chake
spiteful	chuki
spitfire	spitfire
spittoon	spittoon
splash	piga
splat	splat
splatter	splatter
spleen	pengu
splendid	kifalme
splendor	utukufu
splice	kipande
spline	spline
splint	splint
splinter	splinter
split	kupasuliwa
splitting	kupasuka
splurge	splurge
spoil	nyara
spoiler	spoiler
spoiling	kuharibu
spoils	nyara
spoke	alizungumza
spoken	amesema
spokesman	msemaji
spokesperson	msemaji
sponge	sifongo
spongy	spongy
sponsor	mdhamini
sponsorship	udhamini
spontaneity	upole
spontaneous	kwa kawaida
spoof	shida
spook	piga
spooky	spooky
spool	spool
spoon	kijiko
spoonful	kijiko
sporadic	mara kwa mara
spore	spore
sport	michezo
sporting	michezo
sports	michezo
sports car	gari la mashindano
sportsman	mchezaji wa michezo
sportsmanship	michezo ya michezo
sportswriter	mtunzi wa michezo
sporty	michezo
spot	doa
spotless	doa
spotlight	uangalizi
spotted	unaona
spotter	doa
spotty	doa
spousal	ndoa
spouse	mke
spout	spout
sprain	jitihada
sprawl	sprawl
spray	dawa
spread	kuenea
spreader	spreader
spree	fanya
spring	spring
springtime	springtime
sprinkle	toa
sprinkler	sprinkler
sprinkling	kunyunyiza
sprint	sprint
sprite	sprite
sprout	kuota
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	ondoa
spurious	hasira
spurred	ilikuza
spurt	spurt
spy	kupeleleza
squabble	sungura
squad	kikosi
squadron	kikosi
squall	tamaa
squamous	squamous
squander	tamaa
square	mraba
squash	bawa
squat	jiti
squatter	janga
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	kinyume
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	itapunguza
squeezing	kufuta
squelch	jifungia
squid	squid
squint	kijiko
squire	piga
squirm	tamaa
squirrel	squirrel
squirt	squirt
squish	squish
squishy	squishy
stab	kupiga
stabbed	kupigwa
stability	utulivu
stabilize	utulivu
stabilizer	stabilizer
stable	imara
staccato	mshikamano
stack	stack
stadium	stadi
staff	wafanyakazi
stag	kamba
stage	hatua
stagecoach	kikapu
stagehand	stagehand
stagger	kusonga
staggering	kutisha
stagnant	mgumu
stagnation	vilio
staid	staid
stain	stain
stained	kuharibiwa
stainless	cha pua
stair	ngazi
staircase	staircase
stairs	ngazi
stairway	stairway
stairwell	stairwell
stake	mti
stakeout	kutekeleza
stale	stale
stalemate	uharibifu
stalk	kamba
stalker	tamaa
stall	duka
stallion	stallion
stalls	maduka
stalwart	mshindi
stamina	stamina
stamp	stamp
stampede	tamaa
stance	msimamo
stand	simama
standard	kiwango
standardize	sanidi
standardized	imara
standby	kusubiri
standing	msimamo
standoff	sawa
standpoint	mtazamo
standstill	kusimama
standup	simama
stanza	stanza
staph	staph
staple	kikuu
stapler	stapler
star	nyota
star fruit	matunda ya nyota
starboard	starboard
starch	wanga
stardom	ustadi
stardust	stardust
stare	tazama
starfish	starfish
stargazing	stargazing
staring	inaonekana
stark	tamaa
starlet	nyota
starlight	starlight
starling	nyota
starry	nyota
stars	nyota
starship	starhip
start	kuanza
starter	kuanza
startle	tanga
startled	imesababisha
startling	kushangaza
starvation	njaa
starve	njaa
starved	njaa
starving	njaa
stash	stash
stat	stat
state	hali
stately	stately
statement	kauli
stateroom	stateroom
stateside	stateide
statesman	mjumbe
static	static
staticky	NO TRANSLATION
statics	statics
station	kituo
stationary	imara
stationery	maandishi
statistic	takwimu
statistical	takwimu
statistician	takwimu
stator	stator
statuary	statuary
statue	sanamu
statuette	statuette
stature	stature
status	hali
statute	amri
statutory	kisheria
staunch	staunch
stave	piga
stay	kaa
stayaway	NO TRANSLATION
stayed	walikaa
stays	anakaa
stead	badala
steadfast	imara
steady	imara
steak	steak
steakhouse	steakhouse
steal	kuiba
stealing	kuiba
stealth	ujinga
stealthily	kwa uzinzi
stealthy	stealthy
steam	mvuke
steamboat	steamboat
steamer	steamer
steaming	kuvuja
steamroller	steamroller
steamship	uendeshaji
steamy	steamy
steel	chuma
steep	mwinuko
steeple	mwinuko
steer	Bad
steering	uendeshaji
stellar	stellar
stem	shina
stench	pua
stencil	stencil
stenographer	stenographer
step	hatua
stepdaughter	binti wa kambo
stepfather	baba wa baba
stepmother	mama wa mama
steppe	steppe
steps	hatua
stepson	mtoto wa kambo
stereo	stereo
stereoscopic	stereoscopic
stereotype	mfano
stereotyped	sio
sterile	haiwezi
sterility	uzito
sterilize	sterilize
sterling	sterling
stern	mkali
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	kitovu
steward	msimamizi
stewardess	mtumishi
stewardship	uendeshaji
stfu	stfu
stick	fimbo
sticker	sticker
sticking	kushikamana
stickler	fanya
stickup	stickup
sticky	fimbo
stiff	ngumu
stiffen	shika
stiffness	ugumu
stifle	tamaa
stifled	imefungwa
stifling	kupiga
stigma	unyanyapaa
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	kuzaliwa
stillborn	aliyezaliwa
stillness	utulivu
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulant
stimulate	anzisha
stimulating	kuchochea
stimulation	kuchochea
stimulus	kichocheo
sting	kuumwa
stinger	tanga
stinging	kupiga
stingy	Mchoyo
stink	kunuka
stinker	stinker
stinking	kununulia
stinky	stinky
stint	stint
stipend	kujiunga
stipulate	onyesha
stipulation	maagizo
stir	koroga
stirring	kuchochea
stitch	kushona
stitching	kushona
stock	hisa
stockade	stockade
stockbroker	mkobaji wa hisa
stockholder	mmiliki
stocking	kuhifadhi
stockings	soksi
stockpile	kuhifadhi
stockroom	kuhifadhi
stocks	hifadhi
stoic	stoic
stole	aliiba
stolen	kuibiwa
stomach	tumbo
stomachache	stomachache
stomp	stomp
stomped	kupigwa
stone	jiwe
stoned	alipigwa mawe
stonewall	Ukuta wa mawe
stoneware	mawe
stony	stony
stooge	stooge
stool	kinyesi
stools	viti
stoop	kuacha
stoopid	stoopid
stop	kuacha
stopover	shika
stoppage	kuacha
stopper	stopper
stopping	kuacha
stopwatch	stopwatch
storage	kuhifadhi
store	kuhifadhi
storefront	maduka ya mbele
storehouse	ghala
storeroom	chumba cha kuhifadhi
storing	kuhifadhi
storm	dhoruba
storming	storming
stormy	dhoruba
story	hadithi
storybook	kitabu cha hadithi
storyteller	mwandishi wa habari
storytelling	hadithi
stound	stound
stout	stout
stove	jiko
stow	taa
stowaway	kuacha
straddle	shida
straight	sawa
straighten	kuondosha
straightforward	moja kwa moja
straightway	mara moja
strain	matatizo
strained	kuharibiwa
strait	shida
straitjacket	straitjacket
straits	shida
strand	strand
stranded	kupigwa
strange	ajabu
stranger	mgeni
strangle	tamaa
strangulation	uharibifu
strap	kamba
strapless	bila kupigwa
strapping	kupiga
strata	fata
strategic	mkakati
strategist	strategist
strategy	mkakati
stratification	stratification
stratosphere	stratosphere
stratum	kupiga
stratus	stratus
straw	majani
strawberry	strawberry
stray	kupotea
streak	streak
streaked	imeshuka
stream	mkondo
streamer	fungua
streaming	Streaming
streamline	onyesha
street	barabara
streetcar	gari la barabara
streetlight	barabara ya barabara
strength	nguvu
strengthen	imarisha
strengthening	kuimarisha
strenuous	vigumu
strep	mstari
stress	shida
stressed	alisisitiza
stresses	inasisitiza
stressfree	NO TRANSLATION
stressful	kusumbua
stressin	NO TRANSLATION
stressing	kusisitiza
stressrelief	NO TRANSLATION
stretch	kunyoosha
stretcher	kamba
stricken	alipigwa
strict	kali
stride	mkali
strife	mgongano
strike	mgomo
strikeout	mgomo
striker	mshambuliaji
striking	kuvutia
strikingly	kwa kushangaza
string	kamba
strings	masharti
stringy	stringy
strip	mstari
stripe	mstari
striped	mviringo
stripped	kupigwa
stripper	mshambuliaji
striptease	striptease
strive	jitahidi
strobe	strobe
stroke	kiharusi
stroll	stroll
stroller	stroller
strolling	kutembea
strong	nguvu
stronghold	ngome
strongly	kwa nguvu
structural	miundo
structure	muundo
strudel	strudel
struggle	mapambano
strut	panda
stub	stub
stubbed	kupigwa
stubble	majani
stubborn	mkaidi
stubbornness	mkaidi
stubby	kukwama
stucco	kamba
stuck	kukwama
stuckup	NO TRANSLATION
stud	stud
studded	kifuniko
student	mwanafunzi
studied	alisoma
studio	studio
study	kujifunza
stuff	vitu
stuffed animal	mnyama aliyepigwa
stuffing	kuingiza
stuffy	vyema
stumble	kuanguka
stump	shina
stumped	imeshuka
stun	stun
stunned	alishangaa
stunner	stunner
stunning	stunning
stunt	kupiga
stunted	imesimama
stuntman	mgeni
stupefaction	kustahimili
stupefy	tamaa
stupendous	wajinga
stupid	wajinga
stupidity	upumbavu
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	tamaa
sturdy	imara
sturgeon	sturgeon
stutter	stutter
sty	seti
style	mtindo
styling	styling
stylish	maridadi
stylist	stylist
suave	suave
sub	ndogo
subatomic	subatomic
subcommittee	kamati ndogo
subconscious	subconscious
subcutaneous	subcutaneous
subdivide	saga
subdivision	ugawaji
subduction	subduction
subdue	kushinda
subdued	ilishindwa
subdural	subdural
subito	NO TRANSLATION
subject	somo
subjected	ilitiwa
subjection	kujitikia
subjective	mtazamo
subjugation	kutawala
sublet	sublet
sublevel	kupungua
sublimation	upungufu
sublime	heshima
subliminal	subliminal
submarine	manowari
submerge	kuzama
submerged	iliyojaa
submersible	submersible
submission	uwasilishaji
submissive	kuwasilisha
submit	tuma
submitting	kuwasilisha
subordinate	chini
subordination	upungufu
subplot	subplot
subpoena	subpoena
subscribe	kujiunga
subscriber	mteja
subscription	usajili
subsequence	mfululizo
subsequent	baadae
subsequently	hatimaye
subservient	unasaidia
subset	subset
subside	shika
subsidence	subsidence
