Word	sl
scab	kraba
scabbard	pleča
scaffold	oder
scaffolding	oder
scalding	opekline
scale	obsega
scales	luske
scallop	pokrovček
scalp	lasišče
scalpel	skalpel
scaly	luskasto
scam	prevara
scamp	ožigalnik
scampi	scampi
scan	skeniranje
scandal	škandal
scandalous	škandalozno
scanner	skener
scanty	skromno
scape	Scape
scapegoat	grešni kozel
scar	brazgotina
scarab	Scarab
scarce	malo
scarcely	komajda
scarcity	pomanjkanje
scare	prestraši
scarecrow	strašilo
scared	prestrašen
scares	prestraši
scarf	šal
scarier	strašnejši
scariest	najstrašnejši
scarlet	škrlat
scary	strašno
scat	škatla
scatter	razprši
scattered	raztresen
scattering	razprševanje
scavenger	čistilec
scenario	scenarij
scene	scene
scenery	kulise
scenic	scensko
scent	vonj
scented	dišeče
scepter	žezlo
sceptical	skeptičen
scepticism	Skepticizem
schadenfreude	schadenfreude
schedule	urnik
schematic	shematično
scheme	shemo
schilling	šiling
schism	razkola
schizophrenia	shizofrenija
schizophrenic	shizofrenija
schlep	šlep
schmuck	NO TRANSLATION
schnapps	šnavci
schnitzel	schnitzel
scholar	učenjak
scholarly	znanstveno
scholarship	štipendija
scholastic	šolastično
school	šola
schoolboy	šolar
schoolgirl	šolarka
schoolhouse	schoolhouse
schooling	šolanje
schoolmaster	učitelj
schoolteacher	NO TRANSLATION
schoolwork	šolsko delo
schoolyard	šolo
schooner	škatla
sciatica	išias
science	znanost
scientific	znanstveni
scientist	znanstvenik
scifi	scifi
scintilla	NO TRANSLATION
scintillating	Scintillating
scintillation	scintilacija
scintillator	Scintilator
scion	scion
scissors	škarje
scoff	zmedo
scold	Rahlo
scolding	hvaliti
scone	Scone
scoop	zajemalko
scoot	Skot
scooter	skuter
scope	področje uporabe
scorch	izžarek
scorching	žganje
score	rezultat
scoreboard	preglednica
scorer	zapisnik
scores	rezultati
scorn	prezir
scorned	prezir
scornful	prezir
scorpion	škorpijon
scotch	Scotch
scoundrel	Nesreča
scour	preganjajo
scourge	nadloga
scout	skavt
scowl	prekleti
scrabble	Scrabble
scram	scram
scramble	premešati
scrambled	premešan
scrambler	skrambler
scrambling	premešati
scrap	ostanek
scrapbook	beležka
scrape	strgal
scrapie	praskavec
scraping	strganje
scrappy	prekleto
scratch	praska
scratchy	nered
scrawny	Očarljiv
scream	kričati
screamer	screamer
screaming	kričati
screech	vijuga
screen	zaslon
screening	presejanje
screenplay	scenarij
screenwriter	scenarist
screw	vijak
screwball	vijak
screwdriver	izvijač
screwed	privijte
screwy	Vijoličasta
screwyou	NO TRANSLATION
scribble	škripanje
scribe	pisar
scrimmage	škripanje
scrip	obrezovanje
script	skripta
scriptural	biblijski
scripture	Sveto pismo
scroll	pomaknite se
scrotum	moda
scrounge	Prekleti
scrounger	skrounger
scrub	piling
scruffy	Skrbi
scrumptious	Scrumptious
scrupulous	Skrbno
scrutinize	preučiti
scrutiny	pregled
scuba	potapljanje
scuff	škoda
scuffle	razburjaj
scullery	lutka
sculptor	kipar
sculpture	skulptura
sculptured	skulpturirane
scum	žrebec
scumbag	scumbag
scurry	Stojijo
scurvy	skorbut
scuttle	Streljaj
sea	morje
seaboard	podmorje
seafood	morski sadeži
seagull	galeb
seal	pečat
seals	pečati
seam	šiv
seaman	mornar
seamless	brezšivne
seamstress	šiva
seaport	pristanišče
sear	iskati
search	Iskanje
searching	iskanje
searchlight	iskalni svetlobi
seared	zrezek
seashore	morje
seasick	morska bolezen
seaside	morje
season	sezona
seasonal	sezonsko
seasoned	začinjeno
seasoning	začimbe
seat	sedež
seatbelt	varnostni pas
seating	sedežev
seawater	morsko vodo
seaweed	morske alge
sec	str
secession	odcepitev
secluded	osamljen
seclusion	ločitev
second	drugič
second cousin	drugi bratranec
secondary	sekundarno
secondhand	rabljeno
secrecy	tajnost
secret	skrivnost
secretariat	sekretariat
secretary	sekretar
secrete	izločiti
secretion	izločanje
secretive	skrivnostno
secretly	skrivno
sect	sekta
sectarian	sektaški
section	oddelek
sectional	presek
sector	sektorju
secular	sekularno
secularism	sekularizem
secure	varno
securities	vrednostne papirje
security	varnost
sedan	NO TRANSLATION
sedate	sedate
sedation	sedacija
sedative	sedativ
sedentary	sedel
sedge	Sedge
sediment	usedline
sedimentary	sedimentno
sedition	zmedenost
seduce	zapeljati
seducer	zapeljivec
seducing	zapeljevanje
seduction	zapeljevanje
seductive	zapeljiv
see	glej
seed	seme
seedling	sadike
seeds	semena
seedy	Seedy
seek	iščite
seeker	iskalec
seem	zdi se
seemingly	navidez
seer	videl
seesaw	kljuka
seething	zasukanje
segment	segmentu
segregate	ločite
segregated	ločeni
segregation	segregacija
seismic	seizmični
seize	izkoristiti
seizure	zaseg
seldom	redko
select	izberite
selection	izbira
selective	selektivno
selectman	selektor
selenium	selen
self	jaz
selfharm	NO TRANSLATION
selfish	sebičen
selfishness	sebičnost
selfless	nesebičen
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	prodati
seller	prodajalec
sellout	razprodati
seltzer	Seltzer
semantics	semantika
semaphore	semafor
semblance	podobnost
semen	semena
semester	semester
semi	pol
semiautomatic	NO TRANSLATION
semicolon	podpičje
seminal	seminal
seminar	seminar
seminary	seminar
semiotics	semiotika
senate	senat
senator	senator
send	pošlji
sender	pošiljatelja
senescence	senescence
senile	senilen
senior	starejši
seniority	delovno dobo
senor	senor
senorita	senorita
sensation	občutek
sensational	senzacionalno
sense	smisel
senseless	nesmiselno
senses	občutki
sensibility	senzibilnost
sensible	Občutljiv
sensibly	smiselno
sensitive	občutljivo
sensitivity	občutljivost
sensor	senzor
sensory	senzorično
sensual	čutno
sensuality	čutnost
sensuous	čutno
sentence	stavka
sentencing	kazni
sentient	čutno
sentiment	sentiment
sentimental	sentimentalno
sentimentality	sentimentality
sentinel	nadzornik
sentry	stražar
separable	ločljiv
separate	ločeni
separately	ločeno
separation	ločitev
separatist	separatist
sepia	sepija
sepsis	sepse
sept	sept
septic	septična
septum	septum
sequel	nadaljevanje
sequence	zaporedje
sequent	sekvenca
sequestered	sekvestrirane
sequestration	sekvestracija
serenade	serenada
serendipity	serendipity
serene	miren
serenity	spokojnost
sergeant	narednik
serial	serijski
serialize	zaporedno
series	serije
serif	serif
serious	resno
seriousness	resnost
sermon	pridiga
serpent	kača
serpentine	serpentina
serrated	nazobčan
serum	serum
servant	služabnik
serve	služijo
server	strežnik
service	storitev
serviceable	uporabno
servile	servile
servitude	služnost
sesame	sezam
sess	NO TRANSLATION
session	seja
sessions	seje
set	nastavite
setback	nazadovanje
sett	NO TRANSLATION
setter	setter
settle	poravnati
settled	poravnana
settlement	naselje
settler	naseljenec
settlor	urednik
setup	nastaviti
seven	sedem
seventeen	sedemnajst
seventh	sedmi
seventy	sedemdeset
sever	sever
severable	ločljiv
severally	severno
severance	odprava
severe	hudo
severely	resno
severity	resnost
sew	šivati
sewage	kanalizacija
sewer	kanalizacija
sewerage	kanalizacija
sewing	šivanje
sex	seks
sexist	seksist
sexual	spolno
sexuality	seksualnost
sexy	seksi
shabby	obrita
shack	shack
shackle	skodelico
shade	senco
shades	odtenki
shading	senčenje
shadow	senca
shadowy	senčen
shady	senčen
shaft	gred
shag	shag
shaggy	grdo
shake	pretresite
shakedown	Shakedown
shaken	pretresen
shaker	stresalnik
shaking	tresenje
shaky	stresan
shall	se
shallow	plitvo
shallows	plitvine
sham	lažno
shaman	šaman
shambles	Škoda
shame	sram
shamed	sram
shameful	sramotno
shameless	brez sramu
shampoo	šampon
shanghai	Šanghaj
shank	greben
shanty	shanty
shape	obliko
shapely	oblikovno
shard	Shard
share	deliti
shareholder	delničar
sharing	delitev
shark	morski pes
sharp	ostro
sharpen	izostriti
sharpened	ostro
sharpener	šilček
sharpness	ostrina
sharpshooter	ostrižnik
shatter	Razbiti
shattered	razburjen
shattering	razburjen
shave	britje
shaver	brivnik
shaving	britje
shawl	šal
sheaf	snop
shear	striženje
shears	škarje
sheath	plašč
sheathing	plašč
shed	shed
sheen	sen
sheep	ovce
sheepdog	ovčar
sheepish	ovčje
sheer	čisto
sheet	list
sheik	Sheik
shelf	polica
shell	lupina
shellfish	lupinar
shelling	luščenje
shelter	zavetje
sheltered	zaščiteno
shelters	zavetišča
shelved	odložili
shepherd	pastir
sherbet	šerbet
sheriff	šerif
sherry	sherry
shield	ščit
shift	premik
shifting	premikanje
shifty	prekleto
shilling	šiling
shimmer	šimer
shimmering	Svetleč
shimmy	Šimmy
shin	shin
shindig	shindig
shine	sijaj
shiner	Shiner
shingle	skodelica
shining	sije
shiny	svetleč
ship	ladja
shipment	pošiljka
shipping	Dostava
shipshape	ladja
shipwreck	brodolom
shipyard	ladjedelnica
shire	Shire
shirt	majica
shit	sranje
shitday	NO TRANSLATION
shitfaced	sranje
shithead	sranje
shitless	sranje
shitload	shitload
shittest	NO TRANSLATION
shitty	sranje
shiver	Stisni
shivering	drgetanje
shoals	plitvine
shock	šok
shocked	šokiran
shocker	šokantno
shocking	šokantno
shockingly	šokantno
shoddy	Dražilen
shoe	čevelj
shoelace	čevljar
shoemaker	čevljar
shoes	čevlji
shoeshine	čevlji
shook	stresel
shoot	ustrelil
shooter	strelec
shooting	streljanje
shootout	streljanje
shop	trgovina
shopkeeper	trgovec
shoplifter	trgovec
shoplifting	trgovina
shopper	kupec
shopping	nakupovanje
shore	obala
shoreline	obrežna linija
shorn	Shorn
short	kratek
short story	kratka zgodba
shortage	pomanjkanje
shortcake	bližnjica
shortcoming	pomanjkljivost
shortcut	bližnjico
shorten	skrajšajte
shortening	skrajšanje
shorthand	stenografija
shortly	kmalu
shortness	kratkost
shorts	kratke hlače
shortstop	primanjkljaj
shortwave	kratki val
shot	strel
shotgun	puško
shoulder	ramo
shout	kričati
shove	potisni
shovel	lopato
shoveling	kopanje
show	show
showbiz	showbiz
showboat	showboat
showcase	vitrina
showdown	showdown
shower	tuš
showgirl	showgirl
showing	prikazovanje
showoff	važič
showroom	razstavni prostor
showy	prodoren
shrapnel	šrapnel
shred	shred
shrew	zrezek
shrewd	pameten
shriek	kričati
shrill	navzdol
shrimp	kozice
shrine	svetišče
shrink	skrči
shrinking	krčenje
shrivel	sranje
shroud	pokrov
shrub	grm
shrubbery	grmičevje
shrug	skomig
shrunk	skrčila
shrunken	skrčen
shudder	stresel
shuddering	stresanje
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	premešanje
shun	Izogibaj se
shunned	izogniti se
shunt	shant
shut	Zapri
shutdown	ugasniti
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	zaklop
shuttle	shuttle
shutup	NO TRANSLATION
shy	sramežljiv
shyness	stidljivost
shyster	šaster
sib	NO TRANSLATION
sibling	brata
sic	sic
sick	bolan
sickbay	bolezen
sicken	bolan
sickening	bolan
sickle	srp
sickly	bolan
sickness	bolezen
side	stran
sidearm	Sidearm
sidebar	stranske vrstice
sideboard	tabla
sideburns	bočnih stranic
sidecar	priklopnik
sidekick	Sidekick
sideline	stransko
sideshow	stransko
sidestep	sidestep
sidewalk	pločnik
sideways	ob strani
sidewinder	Sidewinder
siege	obleganje
siesta	siesta
sieve	sito
sift	presejanje
sifting	presejanje
sigh	vzdih
sight	pogled
sighting	opazovanje
sightseeing	ogled znamenitosti
sigma	sigma
sign	znak
signal	signal
signature	podpis
significance	pomembnost
significant	pomembno
signification	pomen
signify	označite
signpost	smerokaz
silence	tišina
silencer	glušnik
silent	tiho
silently	tiho
silhouette	silhueta
silicon	silicij
silicone	silikon
silk	svila
silken	svilena
silky	svilnato
sill	prag
silliness	neumnosti
silly	neumno
silo	silos
silt	mulj
silver	srebro
silverware	srebrnina
silvery	srebrno
similar	podobno
similarity	podobnost
simile	NO TRANSLATION
simmer	simmer
simmering	kuhanje
simple	preprosto
simples	NO TRANSLATION
simpleton	Simpleton
simplicity	preprostost
simplify	poenostaviti
simplistic	poenostavljeno
simply	preprosto
simulate	simulirati
simulated	simulirano
simulating	simuliranje
simulation	simulacija
simulator	simulator
simultaneous	istočasno
simultaneously	hkrati
sin	NO TRANSLATION
sincere	iskreno
sincerity	iskrenost
sinful	grešno
sing	poje
singer	pevka
singing	petje
single	samski
singly	posamično
singular	edinstven
singularity	singularnost
singularly	edinstveno
sinister	zloben
sink	potopite
sinker	potapljača
sinking	potopiti
sinner	grešnik
sinning	grešenje
sinus	sinus
sip	sip
siphon	sifon
sipping	pihanje
sir	Gospod
sire	gospod
siren	sirena
sirloin	sirloin
sissy	Sissy
sister	sestra
sisterhood	sestrinstvo
sit	sedi
sitcom	sitcom
site	stran
sith	sith
sitter	sitter
sitting	sedi
situate	položaj
situated	nahaja
situation	situacija
six	šest
sixpence	šestkrat
sixteen	šestnajst
sixth	šesto
sixty	šestdeset
sizable	precejšen
size	velikost
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	drsalec
skating	drsanje
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skelet
skeleton	okostje
skeptic	skeptik
skeptical	skeptičen
skepticism	Skepticizem
sketch	skica
sketching	skiciranje
sketchy	sketchy
skewed	skewed
skewer	skewer
ski	smučanje
skid	drsanje
skier	smučar
skiff	skiff
skiing	smučanje
skijump	NO TRANSLATION
skill	spretnost
skilled	usposobljeni
skillet	ponev
skillful	spretno
skim	skim
skimpy	skodljiv
skin	koža
skinny	suh
skip	preskočite
skipper	skiper
skirmish	spopad
skirt	krilo
skirting	drsenje
skirts	krila
skit	skit
skittish	Skittish
skull	lobanja
skunk	Skunk
sky	nebo
skylight	strešno okno
skyline	skyline
skyscraper	nebotičnik
slab	plošča
slack	Slack
slag	žlindra
slam	Slam
slammer	Slammer
slander	klevetanje
slanderous	ponižujoče
slang	slen
slant	poševno
slap	Slap
slash	poševnica
slashes	poševnice
slate	skrilavec
slates	skrilavci
slaughter	zakol
slaughterhouse	klavnice
slaughtering	zakol
slave	suženj
slavery	suženjstvo
slay	ubiti
slayer	Slayer
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	sankanje
sledge	sanke
sledgehammer	čevelj
sleek	mehek
sleep	spanje
sleeper	spalni
sleeping	spanje
sleepless	brez slepa
sleeplessness	nespečnost
sleepover	spanje
sleepy	zaspani
sleepyhead	zaspanko
sleet	slenet
sleeve	rokav
sleeveless	brez rokavov
sleigh	sani
sleight	Prekleto
slender	vitko
sleuth	sleuth
slice	rezina
slick	Slick
slicker	Sliker
slide	zdrs
slider	drsnik
sliding	drsna
slight	rahlo
slight anticipation	rahlo pričakovanje
slight disgust	rahlega gnusa
slight surprise	rahlo presenečenje
slight trust	rahlo zaupanje
slightly	malce
slightly negative	rahlo negativen
slightly positive	nekoliko pozitiven
slim	slim
slime	slime
slimy	slim
sling	sling
slingshot	slingshot
slink	Slink
slinky	Slinky
slip	zdrs
slipper	zdrsa
slippers	copate
slippery	spolzka
slit	reža
sliver	drsnik
slob	Slob
slobber	Slobber
slogan	slogan
sloop	sloop
slop	NO TRANSLATION
slope	naklon
sloppy	nelagodno
slot	slot
sloth	len
slouch	Slouch
slough	Slough
slow	počasi
slowly	počasi
slowness	počasnost
sludge	blato
slug	slug
slugger	Slugger
sluggish	počasen
sluice	sluice
slum	slum
slumber	sramota
slump	padec
slur	slur
slurp	slurp
slush	slush
slut	kurba
slutty	Slutty
sly	sli
smack	Smack
small	majhna
smaller	manjši
smallest	najmanjši
smallpox	črne koze
smart	pameten
smartass	pametnjakovič
smarten	pameten
smarty	pametno
smash	Smash
smashed	razbil
smattering	Močan
smear	raztrgati
smell	vonj
smelling	vonj
smelly	smrdljivo
smelt	smrdi
smidgen	Smidgen
smile	nasmeh
smiled	nasmehnil
smiles	nasmeh
smiley	smeh
smiling	nasmejan
smirk	Nasmeh
smite	smite
smith	smith
smithereens	tisoč koščkov
smitten	razburjen
smock	smok
smog	smog
smoke	dim
smoker	kadilec
smokey	smokey
smoking	kajenje
smoky	dima
smoldering	tleh
smooch	smooch
smooth	gladko
smoothie	gladko
smoothly	gladko
smoothness	gladkost
smother	zaduši
smudge	pramen
smug	smug
smuggle	tihotapiti
smuggler	tihotapec
smuggling	tihotapljenje
smut	strmina
snack	prigrizek
snacks	prigrizki
snafu	snafu
snag	prhljaj
snags	snags
snail	polž
snake	kača
snakes	kače
snakeskin	kača
snap	snap
snapper	snapper
snappy	Čudno
snapshot	posnetek
snare	zanka
snarl	gnus
snarling	srčkan
snatch	ugrabiti
snatcher	droger
snazzy	močno
sneak	skrivaj
sneaker	sneaker
sneakers	superge
sneaking	neumni
sneaky	sranje
sneer	sranje
sneeze	kihanje
sneezing	kihanje
snicker	Sranje
snide	snide
sniff	Sranje
snip	snip
snipe	snipe
sniper	ostrostrelec
snippet	delček
snippy	Snippy
snitch	Duši
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooti
snooze	dremež
snore	hrkanje
snorkel	dihal
snort	snort
snot	snot
snotty	Prekleti
snout	gobec
snow	sneg
snowball	snežne kepe
snowboard	snowboard
snowboarder	deskanje na snegu
snowday	snežni dan
snowfall	sneženje
snowflake	snežinka
snowing	sneg
snowmageddon	snowmageddon
snowman	sneženi mož
snowplow	snežni plug
snowstorm	snežna nevihta
snowy	sneženo
snub	preklinjanje
snubbed	snubbed
snuff	Snuff
snug	snug
snuggle	priti
snuggled	pretiraval
snuggles	gnezdi
snuggling	gnezdenje
soak	namakajte
soaked	prepojen
soaking	namakanje
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	milo
soapbox	umivalnik
soapy	milni
soar	Dvignite
soaring	naraščajoče
sob	NO TRANSLATION
sober	trezen
soblessed	NO TRANSLATION
sobriety	treznost
soc	soc
soccer	nogomet
sociable	družabno
social	socialno
socialanxiety	NO TRANSLATION
socialism	socializem
socialist	socialistično
socialite	socialite
socialize	družite se
society	družbo
sociology	sociologija
sociopath	sociopath
sock	nogavica
socket	vtičnica
sod	sod
soda	soda
soda/pop	gazirana pijača
sodding	Sodding
sodium	natrij
sofa	kavč
soft	mehko
softball	softball
soften	mehčajte
softener	mehčalec
softening	mehčanje
softly	tiho
softness	mehkobo
software	programsko opremo
soggy	Soggy
sohappy	tako srečen
soil	prst
soiled	umazano
soiree	Soiree
sojourn	bivanje
solace	tolažba
solar	sončna energija
solarium	solarij
solder	spajkanje
soldering	spajkanje
soldier	vojak
sole	edini
solemn	slovesno
solicit	zahtevam
solicitation	povpraševanje
solicitor	odvetnik
solid	trdna
solidarity	solidarnost
solidification	strjevanja
solidified	strdili
solidify	utrditi
solidity	trdnost
solitaire	Solitaire
solitary	samotar
solitude	samota
solo	solo
solubility	topnost
soluble	topen
solucky	tako srečen
solution	rešitev
solve	rešiti
solvency	solventnost
solvent	topilo
somad	NO TRANSLATION
somatic	somatsko
somber	mračno
some anticipation	nekaj pričakovanj
some disgust	nekaj gnusa
some surprise	nekaj presenečenja
some trust	nekaj zaupanja
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	nekoliko negativen
somewhat positive	nekoliko pozitiven
somuchtodo	NO TRANSLATION
son	sin
sonar	Sonar
sonata	Sonata
sonervous	NO TRANSLATION
song	pesem
songwriter	tekstopisec
sonic	sonic
sonice	NO TRANSLATION
sonnet	Sonnet
sonorous	zvok
soot	saj
soothe	pomirite
soothing	pomirja
sophisticated	prefinjeno
sophistication	prefinjenost
sophomore	2. avgusta
sopissed	NO TRANSLATION
soppy	Soppy
soprano	sopran
sorcerer	čarovnik
sorcery	čarovništvo
sordid	srd
sore	boli
soready	soredy
sorely	žalostno
soreness	bolečine
sorghum	sirek
sorority	Sorority
sorrow	žalost
sorrowful	žalosten
sorry	Oprosti
sort	Razvrsti
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	razvrščanje
sos	NO TRANSLATION
soscared	Soscared
soscary	tako strašno
soslow	tako počasi
sostressed	NO TRANSLATION
sosweet	sosweet
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	duša
soulful	duševno
soulless	brez duše
soulmate	soulmate
sound	zvok
sounding	zveni
soundness	trdnost
soundproof	zvočno izoliran
soundtrack	glasba
soup	juha
sour	kislo
source	vir
sourpuss	sourpuss
south	južno
southbound	južno
southeast	jugovzhod
southern	Južni
southpaw	levo
southwest	jugozahodno
souvenir	spominek
sovereign	suvereno
sovereignty	suverenost
soviet	sovjetski
sow	sejati
soy	sojina
soy sauce	sojina omaka
soybean	sojo
spa	spa
space	prostor
spacecraft	vesoljska plovila
spaceman	spaceman
spaceship	vesoljska ladja
spacing	razmik
spacious	Prostoren
spade	lopata
spaghetti	špageti
spam	nezaželena pošta
spammers	neželene elektronske pošte
span	NO TRANSLATION
spandex	Spandex
spaniel	španjel
spank	ploskanje
spanking	plekanje
spar	Spar
spare	rezervni
spareribs	spareribs
sparingly	zmerno
spark	iskra
sparkle	bleščati
sparkling	peneče
sparkly	iskreno
sparring	sparing
sparrow	Vrabec
sparse	redko
spasm	spazem
spastic	spastično
spat	pljunil
spatial	prostorsko
spatter	škropljenje
spatula	lopatico
spawn	spawn
spaz	spaz
speak	govoriti
speakeasy	speakeasy
speaker	govornik
speakerphone	zvočnik
speaking	govori
spear	kopje
spec	spec
special	poseben
specialist	specialist
speciality	posebnost
specialize	NO TRANSLATION
specially	posebej
specialty	posebnost
specie	NO TRANSLATION
species	vrste
specific	specifično
specification	specifikacija
specify	navedite
specimen	vzorec
speck	speck
speckled	pepelasto
specs	specs
spectacle	spektakel
spectacles	očala
spectacular	spektakularen
spectator	gledalec
specter	spekter
spectral	spektralno
spectrometer	spektrometer
spectrophotometer	spektrofotometer
spectroscopy	spektroskopija
spectrum	spekter
speculate	špekulirati
speculation	špekulacije
speculative	špekulativno
speculum	spekuluma
speech	govor
speechless	brez besed
speed	hitrost
speedboat	gliser
speedily	hitro
speeding	hitrosti
speedometer	merilnik hitrosti
speedway	Speedway
speedy	hitro
spell	urok
spellbound	uničen
spelling	črkovanje
spencer	spencer
spend	porabiti
spender	spender
spending	poraba
spent	preživel
sperm	sperma
spew	spew
sphere	krogla
spherical	sferično
sphincter	sphincter
sphinx	Sfinga
spic	spic
spice	začimbe
spicy	začinjen
spider	pajek
spiders	pajki
spiffy	Čudno
spigot	spigot
spike	konico
spiked	šikan
spiky	piknik
spill	razlitje
spillin	NO TRANSLATION
spin	spin
spinach	špinača
spinal	hrbtenica
spindle	vreteno
spine	hrbtenica
spineless	brezvrednost
spinner	spinner
spinning	predenje
spinster	spinster
spiny	kremen
spiral	spirala
spire	Spire
spirit	duh
spirited	živahen
spirits	žgane pijače
spiritual	duhovno
spirituality	duhovnost
spit	pljuvati
spite	kljub temu
spiteful	Navijati
spitfire	spitfire
spittoon	spittoon
splash	splash
splat	splat
splatter	splatter
spleen	vranica
splendid	čudovito
splendor	sijaj
splice	splice
spline	spline
splint	splint
splinter	splinter
split	split
splitting	delitev
splurge	splurge
spoil	pokvaril
spoiler	spojler
spoiling	pokvaril
spoils	pokvari
spoke	govoril
spoken	govori
spokesman	tiskovni predstavnik
spokesperson	tiskovni predstavnik
sponge	gobica
spongy	gobasto
sponsor	sponzor
sponsorship	sponzorstvo
spontaneity	spontanost
spontaneous	spontano
spoof	prevara
spook	spook
spooky	strašljivo
spool	spool
spoon	žlica
spoonful	žlica
sporadic	sporadično
spore	spore
sport	šport
sporting	športni
sports	šport
sports car	športni avto
sportsman	športnik
sportsmanship	šport
sportswriter	sportswriter
sporty	športno
spot	spot
spotless	brez sijaja
spotlight	ospredje
spotted	opažen
spotter	spotter
spotty	pepel
spousal	spousal
spouse	zakonec
spout	izliv
sprain	Sprain
sprawl	širjenje
spray	spray
spread	širjenje
spreader	trosilnik
spree	Pijanka
spring	spomladi
springtime	spomladi
sprinkle	potresemo
sprinkler	sprinkler
sprinkling	škropljenje
sprint	sprint
sprite	sprite
sprout	sprout
spruce	smreka
spud	spud
spunk	prekleto
spunky	spunky
spur	Spur
spurious	lažno
spurred	podprla
spurt	Izliti
spy	vohun
squabble	Vlačenje
squad	Ekipa
squadron	Squadron
squall	škoda
squamous	skodljiv
squander	Nečisti
square	kvadrat
squash	squash
squat	Čučanj
squatter	Slepeče
squaw	Sranje
squawk	squawk
squeak	kričati
squeaky	škripanje
squeal	skaal
squealer	Squealer
squeamish	Squeamish
squeeze	iztisnite
squeezing	stiskanje
squelch	squelch
squid	lignji
squint	mrčenje
squire	squirrel
squirm	potapljati
squirrel	veverica
squirt	squirt
squish	Mamica
squishy	Sranje
stab	zabodel
stabbed	Zaboden
stability	stabilnost
stabilize	stabilizirati
stabilizer	stabilizator
stable	stabilen
staccato	stakat
stack	sklada
stadium	stadion
staff	osebje
stag	stag
stage	stopnja
stagecoach	stagecoach
stagehand	faza
stagger	stenjanje
staggering	Čudno
stagnant	stagnira
stagnation	stagnacija
staid	stisnjen
stain	madež
stained	obarvana
stainless	nerjaveče
stair	stopnišče
staircase	stopnišče
stairs	stopnice
stairway	stopnišče
stairwell	stopnišče
stake	delež
stakeout	stakeout
stale	zastarelo
stalemate	zastoj
stalk	steblo
stalker	zalezovalec
stall	stojnica
stallion	žrebec
stalls	stojnice
stalwart	odločen
stamina	vzdržljivost
stamp	žig
stampede	stampede
stance	stališče
stand	stojalo
standard	standard
standardize	standardizirati
standardized	standardizirano
standby	ostani v pripravljenosti
standing	stoji
standoff	standoff
standpoint	stališče
standstill	mirovanje
standup	Vstani
stanza	stanza
staph	Staph
staple	rezana
stapler	spenjalnik
star	zvezda
star fruit	star sad
starboard	desno
starch	škrob
stardom	stardom
stardust	zvezda
stare	stari
starfish	morska zvezda
stargazing	stargazing
staring	strmel
stark	stark
starlet	Starlet
starlight	zvezda
starling	starling
starry	zvezda
stars	zvezde
starship	zvezde
start	Začni
starter	zaganjalnik
startle	začudite
startled	prestrašen
startling	presunljivo
starvation	lakota
starve	stradaj
starved	izginila
starving	stradanje
stash	skodelico
stat	stat
state	država
stately	lepo
statement	izjavo
stateroom	Stateroom
stateside	ZDA
statesman	državnik
static	statično
staticky	NO TRANSLATION
statics	statika
station	postaja
stationary	stacionarno
stationery	pisalne potrebščine
statistic	statistika
statistical	statistično
statistician	statistik
stator	stator
statuary	kipar
statue	kip
statuette	statueta
stature	rast
status	stanje
statute	statut
statutory	zakonsko predpisano
staunch	nepopustljiv
stave	stave
stay	ostani
stayaway	NO TRANSLATION
stayed	ostala
stays	ostane
stead	mesto
steadfast	trdno
steady	stalno
steak	zrezek
steakhouse	steakhouse
steal	ukrasti
stealing	krasti
stealth	Skrivnost
stealthily	skrito
stealthy	prikrite
steam	pare
steamboat	parna kopel
steamer	parni stroj
steaming	pari
steamroller	Steamroller
steamship	parno ladjo
steamy	parni
steel	jeklo
steep	strma
steeple	strmo
steer	usmerjati
steering	krmiljenje
stellar	zvezda
stem	steblo
stench	smrad
stencil	šablono
stenographer	stenographer
step	korak
stepdaughter	stephouse
stepfather	očim
stepmother	mačeha
steppe	steppe
steps	korakov
stepson	stepson
stereo	stereo
stereoscopic	stereoskopski
stereotype	stereotip
stereotyped	stereotipno
sterile	sterilno
sterility	sterilnost
sterilize	sterilizirati
sterling	šterling
stern	krme
sternum	prsnica
steroid	steroid
stethoscope	stetoskop
stew	obara
steward	Steward
stewardess	stevardesa
stewardship	skrbništvo
stfu	stfu
stick	palico
sticker	nalepka
sticking	drži
stickler	stickler
stickup	nalepke
sticky	lepljivo
stiff	trd
stiffen	utihni
stiffness	togost
stifle	zaduši
stifled	duši
stifling	dušenje
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	mrtvorojenost
stillborn	mrtvorojeni
stillness	mirnost
stillwaiting	NO TRANSLATION
stilts	podnožja
stimulant	stimulant
stimulate	spodbujajo
stimulating	spodbuja
stimulation	stimulacija
stimulus	stimulus
sting	sting
stinger	Stinger
stinging	žganje
stingy	Škrt
stink	smrdi
