Word	haw
recursion	hoʻopiʻi hou
recursive	hoʻi hou
recursively	hoʻopunipuni
recycle	hoʻohana hou
recycled	hoʻohana houʻia
recycling	hoʻohana hou
red	ʻulaʻula
reddish	ʻulaʻula
redecorate	kūʻai hou
redeem	Pakele
redeemed	i hoʻopakeleʻia
redemption	ka hoolapanai
redesign	hoʻomanaʻo hou
redhead	ke poʻo hina
redheaded	ke poʻo i ke poʻo
redirect	hoʻoponopono hou
redneck	e hoʻopili
redness	paleʻula
redo	hou
redress	hoʻoponopono hou
reduce	e ho'ēmi
reduced	ho'ēmi
reduction	hoʻemi
redundancy	lālā
redundant	kūkala
redwood	ʻulaʻula
reed	ʻohe
reef	ke kumu
reefer	make
reefs	nā papa
reek	hōʻeuʻeu
reel	ke kani
reelection	ke koho
reeling	hoʻomanawanui
reenactment	hana hou
reentry	hoʻi hou
reestablish	ho'āla hou
ref	mihi
refer	nānā
referee	kono
reference	ʻike
referendum	ka manaʻo hoʻoholo
referral	kūkā
refill	hoʻopiha
refine	hoʻomaʻemaʻe
refined	hoʻopauʻia
refinement	hoʻoponopono
refinery	hoʻoulu
refining	hoʻoulu
refit	mihi
reflect	e noʻonoʻo
reflecting	e hōʻike ana
reflection	Hōʻike
reflective	e noʻonoʻo
reflector	hōʻike
reflex	hoʻopiʻi
reflux	reflux
reform	hoʻoponopono
reformation	ke hoʻololi hou
reformer	hoʻoponopono
refraction	hoʻopiʻi
refractor	hoʻopuka
refractory	hanana
refrain	e mālama
refraining	hoʻomaha
refresh	hoʻomaha
refreshed	hoʻomaha
refreshing	hōʻoluʻolu
refreshment	meaʻai
refrigerate	hoʻopiha
refrigeration	hoʻopiʻi
refrigerator	ka paila
refuel	hoʻomaha
refuge	pakele
refugee	kanaka hūnā
refund	uku
refurbish	hoʻoponopono
refusal	hōʻole
refuse	hōʻole
refused	hōʻole
refusing	hōʻole
refutation	hoʻoponopono
refute	hoʻopiʻi
regain	hoʻi hou
regal	hoʻomana
regalia	hoʻohui hou
regard	nānā
regatta	hoʻi
regency	kūlana maʻamau
regenerate	hoʻoponopono
regeneration	hoʻoponopono hou
regent	hoʻoponopono
reggae	reggae
regime	ke aupuni
regimen	nā kānāwai
regiment	regiment
regimental	ke keʻena
region	wahi
regional	ka āpana
regionalism	ka'āpana'āina
register	inoa inoa
registrar	ka luna hoʻomalu
registration	ke kākau inoa
registry	leka inoa
regress	hoʻoponopono
regression	hoʻoponopono
regressive	hoʻoponopono
regret	mihi
regretful	mihi
regrettable	e minamina
regretted	ua mihi
regretting	mihi
regroup	pūʻulu
regular	ia maʻamau
regularity	kūlana maʻamau
regulars	nā mea hoʻoponopono
regulate	hoʻoponopono
regulated	hoʻoponoponoʻia
regulation	hoʻoponopono
regulator	kumu hoʻokele
regulatory	hoʻoponopono
regurgitation	hooponopono
rehab	hoʻi hou
rehabilitate	hoʻoponopono hou
rehabilitation	hoʻoponopono
rehash	rehash
rehearsal	hōʻike hou
rehearse	heluhelu hou
reign	noho aliʻi
reigning	ke aliʻiʻana
reimburse	hoʻolimalima hou
reimbursement	hoʻolimalima
rein	hou
reincarnation	ola hou
reindeer	hana hou
reinforce	e hoʻoikaika
reinforcement	hōʻeuʻeu
reinforcements	nā kākoʻo
reins	nā'ōpū
reinstall	hoʻouka
reinstate	ho'āla hou
reinstatement	hoʻouku hou
reinvest	ia
reinvestment	ke kūpaʻa
reiterate	hōʻike hou
reject	kiola
rejected	ua hōʻoleʻia
rejection	haʻalele
rejects	hōʻole
rejoice	eʻoliʻoli
rejoicing	hauʻoli
rejoin	hoʻi hou
rejuvenate	hoʻonui hou
rejuvenated	hou hou
rekindle	make hou
relapse	hoʻi hou
relate	e pili
related	pili
relation	pili
relationship	pili
relative	pili
relativity	pili pili
relax	hoʻomaha
relaxant	hoʻomaha
relaxation	hoʻomaha
relaxed	hoʻomaha
relaxing	hoʻomaha
relay	kūlana
release	hoʻokuʻu
released	hoʻokuʻuʻia
relegation	hoʻokuʻu
relentless	ʻaʻole loa
relevance	kūpono
relevancy	kūlana
relevant	pili
reliability	kūpaʻa
reliable	pono
reliance	hilinaʻi
relic	relic
relics	nā relic
relief	ho'ōla
relieve	hoʻokuʻu
relieved	hoʻomahaʻia
relieving	hoʻomaha
relight	hilinaʻi
religion	hoʻomana
religious	hoʻomana
relinquish	haʻalele
relish	aloha
relive	hoʻopakele
reload	e hoʻouka hou
relocate	hoʻokuʻi
relocation	hoʻi hou
reluctance	ke kuhi
reluctant	kūleʻa
rely	e hilinaʻi
remain	e noho
remainder	koena
remaining	koena
remains	koe
remake	hoʻoponopono
remand	hoʻopau
remark	haʻi
remarkable	nā mea kupaianaha
remarkably	ʻike nui
remarry	haʻi hou
rematch	hoʻokuʻu
remedial	hoʻoponopono
remedy	hoʻoponopono
remember	hoʻomanaʻo
remembered	hoʻomanaʻoʻia
remembering	hoʻomanaʻo
remembrance	hoʻomanaʻo
remind	hoʻomanaʻo
reminder	hoʻomanaʻo
reminisce	hoʻomanaʻo
reminiscent	hoʻomanaʻo
reminiscing	hoʻomanaʻo
remiss	i ka hoʻopaʻi
remission	kala
remit	hoʻihoʻi
remittance	hoʻihoʻi
remnant	koena
remodel	hoʻoponopono
remorse	mihi
remorseful	e mihi
remote	mamao
remoteness	ka mamao
removal	wehe
remove	wehe
remover	wehe
remuneration	uku
renaissance	ola hou
renal	nui
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	e hāʻawi
rendering	hōʻike
rendezvous	kūkā
rendition	ʻike
renegade	hōʻole
renegotiate	hoʻohou hou
renew	hoʻololi hou
renewal	hoʻololi hou
renounce	haʻalele
renovate	hoʻoponopono
renovated	hoʻoponopono hou
renovation	hoʻoponopono hou
renown	kaulana
renowned	kaulana
rent	uku
rental	hale kūʻai
renter	ka hoolimalima
renunciation	hōʻole
reopen	hoʻopū hou
reorganization	hoʻomanaʻo hou
reorganize	ho'āla hou
rep	hoʻop
repaint	pāʻani
repair	hoʻoponopono
repairman	ka mea hana hou
reparation	hoʻoponopono
repay	hoʻihoʻi
repayment	hoʻihoʻi
repeal	hoʻopau
repeat	hoʻopau hou
repeated	'ōlelo hou
repeatedly	pinepine
repeater	hōʻike hou
repel	hoʻopō
repellant	hoʻopiʻi hou
repellent	hoʻopiʻi
repelling	hoʻopiʻi
repent	e mihi
repentance	mihi
repentant	mihi
repertoire	hanana
repertory	hoʻomanaʻo
repetition	'ōlelo hou
repetitive	pinepine
rephrase	'ōlelo hou
replace	e pani
replacement	hoʻopiʻi
replay	hoʻopō hou
replenish	hoʻopiha hou
replete	hoʻopiha
replica	kope
replicate	pane hou
replication	pane hou
reply	pane pane
report	hōʻike pū
reported	i hōʻikeʻia
reporter	lālā
repose	hoʻomaha
reposition	hoʻoponopono
repository	hale waihona
repossess	hoʻomanaʻo hou
reprehensible	hoʻopōʻino
represent	hōʻike
representation	hōʻike
representative	luna
represented	hōʻikeʻia
representing	e hōʻike ana
repress	hoʻopōʻino
repressed	hoʻopauʻia
repression	hoʻopilikia
reprieve	hoʻopaneʻe
reprimand	pīpē
reprint	kope hou
reprisal	make hou
reprise	hoʻi hou
reproach	ka hōʻino
reproduce	hana hou
reproduction	kope
reproductive	hoʻoponopono
reprogram	kope
reptile	kūlohelohe
republic	ʻo ka repubalika
republican	Repubalika
repudiation	hoʻopōʻino
repugnance	hewa
repugnant	haʻalulu
repulsion	hoʻopiʻi
repulsive	hoʻopiʻi
repurchase	hoʻopakele
reputable	inoa kaulana
reputation	maikaʻi
repute	kūkala
reputed	Palapalaʻia
request	noi
requiem	noi
require	makemake
required	makemake
requirement	makemake
requisite	pono
requisition	noi
reread	heluhelu hou
reroute	e hoʻi hou
rerun	hele
reschedule	hoʻoponopono hou
rescind	make
rescission	ke haʻalele
rescue	hoʻopakele
research	ʻike hulina
researcher	mea noiʻi
resection	kahi hui
resemblance	like
resemble	like
resembling	like
resent	ka huhū
resentful	huhū
resentment	ka huhū
reservation	ka hoʻolaha
reserve	mālama
reserved	mālamaʻia
reserves	nā mālama
reservoir	awa
reset	hoʻonohonoho
reside	noho
residence	noho
residences	nā noho
residency	noho
resident	noho
residential	noho
residual	koena
residue	koena
resign	haʻalele
resignation	haʻalele
resigned	haʻalele
resilience	ke kūpaʻa
resilient	kūpaʻa
resin	resin
resist	kū'ē
resistance	ke kū'ē
resistant	pale
resisting	ke paleʻana
resistive	kūpaʻa
resolute	e hoʻoholo
resolutely	kūpaʻa
resolution	hopena
resolve	hoʻoholo
resolved	i hoʻoholo
resonance	ke kūlana
resonant	ke kuʻi
resonate	Hoʻohou
resonator	ka mea hoʻopuka
resort	manawa
resounding	e hōhonu
resource	ʻike
resourceful	waiwai
resources	nā kumu waiwai
respect	mahalo
respectability	kūpono
respectable	mahalo
respected	mahaloʻia
respectful	mahalo
respecting	mahalo
respective	ʻo kēlā me kēia
respects	mahalo
respiration	ka hoʻomaha
respirator	ka breatpira
respiratory	ka hanu makani
respite	hoʻomaha
resplendent	kūlana kiʻekiʻe
respond	pane
respondent	pane
response	pane
responsibility	kuleana
responsible	kuleana
responsive	hoʻolohe
rest	hoʻomaha
restart	e hoʻomaka hou
restaurant	haleʻai
rested	hoʻomaha
restful	hoʻomaha
restitution	ka ukuhoʻi
restless	hoʻomaha
restlessness	hoʻomahaʻole
restock	hoʻihoʻi
restoration	hoʻihoʻi hou
restorative	hoʻoponopono hou
restore	hoʻihoʻi
restored	hoʻihoʻiʻia
restoring	hoʻoponopono
restrain	e hoʻomaha
restrained	kāohiʻia
restraining	kāohi
restraint	kaohi
restrict	e palena
restricted	kau palena
restriction	ka palena
restrictive	kūpaʻa
restroom	hale hoʻomaha
result	hopena
resultant	hopena
resume	hoʻomaka hou
resumption	hoʻi hou
resurrect	ke ala hou
resurrection	ke alahouana
resuscitate	make hou
resuscitation	ola hou
retail	kūʻai kūʻai
retailer	ka mea kūʻai
retain	mālama
retainer	mālama
retaining	mālama
retake	hoʻi hou
retaliate	e hoʻi hou
retaliation	ke hoʻopaʻi
retaliatory	ka uku hoʻopaʻi
retard	hoʻi
retardation	ke kali
retarded	hoʻi
retards	hoʻopiʻi
retention	paʻa
retentive	hoʻopiʻi
rethink	hoʻomanaʻo hou
reticent	hoʻopiʻi
retina	retina
retinal	hope loa
retire	hoʻi
retired	hoʻi
retirement	hoʻomaha
retiring	hoʻomaha
retold	haʻi hou
retort	hoʻihoʻi
retrace	kiʻi hou
retract	hoʻopiʻi
retraction	hoʻopiʻi
retractor	ka mea kūʻai
retreat	hoʻi
retrenchment	hoʻomaha
retrial	hoʻi hou
retribution	uku
retrieval	kiʻi hou
retrieve	lawe hou
retriever	kiʻi hou
retro	hoʻi hou
retroactive	kū hou
retrograde	hoʻihoʻi
retrospect	hoʻi hope
retrospective	wā i hala
retrospectively	hoʻi hope
return	hoʻi
reunion	hui hou
reunite	hui hou
reunited	hui hou
rev	hoʻop
reveal	hōʻike
revel	hauʻoli
revelation	hōʻike
revelations	nā hōʻike
revels	nā hauʻoli
revenge	e hoʻopaʻi
revenue	ka loaʻa
reverberation	Hoʻohui hou
revere	mahalo
reverence	mahalo
reverend	e Rev.
reverent	mahalo
reverie	kūlana
reversal	ke hoʻololi
reverse	hoʻololi
reversion	hoʻi
revert	hoʻi hou
reverting	e hoʻohuli
review	ʻike
reviewer	nānā
revise	hoʻoponopono
revision	hoʻoponopono
revisit	ʻike hou
revival	ola hou
revive	ola
revocation	hoʻolālā
revoke	hoʻokuʻu
revolt	kipi
revolting	kipi
revolution	ke kipi
revolutionary	ke kipi
revolutionize	hoʻoponopono
revolve	Hoʻololi
revolver	hoʻoponopono
revolving	hoʻoponopono
revue	hōʻuluʻulu
revulsion	hoʻopiʻi
revving	hoʻoponopono
reward	uku
rewarding	hawaiing
rewind	hoʻi hou
rewire	hou
rewrite	e kākau hou
rhapsody	rhapsody
rhetoric	'ōlelo hoʻopiʻi
rhetorical	'ōlelo hoʻolālā
rheumatism	rheumatism
rhinestone	uwai
rhino	rhino
rhinoceros	rhinoceros
rhubarb	rhubarb
rhyme	rhyme
rhyming	make
rhythm	nui
rhythmic	rhythmic
rhythmical	ōkuʻu
rib	pili
ribbed	kahe
ribbon	ke kani
rice	laiki
rich	waiwai
riches	waiwai
richness	waiwai
rick	uʻi
rickety	ke'ākau
rickshaw	kekō
ricochet	keʻoki
rid	hoʻokuʻu
riddance	keʻano
riddle	pili
riddled	ua hoʻopiliʻia
ride	holo
rider	ka hololio
ridge	pili
ridicule	ʻakaʻaka
ridiculed	e hoʻoheneheneʻia
ridiculous	kaʻakaʻaka
riding	holo
rife	ala
riff	riff
riffraff	riffraff
rifle	pipi
rifleman	ka rifleman
rifles	nā kiʻi
rift	kūkini
rig	ʻohe
rigged	ua maʻaleʻa
rigging	kūkī
right	akau
righteous	pono
righteousness	pono
rightful	pono
rightly	pololei
righty	pololei
rigid	kūpaʻa
rigidity	ke kūpono
rigor	kūmā
rigorous	ikaika
rim	ka wai
rind	ʻokoʻa
ring	kani
ringer	kani
ringing	ke kani
ringleader	ke kauā
ringmaster	ka mea nui
ringside	i ke kani
rink	rink
rinse	holoi
riot	haunaele
rioting	uhauha
riotous	haunaele
riots	nā haunaele
rip	'ō
riparian	ka meaʻai
ripe	ʻeleʻele
ripen	eʻai
ripening	e'ōʻana
ripper	hoʻopili
ripple	pupuhi
rippling	hoʻopiʻi
rise	kū
rising	e piʻi ana
risk	pilikia
risky	kūiki
risotto	ia risotto
rite	like
ritual	hoʻomana
ritualistic	ka hoʻomana
rival	ka hakakā
rivalry	ka hakakā
river	awa
riverbank	kahawai
riverbed	kahe
riverboat	ka muliwai
rivet	rivet
riveted	kupa
riveting	koli
roach	'ōpili
road	alanui
roadblock	ke alanui
roadhouse	hale alanui
roadie	alanui
roadrage	NO TRANSLATION
roadrunner	Alanui
roads	Alanui
roadside	alanui alanui
roadster	alanui alanui
roadtrip	alanui
roadway	alanui
roadworks	nā alanui
roam	holo
roar	uwō
roaring	e uwō ana
roast	ka palaoa
roasted	kūkena
rob	mea hao
robber	pōā
robbery	pōā
robe	aahu
robin	ʻo ke kaula
robot	'ōnaehana
robotic	'ōnaehana
robotics	'ōpiliʻi
robust	ikaika
roc	'ō
rock	pōhaku
rocker	'ōkini
rocket	papa pōhaku
rocks	nā pōhaku
rod	koʻokoʻo
rodent	ʻO ke koʻokoʻo
rodeo	hoʻopau
roe	ʻalae
rogue	lālā
role	hana
roll	'ōwili
roller	ke alala
rollercoaster	kaʻa lola
rollers	nā huila
rollicking	kaomi
rolling	'ōwili
roman	ʻOi
romance	aloha
romantic	aloha
romanticism	aloha
romp	make
roof	hale
rooftop	ka papa
rook	hele
rookie	rookie
room	lumi
roomful	piha
roommate	hoa noho
rooms	nā lumi
roomy	piha
roost	kūleʻa
rooster	ka moa
root	aʻa
root beer	ka pia pia
rooted	paʻaʻia
rope	ke kaula
ropes	nā kaula
rosary	ʻO ke ola
rose	kū
rosemary	alalala
rosette	Kalākā
roster	'ōwili
rosy	ʻoliʻoli
rot	pala
rota	papa
rotary	ʻO ke kikowaena
rotate	e hoʻololi
rotation	ke hoʻololi
rote	ala
rotor	ka rotor
rotten	palaha
rotting	kekee
rotunda	ʻO ka rotunda
rouge	rouge
rough	nui
roughly	me ka ikaika
roughneck	ʻokoʻa
roughness	ʻo kaʻeha
roulette	roulette
round	puni
roundabout	kākoʻo
rounded	puni
roundup	kepoe
rouse	kū
rouser	hoʻopōkā
rousing	ho'āla
rout	'ōwili
route	ala
routine	ka hana maʻamau
rove	ʻoliʻoli
rover	lālā
roving	ke holo
row	lā
rowboat	ka paepae
rowdy	lālani
rowing	e holo
royal	mō'ī
royalty	ke aliʻi
rub	holoi
rubber	ka pale
rubbers	Kaupala
rubbing	hoʻopau
rubbish	ōpala
rubble	ka palapala
rubdown	ka hoʻopau
rubric	ka rubric
ruby	Ruby
ruckus	ruckus
rudder	pākī
ruddy	ʻulaʻula
rude	mahaʻoi
rudeness	ka palaualelo
rudimentary	ke kākoʻo
rudiments	nā kumuhana
rue	rue
rueful	kele
ruff	hoʻopiʻi
ruffian	ke kuʻi
ruffle	hoʻopiʻi
rug	kawili
rugby	ka pāʻani
rugged	nā'āpana
ruin	make
ruination	ka hoʻohaunaeleʻana
ruined	ua wāwahiʻia
ruinous	ʻo ka luku
ruins	nā wāwahi
rule	ka rule
ruler	ka mō'ī
ruling	ka mana
rum	rum
rumba	rumba
rumble	uō
rummage	kūkala
rumor	lohe
rumored	loheʻia
rump	ka huelo
rumpus	lāʻau
run	holo
runaround	hoʻopūkā
runaway	holo aku ʻē
rundown	ua hoʻouka
runes	holo
rung	holo
runner	ka mea holo
running	e holo ana
running shoes	nā kāmaʻa wāwae
runny	holo
runt	NO TRANSLATION
runway	holoholo
rupture	rupture
rural	nā kaiāulu
ruse	NO TRANSLATION
rush	wikiwiki
rushing	holo wikiwiki
rust	'ōhū
rusted	uaʻoki
rustic	kūkā
rustle	kūkā
rustler	kūkā
rusty	kūkā
rut	kūlana
ruth	ʻo Ruth
ruthless	i ka manaʻo wiwoʻole
rye	ka rye
sabbatical	ka sākona
saber	NO TRANSLATION
sable	ana
sabotage	hoʻopiʻi
saboteur	sabotaur
sac	keke
sack	kāki
sacrament	sacrament
sacred	hemolele
sacrifice	mōhai
sacrifices	mōhai
sacrificial	mōhai
sacrilege	mea pepehi kanaka
sacrilegious	kauā
sad	kaumaha
sadday	NO TRANSLATION
saddens	nā moe
saddle	noho noho
sadist	aloha
sadistic	aloha
sadly	me ke kaumaha
sadness	ke kaumaha
safari	safari
safe	pono
safeguard	mālama
safekeeping	mālama pono
safety	palekana
saffron	Saffron
sag	hag
saga	Saga
sage	keki
saggy	ʻo ia
sail	holo
sailboat	kūkele
sailing	holo
sailor	ka mea hoʻokele
saint	hemolele
sainted	uaʻokiʻia
saintly	ʻo ka saint
sake	no
salad	salame
salamander	salamander
salami	salami
salary	uku
sale	kūʻai
salesgirl	ka mea kūʻai
salesman	ka mea kūʻai
salient	maikaʻi
saline	saline
saliva	maikaʻi
sally	ʻike
salmon	salmon
salmonella	salmonella
salon	hale noho
saloon	kalo
salsa	salsa
salt	paʻakai
salted	pīpī
saltwater	ʻo ka wai paʻakai
salty	nui
salutary	aloha
salutation	aloha
salute	aloha
salvage	hoʻopakele
salvation	ola
salve	ana
samba	samba
sameness	ʻike
sample	hiʻohiʻona
samurai	samurai
sanatorium	sanatorium
sanctification	ka hoʻomaʻemaʻe
sanctified	hoʻomaʻemaʻeʻia
sanctify	e hoʻomaʻemaʻe
sanctimonious	ke kūkala
sanction	kaʻaeʻana
sanctioned	ʻaeʻia
sanctity	hemolele
sanctuary	wahi ho'āno
sanctum	luakini
sand	one
sandal	kāmaʻa
sandbox	ka pahu lepo
sander	e holo
sandman	ke one
sandpaper	kahi one
sands	one
sandstorm	one kai
sandwich	Sandwich
sandy	one one
sane	kūpono
sanguine	ke koko
sanitarium	ka sanitarium
sanitary	ka hoʻomaʻemaʻe
sanitation	hoʻomaʻemaʻe
sanity	maikaʻi
sans	NO TRANSLATION
santa	ka santa
sap	lapa
sapiens	Sapiens
sapphire	Sapphire
sappy	maikaʻi
sarcasm	nā'ōlelo hoʻokipa
sarcastic	ka mea hoʻokipa
sarcoma	sarcoma
sarcophagus	ka sarcophagus
sardine	sardine
sardonic	Kalikona
sarsaparilla	sarsaparilla
sash	kāʻei
sashimi	kāpili
sassafras	nāuwai
sassy	sassy
satanic	ma Satana
satchel	kūmā
sate	NO TRANSLATION
satellite	satellite
satin	kekona
satire	hoʻopunipuni
satirical	hoʻopunipuni
satisfaction	ʻike
satisfactorily	maikaʻi
satisfactory	maikaʻi
satisfied	ua piha
satisfy	eʻoluʻolu
satisfying	maikaʻi
saturate	ka nui
saturated	ua hoʻomaʻemaʻeʻia
saturation	ke kuʻi
satyr	ʻo Satyr
sauce	ka lole
saucepan	ʻoiai
saucer	ka lole
saucy	maikaʻi
sauerkraut	helena
sauna	sauna
sausage	puaʻa
savage	maikaʻi
savagery	kauā
savanna	savanna
savannah	savannah
savant	ʻike
save	mālama
saver	mālama
saving	ho'ōla
savings	nā waihona
savior	hoʻopakele
savor	maikaʻi
savory	maikaʻi
savvy	ʻike
saw	ʻike
sawdust	keahi
sawmill	ka huʻu
sax	sax
saxophone	Saxophone
say	e'ōlelo
sayonara	NO TRANSLATION
scab	scab
scabbard	nā mea pale
scaffold	hale hānai
scaffolding	ka pale
scalding	kaʻala
scale	pākuʻi
scales	pale
scallop	hele
scalp	hiʻo
scalpel	ka pila
scaly	ʻike
scam	kūkala
scamp	ke kahawai
scampi	ʻO Scampi
scan	ʻike
scandal	ka hōʻino
scandalous	haʻalulu
scanner	polokalamu uila
scanty	ʻuʻuku
scape	palepo
scapegoat	kapepe
scar	maʻile
scarab	nā welu
scarce	ʻAʻole iki
scarcely	ʻaʻole iki
scarcity	ka loaʻaʻole
scare	makaʻu
scarecrow	nā mea hoʻonā
scared	makaʻu
scares	nā mea hoʻoweliweli
scarf	scarf
scarier	ka meaʻoi aku
scariest	i maʻaʻole
scarlet	ulaula
scary	weliweli
scat	e hoʻolei
scatter	e lulu
scattered	ua hoʻopuehuʻia
scattering	ka palaha
scavenger	ka mea pale
scenario	ʻike
scene	ʻike
scenery	nānā
scenic	hilahila
scent	kaʻala
scented	meaʻala
scepter	koʻokoʻo
sceptical	keʻokeʻo
scepticism	keʻokeʻo
schadenfreude	ka schadenfreude
schedule	papa kuhikuhi
schematic	makaika
scheme	polokalamu
schilling	hoʻolālā
schism	ke aloha
schizophrenia	maʻi schizophrenia
schizophrenic	'ōkalakala
schlep	ʻike schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	keahi
scholar	ka mea heluhelu
scholarly	ka mea heluhelu
scholarship	ka haumana
scholastic	nā mea maʻamau
school	ke kula
schoolboy	ke kula
schoolgirl	ke kula
schoolhouse	hale kula
schooling	ke kula
schoolmaster	ke kula kula
schoolteacher	NO TRANSLATION
schoolwork	ke kula
schoolyard	ke kula
schooner	ka moku
sciatica	ʻo ka sciatica
science	kepekema
scientific	ʻikeʻike
scientist	ka meaʻepekema
scifi	ʻike
scintilla	NO TRANSLATION
scintillating	ka wili
scintillation	ka hōʻailona
scintillator	ka pakuhi
scion	ʻo ka scion
scissors	ka wili
scoff	haʻaka
scold	e uhauha
scolding	e hōʻino ana
scone	e hoʻonā
scoop	ka maka
scoot	hika
scooter	ka mea kaʻa
scope	nui
scorch	i ka maʻi
scorching	kūmoho
score	heluʻai
scoreboard	papa helu
scorer	scorer
scores	nui
scorn	hoʻowahāwahā
scorned	hoʻowahāwahāʻia
scornful	hoʻowahāwahā
scorpion	wiona
scotch	ʻikeʻia
scoundrel	ka mea hōʻailona
scour	ʻoiai
scourge	maʻi
scout	ʻike
scowl	ʻike
scrabble	hōʻailona
scram	ka scram
scramble	hoʻopiliʻia
scrambled	ua hōʻinoʻia
scrambler	ka hōʻiliʻili
scrambling	ka hoʻokele
scrap	pau
scrapbook	puke puke
scrape	kūkala
scrapie	hōʻailona
scraping	hoʻopiʻi
scrappy	pōʻino
scratch	kūkala
scratchy	kūkala
scrawny	nā mea hōʻailona
scream	uē
screamer	uē
screaming	e ho'ōho ana
screech	hele
screen	nānā
screening	hōʻike 'ana
screenplay	hōʻike wikiwiki
screenwriter	mea kākau
screw	hele
screwball	ka mokulele
screwdriver	makaikai
screwed	ua hoʻokuʻuʻia
screwy	hele
screwyou	NO TRANSLATION
scribble	hoʻoponopono
scribe	kākau'ōlelo
scrimmage	nā meaʻala
scrip	ka pahu
script	hōʻoia
scriptural	'ōnaewele
scripture	palapala hemolele
scroll	hoao
scrotum	nā hua'ōlelo
scrounge	pākī
scrounger	hoʻopōʻino
scrub	make
scruffy	palahū
scrumptious	kūkala
scrupulous	ke akamai
scrutinize	e nānā
scrutiny	nānāʻia
scuba	palehu
scuff	helena
scuffle	ka hopena
scullery	kākala
sculptor	ka mea kālai kiʻi
sculpture	kiʻi kiʻi
sculptured	kiʻiʻia
scum	ka pala
scumbag	hele
scurry	kūleʻa
scurvy	i ka wili
scuttle	ke kau
sea	ke kai
seaboard	ka moku
seafood	ka iʻa
seagull	ke kai
seal	sila
seals	me nā sila
seam	ka lole
seaman	ka luina
seamless	ʻaʻole ke kīnā
seamstress	kahi wahine
seaport	kahakai
sear	ʻike
search	huli
searching	huli
searchlight	kiʻi kukui
seared	ua kai
seashore	kahakai
seasick	ke kai
seaside	kahakai
season	manawa
seasonal	manawa wā
seasoned	'ōniu
seasoning	'ōniu
seat	noho
seatbelt	hihihihihihi
seating	noho
seawater	kai
seaweed	ke kai
sec	ike
secession	hoʻopakele
secluded	ua hoʻoneleʻia
seclusion	hūnā
second	ka lua
second cousin	ka hoahānau lua
secondary	tuarua
secondhand	hoʻopau lima
secrecy	hūnā
secret	ʻike
secretariat	helikina
secretary	ke kākau'ōlelo
secrete	huna
secretion	hoʻopono
secretive	huna
secretly	huna malū
sect	ʻike
sectarian	hui
section	wahi
sectional	paukū
sector	lālā
secular	ʻO ke kino
secularism	ke kīkala
secure	paʻa
securities	nā palekana
security	mālama
sedan	NO TRANSLATION
sedate	kūpaʻa
sedation	kahi hoʻomaha
sedative	ana
sedentary	kūlohelohe
sedge	e
sediment	ia
sedimentary	ia
sedition	kipi
seduce	hoʻopunipuni
seducer	ka mea hoʻopunipuni
seducing	hoʻopunipuni
seduction	hoʻopunipuni
seductive	hoʻopiʻi
see	e nānā
seed	hua
seedling	nā mea kanu
seeds	nā mea kanu
seedy	hua
seek	e huli
seeker	mea noi
seem	ʻike
seemingly	me he mea lā
seer	ka mea nānā
seesaw	seesaw
seething	ka wela
segment	mahele
segregate	wehewehe
segregated	ua hoʻokaʻawaleʻia
segregation	kahi kaʻawale
seismic	seismic
seize	e hopu
seizure	hopu
seldom	nawahi
select	koho
selection	koho
selective	koho
selectman	koho
selenium	aile selenium
self	ia
selfharm	NO TRANSLATION
selfish	manaʻo wale
selfishness	manaʻokala wale
selfless	alohaʻole
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	kūʻai
seller	ka mea kūʻai aku
sellout	sellout
seltzer	iho
semantics	nā kānana
semaphore	semaphore
semblance	keʻano
semen	pua
semester	hoʻokahi mahina
semi	lā
semiautomatic	NO TRANSLATION
semicolon	kekeke
seminal	seminal
seminar	seminar
seminary	seminary
semiotics	nā huahana
senate	Senate
senator	Senator
send	hoʻouna
sender	ka mea hoʻouna
senescence	ke kele
senile	ike
senior	luna
seniority	kahiko
senor	Senor
senorita	Senorita
sensation	ʻike
sensational	hiʻona
sense	manaʻo
senseless	naʻaupō
senses	manaʻo
sensibility	ʻike
sensible	kūpono
sensibly	ʻike
sensitive	pale
sensitivity	ʻike
sensor	ʻike
sensory	ʻike
sensual	ʻike
sensuality	ʻike
sensuous	nui
sentence	ka hoʻopaʻi
sentencing	hoʻokolokolo
sentient	makemake
sentiment	manaʻo
sentimental	manaʻo nui
sentimentality	manaʻo nui
sentinel	ke kaua
sentry	manaʻo
separable	kaʻawale
separate	e hoʻokaʻawale
separately	kaʻawale
separation	kaʻawale
separatist	kaʻawale
sepia	sepia
sepsis	lepsis
sept	ʻehiku
septic	Sepic
septum	septum
sequel	ke kumu
sequence	ka papa
sequent	ke hele
sequestered	i kākauʻia
sequestration	ke haʻalele
serenade	serenade
serendipity	ke kūlana
serene	maikaʻi
serenity	he hauʻoli
sergeant	lama
serial	serial
serialize	lawelawe
series	lālā
serif	koa
serious	nui
seriousness	ke koʻikoʻi
sermon	Kauoha
serpent	ka nahesa
serpentine	maheni
serrated	ua lawelaweʻia
serum	maʻi
servant	kauā
serve	lawelawe
server	kikowaena
service	lawelawe
serviceable	maikaʻi
servile	kauā
servitude	ke kauā
sesame	sesame
