Word	af
start	begin
starter	voorgereg
startle	skrik
startled	geskrik
startling	verrassende
starvation	honger
starve	om honger te lei
starved	uitgehongerd
starving	honger
stash	stoor
stat	stat
state	staat
stately	statige
statement	verklaring
stateroom	shut
stateside	stateside
statesman	staatsman
static	statiese
staticky	NO TRANSLATION
statics	statika
station	stasie
stationary	stilstaande
stationery	skryfbehoeftes
statistic	statistiek
statistical	statistiese
statistician	statistikus
stator	stator
statuary	standbeelde
statue	standbeeld
statuette	beeldjie
stature	statuur
status	status
statute	wet
statutory	statutêre
staunch	stoere
stave	verhoed
stay	bly
stayaway	NO TRANSLATION
stayed	gebly
stays	verblyf
stead	plek
steadfast	standvastig
steady	bestendige
steak	steak
steakhouse	steakhouse
steal	steel
stealing	steel
stealth	stealth
stealthily	sluip
stealthy	onderduimse
steam	stoom
steamboat	stoomboot
steamer	stoomskip
steaming	stomende
steamroller	stoomroller
steamship	stoomskip
steamy	stomende
steel	staal
steep	steil
steeple	toring
steer	stuur
steering	stuur
stellar	ster
stem	stam
stench	stank
stencil	sjabloon
stenographer	snelskrywer
step	stap
stepdaughter	stief dogter
stepfather	stiefpa
stepmother	stiefma
steppe	steppe
steps	stappe
stepson	stiefseun
stereo	stereo
stereoscopic	stereoskopiese
stereotype	stereotipe
stereotyped	stereotipe
sterile	steriele
sterility	steriliteit
sterilize	steriliseer
sterling	sterling
stern	Stern
sternum	sternum
steroid	steroïde
stethoscope	stetoskoop
stew	bredie
steward	opsigter
stewardess	stewardess
stewardship	rentmeesterskap
stfu	Stfu
stick	stok
sticker	plakker
sticking	knelpunt
stickler	voorstander
stickup	rooftog
sticky	taai
stiff	styf
stiffen	styf
stiffness	styfheid
stifle	onderdruk
stifled	gesmoor
stifling	versmorende
stigma	stigma
stile	NO TRANSLATION
stiletto	stilet
stillbirth	stilgeboorte
stillborn	doodgebore
stillness	stilte
stillwaiting	wag nog steeds
stilts	stelte
stimulant	stimulant
stimulate	stimuleer
stimulating	stimulerende
stimulation	stimulasie
stimulus	stimulus
sting	angel
stinger	angel
stinging	branderige
stingy	suinig
stink	stink
stinker	schurk
stinking	stinkende
stinky	stinkende
stint	karig
stipend	toelae
stipulate	stipuleer
stipulation	bepaling
stir	opskudding
stirring	roer
stitch	steek
stitching	stiksels
stock	voorraad
stockade	palissade
stockbroker	aandelemakelaar
stockholder	aandeelhouer
stocking	kous
stockings	kouse
stockpile	ophoop
stockroom	voorraadkamer
stocks	aandele
stoic	stoïsch
stole	gesteel
stolen	gesteel
stomach	maag
stomachache	maagpyn
stomp	stamp
stomped	gestamp
stone	klip
stoned	gestenig
stonewall	klipmuur
stoneware	steengoed
stony	klipperige
stooge	assistent
stool	stoel
stools	stoelgange
stoop	Stoop
stoopid	stoopid
stop	stop
stopover	oorstaan
stoppage	inhouding
stopper	prop
stopping	stop
stopwatch	stophorlosie
storage	stoor
store	winkel
storefront	gebou
storehouse	stoorkamer
storeroom	stoorkamer
storing	stoor
storm	storm
storming	storm
stormy	stormagtige
story	storie
storybook	storieboek
storyteller	storieverteller
storytelling	storievertelling
stound	stound
stout	stout
stove	stoof
stow	Stow
stowaway	verstekeling
straddle	straddle
straight	reguit
straighten	reguit
straightforward	eenvoudig
straightway	dadelik
strain	druk
strained	gespanne
strait	seestraat
straitjacket	dwangbuis
straits	Straits
strand	strand
stranded	gestrand
strange	vreemde
stranger	vreemdeling
strangle	wurg
strangulation	verwurging
strap	band
strapless	strapless
strapping	strapping
strata	strata
strategic	strategiese
strategist	strateeg
strategy	strategie
stratification	stratifikasie
stratosphere	stratosfeer
stratum	stratum
stratus	stratus
straw	strooi
strawberry	aarbei
stray	verdwaalde
streak	streep
streaked	strepe
stream	stroom
streamer	streamer
streaming	streaming
streamline	meer vaartbelyn
street	straat
streetcar	tram
streetlight	straat lig
strength	krag
strengthen	versterk
strengthening	versterking
strenuous	strawwe
strep	strep
stress	spanning
stressed	beklemtoon
stresses	spanning
stressfree	NO TRANSLATION
stressful	stresvolle
stressin	NO TRANSLATION
stressing	beklemtoon
stressrelief	NO TRANSLATION
stretch	rek
stretcher	draagbaar
stricken	geteisterde
strict	streng
stride	stride
strife	twis
strike	staking
strikeout	Halen
striker	doelskieter
striking	treffende
strikingly	treffend
string	string
strings	snare
stringy	draderig
strip	strook
stripe	streep
striped	gestreepte
stripped	gestroop
stripper	stripper
striptease	striptease
strive	streef
strobe	strobe
stroke	beroerte
stroll	wandeling
stroller	buggy
strolling	loop
strong	sterk
stronghold	vesting
strongly	sterk
structural	strukturele
structure	struktuur
strudel	strudel
struggle	stryd
strut	stut
stub	stomp
stubbed	doodgedruk
stubble	stoppels
stubborn	hardnekkige
stubbornness	hardkoppigheid
stubby	stomp
stucco	pleisterwerk
stuck	vas
stuckup	NO TRANSLATION
stud	stoet
studded	besaaide
student	student
studied	bestudeer
studio	studio
study	studie
stuff	dinge
stuffed animal	opgestopte dier
stuffing	vulsel
stuffy	bedompige
stumble	struikel
stump	stomp
stumped	gestonk
stun	stun
stunned	stomgeslaan
stunner	knaller
stunning	stunning
stunt	stunt
stunted	vertraagde
stuntman	stuntman
stupefaction	verwarring
stupefy	bedwelmen
stupendous	ontsaglike
stupid	onnosel
stupidity	onnoselheid
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	stewige
sturgeon	steur
stutter	stutter
sty	hok
style	styl
styling	stilering
stylish	aantreklike
stylist	stilis
suave	suave
sub	sub
subatomic	subatomiese
subcommittee	subkomitee
subconscious	onderbewussyn
subcutaneous	onderhuidse
subdivide	onderverdeel
subdivision	onderverdeling
subduction	subduksie
subdue	onderwerp
subdued	gedempte
subdural	subdurale
subito	NO TRANSLATION
subject	onderwerp
subjected	onderwerp
subjection	onderdanigheid
subjective	subjektiewe
subjugation	onderwerping
sublet	onderverhuur
sublevel	Persvrystellings
sublimation	sublimasie
sublime	sublieme
subliminal	subliminale
submarine	ondersese
submerge	dompel
submerged	onderwater
submersible	dompelpomp
submission	voorlegging
submissive	onderdanig
submit	Indien
submitting	indiening
subordinate	ondergeskikte
subordination	ondergeskiktheid
subplot	subplot
subpoena	dagvaarding
subscribe	skryf
subscriber	intekenaar
subscription	inskrywing
subsequence	deelstring
subsequent	daaropvolgende
subsequently	daarna
subservient	onderdanige
subset	onderafdeling
subside	bedaar
subsidence	insakking
subsidiary	filiaal
subsidize	subsidieer
subsidy	subsidie
subsist	bly bestaan
subsistence	bestaansboere
subsoil	ondergrond
subspace	deelruimte
substance	stof
substandard	substandaard
substantial	aansienlike
substantially	aansienlik
substantiate	staaf
substantive	substantiewe
substation	substasie
substitute	plaasvervanger
substituted	vervang
substitution	vervanging
substructure	onderbou
subterranean	ondergrondse
subtext	subteks
subtitle	subtitel
subtle	subtiele
subtlety	subtiliteit
subtract	aftrek
subtraction	aftrek
subtype	subtipe
suburb	voorstad
suburban	voorstedelike
suburbia	voorstede
suburbs	voorstede
subversion	ondermyning
subversive	ondermynende
subvert	ondermyn
subway	metro
succeed	slaag
succeeding	daaropvolgende
success	sukses
successful	suksesvol
succession	opvolging
successive	opeenvolgende
successor	opvolger
succinct	bondige
succubus	Succubus
succulent	sappige
succumb	swig
suck	suig
sucker	sucker
sucking	suig
suckling	suigling
sucks	suig
suction	suiging
sudden	skielike
suddenly	skielik
suds	Suds
sue	Sue
suede	suede
suffer	ly
sufferer	lyer
suffering	ly
suffice	voldoende
sufficiency	genoegsaamheid
sufficient	voldoende
sufficiently	voldoende
suffix	agtervoegsel
suffocate	versmoor
suffocating	versmoor
suffocation	versmoring
sugar	suiker
suggest	stel
suggestion	voorstel
suggestive	suggestief
suicidal	selfmoord
suicide	selfmoord
suicidebombing	NO TRANSLATION
suit	pak
suitable	geskik
suitcase	tas
suite	suite
suitor	minnaar
sulfate	sulfate
sulfur	swael
sulk	pruil
sullen	nors
sully	Sully
sulphur	swael
sultan	sultan
sultry	soel
sum	som
summarily	summier
summarize	som
summary	opsomming
summation	opsomming
summer	somer
summerhouse	somer huis
summertime	Somer tyd
summit	beraad
summon	dagvaar
summons	dagvaarding
sumo	sumo
sump	vergaarbak
sumptuous	weelderige
sun	son
sunbeam	Sunbeam
sunburn	sonbrand
sundae	sundae
sunday	Sondag
sundial	sonwyser
sundown	sononder
sundry	diverse
sunflower	sonneblom
sunglass	sonbril
sunglasses	sonbrille
sunk	gesink
sunken	gesink
sunless	Sunless
sunlight	sonlig
sunny	sonnige
sunrise	sonsopkoms
sunroof	sondak
sunscreen	sonskerm
sunset	sonsondergang
sunshine	sonskyn
suntan	zonnebrand
sunup	sonop
sup	sup
super	super
superannuation	emeritaatlesing
superb	uitstekende
superficial	oppervlakkige
superfluous	oorbodig
superhero	superheld
superhuman	bomenslike
superimposed	gesuperponeer
superintendent	superintendent
superior	beter
superiority	meerderwaardigheid
superlative	oortreffende
superman	Superman
supermarket	supermark
supermodel	supermodel
supernatant	supernatant
supernatural	bonatuurlike
supernova	supernova
superposition	superposisie
superpower	supermoondheid
supersede	vervang
superstar	superster
superstition	bygeloof
superstitious	bygelowige
superstore	winkel
supervise	toesig
supervision	toesig
supervisor	toesighouer
supper	aandete
suppertime	aandete
supplant	verdring
supple	soepel
supplement	aanvulling
supplemental	aanvullende
supplementary	aanvullende
supplication	smeking
supplier	verskaffer
supplies	voorrade
supply	toevoer
support	ondersteuning
supported	ondersteun
supporter	ondersteuner
supporters	ondersteuners
supporting	ondersteun
supportive	ondersteunend
suppose	veronderstel
supposed	veronderstel
supposing	gedink
supposition	veronderstelling
suppress	onderdruk
suppression	onderdrukking
supremacy	oppergesag
supreme	hoogste
supremely	uiters
surcharge	toeslag
sure	seker
surety	borg
surf	surf
surface	oppervlak
surfboard	branderplank
surfer	surfer
surge	oplewing
surgeon	chirurg
surgery	chirurgie
surgical	chirurgiese
surly	nors
surmise	vermoed
surname	Van
surpassing	oortref
surplus	surplus
surprise	verras
surprised	verbaas
surprises	verrassings
surprising	verbasend
surprisingly	verbasend
surreal	surrealistiese
surrender	oorgawe
surrendering	oorhandiging
surrogate	surrogaat
surround	surround
surrounding	omliggende
surroundings	omgewing
surveillance	toesig
survey	opname
surveying	opmeting
surveyor	landmeter
survival	oorlewing
survive	oorleef
surviving	oorleef
survivor	oorlewende
susceptibility	vatbaarheid
susceptible	vatbaar
sushi	sushi
suspect	verdagte
suspected	vermoed
suspend	op te skort
suspended	opgeskort
suspenders	bretels
suspense	spanning
suspension	opskorting
suspicion	agterdog
suspicions	vermoedens
suspicious	verdagte
sustain	in stand te hou
sustained	opgedoen
sustenance	lewensmiddele
suture	hegting
suv	SUV
sux	sux
swab	depper
swag	buit
swagger	windmakerig
swallow	sluk
swami	Swami
swamp	moeras
swamped	oorval
swampy	moerasagtige
swan	Swan
swank	Swank
swap	swap
swarm	swerm
swarming	uitzwerming
swastika	swastika
swat	slaan
sway	swaai
swear	sweer
swearing	vloek
sweat	sweet
sweater	trui
sweating	sweet
sweatshirt	sweater
sweatshop	slawe
sweaty	sweet
sweep	sweep
sweeper	sweeper
sweeping	vee
sweet	soet
sweeten	versoet
sweetened	versoete
sweetener	versoeter
sweetest	soetste
sweetheart	liefling
sweetie	sweetie
sweetness	soet
sweets	lekkers
swell	deining
swelling	swelsel
sweltering	snikhete
swerve	swenk
swift	vinnige
swiftly	vinnig
swig	sluk
swill	draf
swim	swem
swimmer	swemmer
swimming	swem
swimsuit	swembroek
swindle	afsettery
swindler	bedrieër
swine	varke
swing	swaai
swinger	swinger
swinging	swaaiende
swipe	krap
swirl	krul
swish	swish
switch	skakelaar
switchblade	Switchblade
switchboard	skakelbord
swivel	draai
swollen	geswel
swoon	beswyming
swoop	ophef
sword	swaard
swordfish	swaardvis
swordplay	skerms
swordsman	swaardvegter
sycamore	SYCAMORE
syllable	lettergreep
syllabus	leerplan
symbiotic	simbiotiese
symbol	simbool
symbolic	simboliese
symbolically	simbolies
symbolism	simboliek
symbolize	simboliseer
symmetric	simmetriese
symmetrical	simmetriese
symmetry	simmetrie
sympathetic	simpatieke
sympathize	simpatiseer
sympathy	simpatie
symphonic	simfoniese
symphony	simfonie
symposium	simposium
symptom	simptoom
symptomatic	simptomaties
synagogue	sinagoge
synapse	sinaps
synaptic	sinaptiese
sync	sync
synchronize	sinchroniseer
synchronous	sinchrone
syncope	sinkopee
syndicate	sindikaat
syndrome	sindroom
synergistic	sinergistiese
synergy	sinergie
synod	sinode
synonym	sinoniem
synonymous	sinoniem
synopsis	opsomming
synoptic	sinoptiese
syntax	sintaksis
synthesis	sintese
synthesizer	sintetiseerder
synthetic	sintetiese
syphilis	sifilis
syringe	spuit
syrup	stroop
system	stelsel
systematic	sistematiese
systematically	stelselmatig
t-shirt	t-hemp
tab	blad
tabasco	tabasco
tabby	tabby
tabernacle	tent
table	tafel
tableau	NO TRANSLATION
tablecloth	tafeldoek
tablespoon	eetlepel
tablet	tablet
tableware	eetgerei
tabloid	poniekoerant
taboo	taboe
tabular	tabel
tabulate	tabuleer
tabulation	tabulering
tachometer	toereteller
tacit	stilswyende
tack	ryg
tackle	pak
tackled	aangepak
tackling	lakwerk
tacky	onhandig
taco	taco
tact	tact
tactful	taktvolle
tactic	taktiek
tactical	taktiese
tactics	taktiek
tactile	tasbare
tad	NO TRANSLATION
tadpole	padda vis
taffeta	taffeta
taffy	Taffy
tag	tag
tail	stert
tailed	tailed
tailgate	agterklap
tailings	uitskot
taillight	stert lig
tailor	maat
tailoring	kleremakery
tailpipe	Koppelaar
taint	bederf
take	neem
takeoff	haal af
takeout	neem uit
takeover	neem oor
taker	moordenaar
talcum	talkpoeder
tale	verhaal
talent	talent
talented	talentvolle
talisman	talisman
talk	praat
talkative	spraaksaam
talker	prater
tall	hoog
tallies	tellings
tallow	talk
tally	kerfstok
talon	stok
talons	NO TRANSLATION
tambourine	tamboeryn
tame	NO TRANSLATION
tamer	tamer
taming	kreet
tamper	peuter
tampon	tampon
tan	Tan
tandem	tandem
tang	tang
tangent	raaklyn
tangerine	naartjie
tangible	tasbare
tangle	warboel
tangled	verstrengel
tango	tango
tank	tenk
tank top	Tank Top
tanker	tenkwa
tanned	gelooi
tantalizing	tartende
tantamount	gelykstaande
tantrum	vloermoer
taoism	Taoïsme
tap	kraan
tape	band
tape measure	maatband
taper	taps
tapering	gepunt
tapestry	tapisserie
tapeworm	lintwurm
tapioca	tapioca
taps	krane
tar	teer
tarantula	tarantula
tardiness	traagheid
tardy	traag
target	teiken
targeted	geteiken
targeting	fokus
tariff	tarief
tarmac	teer
tarnish	ontluistering
tarot	tarot
tarp	NO TRANSLATION
tarry	bly
tart	tert
tartan	tartan
tartar	tartar
task	taak
tassel	kwas
taste	smaak
tasteful	smaakvolle
tasteless	smaaklose
tasting	proe
tasty	lekker
tat	tat
tattler	babbelaar
tattletale	babbelaar
tattoo	tatoeëermerk
taught	geleer
taunt	spot
taupe	taupe
taut	styf
tavern	taverne
tawdry	opgedirkt
tawny	duin
tax	belasting
taxed	belas
taxi	taxi
taxicab	taxi
taxonomy	taksonomie
taxpayer	belastingbetaler
tea	tee
teach	leer
teacher	onderwyser
teaching	onderrig
teacup	koppie
teahouse	teehuis
teal	teal
team	span
teamjesus	NO TRANSLATION
teammate	spanmaat
teamwork	spanwerk
teapot	teepot
tear	skeur
tearful	betraand
tearsofjoy	NO TRANSLATION
teary	tranerig
tease	terg
teaser	teaser
teasing	terg
teaspoon	teelepel
teat	speen
teatime	teetyd
tech	tegnologie
technical	tegniese
technicality	tegniese punt
technician	tegnikus
technique	tegniek
techno	techno
technological	tegnologiese
technology	tegnologie
ted	Ted
teddy bear	teddiebeer
tedious	vervelige
tedium	verveling
tee	tee
teeming	wemel
teen	tiener
teenage	tiener
teenager	tiener
teens	tieners
teensy	teensy
teeny	Teeny
teeth	tande
teething	tandekry
teflon	teflon
telegram	telegram
telegraph	Telegraph
telekinesis	telekinesis
telemetry	telemetrie
telepathic	telepatiese
telepathy	telepatie
telephone	telefoon
telescope	teleskoop
telescopic	teleskopiese
telethon	Thon
teletype	telex
televised	televisie
television	televisie
tell	vertel
teller	teller
telling	vertel
telltale	prater
temp	temp
temper	humeur
tempera	tempera
temperament	temperament
temperamental	temperamentele
temperance	selfbeheersing
temperate	gematigde
temperature	temperatuur
tempered	gehard
tempest	storm
template	sjabloon
temple	tempel
tempo	NO TRANSLATION
temporal	temporale
temporarily	tydelik
temporary	tydelike
tempt	versoek
temptation	versoeking
tempting	aanloklik
temptress	verleidster
ten	tien
tenable	houdbaar
tenacious	taai
tenacity	volharding
tenancy	huur
tenant	huurder
tend	neig
tendency	neiging
tender	tender
tenderfoot	nieuweling
tenderness	sagtheid
tending	neig
tendon	tendon
tenement	deelhuis
tenet	uitgangspunt
tenets	beginsels
tenfold	tienvoudig
tennis	tennis
tenor	tenoor
tense	gespanne
tensile	trek
tension	spanning
tent	tent
tentacle	tentakel
tentative	tentatiewe
tenth	tiende
tenths	tiendes
tenuous	vaag
tenure	verblyfreg
tepee	teepee
tepid	lou
tequila	tequila
teriyaki	teriyaki
term	termyn
terminal	terminale
terminate	beëindig
termination	beëindiging
terminator	terminator
terminology	terminologie
terminus	terminus
termite	termiet
terms	terme
tern	stern
ternary	drieledige
terrace	terras
terrain	terrein
terrestrial	aardse
terrible	verskriklike
terribly	vreeslik
terrier	terrier
terrific	geweldige
terrified	vreesbevange
terrifies	bang
terrify	skrik
terrifying	skrikwekkende
territorial	territoriale
territory	gebied
terror	terreur
terrorism	terrorisme
terrorist	terroriste
terrorists	terroriste
terrorize	terroriseer
terse	kortaf
tertiary	tersiêre
test	toets
testament	testament
testicle	testikel
testicular	testikulêre
testify	getuig
testimonial	getuigskrif
testimony	getuienis
testosterone	testosteroon
testy	NO TRANSLATION
tetanus	tetanus
tether	ketting
tethered	vasgemaak
tetrahedral	tetraëdriese
text	teks
textbook	handboek
textile	tekstiel
textural	tekstuur
texture	tekstuur
tgif	tgif
thank	dankie
thankful	dankbaar
thankgod	dank die Here
thanking	dankie
thankless	ondankbare
thanks	dankie
thanksalot	NO TRANSLATION
thanksgiving	danksegging
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	grasdak
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ontdooi
theater	teater
theatrical	Teater
theatrics	theater
thebest	thebest
theft	diefstal
theism	teïsme
theistic	teïstiese
thelife	die lewe
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokrasie
theocratic	teokratiese
theologian	teoloog
theological	teologiese
theology	teologie
theorem	stelling
theoretical	teoretiese
theory	teorie
therapeutic	terapeutiese
therapeutics	terapie
therapist	terapeut
therapy	terapie
thereabouts	buurt
thereof	daarvan
therewith	daarmee
thermal	termiese
thermocouple	termokoppel
thermodynamics	termodinamika
thermometer	termometer
thermos	termosfles
thermostat	termostaat
thesaurus	tesourus
thesis	tesis
thick	dik
thicken	verdik
thickening	verdikking
thicket	bos
thickness	dikte
thief	dief
thigh	bobeen
thimble	vingerhoed
thin	dun
thing	ding
things	dinge
thingy	thingy
think	dink
thinker	denker
thinking	dink
third	derde
thirds	derdes
thirst	dors
thirsty	dors
thirteen	dertien
thirteenth	dertiende
thirty	dertig
thistle	distel
thither	daarheen
thong	riem
thorn	doring
thorny	netelige
thorough	deeglike
thoroughbred	volbloed
thoroughfare	deurgang
thought	gedink
thoughtful	deurdagte
thoughtfulness	bedagsaamheid
thoughtless	onbesonne
thoughts	gedagtes
thousand	duisend
thrash	thrash
thread	draad
threat	bedreiging
threaten	dreig
threatened	bedreigde
threatening	dreigende
three	drie
threefold	drievoudig
threesome	trio
thresh	dors
threshold	drumpel
thrice	drie maal
thrift	spaarsamigheid
thrifty	voorspoedig
thrill	opwinding
thrilled	opgewonde
thriller	thriller
thrilling	opwindende
thrive	floreer
thriving	vooruitstrewende
throat	keel
throb	klop
throbbing	kloppende
throes	greep
throne	troon
throng	skare
throttle	smoor
throw	gooi
throwback	throwback
thrower	gooier
thrown	gegooi
thrush	sproei
thrust	stoot
thruster	thru
thud	slag
thug	boef
thumb	duim
thumbprint	duimafdruk
thump	doef
thumper	Thumper
thumping	geweldig
thunder	donderweer
thunderbolt	Kom
thunderclap	donderslag
thundering	donderende
thunderstorm	donderstorm
thunderstruck	verbaas
thwart	stuit
thx	dankie
thyme	tiemie
thyroid	skildklier
tiara	tiara
tibia	tibia
tic	tic
tick	regmerkie
ticked	afgemerk
ticker	ENKELE
ticket	kaartjie
tickle	kielie
tickled	kielie
ticklish	kielierig
tidal	gety
tidal wave	vloedgolf
tidbit	versnapering
tide	gety
tidings	tyding
tidy	netjies
tie	das
tier	toegeroep
tiff	tiff
tiger	tier
tighten	versterk
tightness	benoude
tightrope	koord
tights	sykouse
tilde	tilde
tile	teël
tiling	teëlwerk
till	NO TRANSLATION
tillage	bewerking
tiller	landbouer
tilt	kantel
tilting	kantel
timber	hout
timberland	Timberland
timbre	timbre
time	tyd
timeless	tydlose
timeliness	tydigheid
timely	tydige
timeout	timeout
timepiece	klok
timer	timer
times	keer
timetable	rooster
timewasters	NO TRANSLATION
timid	skugter
timidity	bedeesd
timing	tydsberekening
tin	NO TRANSLATION
tincture	tinktuur
tine	NO TRANSLATION
tinfoil	foelie
tinge	skynsel
tingle	tuit
tingling	jeuk
tinker	peuter
tinkering	geknutsel
tinkle	NO TRANSLATION
tinkling	luidende
tinnitus	tinnitus
tinsel	klatergoud
tint	tint
tiny	klein
tip	wenk
tipper	kipper
tipster	Tipster
tipsy	dronk
tiptoe	tone
tirade	tirade
tire	band
tired	moeg
tiredness	moegheid
tiredofit	NO TRANSLATION
tireless	onvermoeide
tiresome	vermoeiende
tiring	uitputtend
tissue	sneesdoekie
tistheseason	NO TRANSLATION
tit	tit
titan	Titan
titanic	titaniese
titanium	titanium
tithe	tiendes
title	titel
titled	getiteld
titty	Tietie
titular	NO TRANSLATION
toad	padda
toast	roosterbrood
toaster	broodrooster
toasty	toasty
tobacco	tabak
toby	Toby
tod	tod
today	vandag
toddler	kleuter
toe	toon
toenail	toonnael
toffee	toffie
tofu	tofu
toga	NO TRANSLATION
together	saam
togetherness	samesyn
toil	moeite
toilet	toilet
toils	strikke
token	teken
tolerable	draaglik
tolerance	verdraagsaamheid
tolerant	verdraagsaam
tolerate	verdra
toleration	verdraagsaamheid
toll	tol
tomahawk	tomahawk
tomato	tamatie
tomatoes	tamaties
tomb	graf
tombstone	grafsteen
tomcat	Tomcat
tome	aan my
tomorrow	môre
ton	NO TRANSLATION
tone	toon
toner	toner
tong	NO TRANSLATION
tongs	tang
tongue	tong
tonic	tonikum
tonnage	tonnemaat
tonsils	mangels
toocold	NO TRANSLATION
tool	hulpmiddel
toolbox	toolbox
tooling	gereedskap
toomuchtodo	NO TRANSLATION
toot	blaas
tooth	tand
toothache	tandpyn
toothbrush	tandeborsel
toothed	tand
toothless	tandelose
toothpaste	tandepasta
toothpick	tandestokkie
toots	Toots
top	Top
topaz	topaas
topic	onderwerp
topical	aktuele
topless	topless
topographic	topografiese
topographical	topografiese
topography	topografie
topple	omver te werp
topside	binneboud
tor	tor
torch	fakkel
torment	marteling
tormented	gepynig
torn	geskeur
tornado	tornado
torpedo	torpedo
torque	wringkrag
torrent	spruit
torrid	brandende
torsion	torsie
torso	torso
tort	tort
tortious	onrechtmatig
tortoise	skilpad
tortuous	kronkel
torture	marteling
tortured	gemartel
toss	loot
tot	NO TRANSLATION
total	totale
totality	totaliteit
totally	heeltemal
tote	tote
totem	totem
touch	raak
touchdown	landing
touched	aangeraak
touching	raak
touchy	liggeraak
tough	taai
toughen	taai
toughness	taaiheid
toupee	toupet
tour	toer
tourism	toerisme
tourist	toeriste
tourmaline	toermalyn
tournament	toernooi
tourniquet	toerniket
tout	NO TRANSLATION
tow	sleep
towel	handdoek
tower	toring
towering	manjifieke
town	dorp
townhouse	meenthuis
township	dorp
townspeople	dorpsmense
toxic	giftige
toxicity	toksisiteit
toxicology	toksikologie
toxin	gifstof
toy	speelding
toymaker	die maak van speelgoed
trace	spoor
traceable	opspoorbaar
tracer	tracer
traces	spore
trachea	tragea
tracing	opsporing
track	spoor
tracker	tracker
tract	kanaal
tractable	soepel
traction	vastrap
tractor	trekker
trade	handel
trademark	handelsmerk
trader	handelaar
tradesman	ambagsman
trading	handel
tradition	tradisie
traditional	tradisionele
traffic	verkeer
traffic light	verkeerslig
trafficking	handel
tragedies	tragedies
tragedy	tragedie
tragic	tragies
trail	roete
trailer	sleepwa
train	trein
train set	treinstel
trained	opgelei
trainee	leerling
trainer	afrigter
training	opleiding
trait	eienskap
traitor	verraaier
traitorous	verraad
trajectory	trajek
tram	trem
tramp	boemelaar
trample	vertrap
trampoline	trampolien
tramway	tram
trance	trance
tranquil	rustige
tranquility	rustigheid
tranquilizer	kalmerings
transact	transaksies
transaction	transaksie
transatlantic	transatlantiese
transceiver	transceiver
transcend	bowe
transcendence	transendensie
transcendent	transendente
transcendental	transendentale
transcribe	op skrif te stel
transcriber	transcriber
transcript	transkripsie
transcription	transkripsie
transfer	oordrag
transference	oordrag
transferred	oorgedra
transfixed	vasgenael
transform	omskep
transformation	transformasie
transformer	transformator
transfusion	bloedoortapping
transgression	oortreding
transient	verbygaande
transistor	transistor
transit	transit
transition	oorgang
transitional	oorgang
transitive	oorganklike
transitory	verbygaande
translate	vertaal
translation	vertaling
translator	vertaler
translocation	translokasie
translucent	deurskynende
transmission	oordrag
transmit	oordra
transmitter	sender
transmutation	transmutasie
transom	spieël
transparency	deursigtigheid
transparent	deursigtige
transplant	oorplanting
transplantation	oorplanting
transponder	transponder
transport	vervoer
transportation	vervoer
transporter	vervoerder
transpose	transponeer
transposition	transposisie
transsexual	transseksueel
transverse	dwars
transvestite	transvestiet
trap	trap
trapdoor	valdeur
trapeze	trapeze
trapped	vasgevang
trapper	trapper
trapping	vasvang
trappings	tooi
traps	strikke
trash	asblik
trashy	waardeloos
trauma	trauma
traumatic	traumatiese
travail	NO TRANSLATION
travel	reis
traveler	reisiger
traveling	reis
traverse	deurkruis
travesty	bespotting
trawl	treilvissery
trawler	treiler
tray	skinkbord
treacherous	verraderlike
treachery	verraad
tread	loopvlak
treadmill	treadmill
treason	verraad
treasure	skat
treasured	kosbare
treasurer	tesourier
treasures	skatte
treasury	tesourie
treat	behandel
treatable	behandelbaar
treatise	verhandeling
treatment	behandeling
treaty	verdrag
treble	sopraan
tree	boom
trees	bome
trek	trek
trellis	traliewerk
tremble	bewe
trembling	bewing
tremendous	geweldige
tremendously	geweldig
tremor	bewing
trench	sloot
trend	tendens
trending	trending
trendy	nuwerwets
trepidation	bewing
trespass	oortreding
triad	drieklank
triage	triage
trial	verhoor
triangle	driehoek
triangular	driehoekige
triangulate	trianguleer
triathlon	driekamp
tribal	stam
tribe	stam
tribulation	verdrukking
tribunal	tribunaal
tribune	Tribune
tributary	sytak
tribute	huldeblyk
trick	truuk
trickery	bedrieëry
trickle	straaltjie
trickster	Bedrieër
tricky	lastig
tricycle	driewiel
trident	Trident
trifle	kleinigheid
trifling	onbenullighede
trig	trig
trigger	sneller
trigonometry	trigonometrie
trillion	trillion
trilogy	trilogie
trim	snoei
trimester	trimester
trimmer	trimmer
trimming	snoei
trine	Trine
trinity	Drie-eenheid
trinket	sieraad
trio	trio
trip	trip
tripartite	drieledige
tripe	afval
triple	driedubbele
triplet	drieling
triplicate	driedubbel
tripod	driepoot
tripping	struikel
trite	alledaags
tritium	tritium
triumph	triomf
triumphant	triomfantelike
trivia	trivia
trivial	triviale
troll	sleep
trolley	trollie
trombone	tromboon
troop	bende
trooper	ruiter
troops	troepe
trophy	trofee
tropic	tropiese
tropical	tropiese
tropics	trope
trot	draf
trouble	moeilikheid
troubled	ontsteld
troublemaker	moeilikheid maker
