Word	mg
salvation	famonjena
salve	odi
samba	Samba
sameness	sameness
sample	santionany
samurai	Samurai
sanatorium	toeram-pitsaboana
sanctification	fanamasinana
sanctified	nohamasinina
sanctify	manamasina
sanctimonious	fananarana
sanction	sazy
sanctioned	voasazy
sanctity	masina
sanctuary	fitoerana masina
sanctum	sanctum
sand	fasika
sandal	kapa
sandbox	Sandbox
sander	sander
sandman	sandman
sandpaper	sandpaper
sands	fasika
sandstorm	sandstorm
sandwich	sandwich
sandy	Sandy
sane	salama saina
sanguine	fiheveran'olombelona
sanitarium	Sanitarium
sanitary	fahadiovana
sanitation	fanadiovana
sanity	adala
sans	NO TRANSLATION
santa	Santa
sap	Sap
sapiens	sapiens
sapphire	safira
sappy	sappy
sarcasm	esoeso
sarcastic	maneso
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	sardine
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	fehin-kibo
sashimi	sashimi
sassafras	Sassafras
sassy	sassy
satanic	Satana
satchel	kitapo
sate	NO TRANSLATION
satellite	zanabolana
satin	satin
satire	mpanaraby
satirical	manesoeso
satisfaction	fahafaham-po
satisfactorily	-po
satisfactory	mahafa-po
satisfied	afa-po
satisfy	fahafaham-po
satisfying	mahafa-po
saturate	hamelombelona
saturated	tototry
saturation	saturation
satyr	satyr
sauce	saosy
saucepan	saucepan
saucer	saucer
saucy	saucy
sauerkraut	laisoa nalona
sauna	Sauna
sausage	saosisy
savage	Savage
savagery	savagery
savanna	rakotra bozaka
savannah	Savannah
savant	savant
save	afa-tsy
saver	mpamonjy
saving	fahavaratra
savings	tahiry
savior	mpamonjy
savor	ankasitrahana
savory	hanim-py
savvy	savvy
saw	tsofa
sawdust	sawdust
sawmill	orinasa mpanatsofa hazo
sax	sax
saxophone	saxophone
say	milaza
sayonara	NO TRANSLATION
scab	manako-pery
scabbard	scabbard
scaffold	scaffold
scaffolding	torolalana
scalding	mangotraka
scale	ambaratonga
scales	kirany
scallop	eskalopy
scalp	loha
scalpel	scalpel
scaly	Atỳ
scam	skama
scamp	scamp
scampi	scampi
scan	Notarafina
scandal	tantara ratsy
scandalous	mahamenatra
scanner	scanner
scanty	scanty
scape	scape
scapegoat	Azazela
scar	fahamaimaizana
scarab	firavaka
scarce	zara raha
scarcely	saiky
scarcity	fahampian
scare	Fampitahoran'ny
scarecrow	scarecrow
scared	matahotra
scares	mampatahotra
scarf	fehy
scarier	scarier
scariest	faran'izay nampatahotra indrindra teo
scarlet	mena
scary	mampatahotra
scat	scat
scatter	aelezo
scattered	niparitaka
scattering	fampielezana
scavenger	scavenger
scenario	Tantara
scene	sehatra
scenery	toerana manodidina
scenic	Toerana mahafinaritra
scent	hanitry
scented	manitra
scepter	tehim-panjakana
sceptical	resy lahatra
scepticism	fisalasalana
schadenfreude	schadenfreude
schedule	fandaharam-potoana
schematic	schematic
scheme	tetika
schilling	Schilling
schism	fisarahana
schizophrenia	aretin-tsaina
schizophrenic	schizophrenic
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	manam-pahaizana
scholarly	manam-pahaizana
scholarship	manam-pahaizana
scholastic	pianarana
school	am-pianarana
schoolboy	schoolboy
schoolgirl	schoolgirl
schoolhouse	schoolhouse
schooling	ny fianarana
schoolmaster	mpitaiza
schoolteacher	NO TRANSLATION
schoolwork	enti-mody
schoolyard	schoolyard
schooner	schooner
sciatica	sciatica
science	siansa
scientific	siantifika
scientist	mpahay siansa
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	scintillation
scintillator	scintillator
scion	scion
scissors	hety
scoff	haneso
scold	nibedy
scolding	nibedy
scone	scone
scoop	scoop
scoot	scoot
scooter	scooter
scope	sehatra
scorch	nandoro ny
scorching	mahamay
score	Maty
scoreboard	scoreboard
scorer	scorer
scores	maro
scorn	baraka
scorned	tsinontsinona
scornful	mpaniratsira
scorpion	scorpion
scotch	Scotch
scoundrel	scoundrel
scour	scour
scourge	loza
scout	Scout
scowl	scowl
scrabble	Wikimedia
scram	scram
scramble	scramble
scrambled	Nihazakazaka
scrambler	scrambler
scrambling	scrambling
scrap	tamy
scrapbook	tsoratra
scrape	hofafako hiala
scrapie	scrapie
scraping	fikikisana
scrappy	scrappy
scratch	rangotra, ratra kely
scratchy	hangidihidy
scrawny	scrawny
scream	mikiakiaka
screamer	screamer
screaming	nikiakiaka
screech	mandehandeha amin'ny alina
screen	efijery
screening	projection
screenplay	screenplay
screenwriter	screenwriter
screw	visy
screwball	screwball
screwdriver	screwdriver
screwed	screwed
screwy	screwy
screwyou	NO TRANSLATION
scribble	scribble
scribe	ny mpanora-dalàna
scrimmage	scrimmage
scrip	kitapom-batsy
script	teny
scriptural	soratra masina
scripture	soratra masina
scroll	horonan-taratasy
scrotum	scrotum
scrounge	scrounge
scrounger	scrounger
scrub	kirihitra
scruffy	scruffy
scrumptious	scrumptious
scrupulous	Tsy mihataka
scrutinize	handini-
scrutiny	fanaraha-maso
scuba	scuba
scuff	scuff
scuffle	scuffle
scullery	scullery
sculptor	sokitra
sculpture	sary sokitra
sculptured	sokitra
scum	fahalovan'izao tntolo
scumbag	scumbag
scurry	scurry
scurvy	ny boka
scuttle	scuttle
sea	ranomasina
seaboard	seaboard
seafood	hazan-dranomasina
seagull	ny varevaka
seal	tombo-kase
seals	tombo-kase
seam	seam
seaman	tantsambo
seamless	miray volo
seamstress	mpanjaitra
seaport	seranan-tsambo
sear	sear
search	fikarohana
searching	mitady
searchlight	searchlight
seared	seared
seashore	moron-dranomasina
seasick	seasick
seaside	amoron-dranomasina
season	vanim-potoana
seasonal	vanim-potoana
seasoned	za-draharaha
seasoning	mampahatsiro sakafo
seat	seza
seatbelt	fehin-tseza
seating	seza
seawater	ranomasina
seaweed	ahidrano
sec	seg
secession	fisintahana
secluded	nitokana
seclusion	miantso ny
second	faharoa
second cousin	faharoa zanak'olo-mpiray tam-po
secondary	faharoa
secondhand	efa nampiasaina
secrecy	tsiambaratelo
secret	miafina
secretariat	Sekretaria
secretary	mpitan-tsoratra
secrete	hanafina
secretion	secretion
secretive	miafina
secretly	mangingina
sect	sekta
sectarian	sekta
section	faritra
sectional	sectional
sector	sehatra
secular	tsy ara-pivavahana
secularism	panoheran '
secure	fiarovana
securities	Fiarovana
security	fiarovana
sedan	NO TRANSLATION
sedate	sedate
sedation	fanafody fampitoniana
sedative	sedative
sedentary	mipetrapetraka
sedge	sedge
sediment	antsanga
sedimentary	sedimentary
sedition	fikomiana
seduce	hamitaka
seducer	mpamitaka
seducing	mamitaka
seduction	famitahana
seductive	manintona
see	jereo
seed	voa
seedling	ketsa
seeds	masomboly
seedy	mampaninona ny
seek	mitady
seeker	mpikatsaka
seem	toa
seemingly	toa
seer	mpahita
seesaw	seesaw
seething	anjakan'ny
segment	ampahany
segregate	segregate
segregated	segregated
segregation	fanavakavahana
seismic	horohorontany
seize	sambory
seizure	mihitsy ny handrombaka fahefana
seldom	mahalana
select	mifidy
selection	fifantenana
selective	mifantina
selectman	selectman
selenium	sélénium
self	tena
selfharm	NO TRANSLATION
selfish	tia tena
selfishness	fitiavan-tena
selfless	tia tena
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	mivarotra
seller	mpivarotra
sellout	sellout
seltzer	seltzer
semantics	semantics
semaphore	semaphore
semblance	miendrika
semen	tsirinaina
semester	enim-bolana
semi	manasa
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	seminera
seminary	seminera
semiotics	semiotics
senate	Antenimieran-doholona
senator	Senatera
send	mandefa
sender	sender
senescence	senescence
senile	verivery saina
senior	ambony
seniority	seniority
senor	Señor
senorita	Senorita
sensation	fihetseham-po
sensational	mampitolagaga
sense	hevitra
senseless	tsy misy antony
senses	anglisy
sensibility	tsaina
sensible	manan-tsaina
sensibly	sensibly
sensitive	mora
sensitivity	fahatsapana
sensor	sensor
sensory	vavahadin
sensual	nofo
sensuality	hafalian'ny nofo
sensuous	manaitaitra filana
sentence	didim-pitsarana
sentencing	didim-pitsarana
sentient	sentient
sentiment	fihetseham-po
sentimental	fihetseham-po
sentimentality	fihetseham-po
sentinel	Sentinel
sentry	mpiambina
separable	separable
separate	misaraka
separately	manokana
separation	fisarahana
separatist	mpisintaka
sepia	Sepia
sepsis	sepsis
sept	nov
septic	septic
septum	septum
sequel	tohiny
sequence	filaharana
sequent	sequent
sequestered	sequestered
sequestration	sequestration
serenade	serenade
serendipity	Serendipity
serene	tony
serenity	fahatoniana
sergeant	Sergent
serial	serial
serialize	serialize
series	andian-dahatsoratra
serif	serif
serious	matotra
seriousness	zava-dehibe
sermon	toriteny
serpent	serpent
serpentine	serpentine
serrated	serrated
serum	serum
servant	mpanompo
serve	hanompo
server	mpizara
service	fanompoana
serviceable	tamin'ny fanompoana
servile	manandevo
servitude	fanandevozana
sesame	Sesame
sess	NO TRANSLATION
session	fivoriana
sessions	fivoriana
set	napetraka
setback	nihemotra
sett	NO TRANSLATION
setter	baovao
settle	hanorim-ponenana
settled	nanorim-ponenana
settlement	ponenana
settler	mpiavy
settlor	settlor
setup	hametraka
seven	Fito
seventeen	fito ambin'ny folo
seventh	fahafito
seventy	fito-polo lahy
sever	hanavaka
severable	severable
severally	maromaro mitondra
severance	severance
severe	mafy
severely	mafy
severity	fahasaro-po
sew	manjaitra
sewage	maloto
sewer	sewer
sewerage	sewerage
sewing	manjaitra
sex	firaisana ara-nofo
sexist	sexist
sexual	firaisana ara-nofo
sexuality	ara-pananahana
sexy	Sexy
shabby	shabby
shack	trano bozaka
shackle	shackle
shade	alokaloka
shades	lafiny
shading	shading
shadow	aloka
shadowy	shadowy
shady	lota
shaft	hazo
shag	shag
shaggy	volo
shake	hampihorohoroiko
shakedown	shakedown
shaken	hozongozonina
shaker	Shaker
shaking	mangovitra
shaky	mihozongozona
shall	dia
shallow	marivo
shallows	rano marivo
sham	mahamenatra
shaman	mpanasitrana
shambles	Nitotongana be
shame	mahamenatra
shamed	afa-baraka
shameful	mahamenatra
shameless	mahamenatra
shampoo	shampoo
shanghai	Shanghai
shank	shank
shanty	trano bongo
shape	endrika
shapely	shapely
shard	shard
share	anjara
shareholder	petrabola
sharing	fizarana
shark	antsantsa
sharp	maranitra
sharpen	mandranitra
sharpened	maranitra
sharpener	sharpener
sharpness	fomba henjana
sharpshooter	sharpshooter
shatter	manorotoro
shattered	rava
shattering	hanorotoro
shave	hanaratra
shaver	Shaver
shaving	fiharatana
shawl	shawl
sheaf	amboara
shear	Seara
shears	-boaloboka
sheath	tranony
sheathing	sheathing
shed	nandatsaka
sheen	Sheen
sheep	ondry
sheepdog	sheepdog
sheepish	sheepish
sheer	herintsaina
sheet	lamba
sheik	Sheik
shelf	talantalana
shell	akorandriaka
shellfish	akorandriaka
shelling	daroka baomba
shelter	fialofana
sheltered	fialofana
shelters	fialofana
shelved	shelved
shepherd	mpiandry
sherbet	sherbet
sheriff	mpitandro filaminana
sherry	Sherry
shield	ampinga
shift	fiovàna
shifting	miovaova
shifty	shifty
shilling	shilling
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	Shin
shindig	shindig
shine	hamirapiratra
shiner	shiner
shingle	shingle
shining	mamirapiratra
shiny	mamirapiratra
ship	sambo
shipment	fandefasana
shipping	Fandefasana
shipshape	shipshape
shipwreck	vaky sambo
shipyard	fifehezana
shire	shire
shirt	lobaka
shit	diky
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	Nangorintsina
shivering	horohoro
shoals	Shoals
shock	dona
shocked	tohina
shocker	shocker
shocking	manafintohina
shockingly	Mampalahelo fa nitovy
shoddy	shoddy
shoe	kiraro
shoelace	shoelace
shoemaker	mpanao kiraro
shoes	kiraro
shoeshine	shoeshine
shook	nanozongozona
shoot	mitifitra
shooter	shooter
shooting	fitifirana
shootout	shootout
shop	fivarotana
shopkeeper	mpivarotra
shoplifter	shoplifter
shoplifting	shoplifting
shopper	shopper
shopping	fiantsenana
shore	amoron-dranomasina
shoreline	morontsiraka
shorn	nohetezana
short	fohy
short story	tantara fohy
shortage	tsy fahampian'ny
shortcake	shortcake
shortcoming	fahadisoana
shortcut	hitsin
shorten	hanafohezany
shortening	shortening
shorthand	shorthand
shortly	fotoana fohy
shortness	havitsin'ny
shorts	kilaoty
shortstop	shortstop
shortwave	novakiana
shot	tifitra
shotgun	basy
shoulder	-tsorony
shout	Manaova feo fifaliana
shove	manisy tahamaina
shovel	lapelina
shoveling	lapelina
show	fampisehoana
showbiz	showbiz
showboat	showboat
showcase	seho manokana
showdown	fifandonana
shower	fandroana
showgirl	showgirl
showing	mampiseho
showoff	misehoseho
showroom	showroom
showy	tia sehoseho
shrapnel	fanapoahana
shred	hanamarinana
shrew	shrew
shrewd	mahira-tsaina
shriek	shriek
shrill	shrill
shrimp	makamba
shrine	toerana masina
shrink	hihemotra
shrinking	fihenan'ny
shrivel	shrivel
shroud	rakotra
shrub	mahantra
shrubbery	nandrantsana hazo
shrug	mampiaka-tsoroka
shrunk	shrunk
shrunken	shrunken
shudder	mangovitra
shuddering	tora
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	shuffling
shun	Aza tia
shunned	hohalavirina
shunt	shunt
shut	mihidy
shutdown	hidio
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	mivezivezy
shutup	NO TRANSLATION
shy	saro-kenatra
shyness	menatra
shyster	shyster
sib	NO TRANSLATION
sibling	iray tampo
sic	sento
sick	marary
sickbay	sickbay
sicken	sicken
sickening	Mankaloiloy
sickle	fijinjana
sickly	farofy
sickness	aretina
side	lafiny
sidearm	sidearm
sidebar	sidebar
sideboard	sideboard
sideburns	sideburns
sidecar	sidecar
sidekick	sidekick
sideline	sideline
sideshow	sideshow
sidestep	hanilihana
sidewalk	sisin-dalana
sideways	sideways
sidewinder	sidewinder
siege	fahirano
siesta	siesta
sieve	sivana
sift	hanasivana
sifting	nanasivana
sigh	misento
sight	fahitana
sighting	-bakiteny
sightseeing	hizaha
sigma	sigma
sign	famantarana
signal	famantarana
signature	sonia
significance	heviny
significant	manan-danja
signification	ny heviny avy
signify	mampahafantatra
signpost	Takelaka mpanoro lalana
silence	fahanginana
silencer	silencer
silent	mangina
silently	mangina
silhouette	Silhouette
silicon	silisiôma
silicone	silicone
silk	landy
silken	silken
silky	silky
sill	Sill
silliness	silliness
silly	adaladala
silo	Silo
silt	silt
silver	volafotsy
silverware	silverware
silvery	silvery
similar	similar
similarity	mampitovy
simile	NO TRANSLATION
simmer	madinidinika
simmering	NIHAROMOTRY
simple	tsotra
simples	NO TRANSLATION
simpleton	simpleton
simplicity	tsotra
simplify	manatsotra
simplistic	tsotra
simply	fotsiny
simulate	simulate
simulated	milalao
simulating	simulating
simulation	simulation
simulator	simulator
simultaneous	niara
simultaneously	niara-
sin	NO TRANSLATION
sincere	tso-po
sincerity	fahatsoram-po
sinful	mpanota
sing	mihira
singer	mpihira
singing	fihirana
single	mpitovo
singly	singly
singular	Anarana iombonana
singularity	singularity
singularly	singularly
sinister	Zavaboary Ratsy
sink	hilatsaka
sinker	sinker
sinking	hilentika
sinner	mpanota
sinning	manota
sinus	sinus
sip	sip
siphon	siphon
sipping	sipping
sir	tompoko
sire	sire
siren	siren
sirloin	sirloin
sissy	sain-jaza
sister	rahavavy
sisterhood	mpirahavavy
sit	mipetraka
sitcom	mitohy mampihomehy
site	toerana
sith	sith
sitter	sitter
sitting	nipetraka
situate	monina
situated	toerana
situation	zava-misy
six	enina
sixpence	sixpence
sixteen	enina ambin'ny folo
sixth	fahenina
sixty	enim-polo
sizable	maromaro izay ahitana
size	habe
sizzle	sizzle
ska	NO TRANSLATION
skate	patin
skateboard	skateboard
skater	mpikorisa an-dranomandry
skating	Skating
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	taolana
skeleton	taolana
skeptic	be fisalasalana
skeptical	resy lahatra
skepticism	fisalasalana
sketch	Sketch
sketching	sketching
sketchy	voafetra sy tsy ampy
skewed	skewed
skewer	skewer
ski	Ski
skid	skid
skier	skier
skiff	skiff
skiing	tia manao ski ambony
skijump	NO TRANSLATION
skill	fahaiza-manao
skilled	mahay
skillet	skillet
skillful	mahay
skim	hangalana
skimpy	skimpy
skin	hoditra
skinny	mahia
skip	Mifohaza
skipper	kapiteny
skirmish	niady
skirt	zipo
skirting	skirting
skirts	zipo
skit	skit
skittish	skittish
skull	karan-doha
skunk	Skunk
sky	lanitra
skylight	skylight
skyline	skyline
skyscraper	tranobe
slab	slab
slack	miraviravy
slag	tain-drendrika
slam	Slam
slammer	slammer
slander	fanendrikendrehana
slanderous	mpanendrikendrika
slang	tenin-jatovo
slant	hitongilanan'ny
slap	tehamaina
slash	tavy
slashes	slashes
slate	bato
slates	TAKELA-BATO
slaughter	famonoana
slaughterhouse	slaughterhouse
slaughtering	famonoana
slave	mpanompo
slavery	fanandevozana
slay	hamono
slayer	an'izay nahafaty olona
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	kalesy
sledgehammer	sledgehammer
sleek	tsara tarehy
sleep	matory
sleeper	natory
sleeping	matory
sleepless	natoriana
sleeplessness	tory
sleepover	sleepover
sleepy	te hatory
sleepyhead	sleepyhead
sleet	erka kely
sleeve	hasehonao
sleeveless	tsy misy tanany
sleigh	sleigh
sleight	sleight
slender	manifinify
sleuth	sleuth
slice	silaka
slick	slick
slicker	slicker
slide	tsary
slider	Slider
sliding	sliding
slight	kely
slight anticipation	kely anticipation
slight disgust	kely maharikoriko
slight surprise	kely mahagaga
slight trust	fahatokisana kely
slightly	kely
slightly negative	kely ratsy
slightly positive	kely positif
slim	Slim
slime	fota
slimy	slimy
sling	antsamotady
slingshot	slingshot
slink	slink
slinky	slinky
slip	taratasy kely
slipper	slipper
slippers	kapany
slippery	malama
slit	notapahiny
sliver	amin'ny silaka
slob	slob
slobber	slobber
slogan	teny filamatra
sloop	sloop
slop	NO TRANSLATION
slope	hantsana
sloppy	misavoritaka
slot	slot
sloth	sloth
slouch	slouch
slough	slough
slow	miadana
slowly	tsikelikely
slowness	fahelana
sludge	sludge
slug	slug
slugger	slugger
sluggish	kamo
sluice	sluice
slum	slum
slumber	rendrehana
slump	slump
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	fetsy
smack	smack
small	kely
smaller	kelikely kokoa
smallest	kely indrindra
smallpox	nendra
smart	manan-tsaina
smartass	Matsilo
smarten	smarten
smarty	smarty
smash	hamotipotika
smashed	nopotehiny
smattering	smattering
smear	smear
smell	fofona
smelling	fofona
smelly	maimbo
smelt	smelt
smidgen	smidgen
smile	tsiky
smiled	Nitsiky
smiles	tsiky
smiley	Smiley
smiling	mitsiky
smirk	smirk
smite	mameleza
smith	mpanefy
smithereens	smithereens
smitten	namely
smock	smock
smog	setroka
smoke	setroka
smoker	mpifoka sigara
smokey	smokey
smoking	ny fifohana sigara
smoky	smoky
smoldering	lahin
smooch	smooch
smooth	malama
smoothie	smoothie
smoothly	hampandeha tsara
smoothness	malefaka
smother	takon'ny
smudge	smudge
smug	miraharaha
smuggle	tsokosoko
smuggler	smuggler
smuggling	an-tsokosoko
smut	smut
snack	sakafo maivana
snacks	snacks
snafu	snafu
snag	snag
snags	snags
snail	snail
snake	bibilava
snakes	bibilava
snakeskin	snakeskin
snap	anatn'ny
snapper	Tsivaravara
snappy	snappy
snapshot	Snapshot
snare	fandrika
snarl	snarl
snarling	snarling
snatch	handrombaka
snatcher	snatcher
snazzy	snazzy
sneak	nanakorontana mangingina
sneaker	sneaker
sneakers	Sneakers
sneaking	-tsokosoko
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	sneezing
snicker	snicker
snide	snide
sniff	sniff
snip	snip
snipe	snipe
sniper	sniper
snippet	Fizaha Snippet
snippy	snippy
snitch	snitch
snob	snob
snoop	Snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	snore
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	orony
snow	oram-panala
snowball	snowball
snowboard	Snowboard
snowboarder	mpilalao snowboard
snowday	snowday
snowfall	orampanala
snowflake	Bohabohan'orampanala
snowing	snowing
snowmageddon	snowmageddon
snowman	snowman
snowplow	snowplow
snowstorm	snowstorm
snowy	oram-panala
snub	snub
snubbed	snubbed
snuff	hanimba
snug	Mafana Nefa
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	manapotsitra
soaked	vonton
soaking	hahavonto
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	savony
soapbox	soapbox
soapy	savony
soar	Manidina
soaring	mahatratra
sob	NO TRANSLATION
sober	mahonon-tena
soblessed	NO TRANSLATION
sobriety	fahononan-tena
soc	Soc
soccer	baolina kitra
sociable	hampahasosotra
social	ara-tsosialy
socialanxiety	NO TRANSLATION
socialism	sosialisma
socialist	sosialista
socialite	socialite
socialize	hifanerasera
society	fiaraha-monina
sociology	sosiolojia
sociopath	sociopath
sock	sock
socket	faladiany
sod	nahandro
soda	soda
soda/pop	soda / Pop
sodding	sodding
sodium	ny sodium
sofa	ambony seza
soft	malefaka
softball	softball
soften	nanalefaka
softener	softener
softening	fanalefahana
softly	moramora
softness	malemy ilay manjarano
software	rindrambaiko
soggy	soggy
sohappy	faly be
soil	nofon-tany
soiled	maloto
soiree	SOIREE
sojourn	-tany
solace	fampiononana
solar	masoandro
solarium	solarium
solder	solder
soldering	soldering
soldier	miaramila
sole	irery
solemn	fara-
solicit	mangataka
solicitation	fampanoavana
solicitor	fampanoavana
solid	mafy
solidarity	firaisan-kina
solidification	solidification
solidified	nanamafy
solidify	hihamafy
solidity	hamafy
solitaire	solitaire
solitary	irery
solitude	manirery
solo	Solo
solubility	solubility
soluble	mety levona
solucky	solucky
solution	vahaolana
solve	voavaha
solvency	solvency
solvent	solvent
somad	NO TRANSLATION
somatic	somatic
somber	somber
some anticipation	fanantenana
some disgust	misy maharikoriko
some surprise	mahagaga
some trust	fitokisana
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	somary ratsy
somewhat positive	poana
somuchtodo	NO TRANSLATION
son	zanak'i
sonar	Sonar
sonata	sonata
sonervous	NO TRANSLATION
song	hira
songwriter	mpamoron-kira
sonic	Sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	molaly
soothe	mampitony
soothing	mampitony
sophisticated	fitaovana
sophistication	mampiasa fitaovana arifomba ny
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	mpilalao ody
sorcery	famosaviana
sordid	maloto
sore	mafy
soready	soready
sorely	tokoa
soreness	fanaintainana
sorghum	sorghum
sorority	sorority
sorrow	ny alahelo
sorrowful	alahelo
sorry	miala tsiny
sort	sort
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	manavaka
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	mahafatifaty ery
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	fanahy
soulful	soulful
soulless	soulless
soulmate	soulmate
sound	feo
sounding	maneno
soundness	fahasalamana
soundproof	soundproof
soundtrack	Soundtrack
soup	lasopy
sour	maharikivy
source	loharano
sourpuss	sourpuss
south	atsimo
southbound	southbound
southeast	Atsimo Atsinanana
southern	atsimo
southpaw	southpaw
southwest	atsimo andrefana
souvenir	fahatsiarovana
sovereign	fiandrianany
sovereignty	fiandrianan'i
soviet	sovietika
sow	hamafy
soy	soja
soy sauce	soy sauce
soybean	soybean
spa	Spa
space	toerana
spacecraft	sambon-danitra
spaceman	spaceman
spaceship	mandefa sambon
spacing	Heba
spacious	malalaka
spade	spade
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	nanam
spareribs	spareribs
sparingly	kely
spark	kilalaon'afo
sparkle	Sparkle
sparkling	mamirapiratra
sparkly	sparkly
sparring	Samy te
sparrow	fody
sparse	sparse
spasm	spasm
spastic	spastic
spat	nandrora
spatial	maka sary
spatter	hamafy
spatula	spatula
spawn	spawn
spaz	spaz
speak	miteny
speakeasy	speakeasy
speaker	mpandahateny
speakerphone	telefona aoparilera
speaking	Miteny
spear	lefona
spec	spec
special	manokana
specialist	manam-pahaizana manokana
speciality	manokana
specialize	NO TRANSLATION
specially	manokana
specialty	manokana
specie	NO TRANSLATION
species	karazana
specific	voafaritra tsara
specification	famaritana
specify	mamaritra
specimen	specimen
speck	sombin-kazo eo
speckled	mara
specs	specs
spectacle	fampisehoana
spectacles	fampisehoana
spectacular	mahatalanjona
spectator	mpijery
specter	specter
spectral	spectral
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	karazany
speculate	haminavina
speculation	tombantombana
speculative	tombantombana
speculum	speculum
speech	teny
speechless	moana
speed	hafainganam-pandeha
speedboat	speedboat
speedily	faingana
speeding	haingam-
speedometer	speedometer
speedway	Speedway
speedy	faingana
spell	tsipelina
spellbound	variana
spelling	tsipelina
spencer	Spencer
spend	mandany
spender	spender
spending	fandaniana
spent	lany
sperm	tsirinaina
spew	spew
sphere	sehatra
spherical	boribory
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	zava-manitra
spicy	Masiaka
spider	hala
spiders	hala
spiffy	spiffy
spigot	spigot
spike	lalamby
spiked	spiked
spiky	spiky
spill	ranon
spillin	NO TRANSLATION
spin	kofehy ireny
spinach	epinara
spinal	hazondamosina
spindle	ampela
spine	hazondamosiko
spineless	spineless
spinner	spinner
spinning	kofehy
spinster	spinster
spiny	spiny
spiral	miolakolaka
spire	spire
spirit	fanahy
spirited	panahy
spirits	fanahy
spiritual	ara-panahy
spirituality	ara-panahy
spit	nororana
spite	na dia teo aza
spiteful	spiteful
spitfire	spitfire
spittoon	spittoon
splash	nidaboka
splat	splat
splatter	splatter
spleen	spleen
splendid	kanto
splendor	famirapiratana
splice	splice
spline	spline
splint	splint
splinter	mpisintaka
split	Saraho
splitting	niantsoany
splurge	splurge
spoil	manimba
spoiler	mpandringana
spoiling	mamoy malala
spoils	zavatra nobaboina
spoke	niteny
spoken	bava
spokesman	mpitondra
spokesperson	ny mpitondra tenin'ny
sponge	sponjy
spongy	spongy
sponsor	mpanohana
sponsorship	fanohanana
spontaneity	-tsitrapo
spontaneous	tonga ho azy
spoof	teny vilana
spook	hampahatahotra
spooky	mampihoron-koditra
spool	spool
spoon	lovia kely
spoonful	sotro
sporadic	indraindray ihany
spore	spore
sport	fanatanjahan-tena
sporting	fanatanjahan-tena
sports	fanatanjahan-tena
sports car	fiara fanatanjahantena
sportsman	sportsman
sportsmanship	sportsmanship
sportswriter	sportswriter
sporty	sporty
spot	toerana
spotless	tsy misy pentina
spotlight	tsy ifantohan'ny sain'ireo zatovolahy
spotted	sada
spotter	spotter
spotty	spotty
spousal	ataon'ny vady
spouse	vady
spout	spout
sprain	sprain
sprawl	sprawl
spray	Mitifitra
spread	fielezan'ny
spreader	spreader
spree	spree
spring	lohataona
springtime	lohataona
sprinkle	hafafiny
sprinkler	sprinkler
sprinkling	famafazana
sprint	sprint
sprite	sprite
sprout	tsimoka
spruce	kesika
spud	spud
spunk	spunk
spunky	spunky
spur	maimaika fotsiny
spurious	am-boalohany
spurred	mandrisika
spurt	haingana be
spy	mpitsikilo
squabble	fa miady lava ny
squad	andiana
squadron	squadron
squall	squall
squamous	squamous
squander	mandanilany
square	kianja
squash	voatavo korza
squat	squat
squatter	trano tsizarizary
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
