Word	ca
set	conjunt
setback	revés
sett	NO TRANSLATION
setter	Setter
settle	resoldre
settled	es va establir
settlement	assentament
settler	colons
settlor	settlor
setup	configuració
seven	de set
seventeen	disset anys
seventh	setè
seventy	setanta
sever	sever
severable	separable
severally	de forma separada
severance	separació
severe	severa
severely	severament
severity	gravetat
sew	cosir
sewage	aigües residuals
sewer	clavegueram
sewerage	clavegueram
sewing	costura
sex	sexe
sexist	sexista
sexual	sexual
sexuality	sexualitat
sexy	sexy
shabby	lamentable
shack	barraca
shackle	grillons
shade	ombra
shades	matisos
shading	ombrejat
shadow	ombra
shadowy	ombrívol
shady	ombrejat
shaft	eix
shag	shag
shaggy	Shaggy
shake	sacsejar
shakedown	shakedown
shaken	sacsejat
shaker	agitador
shaking	tremolant
shaky	inestable
shall	haurà
shallow	poc profund
shallows	poc profundes
sham	farsa
shaman	xaman
shambles	ruïnes
shame	vergonya
shamed	avergonyit
shameful	vergonyós
shameless	descarat
shampoo	xampú
shanghai	shanghai
shank	canya
shanty	Shanty
shape	forma
shapely	ben format
shard	fragment
share	Compartir
shareholder	accionista
sharing	compartir
shark	tauró
sharp	agut
sharpen	aguditzar
sharpened	afilat
sharpener	maquineta
sharpness	nitidesa
sharpshooter	tirador de puny
shatter	fer miques
shattered	destrossat
shattering	trencant
shave	afaitar
shaver	afeitadora
shaving	afaitat
shawl	mantó
sheaf	gorra
shear	cisallament
shears	cisalles
sheath	funda
sheathing	revestiment
shed	cobert
sheen	brillantor
sheep	ovelles
sheepdog	gos pastor
sheepish	ombrívol
sheer	pura
sheet	full
sheik	sheik
shelf	prestatge
shell	closca
shellfish	marisc
shelling	bombardeig
shelter	refugi
sheltered	protegit
shelters	refugis
shelved	estanteria
shepherd	pastor
sherbet	sorbet
sheriff	sheriff
sherry	jerez
shield	escut
shift	canvi
shifting	canviant
shifty	mudança
shilling	xílings
shimmer	brillo
shimmering	brillantor
shimmy	shimmy
shin	canyella
shindig	shindig
shine	brillar
shiner	brillantor
shingle	teula
shining	brillant
shiny	brillant
ship	vaixell
shipment	enviament
shipping	Enviament
shipshape	forma de vaixell
shipwreck	naufragi
shipyard	drassana
shire	shire
shirt	samarreta
shit	merda
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	merda
shitless	merda
shitload	shitload
shittest	NO TRANSLATION
shitty	merda
shiver	estremiment
shivering	tremolor
shoals	bancs
shock	xoc
shocked	sorprès
shocker	shocker
shocking	impactant
shockingly	sorprenentment
shoddy	de mala qualitat
shoe	sabata
shoelace	cordó de sabates
shoemaker	sabater
shoes	sabates
shoeshine	neteja de sabates
shook	va sacsejar
shoot	disparar
shooter	tirador
shooting	tirar
shootout	tiroteig
shop	botiga
shopkeeper	comerciant
shoplifter	shoplifter
shoplifting	aixecament de botigues
shopper	comprador
shopping	compres
shore	Riba
shoreline	línia de costa
shorn	apagat
short	curt
short story	història curta
shortage	escassetat
shortcake	shortcake
shortcoming	deficiència
shortcut	drecera
shorten	escurçar
shortening	escurçament
shorthand	taquigrafia
shortly	en breu
shortness	falta
shorts	pantalons curts
shortstop	shortstop
shortwave	ona curta
shot	tir
shotgun	escopeta
shoulder	espatlla
shout	crit
shove	empènyer
shovel	pala
shoveling	paleta
show	espectacle
showbiz	showbiz
showboat	showboat
showcase	aparador
showdown	enfrontament
shower	dutxa
showgirl	showgirl
showing	mostrant
showoff	espectacle
showroom	showroom
showy	cridaner
shrapnel	metralla
shred	trituració
shrew	Shrew
shrewd	astut
shriek	cridar
shrill	estrident
shrimp	gambetes
shrine	santuari
shrink	encongir-se
shrinking	reduint-se
shrivel	Rebuig
shroud	morta
shrub	arbust
shrubbery	arbustos
shrug	ombrejat
shrunk	encongit
shrunken	encongit
shudder	estremiment
shuddering	estremiment
shuffle	barrejar
shuffleboard	pentagrama
shuffling	barallar
shun	rebuig
shunned	rebutjat
shunt	shunt
shut	tancat
shutdown	tancar
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	obturador
shuttle	transbordador
shutup	NO TRANSLATION
shy	tímid
shyness	timidesa
shyster	Shyster
sib	NO TRANSLATION
sibling	germà
sic	sic
sick	malalt
sickbay	malaltia
sicken	fer mal
sickening	malestar
sickle	falç
sickly	malalt
sickness	malaltia
side	costat
sidearm	sidearm
sidebar	barra lateral
sideboard	aparador
sideburns	patilles
sidecar	sidecar
sidekick	sidekick
sideline	línia lateral
sideshow	sideshow
sidestep	desviament
sidewalk	vorera
sideways	de costat
sidewinder	amuntegadora
siege	cèrcol
siesta	migdiada
sieve	tamís
sift	tamisar
sifting	tamisat
sigh	suspiro
sight	mira
sighting	avistament
sightseeing	visites turístiques
sigma	sigma
sign	signe
signal	senyal
signature	signatura
significance	importància
significant	significatiu
signification	significació
signify	signifiquen
signpost	panell de senyalització
silence	silenci
silencer	silenciador
silent	silenciós
silently	silenciosament
silhouette	silueta
silicon	silici
silicone	silicona
silk	seda
silken	silken
silky	sedós
sill	butaca
silliness	estupidesa
silly	tonto
silo	sitja
silt	Llimona
silver	plata
silverware	argenteria
silvery	platejat
similar	similar
similarity	similitud
simile	NO TRANSLATION
simmer	cuinar a foc lent
simmering	escalfament
simple	senzill
simples	NO TRANSLATION
simpleton	simpleton
simplicity	senzillesa
simplify	simplificar
simplistic	simplista
simply	simplement
simulate	simular
simulated	simulat
simulating	simulant
simulation	simulació
simulator	simulador
simultaneous	simultani
simultaneously	simultàniament
sin	NO TRANSLATION
sincere	sincer
sincerity	sinceritat
sinful	pecaminós
sing	cantar
singer	cantant
singing	cantant
single	solter
singly	individualment
singular	singular
singularity	singularitat
singularly	singularment
sinister	sinistre
sink	pica
sinker	enfonsament
sinking	enfonsament
sinner	pecador
sinning	pecar
sinus	sinus
sip	beure
siphon	sifó
sipping	bevent
sir	senyor
sire	senyor
siren	sirena
sirloin	filet
sissy	Sissy
sister	germana
sisterhood	germanor
sit	seure
sitcom	sitcom
site	lloc
sith	sith
sitter	Sitter
sitting	assegut
situate	situar
situated	situat
situation	situació
six	sis
sixpence	sis penes
sixteen	setze
sixth	sisè
sixty	seixanta
sizable	molt important
size	mida
sizzle	xerraça
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	patinador
skating	patinatge
skedaddle	skedaddle
skeet	Skeet
skein	Skein
skeletal	esquelètic
skeleton	esquelet
skeptic	escèptic
skeptical	escèptic
skepticism	Escepticisme
sketch	esbós
sketching	esbós
sketchy	incompleta
skewed	esbiaixat
skewer	pinxo
ski	esquí
skid	skid
skier	esquiador
skiff	skiff
skiing	esquiar
skijump	NO TRANSLATION
skill	habilitat
skilled	expert
skillet	paella
skillful	hàbil
skim	desnatada
skimpy	escàs
skin	pell
skinny	flac
skip	Omet
skipper	patró
skirmish	escaramussa
skirt	faldilla
skirting	vorades
skirts	faldilles
skit	skit
skittish	esquistish
skull	crani
skunk	skunk
sky	cel
skylight	claraboia
skyline	horitzó
skyscraper	gratacels
slab	llosa
slack	fluix
slag	escòria
slam	slam
slammer	slammer
slander	calúmnia
slanderous	calúmnia
slang	argot
slant	inclinat
slap	boig
slash	barra inclinada
slashes	barra inclinada
slate	pissarra
slates	pissarres
slaughter	matança
slaughterhouse	escorxador
slaughtering	matança
slave	esclau
slavery	esclavitud
slay	matar
slayer	assassí
sleaze	esgarrifós
sleazy	Dolça
sled	NO TRANSLATION
sledding	trineu
sledge	trineu
sledgehammer	martell de martell
sleek	pulcre
sleep	dormir
sleeper	dormitoris
sleeping	dorment
sleepless	sense son
sleeplessness	insomni
sleepover	sleepover
sleepy	endormiscat
sleepyhead	somnolència
sleet	escurçó
sleeve	màniga
sleeveless	sense mànigues
sleigh	trineu
sleight	alegria
slender	esvelta
sleuth	esgarrifós
slice	llesca
slick	taca
slicker	més brillant
slide	diapositiva
slider	control lliscant
sliding	lliscant
slight	lleuger
slight anticipation	lleu anticipació
slight disgust	molèstia lleu
slight surprise	lleu sorpresa
slight trust	lleu confiança
slightly	lleugerament
slightly negative	lleugerament negatiu
slightly positive	lleugerament positiva
slim	prim
slime	llot
slimy	baboso
sling	fona
slingshot	slingshot
slink	lliscar
slinky	slinky
slip	escletxa
slipper	sabatilles
slippers	sabatilles
slippery	relliscós
slit	escletxa
sliver	sliver
slob	slob
slobber	slobber
slogan	eslògan
sloop	Sloop
slop	NO TRANSLATION
slope	pendent
sloppy	descuidat
slot	tragamonedas
sloth	mandros
slouch	slouch
slough	Slough
slow	lent
slowly	lentament
slowness	lentitud
sludge	fangs
slug	escletxa
slugger	bressol
sluggish	lenta
sluice	resclosa
slum	barri baix
slumber	somni
slump	caure
slur	boig
slurp	slurp
slush	boig
slut	puta
slutty	puta
sly	astut
smack	cop
small	petit
smaller	més petit
smallest	el més petit
smallpox	viruela
smart	intel·ligent
smartass	espavilat
smarten	smarten
smarty	intel·ligent
smash	aixafar
smashed	esmicolat
smattering	sorollós
smear	tacar
smell	olor
smelling	olorant
smelly	dolorós
smelt	olor
smidgen	smidgen
smile	somriure
smiled	somreia
smiles	somriu
smiley	somrient
smiling	somrient
smirk	somriure
smite	ferit
smith	Smith
smithereens	smithereens
smitten	ferit
smock	fumar
smog	smog
smoke	fum
smoker	fumador
smokey	fumat
smoking	fumar
smoky	fumat
smoldering	ardorós
smooch	fregar
smooth	llis
smoothie	batut
smoothly	sense problemes
smoothness	suavitat
smother	sofriment
smudge	manchú
smug	presumible
smuggle	contraban
smuggler	contrabandista
smuggling	contraban
smut	smut
snack	berenar
snacks	aperitius
snafu	snafu
snag	atropellament
snags	snags
snail	cargol
snake	serp
snakes	serps
snakeskin	pell de serp
snap	snap
snapper	snapper
snappy	àgil
snapshot	instantània
snare	trampa
snarl	ronca
snarling	roncant
snatch	arrebat
snatcher	snatcher
snazzy	snazzy
sneak	colar-se
sneaker	sabatilles d'esport
sneakers	sabatilles d'esport
sneaking	furtivament
sneaky	furtiu
sneer	espiar-se
sneeze	esternudar
sneezing	esternuts
snicker	snicker
snide	snide
sniff	olorar
snip	snip
snipe	becada
sniper	franctirador
snippet	fragment
snippy	Snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	posposar
snore	ronca
snorkel	snorkel
snort	copsar
snot	moc
snotty	snotty
snout	musell
snow	neu
snowball	bola de neu
snowboard	surf de neu
snowboarder	snowboarder
snowday	snowday
snowfall	nevades
snowflake	floc de neu
snowing	nevant
snowmageddon	snowmageddon
snowman	ninot de neu
snowplow	llevaneus
snowstorm	tempesta de neu
snowy	nevat
snub	desenfrenat
snubbed	esbiaixat
snuff	tabac
snug	còmode
snuggle	snuggle
snuggled	arreglat
snuggles	snuggles
snuggling	barrejar-se
soak	remullar
soaked	mullat
soaking	remull
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sabó
soapbox	soapbox
soapy	sabó
soar	es dispara
soaring	augmentant
sob	NO TRANSLATION
sober	sobri
soblessed	NO TRANSLATION
sobriety	sobrietat
soc	soc
soccer	futbol
sociable	sociable
social	social
socialanxiety	NO TRANSLATION
socialism	socialisme
socialist	socialista
socialite	socialite
socialize	socialitzar
society	societat
sociology	sociologia
sociopath	sociòpata
sock	mitjó
socket	endoll
sod	Sodi
soda	refresc
soda/pop	gasosa
sodding	raspallat
sodium	sodi
sofa	sofà
soft	suau
softball	softball
soften	suavitzar
softener	suavitzant
softening	suavitzant
softly	suaument
softness	suavitat
software	programari
soggy	embuatat
sohappy	tan feliç
soil	sòl
soiled	embrutit
soiree	soiree
sojourn	estada
solace	consol
solar	solar
solarium	solàrium
solder	soldadura
soldering	soldadura
soldier	soldat
sole	sola
solemn	solemne
solicit	sol·licitar
solicitation	sol·licitud
solicitor	advocat
solid	sòlid
solidarity	solidaritat
solidification	solidificació
solidified	solidificat
solidify	solidificar
solidity	solidesa
solitaire	solitari
solitary	solitari
solitude	solitud
solo	sol
solubility	solubilitat
soluble	soluble
solucky	força afortunat
solution	solució
solve	resoldre
solvency	solvència
solvent	dissolvent
somad	NO TRANSLATION
somatic	somàtic
somber	sombre
some anticipation	una mica d'anticipació
some disgust	una mica de disgust
some surprise	una mica de sorpresa
some trust	una mica de confiança
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	una mica negatiu
somewhat positive	una mica positiu
somuchtodo	NO TRANSLATION
son	fill
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	cançó
songwriter	compositor
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonor
soot	sutge
soothe	calmar
soothing	calmant
sophisticated	sofisticat
sophistication	sofisticació
sophomore	estudiant de segon any
sopissed	NO TRANSLATION
soppy	Soppy
soprano	soprano
sorcerer	bruixot
sorcery	hechicería
sordid	sòrdid
sore	Dolor
soready	dolorós
sorely	sorely
soreness	dolor
sorghum	sorgo
sorority	germanor
sorrow	pena
sorrowful	trist
sorry	ho sento
sort	ordenar
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	classificació
sos	NO TRANSLATION
soscared	esmolada
soscary	molt terrorífic
soslow	molt lent
sostressed	NO TRANSLATION
sosweet	molt dolç
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ànima
soulful	amb ànima
soulless	sense ànima
soulmate	ànima bessona
sound	so
sounding	sonant
soundness	solidesa
soundproof	a prova de so
soundtrack	banda sonora
soup	sopa
sour	àcid
source	font
sourpuss	sourpuss
south	sud
southbound	cap al sud
southeast	sud-est
southern	meridional
southpaw	southpaw
southwest	sud-oest
souvenir	record
sovereign	sobirà
sovereignty	sobirania
soviet	soviet
sow	sembrar
soy	soja
soy sauce	salsa de soja
soybean	soia
spa	spa
space	espai
spacecraft	nau espacial
spaceman	astronauta
spaceship	nau espacial
spacing	espaiat
spacious	espaiós
spade	pala
spaghetti	espaguetis
spam	correu brossa
spammers	Spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	assotar
spanking	spanking
spar	spar
spare	recanvi
spareribs	costelles
sparingly	amb moderació
spark	espurna
sparkle	espurna
sparkling	escumós
sparkly	brillant
sparring	sparring
sparrow	pardal
sparse	escàs
spasm	espasme
spastic	espàstic
spat	escopir
spatial	espacial
spatter	salpicadures
spatula	espàtula
spawn	genera
spaz	Spaz
speak	parlar
speakeasy	Speakeasy
speaker	parlant
speakerphone	altaveu
speaking	parlant
spear	llança
spec	especificacions
special	especial
specialist	especialista
speciality	especialitat
specialize	NO TRANSLATION
specially	especialment
specialty	especialitat
specie	NO TRANSLATION
species	espècie
specific	específic
specification	especificació
specify	especificar
specimen	espècimen
speck	mota
speckled	picat
specs	especificacions
spectacle	espectacle
spectacles	espectacles
spectacular	espectacular
spectator	espectador
specter	espectre
spectral	espectral
spectrometer	espectròmetre
spectrophotometer	espectrofotòmetre
spectroscopy	espectroscòpia
spectrum	espectre
speculate	especulen
speculation	especulacions
speculative	especulatiu
speculum	especulum
speech	discurs
speechless	mut
speed	velocitat
speedboat	llanxa ràpida
speedily	ràpidament
speeding	acceleració
speedometer	velocímetre
speedway	velocitat
speedy	ràpid
spell	encanteri
spellbound	embruixat
spelling	ortografia
spencer	spencer
spend	Gastar
spender	Spender
spending	despesa
spent	gastat
sperm	esperma
spew	saltar
sphere	esfera
spherical	esfèric
sphincter	esfínter
sphinx	esfinx
spic	spic
spice	espècia
spicy	picant
spider	aranya
spiders	aranyes
spiffy	Spiffy
spigot	espiga
spike	Espiga
spiked	picada
spiky	picant
spill	vessament
spillin	NO TRANSLATION
spin	girar
spinach	espinacs
spinal	espinal
spindle	eix
spine	columna vertebral
spineless	sense espines
spinner	Spinner
spinning	girant
spinster	spinster
spiny	espinós
spiral	espiral
spire	spire
spirit	esperit
spirited	esperit
spirits	esperits
spiritual	espiritual
spirituality	espiritualitat
spit	Escopir
spite	malgrat tot
spiteful	lamentable
spitfire	Spitfire
spittoon	escopeta
splash	esquitxades
splat	splat
splatter	salpicadures
spleen	melsa
splendid	esplèndida
splendor	esplendor
splice	empalmament
spline	spline
splint	fèrula
splinter	astilla
split	dividir
splitting	dividint
splurge	derroche
spoil	espatllar
spoiler	spoiler
spoiling	estropejar
spoils	botí
spoke	parlava
spoken	parlat
spokesman	portaveu
spokesperson	portaveu
sponge	esponja
spongy	esponjós
sponsor	patrocinador
sponsorship	patrocini
spontaneity	espontaneïtat
spontaneous	espontani
spoof	parodia
spook	espectacle
spooky	fantasmal
spool	carrete
spoon	cullera
spoonful	cullerada
sporadic	esporàdic
spore	espores
sport	esportiu
sporting	esportiu
sports	Esports
sports car	cotxe esportiu
sportsman	esportista
sportsmanship	esportivitat
sportswriter	Escriptor esportiu
sporty	esportiu
spot	lloc
spotless	impecable
spotlight	focus
spotted	tacat
spotter	observador
spotty	irregular
spousal	cònjuge
spouse	cònjuge
spout	buit
sprain	esquinç
sprawl	expansió
spray	spray
spread	difusió
spreader	Esparcidor
spree	festa
spring	primavera
springtime	primavera
sprinkle	espolvorear
sprinkler	aspersor
sprinkling	aspersió
sprint	esprint
sprite	Sprite
sprout	germinar
spruce	avet
spud	Spud
spunk	Spunk
spunky	picant
spur	impuls
spurious	espurio
spurred	esperonat
spurt	Spurt
spy	espia
squabble	lluita
squad	esquadró
squadron	esquadró
squall	esclat
squamous	escamós
squander	desperdiciar
square	quadrat
squash	Carabasseta
squat	squat
squatter	ocupat
squaw	aixafar
squawk	aixafar
squeak	esclava
squeaky	esgarrifós
squeal	chillido
squealer	picador
squeamish	sensual
squeeze	esprémer
squeezing	estrenyent
squelch	estripar
squid	calamar
squint	escuálida
squire	escuder
squirm	calmar
squirrel	esquirol
squirt	escletxa
squish	aixafar
squishy	estúpid
stab	apunyalar
stabbed	apunyalat
stability	estabilitat
stabilize	estabilitzar
stabilizer	estabilitzador
stable	estable
staccato	staccato
stack	pila
stadium	estadi
staff	personal
stag	cérvol
stage	etapa
stagecoach	diligència
stagehand	escènic a mà
stagger	escalonar
staggering	sorprenent
stagnant	estancat
stagnation	estancament
staid	staid
stain	taca
stained	tacat
stainless	inoxidable
stair	escala
staircase	escala
stairs	escales
stairway	escala
stairwell	escala
stake	participació
stakeout	posada en pràctica
stale	obsolet
stalemate	estancament
stalk	tija
stalker	acosador
stall	parada
stallion	semental
stalls	parades
stalwart	Stalwart
stamina	resistència
stamp	segell
stampede	allau
stance	postura
stand	estand
standard	estàndard
standardize	estandarditzar
standardized	estandarditzat
standby	en espera
standing	dempeus
standoff	estancament
standpoint	punt de vista
standstill	parada
standup	Aixeca't
stanza	estrofa
staph	staph
staple	grapa
stapler	grapadora
star	estrella
star fruit	fruita estrella
starboard	estribor
starch	midó
stardom	estrellato
stardust	Stardust
stare	mirar
starfish	estrelles de mar
stargazing	observació d'estels
staring	mirant
stark	crua
starlet	estrella
starlight	llum de les estrelles
starling	estornell
starry	estreny
stars	estrelles
starship	nau espacial
start	començar
starter	iniciador
startle	sorpresa
startled	sorprès
startling	sorprenent
starvation	fam
starve	passar de fam
starved	moren de fam
starving	morint de fam
stash	esborrar
stat	stat
state	estat
stately	senyorial
statement	declaració
stateroom	camarote
stateside	stateside
statesman	estadista
static	estàtic
staticky	NO TRANSLATION
statics	estàtica
station	estació
stationary	estacionari
stationery	papereria
statistic	estadística
statistical	estadístic
statistician	estadístic
stator	estator
statuary	estatuaria
statue	estàtua
statuette	estatueta
stature	estatura
status	estat
statute	estatut
statutory	estatutari
staunch	ferm
stave	stave
stay	quedar-se
stayaway	NO TRANSLATION
stayed	es va quedar
stays	es queda
stead	lloc
steadfast	ferma
steady	constant
steak	bistec
steakhouse	barbacoa
steal	robar
stealing	robatori
stealth	sigil
stealthily	furtivament
stealthy	sigil
steam	vapor
steamboat	vaixell de vapor
steamer	vapor
steaming	escalfant
steamroller	piconadora
steamship	vaixell de vapor
steamy	Steamy
steel	acer
steep	empinat
steeple	campanar
steer	dirigir
steering	direcció
stellar	estel·lar
stem	tija
stench	pudent
stencil	estencil
stenographer	estenògraf
step	pas
stepdaughter	fillastra
stepfather	padrastre
stepmother	madrastra
steppe	estepa
steps	passos
stepson	fillastre
stereo	estèreo
stereoscopic	estereoscòpic
stereotype	estereotip
stereotyped	estereotipat
sterile	estèril
sterility	esterilitat
sterilize	esterilitzar
sterling	esterlina
stern	popa
sternum	esternó
steroid	esteroides
stethoscope	estetoscopi
stew	guisat
steward	majordom
stewardess	hostessa
stewardship	administració
stfu	stfu
stick	enganxat
sticker	adhesiu
sticking	enganxant
stickler	adhesiu
stickup	donar la cara per
sticky	enganxós
stiff	rígid
stiffen	estirar
stiffness	rigidesa
stifle	sofocar
stifled	sofocada
stifling	sofocant
stigma	estigma
stile	NO TRANSLATION
stiletto	estilete
stillbirth	mortalitat materna
stillborn	nascut mort
stillness	quietud
stillwaiting	segueix esperant
stilts	xanques
stimulant	estimulant
stimulate	estimular
stimulating	estimulant
stimulation	estimulació
stimulus	estímul
sting	picada
stinger	Stinger
stinging	picada
stingy	taca
stink	pudor
stinker	apestant
stinking	apestant
stinky	apestat
stint	Stint
stipend	estipendio
stipulate	estipular
stipulation	estipulació
stir	remoure
stirring	remenant
stitch	puntada
stitching	costura
stock	estoc
stockade	estacada
stockbroker	corredor de borsa
stockholder	accionista
stocking	estoc
stockings	mitges
stockpile	emmagatzematge
stockroom	sala d'estoc
stocks	existències
stoic	estoic
stole	va robar
stolen	robat
stomach	estómac
stomachache	mal de panxa
stomp	pateix
stomped	estroncat
stone	pedra
stoned	apedrejat
stonewall	paret de pedra
stoneware	gres
stony	pedregós
stooge	Stooge
stool	tamboret
stools	tamborets
stoop	ajupir-se
stoopid	estopí
stop	aturar
stopover	parada
stoppage	atur
stopper	tap
stopping	aturant
stopwatch	cronòmetre
storage	emmagatzematge
store	botiga
storefront	davant de l'aparador
storehouse	magatzem
storeroom	magatzem
storing	emmagatzematge
storm	tempesta
storming	tempestat
stormy	tempestuós
story	història
storybook	llibre de contes
storyteller	narrador
storytelling	narració de contes
stound	estret
stout	molt fort
stove	estufa
stow	stow
stowaway	stowaway
straddle	a cavall
straight	recte
straighten	redreçar
straightforward	senzill
straightway	de seguida
strain	tensió
strained	tensió
strait	estret
straitjacket	camisa de força
straits	estret
strand	cadena
stranded	atrapat
strange	estrany
stranger	desconegut
strangle	estrangular
strangulation	estrangulament
strap	corretja
strapless	sense corretja
strapping	fleixat
strata	estrats
strategic	estratègic
strategist	estrateg
strategy	estratègia
stratification	estratificació
stratosphere	estratosfera
stratum	estrat
stratus	estrat
straw	palla
strawberry	maduixa
stray	perdut
streak	ratxa
streaked	ratllat
stream	corrent
streamer	corredissa
streaming	transmissió
streamline	racionalitzar
street	carrer
streetcar	tramvia
streetlight	llum del carrer
strength	força
strengthen	enfortir
strengthening	enfortiment
strenuous	vigorós
strep	strep
stress	estrès
stressed	va destacar
stresses	accentua
stressfree	NO TRANSLATION
stressful	estressant
stressin	NO TRANSLATION
stressing	fent èmfasi
stressrelief	NO TRANSLATION
stretch	estirar
stretcher	llitera
stricken	afectat
strict	estricte
stride	passió
strife	lluita
strike	colpejar
strikeout	ratllar
striker	davanter
striking	sorprenent
strikingly	sorprenentment
string	cadena
strings	cordes
stringy	cordial
strip	tira
stripe	franja
striped	a ratlles
stripped	despullat
stripper	stripper
striptease	striptease
strive	esforçar-se
strobe	estroboscòpic
stroke	accident cerebrovascular
stroll	passejar
stroller	cotxet
strolling	passejant
strong	fort
stronghold	fortalesa
strongly	fortament
structural	estructural
structure	estructura
strudel	strudel
struggle	lluita
strut	puntal
stub	capçalera
stubbed	trepitjat
stubble	rostoll
stubborn	obstinat
stubbornness	obstinació
stubby	rechoncho
stucco	estuc
stuck	enganxat
stuckup	NO TRANSLATION
stud	stud
studded	adornat
student	estudiant
studied	estudiat
studio	estudi
study	estudiar
stuff	coses
stuffed animal	animal de peluix
stuffing	farcit
stuffy	congestionada
stumble	ensopegar
stump	tocón
stumped	estancat
stun	atordiment
stunned	atordit
stunner	atordidor
stunning	impressionant
stunt	truc
stunted	atordit
stuntman	picador
stupefaction	estupefacció
stupefy	estupefacte
stupendous	estupend
stupid	estúpid
stupidity	estupidesa
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	estupor
sturdy	resistent
sturgeon	esturió
stutter	tartamudeja
sty	estil
style	estil
styling	estilisme
stylish	elegant
stylist	estilista
suave	suau
sub	sub
subatomic	subatòmic
subcommittee	subcomitè
subconscious	subconscient
subcutaneous	subcutani
subdivide	subdividir
subdivision	subdivisió
subduction	subducció
subdue	sotmetre
subdued	submergit
subdural	subdural
subito	NO TRANSLATION
subject	assignatura
subjected	sotmès
subjection	subjecció
subjective	subjectiu
subjugation	submissió
sublet	sublet
sublevel	sublevel
sublimation	sublimació
sublime	sublim
subliminal	subliminal
submarine	submarí
submerge	submergir-se
submerged	submergit
submersible	submergible
submission	enviament
submissive	sotmès
submit	Presentar
submitting	enviant
subordinate	subordinat
subordination	subordinació
subplot	subtrama
subpoena	citació
subscribe	subscriure's
subscriber	subscriptor
subscription	subscripció
subsequence	Subseqüència
subsequent	posterior
subsequently	posteriorment
subservient	subordinat
subset	subconjunt
subside	baixar
subsidence	subsidència
subsidiary	filial
subsidize	subvencionar
subsidy	subsidi
subsist	subsisteix
subsistence	subsistència
subsoil	subsòl
subspace	subspace
substance	substància
substandard	baixa qualitat
substantial	substancial
substantially	substancialment
substantiate	substantiar
substantive	substantiu
substation	subestació
substitute	substitut
substituted	substituït
substitution	substitució
substructure	subestructura
subterranean	subterrani
subtext	subtext
subtitle	subtítol
subtle	subtil
subtlety	subtilesa
subtract	sostreure
subtraction	resta
subtype	subtipus
suburb	suburbi
suburban	suburbana
suburbia	suburbis
suburbs	afores
subversion	subversió
subversive	subversiu
subvert	subvertir
subway	metro
succeed	triomfar
succeeding	triomfant
success	èxit
successful	reeixit
succession	successió
successive	successiu
successor	successor
succinct	succinct
succubus	succubus
succulent	suculent
succumb	sucumbir
suck	xuclar
sucker	aixovador
sucking	xuclar
suckling	alletant
sucks	xucla
suction	succió
sudden	de sobte
suddenly	de sobte
suds	suds
sue	demandar
suede	camussa
suffer	pateix
sufferer	malalt
suffering	patiment
suffice	n'hi ha prou
sufficiency	suficiència
sufficient	suficient
sufficiently	prou
suffix	sufix
suffocate	asfixiarse
suffocating	asfixiant
suffocation	asfíxia
sugar	sucre
suggest	suggerir
suggestion	suggeriment
suggestive	suggerent
suicidal	suïcida
suicide	suïcidi
suicidebombing	NO TRANSLATION
suit	vestit
suitable	adequat
suitcase	maleta
suite	suite
suitor	pretendent
sulfate	sulfat
sulfur	sofre
sulk	emmurriar-se
sullen	indignat
sully	Sully
sulphur	sofre
sultan	sultà
sultry	sensual
sum	suma
summarily	sumariamente
summarize	resumir
summary	resum
summation	resum
summer	estiu
summerhouse	casa d'estiu
summertime	estiu
summit	cimera
summon	convocar
summons	convocatòria
sumo	sumo
sump	cisterna
sumptuous	sumptuós
sun	sol
sunbeam	raig de sol
sunburn	les cremades solars
sundae	sundae
sunday	diumenge
sundial	rellotge de sol
sundown	dia de sol
sundry	Diverses
sunflower	gira-sol
sunglass	ulleres de sol
sunglasses	ulleres de sol
sunk	enfonsat
sunken	enfonsat
sunless	sense sol
sunlight	llum del sol
sunny	assolellat
sunrise	alba
sunroof	Teulada de te
sunscreen	protector solar
sunset	capvespre
sunshine	sol
suntan	bronzejat
sunup	sunup
sup	sup
super	super
superannuation	supernatural
superb	excel·lent
superficial	superficial
superfluous	superflu
superhero	superheroi
superhuman	superhumà
superimposed	superposada
superintendent	superintendent
superior	superior
superiority	superioritat
superlative	superlatiu
superman	superman
supermarket	supermercat
supermodel	supermodelo
supernatant	sobrenedant
supernatural	sobrenatural
supernova	supernova
superposition	superposició
superpower	superpoder
supersede	reemplaça
superstar	superestrella
superstition	superstició
superstitious	supersticiosos
superstore	supermercat
supervise	supervisar
supervision	supervisió
supervisor	supervisor
