Word	ht
resembling	fè l sanble souvan
resent	rayi
resentful	resantful
resentment	resantiman
reservation	rezèvasyon
reserve	rezève
reserved	rezève
reserves	rezèv
reservoir	rezèvwa
reset	Reyajiste
reside	viv
residence	rezidans
residences	kay
residency	rezidans
resident	rezidan
residential	rezidansyèl
residual	rezidyèl
residue	rezidi
resign	bay demisyon
resignation	demisyon
resigned	demisyon
resilience	detèminasyon
resilient	rezistan
resin	résine
resist	reziste
resistance	rezistans
resistant	rezistan
resisting	reziste kont
resistive	reziste
resolute	rezoud
resolutely	detèmine
resolution	rezolisyon
resolve	rezoud
resolved	rezoud
resonance	sonorite
resonant	sonan
resonate	sonje
resonator	resonator
resort	resort
resounding	reyaji
resource	resous
resourceful	resous
resources	resous yo
respect	respè
respectability	respekabilite
respectable	respektab
respected	respekte
respectful	respekte
respecting	respekte
respective	respektif
respects	respekte
respiration	respirasyon
respirator	respiratè
respiratory	respiratwa
respite	relite
resplendent	resplendent
respond	reponn
respondent	repondan
response	repons
responsibility	responsablite
responsible	responsab
responsive	reponn
rest	repo
restart	rekòmanse
restaurant	restoran
rested	repoze
restful	trankil
restitution	restitisyon
restless	M'enerve
restlessness	ajitasyon
restock	restock
restoration	restorasyon
restorative	restorative
restore	retabli
restored	retabli
restoring	retabli
restrain	kenbe
restrained	sispann
restraining	tretman
restraint	kontrent
restrict	limite
restricted	limite
restriction	restriksyon
restrictive	restriksyon
restroom	twalèt
result	rezilta
resultant	rezilta
resume	rezime
resumption	reouvè
resurrect	resisite
resurrection	rezirèksyon
resuscitate	resisite
resuscitation	reanimasyon
retail	detay
retailer	magazen
retain	kenbe
retainer	koupè
retaining	kenbe
retake	retake
retaliate	Vanjans
retaliation	Vanjans
retaliatory	Vanjans
retard	retade
retardation	reta
retarded	retade
retards	retade
retention	retansyon
retentive	retentif
rethink	repanse
reticent	retisan
retina	retin
retinal	retin
retire	retire li
retired	retrete
retirement	retrèt
retiring	retiran
retold	retold
retort	retòt
retrace	retrè
retract	rantre
retraction	retraksyon
retractor	retraktor
retreat	retrè
retrenchment	retrenchman
retrial	retrè
retribution	pinisyon
retrieval	Rekipere
retrieve	rekipere
retriever	retriever
retro	retro
retroactive	retwoaktif
retrograde	retrograde
retrospect	retrospective
retrospective	retrospektiv
retrospectively	retrospective
return	retounen
reunion	reunion
reunite	reyini
reunited	reyini
rev	rev
reveal	revele
revel	revel
revelation	revelasyon
revelations	revelasyon
revels	revels
revenge	revanj
revenue	revni
reverberation	reverberasyon
revere	revere
reverence	reverans
reverend	Reveran
reverent	reveran
reverie	Reverie
reversal	anilasyon
reverse	ranvèse
reversion	Reversion
revert	retounen
reverting	retounen
review	revizyon
reviewer	revizyon
revise	revize
revision	revizyon
revisit	revize
revival	renesans
revive	reviv
revocation	revokasyon
revoke	revoke
revolt	revòlt
revolting	revòlt
revolution	revolisyon
revolutionary	revolisyonè
revolutionize	revolusyone
revolve	revolve
revolver	revòlvè
revolving	revolvè
revue	revue
revulsion	revòlt
revving	revving
reward	rekonpans
rewarding	rekonpanse
rewind	retounen
rewire	rewire
rewrite	reyekri
rhapsody	rapsody
rhetoric	diskou
rhetorical	diskou
rheumatism	rimatism
rhinestone	pyerri
rhino	rhino
rhinoceros	Rinoseròs
rhubarb	Rubarb
rhyme	rime
rhyming	rime
rhythm	ritm
rhythmic	ritmik
rhythmical	ritmik
rib	kib
ribbed	riban
ribbon	riban
rice	diri
rich	rich
riches	richès
richness	richès
rick	rick
rickety	rickety
rickshaw	rickshaw
ricochet	rikoch
rid	debarase m
riddance	riddance
riddle	kont
riddled	riddled
ride	woulib
rider	kavalye
ridge	Ridge
ridicule	betiz
ridiculed	ridikil
ridiculous	ridikil
riding	monte
rife	ri
riff	Reef
riffraff	rifraff
rifle	fizi
rifleman	rifleman
rifles	fizi
rift	rift
rig	mare
rigged	truke
rigging	manipilasyon
right	dwa
righteous	mache dwat devan Bondye
righteousness	dwat devan Bondye
rightful	lejitim
rightly	rezon
righty	dwat
rigid	rijid
rigidity	frigidité
rigor	difikilte
rigorous	solid
rim	rim
rind	kriye
ring	bag
ringer	sonwa
ringing	sonnen
ringleader	lidè
ringmaster	Ringmaster
ringside	Ranje
rink	pist
rinse	rense
riot	revòlt
rioting	revòlt
riotous	ri
riots	revòlt
rip	rip
riparian	Materyèl
ripe	mi
ripen	moulen
ripening	matrité
ripper	riper
ripple	tranch
rippling	kavalye
rise	monte
rising	k ap monte
risk	risk
risky	ki riske
risotto	Risotto
rite	rite
ritual	seremoni
ritualistic	ritualist
rival	rival li
rivalry	rivalite
river	rivyè
riverbank	Riverbank
riverbed	rivyè
riverboat	rivyè
rivet	rivet
riveted	riveted
riveting	fiks
roach	roach
road	wout
roadblock	wout
roadhouse	chofè
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	Roadrunner
roads	wout yo
roadside	bò wout la
roadster	Roadster
roadtrip	wout
roadway	wout
roadworks	wout
roam	Roaming
roar	gwonde
roaring	Roaring
roast	boukannen
roasted	griye
rob	volè
robber	vòlè
robbery	vòlè
robe	rad
robin	robin
robot	robo
robotic	Robotics
robotics	robotics
robust	gaya
roc	rok
rock	wòch
rocker	rokeur
rocket	fize
rocks	wòch
rod	baton
rodent	rat
rodeo	rodeo
roe	kabrit
rogue	vakabon
role	wòl
roll	woule
roller	roulo
rollercoaster	rus
rollers	woulèt
rollicking	woule
rolling	woule
roman	roman
romance	romans
romantic	amoure
romanticism	romantizm
romp	fatra
roof	do-kay
rooftop	twa
rook	rook
rookie	rookie
room	chanm
roomful	sal
roommate	kolokasyon
rooms	chanm
roomy	gran
roost	kòk
rooster	kòk
root	rasin
root beer	byè rasin
rooted	rasin
rope	kòd
ropes	kòd
rosary	kolye
rose	woz
rosemary	Rosemary
rosette	rozèt
roster	lis
rosy	rosy
rot	pouri
rota	rota
rotary	Rotary
rotate	Thorne
rotation	wotasyon
rote	red
rotor	rotor
rotten	pouri
rotting	pouri
rotunda	rotunda
rouge	rouj
rough	ki graj
roughly	apeprè
roughneck	tranblemanntè
roughness	brutality
roulette	kazino
round	wonn
roundabout	wotasyon
rounded	awondi
roundup	Rasanbleman
rouse	rouse
rouser	rouser
rousing	vibran
rout	wout
route	wout
routine	woutin
rove	rove
rover	rover
roving	roving
row	ranje
rowboat	koulwa
rowdy	vwayou
rowing	rowing
royal	wayal
royalty	wayote
rub	fwote
rubber	kawotchou
rubbers	kawotchou
rubbing	fwote
rubbish	fatra
rubble	debri
rubdown	rubdown
rubric	ribrik
ruby	Ruby
ruckus	Ruckus
rudder	rudder
ruddy	ruddy
rude	grosye
rudeness	malonnèt
rudimentary	rudimentaire
rudiments	konsèy
rue	rue
rueful	wont
ruff	ruff
ruffian	Ruffian
ruffle	rofl
rug	tapi
rugby	Rugbi
rugged	rezistan
ruin	ruine
ruination	rwin
ruined	pèdi tou
ruinous	kraze
ruins	kraze
rule	règ
ruler	chèf
ruling	desizyon
rum	wonm
rumba	rumba
rumble	rumble
rummage	rummage
rumor	rimè
rumored	rimè
rump	fann
rumpus	rumpus
run	kouri
runaround	runaround
runaway	sove
rundown	fatige
runes	kouri
rung	kouri
runner	kourè
running	kouri
running shoes	kouri soulye
runny	koule
runt	NO TRANSLATION
runway	pist
rupture	kraze
rural	riral
ruse	NO TRANSLATION
rush	prese
rushing	bri
rust	rouye
rusted	rusted
rustic	Rustic
rustle	woule
rustler	rustler
rusty	wouye
rut	rut
ruth	Rit
ruthless	san pitye
rye	Rye
sabbatical	sabbatical
saber	NO TRANSLATION
sable	sable
sabotage	sabotaj
saboteur	saboteur
sac	sak
sack	sak
sacrament	Sentsèn
sacred	sakre
sacrifice	sakrifis
sacrifices	sakrifis
sacrificial	sakrifis
sacrilege	sakrifye
sacrilegious	sakrilye
sad	tris
sadday	NO TRANSLATION
saddens	saddens
saddle	aparèy
sadist	sadist
sadistic	sadik
sadly	Malerezman
sadness	tristès
safari	safari
safe	san danje
safeguard	pwoteje
safekeeping	konsève
safety	sekirite
saffron	safran
sag	Sag
saga	lejand
sage	maj
saggy	saggy
sail	vwal
sailboat	vwalye
sailing	navige
sailor	maren
saint	saint
sainted	sainted
saintly	saintly
sake	poutèt
salad	sòs salad
salamander	salamann
salami	salami
salary	salè
sale	vann
salesgirl	lavant
salesman	vandè
salient	siyifikatif
saline	saline
saliva	krache
sally	sally
salmon	somon
salmonella	salmonella
salon	salon
saloon	saloon
salsa	salsa
salt	sèl
salted	salted
saltwater	dlo sale
salty	sal
salutary	salè
salutation	bonjou
salute	salye
salvage	sovtaj
salvation	delivre
salve	salve
samba	samba
sameness	konjenans
sample	echantiyon
samurai	samurai
sanatorium	enfirmri
sanctification	sanktifikasyon
sanctified	sanktifye
sanctify	sanktifye
sanctimonious	atmosfè
sanction	sanksyon
sanctioned	sanksyone
sanctity	sakre
sanctuary	Tanp lan
sanctum	sanktyè
sand	sab
sandal	sapat
sandbox	sandboks
sander	sander
sandman	Sandman
sandpaper	papye
sands	sab
sandstorm	tanpèt
sandwich	sandwich
sandy	Sandy
sane	sekrè
sanguine	sanguine
sanitarium	sanitèr
sanitary	sanitè
sanitation	sanitasyon
sanity	sanitasyon
sans	NO TRANSLATION
santa	santa
sap	sap
sapiens	sapiens
sapphire	safi
sappy	benyen
sarcasm	sarcastic
sarcastic	sarcastic
sarcoma	sarcoma
sarcophagus	sarkofaj
sardine	sardine
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sentiwon
sashimi	sashimi
sassafras	sasafra
sassy	sasi
satanic	satanik
satchel	sak
sate	NO TRANSLATION
satellite	satelit
satin	saten
satire	satir
satirical	satirik
satisfaction	satisfaksyon
satisfactorily	satisfaksyon
satisfactory	satisfaksyon
satisfied	satisfè
satisfy	satisfè
satisfying	satisfè
saturate	boure
saturated	satire
saturation	saturation
satyr	satir
sauce	sòs
saucepan	marmite
saucer	sokoup
saucy	saucy
sauerkraut	choukrout
sauna	sona
sausage	sosis
savage	sovaj
savagery	savon
savanna	savanna
savannah	savannah
savant	savan
save	sove
saver	ekonomizeur
saving	ekonomize
savings	ekonomi
savior	Sovè
savor	gou
savory	bon plat
savvy	konprandr
saw	wè
sawdust	syur
sawmill	sifas
sax	sax
saxophone	saksofòn
say	di
sayonara	NO TRANSLATION
scab	fwotman
scabbard	fènwa
scaffold	echafodaj
scaffolding	echafodaj
scalding	scalding
scale	echèl
scales	balans
scallop	kranpon
scalp	po tèt
scalpel	scalpel
scaly	chalè
scam	tronpe
scamp	eskive
scampi	eskive
scan	eskanè
scandal	eskandal
scandalous	scandales
scanner	scanner
scanty	modestes
scape	scape
scapegoat	ekapegoat
scar	mak
scarab	scarab
scarce	ra
scarcely	fèk ditou
scarcity	rate
scare	fè pè
scarecrow	epouvantay
scared	pè
scares	kriz
scarf	echap
scarier	scarier
scariest	efreyan
scarlet	wouj
scary	pè
scat	sèk
scatter	gaye
scattered	gaye
scattering	epapiye
scavenger	scavenger
scenario	senaryo
scene	sèn
scenery	peyizaj
scenic	Scenic
scent	sant
scented	parfumé
scepter	baton
sceptical	ensèten
scepticism	dout
schadenfreude	fèb
schedule	orè
schematic	schematic
scheme	konplo
schilling	schilling
schism	schism
schizophrenia	eskizofreni
schizophrenic	eskizofrenik
schlep	glise
schmuck	NO TRANSLATION
schnapps	vitès
schnitzel	Schnitzel
scholar	elèv
scholarly	etidyan
scholarship	bousdetid
scholastic	lekòl
school	lekòl
schoolboy	schoolboy
schoolgirl	etudyant
schoolhouse	lekòl
schooling	lekòl
schoolmaster	lekòl la
schoolteacher	NO TRANSLATION
schoolwork	travay lekol
schoolyard	lekòl la
schooner	fè
sciatica	syatik
science	Syans
scientific	syantifik
scientist	syantis
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	scintillation
scintillator	scintillator
scion	Syon
scissors	sizo
scoff	scoff
scold	reprimande
scolding	reprimand
scone	scone
scoop	efè
scoot	scoot
scooter	scooter
scope	dimansyon
scorch	boule
scorching	boule
score	nòt
scoreboard	Skorbord
scorer	marqueur
scores	nòt
scorn	epineux
scorned	meprize
scornful	eskandal
scorpion	eskòpyon
scotch	scotch
scoundrel	tronpe
scour	rev
scourge	bat
scout	Scout
scowl	gode
scrabble	scrabble
scram	scram
scramble	Goumen
scrambled	grenpe moute
scrambler	Goumen
scrambling	eskalade
scrap	bouyon
scrapbook	Scrapbook
scrape	grate
scrapie	scrapie
scraping	grate
scrappy	grate
scratch	grate
scratchy	grate
scrawny	grate
scream	rèl
screamer	screamer
screaming	kriyan
screech	kriye
screen	ekran
screening	tès depistaj
screenplay	scenplay
screenwriter	senarist
screw	vis
screwball	visye
screwdriver	tournevis
screwed	vise
screwy	visye
screwyou	NO TRANSLATION
scribble	skribble
scribe	sekretè
scrimmage	grenpe
scrip	scrip
script	script
scriptural	ekriti
scripture	ekriti
scroll	woulo liv
scrotum	mawon
scrounge	scrounge
scrounger	scrounger
scrub	fwote
scruffy	grate
scrumptious	scrumptious
scrupulous	règleman
scrutinize	egzamine
scrutiny	egzaminen
scuba	eba
scuff	scuff
scuffle	defèt
scullery	scullery
sculptor	sculpteur
sculpture	eskilti
sculptured	eskilti
scum	scum
scumbag	scumbag
scurry	Scurry
scurvy	skourvy
scuttle	scuttle
sea	lanmè
seaboard	lanmè
seafood	fwidmè
seagull	mwèt
seal	sele
seals	sele
seam	koud
seaman	Seaman
seamless	san pwoblèm
seamstress	koudr
seaport	pò maritim
sear	mare
search	rechèch
searching	chache
searchlight	recherche
seared	seared
seashore	bò lanmè
seasick	Seasick
seaside	lanmè
season	sezon
seasonal	sezon
seasoned	sezonman
seasoning	séchage
seat	chèz
seatbelt	senti sekirite
seating	chita
seawater	lanmè
seaweed	alg
sec	sec
secession	seksyon
secluded	solitèr
seclusion	entimidasyon
second	dezyèm
second cousin	dezyèm kouzen
secondary	segondè
secondhand	dezyèm men
secrecy	sekrè
secret	sekrè
secretariat	Sekretarya
secretary	sekretè
secrete	sekrete
secretion	sekresyon
secretive	sekrè
secretly	an kachèt
sect	sèk
sectarian	relijyeu
section	seksyon
sectional	seksyonèl
sector	sektè
secular	eksklizyon
secularism	sekularis
secure	sekirite
securities	sekirite
security	sekirite
sedan	NO TRANSLATION
sedate	sedate
sedation	sedasyon
sedative	sedatif
sedentary	sedantèr
sedge	sedge
sediment	sediman
sedimentary	sedimantè
sedition	sedisyon
seduce	sedui
seducer	seducer
seducing	sedwi
seduction	séduire
seductive	séduizant
see	wè
seed	pitit pitit
seedling	plantules
seeds	grenn
seedy	tranble
seek	chache
seeker	moun k ap chèche
seem	sanble
seemingly	w pèdi
seer	vwayan
seesaw	wè
seething	bouyon
segment	segman
segregate	segregasyon
segregated	segregasyon
segregation	segregasyon
seismic	sismik
seize	arete
seizure	kriz malkadi
seldom	raman
select	chwazi
selection	seleksyon
selective	selektif
selectman	selman
selenium	selenyòm
self	pwòp tèt ou
selfharm	NO TRANSLATION
selfish	egoyis
selfishness	egoyis
selfless	volontè
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	vann
seller	vandè
sellout	fin vann nèt
seltzer	seltzer
semantics	semantik
semaphore	semafò
semblance	semblance
semen	espèm oswa dechaj
semester	semès
semi	semi
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	fondasyon
seminar	seminè
seminary	seminè
semiotics	semyo
senate	Sena a
senator	senatè
send	voye
sender	kounyè
senescence	senesans
senile	senile
senior	ansyen
seniority	ansyènte
senor	senor
senorita	senorita
sensation	sansasyon
sensational	sansasyonalis
sense	sans
senseless	dezagreyab
senses	sans
sensibility	sansibilite
sensible	sansib
sensibly	sansiblite
sensitive	sansib
sensitivity	sansiblite
sensor	Capteur
sensory	sansoryèl
sensual	sensual
sensuality	sensuel
sensuous	sansibl
sentence	fraz
sentencing	kondanasyon
sentient	santiman
sentiment	santiman
sentimental	santimantal
sentimentality	Sentimantalite
sentinel	Sentinel
sentry	sentri
separable	separab
separate	separe
separately	separeman
separation	separasyon
separatist	separatis
sepia	Sepia
sepsis	sepsis
sept	sept
septic	septik
septum	entèrorikulèr
sequel	fen
sequence	sekans
sequent	sekans
sequestered	sezi
sequestration	sezi
serenade	serenade
serendipity	serendipity
serene	trankilite
serenity	serenite
sergeant	sèjan
serial	seri
serialize	serialize
series	seri
serif	serif
serious	serye
seriousness	gravite
sermon	prèch
serpent	sèpan
serpentine	serpentine
serrated	krante
serum	serom
servant	sèvitè
serve	sèvi
server	sèvè
service	sèvis
serviceable	sèvis
servile	servile
servitude	esklavaj
sesame	wowoli
sess	NO TRANSLATION
session	sesyon
sessions	sesyon
set	mete
setback	ensekirite
sett	NO TRANSLATION
setter	setter
settle	rezoud
settled	rete
settlement	règleman
settler	kolon
settlor	rete
setup	konfigirasyon
seven	sèt
seventeen	disèt
seventh	setyèm
seventy	swasanndis
sever	sever
severable	sevè
severally	nèt
severance	detounman
severe	grav
severely	anpil
severity	gravite
sew	koud
sewage	dlo egou
sewer	egou
sewerage	egou yo
sewing	koud
sex	fè sèks
sexist	sexist
sexual	seksyèl
sexuality	Seksyalite
sexy	sexy
shabby	ranyon
shack	shack
shackle	bat
shade	lonbraj
shades	tout koulè
shading	lonbraj
shadow	lonbraj
shadowy	lonbraj
shady	lonbraj
shaft	arbr
shag	chag
shaggy	Shaggy
shake	souke
shakedown	ri
shaken	souke
shaker	Shaker
shaking	souke
shaky	enkyete
shall	va
shallow	fon
shallows	flè
sham	tranble
shaman	chaman
shambles	shambles
shame	wont
shamed	wont
shameful	wont
shameless	sinik
shampoo	chanpou
shanghai	Shanghai
shank	shank
shanty	shanty
shape	fòm
shapely	bèl
shard	taye
share	pataje
shareholder	aksyonè
sharing	pataje
shark	reken
sharp	byen file
sharpen	egwize
sharpened	file
sharpener	pwent
sharpness	précision
sharpshooter	Buteur
shatter	kraze
shattered	kraze
shattering	kraze
shave	koupe tout cheve nan tèt
shaver	raze
shaving	bab
shawl	chal
sheaf	Sheaf
shear	taye
shears	sizayman
sheath	mou
sheathing	mou
shed	koule
sheen	Sheen
sheep	mouton
sheepdog	bèf
sheepish	mouton
sheer	absoli
sheet	fèy
sheik	sheik
shelf	etajè
shell	koki
shellfish	kristase
shelling	bonm
shelter	abri
sheltered	sheltered
shelters	abri
shelved	aranje
shepherd	gadò mouton
sherbet	sherbet
sheriff	cherif la
sherry	Sherry
shield	pwoteje
shift	chanjman
shifting	chanje
shifty	sere
shilling	shilling
shimmer	blende
shimmering	zonyon
shimmy	shimmy
shin	shin
shindig	Shindig
shine	klere
shiner	Shiner
shingle	briye
shining	klere byen bèl
shiny	klere
ship	bato
shipment	chajman
shipping	anbake
shipshape	bato
shipwreck	batiman koule
shipyard	SHIPYARD
shire	shire
shirt	chemiz
shit	kaka
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	kochon
shitless	kèlkonk
shitload	shitload
shittest	NO TRANSLATION
shitty	èkstrèmeman
shiver	tranble
shivering	tranble
shoals	shoals
shock	chòk
shocked	choke
shocker	chokan
shocking	chokan
shockingly	chokan
shoddy	chod
shoe	soulye
shoelace	shoelace
shoemaker	chodyè
shoes	soulye
shoeshine	shoeshine
shook	t'ap tranble anba pye
shoot	tire
shooter	tirè
shooting	tire
shootout	fiziyad
shop	magazen
shopkeeper	magazen
shoplifter	shoplifter
shoplifting	shoplifting
shopper	achtè
shopping	fè makèt
shore	rivaj
shoreline	lanmè
shorn	chire
short	kout
short story	kout istwa
shortage	mank
shortcake	ti kras
shortcoming	ensifizans
shortcut	chemen kout
shorten	diminye
shortening	mantèg
shorthand	kout wòch
shortly	yon ti tan
shortness	kout
shorts	bout pantalon
shortstop	kout kouto
shortwave	koutwave
shot	piki
shotgun	fizi
shoulder	zepòl
shout	rele
shove	bouskile
shovel	pèl
shoveling	pèl
show	montre
showbiz	showbiz
showboat	montreboat
showcase	montre
showdown	konfwontasyon
shower	douch
showgirl	montregirl
showing	montre
showoff	montre
showroom	choroum
showy	éklatan
shrapnel	shrapnel
shred	ti kras
shrew	mare
shrewd	malen
shriek	rèl
shrill	tranble
shrimp	kribich
shrine	chapèl
shrink	retresi
shrinking	réduction
shrivel	ranmase
shroud	dra
shrub	ti pyebwa
shrubbery	ti pyebwa
shrug	osman
shrunk	reta
shrunken	réduite
shudder	tranble
shuddering	bouche
shuffle	chefeul
shuffleboard	Shuffleboard
shuffling	mélanger
shun	koupe
shunned	shunned
shunt	chantye
shut	fèmen
shutdown	fèmen
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	vole
shuttle	navèt
shutup	NO TRANSLATION
shy	timid
shyness	timidite
shyster	Shyster
sib	NO TRANSLATION
sibling	frè ak sè
sic	sic
sick	malad
sickbay	malad
sicken	sèk
sickening	danjere
sickle	brouyar
sickly	malad
sickness	maladi
side	bò
sidearm	sidearm
sidebar	Sidebar
sideboard	sideboard
sideburns	sideburns
sidecar	Sidecar
sidekick	sidekick
sideline	sideline
sideshow	fèy
sidestep	eskwadwon
sidewalk	twotwa
sideways	sou kote
sidewinder	sidewinder
siege	sènen toupatou
siesta	sòsya
sieve	Van
sift	Sift
sifting	tamize
sigh	soupi
sight	je
sighting	wè
sightseeing	fè touris
sigma	sigma
sign	siyen
signal	siyal
signature	siyati
significance	siyifikasyon
significant	siyifikatif
signification	siyifikasyon
signify	siyifye
signpost	siy
silence	silans
silencer	silansye
silent	silans
silently	an silans
silhouette	silwèt
silicon	Silisyòm
silicone	silikone
silk	swa
silken	silken
silky	swa
sill	rebò
silliness	silliness
silly	komik
silo	silo
silt	silt
silver	ajan
silverware	ajan
silvery	ajan
similar	menm jan an
similarity	resanblans
simile	NO TRANSLATION
simmer	mitone
simmering	Fremisman
simple	senp
simples	NO TRANSLATION
simpleton	senplèt
simplicity	senplisite
simplify	senplifye
simplistic	senplist
simply	Senpleman
simulate	simulation
simulated	simulation
simulating	similye
simulation	simulation
simulator	similatè
simultaneous	similtane
simultaneously	ansanm
sin	NO TRANSLATION
sincere	sensè
sincerity	senserite
sinful	peche
sing	chante
singer	chantè
singing	chante
single	sèl
singly	singly
singular	sengilye
singularity	singularité
singularly	endividyèlman
sinister	dezas
sink	koule
sinker	Zenk
sinking	l ap desann
sinner	pechè
sinning	fè peche
sinus	sinis
sip	sote
siphon	siphon
sipping	sipping
sir	mesye
sire	sire
siren	sirèn
sirloin	sirloin
sissy	sissy
sister	sè
sisterhood	sèhoodhood
sit	chita
sitcom	sitcom
site	sit
sith	sith
sitter	sitter
sitting	chita
situate	kote
situated	sitiye
situation	sitiyasyon
six	sis
sixpence	sisans
sixteen	sèz
sixth	sizyèm
sixty	swasant
sizable	sizable
size	gwosè
sizzle	sizzle
ska	NO TRANSLATION
skate	monte paten
skateboard	skateboard
skater	skèyte
skating	artistik
skedaddle	skedaddle
skeet	skeet
skein	krache
skeletal	skelèt
skeleton	skelèt
skeptic	dout
skeptical	ensèten
skepticism	dout
sketch	trase
sketching	eskiz
sketchy	eskiz
skewed	fwote
skewer	bwason
ski	ski
skid	glise
skier	skye
skiff	skiff
skiing	ski
skijump	NO TRANSLATION
skill	konpetans
skilled	kalifye
skillet	sote
skillful	abil
skim	gade
skimpy	chape
skin	po
skinny	mens
skip	sote
skipper	skipper
skirmish	akrochaj
skirt	jip
skirting	longan
skirts	jip
skit	koule
skittish	skittish
skull	zo bwa tèt
skunk	skunk
sky	syèl
skylight	lenn
skyline	skyline
skyscraper	gratsyèl
slab	slab
slack	kanson
slag	salop
slam	slam
slammer	slammer
slander	kalomnye
slanderous	kondane
slang	jagon
slant	pant
slap	kalòt
slash	koupe
slashes	bar
slate	adwaz
slates	kouch
slaughter	touye
slaughterhouse	labatwa
slaughtering	touye
slave	esklav
slavery	esklavaj
slay	touye
slayer	touye
sleaze	Sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	treno
sledge	treno
sledgehammer	sledgehammer
sleek	dous
sleep	dòmi
sleeper	Travelers
sleeping	dòmi
sleepless	dòmi
sleeplessness	blesi
sleepover	sleepover
sleepy	dòmi
sleepyhead	dòmi
sleet	zèb
sleeve	manch
sleeveless	manch
sleigh	karyol
sleight	sleight
slender	Mens
sleuth	sleuth
slice	tranch
slick	Slick
slicker	Slicker
slide	glise
slider	kurseur
sliding	glise
slight	ti tay
slight anticipation	ti antisipasyon
slight disgust	ti degout
slight surprise	ti sipriz
slight trust	ti fè konfyans
slightly	yon ti kras
slightly negative	yon ti kras negatif
slightly positive	yon ti kras pozitif
slim	mens
slime	limon
slimy	mens
sling	fistibal
slingshot	fistibal
slink	koule
slinky	slinky
slip	glise
slipper	soulye
slippers	pantouf
slippery	glise
slit	déchirure
sliver	tranbleman
slob	slob
slobber	Slobber
slogan	eslogan
sloop	sloop
slop	NO TRANSLATION
slope	pant
sloppy	sloppy
slot	plas
sloth	paresseux
slouch	slouch
slough	ti kras
slow	ralanti
slowly	tou dousman
slowness	lamè
sludge	depo
slug	paresseux
slugger	slugger
sluggish	paresseux
sluice	sluice
slum	bidonvil
slumber	dòmi
slump	glisman
slur	Slur
slurp	kriye
slush	glase
slut	souyon
slutty	slutty
sly	sounwa
smack	santi'w
small	ti
smaller	pi piti
smallest	pi piti
smallpox	ti piti
smart	entelijan
smartass	smartass
smarten	souri
smarty	smarty
smash	kraze
smashed	kraze
smattering	kraze
smear	tès
smell	pran sant
smelling	pran sant
smelly	sere
smelt	melanje
smidgen	smidgen
smile	souri
smiled	souri
smiles	souri
smiley	Smiley
smiling	souri
smirk	smirk
smite	frape
smith	smith
smithereens	smithereens
smitten	frape
smock	tranble
smog	smog
smoke	lafimen
smoker	fimè
smokey	fimen
smoking	fimen
smoky	fume
smoldering	bri
smooch	smooch
smooth	lis
smoothie	smoothie
smoothly	san pwoblèm
smoothness	Glouton
smother	pran tranble
smudge	bèbè
smug	kontwole
smuggle	kontwole
smuggler	kontrebann
smuggling	kontrebann
smut	konba
snack	goute
snacks	ti goute
snafu	snafu
snag	chape
snags	koulèv
snail	kalmason
snake	koulèv
snakes	koulèv
snakeskin	snakeskin
snap	menen
snapper	pwograme
snappy	rapid
snapshot	snapshot
snare	pèlen
snarl	snarl
snarling	snarling
snatch	rache
snatcher	Snatcher
snazzy	snazzy
sneak	fofile
sneaker	sniker
sneakers	tenis
sneaking	fofile
sneaky	sournwa
sneer	sèpan
sneeze	estènye
sneezing	etènye
snicker	snicker
snide	kriye
sniff	pran plezi
snip	baskile
snipe	kritike
sniper	tirè pwofesyonèl
snippet	bri
snippy	snippy
snitch	pike
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	repete
snore	rayi
snorkel	snorkel
snort	snort
snot	snot
snotty	moustik
snout	koulèv
snow	nèj
snowball	Snowball
snowboard	planch
snowboarder	snobord
snowday	nèj
snowfall	Lanèj ki Tonbe an
snowflake	Snowflake
snowing	nèj
snowmageddon	Snowmageddon
snowman	bonom
snowplow	Snowplow
snowstorm	tanpèt nèj
snowy	lanèj
snub	snub
snubbed	snubbed
snuff	mourrir
snug	konjwen
snuggle	mele
snuggled	snuggled
snuggles	nèg
snuggling	nouri
soak	tranpe
soaked	tranpe
soaking	tranpe
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	savon
soapbox	savon
soapy	savon
soar	transande
soaring	soaring
sob	NO TRANSLATION
sober	Kenbe modere
soblessed	NO TRANSLATION
sobriety	zanmitay
soc	soc
soccer	foutbòl
sociable	sosyabl
social	sosyal
socialanxiety	NO TRANSLATION
socialism	sosyalis
socialist	sosyalis
socialite	sosyalite
socialize	sosyalize
society	sosyete a
sociology	sosyoloji
sociopath	sosyopat
sock	chosèt
socket	priz
sod	Gazon
soda	soda
soda/pop	soda / pòp
sodding	sodding
sodium	sodyòm
sofa	sofa
soft	mou
softball	softball
soften	adousi
softener	adousisan
softening	ralantisman
softly	dousman
softness	mou
