Word	sm
shaken	luluina
shaker	faasee
shaking	luluina
shaky	le mautonu
shall	e tatau
shallow	papaʻu
shallows	papaʻu
sham	fam
shaman	shaman
shambles	faʻavalea
shame	maasiasi
shamed	faʻalumaina
shameful	faʻalumaina
shameless	faʻalumaina
shampoo	moa
shanghai	shanghai
shank	toso
shanty	lau
shape	foliga
shapely	mataʻu
shard	lau
share	faʻasoa
shareholder	tagata fai sea
sharing	faʻasoa
shark	malie
sharp	mataʻutia
sharpen	faʻamalosi
sharpened	faʻamalosi
sharpener	faʻamalosi
sharpness	malosi
sharpshooter	faʻasalaga
shatter	malepelepe
shattered	malepelepe
shattering	malepelepe
shave	sele
shaver	paolo
shaving	fao
shawl	solo
sheaf	fusi saito
shear	lalaga
shears	seleta
sheath	afu
sheathing	taʻavale
shed	faʻataʻavale
sheen	ia
sheep	mamoe
sheepdog	mamoe
sheepish	mamoe
sheer	faʻatau
sheet	pepa
sheik	ia
shelf	fata
shell	atigi
shellfish	shellfish
shelling	tatagi
shelter	fale
sheltered	malulu
shelters	fale puipui
shelved	fata
shepherd	leoleo mamoe
sherbet	sherbet
sheriff	leoleo
sherry	sherry
shield	talita
shift	fesuiaiga
shifting	suia
shifty	suauu
shilling	sisi
shimmer	lue
shimmering	tafa
shimmy	lue
shin	susulu
shindig	shindig
shine	susulu
shiner	susulu
shingle	shingle
shining	susulu
shiny	susulu
ship	vaa
shipment	utaina
shipping	felauaiga
shipshape	vaahape
shipwreck	fafati
shipyard	uta taʻavale
shire	sosolo
shirt	ofutino
shit	migao
shitday	NO TRANSLATION
shitfaced	faʻafefe
shithead	mimita
shitless	matamuli
shitload	shitload
shittest	NO TRANSLATION
shitty	matamuli
shiver	sulu
shivering	liliuina
shoals	faʻailoga
shock	faateia
shocked	faateia
shocker	osofaʻi
shocking	faateia
shockingly	ma le ofo
shoddy	faʻailoa
shoe	seevae
shoelace	seevae
shoemaker	solo
shoes	seevae
shoeshine	seevae
shook	lulu
shoot	fana
shooter	fana
shooting	fana
shootout	taleni
shop	faleoloa
shopkeeper	faleoloa
shoplifter	faʻatau
shoplifting	faʻamalosi
shopper	tagata faʻatau
shopping	faatau
shore	matafaga
shoreline	matafaga
shorn	toso
short	puupuu
short story	tala puupuu
shortage	le lava
shortcake	faapuupuu
shortcoming	toilalo
shortcut	popo
shorten	faapuupuu
shortening	faapuupuuina
shorthand	poto
shortly	vave
shortness	puupuu
shorts	toso
shortstop	puupuu
shortwave	vavave
shot	fana
shotgun	fana fanafana
shoulder	tauau
shout	alalaga
shove	fana
shovel	suo
shoveling	vevela
show	faaali
showbiz	showbiz
showboat	faʻailoga
showcase	faʻailoga
showdown	osofaʻiga
shower	fagu
showgirl	faʻaalia
showing	faʻaalia
showoff	fia iloa
showroom	faʻaaliga
showy	faʻafiafia
shrapnel	faʻapipiʻi
shred	mimilo
shrew	toso
shrewd	atamai
shriek	tagi
shrill	sulu
shrimp	gaogao
shrine	malumalu
shrink	toilalo
shrinking	mimilo
shrivel	faʻaitiitia
shroud	faʻafefe
shrub	vao
shrubbery	faʻamafu
shrug	sulu
shrunk	sulu
shrunken	faanatinati
shudder	matamuli
shuddering	matamuli
shuffle	sosolo
shuffleboard	sikola laupapa
shuffling	sosolo
shun	aloese
shunned	aloese
shunt	shunt
shut	tapuni
shutdown	tapuni i lalo
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	tapuni
shuttle	taʻavale
shutup	NO TRANSLATION
shy	matamuli
shyness	matamuli
shyster	matamuli
sib	NO TRANSLATION
sibling	siʻosiʻomaga
sic	Sic
sick	maʻi
sickbay	maʻi
sicken	maʻi
sickening	maʻi
sickle	selesaito
sickly	maʻi
sickness	maʻi
side	itu
sidearm	autafa
sidebar	autafa
sideboard	ala laupapa
sideburns	taʻavale
sidecar	autafa
sidekick	autafa
sideline	sideline
sideshow	itu
sidestep	itutep
sidewalk	ala savali
sideways	alalafaga
sidewinder	autafa
siege	siepi
siesta	taʻaloga
sieve	sieve
sift	sift
sifting	faʻailogaina
sigh	sigh
sight	mata
sighting	matamata
sightseeing	mataʻituina
sigma	sigma
sign	faʻailoga
signal	faailo
signature	saini
significance	taua
significant	taua
signification	uiga
signify	faailoa
signpost	faʻailoga
silence	filemu
silencer	tagi
silent	filemu
silently	filemu
silhouette	tala sili
silicon	kilika
silicone	silicone
silk	siliki
silken	siliva
silky	siliki
sill	sill
silliness	silliness
silly	valea
silo	silo
silt	suauʻu
silver	siliva
silverware	tupe siliva
silvery	tupe siliva
similar	tutusa
similarity	tutusa
simile	NO TRANSLATION
simmer	faʻapena
simmering	simmering
simple	faigofie
simples	NO TRANSLATION
simpleton	faigofie
simplicity	faigofie
simplify	faʻafaigofie
simplistic	faigofie
simply	faigofie
simulate	faʻatusatusa
simulated	faʻatusatusa
simulating	faʻataʻitaʻi
simulation	simulation
simulator	simulator
simultaneous	tutusa
simultaneously	i le taimi e tasi
sin	NO TRANSLATION
sincere	faamaoni
sincerity	faamaoni
sinful	agasala
sing	pese
singer	pese
singing	pesepesega
single	tasi
singly	tasi
singular	tasi
singularity	uiga ese
singularly	taʻitasi
sinister	agasala
sink	sosolo
sinker	sulu
sinking	sosolo
sinner	tagata agasala
sinning	agasala
sinus	mea leaga
sip	sip
siphon	siphon
sipping	sasaina
sir	alii
sire	leai
siren	siren
sirloin	sirloin
sissy	sissy
sister	tuafafine
sisterhood	tuafafine
sit	nofo
sitcom	sitcom
site	saite
sith	sith
sitter	nofo
sitting	nofo
situate	nofo
situated	tu
situation	tulaga
six	ono
sixpence	onopence
sixteen	sefulu ma le ono
sixth	tulaga ono
sixty	ono sefulu
sizable	sivable
size	tele
sizzle	toso
ska	NO TRANSLATION
skate	sikola
skateboard	vaʻavaʻa
skater	tafaoga
skating	taʻavale
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skeletal
skeleton	selu
skeptic	masalosalo
skeptical	masalosalo
skepticism	masalosalo
sketch	ata tusi
sketching	tusitusi
sketchy	toso
skewed	skewed
skewer	skewer
ski	ski
skid	sikola
skier	sikola
skiff	skiff
skiing	faaseʻe
skijump	NO TRANSLATION
skill	tomai
skilled	tomai
skillet	selu
skillful	atamai
skim	ata
skimpy	ufiufi
skin	paʻu
skinny	paʻu
skip	faaseʻe
skipper	skipper
skirmish	faʻamalosi
skirt	lapisi
skirting	sosoʻo
skirts	lapisi
skit	sikola
skittish	lalelei
skull	ulupulu
skunk	skunk
sky	lagi
skylight	lagi malamalama
skyline	lagiline
skyscraper	vaʻavaʻa
slab	tui
slack	slack
slag	slag
slam	slam
slammer	slammer
slander	taufaaleaga
slanderous	tagata taufaaleaga
slang	selu
slant	tui
slap	tui
slash	slash
slashes	sulu
slate	tui
slates	tui
slaughter	fasiga
slaughterhouse	fale fasimanu
slaughtering	fasiotia
slave	pologa
slavery	pologa
slay	fasioti
slayer	fasioti tagata
sleaze	vaivai
sleazy	valea
sled	NO TRANSLATION
sledding	selu
sledge	togi
sledgehammer	sledgehammer
sleek	sleek
sleep	moe
sleeper	moe
sleeping	moe
sleepless	leai se moe
sleeplessness	leai se moe
sleepover	sulu
sleepy	moe
sleepyhead	moe moe
sleet	faasee
sleeve	lima lima
sleeveless	leai se lima
sleigh	faasee
sleight	faasee
slender	faʻanatinati
sleuth	faasee
slice	paʻu
slick	slick
slicker	slicker
slide	paʻu
slider	faasee
sliding	faasee
slight	itiiti
slight anticipation	itiiti le mafaufau
slight disgust	itiiti le le fiafia
slight surprise	itiiti le mautonu
slight trust	itiiti le faʻalagolago
slightly	itiiti
slightly negative	itiiti le leaga
slightly positive	sina mea lelei
slim	sima
slime	slime
slimy	taugofie
sling	maata
slingshot	slingshot
slink	paʻu
slinky	slinky
slip	slip
slipper	slipper
slippers	slippers
slippery	masei
slit	paʻu
sliver	sliver
slob	paʻu
slobber	pala
slogan	taufaaleaga
sloop	toso
slop	NO TRANSLATION
slope	tolotolo
sloppy	pala
slot	slot
sloth	toso
slouch	slouch
slough	sosolo
slow	telegese
slowly	lemu
slowness	tuai
sludge	sludge
slug	slug
slugger	slugger
sluggish	faʻanoanoa
sluice	sluice
slum	moe
slumber	moe
slump	toso
slur	slur
slurp	paʻu
slush	sulu
slut	paʻu
slutty	paʻu
sly	sly
smack	smack
small	laiti
smaller	laiti
smallest	sili ona itiiti
smallpox	pepe
smart	atamai
smartass	atamai
smarten	atamai
smarty	atamai
smash	talepe
smashed	faʻanoanoa
smattering	faʻalelei
smear	smear
smell	manogi
smelling	manogi
smelly	mea manogi
smelt	sulu
smidgen	smidgen
smile	ataata
smiled	ataata
smiles	ataata
smiley	ataata
smiling	ataata
smirk	smirk
smite	taia
smith	smith
smithereens	fasioti tagata
smitten	taia
smock	sulu
smog	smog
smoke	ulaula
smoker	ulaula
smokey	smokey
smoking	ulaula
smoky	ulaula
smoldering	fiafia
smooch	smooch
smooth	lamolemole
smoothie	lamolemole
smoothly	lamolemole
smoothness	lamolemole
smother	sili atu
smudge	ulavale
smug	smug
smuggle	feteʻenaʻiga
smuggler	smuggler
smuggling	faʻatau faʻatau
smut	fiafia
snack	afaina
snacks	afaina
snafu	mailei
snag	snag
snags	afaina
snail	sosolo
snake	gata
snakes	gata
snakeskin	snakeskin
snap	mailei
snapper	faʻamaʻa
snappy	faʻasoesa
snapshot	ata
snare	mailei
snarl	sulu
snarling	gaoi
snatch	toso
snatcher	toso
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	seneʻe
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	seneezing
snicker	sosolo
snide	gata
sniff	sulu
snip	snip
snipe	snipe
sniper	suauu
snippet	snippet
snippy	le fiafia
snitch	toso
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	sosolo
snorkel	snorkel
snort	sosolo
snot	snot
snotty	snotty
snout	snout
snow	kiona
snowball	kiona
snowboard	kiona
snowboarder	snowboarder
snowday	snow snow
snowfall	kiona
snowflake	snowflake
snowing	kiona
snowmageddon	kiona
snowman	kiona
snowplow	snowplow
snowstorm	afa o le kiona
snowy	kiona
snub	snub
snubbed	sosolo
snuff	snuff
snug	snug
snuggle	sisiva
snuggled	gutu
snuggles	fagu
snuggling	sisi
soak	sook
soaked	sulu
soaking	toso
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	fasimoli
soapbox	soapbox
soapy	fasimoli
soar	soar
soaring	soaring
sob	NO TRANSLATION
sober	sober
soblessed	NO TRANSLATION
sobriety	filemu
soc	soc
soccer	soka
sociable	faʻaaloalo
social	agafesootai
socialanxiety	NO TRANSLATION
socialism	sosaiete
socialist	sosaiete
socialite	sosaiete
socialize	fegalegaleaiga
society	sosaiete
sociology	sosaiete
sociopath	sociopath
sock	sock
socket	socket
sod	suauu
soda	suauu
soda/pop	soda / pop
sodding	susu
sodium	sodium
sofa	sofa
soft	vaivai
softball	lakapi
soften	faamalulu
softener	faamalulu
softening	faamalulu
softly	vaivai
softness	vaivai
software	polokalama
soggy	soggy
sohappy	fiafia
soil	palapala
soiled	leaga
soiree	soiree
sojourn	aumau
solace	mafanafana
solar	sola
solarium	Solarium
solder	soli
soldering	soli
soldier	fitafita
sole	tasi
solemn	mamalu
solicit	tagi
solicitation	faʻasalaga
solicitor	loia
solid	mausali
solidarity	lotogatasi
solidification	faʻamalosia
solidified	faamautuina
solidify	faʻamautu
solidity	malosi
solitaire	nofo toatasi
solitary	tasi
solitude	nofo toatasi
solo	solo
solubility	soluvale
soluble	soluble
solucky	solucky
solution	fofo
solve	fofo
solvency	solitulaloa
solvent	solu
somad	NO TRANSLATION
somatic	aotelega
somber	somber
some anticipation	nisi o faʻatali
some disgust	nisi o mea inoino
some surprise	nisi mea e ofo ai
some trust	nisi faatuatuaga
somersault	toso
somethingigetalot	NO TRANSLATION
somewhat negative	e le lelei
somewhat positive	lelei tele
somuchtodo	NO TRANSLATION
son	atali'i
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	pese
songwriter	tusitala
sonic	sonic
sonice	NO TRANSLATION
sonnet	Sonnet
sonorous	fiafia
soot	soot
soothe	faamafanafana
soothing	toʻa
sophisticated	sophisticated
sophistication	sophistication
sophomore	i le isi tausaga
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	failaitu
sorcery	togafiti faataulaitu
sordid	sordid
sore	tiga
soready	tiga
sorely	tiga
soreness	tiga
sorghum	sorghum
sorority	popolega
sorrow	faanoanoaga
sorrowful	faanoanoa
sorry	malie
sort	faʻanofo
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	fesuiaiga
sos	NO TRANSLATION
soscared	sosola
soscary	saogalemu
soslow	sosola
sostressed	NO TRANSLATION
sosweet	suamalie tele
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	agaga
soulful	agaga faʻamaoni
soulless	leai se agaga
soulmate	tagata ola
sound	leo
sounding	leo
soundness	lelei
soundproof	leai se leo
soundtrack	leo leo
soup	supa
sour	suamalie
source	punavai
sourpuss	afu
south	saute
southbound	southbund
southeast	sautesasae
southern	saute
southpaw	Southpaw
southwest	Southwest
souvenir	sou manatu
sovereign	pule
sovereignty	puleʻaga
soviet	Soviet
sow	lulu
soy	sogi
soy sauce	soya soya
soybean	soya
spa	spa
space	avanoa
spacecraft	vaalele vaalele
spaceman	avanoa
spaceship	avanoa
spacing	avanoa
spacious	lautele
spade	vavae
spaghetti	spaghetti
spam	spam
spammers	tagata tafaoga
span	NO TRANSLATION
spandex	spandex
spaniel	faʻavaʻa
spank	vaʻai
spanking	feilafi
spar	vaʻa
spare	avanoa
spareribs	mea faʻapitoa
sparingly	itiiti
spark	aloiafi
sparkle	sulu
sparkling	e manaia
sparkly	mataʻutia
sparring	felafolafoaʻi
sparrow	manu felelei
sparse	laititi
spasm	spasm
spastic	spastic
spat	vaʻaia
spatial	fanua faʻapitoa
spatter	vaʻaia
spatula	spatula
spawn	avanoa
spaz	spaz
speak	tautala
speakeasy	faʻamatalaga
speaker	failauga
speakerphone	failauga
speaking	tautala
spear	tao
spec	faʻamatalaga
special	faapitoa
specialist	tagata poto faapitoa
speciality	faapitoa
specialize	NO TRANSLATION
specially	aemaise lava
specialty	faapitoa
specie	NO TRANSLATION
species	ituaiga
specific	patino
specification	faʻamatalaga
specify	faʻamautinoa
specimen	faʻataʻitaʻiga
speck	speck
speckled	faʻanoanoa
specs	taumatematega
spectacle	faaaliga
spectacles	vaaiga
spectacular	mataʻina
spectator	tagata maimoa
specter	matamata
spectral	mataʻupu
spectrometer	vaaiga
spectrophotometer	spectrophotometer
spectroscopy	faʻaaloalo
spectrum	fusi
speculate	taumatemate
speculation	taumatematega
speculative	taumatemate
speculum	taʻutinoga
speech	tautalaga
speechless	le tautala
speed	saoasaoa
speedboat	saoasaoa
speedily	vave
speeding	saoasaoa
speedometer	speedometer
speedway	vave
speedy	vave
spell	sipela
spellbound	e vaʻaia
spelling	sipelaga
spencer	spencer
spend	faʻaalu
spender	sosolo
spending	faaaluina
spent	faʻaalu
sperm	sperm
spew	vaʻai
sphere	avanoa
spherical	faʻapitoa
sphincter	sphincter
sphinx	sphinx
spic	faʻasologa
spice	mea manogi
spicy	solo
spider	apogaleveleve
spiders	vaʻaiti
spiffy	telefoni
spigot	laʻau
spike	toto
spiked	faʻatasi
spiky	tala
spill	sasaa
spillin	NO TRANSLATION
spin	vili
spinach	meaʻai
spinal	vaʻa
spindle	pine
spine	tui
spineless	leai se mea
spinner	faʻatalanoa
spinning	taloina
spinster	vili
spiny	vili
spiral	sosoʻo
spire	sasa
spirit	agaga
spirited	agaga
spirits	agaga
spiritual	faaleagaga
spirituality	faaleagaga
spit	feanu
spite	ioe
spiteful	loto malie
spitfire	fealofani
spittoon	feanu
splash	sosolo
splat	splat
splatter	faʻamalolo
spleen	toso
splendid	matagofie
splendor	matagofie
splice	faʻasologa
spline	toso
splint	sulu
splinter	splinter
split	vaelua
splitting	vaeluaina
splurge	faʻasalaga
spoil	faoa
spoiler	tagata faʻatau
spoiling	vevela
spoils	vete
spoke	tautala
spoken	tautalagia
spokesman	failauga
spokesperson	failauga
sponge	omomi
spongy	vale
sponsor	sponsor
sponsorship	lagolago
spontaneity	faʻaaloalo
spontaneous	faʻavave
spoof	vevela
spook	toso
spooky	vevesi
spool	afu
spoon	sipuni
spoonful	sipuni
sporadic	faʻapitoa
spore	totogo
sport	taaloga
sporting	taaloga
sports	taʻaloga
sports car	taavale taʻavale
sportsman	tagata taalo
sportsmanship	taʻaloga
sportswriter	tusitala taʻaloga
sporty	taʻaloga
spot	lapoʻa
spotless	le pisia
spotlight	matagofie
spotted	vaʻaia
spotter	vaʻai
spotty	vaʻaia
spousal	ulugalii
spouse	toalua
spout	afu
sprain	faʻamalosi
sprawl	toso
spray	sulu
spread	salalau
spreader	salalau
spree	spree
spring	tautotogo
springtime	tautotogo
sprinkle	sasaa
sprinkler	suauu
sprinkling	faʻasusu
sprint	faʻasolosolo
sprite	sikola
sprout	totogo
spruce	sulu
spud	spud
spunk	sosolo
spunky	faʻasolosolo
spur	sosolo
spurious	valea
spurred	felafoaʻi
spurt	sosolo
spy	tutei
squabble	sikoa
squad	sikoa
squadron	sikoa
squall	sikuea
squamous	sikuea
squander	faʻailoga
square	sikuea
squash	squash
squat	sikuea
squatter	sikuea
squaw	sikuea
squawk	sikoa
squeak	faʻailoga
squeaky	faʻailoga
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	soso
squeezing	tosoina
squelch	squelch
squid	squid
squint	squint
squire	squire
squirm	squirm
squirrel	squirrel
squirt	squirt
squish	squish
squishy	squishy
stab	toso
stabbed	paʻu
stability	mautu
stabilize	faamautu
stabilizer	faʻamautu
stable	mausali
staccato	staccato
stack	faaputuga
stadium	stadium
staff	aufaigaluega
stag	toso
stage	laasaga
stagecoach	taavale solofanua
stagehand	faʻailoga
stagger	le mautonu
staggering	fefe
stagnant	le mautonu
stagnation	malo
staid	toso
stain	pisia
stained	mamanu
stainless	leai se mea
stair	vaalele
staircase	ala faasitepu
stairs	faasitepu
stairway	ala savali
stairwell	stairwell
stake	siteki
stakeout	faʻasalalauga
stale	tu
stalemate	faʻamalosi
stalk	taʻavale
stalker	tagata faʻatau
stall	fale
stallion	solofanua
stalls	fale puipui
stalwart	toa
stamina	malosi
stamp	faailoga tusi
stampede	faʻasologa
stance	tulaga
stand	tu
standard	tulaga masani
standardize	fausaga
standardized	faʻasalalau
standby	faatali mai
standing	tu
standoff	lafoaʻi
standpoint	vaaiga
standstill	tu
standup	tu i luga
stanza	stanza
staph	togi
staple	faʻapitoa
stapler	mea faʻapipiʻi
star	fetu
star fruit	fetu fua
starboard	starboard
starch	malo
stardom	valea
stardust	laʻau
stare	matamata
starfish	fetu
stargazing	osofaʻi
staring	vaʻai
stark	saʻo
starlet	ulugalii
starlight	fetu malamalama
starling	faʻanoanoa
starry	faʻanoanoa
stars	fetu
starship	fetu
start	amata
starter	amataga
startle	fefe
startled	maofa
startling	maofa
starvation	matelaina
starve	fiaai
starved	fiaai
starving	matelaina
stash	faasee
stat	stat
state	setete
stately	taua
statement	faʻamatalaga
stateroom	setete
stateside	taʻutaʻua
statesman	faipule
static	fuainumera
staticky	NO TRANSLATION
statics	statics
station	nofoaga
stationary	tu
stationery	tusi pepa
statistic	fuainumera
statistical	fuainumera
statistician	statistician
stator	stator
statuary	statuary
statue	faʻatagata
statuette	faʻamau
stature	maualuga
status	tulaga
statute	tulafono
statutory	tulafono
staunch	faʻamalosi
stave	faʻamau
stay	nofo
stayaway	NO TRANSLATION
stayed	nofo
stays	nofo
stead	tulaga
steadfast	mausali
steady	tumau
steak	steak
steakhouse	nofoaafi
steal	gaoi
stealing	gaoi
stealth	faʻamalosivale
stealthily	faʻamalosi
stealthy	faʻamalosi
steam	vaʻa
steamboat	vaʻalele
steamer	vaʻa
steaming	uila
steamroller	vaʻalele
steamship	vaʻalele
steamy	vaʻa
steel	sila
steep	maualuga
steeple	maualuga
steer	taʻavale
steering	taʻavale
stellar	maʻa
stem	au
stench	manogi
stencil	sulu
stenographer	tusitala
step	laasaga
stepdaughter	stepdaughter
stepfather	tamaʻitaʻi
stepmother	tina failele
steppe	steppe
steps	laasaga
stepson	laasaga
stereo	sitete
stereoscopic	stereoscopic
stereotype	faʻataʻitaʻiga
stereotyped	faʻataʻitaʻiga
sterile	faʻamaʻi
sterility	vailaau
sterilize	faʻamaʻi
sterling	faʻamaonia
stern	stern
sternum	sternum
steroid	fomaʻi
stethoscope	stethoscope
stew	salu
steward	tausimea
stewardess	tausimea
stewardship	tausimea
stfu	stfu
stick	laau
sticker	sisi
sticking	pipii
stickler	tagata faʻapipiʻi
stickup	paʻu
sticky	toso
stiff	malo
stiffen	faʻamalosi
stiffness	malosi
stifle	faʻasao
stifled	faʻailogaina
stifling	taofiofia
stigma	faʻailoga
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	faʻanofo
stillborn	fanau mai
stillness	filemu
stillwaiting	NO TRANSLATION
stilts	maʻa
stimulant	faaosofia
stimulate	faaosofia
stimulating	faaosofia
stimulation	faaosofia
stimulus	faaosofia
sting	tui
stinger	faʻamalosi
stinging	tui
stingy	valea
stink	sulu
stinker	sulu
stinking	sulu
stinky	sulu
stint	tusitusi
stipend	faʻavae
stipulate	faʻamaonia
stipulation	aiaiga
stir	osofaʻi
stirring	osofaʻi
stitch	sisi
stitching	tui
stock	oloa
stockade	teuina
stockbroker	faʻatau oloa
stockholder	tagata faʻatau
stocking	teuga
stockings	totini
stockpile	teuga oloa
stockroom	fale teu oloa
stocks	oloa
stoic	maʻa
stole	gaoia
stolen	gaoia
stomach	manava
stomachache	manava tiga
stomp	fetogi
stomped	tuʻituʻi
stone	maʻa
stoned	fetogia
stonewall	maʻa
stoneware	maʻa
stony	maʻa
stooge	manu
stool	nofoa
stools	ogaumu
stoop	toso
stoopid	tuʻu
stop	taofi
stopover	toso
stoppage	taofi
stopper	taofi
stopping	taofi
stopwatch	taofi
storage	teuina
store	faleoloa
storefront	fale teu oloa
storehouse	faleteuoloa
storeroom	potu teu oloa
storing	teuina
storm	afā
storming	osofaia
stormy	matagi
story	tala
storybook	tusi tala
storyteller	tala tala
storytelling	tala tala
stound	faʻanoanoa
stout	malosi
stove	ogaumu
stow	faʻamalosi
stowaway	ogaoga
straddle	toso
straight	saʻo
straighten	faasaʻo
straightforward	saʻo
straightway	vave
strain	faʻalavelave
strained	faʻanoanoa
strait	saʻo
straitjacket	vavalalata
straits	toʻilalo
strand	faʻailoga
stranded	faʻailogaina
strange	ese
stranger	tagata ese
strangle	strangle
strangulation	eseʻese
strap	maea
strapless	leai se mea
strapping	fusi
strata	vae
strategic	taʻiala
strategist	taʻiala
strategy	taʻiala
stratification	puipuiga
stratosphere	fuafuaga
stratum	stratum
stratus	stratus
straw	vaomago
strawberry	vine
stray	sese
streak	faasolosolo
streaked	taʻavale
stream	vaitafe
streamer	vaitafe
streaming	faʻafefe
streamline	faʻasolosolo
street	auala
streetcar	ala taavale
streetlight	streetlight
strength	malosi
strengthen	faamalosia
strengthening	faamalosia
strenuous	malosi
strep	strep
stress	popole
stressed	faamamafa
stresses	popolega
stressfree	NO TRANSLATION
stressful	popolega
stressin	NO TRANSLATION
stressing	faamamafa
stressrelief	NO TRANSLATION
stretch	faʻalautele
stretcher	ogaoga
stricken	sasaina
strict	matua
stride	laa
strife	finauga
strike	oso
strikeout	osofaʻi
striker	tagata taʻavale
striking	osofaia
strikingly	mataʻutia
string	manoa
strings	manoa
stringy	faʻamalosi
strip	taʻavale
stripe	toso
striped	taʻavale
stripped	aveese
stripper	taʻavale
striptease	taʻavale
strive	taumafai
strobe	taʻavale
stroke	taʻavale
stroll	savalivali
stroller	pipi
strolling	savalivali
strong	malosi
stronghold	malosi
strongly	malosi
structural	fausaga
structure	fausaga
strudel	faʻataunuʻu
struggle	tauiviga
strut	feteenaʻiga
stub	togi
stubbed	tumutumu
stubble	vao
stubborn	loto maʻaʻa
stubbornness	loto maʻaʻa
stubby	stubby
stucco	stucco
stuck	pipii
stuckup	NO TRANSLATION
stud	ataliʻi
studded	teuteu
student	tamaitiiti aoga
studied	suʻesuʻeina
studio	atinaʻe
study	suʻesuʻe
stuff	mea
stuffed animal	manu faʻanoanoa
stuffing	meaʻai
stuffy	mea manogi
stumble	tautevateva
stump	aʻa
stumped	tuʻu
stun	toso
stunned	maofa
stunner	faʻaipoipo
stunning	ofoofogia
stunt	faʻamalosi
stunted	faʻanoanoa
stuntman	tagata faʻatau
stupefaction	faʻanoanoa
stupefy	mataʻutia
stupendous	mataʻutia
stupid	valea
stupidity	valea
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	valea
sturdy	malosi
sturgeon	toso
stutter	faʻamalosi
sty	lanu
style	sitaili
styling	faʻailoga
stylish	lelei
stylist	stylist
suave	suave
sub	sub
subatomic	subomomic
subcommittee	sub-komiti
subconscious	le malamalama
subcutaneous	lalo ifo
subdivide	vaevaeina
subdivision	vaevaega
subduction	subduction
subdue	toʻilalo
subdued	toilalo
subdural	faʻavae
subito	NO TRANSLATION
subject	autu
subjected	lalo ifo
subjection	gauaʻi
subjective	agaga
subjugation	toilalo
sublet	sugu
sublevel	tala
sublimation	faʻailoga
sublime	mamalu
subliminal	faʻafetai
submarine	submarine
submerge	toilalo
submerged	faʻapalapalaina
submersible	faʻapipiʻi
submission	talosaga
submissive	gauaʻi
submit	lafo
submitting	lafoina
subordinate	lagolago
subordination	faʻavaeina
subplot	pito i lalo
subpoena	tusitusi
subscribe	totogi
subscriber	tagata fai saofaga
subscription	saofaga
subsequence	mulimuli
subsequent	mulimuli ane
subsequently	mulimuli ane
subservient	tausi
subset	faila
subside	faʻavae
subsidence	saofaga
subsidiary	lala
subsidize	saofaga
subsidy	fesoasoani
subsist	ola pea
subsistence	saofaga
subsoil	saofaga
subspace	saofaga
substance	vailaau
substandard	lalo ifo
substantial	tele
substantially	tele
substantiate	faʻamaonia
substantive	mea taua
substation	sui
substitute	sui
substituted	suia
substitution	sui
substructure	faʻavae
subterranean	lalo ifo
subtext	tusiga
subtitle	ulutala
subtle	maaleale
subtlety	faʻaʻoleʻole
subtract	toesea
subtraction	suʻega
subtype	subtype
suburb	laufanua
suburban	faletalimalo
suburbia	laufanua mamao
suburbs	fanua faʻatoʻaga
subversion	faʻalavelave
subversive	toilalo
subvert	faʻalavelave
subway	alalaupapa
succeed	manuia
succeeding	manuia
success	manuia
successful	manuia
succession	faasologa
successive	mulimuli
successor	sui
succinct	puupuu
succubus	faʻasolosolo
succulent	faigofie
succumb	toso
suck	susu
sucker	sucker
sucking	susu
suckling	susu
sucks	sugu
suction	suʻi
sudden	faʻafuaseʻi
suddenly	faʻafuaseʻi
suds	su
sue	tagi
suede	mulimuli ane
suffer	mafatia
sufferer	tagata mafatia
suffering	mafatiaga
suffice	lava
sufficiency	lava
sufficient	lava
sufficiently	lava
suffix	suffix
suffocate	lava
suffocating	toso
suffocation	toso
sugar	suka
suggest	fautuaina
suggestion	fautuaga
suggestive	fautuaga
suicidal	suicidal
suicide	pule ola
suicidebombing	NO TRANSLATION
suit	suti
suitable	talafeagai
suitcase	atopau
suite	isi
suitor	suitor
sulfate	sulfate
sulfur	sulfur
sulk	sulk
sullen	ita
sully	sully
sulphur	sulfur
sultan	sultan
sultry	osofaʻi
sum	aofai
summarily	otooto
summarize	otooto
summary	otootoga
summation	otootoga
summer	taumafanafana
summerhouse	fale vevela
summertime	taumafanafana
summit	Summit
summon	samania
summons	samania
sumo	otootoga
sump	otooto
sumptuous	maoaʻe
sun	la
sunbeam	la
sunburn	la
sundae	sundae
sunday	Aso Sa
sundial	sundial
sundown	le goto o le la
sundry	sundry
