Word	uz
sanctification	muqaddaslanish
sanctified	muqaddas qilingan
sanctify	muqaddaslash
sanctimonious	muqaddasdir
sanction	sanksiya
sanctioned	ruxsat berildi
sanctity	muqaddaslik
sanctuary	muqaddas joy
sanctum	sanctum
sand	qum
sandal	sandallar
sandbox	Sandbox
sander	zang
sandman	qumli
sandpaper	zig'irpoya
sands	qumlar
sandstorm	qum bo'roni
sandwich	sendvich
sandy	qumli
sane	aqlli
sanguine	sanguine
sanitarium	sanitariya
sanitary	sanitariya
sanitation	sanitariya
sanity	aql-idrok
sans	NO TRANSLATION
santa	santa
sap	sap
sapiens	sapiens
sapphire	safir
sappy	shirin
sarcasm	sarqasm
sarcastic	sarkastik
sarcoma	sarcoma
sarcophagus	lahit
sardine	sardina
sardonic	sardonik
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	Shayton
satchel	chizilgan
sate	NO TRANSLATION
satellite	sun'iy yo'ldosh
satin	saten
satire	satira
satirical	satiriklik
satisfaction	mamnuniyat
satisfactorily	qoniqarli
satisfactory	qoniqarli
satisfied	ma'qullandi
satisfy	qoniqtiramiz
satisfying	qoniqarli
saturate	to'yingan
saturated	to'yingan
saturation	to'yinganlik
satyr	Satyr
sauce	sous
saucepan	kostryulkalar
saucer	lavabon
saucy	saucy
sauerkraut	NO TRANSLATION
sauna	sauna
sausage	kolbasa
savage	yirtqich
savagery	vahshiylik
savanna	Savanna
savannah	savannah
savant	olim
save	saqlash
saver	saqlovchi
saving	saqlash
savings	jamg'armalar
savior	qutqaruvchi
savor	yoqimli
savory	mazali
savvy	aql-idrok
saw	ko'rdim
sawdust	talaşlar
sawmill	sindrom ishlab chiqaruvchi
sax	saxovat
saxophone	saksafon
say	demoq
sayonara	NO TRANSLATION
scab	qoraqo'tir
scabbard	qoshiq
scaffold	iskala
scaffolding	iskala
scalding	hasharotlar
scale	miqyosi
scales	o'lchamlari
scallop	chig'anoq
scalp	bosh terisi
scalpel	skalpel
scaly	chuqur
scam	qalloblik
scamp	mozor
scampi	scampi
scan	ko'rish
scandal	janjal
scandalous	janjal
scanner	skaner
scanty	kam
scape	shkalasi
scapegoat	qamoqxona
scar	jarohatlar
scarab	scarab
scarce	kam
scarcely	zo'rg'a
scarcity	kamchilik
scare	qo'rqitish
scarecrow	qo'rqitish
scared	qo'rqib ketdim
scares	qo'rqitadi
scarf	sharf
scarier	qo'rqinchli odam
scariest	qo'rqinchli
scarlet	qizil rangli
scary	qo'rqinchli
scat	scat
scatter	tarqalishi
scattered	tarqalgan
scattering	tarqalishi
scavenger	zaharli moddalar
scenario	senariy
scene	sahna
scenery	sahna ko'rinishi
scenic	tabiiy
scent	hidi
scented	xushbo'y
scepter	tayoq
sceptical	shubha bilan qaraydi
scepticism	skeptitsizm
schadenfreude	schadenfreude
schedule	dasturi
schematic	sxematik
scheme	sxema
schilling	Shilling
schism	ajralish
schizophrenia	shizofreniya
schizophrenic	shizofreniya
schlep	schlep
schmuck	NO TRANSLATION
schnapps	shnapps
schnitzel	shnitzel
scholar	olim
scholarly	ilmiy jihatdan
scholarship	stipendiya
scholastic	o'quv dasturi
school	Maktab
schoolboy	maktab o'quvchisi
schoolgirl	maktab o'quvchisi
schoolhouse	maktab binosi
schooling	maktab ta'limi
schoolmaster	maktab o'qituvchisi
schoolteacher	NO TRANSLATION
schoolwork	maktab ishi
schoolyard	Maktab bog'i
schooner	shiker
sciatica	siyatik
science	ilm-fan
scientific	ilmiy
scientist	olim
scifi	scifi
scintilla	NO TRANSLATION
scintillating	sintez qilish
scintillation	sintillash
scintillator	sintillator
scion	iztirob
scissors	qaychi
scoff	masxara qilish
scold	sharmanda qilish
scolding	haqorat qilish
scone	scone
scoop	qoshiq
scoot	scoot
scooter	scooter
scope	doirasi
scorch	qovoq
scorching	qovurish
score	Hisob
scoreboard	reyting jadvali
scorer	skorchi
scores	ballar
scorn	mudhish
scorned	haqoratli
scornful	mudhish
scorpion	chayon
scotch	skotch
scoundrel	ahmoqona
scour	shamollatish
scourge	balo
scout	kashfiyotchi
scowl	sharmanda qilish
scrabble	tirnoq
scram	scram
scramble	chaqqonlik
scrambled	shivirlangan
scrambler	aralashtiruvchi
scrambling	shivirlash
scrap	hurda
scrapbook	albom
scrape	qoziq
scrapie	shikastlanish
scraping	qirib tashlash
scrappy	zararli
scratch	chizish
scratchy	tirnoq
scrawny	qirib tashlangan
scream	qichqiriq
screamer	qichqiriq
screaming	qichqiriq
screech	xiralashgan
screen	ekrani
screening	ko'rish
screenplay	ssenariysi
screenwriter	ssenariy muallifi
screw	vint
screwball	boks
screwdriver	tornavida
screwed	vidalanadi
screwy	vintlardek
screwyou	NO TRANSLATION
scribble	qoralash
scribe	yozuvchi
scrimmage	tajovuz
scrip	qorishma
script	skript
scriptural	Muqaddas Kitob
scripture	Muqaddas Yozuvlar
scroll	o'tkazish
scrotum	skrotum
scrounge	chizish
scrounger	shkafi
scrub	ovqatlar
scruffy	xiralashgan
scrumptious	ajoyib
scrupulous	ehtiyotkorlik bilan
scrutinize	o'rganing
scrutiny	tekshirish
scuba	tuproq
scuff	chayqalish
scuffle	jang qilish
scullery	haykaltarosh
sculptor	haykaltarosh
sculpture	haykal
sculptured	haykaltarosh
scum	axlat
scumbag	xiralashgan
scurry	shovqin
scurvy	sharmandalik
scuttle	shovqin
sea	dengiz
seaboard	dengiz sohilida joylashgan
seafood	dengiz mahsulotlari
seagull	Chayon
seal	muhr
seals	muhrlar
seam	tikuv
seaman	dengizchi
seamless	choksiz
seamstress	tikuvchisiz
seaport	dengiz porti
sear	qidiruv
search	qidirmoq
searching	qidiruv
searchlight	qidirish yoritgichi
seared	quritilgan
seashore	dengiz sohilida joylashgan
seasick	dengiz suvi
seaside	dengiz qirg'og'i
season	mavsum
seasonal	mavsumiy
seasoned	tajribali
seasoning	ziravorlar
seat	o'rindiq
seatbelt	havfsizlik kamari
seating	yashash joyi
seawater	dengiz suvi
seaweed	dengiz moyi
sec	sek
secession	ajratish
secluded	tanho
seclusion	yolg'izlik
second	ikkinchi
second cousin	ikkinchi qarindoshi
secondary	ikkinchi darajali
secondhand	ishlatilgan
secrecy	maxfiylik
secret	sir
secretariat	Kotibiyat
secretary	kotibi
secrete	yashirincha
secretion	sekretsiya
secretive	yashirin
secretly	yashirincha
sect	mazhab
sectarian	mazhablar
section	Bo'lim
sectional	tasavvurlar
sector	sektori
secular	dunyoviy
secularism	dunyoviylik
secure	xavfsiz
securities	qimmatli qog'ozlar
security	xavfsizlik
sedan	NO TRANSLATION
sedate	sedate
sedation	sedasyon
sedative	sedativ
sedentary	yashash joyi
sedge	seda
sediment	cho'kindi jinslar
sedimentary	cho'kindi jinslar
sedition	fitnasi
seduce	yolg'onchilik
seducer	yolg'onchi
seducing	yolg'onchilik
seduction	yolg'on
seductive	jozibali
see	qarang
seed	urug'lar
seedling	fide
seeds	urug'lar
seedy	xushbichim
seek	izlanglar
seeker	qidiruvchi
seem	ko'rinadi
seemingly	ko'rinishi bilan
seer	ko'radigan
seesaw	sersuv
seething	suyuqlik
segment	segment
segregate	ajratish
segregated	ajratilgan
segregation	ajratish
seismic	seysmik
seize	olib qo'ying
seizure	olib qo'yish
seldom	kamdan-kam hollarda
select	ni tanlang
selection	tanlash
selective	tanlangan
selectman	tanlash
selenium	selen
self	o'z-o'zini
selfharm	NO TRANSLATION
selfish	xudbinlik
selfishness	xudbinlik
selfless	fidokorona
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	sotish
seller	sotuvchi
sellout	sotish
seltzer	seltzer
semantics	semantika
semaphore	semafor
semblance	timsol
semen	semen
semester	davr
semi	yarim
semiautomatic	NO TRANSLATION
semicolon	nuqta-vergul
seminal	seminal
seminar	seminar
seminary	seminarlar tashkil etildi
semiotics	semiotics
senate	Senat
senator	senator
send	yuborish
sender	yuboruvchi
senescence	yoshlik
senile	senil
senior	katta
seniority	sardorlik
senor	senor
senorita	senorita
sensation	hissiyot
sensational	shuvli
sense	ma'no
senseless	mantiqsiz
senses	hislar
sensibility	sezuvchanlik
sensible	mantiqiy
sensibly	mantiqiy ravishda
sensitive	sezgir
sensitivity	sezuvchanlik
sensor	Sensor
sensory	sezgi
sensual	sezgi
sensuality	shahvoniylik
sensuous	sezgir
sentence	hukm
sentencing	hukm qilish
sentient	sezgir
sentiment	hissiyot
sentimental	sentimental
sentimentality	sentimentallik
sentinel	sentinel
sentry	soqchi
separable	ajratilishi mumkin
separate	alohida
separately	alohida-alohida
separation	ajratish
separatist	separatchi
sepia	sepya
sepsis	sepsis
sept	sept
septic	septik
septum	septum
sequel	davomi
sequence	ketma-ketlik
sequent	navbat bilan
sequestered	ajratilgan
sequestration	sekvestratsiya
serenade	serenad
serendipity	serendipity
serene	tinch
serenity	xotirjamlik
sergeant	serjant
serial	ketma-ketlik
serialize	ketma-ketlash
series	seriyali
serif	serif
serious	jiddiy
seriousness	jiddiylik
sermon	va'z
serpent	ilon
serpentine	serpantin
serrated	serrated
serum	sarum
servant	xizmatkor
serve	xizmat qilish
server	server
service	xizmat ko'rsatish
serviceable	xizmat ko'rsatuvchi
servile	qullik
servitude	Servitude
sesame	Susam
sess	NO TRANSLATION
session	sessiya
sessions	sessiyalari
set	o'rnatish
setback	orqaga qaytish
sett	NO TRANSLATION
setter	sozlovchi
settle	joylashish
settled	joylashdi
settlement	turar-joy
settler	ko'chmanchi
settlor	mozor
setup	sozlash
seven	Yetti
seventeen	o'n etti
seventh	ettinchi
seventy	etmishta
sever	sever
severable	to'xtatiladi
severally	alohida-alohida
severance	keramika
severe	qattiq
severely	jiddiy tarzda
severity	zo'ravonlik
sew	tikilgan
sewage	kanalizatsiya
sewer	kanalizatsiya
sewerage	kanalizatsiya
sewing	tikish
sex	jinsiy aloqa
sexist	jinsiy aloqa
sexual	jinsiy aloqa
sexuality	jinsiylik
sexy	amaliyot
shabby	shabby
shack	shack
shackle	qalqib olish
shade	soya
shades	ranglar
shading	soyalash
shadow	soya
shadowy	shaffof
shady	shubhasiz
shaft	milya
shag	shag
shaggy	shaggy
shake	silkitadi
shakedown	silkindi
shaken	silkinib ketdi
shaker	shakarchi
shaking	silkitardi
shaky	shang'illadi
shall	bo'ladi
shallow	sayoz
shallows	sayozlar
sham	sham
shaman	shaman
shambles	shambles
shame	sharmandalik
shamed	sharmandalarcha
shameful	uyat
shameless	sharmandasiz
shampoo	shampun
shanghai	shanghai
shank	shlang
shanty	shanty
shape	shakli
shapely	chiroyli
shard	shard
share	ulush
shareholder	aktsiyadorlar
sharing	almashish
shark	Akula
sharp	o'tkir
sharpen	aniqlang
sharpened	o'tkirlashgan
sharpener	o'tkir uchburchak
sharpness	aniqlik
sharpshooter	sharpshooter
shatter	siqila
shattered	parchalangan
shattering	siqilish
shave	sochingizni
shaver	sochingizni mashinasi
shaving	sochingizni
shawl	shol
sheaf	parcha
shear	kesish
shears	qaychi
sheath	niqobi ostida
sheathing	qoplama
shed	to'kish
sheen	nashrida
sheep	qo'ylar
sheepdog	qo'ylar
sheepish	qo'ylar
sheer	shaffof
sheet	varaq
sheik	Shayx
shelf	Raf
shell	qobiq
shellfish	Qisqichbaqasimonlar
shelling	bombardimon
shelter	boshpana
sheltered	himoyalangan
shelters	boshpanalar
shelved	Ravshan
shepherd	cho'pon
sherbet	sherbet
sheriff	sherif
sherry	sher
shield	qalqon
shift	siljish
shifting	almashtirish
shifty	shifti
shilling	shiling
shimmer	yorqin
shimmering	sharmandali
shimmy	shimmy
shin	shin
shindig	shindig
shine	porlashi
shiner	shinam
shingle	shingle
shining	porlashi
shiny	yorqin
ship	kema
shipment	yuborilgan
shipping	yuk tashish; yetkazib berish
shipshape	shipshape
shipwreck	kema halokatiga uchragan
shipyard	tersanes
shire	shira
shirt	ko'ylak
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitsiz
shitload	shitload
shittest	NO TRANSLATION
shitty	sharmandalik
shiver	shivirlash
shivering	titray boshladi
shoals	shoals
shock	zarba
shocked	zarba berdi
shocker	shok qiluvchi
shocking	zarba beruvchi
shockingly	dahshatli tarzda
shoddy	shoddy
shoe	poyafzal
shoelace	shoelace
shoemaker	poyabzal
shoes	poyafzal
shoeshine	shoeshin
shook	shang'illadi
shoot	otish
shooter	atıcı
shooting	tortishish
shootout	otishma
shop	do'kon
shopkeeper	sotuvchi
shoplifter	shoplifter
shoplifting	shoplifting
shopper	xaridor
shopping	xarid qilish
shore	qirg'oq
shoreline	qirg'oq bo'ylab
shorn	shivirlangan
short	qisqa
short story	qisqa hikoya
shortage	kamchilik
shortcake	qisqartirish
shortcoming	kamchilik
shortcut	yorliq
shorten	qisqartirish
shortening	qisqartirish
shorthand	qisqartma
shortly	qisqa vaqt ichida
shortness	qisqartirish
shorts	shimlar
shortstop	qisqartma
shortwave	qisqa to'lqin
shot	otishni o'rganish
shotgun	ov miltiq
shoulder	elkasiga
shout	baqirib
shove	shovqin
shovel	belkurak
shoveling	belkurak
show	ko'rsatish
showbiz	shoubiz
showboat	shouboat
showcase	vitrin
showdown	Ko'rish
shower	dush
showgirl	showgirl
showing	ko'rsatish
showoff	maqtanmoq
showroom	ko'rgazma xonasi
showy	xushbichim
shrapnel	shrapnel
shred	parchalanadi
shrew	shivirlashdi
shrewd	ehtiyotkorlik bilan
shriek	qichqiriq
shrill	shilinadi
shrimp	mayda qisqichbaqa
shrine	ziyoratgoh
shrink	shrink
shrinking	qisqarishi
shrivel	shrivel
shroud	kafel
shrub	buta
shrubbery	buta
shrug	yelka qisish
shrunk	shrunk
shrunken	shrunken
shudder	titrash
shuddering	titragan
shuffle	aralashish
shuffleboard	shuffleboard
shuffling	aralashtirish
shun	o'chirish
shunned	chetlashtirildi
shunt	shlang
shut	yopish
shutdown	yopmoq
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	deklanşör
shuttle	shuttle
shutup	NO TRANSLATION
shy	uyatchang
shyness	uyatchanlik
shyster	shayton
sib	NO TRANSLATION
sibling	birodarlar
sic	sic
sick	kasal
sickbay	kasal
sicken	kasal
sickening	kasallik
sickle	o'roq
sickly	kasallik bilan
sickness	kasallik
side	tomoni
sidearm	yolg'onchi
sidebar	yon panelda
sideboard	yon panelda
sideburns	yonboshlar
sidecar	yigit
sidekick	sidekick
sideline	yondashuv
sideshow	tomonlar
sidestep	sindustep
sidewalk	yulka
sideways	tomonga buriladi
sidewinder	yonboshlagan
siege	qamal qilish
siesta	siesta
sieve	sirka
sift	sift
sifting	sifati
sigh	nafas olish
sight	ko'rish
sighting	nosozlik
sightseeing	sayohatlar
sigma	sigma
sign	belgisi
signal	signal
signature	imzosi
significance	ahamiyatga ega
significant	muhim
signification	belgisi
signify	anglatadi
signpost	belgisi
silence	sukunat
silencer	susturucu
silent	jim
silently	jimgina
silhouette	siluet
silicon	silikon
silicone	silikon
silk	ipak
silken	silkindi
silky	ipeksi
sill	sill
silliness	siqilish
silly	ahmoqona
silo	silo
silt	silt
silver	kumush
silverware	kumush buyumlar
silvery	kumush rangli
similar	o'xshash
similarity	o'xshashlik
simile	NO TRANSLATION
simmer	qaynatib oling
simmering	simmering
simple	oddiy
simples	NO TRANSLATION
simpleton	simpleton
simplicity	oddiylik
simplify	soddalashtirish
simplistic	oddiy
simply	oddiygina
simulate	taqlid qiling
simulated	simulyatsiya qilingan
simulating	simulyatsiya qilish
simulation	simulyatsiya
simulator	simulyator
simultaneous	bir vaqtda
simultaneously	bir vaqtning o'zida
sin	NO TRANSLATION
sincere	samimiy
sincerity	samimiylik
sinful	gunohkor
sing	qo'shiq ayt
singer	ashulachi
singing	qo'shiq aytish
single	yakka
singly	yakka
singular	yagona
singularity	o'ziga xoslik
singularly	yagona
sinister	yomon
sink	cho'milish
sinker	sinker
sinking	cho'kish
sinner	gunohkor
sinning	gunoh qilish
sinus	sinus
sip	sip
siphon	sifon
sipping	yudumlardi
sir	janob
sire	sirena
siren	siren
sirloin	sirloin
sissy	qizg'in
sister	singlim
sisterhood	qarindoshlik
sit	o'tir
sitcom	sitcom
site	sayt
sith	sith
sitter	soqchilar
sitting	o'tirish
situate	joylashtiring
situated	joylashgan
situation	vaziyat
six	olti
sixpence	olti nafar
sixteen	o'n olti
sixth	oltinchi
sixty	oltmish
sizable	sezilarli
size	hajmi
sizzle	sizzle
ska	NO TRANSLATION
skate	skat
skateboard	skeytbord
skater	skater
skating	paten
skedaddle	skedaddle
skeet	skeet
skein	Chayon
skeletal	skeletlari topildi
skeleton	skelet
skeptic	shubhali
skeptical	shubha bilan qaraydi
skepticism	skeptitsizm
sketch	eskiz
sketching	sketching
sketchy	sketchy
skewed	shikastlangan
skewer	shish
ski	chang'i
skid	skid
skier	chang'ichi
skiff	skif
skiing	kayak
skijump	NO TRANSLATION
skill	qobiliyat
skilled	malakali
skillet	skillet
skillful	mohirlik
skim	chuqur
skimpy	kam
skin	teri
skinny	jasur
skip	atlamoq
skipper	kapitan
skirmish	to'qnashuv
skirt	etek
skirting	skrining
skirts	etaklari
skit	skit
skittish	xiralashgan
skull	bosh suyagi
skunk	skunk
sky	osmonda
skylight	yorug'lik
skyline	silkitardi
skyscraper	osmono'par bino
slab	slab
slack	bo'shashmaslik
slag	cüruf
slam	slam
slammer	slammer
slander	tuhmat qilish
slanderous	yolg'onchi
slang	slang
slant	noqulay
slap	slap
slash	slash
slashes	slashes
slate	slate
slates	plitalar
slaughter	so'yish
slaughterhouse	so'yish xonasi
slaughtering	so'yish
slave	qul
slavery	qullik
slay	o'ldirmoq
slayer	slayder
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	chaynash
sledge	chana
sledgehammer	Balyoz
sleek	oqlangan
sleep	uyqu
sleeper	uxlab yotgan
sleeping	uxlash
sleepless	uyqusiz
sleeplessness	uyqusizlik
sleepover	uyqusiz
sleepy	uyqusiz
sleepyhead	uyqusizlik
sleet	yomg'ir yog'ishi mumkin
sleeve	sleeve
sleeveless	qo'lsiz
sleigh	qizil
sleight	sleight
slender	nozik
sleuth	shayton
slice	tilim
slick	silliq
slicker	silliq
slide	slayd
slider	slayder
sliding	toymasin
slight	engil
slight anticipation	engil kutish
slight disgust	engil nafrat
slight surprise	engil ajablanib
slight trust	engil ishonch
slightly	bir oz
slightly negative	oz salbiy
slightly positive	bir oz ijobiy
slim	nozik
slime	shilimshiq
slimy	soxta
sling	sling
slingshot	otishma
slink	bo'shashmasdan
slinky	sekin
slip	slip
slipper	terlik
slippers	terlik
slippery	sirg'anchiq
slit	yoriq
sliver	sliver
slob	slob
slobber	slobber
slogan	shior
sloop	sloop
slop	NO TRANSLATION
slope	Nishab
sloppy	noqulay
slot	uyasi
sloth	siqilish
slouch	soqov
slough	slough
slow	sekin
slowly	asta-sekin
slowness	sekinlik
sludge	loy
slug	siqish
slugger	slugger
sluggish	siqilish
sluice	shlyuz
slum	chuqurlik
slumber	uyqu
slump	tushish
slur	slur
slurp	slurp
slush	suyuqlik
slut	fohishaxonada
slutty	slutty
sly	slyuda
smack	chekish
small	kichik
smaller	kichikroq
smallest	eng kichik
smallpox	Cho'chqalar
smart	aqlli
smartass	kekkaygan mahmadona
smarten	aqlli
smarty	aqlli
smash	sindirish
smashed	yiqilgan
smattering	sarmoyalash
smear	smear
smell	hid
smelling	hidlash
smelly	hidlash
smelt	hidlandi
smidgen	smidgen
smile	tabassum
smiled	tabassum qildi
smiles	tabassum
smiley	tabassum
smiling	kuladi
smirk	yomonlik
smite	zarba bering
smith	Smit
smithereens	smithereens
smitten	smitten
smock	soqchilik
smog	tutun
smoke	tutun
smoker	chekuvchi
smokey	Smokey
smoking	chekish
smoky	tutunli
smoldering	rangi o'chib ketgan
smooch	smooch
smooth	silliq
smoothie	yumshoqlik
smoothly	muammosiz
smoothness	silliqlik
smother	nafas olish
smudge	buzuqlik
smug	kulgich
smuggle	noqonuniy olib kirish
smuggler	kontrabandachi
smuggling	kontrabanda
smut	noqulay
snack	atirlar
snacks	atirlar
snafu	snafu
snag	siqish
snags	soqchilar
snail	salyangoz
snake	ilon
snakes	ilonlar
snakeskin	yomg'ir
snap	qisqartirish
snapper	snapper
snappy	tezkor
snapshot	oniy rasm
snare	tuzoq
snarl	soqov
snarling	siqilish
snatch	qochish
snatcher	qotil
snazzy	shov-shuvli
sneak	yashirincha
sneaker	poyabzal
sneakers	krossovkalar
sneaking	yovuzlik
sneaky	yashirincha
sneer	sharmandalik
sneeze	aksirish
sneezing	aksirmoq
snicker	shilimshiq
snide	otish
sniff	sniff
snip	snip
snipe	chig'anoq
sniper	snayper
snippet	snippet
snippy	qizg'in
snitch	soqov
snob	snob
snoop	snoop
snoopy	snoopy
snooty	qotib qolgan
snooze	takrorlash
snore	horg'inlik
snorkel	shiorillalar
snort	snort
snot	snot
snotty	xiralashgan
snout	yirtqich
snow	qor
snowball	qartop
snowboard	snowboard
snowboarder	snowboarder
snowday	qorday
snowfall	qor yog'ishi mumkin
snowflake	qor olish
snowing	qorlar
snowmageddon	qor yog'dirdi
snowman	kardan odam
snowplow	qor tozalash
snowstorm	qor bo'roni
snowy	qorli
snub	snub
snubbed	shikastlangan
snuff	shikastlanish
snug	nozik
snuggle	qotib qolish
snuggled	qotib qolgan
snuggles	snuggles
snuggling	qotillik
soak	namlanadi
soaked	namlangan
soaking	namlik
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sovun
soapbox	soapbox
soapy	sabunlar
soar	tezlashdi
soaring	tezlashdi
sob	NO TRANSLATION
sober	sog'lom
soblessed	NO TRANSLATION
sobriety	ahmoqlik
soc	soc
soccer	futbol
sociable	suhbatdosh
social	ijtimoiy
socialanxiety	NO TRANSLATION
socialism	sotsializm
socialist	sotsialistik
socialite	ijtimoiy soha
socialize	muloqot qilish
society	jamiyat
sociology	sotsiologiya
sociopath	sosyopat
sock	paypoq
socket	soket
sod	sod
soda	soda
soda/pop	soda / pop
sodding	soddalashtirilgan
sodium	natriy
sofa	divan
soft	yumshoq
softball	voleybol
soften	yumshatish
softener	yumshatgich
softening	yumshatish
softly	yumshoq tarzda
softness	yumshoqlik
software	dasturiy ta'minot
soggy	hush kelibsiz
sohappy	juda baxtli
soil	tuproq
soiled	ifloslangan
soiree	soiree
sojourn	yashash uchun
solace	mamnuniyat
solar	Quyosh
solarium	solaryum
solder	lehim
soldering	lehimleme
soldier	askar
sole	soley
solemn	tantanali ravishda
solicit	so'rash
solicitation	talabnoma
solicitor	advokat
solid	qattiq
solidarity	birdamlik
solidification	qat'iylik
solidified	qotib qolgan
solidify	qotib qolish
solidity	mustahkamlik
solitaire	Jungle
solitary	yolg'iz
solitude	yolg'izlik
solo	yakkaxon
solubility	eruvchanligi
soluble	eriydi
solucky	NO TRANSLATION
solution	hal etish
solve	hal qiling
solvency	to'lov qobiliyati
solvent	hal qiluvchi
somad	NO TRANSLATION
somatic	somatik
somber	bechora
some anticipation	biroz oldindan lazzatlanish
some disgust	ba'zi jirkanish
some surprise	ba'zi ajablanib
some trust	ba'zi ishonch
somersault	takrorlash
somethingigetalot	NO TRANSLATION
somewhat negative	bir oz salbiy
somewhat positive	bir oz ijobiy
somuchtodo	NO TRANSLATION
son	o'g'li
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	Qo'shiq
songwriter	qo'shiq muallifi
sonic	sonik
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	qurum
soothe	tinchlantirish
soothing	tinchlantiruvchi
sophisticated	murakkab
sophistication	murakkablik
sophomore	ikkinchisi
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	sehrgar
sorcery	sehrgarlik
sordid	mudhish
sore	jarohatlangan
soready	yaramas
sorely	shafqatsiz
soreness	achinish
sorghum	Sorghum
sorority	achinish
sorrow	qayg'u
sorrowful	xafa
sorry	Uzr
sort	tartibida
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	tartiblash
sos	NO TRANSLATION
soscared	soscared
soscary	kichkina
soslow	soslow
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ruh
soulful	sog'lom
soulless	ruhsiz
soulmate	ruhiy shaxs
sound	ovozi
sounding	shovqin
soundness	mustahkamlik
soundproof	ovoz o'tkazmaydigan
soundtrack	Soundtrack
soup	sho'rva
sour	nordon
source	manba
sourpuss	sourpuss
south	janubda
southbound	janubiy yo'nalish
southeast	sharqiy
southern	Janubiy
southpaw	janubda
southwest	janubi-g'arbga
souvenir	yodgorlik
sovereign	suveren
sovereignty	suverenitet
soviet	Sovet
sow	ekish
soy	soy
soy sauce	soya sosu
soybean	soya
spa	berilgan
space	joy
spacecraft	kosmik kemasi
spaceman	spaceman
spaceship	kosmik kemasi
spacing	oralig'i
spacious	keng
spade	chavandoz
spaghetti	spagetti
spam	spam
spammers	spammerlar
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	zahira
spareribs	zaxira qovurg'alar
sparingly	kamdan-kam hollarda
spark	uchqun
sparkle	uchqun
sparkling	yorqin
sparkly	shiddat bilan
sparring	sparring
sparrow	chumchuq
sparse	kamroq
spasm	spazm
spastic	spastik
spat	tupurish
spatial	mekansal
spatter	parchalash
spatula	spatula
spawn	spawn
spaz	spaz
speak	gapirish
speakeasy	speakeasy
speaker	ma'ruzachi
speakerphone	karnay
speaking	Gapirmoqda
spear	nayza
spec	spec
special	maxsus
specialist	mutaxassis
speciality	mutaxassislik
specialize	NO TRANSLATION
specially	maxsus
specialty	mutaxassislik
specie	NO TRANSLATION
species	turlari
specific	aniq
specification	xususiyatlari
specify	belgilang
specimen	namuna
speck	speck
speckled	ifloslangan
specs	xususiyatlari
spectacle	namoyishlar
spectacles	ko'zoynaklar
spectacular	ajoyib
spectator	tomoshabin
specter	spektr
spectral	spektr
spectrometer	spektrometr
spectrophotometer	spektrofotometr
spectroscopy	spektroskopiya
spectrum	spektr
speculate	spekülasyon
speculation	spekülasyon
speculative	spekulyativ
speculum	spekulum
speech	nutq
speechless	nutqsiz
speed	tezligi
speedboat	tez qayiq
speedily	tezlik bilan
speeding	tezligi
speedometer	tezlik o'lchagichi
speedway	tezligi
speedy	tezkor
spell	sehr qilish
spellbound	spellbound
spelling	imlo qilish
spencer	Spencer
spend	sarflash
spender	spender
spending	xarajatlar
spent	sarfladi
sperm	sperma
spew	spew
sphere	sohada
spherical	sharsimon
sphincter	sfinkter
sphinx	sfenks
spic	spic
spice	ziravorlar
spicy	baharatlı
spider	o'rgimchak
spiders	o'rgimchaklar
spiffy	spiffy
spigot	tirnoq
spike	boshoq
spiked	ochildi
spiky	spiky
spill	to'kib tashlang
spillin	NO TRANSLATION
spin	Spin
spinach	ismaloq
spinal	orqa miya
spindle	mil
spine	orqa miya
spineless	spineless
spinner	spinner
spinning	eğirme
spinster	spinster
spiny	jingalak
spiral	spiral
spire	spiral
spirit	ruh
spirited	jo'shqin
spirits	spirtli ichimliklar
spiritual	ma'naviy
spirituality	ma'naviyat
spit	tupurish
spite	qaramaslik
spiteful	jirkanch
spitfire	spitfire
spittoon	spittoon
splash	siqilish
splat	splat
splatter	splatter
spleen	taloq
splendid	ajoyib
splendor	ulug'vorlik
splice	qo'shtirnoq
spline	spline
splint	splint
splinter	uchqun
split	Split
splitting	bo'linish
splurge	soxta
spoil	buziladi
spoiler	spoyler
spoiling	buzilmaydi
spoils	talon-taroj
spoke	gapirishdi
spoken	gapirishdi
spokesman	vakili
spokesperson	so'zlovchi
sponge	shimgichni
spongy	suyuqlik
sponsor	homiysi
sponsorship	homiylik
spontaneity	o'z-o'zidan
spontaneous	o'z-o'zidan
spoof	ayyorlik
spook	sharmandalik
