Word	ms
spatula	spatula
spawn	bertelur
spaz	spaz
speak	bercakap
speakeasy	speakeasy
speaker	pembesar suara
speakerphone	telefon bimbit
speaking	bercakap
spear	lembing
spec	spec
special	istimewa
specialist	pakar
speciality	khusus
specialize	NO TRANSLATION
specially	khasnya
specialty	khusus
specie	NO TRANSLATION
species	spesies
specific	khusus
specification	spesifikasi
specify	nyatakan
specimen	spesimen
speck	speck
speckled	berbintik-bintik
specs	spesifikasi
spectacle	tontonan
spectacles	cermin mata
spectacular	spektakuler
spectator	penonton
specter	hantu
spectral	spektrum
spectrometer	spektrometer
spectrophotometer	spektrofotometer
spectroscopy	spektroskopi
spectrum	spektrum
speculate	berspekulasi
speculation	spekulasi
speculative	spekulatif
speculum	spekulum
speech	ucapan
speechless	bersuara
speed	kelajuan
speedboat	bot laju
speedily	dengan cepat
speeding	mempercepatkan
speedometer	speedometer
speedway	speedway
speedy	cepat
spell	ejaan
spellbound	cemerlang
spelling	ejaan
spencer	spencer
spend	belanja
spender	membuang
spending	perbelanjaan
spent	dibelanjakan
sperm	sperma
spew	memuntahkan
sphere	sfera
spherical	sfera
sphincter	sphincter
sphinx	sphinx
spic	spik
spice	rempah ratus
spicy	pedas
spider	labah-labah
spiders	labah-labah
spiffy	spiffy
spigot	spigot
spike	lonjakan
spiked	berduri
spiky	spiky
spill	tumpahan
spillin	NO TRANSLATION
spin	berputar
spinach	bayam
spinal	tulang belakang
spindle	gelendong
spine	tulang belakang
spineless	tiada spin
spinner	pemutar
spinning	berputar
spinster	spinster
spiny	berduri
spiral	lingkaran
spire	spire
spirit	semangat
spirited	bersemangat
spirits	semangat
spiritual	rohani
spirituality	kerohanian
spit	meludah
spite	walaupun
spiteful	bersungut-sungut
spitfire	spitfire
spittoon	spittoon
splash	percikan
splat	percikan
splatter	percikan
spleen	limpa
splendid	indah
splendor	kemegahan
splice	sambatan
spline	spline
splint	serpihan
splinter	serpihan
split	berpecah
splitting	pemisahan
splurge	splurge
spoil	merosakkan
spoiler	spoiler
spoiling	merosakkan
spoils	rampasan
spoke	bercakap
spoken	bercakap
spokesman	jurucakap
spokesperson	jurucakap
sponge	span
spongy	spongy
sponsor	penaja
sponsorship	penajaan
spontaneity	spontan
spontaneous	spontan
spoof	spoof
spook	berani
spooky	seram
spool	kili
spoon	sudu
spoonful	sesudu penuh
sporadic	sporadis
spore	spora
sport	sukan
sporting	sukan
sports	sukan
sports car	kereta sport
sportsman	olahragawan
sportsmanship	kesukanan
sportswriter	sportswriter
sporty	sporty
spot	tempat
spotless	bersih
spotlight	perhatian
spotted	dilihat
spotter	spotter
spotty	jerawatan
spousal	spousal
spouse	pasangan
spout	muncung
sprain	terseliuh
sprawl	merangkak
spray	semburan
spread	tersebar
spreader	penyebar
spree	nyawa
spring	musim bunga
springtime	musim bunga
sprinkle	taburkan
sprinkler	pemercik
sprinkling	percikan
sprint	pecut
sprite	sprite
sprout	bercambah
spruce	merapikan
spud	spud
spunk	spunk
spunky	kacak
spur	memacu
spurious	palsu
spurred	didorong
spurt	spurt
spy	pengintip
squabble	bergaduh
squad	skuad
squadron	skuadron
squall	squall
squamous	squamous
squander	Sengsara
square	persegi
squash	skuasy
squat	jongkong
squatter	setinggan
squaw	squaw
squawk	squawk
squeak	mencicit
squeaky	bersuara
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	memerah
squeezing	memerah
squelch	mengeluh
squid	cumi
squint	juling
squire	squire
squirm	squirm
squirrel	tupai
squirt	muncrat
squish	squish
squishy	squishy
stab	menikam
stabbed	ditikam
stability	kestabilan
stabilize	menstabilkan
stabilizer	penstabil
stable	stabil
staccato	staccato
stack	timbunan
stadium	stadium
staff	kakitangan
stag	stag
stage	pentas
stagecoach	stagecoach
stagehand	stagehand
stagger	terhuyung-huyung
staggering	mengejutkan
stagnant	stagnan
stagnation	genangan
staid	tenang
stain	noda
stained	bernoda
stainless	tahan karat
stair	tangga
staircase	tangga
stairs	tangga
stairway	tangga
stairwell	tangga
stake	saham
stakeout	pengintipan
stale	basi
stalemate	kebuntuan
stalk	tangkai
stalker	pencuri
stall	gerai
stallion	kuda jantan
stalls	gerai
stalwart	stalwart
stamina	stamina
stamp	setem
stampede	mencubit
stance	pendirian
stand	berdiri
standard	standard
standardize	menyeragamkan
standardized	diselaraskan
standby	bersedia
standing	berdiri
standoff	standoff
standpoint	sudut pandangan
standstill	berdiri tegak
standup	berdiri
stanza	rangkap
staph	staph
staple	ruji
stapler	stapler
star	bintang
star fruit	Belimbing
starboard	starboard
starch	kanji
stardom	bintang mewah
stardust	stardust
stare	merenung
starfish	bintang laut
stargazing	stargazing
staring	merenung
stark	tegas
starlet	starlet
starlight	cahaya bintang
starling	starling
starry	berlian
stars	bintang
starship	starship
start	mulakan
starter	pemula
startle	mengejutkan
startled	terkejut
startling	mengejutkan
starvation	kelaparan
starve	kelaparan
starved	kelaparan
starving	kelaparan
stash	tutup
stat	stat
state	negeri
stately	megah
statement	pernyataan
stateroom	stateroom
stateside	nyatakan
statesman	negarawan
static	statik
staticky	NO TRANSLATION
statics	statik
station	stesen
stationary	pegun
stationery	alat tulis
statistic	statistik
statistical	statistik
statistician	ahli statistik
stator	stator
statuary	patung
statue	patung
statuette	patung
stature	tinggi
status	status
statute	statut
statutory	berkanun
staunch	tegas
stave	stave
stay	tinggal
stayaway	NO TRANSLATION
stayed	tinggal
stays	tetap
stead	sebaliknya
steadfast	tegas
steady	mantap
steak	stik
steakhouse	stik
steal	mencuri
stealing	mencuri
stealth	senyap
stealthily	senyap
stealthy	senyap
steam	wap
steamboat	steamboat
steamer	pengukus
steaming	mengukus
steamroller	steamroller
steamship	steamship
steamy	beruap
steel	keluli
steep	curam
steeple	steeple
steer	mengemudi
steering	kemudi
stellar	bintang
stem	batang
stench	bau busuk
stencil	stensil
stenographer	stenographer
step	langkah
stepdaughter	anak tiri
stepfather	ayah tiri
stepmother	ibu tiri
steppe	padang rumput
steps	langkah-langkah
stepson	anak tiri lelaki
stereo	stereo
stereoscopic	stereoskopik
stereotype	stereotaip
stereotyped	stereotaip
sterile	steril
sterility	kemandulan
sterilize	mensterilkan
sterling	sterling
stern	tegas
sternum	sternum
steroid	steroid
stethoscope	stetoskop
stew	rebus
steward	steward
stewardess	pramugari
stewardship	pengawasan
stfu	stfu
stick	tongkat
sticker	pelekat
sticking	melekat
stickler	pemukul
stickup	melekat
sticky	melekit
stiff	sengit
stiffen	kaku
stiffness	kekakuan
stifle	menyekat
stifled	disekat
stifling	menyekat
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	lahir mati
stillborn	mati lahir
stillness	kesunyian
stillwaiting	NO TRANSLATION
stilts	panggung
stimulant	perangsang
stimulate	merangsang
stimulating	merangsang
stimulation	rangsangan
stimulus	rangsangan
sting	menyengat
stinger	penyengat
stinging	menyengat
stingy	pelit
stink	bau busuk
stinker	stinker
stinking	bau busuk
stinky	busuk
stint	berkhidmat
stipend	stipend
stipulate	menetapkan
stipulation	ketetapan
stir	kacau
stirring	kacau
stitch	jahitan
stitching	jahitan
stock	stok
stockade	benteng
stockbroker	broker saham
stockholder	pemegang saham
stocking	stok
stockings	stoking
stockpile	stok
stockroom	ruang simpanan
stocks	saham
stoic	stoic
stole	mencuri
stolen	dicuri
stomach	perut
stomachache	sakit perut
stomp	stomp
stomped	stomped
stone	batu
stoned	dilempar batu
stonewall	dinding batu
stoneware	stoneware
stony	batu
stooge	stooge
stool	najis
stools	najis
stoop	membungkuk
stoopid	stoopid
stop	berhenti
stopover	persinggahan
stoppage	perhentian
stopper	penyumbat
stopping	berhenti
stopwatch	jam randik
storage	penyimpanan
store	kedai
storefront	kedai muka
storehouse	kedai gudang
storeroom	storeroom
storing	menyimpan
storm	ribut
storming	menyerang
stormy	ribut
story	cerita
storybook	buku cerita
storyteller	pencerita
storytelling	bercerita
stound	stound
stout	kuat
stove	dapur
stow	stow
stowaway	stowaway
straddle	menyeberang
straight	lurus
straighten	luruskan
straightforward	langsung
straightway	segera
strain	ketegangan
strained	tegang
strait	selat
straitjacket	straitjacket
straits	selat
strand	untaian
stranded	terdampar
strange	pelik
stranger	orang asing
strangle	mencekik
strangulation	pencekalan
strap	tali
strapless	tanpa tali
strapping	tegap
strata	strata
strategic	strategik
strategist	ahli strategi
strategy	strategi
stratification	stratifikasi
stratosphere	stratosfera
stratum	lapisan
stratus	stratus
straw	jerami
strawberry	strawberi
stray	sesat
streak	coretan
streaked	bercorak
stream	aliran
streamer	tali pinggang
streaming	penstriman
streamline	menyelaraskan
street	jalan
streetcar	kereta jalanan
streetlight	lampu jalan
strength	kekuatan
strengthen	menguatkan
strengthening	pengukuhan
strenuous	berat
strep	strep
stress	tekanan
stressed	tertekan
stresses	tekanan
stressfree	NO TRANSLATION
stressful	tekanan
stressin	NO TRANSLATION
stressing	menegaskan
stressrelief	NO TRANSLATION
stretch	regangan
stretcher	tandu
stricken	ditakdirkan
strict	ketat
stride	langkah
strife	perselisihan
strike	mogok
strikeout	pemogokan
striker	penyerang
striking	menarik perhatian
strikingly	luar biasa
string	tali
strings	tali
stringy	bersungguh-sungguh
strip	jalur
stripe	jalur
striped	berjalur
stripped	dilucutkan
stripper	penari telanjang
striptease	striptis
strive	berusaha
strobe	strob
stroke	strok
stroll	berjalan-jalan
stroller	kereta dorong
strolling	berjalan-jalan
strong	kuat
stronghold	kubu kuat
strongly	kuat
structural	struktur
structure	struktur
strudel	strudel
struggle	perjuangan
strut	strut
stub	stub
stubbed	digegarkan
stubble	tunggul
stubborn	degil
stubbornness	kedegilan
stubby	stubby
stucco	stuko
stuck	tersangkut
stuckup	NO TRANSLATION
stud	stud
studded	disemat
student	pelajar
studied	belajar
studio	studio
study	belajar
stuff	barangan
stuffed animal	haiwan disumbat
stuffing	pemadat
stuffy	pengap
stumble	tersandung
stump	tunggul
stumped	stumped
stun	menyebabkan pengsan
stunned	terkejut
stunner	terkejut
stunning	menakjubkan
stunt	aksi
stunted	terbantut
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	luar biasa
stupid	bodoh
stupidity	kebodohan
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	kukuh
sturgeon	sturgeon
stutter	gagap
sty	sty
style	gaya
styling	gaya
stylish	bergaya
stylist	stylist
suave	bersemangat
sub	sub
subatomic	subatomic
subcommittee	jawatankuasa kecil
subconscious	bawah sedar
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	subdivisi
subduction	subduksi
subdue	subdue
subdued	lemah
subdural	subdural
subito	NO TRANSLATION
subject	subjek
subjected	tertakluk
subjection	tunduk
subjective	subjektif
subjugation	penaklukan
sublet	sublet
sublevel	sublevel
sublimation	pemejalwapan
sublime	luhur
subliminal	subliminal
submarine	kapal selam
submerge	menenggelamkan
submerged	tenggelam
submersible	tenggelam
submission	penyerahan
submissive	tunduk patuh
submit	hantar
submitting	mengemukakan
subordinate	bawahan
subordination	subordinasi
subplot	subplot
subpoena	sepina
subscribe	melanggan
subscriber	pelanggan
subscription	langganan
subsequence	seterusnya
subsequent	seterusnya
subsequently	kemudiannya
subservient	tunduk
subset	subset
subside	merosot
subsidence	penenggelaman
subsidiary	anak syarikat
subsidize	subsidi
subsidy	subsidi
subsist	wujud
subsistence	sara hidup
subsoil	tanah bawah tanah
subspace	ruang kecil
substance	bahan
substandard	substandard
substantial	besar
substantially	dengan ketara
substantiate	membuktikan
substantive	substantif
substation	pencawang
substitute	pengganti
substituted	digantikan
substitution	penggantian
substructure	substruktur
subterranean	di bawah tanah
subtext	subteks
subtitle	sarikata
subtle	halus
subtlety	kehalusan
subtract	tolak
subtraction	pengurangan
subtype	subjenis
suburb	pinggir bandar
suburban	pinggir bandar
suburbia	suburbia
suburbs	pinggir bandar
subversion	subversi
subversive	subversif
subvert	subvert
subway	kereta bawah tanah
succeed	berjaya
succeeding	berjaya
success	kejayaan
successful	berjaya
succession	pewarisan
successive	berturut-turut
successor	pengganti
succinct	ringkas
succubus	succubus
succulent	berair
succumb	tunduk
suck	mengisap
sucker	penyedut
sucking	menghisap
suckling	menyusu
sucks	menyebalkan
suction	sedutan
sudden	tiba-tiba
suddenly	tiba-tiba
suds	suds
sue	mendakwa
suede	suede
suffer	menderita
sufferer	penderita
suffering	penderitaan
suffice	memadai
sufficiency	kecukupan
sufficient	cukup
sufficiently	cukup
suffix	akhiran
suffocate	lemas
suffocating	sesak nafas
suffocation	lemas
sugar	gula
suggest	cadangkan
suggestion	cadangan
suggestive	mencadangkan
suicidal	bunuh diri
suicide	bunuh diri
suicidebombing	NO TRANSLATION
suit	sesuai
suitable	sesuai
suitcase	beg pakaian
suite	suite
suitor	peminat
sulfate	sulfat
sulfur	sulfur
sulk	merajuk
sullen	cemberut
sully	sully
sulphur	sulfur
sultan	sultan
sultry	sihat
sum	jumlah
summarily	keterlaluan
summarize	meringkaskan
summary	ringkasan
summation	penjumlahan
summer	musim panas
summerhouse	rumah musim panas
summertime	musim panas
summit	puncak
summon	memanggil
summons	saman
sumo	sumo
sump	sump
sumptuous	mewah
sun	matahari
sunbeam	sunbeam
sunburn	selaran matahari
sundae	sundae
sunday	Ahad
sundial	sundial
sundown	matahari terbenam
sundry	pelbagai
sunflower	bunga matahari
sunglass	sunglass
sunglasses	cermin mata hitam
sunk	tenggelam
sunken	tenggelam
sunless	sunless
sunlight	cahaya matahari
sunny	cerah
sunrise	matahari terbit
sunroof	sunroof
sunscreen	pelindung matahari
sunset	matahari terbenam
sunshine	cahaya matahari
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	persaraan superannuation
superb	hebat
superficial	cetek
superfluous	berlebihan
superhero	superhero
superhuman	luar biasa
superimposed	disemprotkan
superintendent	penguasa
superior	unggul
superiority	keunggulan
superlative	superlatif
superman	superman
supermarket	pasar raya
supermodel	supermodel
supernatant	supernatan
supernatural	supranatural
supernova	supernova
superposition	superposisi
superpower	kuasa besar
supersede	menggantikan
superstar	superstar
superstition	takhayul
superstitious	takhayul
superstore	superstore
supervise	menyelia
supervision	penyeliaan
supervisor	penyelia
supper	makan malam
suppertime	suppertime
supplant	menggantikannya
supple	lembut
supplement	tambahan
supplemental	tambahan
supplementary	tambahan
supplication	permohonan
supplier	pembekal
supplies	bekalan
supply	bekalan
support	sokongan
supported	disokong
supporter	penyokong
supporters	penyokong
supporting	menyokong
supportive	menyokong
suppose	katakanlah
supposed	sepatutnya
supposing	anggaplah
supposition	anggapan
suppress	menindas
suppression	penindasan
supremacy	ketuanan
supreme	tertinggi
supremely	sangat hebat
surcharge	bayaran tambahan
sure	pasti
surety	penjamin
surf	melayari
surface	permukaan
surfboard	papan luncur
surfer	surfer
surge	lonjakan
surgeon	pakar bedah
surgery	pembedahan
surgical	pembedahan
surly	suram
surmise	suram
surname	nama keluarga
surpassing	melampaui
surplus	lebihan
surprise	kejutan
surprised	terkejut
surprises	kejutan
surprising	mengejutkan
surprisingly	mengejutkan
surreal	surreal
surrender	menyerahkan diri
surrendering	menyerahkan diri
surrogate	pengganti
surround	mengelilingi
surrounding	sekitar
surroundings	persekitaran
surveillance	pengawasan
survey	kaji selidik
surveying	mengukur
surveyor	juruukur
survival	hidup
survive	bertahan hidup
surviving	masih hidup
survivor	terselamat
susceptibility	kerentanan
susceptible	terdedah
sushi	sushi
suspect	suspek
suspected	disyaki
suspend	menggantung
suspended	digantung
suspenders	suspender
suspense	ketegangan
suspension	penggantungan
suspicion	syak wasangka
suspicions	syak wasangka
suspicious	mencurigakan
sustain	mengekalkan
sustained	berterusan
sustenance	rezeki
suture	jahitan
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	bergerombol
swallow	menelan
swami	swami
swamp	paya
swamped	dibanjiri
swampy	paya
swan	angsa
swank	berkilau
swap	swap
swarm	kawanan
swarming	mengamuk
swastika	swastika
swat	swat
sway	bergoyang
swear	bersumpah
swearing	bersumpah
sweat	peluh
sweater	sweater
sweating	berpeluh
sweatshirt	baju panas
sweatshop	kedai serbaneka
sweaty	berpeluh
sweep	menyapu
sweeper	penyapu
sweeping	menyapu
sweet	manis
sweeten	maniskan
sweetened	manis
sweetener	pemanis
sweetest	paling manis
sweetheart	Sayang
sweetie	sweetie
sweetness	manis
sweets	gula-gula
swell	membengkak
swelling	bengkak
sweltering	kerongkong
swerve	beralih
swift	pantas
swiftly	pantas
swig	swig
swill	swill
swim	berenang
swimmer	perenang
swimming	berenang
swimsuit	baju renang
swindle	menipu
swindler	penipu
swine	babi
swing	hayun
swinger	raksasa
swinging	berayun
swipe	sapu
swirl	pusaran
swish	bertukar
switch	suis
switchblade	switchblade
switchboard	papan suis
swivel	berpusing
swollen	bengkak
swoon	tolak
swoop	merebak
sword	pedang
swordfish	ikan todak
swordplay	swordplay
swordsman	pemain pedang
sycamore	sycamore
syllable	suku kata
syllabus	silibus
symbiotic	simbiotik
symbol	simbol
symbolic	simbolik
symbolically	secara simbolik
symbolism	simbolisme
symbolize	melambangkan
symmetric	simetri
symmetrical	simetri
symmetry	simetri
sympathetic	bersimpati
sympathize	simpati
sympathy	simpati
symphonic	simfoni
symphony	simfoni
symposium	simposium
symptom	gejala
symptomatic	gejala
synagogue	sinagog
synapse	sinaps
synaptic	sinaptik
sync	penyegerakan
synchronize	menyegerakkan
synchronous	bersegeralah
syncope	syncope
syndicate	sindiket
syndrome	sindrom
synergistic	sinergi
synergy	sinergi
synod	synod
synonym	sinonim
synonymous	sinonim
synopsis	sinopsis
synoptic	sinoptik
syntax	sintaks
synthesis	sintesis
synthesizer	synthesizer
synthetic	sintetik
syphilis	sifilis
syringe	jarum suntikan
syrup	sirap
system	sistem
systematic	sistematik
systematically	secara sistematik
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tabernakel
table	jadual
tableau	NO TRANSLATION
tablecloth	taplak meja
tablespoon	sudu
tablet	tablet
tableware	pinggan mangkuk
tabloid	tabloid
taboo	tabu
tabular	jadual
tabulate	tabulasi
tabulation	tabulasi
tachometer	tachometer
tacit	diam-diam
tack	taktik
tackle	mengatasi
tackled	ditangani
tackling	menangani
tacky	norak
taco	taco
tact	bijak
tactful	bijak
tactic	taktik
tactical	taktikal
tactics	taktik
tactile	sentuhan
tad	NO TRANSLATION
tadpole	berudu
taffeta	taffeta
taffy	taffy
tag	tag
tail	ekor
tailed	ekor
tailgate	tailgate
tailings	tailings
taillight	lampu belakang
tailor	jahitan
tailoring	jahitan
tailpipe	tailpipe
taint	mencemari
take	ambil
takeoff	berlepas
takeout	takeout
takeover	ambil alih
taker	pengambil
talcum	talcum
tale	kisah
talent	bakat
talented	berbakat
talisman	jimat
talk	bercakap
talkative	bicara
talker	pembicaraan
tall	tinggi
tallies	tallies
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	mengganggu
tampon	tampon
tan	Tan
tandem	tandem
tang	tang
tangent	tangen
tangerine	tangerine
tangible	ketara
tangle	kusut
tangled	kusut
tango	tango
tank	tangki
tank top	atas tangki
tanker	kapal tangki
tanned	kecokelatan
tantalizing	menggiurkan
tantamount	sama seperti
tantrum	tantrum
taoism	taoisme
tap	ketuk
tape	pita
tape measure	pita pengukur
taper	tirus
tapering	penalaan
tapestry	permaidani
tapeworm	cacing pita
tapioca	ubi
taps	paip
tar	tar
tarantula	tarantula
tardiness	keletihan
tardy	tardy
target	sasaran
targeted	disasarkan
targeting	penargetan
tariff	tarif
tarmac	tarmac
tarnish	merosakkan
tarot	tarot
tarp	NO TRANSLATION
tarry	bertahan
tart	tart
tartan	tartan
tartar	tartar
task	tugas
tassel	malas
taste	rasa
tasteful	berseronok
tasteless	hambar
tasting	merasa
tasty	lazat
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tatu
taught	diajar
taunt	mengejek
taupe	taupe
taut	taut
tavern	kedai
tawdry	tawdry
tawny	tawny
tax	cukai
taxed	dikenakan cukai
taxi	teksi
taxicab	teksi
taxonomy	taksonomi
taxpayer	pembayar cukai
tea	teh
teach	mengajar
teacher	guru
teaching	mengajar
teacup	cawan teh
teahouse	minuman teh
teal	teal
team	pasukan
teamjesus	NO TRANSLATION
teammate	rakan sepasukan
teamwork	kerja berpasukan
teapot	teko
tear	air mata
tearful	menguap
tearsofjoy	NO TRANSLATION
teary	teary
tease	menggoda
teaser	penggoda
teasing	menggoda
teaspoon	sudu teh
teat	teat
teatime	teatime
tech	berteknologi
technical	teknikal
technicality	teknikal
technician	juruteknik
technique	teknik
techno	tekno
technological	teknologi
technology	teknologi
ted	ted
teddy bear	anak patung beruang
tedious	membosankan
tedium	berseri
tee	tee
teeming	penuh
teen	remaja
teenage	remaja
teenager	remaja
teens	remaja
teensy	remaja
teeny	teeny
teeth	gigi
teething	gigi
teflon	teflon
telegram	telegram
telegraph	telegraf
telekinesis	telekinesis
telemetry	telemetri
telepathic	telepati
telepathy	telepati
telephone	telefon
telescope	teleskop
telescopic	teleskopik
telethon	teleton
teletype	teletype
televised	televisyen
television	televisyen
tell	beritahu
teller	juruwang
telling	memberitahu
telltale	sayang
temp	temp
temper	marah
tempera	tempera
temperament	perangai
temperamental	temperamental
temperance	kesederhanaan
temperate	sederhana
temperature	suhu
tempered	marah
tempest	angin ribut
template	templat
temple	kuil
tempo	NO TRANSLATION
temporal	temporal
temporarily	Sementara
temporary	Sementara
tempt	menggoda
temptation	godaan
tempting	menggoda
temptress	temptress
ten	sepuluh
tenable	boleh dipertahankan
tenacious	kuat
tenacity	ketabahan
tenancy	penyewaan
tenant	penyewa
tend	cenderung
tendency	kecenderungan
tender	tender
tenderfoot	lembut kaki
tenderness	kelembutan
tending	cenderung
tendon	tendon
tenement	tenemen
tenet	prinsip
tenets	prinsip
tenfold	sepuluh kali ganda
tennis	tenis
tenor	tenor
tense	tegang
tensile	tegangan
tension	ketegangan
tent	khemah
tentacle	tentakel
tentative	tentatif
tenth	kesepuluh
tenths	kesepuluh
tenuous	lemah lembut
tenure	tempoh
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	terma
terminal	terminal
terminate	tamatkan
termination	penamatan
terminator	terminator
terminology	terminologi
terminus	terminal
termite	anai-anai
terms	terma
tern	tern
ternary	ternary
terrace	teres
terrain	rupa bumi
terrestrial	daratan
terrible	dahsyat
terribly	sangat
terrier	terrier
terrific	hebat
terrified	ketakutan
terrifies	terkejut
terrify	menakutkan
terrifying	menakutkan
territorial	wilayah
territory	wilayah
terror	keganasan
terrorism	keganasan
terrorist	pengganas
terrorists	pengganas
terrorize	keganasan
terse	terse
tertiary	tertiari
test	ujian
testament	kesaksian
testicle	testis
testicular	testicular
testify	bersaksi
testimonial	testimoni
testimony	kesaksian
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	ditambat
tetrahedral	tetrahedral
text	teks
textbook	buku teks
textile	tekstil
textural	tekstur
texture	tekstur
tgif	tgif
thank	terima kasih
thankful	bersyukur
thankgod	terima kasih
thanking	terima kasih
thankless	tidak bersyukur
thanks	terima kasih
thanksalot	NO TRANSLATION
thanksgiving	kesyukuran
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	cair
theater	teater
theatrical	teater
theatrics	theatrics
thebest	yang terbaik
theft	kecurian
theism	teisme
theistic	theistic
thelife	kehidupan
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokrasi
theocratic	teokratik
theologian	ahli teologi
theological	teologi
theology	teologi
theorem	teorem
theoretical	teori
theory	teori
therapeutic	terapeutik
therapeutics	terapeutik
therapist	ahli terapi
therapy	terapi
thereabouts	di sana
thereof	daripadanya
therewith	dengan itu
thermal	terma
thermocouple	termokopel
thermodynamics	termodinamik
thermometer	termometer
thermos	termos
thermostat	termostat
thesaurus	kamus
thesis	tesis
thick	tebal
thicken	menebal
thickening	penebalan
thicket	belukar
thickness	ketebalan
thief	pencuri
thigh	paha
thimble	thimble
thin	nipis
thing	benda
things	perkara-perkara
thingy	perkara itu
think	berfikir
thinker	pemikir
thinking	berfikir
third	ketiga
thirds	pertiga
thirst	dahaga
thirsty	dah dahaga
thirteen	tiga belas
thirteenth	ketiga belas
thirty	tiga puluh
thistle	thistle
thither	di sana
thong	thong
thorn	duri
thorny	berduri
thorough	teliti
thoroughbred	tulen
thoroughfare	jalan raya
thought	berfikir
thoughtful	bertimbang rasa
thoughtfulness	pemikiran
thoughtless	tidak berfikir
thoughts	pemikiran
thousand	ribu
thrash	sampah
thread	benang
threat	ancaman
threaten	mengancam
threatened	terancam
threatening	mengancam
three	tiga
threefold	tiga kali ganda
threesome	bertiga
thresh	thresh
threshold	ambang
thrice	tiga kali
thrift	berjimat cermat
thrifty	berjimat-cermat
thrill	keseronokan
thrilled	gembira
thriller	thriller
thrilling	mendebarkan
thrive	berkembang maju
thriving	berkembang maju
throat	tekak
throb	berdenyut
throbbing	berdenyut
throes	throes
throne	takhta
throng	berduyun-duyun
throttle	pendikit
throw	buang
throwback	balik balik
thrower	pelontar
thrown	dibuang
thrush	thrush
thrust	teras
thruster	thruster
thud	berdebar-debar
thug	panggung
thumb	ibu jari
thumbprint	cap ibu jari
thump	berdebar-debar
thumper	thumper
thumping	berdebar-debar
thunder	guruh
thunderbolt	kilat
thunderclap	thunderclap
thundering	bergemuruh
thunderstorm	ribut petir
thunderstruck	thunderstruck
thwart	menggagalkan
thx	terima kasih
thyme	thyme
thyroid	tiroid
tiara	tiara
tibia	tibia
tic	tic
tick	tandakan
ticked	ditandakan
ticker	ticker
ticket	tiket
tickle	geli
tickled	geli
ticklish	geli
tidal	pasang surut
tidal wave	gelombang pasang surut
tidbit	berita kecil
tide	air pasang
tidings	berita
tidy	kemas
tie	tali leher
tier	tier
tiff	tiff
tiger	harimau
tighten	ketatkan
tightness	ketat
tightrope	ketat
tights	ketat
tilde	tilde
tile	jubin
tiling	jubin
till	NO TRANSLATION
tillage	pembasuhan
tiller	tiller
tilt	kecondongan
tilting	mencondongkan
timber	kayu
timberland	timberland
timbre	timbre
time	masa
timeless	tiada masa
timeliness	ketepatan masa
timely	tepat pada masanya
timeout	masa tamat
timepiece	jam tangan
timer	pemasa
times	kali
timetable	jadual waktu
timewasters	NO TRANSLATION
timid	malu
timidity	keberanian
timing	masa
tin	NO TRANSLATION
tincture	berwarna
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	kesemutan
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	warna
tiny	kecil
tip	tip
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	hujung kaki
tirade	tirade
tire	tayar
tired	letih
tiredness	keletihan
tiredofit	NO TRANSLATION
tireless	tak kenal lelah
tiresome	lelah
tiring	melelahkan
tissue	tisu
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titanium
tithe	persepuluhan
title	tajuk
titled	bertajuk
titty	titty
titular	NO TRANSLATION
toad	toad
toast	toast
toaster	pembakar roti
toasty	toasty
tobacco	tembakau
toby	toby
tod	tod
today	hari ini
toddler	kanak-kanak kecil
toe	jari kaki
toenail	kuku jari kaki
toffee	toffee
tofu	tauhu
toga	NO TRANSLATION
together	bersama-sama
togetherness	kebersamaan
toil	toil
toilet	tandas
toils	toil
token	token
tolerable	boleh diterima
tolerance	toleransi
tolerant	toleran
tolerate	bertolak ansur
toleration	toleransi
toll	tol
tomahawk	tomahawk
tomato	tomato
tomatoes	tomato
tomb	makam
tombstone	batu nisan
tomcat	tomcat
