Word	sr
septic	септичка
septum	септум
sequel	наставак
sequence	низ
sequent	секвенца
sequestered	заплењен
sequestration	секвестрација
serenade	серенаде
serendipity	серендипити
serene	спокојно
serenity	спокојство
sergeant	наредник
serial	серијски
serialize	сериализе
series	серије
serif	сериф
serious	озбиљно
seriousness	озбиљност
sermon	проповед
serpent	змија
serpentine	серпентине
serrated	назубљен
serum	серум
servant	слуга
serve	служи
server	сервер
service	услуга
serviceable	сервицеабле
servile	сервиле
servitude	сервитуде
sesame	сусам
sess	NO TRANSLATION
session	седница
sessions	сесије
set	комплет
setback	препрека
sett	NO TRANSLATION
setter	сеттер
settle	реши
settled	сеттлед
settlement	поравнање
settler	насељеник
settlor	сеттлор
setup	подесити
seven	седам
seventeen	седамнаест
seventh	седми
seventy	седамдесет
sever	север
severable	раздвојено
severally	северно
severance	отпремнине
severe	озбиљан
severely	озбиљно
severity	озбиљност
sew	шивати
sewage	канализација
sewer	канализација
sewerage	канализација
sewing	шивање
sex	сек
sexist	сексист
sexual	сексуално
sexuality	сексуалност
sexy	секси
shabby	отргнути
shack	схацк
shackle	схацкле
shade	Сена
shades	нијансе
shading	сенчење
shadow	сенка
shadowy	схадови
shady	сјајно
shaft	вратило
shag	шаг
shaggy	схагги
shake	мућкати
shakedown	схакедовн
shaken	потресен
shaker	схакер
shaking	тресење
shaky	шокантан
shall	треба
shallow	плитко
shallows	плитке
sham	срамота
shaman	шаман
shambles	схамблес
shame	срамота
shamed	срамота
shameful	срамно
shameless	срамотно
shampoo	шампон
shanghai	Шангај
shank	дршка
shanty	сханти
shape	облик
shapely	формално
shard	схард
share	Објави
shareholder	акционар
sharing	дељење
shark	ајкула
sharp	оштар
sharpen	оштро
sharpened	оштро
sharpener	оштрач
sharpness	оштрина
sharpshooter	схарпсхоотер
shatter	разбити
shattered	разбијена
shattering	разбијање
shave	бријање
shaver	бријач
shaving	бријање
shawl	шал
sheaf	сапун
shear	СМИЦАЊЕ
shears	шкаре
sheath	плашт
sheathing	плашт
shed	шупа
sheen	схеен
sheep	овце
sheepdog	овчара
sheepish	овце
sheer	чисто
sheet	лист
sheik	схеик
shelf	полица
shell	шкољка
shellfish	шкољка
shelling	гранатирање
shelter	склониште
sheltered	заштићена
shelters	склоништа
shelved	схелвед
shepherd	пастир
sherbet	шербет
sheriff	шериф
sherry	шери
shield	штит
shift	смена
shifting	померање
shifty	схифти
shilling	шилинг
shimmer	шимер
shimmering	светлуцава
shimmy	Шимми
shin	Цеваница
shindig	схиндиг
shine	сјај
shiner	схинер
shingle	шиндру
shining	сјајан
shiny	сјајно
ship	брод
shipment	испорука
shipping	поштарина
shipshape	схипсхапе
shipwreck	бродолом
shipyard	бродоградилиште
shire	схире
shirt	кошуља
shit	срање
shitday	NO TRANSLATION
shitfaced	схитфацед
shithead	срање
shitless	срање
shitload	схитлоад
shittest	NO TRANSLATION
shitty	срање
shiver	дрхти
shivering	дрхти
shoals	плитке
shock	шок
shocked	шокиран
shocker	шокер
shocking	шокантан
shockingly	шокантно
shoddy	луд
shoe	ципела
shoelace	обућа
shoemaker	обућар
shoes	ципеле
shoeshine	сјај за ципеле
shook	схоок
shoot	Пуцај
shooter	стрелац
shooting	пуцање
shootout	пуцањ
shop	схоп
shopkeeper	продавац
shoplifter	схоплифтер
shoplifting	трговина
shopper	купац
shopping	шопинг
shore	обалу
shoreline	обала
shorn	схорн
short	кратак
short story	приповетка
shortage	недостатак
shortcake	схортцаке
shortcoming	недостатак
shortcut	пречица
shorten	скратити
shortening	скраћивање
shorthand	стенографија
shortly	ускоро
shortness	краткост
shorts	шортс
shortstop	краткотрајно
shortwave	схортваве
shot	пуцањ
shotgun	пушка
shoulder	раме
shout	узвик
shove	шав
shovel	лопата
shoveling	копање
show	схов
showbiz	сховбиз
showboat	сховбоат
showcase	изложба
showdown	сховдовн
shower	туш
showgirl	сховгирл
showing	показивање
showoff	сховофф
showroom	излозбени простор
showy	схови
shrapnel	шрапнел
shred	схред
shrew	зрно
shrewd	паметан
shriek	крик
shrill	пузав
shrimp	шкампи
shrine	светилиште
shrink	скупља
shrinking	смањује се
shrivel	срање
shroud	покривач
shrub	грм
shrubbery	грмље
shrug	слегну
shrunk	смањио се
shrunken	схрункен
shudder	тресе
shuddering	тресе
shuffle	мешање
shuffleboard	схуффлебоард
shuffling	мешање
shun	схун
shunned	избегавао
shunt	шант
shut	затворите
shutdown	искључити
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	схуттер
shuttle	трансфер
shutup	NO TRANSLATION
shy	стидљив
shyness	стидљивост
shyster	схистер
sib	NO TRANSLATION
sibling	брате
sic	сиц
sick	болестан
sickbay	болестан
sicken	болесни
sickening	болестан
sickle	срп
sickly	болесно
sickness	болест
side	страна
sidearm	сидеарм
sidebar	сидебар
sideboard	сидебоард
sideburns	бочне боје
sidecar	сидецар
sidekick	сидекицк
sideline	сиделине
sideshow	сидехов
sidestep	сидестеп
sidewalk	тротоар
sideways	бочно
sidewinder	сидевиндер
siege	опсада
siesta	сиеста
sieve	сито
sift	сифт
sifting	сифтинг
sigh	уздах
sight	вид
sighting	сигхтинг
sightseeing	разгледање
sigma	сигма
sign	знак
signal	сигнал
signature	потпис
significance	значај
significant	значајно
signification	сигнифицатион
signify	знаци
signpost	ознака
silence	тишина
silencer	пригушивач
silent	тихо
silently	тихо
silhouette	силуета
silicon	силицијум
silicone	силикон
silk	свила
silken	силкен
silky	свиленкаста
sill	праг
silliness	силлинесс
silly	глупо
silo	силос
silt	муљ
silver	сребрна
silverware	сребрни материјал
silvery	сребрно
similar	слично
similarity	сличност
simile	NO TRANSLATION
simmer	крчкати
simmering	симмеринг
simple	једноставно
simples	NO TRANSLATION
simpleton	симплетон
simplicity	једноставност
simplify	поједноставити
simplistic	симплистиц
simply	једноставно
simulate	симулирати
simulated	симулирано
simulating	симулација
simulation	симулација
simulator	симулатор
simultaneous	симултано
simultaneously	истовремено
sin	NO TRANSLATION
sincere	Искрено
sincerity	Искреност
sinful	грешно
sing	певати
singer	певачица
singing	певање
single	једно
singly	појединачно
singular	једнина
singularity	сингуларност
singularly	сингуларно
sinister	Злочин
sink	лавабо
sinker	синкер
sinking	потопити
sinner	грешник
sinning	греење
sinus	синус
sip	сип
siphon	сифон
sipping	пецкање
sir	господине
sire	господине
siren	сирена
sirloin	сирлоин
sissy	сисси
sister	сестра
sisterhood	сестринство
sit	седите
sitcom	ситцом
site	сите
sith	ситх
sitter	ситтер
sitting	седење
situate	ситуате
situated	налази се
situation	ситуација
six	шест
sixpence	шест пенце
sixteen	шеснаест
sixth	шесто
sixty	шездесет
sizable	знатан
size	величине
sizzle	сиззле
ska	NO TRANSLATION
skate	скате
skateboard	скејтборд
skater	скатер
skating	клизање
skedaddle	скедаддле
skeet	скеет
skein	скеин
skeletal	скелет
skeleton	скелет
skeptic	скептиц
skeptical	скептичан
skepticism	скептицизам
sketch	скица
sketching	скицирање
sketchy	скетцхи
skewed	скевед
skewer	скевер
ski	ски
skid	скид
skier	скијаш
skiff	скифф
skiing	скијање
skijump	NO TRANSLATION
skill	вештина
skilled	квалификован
skillet	тигањ
skillful	Вјешти
skim	ским
skimpy	скимпи
skin	кожа
skinny	мршав
skip	скип
skipper	скиппер
skirmish	спреме
skirt	сукња
skirting	скиртинг
skirts	сукње
skit	скит
skittish	скиттисх
skull	Лобања
skunk	Скунк
sky	небо
skylight	кровни прозор
skyline	скилине
skyscraper	небодер
slab	плоча
slack	слацк
slag	шљака
slam	слам
slammer	сламмер
slander	клеветање
slanderous	клевета
slang	сленг
slant	слант
slap	шамар
slash	коса црта
slashes	сласхес
slate	шкриљац
slates	таблице
slaughter	клање
slaughterhouse	кланица
slaughtering	клање
slave	Роб
slavery	ропство
slay	убиј
slayer	убица
sleaze	слеазе
sleazy	слеази
sled	NO TRANSLATION
sledding	санкање
sledge	следге
sledgehammer	мамац
sleek	елегантно
sleep	спавај
sleeper	слеепер
sleeping	спава
sleepless	беспомоћно
sleeplessness	несаница
sleepover	слееповер
sleepy	заспани
sleepyhead	слеепихеад
sleet	слепило
sleeve	рукав
sleeveless	рукавице
sleigh	сани
sleight	зезање
slender	витак
sleuth	слеутх
slice	резина
slick	сличан
slicker	слицкер
slide	Тобоган
slider	клизач
sliding	клизање
slight	благо
slight anticipation	благо очекивање
slight disgust	мало гнусоба
slight surprise	благо изненађење
slight trust	мало поверење
slightly	мало
slightly negative	мало негативно
slightly positive	мало позитивно
slim	танак
slime	слиме
slimy	слими
sling	слинг
slingshot	слингсхот
slink	слинк
slinky	слинки
slip	слип
slipper	слиппер
slippers	папуче
slippery	клизаво
slit	слит
sliver	сливер
slob	слоб
slobber	слоббер
slogan	слоган
sloop	слооп
slop	NO TRANSLATION
slope	нагиб
sloppy	неугодан
slot	слот
sloth	слот
slouch	слоуцх
slough	слоугх
slow	спор
slowly	полако
slowness	спорост
sludge	муљ
slug	слуг
slugger	слуггер
sluggish	споро
sluice	слуице
slum	слум
slumber	слам
slump	пад
slur	слур
slurp	Сркати
slush	слусх
slut	курва
slutty	Слатки
sly	сли
smack	смак
small	мали
smaller	мањи
smallest	најмањи
smallpox	велике богиње
smart	паметан
smartass	паметњаковић
smarten	смартен
smarty	смарти
smash	смасх
smashed	разбијен
smattering	сматтеринг
smear	брис
smell	мирис
smelling	мирис
smelly	смрдљиво
smelt	смелт
smidgen	смидген
smile	осмех
smiled	насмешио се
smiles	осмех
smiley	Смајли
smiling	насмејан
smirk	смирк
smite	смите
smith	смитх
smithereens	смитхереенс
smitten	смиттен
smock	смок
smog	смог
smoke	дим
smoker	пушач
smokey	смокеи
smoking	пушење
smoky	дима
smoldering	тињање
smooch	смооцх
smooth	глатко
smoothie	глади
smoothly	глатко
smoothness	глаткоће
smother	смотати
smudge	мрвица
smug	смуг
smuggle	шверцати
smuggler	шверцер
smuggling	кријумчарење
smut	смут
snack	снацк
snacks	грицкалице
snafu	снафу
snag	снаг
snags	снагс
snail	пуж
snake	змија
snakes	змије
snakeskin	снакескин
snap	снап
snapper	снаппер
snappy	снаппи
snapshot	снимак
snare	снаре
snarl	снарл
snarling	гурати
snatch	грабити
snatcher	хватач
snazzy	сназзи
sneak	снеак
sneaker	снеакер
sneakers	патике
sneaking	снеакинг
sneaky	лукав, препреден
sneer	снеер
sneeze	кијају
sneezing	кијавица
snicker	сницкер
snide	саркастичан
sniff	снифф
snip	снип
snipe	снипе
sniper	снајпер
snippet	сниппет
snippy	сниппи
snitch	нож
snob	сноб
snoop	снооп
snoopy	сноопи
snooty	снооти
snooze	сноозе
snore	хрчак
snorkel	сноркел
snort	снорт
snot	снот
snotty	снотти
snout	гриз
snow	снег
snowball	снежна кугла
snowboard	сновбоард
snowboarder	сновбоардер
snowday	снежни дан
snowfall	сновфалл
snowflake	сновфлаке
snowing	снег
snowmageddon	сновмагеддон
snowman	снеско Белиц
snowplow	грталица
snowstorm	снежна олуја
snowy	снег
snub	снуб
snubbed	снуббед
snuff	снуфф
snug	снуг
snuggle	пржите
snuggled	ухватио се
snuggles	снугглес
snuggling	снугглинг
soak	намакајте
soaked	натопљен
soaking	намакање
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	сапун
soapbox	соапбок
soapy	сапун
soar	једрити
soaring	поражавајући
sob	NO TRANSLATION
sober	трезан
soblessed	NO TRANSLATION
sobriety	трезвеност
soc	соц
soccer	фудбал
sociable	друштвен
social	социјално
socialanxiety	NO TRANSLATION
socialism	социјализам
socialist	социјалистички
socialite	друштво
socialize	социјализовати
society	друштво
sociology	социологија
sociopath	социопатх
sock	чарапа
socket	соцкет
sod	сод
soda	сода
soda/pop	газирано пиће
sodding	соддинг
sodium	натријум
sofa	Софа
soft	меко
softball	мека лопта
soften	омекшати
softener	омекшивач
softening	омекшавање
softly	тихо
softness	мекоћа
software	софтвер
soggy	согги
sohappy	тако срећан
soil	земљиште
soiled	прљаве
soiree	Соирее
sojourn	боравак
solace	утеха
solar	соларни
solarium	соларијум
solder	лемљење
soldering	лемљење
soldier	војник
sole	једини
solemn	свечан
solicit	тражити
solicitation	позивање
solicitor	адвокат
solid	чврст
solidarity	солидарност
solidification	солидификација
solidified	солидифиед
solidify	солидифи
solidity	чврстоћа
solitaire	Солитаире
solitary	самит
solitude	самит
solo	соло
solubility	растворљивост
soluble	растворљив
solucky	те среће
solution	решење
solve	реши
solvency	солвентност
solvent	солвент
somad	NO TRANSLATION
somatic	соматски
somber	мрачно
some anticipation	неко антиципирање
some disgust	мало гнуса
some surprise	неко изненађење
some trust	неко поверење
somersault	сомерсаулт
somethingigetalot	NO TRANSLATION
somewhat negative	донекле негативан
somewhat positive	донекле позитивно
somuchtodo	NO TRANSLATION
son	син
sonar	сонар
sonata	соната
sonervous	NO TRANSLATION
song	песма
songwriter	текстописац
sonic	сониц
sonice	NO TRANSLATION
sonnet	Соннет
sonorous	звучно
soot	чађ
soothe	смири
soothing	умирујуће
sophisticated	софистициран
sophistication	софистицираност
sophomore	сопхоморе
sopissed	NO TRANSLATION
soppy	соппи
soprano	сопран
sorcerer	чаробњак
sorcery	магије
sordid	срдан
sore	боли
soready	сореади
sorely	ужасно
soreness	болест
sorghum	соргум
sorority	сорорити
sorrow	туга
sorrowful	тужан
sorry	извињавам се
sort	врста
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	сортирање
sos	NO TRANSLATION
soscared	тако уплашен
soscary	тако страшно
soslow	тако споро
sostressed	NO TRANSLATION
sosweet	баш слатко
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	душу
soulful	душевно
soulless	без душе
soulmate	соулмате
sound	звук
sounding	звучи
soundness	исправност
soundproof	звучно отпоран
soundtrack	соундтрацк
soup	супа
sour	кисело
source	извор
sourpuss	соурпусс
south	југ
southbound	на југ
southeast	југоисток
southern	јужно
southpaw	сјеверна
southwest	југозапад
souvenir	сувенир
sovereign	суверен
sovereignty	суверенитет
soviet	советски
sow	сиј
soy	соја
soy sauce	соја сос
soybean	соја
spa	спа
space	простор
spacecraft	свемирски брод
spaceman	спацеман
spaceship	свемирски брод
spacing	размак
spacious	простран
spade	лопата
spaghetti	шпагете
spam	Спам
spammers	спамере
span	NO TRANSLATION
spandex	спандек
spaniel	спаниел
spank	плек
spanking	плекање
spar	спар
spare	резервни
spareribs	ребра
sparingly	поштено
spark	Искра
sparkle	сјај
sparkling	пенушаво
sparkly	спаркли
sparring	спаринг
sparrow	врабац
sparse	спарсе
spasm	спазма
spastic	спасти
spat	пљувати
spatial	просторно
spatter	прскање
spatula	спатула
spawn	спавн
spaz	спаз
speak	говорити
speakeasy	спеакеаси
speaker	звучник
speakerphone	спеакерпхоне
speaking	говорећи
spear	копље
spec	спец
special	посебан
specialist	специјалиста
speciality	специјалност
specialize	NO TRANSLATION
specially	посебно
specialty	специјалност
specie	NO TRANSLATION
species	врсте
specific	специфични
specification	спецификација
specify	спецификовати
specimen	примерак
speck	Мрљица
speckled	спецклед
specs	спецс
spectacle	спектакл
spectacles	наочаре
spectacular	спектакуларно
spectator	гледаоц
specter	авет
spectral	спектрално
spectrometer	спектрометар
spectrophotometer	спектрофотометар
spectroscopy	спектроскопија
spectrum	спектар
speculate	спекулишу
speculation	нагађања
speculative	спекулативно
speculum	спецулум
speech	говор
speechless	занемео
speed	брзина
speedboat	глисер
speedily	брзо
speeding	убрзање
speedometer	брзиномјер
speedway	спеедваи
speedy	брзо
spell	чаролија
spellbound	спеллбоунд
spelling	правопис
spencer	спенцер
spend	потрошити
spender	спендер
spending	трошење
spent	потрошено
sperm	сперма
spew	спев
sphere	сфера
spherical	сферично
sphincter	сфинктер
sphinx	сфинга
spic	спиц
spice	зачин
spicy	зачињено
spider	паук
spiders	паукови
spiffy	спиффи
spigot	спигот
spike	спике
spiked	спикед
spiky	спики
spill	просути
spillin	NO TRANSLATION
spin	завртети
spinach	спанаћ
spinal	спинална
spindle	вретено
spine	кичма
spineless	спинелесс
spinner	спиннер
spinning	предење
spinster	спинстер
spiny	спирале
spiral	спирала
spire	спире
spirit	дух
spirited	живахно
spirits	духови
spiritual	духовно
spirituality	духовност
spit	пљувати
spite	иначе
spiteful	зезнути
spitfire	спитфире
spittoon	спиттоон
splash	спласх
splat	сплат
splatter	сплаттер
spleen	слезина
splendid	сјајно
splendor	сјај
splice	сплице
spline	сплине
splint	сплинт
splinter	сплинтер
split	разделити
splitting	сплит
splurge	сплурге
spoil	покварити
spoiler	спојлер
spoiling	покварење
spoils	покварити
spoke	говорио је
spoken	говорио
spokesman	портпарол
spokesperson	портпарол
sponge	сунђер
spongy	спужве
sponsor	спонзор
sponsorship	спонзорство
spontaneity	спонтаност
spontaneous	спонтано
spoof	превар
spook	споок
spooky	сабластан
spool	споол
spoon	кашика
spoonful	жлица
sporadic	спорадично
spore	споре
sport	спорт
sporting	спортски
sports	спорт
sports car	Спортски ауто
sportsman	спортиста
sportsmanship	спортсмансхип
sportswriter	спортсвритер
sporty	спортски
spot	место
spotless	беспрекорно
spotlight	спотлигхт
spotted	споттед
spotter	споттер
spotty	петти
spousal	споусал
spouse	супруга
spout	бочица
sprain	спраин
sprawl	справл
spray	спреј
spread	ширити
spreader	расипач
spree	пијесак
spring	пролеће
springtime	пролеће
sprinkle	спринкле
sprinkler	прскалица
sprinkling	прскање
sprint	спринт
sprite	сприте
sprout	расте
spruce	смрча
spud	спуд
spunk	спунк
spunky	спунки
spur	спр
spurious	лажно
spurred	подстакнута
spurt	спурт
spy	шпијун
squabble	срамота
squad	скуад
squadron	ескадрила
squall	скуалл
squamous	сквамозан
squander	раскидају
square	квадрат
squash	скуасх
squat	чуче
squatter	скуаттер
squaw	скуав
squawk	скуавк
squeak	скитај
squeaky	скуеаки
squeal	скаал
squealer	скуеалер
squeamish	скуеамисх
squeeze	скуеезе
squeezing	стискање
squelch	скуелцх
squid	лигње
squint	Скуинт
squire	скуире
squirm	скуирм
squirrel	веверица
squirt	скуирт
squish	скуисх
squishy	скуисхи
stab	убод
stabbed	избоден
stability	стабилност
stabilize	стабилизовати
stabilizer	стабилизатор
stable	стабилна
staccato	стаццато
stack	стацк
stadium	стадион
staff	особље
stag	стаг
stage	фаза
stagecoach	стагецоацх
stagehand	стагеханд
stagger	стегер
staggering	запањујуће
stagnant	стагнира
stagnation	стагнација
staid	стаид
stain	мрља
stained	обојени
stainless	стаинлесс
stair	степениште
staircase	степениште
stairs	степенице
stairway	степениште
stairwell	степениште
stake	стаке
stakeout	ставити под присмотру
stale	застарело
stalemate	застој
stalk	сталк
stalker	сталкер
stall	штанда
stallion	стаљон
stalls	штандова
stalwart	сталан
stamina	издржљивост
stamp	печат
stampede	стампеде
stance	став
stand	стој
standard	стандард
standardize	стандардизовати
standardized	стандардизован
standby	причекати
standing	стојећи
standoff	стандофф
standpoint	стандпоинт
standstill	застоје
standup	Устати
stanza	станза
staph	стапх
staple	спајати
stapler	стаплер
star	Звезда
star fruit	стар воће
starboard	десно
starch	скроб
stardom	стардом
stardust	Звездана прасина
stare	буљити
starfish	Морска звезда
stargazing	старгазинг
staring	зурење
stark	старк
starlet	старлет
starlight	звезда
starling	старлинг
starry	старри
stars	Звездице
starship	звезде
start	почетак
starter	стартер
startle	зачарани
startled	запањено
startling	запањујуће
starvation	гладовање
starve	старве
starved	гладан
starving	гладан
stash	стасх
stat	стат
state	држава
stately	достојанствено
statement	изјава
stateroom	статероом
stateside	САД
statesman	државник
static	статички
staticky	NO TRANSLATION
statics	статика
station	станица
stationary	стационарно
stationery	канцеларијски материјал
statistic	статистика
statistical	статистички
statistician	статистичар
stator	статор
statuary	статуе
statue	статуа
statuette	статуетте
stature	раст
status	статус
statute	статут
statutory	законски
staunch	стаунцх
stave	стави
stay	остани
stayaway	NO TRANSLATION
stayed	остао
stays	остаје
stead	стеад
steadfast	истрајан
steady	стабилно
steak	бифтек
steakhouse	стеакхоусе
steal	укради
stealing	крађа
stealth	потајно
stealthily	скривено
stealthy	Скривен
steam	пар
steamboat	парни брод
steamer	пар
steaming	пари
steamroller	Парни Ваљак
steamship	пароброд
steamy	парни
steel	челик
steep	стрм
steeple	шипак
steer	водити
steering	управљање
stellar	звездане
stem	стабљика
stench	смрад
stencil	шаблон
stenographer	стенограф
step	корак
stepdaughter	степеница
stepfather	очух
stepmother	маћеха
steppe	степпе
steps	кораци
stepson	степсон
stereo	Стерео
stereoscopic	стереоскопски
stereotype	стереотип
stereotyped	стереотипно
sterile	стерилно
sterility	стерилност
sterilize	стерилизирати
sterling	стерлинг
stern	крило
sternum	стернум
steroid	стероид
stethoscope	стетоскоп
stew	чорба
steward	стјуард
stewardess	стјуардеса
stewardship	руководство
stfu	стфу
stick	штап
sticker	налепница
sticking	лепљење
stickler	стицклер
stickup	опљачкати
sticky	лепљива
stiff	круто
stiffen	укочен
stiffness	крутост
stifle	загушити
stifled	угушене
stifling	гушће
stigma	стигма
stile	NO TRANSLATION
stiletto	стилетто
stillbirth	мртвородјење
stillborn	мртворођенче
stillness	тишина
stillwaiting	NO TRANSLATION
stilts	шипке
stimulant	стимулант
stimulate	стимулишу
stimulating	стимулативно
stimulation	стимулација
stimulus	подстицај
sting	стинг
stinger	стингер
stinging	жудња
stingy	стинги
stink	смрдљив
stinker	стинкер
stinking	смрдљиви
stinky	смрдљиви
stint	стинт
stipend	стипенд
stipulate	стипулате
stipulation	стипулација
stir	комешање
stirring	мешање
stitch	шав
stitching	шивање
stock	акција
stockade	стоцкаде
stockbroker	берзански брокер
stockholder	акционар
stocking	складиштење
stockings	чарапе
stockpile	залиха
stockroom	стоцкроом
stocks	Акције
stoic	стоиц
stole	је украо
stolen	украден
stomach	стомак
stomachache	бол у стомаку
stomp	стомп
stomped	стомпед
stone	камен
stoned	стонед
stonewall	камени зид
stoneware	камена
stony	камен
stooge	стооге
stool	столица
stools	столице
stoop	стаја
stoopid	стоопид
stop	зауставити
stopover	стоповер
stoppage	заустављање
stopper	затварач
stopping	заустављање
stopwatch	штоперица
storage	складиште
store	продавница
storefront	Излог
storehouse	складиште
storeroom	складиште
storing	складиштење
storm	олуја
storming	олује
stormy	олуја
story	прича
storybook	прича
storyteller	наратор
storytelling	приповедање прича
stound	стоунд
stout	Стамени
stove	пећ
stow	Стов
stowaway	стоваваи
straddle	страддле
straight	равно
straighten	исправити
straightforward	право напред
straightway	одмах
strain	страин
strained	напета
strait	страст
straitjacket	лудацка косуља
straits	ожиљак
strand	странд
stranded	страндед
strange	чудан
stranger	странац
strangle	задавити
strangulation	задављење
strap	каиш
strapless	брест
strapping	везивање
strata	страта
strategic	стратешки
strategist	стратег
strategy	стратегија
stratification	стратификација
stratosphere	стратосфера
stratum	стратум
stratus	стратус
straw	слама
strawberry	јагода
stray	луталица
streak	пруга
streaked	проклето
stream	стреам
streamer	стример
streaming	стреаминг
streamline	рационализовати
street	улица
streetcar	трамвај
streetlight	стреетлигхт
strength	снага
strengthen	ојачати
strengthening	јачање
strenuous	напоран
strep	стреп
stress	стрес
stressed	истакао
stresses	наглашава
stressfree	NO TRANSLATION
stressful	стресно
stressin	NO TRANSLATION
stressing	наглашавајући
stressrelief	NO TRANSLATION
stretch	стретцх
stretcher	носила
stricken	погођен
strict	строго
stride	корак
strife	борбе
strike	ударац
strikeout	избрисати
striker	нападач
striking	упечатљив
strikingly	упечатљиво
string	низ
strings	струне
stringy	стринги
strip	трака
stripe	трака
striped	пругасте
stripped	стриппед
stripper	стриппер
striptease	стриптиз
strive	тежити
strobe	стробе
stroke	удар
stroll	шетати
stroller	колица
strolling	шетња
strong	јак
stronghold	упориште
strongly	снажно
structural	структурално
structure	структура
strudel	струдел
struggle	борба
strut	струт
stub	стуб
stubbed	стуббед
stubble	стуббле
stubborn	тврдоглав
stubbornness	тврдоглавост
stubby	стубби
stucco	штуцко
stuck	заглавити
stuckup	NO TRANSLATION
stud	пастув
studded	Шетња
student	ученик
studied	студирала
studio	студио
study	студија
stuff	ствари
stuffed animal	пуњена животиња
stuffing	пуњење
stuffy	Душо
stumble	запитати се
stump	пењање
stumped	стумпед
stun	омамљен
stunned	изненађен
stunner	стуннер
stunning	запањујуће
stunt	штос
stunted	оскудно
stuntman	каскадер
stupefaction	ступефацтион
stupefy	ступефи
stupendous	ступендоус
stupid	глупо
stupidity	глупост
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	ступор
sturdy	чврста
sturgeon	јесетра
stutter	стуттер
sty	шпијун
style	стил
styling	стилинг
stylish	стилски
stylist	стилиста
suave	суаве
sub	суб
subatomic	субатомски
subcommittee	подкомитет
subconscious	подсвест
subcutaneous	субкутани
subdivide	поделите
subdivision	субдивисион
subduction	субдуцтион
subdue	подредити
subdued	подређени
subdural	субдурал
subito	NO TRANSLATION
subject	предмет
subjected	подложан
subjection	подређеност
subjective	субјективно
subjugation	субјегација
sublet	сублет
sublevel	сублевел
sublimation	сублимација
sublime	сублимно
subliminal	сублиминално
submarine	подморница
submerge	потопити
submerged	потопљено
submersible	потопљени
submission	подношење
submissive	подложни
submit	прихвати
submitting	подношење
subordinate	подређени
subordination	субординација
subplot	субплот
subpoena	судски позив
subscribe	претплатити се
subscriber	претплатник
subscription	претплата
subsequence	подсећање
subsequent	касније
subsequently	накнадно
subservient	подређени
subset	подсет
subside	спусти се
subsidence	сидрење
subsidiary	подружница
subsidize	субвенционисати
subsidy	субвенције
subsist	постоји
subsistence	издржавање
subsoil	подземље
subspace	подпростор
substance	супстанца
substandard	субстандард
substantial	знатан
substantially	знатно
substantiate	поткрепити
substantive	субстантиве
substation	испостава
substitute	замена
substituted	замењен
substitution	замена
substructure	подструктура
subterranean	подземни
subtext	субтект
subtitle	титл
subtle	суптилно
subtlety	суптилност
subtract	одузети
subtraction	одузимање
subtype	подтип
suburb	Предграђе
suburban	субурбан
suburbia	субурбиа
suburbs	предграђа
subversion	субверзија
subversive	субверзивно
subvert	субверт
subway	Метро
succeed	успети
succeeding	успева
success	успех
successful	успешан
succession	сукцесија
successive	сукцесивно
successor	наследник
succinct	суштински
succubus	суццубус
succulent	сукулентан
succumb	подлећи
suck	сисати
sucker	суцкер
sucking	сисање
suckling	сисанче
sucks	Срање
suction	усисавање
sudden	изненадан
suddenly	изненада
suds	судс
sue	суе
suede	суеде
suffer	патити
sufferer	патронаж
suffering	патња
suffice	довољно
sufficiency	довољно
sufficient	довољан
sufficiently	довољно
suffix	суфикс
suffocate	угушити
suffocating	гушење
suffocation	гушење
sugar	шећер
suggest	предлажем
suggestion	предлог
suggestive	сугестивно
suicidal	самоубилачки
suicide	самоубиство
suicidebombing	NO TRANSLATION
suit	одело
suitable	погодан
suitcase	кофер
suite	суите
suitor	суитор
sulfate	сулфат
sulfur	сумпор
sulk	сулк
sullen	сулен
sully	сулли
sulphur	сумпор
sultan	султан
sultry	султри
sum	сум
summarily	сумарно
summarize	резимирати
summary	резиме
summation	сумирање
summer	лето
summerhouse	летњиковац
summertime	љето
summit	самит
summon	позове
summons	позив
sumo	сумо
sump	сумп
sumptuous	сумптуоус
sun	сунце
sunbeam	сунбеам
sunburn	сунцобран
sundae	сундае
sunday	недеља
sundial	сунчано
sundown	залазак сунца
sundry	разне
sunflower	сунцокрет
sunglass	сунгласс
sunglasses	наочаре за сунце
sunk	потопљен
sunken	утонуо
sunless	без сунца
sunlight	сунчева светлост
sunny	сунчан
sunrise	излазак Сунца
sunroof	кровни отвор
sunscreen	сунцреен
sunset	залазак сунца
sunshine	сунце
suntan	сунтан
sunup	сунуп
sup	суп
super	Супер
superannuation	супераннуатион
superb	диван
superficial	површни
superfluous	сувишни
superhero	суперхеро
superhuman	суперхуман
superimposed	надвишен
superintendent	суперинтендент
superior	супериор
superiority	супериорност
superlative	суперлатив
superman	суперман
supermarket	супер маркет
supermodel	супермодел
supernatant	супернатант
