Word	sn
stressed	akasimbisa
stresses	matambudziko
stressfree	NO TRANSLATION
stressful	kunetseka
stressin	NO TRANSLATION
stressing	kushungurudza
stressrelief	NO TRANSLATION
stretch	stretch
stretcher	stretcher
stricken	akarohwa
strict	zvakasimba
stride	chikwata
strife	kukakavara
strike	tsanga
strikeout	strikeout
striker	muchengeti
striking	kuuraya
strikingly	zvinoshamisa
string	string
strings	zvidzidzo
stringy	stringy
strip	mutsara
stripe	murape
striped	mitsetse
stripped	yakabviswa
stripper	stripper
striptease	striptease
strive	edza
strobe	strobe
stroke	stroke
stroll	stroll
stroller	stroller
strolling	strolling
strong	simba
stronghold	nhare
strongly	zvakasimba
structural	chimiro
structure	chimiro
strudel	strudel
struggle	kurwisana
strut	strut
stub	stub
stubbed	rakabatwa
stubble	mashanga
stubborn	akasindimara
stubbornness	kusindimara
stubby	stubby
stucco	stucco
stuck	rakanamatira
stuckup	NO TRANSLATION
stud	chidzidzo
studded	akadzidza
student	mudzidzi
studied	akadzidza
studio	studio
study	kudzidza
stuff	zvinhu
stuffed animal	mhuka yakakanyiwa
stuffing	stuffing
stuffy	stuffy
stumble	kugumburwa
stump	tumbo
stumped	stumped
stun	stun
stunned	stunned
stunner	stunner
stunning	stunning
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	kunyanya
stupefy	stupefy
stupendous	rakanaka
stupid	benzi
stupidity	upenzi
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	rakasimba
sturgeon	sturgeon
stutter	stutter
sty	sty
style	style
styling	styling
stylish	stylish
stylist	stylist
suave	suave
sub	ndima
subatomic	subatomic
subcommittee	subcommittee
subconscious	chigumbuso
subcutaneous	subcutaneous
subdivide	kugovera
subdivision	subdivision
subduction	subduction
subdue	kukunda
subdued	vakakundwa
subdural	subdural
subito	NO TRANSLATION
subject	nyaya
subjected	akaiswa pasi
subjection	kuzviisa pasi
subjective	subjective
subjugation	kuzviisa pasi
sublet	sublet
sublevel	shingaira
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	submarine
submerge	inyura
submerged	kuzununguka
submersible	submersible
submission	kuzviisa pasi
submissive	kuzviisa pasi
submit	submit
submitting	kuisa pasi
subordinate	subordinate
subordination	kugadziriswa
subplot	subplot
subpoena	subpoena
subscribe	Subscribe
subscriber	mubhalisi
subscription	subscription
subsequence	pashure
subsequent	zvakatevera
subsequently	pashure
subservient	subserven
subset	subset
subside	kunyorera
subsidence	subsidence
subsidiary	subsidiary
subsidize	kutsigira
subsidy	rubatsiro
subsist	subsist
subsistence	subsistence
subsoil	subsoil
subspace	subspace
substance	pfuma
substandard	zvisinganzwisisiki
substantial	substantial
substantially	zvikuru
substantiate	substantiate
substantive	chikamu
substation	chikamu
substitute	panzvimbo
substituted	akatsiviwa
substitution	kuchinja
substructure	kubata
subterranean	subterranean
subtext	subtext
subtitle	subtitle
subtle	kunyengera
subtlety	kunyengera
subtract	Bvisa
subtraction	kubvisa
subtype	subtype
suburb	suburb
suburban	mhirizhonga
suburbia	suburbia
suburbs	suburbs
subversion	kupesana
subversive	kupandukira
subvert	kushandura
subway	subway
succeed	kubudirira
succeeding	kubudirira
success	kubudirira
successful	kubudirira
succession	kutevera
successive	kutevedzana
successor	mutsigiri
succinct	succinct
succubus	succubus
succulent	zvinonwisa
succumb	succumb
suck	suck
sucker	sucker
sucking	kunwisa
suckling	anoyamwa
sucks	sucks
suction	kunwa
sudden	kamwe-kamwe
suddenly	pakarepo
suds	south
sue	sue
suede	suede
suffer	vanotambura
sufferer	murwere
suffering	kutambura
suffice	zvakakwana
sufficiency	kukwana
sufficient	zvakakwana
sufficiently	zvakakwana
suffix	chiremera
suffocate	kutsungirira
suffocating	kutsungirira
suffocation	kutsamwa
sugar	shuga
suggest	inoratidza
suggestion	mazano
suggestive	zvinokurudzira
suicidal	kuzviuraya
suicide	kuzviuraya
suicidebombing	NO TRANSLATION
suit	sutu
suitable	zvakakodzera
suitcase	sutukesi
suite	suite
suitor	suitor
sulfate	sulfate
sulfur	Sulfure
sulk	sulk
sullen	sullen
sully	sully
sulphur	Sulfure
sultan	sultan
sultry	sultry
sum	sum
summarily	kunyanya
summarize	muchidimbu
summary	muchidimbu
summation	summation
summer	zhizha
summerhouse	summerhouse
summertime	nguva yezhizha
summit	musangano
summon	danai
summons	akadana
sumo	sumo
sump	sump
sumptuous	sumptuous
sun	zuva
sunbeam	sunbeam
sunburn	kupisa kwezuva
sundae	sundae
sunday	Svondo
sundial	sundial
sundown	kuvira kwezuva
sundry	sundry
sunflower	sunflower
sunglass	slasslass
sunglasses	magirazi ezuva
sunk	sunk
sunken	sunken
sunless	sunless
sunlight	chiedza chezuva
sunny	sunny
sunrise	kubuda kwezuva
sunroof	sunfrey
sunscreen	sunscreen
sunset	sunset
sunshine	zuva
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	zvakanakisisa
superficial	kunze kwepamusoro
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	superimposed
superintendent	superintendent
superior	mukuru
superiority	ukuru
superlative	zvinoshamisa
superman	superman
supermarket	supermarketete
supermodel	supermodel
supernatant	supernatant
supernatural	supernatural
supernova	supernova
superposition	superposition
superpower	superpower
supersede	supersede
superstar	superstar
superstition	mashura
superstitious	mashura
superstore	superstore
supervise	inotarisira
supervision	kutarisa
supervisor	foromani
supper	chirayiro
suppertime	kudya kwemanheru
supplant	supplant
supple	supple
supplement	kuwedzera
supplemental	supplemental
supplementary	supplementary
supplication	kunyengetera
supplier	supplier
supplies	inopa
supply	supply
support	kutsigira
supported	yakatsigirwa
supporter	mutsigiri
supporters	vatsigiri
supporting	kutsigira
supportive	kutsigira
suppose	fungidzira
supposed	anofungidzirwa
supposing	achifunga
supposition	supposition
suppress	kudzivisa
suppression	kuderedza
supremacy	ukuru
supreme	supreme
supremely	zvakanyanya
surcharge	overload
sure	chokwadi
surety	surety
surf	surf
surface	pamusoro
surfboard	surfboard
surfer	surfer
surge	surge
surgeon	chiremba
surgery	kuvhiyiwa
surgical	chirurgic
surly	surly
surmise	surmise
surname	zita rake
surpassing	rinopfuura
surplus	zvakasara
surprise	kushamisika
surprised	kushamisika
surprises	zvishamiso
surprising	zvinoshamisa
surprisingly	zvinoshamisa
surreal	surreal
surrender	kuzvipira
surrendering	kuzvipira
surrogate	surrogate
surround	akapoteredza
surrounding	akapoteredza
surroundings	nzvimbo dzakapoteredza
surveillance	surveillance
survey	kuongorora
surveying	kuongorora
surveyor	muongorori
survival	kupona
survive	kupona
surviving	kupona
survivor	akapona
susceptibility	kukanganisa
susceptible	zvinogona kuitika
sushi	sushi
suspect	kunyunyuta
suspected	anonyoreswa
suspend	suspend
suspended	vakamira
suspenders	suspenders
suspense	kunyunyuta
suspension	kumira
suspicion	kunyunyuta
suspicions	kunyunyuta
suspicious	kunyunyuta
sustain	inotsigira
sustained	sustained
sustenance	zvokudya
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	swallowed
swami	swami
swamp	swamp
swamped	swamped
swampy	swampy
swan	swan
swank	swank
swap	swap
swarm	shingaira
swarming	kuputika
swastika	swastika
swat	swat
sway	sway
swear	pika
swearing	kupika
sweat	sweat
sweater	sweat
sweating	sweating
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	sweep
sweeper	sweeper
sweeping	sweeping
sweet	inotapira
sweeten	sweeten
sweetened	inotapira
sweetener	sweetener
sweetest	sweetest
sweetheart	mudiwa
sweetie	sweetie
sweetness	kutapira
sweets	sweets
swell	kurira
swelling	kuzvimba
sweltering	sweltering
swerve	swerve
swift	anokurumidza
swiftly	swiftly
swig	swig
swill	swill
swim	kushambira
swimmer	kushambira
swimming	kushambira
swimsuit	swimsuit
swindle	shingaira
swindler	mupambi
swine	nguruve
swing	swing
swinger	swinger
swinging	swinging
swipe	shanduka
swirl	swirl
swish	swish
switch	switch
switchblade	switchblade
switchboard	switchboard
swivel	swivel
swollen	kuzvimba
swoon	swoon
swoop	swoop
sword	munondo
swordfish	swordfish
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	syllable
syllabus	syllabus
symbiotic	symbiotic
symbol	chiratidzo
symbolic	chifananidzi
symbolically	achifananidzira
symbolism	chiratidzo
symbolize	dzinofananidzira
symmetric	kuenzaniswa
symmetrical	symmetrical
symmetry	kuenzanisa
sympathetic	kunzwira tsitsi
sympathize	sympathize
sympathy	tsitsi
symphonic	symphonic
symphony	symphony
symposium	symposium
symptom	chiratidzo
symptomatic	zviratidzo
synagogue	sinagogi
synapse	synapse
synaptic	synaptic
sync	sync
synchronize	synchronize
synchronous	synchronous
syncope	syncope
syndicate	syndicate
syndrome	syndrome
synergistic	synergistic
synergy	synergy
synod	synod
synonym	synonym
synonymous	synonymous
synopsis	synopsis
synoptic	synoptic
syntax	syntax
synthesis	synthesis
synthesizer	synthesizer
synthetic	synthetic
syphilis	syphilis
syringe	sirindi
syrup	syrup
system	system
systematic	yakarongeka
systematically	zvakarongeka
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tebhenekeri
table	tafura
tableau	NO TRANSLATION
tablecloth	patafura
tablespoon	mupuni
tablet	piritsi
tableware	tableware
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	tacit
tack	tack
tackle	tackle
tackled	tackled
tackling	kutarisana
tacky	tacky
taco	taco
tact	kungwarira
tactful	kungwarira
tactic	zano
tactical	tactical
tactics	maitiro
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	muswe
tailed	tailed
tailgate	tailgate
tailings	tailings
taillight	taillight
tailor	tailor
tailoring	kugadzirisa
tailpipe	taipipipe
taint	taint
take	tora
takeoff	bvisa
takeout	buritsa panze
takeover	tora chinzvimbo
taker	taker
talcum	talcum
tale	tale
talent	tarenda
talented	tarenda
talisman	talisman
talk	taura
talkative	kutaura
talker	talker
tall	kureba
tallies	tallies
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	ngoma
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	tani
tandem	tandem
tang	tang
tangent	tangent
tangerine	tangerine
tangible	zvinooneka
tangle	tangle
tangled	tangled
tango	tango
tank	tangi
tank top	tank top
tanker	tanker
tanned	tanned
tantalizing	kunakidza
tantamount	zvakadai
tantrum	kunetseka
taoism	taoism
tap	tapi
tape	tepi
tape measure	tepi chiyero
taper	taper
tapering	tapering
tapestry	tapestry
tapeworm	tapeworm
tapioca	tapioca
taps	matepi
tar	tar
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	chinangwa
targeted	chinangwa
targeting	tarisa
tariff	tariff
tarmac	tarmac
tarnish	zvinoparadza
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	basa
tassel	tassel
taste	tora
tasteful	inonaka
tasteless	tasteless
tasting	tasting
tasty	inonaka
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tattoo
taught	akadzidziswa
taunt	kuseka
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	mutero
taxed	taxed
taxi	tekisi
taxicab	taxicab
taxonomy	taxonomy
taxpayer	mutero
tea	tea
teach	dzidzisa
teacher	mudzidzisi
teaching	kudzidzisa
teacup	teacup
teahouse	teahouse
teal	teal
team	team
teamjesus	NO TRANSLATION
teammate	teammate
teamwork	kushanda pamwe chete
teapot	teapot
tear	kuchema
tearful	kuchema
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	teaser
teasing	kuseka
teaspoon	teaspoon
teat	teat
teatime	teatime
tech	tech
technical	teknolojia
technicality	technicality
technician	technician
technique	maitiro
techno	techno
technological	teknolojia
technology	teknolojia
ted	ted
teddy bear	teddy bear
tedious	zvinotyisa
tedium	tedium
tee	tee
teeming	teeming
teen	mwana wechidiki
teenage	achiri kuyaruka
teenager	achiri kuyaruka
teens	vechidiki
teensy	teensy
teeny	teeny
teeth	meno
teething	teething
teflon	teflon
telegram	teregiramu
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	foni
telescope	telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	terevhizheni
television	terevhizheni
tell	taura
teller	teller
telling	kuudza
telltale	telltale
temp	temp
temper	kutsamwa
tempera	tempera
temperament	chimiro
temperamental	kunyarara
temperance	kuzvidzora
temperate	kudzikama
temperature	kutonhora
tempered	kutsamwa
tempest	dutu remhepo
template	template
temple	temberi
tempo	NO TRANSLATION
temporal	temporal
temporarily	kwechinguva
temporary	kwenguva duku
tempt	tempt
temptation	muedzo
tempting	tempting
temptress	temptress
ten	gumi
tenable	anogona
tenacious	kumirira
tenacity	kumirira
tenancy	imba
tenant	muvakidzani
tend	tendai
tendency	tsika
tender	tete
tenderfoot	tenderfoot
tenderness	unyoro
tending	tending
tendon	tendon
tenement	tenement
tenet	tenet
tenets	zvigaro
tenfold	tenfold
tennis	tennis
tenor	tenor
tense	nguva
tensile	tarisa
tension	kukakavara
tent	tende
tentacle	tende
tentative	tentative
tenth	chegumi
tenths	zvegumi
tenuous	tenuous
tenure	basa
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	term
terminal	terminal
terminate	bvisa
termination	kuguma
terminator	terminator
terminology	terminology
terminus	terminus
termite	termite
terms	mazwi
tern	tern
ternary	ternary
terrace	dzimba
terrain	nzvimbo
terrestrial	pasi
terrible	anotyisa
terribly	zvakanyanya
terrier	terrier
terrific	terrific
terrified	kutya
terrifies	terrifies
terrify	inotyisa
terrifying	inotyisa
territorial	territorial
territory	ndima
terror	kutya
terrorism	ugandanga
terrorist	magandanga
terrorists	magandanga
terrorize	kutyisa
terse	pasi
tertiary	tetiary
test	muedzo
testament	testament
testicle	testicle
testicular	testicular
testify	pupura
testimonial	uchapupu
testimony	uchapupu
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tethered
tetrahedral	tetrahedral
text	text
textbook	textbook
textile	textile
textural	textural
texture	kuumbwa
tgif	nkm
thank	thank
thankful	thankful
thankgod	thankgod
thanking	kuvonga
thankless	kwete
thanks	ndatenda
thanksalot	NO TRANSLATION
thanksgiving	thanksgiving
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	thaw
theater	theater
theatrical	theatrical
theatrics	theatrics
thebest	zvakanakisa
theft	kuba
theism	theism
theistic	theistic
thelife	thelife
thelittlethings	NO TRANSLATION
theme	musoro
theocracy	theocracy
theocratic	zvematongerwo enyika
theologian	nyanzvi yezvechitendero
theological	dzidzo
theology	dzidzo yebhaibheri
theorem	theorem
theoretical	theoretical
theory	dzidziso
therapeutic	therapeutic
therapeutics	therapeutics
therapist	chiremba
therapy	therapy
thereabouts	thereabouts
thereof	iyo
therewith	nazvo
thermal	thermal
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	thermostat
thesaurus	thesaurus
thesis	thesis
thick	thick
thicken	thicken
thickening	thickening
thicket	thicket
thickness	kuwanda
thief	mbavha
thigh	chidya
thimble	thimble
thin	thin
thing	chinhu
things	zvinhu
thingy	thingy
think	funga
thinker	thinker
thinking	kufunga
third	chetatu
thirds	thirds
thirst	nyota
thirsty	nyota
thirteen	gumi netatu
thirteenth	chegumi nenhatu
thirty	makumi matatu
thistle	nthira
thither	ikoko
thong	thong
thorn	mhinzwa
thorny	mhinzwa
thorough	zvakakwana
thoroughbred	thoroughbred
thoroughfare	thoroughfare
thought	kufunga
thoughtful	kufunga
thoughtfulness	kufunga
thoughtless	kufunga
thoughts	pfungwa
thousand	zviuru
thrash	thrash
thread	thread
threat	kutya
threaten	kutya
threatened	akatyisidzira
threatening	kutyisidzira
three	tatu
threefold	katatu
threesome	threesome
thresh	thresh
threshold	chikumbaridzo
thrice	katatu
thrift	thrift
thrifty	thrifty
thrill	kufara
thrilled	kufara
thriller	friller
thrilling	zvinonakidza
thrive	kubudirira
thriving	thriving
throat	phuro
throb	kuputika
throbbing	kupopota
throes	inopinza
throne	chigaro cheushe
throng	vanhu vazhinji
throttle	pfugama
throw	throw
throwback	throwback
thrower	caster
thrown	thrown
thrush	thrush
thrust	thrust
thruster	thruster
thud	thud
thug	thug
thumb	thumb
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	thumping
thunder	kutinhira
thunderbolt	kutinhira
thunderclap	thunder
thundering	kutinhira
thunderstorm	mabhanan'ana
thunderstruck	thunderstruck
thwart	kuvhiringidza
thx	thx
thyme	Thyme
thyroid	thyroid
tiara	tiara
tibia	tibia
tic	tic
tick	shingairira
ticked	ticked
ticker	ticker
ticket	tiketi
tickle	shanduka
tickled	kufungidzirwa
ticklish	shingaira
tidal	tidal
tidal wave	tidal wave
tidbit	tidbit
tide	tide
tidings	tidings
tidy	tidy
tie	tie
tier	tier
tiff	tiff
tiger	tiger
tighten	simbisa
tightness	tightness
tightrope	tightrope
tights	tights
tilde	tilde
tile	tile
tiling	tiling
till	NO TRANSLATION
tillage	tillage
tiller	tiller
tilt	tilt
tilting	kukanganisa
timber	matanda
timberland	timberland
timbre	timbre
time	nguva
timeless	nguva isina
timeliness	timeliness
timely	panguva yakakodzera
timeout	nguva yapera
timepiece	timepiece
timer	timer
times	nguva
timetable	nguva
timewasters	NO TRANSLATION
timid	timid
timidity	kunyara
timing	nguva
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	zvishoma
tip	tip
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	dhayi
tired	akaneta
tiredness	kuneta
tiredofit	NO TRANSLATION
tireless	asingatyi
tiresome	tiresome
tiring	kuneta
tissue	tissue
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titanium
tithe	chegumi
title	musoro
titled	titled
titty	titty
titular	NO TRANSLATION
toad	toad
toast	toast
toaster	toaster
toasty	toasty
tobacco	fodya
toby	toby
tod	tod
today	nhasi
toddler	toddler
toe	toe
toenail	toenail
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	pamwe chete
togetherness	kubatana
toil	kushanda zvakaoma
toilet	chimbudzi
toils	zvinetso
token	chiratidzo
tolerable	zvinoregererwa
tolerance	kushivirira
tolerant	kushivirira
tolerate	kutsungirira
toleration	kushivirira
toll	kurasikirwa
tomahawk	tomahawk
tomato	tomato
tomatoes	tomato
tomb	guva
tombstone	dombo
tomcat	tomcat
tome	kwandiri
tomorrow	mangwana
ton	NO TRANSLATION
tone	tone
toner	toner
tong	NO TRANSLATION
tongs	tongs
tongue	rurimi
tonic	tonic
tonnage	tonnage
tonsils	toni
toocold	NO TRANSLATION
tool	tool
toolbox	bhokisi rekushandisa
tooling	tooling
toomuchtodo	NO TRANSLATION
toot	Toot
tooth	zino
toothache	dinoti
toothbrush	bhino mazino
toothed	toothed
toothless	toothless
toothpaste	mazino emasuo
toothpick	toothpick
toots	toots
top	kumusoro
topaz	topaz
topic	musoro
topical	mapikicha
topless	topless
topographic	topographic
topographical	topographical
topography	topography
topple	topple
topside	kumusoro
tor	tor
torch	torchi
torment	kutambudzika
tormented	kutambudzika
torn	rakabvaruka
tornado	tornado
torpedo	torpedo
torque	torque
torrent	torrent
torrid	torrid
torsion	torsion
torso	torso
tort	kukanganisa
tortious	zvinotambudza
tortoise	tortoise
tortuous	tortuous
torture	kutambudzwa
tortured	kutambudzwa
toss	toss
tot	NO TRANSLATION
total	chizere
totality	totality
totally	zvachose
tote	tote
totem	totem
touch	touch
touchdown	touchdown
touched	akagunzva
touching	touching
touchy	touchy
tough	rakaoma
toughen	toughen
toughness	kuoma
toupee	toupee
tour	rwendo
tourism	tourism
tourist	tourist
tourmaline	tourmaline
tournament	mutambo
tourniquet	tourniquet
tout	NO TRANSLATION
tow	tow
towel	towel
tower	tower
towering	towering
town	taundi
townhouse	townhouse
township	korokari
townspeople	townspeople
toxic	toxic
toxicity	toxicity
toxicology	toxicology
toxin	toxin
toy	chido
toymaker	toymaker
trace	tsvaga
traceable	traceable
tracer	tracer
traces	nzira
trachea	trachea
tracing	kutevera
track	track
tracker	tracker
tract	turakiti
tractable	inogadziriswa
traction	traction
tractor	terekta
trade	business
trademark	trademark
trader	mutengesi
tradesman	tradesman
trading	kutengesa
tradition	tsika
traditional	tsika
traffic	traffic
traffic light	traffic light
trafficking	kutengeserana
tragedies	njodzi
tragedy	dambudziko
tragic	dambudziko
trail	trail
trailer	trailer
train	kudzidzisa
train set	chitima chakaiswa
trained	akadzidziswa
trainee	mudzidzisi
trainer	mudzidzisi
training	kudzidziswa
trait	chiito
traitor	mutengesi
traitorous	mutengesi
trajectory	trajectory
tram	tram
tramp	tramp
trample	kutsika
trampoline	trampoline
tramway	tramway
trance	trance
tranquil	runyararo
tranquility	runyararo
tranquilizer	runyararo
transact	transact
transaction	transaction
transatlantic	transatlantic
transceiver	transceiver
transcend	transcend
transcendence	transcendence
transcendent	kupfuura
transcendental	transcendental
transcribe	transcribe
transcriber	transcriber
transcript	transcript
transcription	transcription
transfer	kutumira
transference	kuiswa
transferred	kuchinjwa
transfixed	transfixed
transform	shanduka
transformation	kuchinja
transformer	transformer
transfusion	kuwedzerwa
transgression	kudarika
transient	nguva
transistor	transistor
transit	transit
transition	kuchinja
transitional	shanduko
transitive	kuchinja
transitory	mutambo
translate	shandura
translation	shanduro
translator	mushanduri
translocation	translocation
translucent	translucent
transmission	kutumira
transmit	tumira
transmitter	transmitter
transmutation	transmutation
transom	transom
transparency	pachena
transparent	pachena
transplant	kuisa
transplantation	kupera
transponder	transponder
transport	kutakura
transportation	transport
transporter	transporter
transpose	transpose
transposition	transposition
transsexual	transsexual
transverse	transversal
transvestite	transvestite
trap	musungo
trapdoor	trapdoor
trapeze	trapeze
trapped	trapped
trapper	trapper
trapping	trapping
trappings	trappings
traps	misungo
trash	trash
trashy	trashy
trauma	dambudziko
traumatic	kunetsa
travail	NO TRANSLATION
travel	kufamba
traveler	mufambi
traveling	kufamba
traverse	traverse
travesty	travesty
trawl	trawl
trawler	trawler
tray	tray
treacherous	vanonyengera
treachery	kunyengera
tread	famba
treadmill	treadmill
treason	kupandukira
treasure	pfuma
treasured	akachengetwa
treasurer	mubati wehomwe
treasures	pfuma
treasury	pfuma
treat	kubata
treatable	inoporesa
treatise	kurapa
treatment	kurapwa
treaty	chibvumirano
treble	treble
tree	muti
trees	miti
trek	trek
trellis	trellis
tremble	dedera
trembling	kudedera
tremendous	zvikuru
tremendously	zvinoshamisa
tremor	tremble
trench	mugero
trend	mamiriro
trending	kuchinja
trendy	chimiro
trepidation	trepidation
trespass	kudarika
triad	triad
triage	triage
trial	muedzo
triangle	triangle
triangular	triangular
triangulate	triangulate
triathlon	triathlon
tribal	madzinza
tribe	rudzi
tribulation	kutambudzika
tribunal	tribunal
tribune	tribune
tributary	tributary
tribute	mutero
trick	kunyengera
trickery	kunyengera
trickle	kunyura
trickster	trickster
tricky	chinonyengera
tricycle	tricycle
trident	trident
trifle	trifle
trifling	trifling
trig	trig
trigger	trigger
trigonometry	trigonometry
trillion	trillion
trilogy	trilogy
trim	trim
trimester	trimester
trimmer	chengeta
trimming	trimming
trine	trine
trinity	utatu
trinket	trinket
trio	trio
trip	rwendo
tripartite	tripartite
tripe	tripe
triple	katatu
triplet	triplet
triplicate	triplicate
tripod	tripod
tripping	tripping
trite	trite
tritium	tritium
triumph	kukunda
triumphant	kukunda
trivia	trivia
trivial	zvishoma
troll	troll
trolley	trolley
trombone	trombone
troop	mauto
trooper	trooper
troops	mauto
trophy	kupamba
tropic	tropic
tropical	tropical
tropics	tropics
trot	trot
trouble	dambudziko
troubled	kunetseka
troublemaker	troublemaker
troubles	matambudziko
troublesome	zvinotambudza
trough	trough
troupe	boka
trousers	trousers
trout	trout
trowel	trowel
truce	truce
truck	ngoro
trucker	trucker
truckload	motokari
truculent	truculent
true	CHOKWADI
truelove	rudo rwechokwadi
truffle	truffle
truism	truism
trump	hwamanda
trumpet	hwamanda
trumpeter	kuridza hwamanda
truncate	truncate
truncated	truncated
trundle	trundle
trunk	trunk
truss	truss
trust	kuvimba
trustee	trustee
trusting	trusting
trustworthy	akavimbika
trusty	trusty
truth	chokwadi
truthful	chokwadi
truthfulness	chokwadi
try	edza
tryout	tryout
tryouts	tryouts
tsunami	tsunami
tub	tub
tuba	tuba
tubby	tubby
tube	tube
tuberculosis	tuberculosis
tubing	tubing
tubular	tubular
tubule	tubule
tuck	tuck
tucker	tucker
tuesday	Chipiri
tufted	tufted
tug	tug
tugboat	tugboat
tuition	dzidzo
tulip	tulip
tumble	tumble
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	tummy
tumor	tumarara
tumour	tumarara
tumult	mhirizhonga
tumultuous	kuvhiringidzika
tun	NO TRANSLATION
tuna	tuna
tunable	tunable
tune	tune
tunic	taniki
tuning	tuning
tunnel	tunnel
turban	turban
turbidity	turbidity
turbine	turbine
turbo	turbo
turbulence	kushungurudzika
turbulent	zvinonetsa
turd	turd
turf	turf
turkey	Teki
turmeric	turmeric
turmoil	kukakavara
turn	turn
turnaround	tendeuka
turned	akadzoka
turning	kutendeuka
turnip	turnip
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	buda
turnover	kudzokera
turnpike	turnpike
turntable	turntable
turpentine	turpentine
turquoise	turquoise
turret	turret
turtle	turtle
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	mudzidzisi
tutoring	tutoring
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	two
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	inononoka
twelfth	chegumi nembiri
twelve	gumi nembiri
twentieth	chemakumi maviri
twenty	makumi maviri
twerp	twerp
twig	twig
twilight	twilight
twill	twill
twin	twin
twine	twine
twinge	twinge
twinkle	twinkle
twins	mapatya
twirl	twirl
twist	twist
twisted	twisted
twister	twister
twit	twit
twitch	twitch
twitching	twitching
twitchy	twitchy
two	piri
two step	matanho maviri
twofaced	NO TRANSLATION
twofold	twofold
twosome	twosome
tycoon	tycoon
tyke	tyke
type	chimiro
typewriter	uchapora
typhoid	typhoid
typhoon	dutu
typical	chimiro
typically	kazhinji
typist	mutendi
typo	typo
typography	typography
tyrannical	tyrannical
tyranny	tyranny
tyrant	tyrant
tyre	dhayi
ubiquitous	ubiquitous
ubiquity	ubiquity
ugliness	ugliness
ugly	zvakaipa
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulcer
ulterior	ulterior
ultimate	pakupedzisira
ultimately	pakupedzisira
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrasound
ultraviolet	ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	amburera
umpire	mutpire
umpteen	umpteen
unabashed	unabashed
unabated	unabated
unable	haikwanisi
unacceptable	hazvigamuchiri
unaccompanied	isina kufambidzana
unaccountable	unaccountable
unaccounted	unaccounted
unacknowledged	unacknowledged
unadulterated	kusasvibiswa
unaffected	hazvinei
unafraid	usatya
unaided	usina
unaltered	unaltered
unambiguous	unambiguous
unanimity	kubatana
unanimous	unanimous
unanimously	unanimously
unannounced	unannounced
