Word	mn
toothpaste	шүдний оо
toothpick	шүдний
toots	toots
top	дээд
topaz	Топаз
topic	сэдэв
topical	сэдэвчилсэн
topless	topless
topographic	топограф
topographical	газарзүйн байрлал
topography	Топографи
topple	уналт
topside	дээд талд
tor	Тоо
torch	бамбар
torment	тарчлал
tormented	тарчилна
torn	урагдсан
tornado	хар салхи
torpedo	torpedo
torque	эргэлт
torrent	Туршлага
torrid	torrid
torsion	torsion
torso	их бие
tort	tort
tortious	золгүй явдал
tortoise	яст мэлхий
tortuous	зангидаж байна
torture	эрүүдэн шүүх
tortured	эрүүдэн шүүж байна
toss	шид
tot	NO TRANSLATION
total	нийт
totality	бүхэл бүтэн
totally	бүхэл бүтэн
tote	эзэмшигч
totem	умард
touch	барих
touchdown	touchdown
touched	хүрсэн
touching	хүрэх
touchy	мэдрэмжтэй
tough	хэцүү
toughen	хэцүү
toughness	хатуулаг
toupee	toupee
tour	аялал
tourism	аялал жуулчлал
tourist	жуулчин
tourmaline	Турмалин
tournament	тэмцээн
tourniquet	tourniquet
tout	NO TRANSLATION
tow	чирэх
towel	алчуур
tower	цамхаг
towering	Тэнгэрийн улс
town	хот
townhouse	хотхон
township	хот суурин газар
townspeople	хотын оршин суугч
toxic	хортой
toxicity	хоруу чанар
toxicology	хордлого
toxin	хор
toy	тоглоом
toymaker	toymaker
trace	ул мөр
traceable	ул мөр болно
tracer	трасс
traces	ул мөр
trachea	цагаан мөгөөрсөн хоолой
tracing	хайх
track	мөр
tracker	Tracker
tract	зам
tractable	Трактив
traction	зүтгүүр
tractor	трактор
trade	худалдаа
trademark	барааны тэмдэг
trader	арилжаачин
tradesman	худалдаачин
trading	арилжаа
tradition	уламжлал
traditional	уламжлалт
traffic	замын хөдөлгөөн
traffic light	гэрлэн дохио
trafficking	хүн худалдаалах гэмт хэрэг
tragedies	эмгэнэл
tragedy	эмгэнэлт явдал
tragic	эмгэнэлтэй
trail	зам
trailer	чиргүүл
train	галт тэрэг
train set	галт тэрэгний багц
trained	сургагдсан
trainee	сургагч
trainer	сургагч
training	сургалт
trait	шинж чанар
traitor	урвагч
traitorous	харгислал
trajectory	арга зам
tram	трамвай
tramp	гурвуулаа
trample	гишгүүр
trampoline	trampoline
tramway	трамвай
trance	транс
tranquil	тайван байна
tranquility	тайван байдал
tranquilizer	тайвшруулагч
transact	шилжүүлэх
transaction	гүйлгээ
transatlantic	трансатликтал
transceiver	transceiver
transcend	трансцендент
transcendence	даван туулах нь
transcendent	трансцендент
transcendental	трансценденталь
transcribe	хуулбарлах
transcriber	бичигч
transcript	хуулбар
transcription	хуулбар
transfer	шилжүүлэх
transference	шилжүүлэх
transferred	шилжүүлсэн
transfixed	transfixed
transform	хувиргах
transformation	Өөрчлөлт
transformer	трансформатор
transfusion	шилжүүлэн өгөх
transgression	зөрчил
transient	түр хугацаагаар
transistor	транзистор
transit	дамжин өнгөрөх
transition	шилжилт
transitional	шилжилт
transitive	дамжуулал
transitory	түр зуурынх
translate	орчуулах
translation	орчуулга
translator	орчуулагч
translocation	шилжүүлэх
translucent	тунгалаг
transmission	дамжуулалт
transmit	дамжуулах
transmitter	дамжуулагч
transmutation	дамжуулалт
transom	дамжуулалт
transparency	ил тод байдал
transparent	ил тод
transplant	шилжүүлэн суулгах
transplantation	шилжүүлэн суулгах
transponder	хариулагч
transport	тээвэрлэлт
transportation	тээвэрлэлт
transporter	тээвэрлэгч
transpose	шилжүүлэх
transposition	шилжилт
transsexual	Транссексуал
transverse	хөндлөн
transvestite	трансвестит
trap	занга
trapdoor	trapdoor
trapeze	трапец
trapped	баригдсан
trapper	trapper
trapping	барьж байна
trappings	хайж байна
traps	занга
trash	хогийн сав
trashy	хогийн сав
trauma	гэмтэл
traumatic	сэтгэл хөдлөл
travail	NO TRANSLATION
travel	аялал
traveler	аялагч
traveling	аялж байна
traverse	Травера
travesty	Турмаар байна
trawl	тахийлгах
trawler	тракер
tray	тосгуур
treacherous	заль мэх
treachery	хууран мэхлэлт
tread	дэвсэх
treadmill	гүйлтийн зам
treason	харгислал
treasure	эрдэнэс
treasured	үнэт зүйл
treasurer	нярав
treasures	эрдэнэс
treasury	сан хөмрөг
treat	эмчлэх
treatable	эмчлэх боломжтой
treatise	тайлбар толь
treatment	эмчилгээ
treaty	гэрээ хэлэлцээр
treble	гурав дахин нэмэгдэж байна
tree	мод
trees	мод
trek	аялал
trellis	trellis
tremble	чичирч байна
trembling	чичирч байна
tremendous	асар их
tremendously	маш их
tremor	чичиргээ
trench	суваг
trend	хандлага
trending	чиг хандлага
trendy	чиг хандлага
trepidation	эмзэглэл
trespass	зөрчих
triad	гурвал
triage	triage
trial	туршилт
triangle	гурвалжин
triangular	гурвалжин
triangulate	гурвалжин
triathlon	triathlon
tribal	овгийн
tribe	овог аймаг
tribulation	гай зовлон
tribunal	шүүх бүрэлдэхүүн
tribune	Турк
tributary	цутгал
tribute	хүндэтгэл
trick	трик
trickery	заль мэх
trickle	урвал
trickster	трикст
tricky	төвөгтэй
tricycle	tricycle
trident	trident
trifle	бага зэрэг
trifling	Хөөрхий
trig	trig
trigger	гох
trigonometry	тригонометр
trillion	их наяд
trilogy	гурвалын
trim	обуд
trimester	гурвуулаа
trimmer	шүргэгч
trimming	шүргэх
trine	trine
trinity	Гурвал
trinket	trinket
trio	гурвал
trip	аялал
tripartite	гурвалсан
tripe	tripe
triple	гурав дахин
triplet	triplet
triplicate	гурав дахин
tripod	tripod
tripping	шидэх
trite	тэвчээртэй
tritium	tritium
triumph	ялалт
triumphant	ялагдал
trivia	Триди
trivial	ер бусын
troll	Тролл
trolley	тэргэнцэр
trombone	тромбон
troop	цэргүүд
trooper	цэргүүд
troops	цэргүүд
trophy	цом
tropic	халуун орных
tropical	халуун орны
tropics	халуун орны газар
trot	trot
trouble	зовлонтой байна
troubled	зовж байна
troublemaker	Гэмт хэрэгтнүүд
troubles	гай зовлон
troublesome	зовлонтой
trough	тэвш
troupe	Бүжиг
trousers	өмд
trout	trout
trowel	гадаргуутай
truce	эвдэх
truck	ачааны машин
trucker	trucker
truckload	ачааны машин
truculent	гурвалжин
true	ҮНЭН
truelove	truelove
truffle	мөөгөнцөр
truism	truism
trump	бүрээ
trumpet	бүрээ
trumpeter	trumpeter
truncate	truncate
truncated	тасалдсан
trundle	замбараагүй байна
trunk	их бие
truss	Дотоод
trust	итгэх
trustee	итгэмжлэгдсэн хүн
trusting	итгэж байна
trustworthy	найдвартай
trusty	найдвартай
truth	үнэн
truthful	үнэнч байна
truthfulness	үнэн зөв байдал
try	үзээрэй
tryout	Зорилго
tryouts	оролдож үзэх
tsunami	Цунами
tub	хоног
tuba	их
tubby	tubby
tube	хоолой
tuberculosis	с рьеэ
tubing	хоолой
tubular	хоолой
tubule	tubule
tuck	tuck
tucker	Такер
tuesday	Өглөөний мэнд
tufted	tufted
tug	төг
tugboat	tugboat
tuition	Сургалтын төлбөр
tulip	Tulip
tumble	уналт
tumbler	NO TRANSLATION
tumbleweed	унасан
tummy	гэдэс
tumor	хавдар
tumour	хавдар
tumult	үймээн
tumultuous	үймээнтэй
tun	NO TRANSLATION
tuna	туна загас
tunable	тааруулах боломжтой
tune	таарах
tunic	tunic
tuning	тааруулах
tunnel	туннель
turban	гогцоо
turbidity	булингартай
turbine	турбин
turbo	турбо
turbulence	хугарал
turbulent	шуургатай
turd	Турс
turf	ширэгт
turkey	цацагт хяруул
turmeric	turmeric
turmoil	үймээн самуун
turn	эргүүл
turnaround	өөрчлөгдөж байна
turned	эргэв
turning	эргэлт
turnip	манжин
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	ирц
turnover	эргэлт
turnpike	эргэлт
turntable	turntable
turpentine	turpentine
turquoise	оюу
turret	turret
turtle	яст мэлхий
turtleneck	өндөрлөг
tussle	tussle
tutelage	tutelage
tutor	багш
tutoring	сургалт
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	ТВ
twain	хоёр нь
twat	twat
twats	twats
tweak	tweak
tweed	Твид
tweet	Твиттер
tweezers	хясаа
twelfth	Арван хоёрдугаарт
twelve	арван хоёр
twentieth	хорин тав
twenty	хорин
twerp	twerp
twig	twig
twilight	Бүрэнхий
twill	twill
twin	ихэр
twine	twine
twinge	хоромхон зуур
twinkle	гялалзах
twins	ихэр
twirl	twirl
twist	тохой
twisted	эрчилсэн
twister	боолууд
twit	twit
twitch	twitch
twitching	Сэлмээр байна
twitchy	twitchy
two	хоёр
two step	хоёр алхам
twofaced	NO TRANSLATION
twofold	хоёр дахин
twosome	хоёр хүн
tycoon	тоник
tyke	tyke
type	төрөл
typewriter	бичгийн машин
typhoid	хачиг
typhoon	хар салхи
typical	ердийн
typically	ихэвчлэн
typist	бичээч
typo	typo
typography	typography
tyrannical	харгислал
tyranny	харгислал
tyrant	дарангуйлагч
tyre	дугуй
ubiquitous	энд байна
ubiquity	тайван байдал
ugliness	муухай юм
ugly	муухай
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	шархлаа
ulterior	Нойрмог
ultimate	эцсийнх
ultimately	эцэст нь
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	хэт авиан
ultraviolet	хэт ягаан туяаны
umbilical	хүйс
umbra	umbra
umbrella	дээвэр
umpire	зөөгч
umpteen	umpteen
unabashed	Үгүй
unabated	Үгүй
unable	чадахгүй
unacceptable	хүлээн зөвшөөрөхгүй
unaccompanied	хараагүй байна
unaccountable	буруу байна
unaccounted	тооцоолоогүй байна
unacknowledged	мэдэхгүй байна
unadulterated	цэвэр биш
unaffected	тайван бус
unafraid	айхгүй байна
unaided	дангаараа
unaltered	өөрчлөгдөөгүй
unambiguous	хоёрдмол утгатай байна
unanimity	эв нэгдэл
unanimous	санал нийлсэн
unanimously	санал нэгтэйгээр
unannounced	мэдэгдэхгүй
unanswered	Хариулаагүй
unanticipated	урьдчилан таамаглаагүй
unappreciated	тэтгэвэрт гарсан
unapproved	зөвшөөрөгдөөгүй
unarmed	зэвсэггүй
unassisted	хараагүй байна
unassuming	наад зах нь
unattached	хараат бус
unattainable	боломжгүй байна
unattended	хараа хяналтгүй байна
unattractive	сэтгэл татамгүй
unauthorized	зөвшөөрөлгүй байна
unavailable	боломжгүй
unavoidable	зайлшгүй юм
unaware	мэдэхгүй байна
unbalanced	тэнцвэргүй
unbearable	Тэвчишгүй юм
unbeatable	ялагдашгүй
unbeaten	ялагдалгүй
unbecoming	үл нийцэх байдал
unbelief	итгэлгүй байна
unbelievable	итгэмээргүй юм
unbiased	шударга
unborn	төрөөгүй
unbound	огтхон ч үгүй
unbounded	хязгааргүй
unbreakable	хугардаггүй
unbridled	хязгааргүй
unbroken	тасархай
unbutton	unbutton
uncalled	шударга бус
uncanny	Шударга бус
uncaring	үл хайхрах
uncensured	NO TRANSLATION
uncertain	тодорхойгүй байна
uncertainty	эргэлзээ
unchallenged	Unchallenged
unchangeable	өөрчлөгдөхгүй
unchanged	өөрчлөгдөөгүй
uncharted	Uncharted
uncherished	NO TRANSLATION
uncivilized	соёлтой
unclaimed	үгүйсгэсэн
uncle	авга ах
unclean	бузар юм
unclear	тодорхойгүй байна
uncomfortable	эвгүй байна
uncommon	ховор тохиолддог
uncommonly	ердийн бус
uncomplicated	хялбар биш
uncompromising	бат бөх бус
unconcerned	анхаарал тавьдаггүй
unconditional	болзолгүй
unconfirmed	баталгаажаагүй байна
unconnected	холбогдоогүй байна
unconscionable	ойлгомжгүй
unconscious	ухаангүй
unconsciousness	ухаангүй байдал
unconstitutional	Үндсэн хууль бус
unconstrained	саадгүй байна
uncontested	Тодорхой бус
uncontrollable	хяналтгүй
uncontrolled	хяналтгүй
unconventional	ердийн бус
unconvinced	үл итгэсэн
unconvincing	үл итгэсэн
uncooked	Ухаалаг байна
uncooperative	Хамтран ажиллахгүй байна
uncorrelated	Надад буруугүй
uncouth	uncouth
uncover	илрүүлэх
uncritical	Үгүй
uncut	хайх
undead	undead
undecided	Үгүй
undefeated	undefeated
undefined	тэмдэглэгдээгүй
undeniable	үгүйсгэхгүй
underage	насанд хүрээгүй
underbelly	underbelly
undercover	нууцлах
undercurrent	undercurrent
underdog	дутагдалтай
underestimate	дутуу үнэлдэг
undergo	Уучлаарай
undergraduate	бакалавр
underground	газар доор
underhanded	Бичигдсэн байна
underlay	Доод тал
underlie	Доод
underline	underline
underlying	Үүнд
undermine	сулрах
undermined	муудсан
underneath	доор байна
underpaid	төлөөгүй
underpants	underpants
underprivileged	дутагдалтай
underrated	дутуу үнэлэгддэг
underscore	доогуур зураас
undersea	доод давхрага
undersecretary	дэд нарийн бичгийн дарга
undersized	бага байна
understaffed	дутагдалтай
understand	ойлгох
understandable	ойлгомжтой
understanding	ойлголт
understatement	дутуу дулимаг байна
understood	ойлгосон
understudy	ойлгох
undertake	ажил гүйцэтгэх
undertaker	гүйцэтгэгч
undertaking	үүрэг хариуцлага
undertow	үүрэг гүйцэтгэнэ
underwear	дотуур хувцас
underwood	underwood
underworld	Үхэгсдийн орон
underwrite	underwriting
underwriter	Андеррайтер
undeserved	Үгүй
undesirable	хүсээгүй
undesired	хүсээгүй
undetectable	undetectable
undetected	хараагүй байна
undetermined	тодорхойгүй байна
undeveloped	хөгжөөгүй
undignified	эрх чөлөөгүй
undirected	Устгахгүй байна
undisclosed	тодорхойгүй байна
undiscovered	олж илрүүлээгүй байна
undisputed	маргаангүй
undisturbed	тайван биш
undivided	Үгүй
undo	Дуусах
undoing	хаях
undoubted	эргэлзээгүй
undress	цагаан хувцас
undressed	тайлагдаагүй
undue	зохисгүй
undying	Үгүй
unearned	Шилжүүлээгүй
unearth	мэдэхгүй
uneasiness	тайван бус байдал
uneasy	төвөгтэй
uneducated	боловсролгүй
unemployed	ажилгүйчүүд
unemployment	ажилгүйдэл
unencumbered	тасалдсангүй
unending	Үгүй
unequal	тэгш бус байна
unequalled	хүрээгүй
unequivocal	тодорхойгүй байна
unequivocally	тодорхойгүй байна
unethical	ёс зүйгүй
uneven	жигд бус
uneventful	итгэлтэй биш байна
unexpected	гэнэтийн
unexpectedly	гэнэтхэн
unexplainable	тайлбаргүй байна
unexplained	тайлбарлаагүй
unexplored	хайхгүй
unfailing	Үгүй
unfair	шударга бус
unfairness	шударга бус байдал
unfaithful	үнэнч бус
unfamiliar	мэдэхгүй байна
unfavorable	таалагдаагүй
unfeeling	царай муутай
unfettered	нүүлгээгүй
unfinished	дуусаагүй байна
unfit	зохисгүй
unflinching	unflinching
unfold	нээгдэнэ
unfollow	unfollow хийх
unforeseen	урьдчилан тооцоолоогүй
unforgettable	мартагдашгүй
unforgivable	уучлаагүй
unforgiving	unforgiving
unfortunate	харамсалтай
unfortunately	Харамсалтай нь
unfounded	үндэслэлгүй
unfreeze	Батлагдаагүй
unfriendly	нөхөрсөг бус
unfulfilled	биелээгүй
unfurnished	unfair
unglued	unglued
ungodly	бурханлаг бус
ungrateful	чин сэтгэлээсээ
unguarded	ungu байдалтай байна
unhand	NO TRANSLATION
unhappiness	аз жаргалгүй байна
unhappy	азгүй байна
unharmed	гэмгүй
unhealthy	эрүүл бус байна
unheard	сонссонгүй
unhelpful	таалагдахгүй байна
unhindered	саадгүй байна
unholy	ариун бус
unhook	unhook
unicorn	Unicorn
unidentified	мэдэгдэхгүй
unification	нэгдмэл байдал
unified	нэгдсэн
uniform	дүрэмт хувцас
uniformed	дүрэмт хувцастай
uniformity	нэгдмэл байдал
uniformly	жигд байна
unimaginable	төсөөлшгүй
unimpeachable	саадгүй байх
unimpeached	саадгүй болсон
unimportant	чухал биш
unimpressed	таагүй мэдрэмж
unimproved	батлагдаагүй
uninfected	халдваргүй болно
uninformed	мэдэхгүй байна
uninhabited	хүн оршин суудаггүй
uninitiated	Төлөвгүй байна
uninspired	үл итгэсэн
unintelligible	ойлгомжгүй
unintended	хүсээгүй
unintentional	санаатай бус
unintentionally	санамсаргүйгээр
uninterested	сонирхолгүй байдаг
uninteresting	сонирхолгүй байна
uninterrupted	тасалдсан
uninvited	татсангүй
union	холбоо
unique	өвөрмөц
unisex	unisex
unison	нэгтгэх
unit	нэгж
unitary	нэгтгэсэн
unite	нэгдэх
united	нэгдсэн
unity	эв нэгдэл
universal	нийтийн
universality	бүх нийтийн
universe	орчлон ертөнц
university	их сургууль
unjust	шударга бус
unjustifiable	шударга бус
unjustified	шударга бус
unkind	эелдэг бус
unknowable	мэдэхгүй байна
unknown	үл мэдэгдэх
unlawful	хууль бус
unleash	Илчлэлт
unlicensed	зөвшөөрөлгүй байна
unlike	ялгаатай
unlikely	магадлал багатай
unlimited	хязгааргүй
unlisted	бүртгэлгүй
unload	бүү тат
unloaded	Буулгахгүй
unlock	түгжээтэй
unlucky	азгүй байна
unmanageable	зохицуулагдаагүй
unmanned	удирдлагагүй байна
unmarked	тэмдэглэгээ байхгүй байна
unmarried	гэрлээгүй
unmask	задлах
unmatched	харьцуулшгүй
unmistakable	гайхалтай
unmitigated	хүлээж аваагүй
unmoved	unmoved
unnamed	нэргүй
unnatural	ер бусын
unnecessary	шаардлагагүй
unneeded	хэрэгцээгүй
unnoticed	хараагүй байна
unnumbered	тоо бус
unobserved	ажиглагдахгүй байна
unobstructed	саадгүй байх
unobtrusive	сэтгэл дундуур
unoccupied	эзгүй байна
unofficial	албан бус
unopened	нээлгүйгээр
unopposed	unopposed
unordered	unordered
unorganised	зохион байгуулалтгүй
unorganized	зохион байгуулалтгүй
unorthodox	Unorthodox
unpack	задлах
unpaid	төлөөгүй
unparalleled	хосгүй
unpleasant	таагүй байна
unpleasantness	тааламжгүй байдал
unplug	салгах
unplugged	салгагдсан
unpopular	нэргүй хүмүүс
unprecedented	урьд өмнө байгаагүй
unpredictable	таамаглах боломжгүй
unprepared	бэлэн биш байна
unpretentious	мадаггүй зөв байдаг
unproductive	үр ашиггүй
unprofessional	Мэргэжлийн бус
unprofitable	ашиггүй
unprotected	хамгаалалтгүй
unproven	батлагдаагүй байна
unprovoked	Батлагдаагүй
unpublished	хэвлэгдээгүй
unpunished	шийтгээгүй
unqualified	тэнцээгүй
unquestionable	эргэлзээгүй
unquestionably	эргэлзээгүй
unquestioned	Тодорхойгүй байна
unquote	тэмдэглэлгүй байна
unravel	хаях
unreachable	Хүрэх боломжгүй
unread	уншаагүй
unreal	бодит бус
unrealistic	бодит бус
unreasonable	Үндэслэлгүй юм
unrecorded	бүртгэлгүй байна
unregistered	бүртгэлгүй
unregulated	зохицуулалтгүй
unrelated	хамааралгүй
unrelenting	тасархай
unreliable	найдваргүй
unremarkable	ер бусын
unrepentant	үл итгэгч
unrequited	үл хүлээн зөвшөөрсөн
unresolved	шийдэгдээгүй
unresponsive	Хариуцлагагүй байна
unrest	үймээн
unrestrained	хязгааргүй
unrestricted	хязгааргүй
unromantic	Unromantic
unruly	цөхрөлгүй байна
unsafe	аюултай
unsanitary	ариун бус
unsatisfactory	хангалтгүй байна
unsatisfied	сэтгэл хангалуун бус
unsavory	Муу зүйл
unscathed	шаналгаагүй
unscheduled	хуваарьгүй
unscientific	ухаангүй
unscrew	Устгах
unscrupulous	зарчимтай
unseat	шоолох
unseen	харагдахгүй байна
unselfish	биеэ даасан биш
unsettled	эвгүй байна
unsightly	харамсалтай
unsolicited	хүсээгүй
unsolved	шийдэгдээгүй
unsophisticated	боловсронгуй бус
unsound	буруу байна
unspeakable	ярих боломжгүй
unspecified	тодорхойгүй
unspoken	яриагүй
unstable	тогтворгүй байна
unsteady	тогтворгүй байна
unstoppable	зогсоосон
unsuccessful	амжилтгүй болсон
unsuitable	тохиромжгүй
unsung	шууд утгаараа
unsupervised	хараагүй байна
unsupported	unsupported
unsure	итгэлгүй байна
unsurpassed	хүрээгүй
unsuspecting	харамсалтай
unsustainable	тогтворгүй байна
unsweetened	чихэрлэг биш
unsympathetic	симпатик бус
untamed	untamed
untenable	ойлгомжгүй
untested	Төгсгүй
unthinkable	мэдэхгүй байна
untidy	Хөөрхий
untie	untie
untimely	түр завсарладаг
untitled	untitled
untold	Үгүй
untouchable	Залгагдаагүй бол
untouched	гараагүй байна
untoward	Хөөрхий
untraceable	мэдэхгүй байна
untrained	эзэмшээгүй
untranslated	орчуулагдаагүй байна
untroubled	завгүй байна
untrue	худлаа
untrustworthy	итгэхгүй байна
unturned	unturned
unused	ашиглагдаагүй байна
unusual	ер бусын
unusually	ер бусын
unutterable	боломжгүй байна
unveil	мэдэгдэх
unveiling	танилцуулга
unverified	баталгаажаагүй байна
unwanted	хүсээгүй
unwarranted	шаардлагагүй
unwary	хүсээгүй
unwashed	цэвэрлэсэнгүй
unwavering	гуйвж байна
unwed	Үгүй
unwelcome	хүсээгүй
unwell	эрүүл бус байна
unwilling	хүсэхгүй байна
unwillingly	хүсэхгүй байна
unwillingness	хүсэлгүй байх
unwind	зугаалах
unwise	ухаалаг бус
unwitting	Садар самуун
unwittingly	санамсаргүйгээр
unworthy	зохисгүй
unwrap	нээгдэнэ
unwritten	бичээгүй
unyielding	гуйвалтгүй байна
unzip	unzip
upbeat	Дэмжих
upbringing	хүмүүжлийн ажил
upcoming	удахгүй болно
update	шинэчлэлт
upgrade	шинэчлэх
upheaval	бослого
uphill	дээрээс дээш
uphold	Батлан ​​хамгаалах
upholstery	бүрээс
upkeep	засвар үйлчилгээ
upland	өндөрлөг газар
uplands	өндөрлөг газар
uplift	Сайжруулах
uplifting	Сайжруулах
uplink	uplink
upload	байршуулах
upper	дээд
uppercut	дээд хэсэг
uppity	Дээд тал
upright	босоо
uprising	бослого
uproar	үймээн самуун
upscale	дээд зэрэглэлийн
upset	сэтгэл дундуур байна
upshot	Дахиад
upstairs	дээд давхарт
upstanding	дэвшүүлсэн
upstart	upstart
uptight	дээд давхрага
upward	дээшээ
upwards	дээшээ
uranium	уран
urban	хот суурин газар
urchin	urchin
urge	уриалж байна
urgency	яаралтай арга хэмжээ авах
urgent	яаралтай
urinal	urinal
urinalysis	urinalysis
urinate	urinate
urination	шээх
urine	шээс
urn	urn
usable	ашиглах боломжтой
usage	хэрэглээ
use	ашиглах
used	ашиглаж байна
useful	ашигтай
usefully	хэрэгтэй
usefulness	ашиг тус
useless	Хэрэггүй
user	хэрэглэгч
usher	usher
usual	ердийн
usurp	usurp
usurped	ухрав
usury	зээлийн хүү
utensil	сав суулга
uterus	умай
utilitarian	ашиг тустай
utility	хэрэгсэл
utilization	хэрэглээ
utilize	ашиглах
utmost	хамгийн их
utopian	utopian
utter	Уучлаарай
utterance	хэлэх
utterly	бүрэн хэмжээгээр
vacancy	сул орон тоо
vacant	сул
vacate	орхи
vacation	амралт
vaccination	вакцин хийлгэх
vaccine	вакцин
vacuolar	vacuolar
vacuole	vacuole
vacuous	vacuous
vacuum	вакуум
vagabond	vagabond
vagina	үтрээ
vaginal	үтрээ
vagrancy	тэнэглэл
vagrant	хуучирсан
vague	тодорхойгүй байна
vagueness	бүдэгхэн
vainly	дэмий юм
valance	valance
vale	Вэйл
valedictorian	Зорилтот хүн
valentine	Гэгээнтэн
valet	үдэшлэг
valiant	зоригтой
valid	хүчин төгөлдөр байна
validate	Баталгаажуулна
validation	Баталгаажуулалт
validity	хүчин төгөлдөр байна
valium	valium
valley	хөндий
valor	NO TRANSLATION
valuable	үнэ цэнэтэй юм
valuables	үнэт зүйлс
valuation	үнэлгээ
value	утга
valve	хавхлаг
vamoose	NO TRANSLATION
vamp	vamp
vampire	цус сорогч
van	NO TRANSLATION
vandal	Вандал
vandalism	вандализм
vane	ван
vanguard	vanguard
vanilla	ваниль
vanish	алга болсон
vanished	алга болсон
vanishing	алга болсон
vanity	хоосон
vanquish	унагах
vanquished	Дайсан
vanquishing	ялсан
vantage	vantage
vapor	уур
vara	NO TRANSLATION
variable	хувьсагч
variance	вариац
variation	өөрчлөлт
variations	өөрчлөлтүүд
varicella	салхин цэцэг
varicose	varicose
varied	янз бүрийн
variegated	variegated
variety	төрөл бүрийн
various	янз бүрийн
varmint	varmint
varnish	лак
varsity	санал болголт
vary	өөр өөр байна
varying	өөр өөр байна
vascular	судас
vase	ваар
vasectomy	vasectomy
vassal	Васил
vast	өргөн уудам
vat	ват
vaudeville	vaudeville
vault	сан
vaulted	буулгасан
vaulting	сэлгэх
veal	тугалын мах
vector	вектор
veer	гээд л
vega	vega
vegan	веган
vegetable	ногоо
vegetarian	цагаан хоолтон
vegetarianism	цагаан хоолтон
vegetation	ургамал
vegetative	ургамал
veggie	veggie
vehement	гээд л
vehicle	тээврийн хэрэгсэл
veil	Хөшиг
veiled	сэгсэрч байна
vein	судлууд
veined	сийрэг
vellum	зургийн цомог
velocity	хурд
velour	velor
velvet	хилэн
velvety	хилэнтэй
vena	венийн
vendetta	худалдах
vending	vending
vendor	борлуулагч
veneer	өнгөлгөө
venerable	эрхэмлэдэг
veneration	архи
venereal	бэлгийн тухай
venetian	venetian
vengeance	өшөө авах
vengeful	Уучлаарай
venison	venison
venom	хоруу чанар
venomous	хортой
venous	венийн
vent	Агааржуулалт
ventilation	агааржуулалт
ventilator	агааржуулалт
venting	venting
ventricle	ховдол
ventricular	ховдлын
ventriloquist	ventriloquist
venture	бизнес эрхлэх
venue	байрлал
veracity	Үнэн
veranda	дэнж
verb	үйл үг
verbal	verbal
verbatim	verbatim
verbiage	verbiage
verbose	дэлгэрэнгүй
verbosity	үйл явц
verdant	verdant
verdict	шийдвэр гаргах
verge	verge
verification	баталгаажуулалт
verified	шалгаж байна
verify	шалгах
verily	Үнэндээ
veritable	Үнэндээ
vermin	үйрмэг
vermouth	vermouth
vernacular	vernacular
vernal	vernal
veronica	veronica
versatile	олон талын
versatility	олон талт байдал
verse	шүлэг
version	хувилбар
versus	versus
vert	vert
vertebra	нугалам
vertebral	нугалам
vertex	оройн орой
vertical	босоо
vertically	босоо байдлаар
vertigo	нугалаа
verve	Үнэн үү
very negative	маш сөрөг байна
very positive	маш эерэг
veryangry	NO TRANSLATION
vesicle	vesicle
vesicular	vesicular
vessel	хөлөг онгоц
vest	биелэгдэнэ
vested	нөөцлөгдсөн
vestibule	үүдний танхим
vestige	Үүнд
vet	эмч нар
veteran	ахмад
veterinarian	малын эмч
veterinary	мал эмнэлэг
veto	хориг тавих
vexed	тайвширсан
viability	амьдрах чадвар
viable	амьдрах чадвартай
viaduct	viaduct
vial	хуруу шил
vibe	vibe
vibes	чичиргээ
vibrant	эрч хүчтэй
vibrate	чичирч байна
vibration	чичиргээ
vibrator	vibrator
vibratory	чичиргээ
vicar	vicar
vicarious	vicarious
vice	дэд
viceroy	захирагч
vicinity	ойролцоо
vicious	харгис
victim	хохирогч
victimized	хохирогч
victor	ялагч
victoria	В victoria
victorious	ялагч
victory	ялалт
video	видео
video game	видео тоглоом
videotape	videotape
vie	NO TRANSLATION
view	харах
viewer	үзэгч
viewing	үзэх
viewpoint	үзэл бодол
vigil	vigil
vigilance	сэрэмжтэй байх
vigilant	сонор сэрэмжтэй байх
vigilante	vigilante
vignette	vignette
vigor	эрч хүч
vigorous	эрч хүчтэй
viking	Викинг
vile	Үгүй ээ
villa	Вилла
village	тосгон
villager	тосгон
villain	муу санаатан
villainous	муу санаатай
vinaigrette	vinaigrette
vindicate	vindicate
vindicated	баталсан
vindication	батлах
vindictive	Өшөө авалт
vine	усан үзмийн мод
vinegar	цуу
vineyard	усан үзмийн талбай
vintage	хувцасны чимэг
vinyl	винил
viola	viola
violate	зөрчиж байна
violation	зөрчил
violence	хүчирхийлэл
violent	хүчирхийлэл
violently	хүчтэй
violet	ягаан
violin	хийл
violinist	хийлч
viper	хорт могой
viral	Вирус
virgin	онгон
virginal	онгон бүсгүй
virginity	онгон бүсгүй
virility	эрч хүч
virology	вирус судлал
virtual	виртуал
virtually	бараг л
virtue	ариун журам
virtuoso	virtuoso
virtuous	ариун журамтай
virulence	хоруу чанар
virus	вирус
visa	виз
