Word	et
scariest	kõige õnnelikum
scarlet	punane
scary	hirmutav
scat	scat
scatter	hajuma
scattered	hajutatud
scattering	hajumine
scavenger	püüdur
scenario	stsenaarium
scene	stseen
scenery	maastik
scenic	maaliline
scent	lõhna
scented	lõhnav
scepter	skepter
sceptical	skeptiline
scepticism	skeptitsism
schadenfreude	schadenfreude
schedule	ajakava
schematic	skemaatiline
scheme	skeem
schilling	šillingi
schism	lõhe
schizophrenia	skisofreenia
schizophrenic	skisofreeniline
schlep	Schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	šnitsel
scholar	teadlane
scholarly	teaduslikult
scholarship	stipendium
scholastic	õpetlik
school	kooli
schoolboy	kooliõpilane
schoolgirl	koolitüdruk
schoolhouse	koolimaja
schooling	koolitus
schoolmaster	kooliõpetaja
schoolteacher	NO TRANSLATION
schoolwork	koolitöö
schoolyard	koolihoone
schooner	šahaaž
sciatica	ishias
science	teadus
scientific	teaduslik
scientist	teadlane
scifi	scifi
scintilla	NO TRANSLATION
scintillating	sädelev
scintillation	stsintillatsioon
scintillator	stsintilator
scion	kallis
scissors	käärid
scoff	jama
scold	kuratama
scolding	viskamine
scone	Scone
scoop	kühvel
scoot	jama
scooter	roller
scope	ulatus
scorch	kõrvetama
scorching	kõrvetav
score	skoor
scoreboard	tulemustabel
scorer	pallur
scores	hinded
scorn	kurjus
scorned	pettunud
scornful	petmine
scorpion	skorpion
scotch	scotch
scoundrel	pettumus
scour	puhastage
scourge	nuhtlus
scout	Skaut
scowl	kummitus
scrabble	jama
scram	scram
scramble	naerma
scrambled	pisut
scrambler	skrambleerija
scrambling	skrambleerimine
scrap	jäägid
scrapbook	külalisteraamatusse
scrape	kraabima
scrapie	skreipi
scraping	kraapides
scrappy	raiskama
scratch	kriimustus
scratchy	kriimustus
scrawny	kõhn
scream	karjuma
screamer	karjane
screaming	karjuvad
screech	screech
screen	ekraan
screening	sõelumine
screenplay	stsenaarium
screenwriter	stsenarist
screw	kruvi
screwball	screwball
screwdriver	kruvikeeraja
screwed	keeratud
screwy	jama
screwyou	NO TRANSLATION
scribble	kirjutama
scribe	kirjutaja
scrimmage	kisklemine
scrip	kiri
script	skript
scriptural	pühakiri
scripture	pühakiri
scroll	sirvige
scrotum	munandikotti
scrounge	hirmutama
scrounger	Scrounger
scrub	puhastama
scruffy	kollakas
scrumptious	naljakas
scrupulous	hoolikas
scrutinize	uurima
scrutiny	kontrollimine
scuba	alasti
scuff	kühveldamine
scuffle	kutt
scullery	kööginurk
sculptor	skulptor
sculpture	skulptuur
sculptured	skulptureeritud
scum	saast
scumbag	scumbag
scurry	viskama
scurvy	loorberi
scuttle	kobar
sea	meri
seaboard	mereäärne ala
seafood	mereannid
seagull	kajakas
seal	pitser
seals	tihendid
seam	õmblus
seaman	meremees
seamless	õmblusteta
seamstress	õmblusmasin
seaport	meresadamad
sear	otsa
search	otsing
searching	otsimine
searchlight	prožektor
seared	istuv
seashore	mererand
seasick	merepõhja
seaside	mere ääres
season	hooaeg
seasonal	hooajaline
seasoned	maitsestatud
seasoning	maitsestamine
seat	istekoht
seatbelt	turvavöö
seating	istekohad
seawater	merevesi
seaweed	merevetikad
sec	sek
secession	eraldumine
secluded	üksildane
seclusion	isolatsioon
second	teine
second cousin	teine ​​sugulane
secondary	sekundaarne
secondhand	taaskasutatud
secrecy	saladust
secret	saladus
secretariat	sekretariaat
secretary	sekretär
secrete	sekreteerige
secretion	sekretsioon
secretive	salajane
secretly	salaja
sect	sektsioon
sectarian	sektantlik
section	jaotis
sectional	sektsiooniline
sector	sektor
secular	ilmalik
secularism	ilmalikkus
secure	turvaline
securities	väärtpaberid
security	turvalisus
sedan	NO TRANSLATION
sedate	rahutu
sedation	rahustid
sedative	rahustav
sedentary	istuv
sedge	sääre
sediment	settimine
sedimentary	setted
sedition	relv
seduce	meelitama
seducer	seducer
seducing	seducing
seduction	võrgutamine
seductive	võrgutav
see	vaata
seed	seeme
seedling	seemikud
seeds	seemned
seedy	sügav
seek	otsima
seeker	otsija
seem	tundub
seemingly	näiliselt
seer	nägija
seesaw	nägemine
seething	hõivas
segment	segmendis
segregate	eraldama
segregated	eraldatud
segregation	eraldamine
seismic	seismiline
seize	ära võtma
seizure	krambid
seldom	harva
select	vali
selection	valik
selective	selektiivne
selectman	valija
selenium	seleen
self	ise
selfharm	NO TRANSLATION
selfish	isekas
selfishness	isekus
selfless	enesekindel
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	müüa
seller	müüja
sellout	müük
seltzer	Seltzer
semantics	semantika
semaphore	semafor
semblance	nägemus
semen	sperma
semester	semester
semi	osaliselt
semiautomatic	NO TRANSLATION
semicolon	semikoolon
seminal	seminal
seminar	seminar
seminary	seminaril
semiotics	semiootika
senate	senat
senator	senator
send	saada
sender	saatja
senescence	vananemine
senile	seniilne
senior	vanem
seniority	tööstaaž
senor	senor
senorita	senorita
sensation	tunne
sensational	sensatsiooniline
sense	meel
senseless	mõttetu
senses	meeli
sensibility	tundlikkus
sensible	mõistlik
sensibly	mõistlikult
sensitive	tundlik
sensitivity	tundlikkus
sensor	andur
sensory	sensoorne
sensual	sensuaalne
sensuality	sensuaalsus
sensuous	meeleline
sentence	lause
sentencing	süüdimõistmine
sentient	vaimne
sentiment	tunne
sentimental	sentimentaalne
sentimentality	sentimentaalsus
sentinel	sentinell
sentry	valvur
separable	eraldatav
separate	eraldi
separately	eraldi
separation	eraldamine
separatist	separatistlik
sepia	sepia
sepsis	sepsis
sept	sept
septic	septiline
septum	vahesein
sequel	järge
sequence	järjestus
sequent	järjestikune
sequestered	eraldatud
sequestration	sekvestreerimine
serenade	serenaad
serendipity	serendipity
serene	rahulik
serenity	rahulikkus
sergeant	sergeant
serial	seerianumber
serialize	serialize
series	seeria
serif	serif
serious	tõsine
seriousness	tõsidus
sermon	jutlus
serpent	madu
serpentine	serpentine
serrated	pinnatud
serum	seerum
servant	sulane
serve	teenima
server	server
service	teenus
serviceable	töökindel
servile	salajane
servitude	servituut
sesame	seesam
sess	NO TRANSLATION
session	seanss
sessions	istungid
set	seatud
setback	tagasilöök
sett	NO TRANSLATION
setter	setter
settle	asuda
settled	arveldatud
settlement	arveldamine
settler	asustaja
settlor	asutaja
setup	seadistamine
seven	seitse
seventeen	seitseteist
seventh	seitsmes
seventy	seitsekümmend
sever	lahku
severable	eraldatav
severally	solidaarselt
severance	lahkumishüvitis
severe	tõsine
severely	tõsiselt
severity	raskusastet
sew	õmblema
sewage	kanalisatsioon
sewer	kanalisatsioon
sewerage	kanalisatsioon
sewing	õmblemine
sex	sugu
sexist	seksistlik
sexual	seksuaalne
sexuality	seksuaalsus
sexy	seksikas
shabby	raputatud
shack	varras
shackle	varras
shade	varju
shades	toonid
shading	varjuline
shadow	vari
shadowy	varjuline
shady	varjuline
shaft	võll
shag	libisemine
shaggy	lillakas
shake	raputama
shakedown	raiskamine
shaken	loksutatakse
shaker	shaker
shaking	raputades
shaky	lollakas
shall	peab
shallow	madal
shallows	madalad
sham	laitmatu
shaman	šamaan
shambles	häbeme
shame	häbi
shamed	häbistatud
shameful	häbiväärne
shameless	häbitu
shampoo	šampoon
shanghai	Shanghai
shank	vars
shanty	lühike
shape	kuju
shapely	vormikas
shard	shard
share	jagada
shareholder	aktsionär
sharing	jagamine
shark	haid
sharp	terav
sharpen	teritama
sharpened	teritatud
sharpener	teritaja
sharpness	teravus
sharpshooter	võitleja
shatter	hävitama
shattered	purustatud
shattering	puruneja
shave	raseerima
shaver	pardel
shaving	raseerimine
shawl	sall
sheaf	kook
shear	nihutama
shears	käärid
sheath	ümbris
sheathing	ümbris
shed	shed
sheen	läige
sheep	lambad
sheepdog	lambakoer
sheepish	tüdinenud
sheer	õhuke
sheet	leht
sheik	sheik
shelf	riiul
shell	kest
shellfish	karbid
shelling	koorimine
shelter	varjupaik
sheltered	kaitstud
shelters	varjupaigad
shelved	riiul
shepherd	karjane
sherbet	šerbett
sheriff	šerif
sherry	šerri
shield	kilp
shift	nihe
shifting	üleminek
shifty	pisike
shilling	šilling
shimmer	sädelemine
shimmering	pimestamine
shimmy	kullake
shin	põsed
shindig	shindig
shine	särama
shiner	peegeldaja
shingle	sindli
shining	särav
shiny	läikiv
ship	laeva
shipment	saadetis
shipping	laevandus
shipshape	laevahape
shipwreck	laevahukus
shipyard	laevatehas
shire	shire
shirt	särk
shit	jama
shitday	NO TRANSLATION
shitfaced	jama
shithead	jalutuskepp
shitless	jama
shitload	koorma
shittest	NO TRANSLATION
shitty	tüdruk
shiver	jama
shivering	värisemine
shoals	varjab
shock	šokk
shocked	šokeeritud
shocker	šokk
shocking	šokeeriv
shockingly	šokeerivalt
shoddy	vilets
shoe	jalats
shoelace	rätik
shoemaker	kingsepp
shoes	kingad
shoeshine	kingihine
shook	raputas
shoot	tulistama
shooter	laskur
shooting	laskmine
shootout	shootout
shop	pood
shopkeeper	poeskäija
shoplifter	poesõiduk
shoplifting	poevargused
shopper	poeskäija
shopping	ostmine
shore	kallas
shoreline	rannajoon
shorn	põlenud
short	lühike
short story	novell
shortage	puudus
shortcake	lühikekas
shortcoming	puudus
shortcut	otsetee
shorten	lühendada
shortening	lühendamine
shorthand	stenogramm
shortly	varsti
shortness	pingutus
shorts	lühikesed püksid
shortstop	lühikesed püksid
shortwave	lühikese lainega
shot	tulistas
shotgun	pistmik
shoulder	õla
shout	hüüdma
shove	panema
shovel	kühveldamine
shoveling	shoveling
show	näidata
showbiz	showbiz
showboat	showboat
showcase	vitriin
showdown	showdown
shower	dušš
showgirl	showgirl
showing	näidates
showoff	kiidukukk
showroom	müügisalongis
showy	nägus
shrapnel	šrapnell
shred	purustatud
shrew	kukkuma
shrewd	nutikad
shriek	kummitama
shrill	jama
shrimp	krevetid
shrine	pühamu
shrink	kahaneb
shrinking	väheneb
shrivel	hõõruda
shroud	varikatus
shrub	põõsas
shrubbery	põõsastik
shrug	naeratas
shrunk	vähenenud
shrunken	lagunenud
shudder	ahis
shuddering	hirmus
shuffle	segage
shuffleboard	shuffleboard
shuffling	segamine
shun	vältima
shunned	shunned
shunt	shunt
shut	kinni
shutdown	Lülita välja
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	katik
shuttle	bussiliin
shutup	NO TRANSLATION
shy	häbelik
shyness	häbelikkus
shyster	šüster
sib	NO TRANSLATION
sibling	vend
sic	sic
sick	haige
sickbay	haiglane
sicken	haige
sickening	sickening
sickle	sirp
sickly	haiglane
sickness	haigus
side	külg
sidearm	äärekivi
sidebar	külgriba
sideboard	riidekapp
sideburns	külgärusi
sidecar	külghaagis
sidekick	sidekick
sideline	kõrvaltegevus
sideshow	külgsõnastik
sidestep	lahkuma
sidewalk	kõnniteel
sideways	külgsuunas
sidewinder	sidewinder
siege	piiramisrõngas
siesta	Siesta
sieve	sõela
sift	sõeluma
sifting	sõelumine
sigh	hingama
sight	vaatepilt
sighting	nägemine
sightseeing	vaatamisväärsused
sigma	Sigma
sign	märk
signal	signaal
signature	allkiri
significance	tähtsus
significant	märkimisväärne
signification	tähendus
signify	tähistavad
signpost	vihik
silence	vaikus
silencer	summuti
silent	vaikne
silently	vaikselt
silhouette	siluett
silicon	räni
silicone	silikoon
silk	siid
silken	siidine
silky	siidine
sill	alusnõel
silliness	hullus
silly	rumal
silo	silo
silt	muda
silver	hõbe
silverware	õlasidemed
silvery	hõbedane
similar	sarnane
similarity	sarnasus
simile	NO TRANSLATION
simmer	keeda
simmering	keetmine
simple	lihtne
simples	NO TRANSLATION
simpleton	ükskord
simplicity	lihtsus
simplify	lihtsustama
simplistic	lihtsustatud
simply	lihtsalt
simulate	simuleerima
simulated	simuleeritud
simulating	simuleerides
simulation	simulatsioon
simulator	simulaator
simultaneous	samaaegne
simultaneously	samaaegselt
sin	NO TRANSLATION
sincere	siiras
sincerity	siirus
sinful	patune
sing	laulda
singer	laulja
singing	laulmine
single	üksi
singly	üksi
singular	ainsus
singularity	eripära
singularly	üksi
sinister	pahameelne
sink	valamu
sinker	valutama
sinking	uppumine
sinner	patune
sinning	patus
sinus	sinus
sip	sip
siphon	sifoon
sipping	sipistamine
sir	härra
sire	isa
siren	sireen
sirloin	sirloin
sissy	sissy
sister	õde
sisterhood	sõpruskond
sit	istuda
sitcom	sitcom
site	sait
sith	sith
sitter	lapsehoidja
sitting	istudes
situate	asetage
situated	asub
situation	olukord
six	kuus
sixpence	kuuspäeva
sixteen	kuusteist
sixth	kuues
sixty	kuuskümmend
sizable	märkimisväärne
size	suurus
sizzle	heevik
ska	NO TRANSLATION
skate	skate
skateboard	rula
skater	uisutaja
skating	uisutamine
skedaddle	skedaddle
skeet	skeet
skein	sääre
skeletal	luustik
skeleton	skelett
skeptic	skeptik
skeptical	skeptiline
skepticism	skeptitsism
sketch	visand
sketching	visandamine
sketchy	visandlik
skewed	kitsas
skewer	virn
ski	suusatamine
skid	skid
skier	suusataja
skiff	Skiff
skiing	suusatamine
skijump	NO TRANSLATION
skill	oskus
skilled	kvalifitseeritud
skillet	pannil
skillful	osav
skim	koorima
skimpy	kohutav
skin	nahk
skinny	kõhn
skip	vahele jätma
skipper	kapten
skirmish	võitlemine
skirt	seelik
skirting	põrandaliistud
skirts	seelikud
skit	skit
skittish	laitmatu
skull	kolju
skunk	skunk
sky	taevas
skylight	katuseaknad
skyline	skyline
skyscraper	pilvelõhkuja
slab	plaat
slack	nõrk
slag	räbu
slam	lööma
slammer	slammer
slander	lause
slanderous	süüdistaja
slang	släng
slant	kaldus
slap	libisema
slash	kaldkriips
slashes	kaldkriipsud
slate	kiltkivi
slates	tahvlid
slaughter	tapmine
slaughterhouse	tapamaja
slaughtering	tapmine
slave	ori
slavery	orjus
slay	tappa
slayer	slayer
sleaze	söömata
sleazy	räpane
sled	NO TRANSLATION
sledding	kelgutamine
sledge	sojad
sledgehammer	sledgehammer
sleek	klanitud
sleep	magama
sleeper	magamiskoht
sleeping	magab
sleepless	unetu
sleeplessness	unetus
sleepover	unistus
sleepy	unine
sleepyhead	unepea
sleet	udu
sleeve	varrukas
sleeveless	varrukas
sleigh	kelk
sleight	kummitus
slender	sihvakas
sleuth	kummitama
slice	viil
slick	õlilaik
slicker	vikerkaar
slide	libisema
slider	liugur
sliding	libistades
slight	kerge
slight anticipation	väike ootamine
slight disgust	kerge hullus
slight surprise	väike üllatus
slight trust	kerge usaldus
slightly	veidi
slightly negative	veidi negatiivne
slightly positive	veidi positiivne
slim	õhuke
slime	lima
slimy	sileda
sling	sling
slingshot	lusikaga
slink	libake
slinky	slinky
slip	libisemine
slipper	suss
slippers	sussid
slippery	libe
slit	pilu
sliver	kiilas
slob	slob
slobber	slobber
slogan	loosung
sloop	sloop
slop	NO TRANSLATION
slope	kalle
sloppy	lohakas
slot	pesa
sloth	libu
slouch	kummardama
slough	kibe
slow	aeglane
slowly	aeglaselt
slowness	aeglane
sludge	muda
slug	liblikas
slugger	slugger
sluggish	loid
sluice	lüüs
slum	lesk
slumber	uinuma
slump	kukkumine
slur	sulatama
slurp	lööma
slush	praadima
slut	lits
slutty	slutty
sly	hull
smack	maitsema
small	väike
smaller	väiksem
smallest	väikseim
smallpox	raps
smart	tark
smartass	Tarkpea
smarten	maitsema
smarty	nutikas
smash	valutama
smashed	purustatud
smattering	maitsesin
smear	määrida
smell	lõhn
smelling	lõhnav
smelly	karvane
smelt	sulatanud
smidgen	smidgen
smile	naeratus
smiled	naeratas
smiles	naeratab
smiley	smiley
smiling	naeratades
smirk	smirk
smite	lööma
smith	sepp
smithereens	sepistamine
smitten	löönud
smock	kummitama
smog	smog
smoke	suitsetama
smoker	suitsetaja
smokey	Smokey
smoking	suitsetamine
smoky	suitsune
smoldering	hõõguv
smooch	smooch
smooth	sile
smoothie	suupiste
smoothly	sujuvalt
smoothness	siledus
smother	pehme
smudge	hõõruda
smug	salaja
smuggle	salakaubana
smuggler	salakaubavedaja
smuggling	salakaubavedu
smut	lõugima
snack	suupiste
snacks	suupisteid
snafu	snafu
snag	kitsendama
snags	snags
snail	tigu
snake	mao
snakes	maod
snakeskin	snakeskin
snap	klõps
snapper	snapper
snappy	vihane
snapshot	pilt
snare	võrk
snarl	jama
snarling	snarling
snatch	haarama
snatcher	snatcher
snazzy	nutikas
sneak	vargsi
sneaker	hobune
sneakers	tossud
sneaking	hiiliva
sneaky	alatu
sneer	hirmutama
sneeze	aevastama
sneezing	aevastamine
snicker	snicker
snide	kukkuma
sniff	nuusutama
snip	tükk
snipe	peksis
sniper	snaiper
snippet	väljalõige
snippy	naeruväärne
snitch	torkama
snob	snob
snoop	snoop
snoopy	snoopy
snooty	tormakas
snooze	uinak
snore	jama
snorkel	snorkel
snort	närida
snot	vits
snotty	tormav
snout	nina
snow	lumi
snowball	lumepall
snowboard	lumelaua
snowboarder	lumelaudija
snowday	lumepäev
snowfall	lumesadu
snowflake	lumehelves
snowing	lumesadu
snowmageddon	snowmagedon
snowman	lumememm
snowplow	lumesahk
snowstorm	lumetorm
snowy	lumega
snub	vihane
snubbed	viskamine
snuff	nuusktubakas
snug	rahulik
snuggle	koonduma
snuggled	nőrgutati
snuggles	nõtke
snuggling	nõrk
soak	leotada
soaked	leotatud
soaking	leotamine
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	seep
soapbox	seep
soapy	seebirull
soar	tõusma
soaring	kiirelt tõuseb
sob	NO TRANSLATION
sober	kaine
soblessed	NO TRANSLATION
sobriety	armastus
soc	soc
soccer	jalgpall
sociable	ühiskondlik
social	sotsiaalne
socialanxiety	NO TRANSLATION
socialism	sotsialism
socialist	sotsialistlik
socialite	sotsiaalne
socialize	suhtlema
society	ühiskond
sociology	sotsioloogia
sociopath	sotsiopath
sock	sokk
socket	pistikupesa
sod	surnud
soda	soda
soda/pop	soda / pop
sodding	süüdi
sodium	naatrium
sofa	diivan
soft	pehme
softball	pehmepall
soften	pehmendada
softener	pehmendaja
softening	pehmendamine
softly	pehmelt
softness	pehmus
software	tarkvara
soggy	soe
sohappy	nii õnnelik
soil	pinnas
soiled	määrdunud
soiree	soiree
sojourn	viibimine
solace	õnnistus
solar	päike
solarium	solaarium
solder	jootet
soldering	jootmine
soldier	sõdur
sole	tallal
solemn	pidulik
solicit	küsima
solicitation	pakkumine
solicitor	vandeadvokaat
solid	kindel
solidarity	solidaarsus
solidification	tahkestumine
solidified	tahkestunud
solidify	tahkuda
solidity	tugevus
solitaire	solitaire
solitary	üksildane
solitude	üksinda
solo	soolo
solubility	lahustuvus
soluble	lahustuv
solucky	solokk
solution	lahendus
solve	lahendada
solvency	maksevõime
solvent	lahusti
somad	NO TRANSLATION
somatic	somaatiline
somber	karm
some anticipation	mõni ootamine
some disgust	mõni hirmus
some surprise	mõni üllatus
some trust	mõni usaldus
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	mõnevõrra negatiivne
somewhat positive	mõnevõrra positiivne
somuchtodo	NO TRANSLATION
son	poeg
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	laul
songwriter	laulukirjutaja
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	tahma
soothe	rahune
soothing	rahustav
sophisticated	keerukad
sophistication	keerukus
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	sopran
sorcerer	nõid
sorcery	nõidus
sordid	sordid
sore	valus
soready	Soready
sorely	tüütu
soreness	valu
sorghum	sorgo
sorority	korruptsioon
sorrow	kurb
sorrowful	kurb
sorry	vabandust
sort	sorteerima
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sorteerimine
sos	NO TRANSLATION
soscared	nii hirmul
soscary	nii hirmus
soslow	Soslow
sostressed	NO TRANSLATION
sosweet	nii armas
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	hinge
soulful	hingeline
soulless	soulless
soulmate	soulmate
sound	heli
sounding	kõlav
soundness	usaldusväärsus
soundproof	helikindel
soundtrack	heliriba
soup	supp
sour	hapu
source	allikas
sourpuss	sourpuss
south	lõunasse
southbound	lõuna suunas
southeast	kagus
southern	lõunaosas
southpaw	lõunapool
southwest	edelas
souvenir	Suveniir
sovereign	suveräänne
sovereignty	suveräänsus
soviet	nõukogude
sow	külvama
soy	sojakaste
soy sauce	sojakaste
soybean	sojauba
spa	spaa
space	ruumi
spacecraft	kosmoseaparaat
spaceman	spaceman
spaceship	kosmoselaev
spacing	vahekaugus
spacious	avar
spade	piip
spaghetti	spagetid
spam	spämm
spammers	rämpsposti saatjad
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	pühkima
spanking	imekas
spar	spar
spare	varuosa
spareribs	ribitükk
sparingly	säästlikult
spark	säde
sparkle	särama
sparkling	vahuvein
sparkly	sädematult
sparring	sparring
sparrow	varblane
sparse	hõre
spasm	spasm
spastic	spastiline
spat	rumal
spatial	ruumiline
spatter	pritsima
spatula	spaaplaat
spawn	kudema
spaz	spaz
speak	räägi
speakeasy	räägitav
speaker	kõneleja
speakerphone	valjuhääldi
speaking	rääkides
spear	oda
spec	spec
special	eriline
specialist	spetsialist
speciality	eriala
specialize	NO TRANSLATION
specially	spetsiaalselt
specialty	eriala
specie	NO TRANSLATION
species	liigid
specific	spetsiifiline
specification	spetsifikatsioon
specify	täpsustage
specimen	näidis
speck	plekk
speckled	tähniline
specs	specs
spectacle	vaatepilt
spectacles	prillid
spectacular	suurepärane
spectator	pealtvaataja
specter	spekter
spectral	spektraal
spectrometer	spektromeeter
spectrophotometer	spektrofotomeeter
spectroscopy	spektroskoopia
spectrum	spekter
speculate	spekuleerima
speculation	spekulatsioonid
speculative	spekulatiivne
speculum	spekulaarsus
speech	kõne
speechless	kõneta
speed	kiirus
speedboat	kiirpaat
speedily	kiiresti
speeding	kiiruse ületamine
speedometer	spidomeeter
speedway	kiirteel
speedy	kiire
spell	õigekiri
spellbound	vapustatud
spelling	õigekiri
spencer	spencer
spend	kulutama
spender	Spender
spending	kulutused
spent	kulutanud
sperm	sperma
spew	valama
sphere	kera
spherical	sfääriline
sphincter	spfikster
sphinx	sfinksi
spic	spic
spice	vürtsi
spicy	vürtsikas
spider	ämblik
spiders	ämblikud
spiffy	spifiline
spigot	spigot
spike	torkima
spiked	tibud
spiky	ahvatlev
spill	leke
spillin	NO TRANSLATION
spin	spin
spinach	spinat
spinal	seljaaju
spindle	spindel
spine	selgroog
spineless	spineless
spinner	spinner
spinning	ketramine
spinster	spinster
spiny	sileda
spiral	spiraal
spire	spire
spirit	vaim
spirited	vaimulik
spirits	vaimud
spiritual	vaimne
spirituality	vaimsus
spit	sülitada
spite	hoolimata
spiteful	kurjav
spitfire	spitfire
spittoon	spittoon
splash	pritsima
splat	vihik
splatter	hõõruda
spleen	põrn
splendid	suurepärane
splendor	hiilgus
splice	splaising
spline	spline
splint	splint
splinter	lõhenemine
split	jagatud
splitting	jagamine
splurge	hõõruda
spoil	rikkuma
spoiler	spoiler
spoiling	rikkuda
spoils	rikneb
spoke	rääkis
spoken	kõneles
spokesman	pressiesindaja
spokesperson	pressiesindaja
sponge	käsna
spongy	käsnjas
sponsor	sponsor
sponsorship	sponsorlus
spontaneity	spontaansus
spontaneous	spontaanne
spoof	petmine
spook	spook
spooky	kõhe
spool	spool
spoon	lusikas
spoonful	lusikatäis
sporadic	juhuslik
spore	spoor
sport	Sport
sporting	sportlik
sports	sport
sports car	sportauto
sportsman	sportlane
sportsmanship	sportlasus
sportswriter	spordiklubi
sporty	sportlik
spot	kohapeal
spotless	puhas
spotlight	tähelepanu keskpunktis
spotted	märgatud
spotter	jälgija
spotty	paikselt
spousal	abikaasa
spouse	abikaasa
spout	sink
sprain	pingetaluvus
sprawl	laienemine
spray	spray
spread	levida
spreader	laotur
spree	spree
spring	kevadel
springtime	kevadel
sprinkle	puista
sprinkler	sprinkler
sprinkling	piserdama
sprint	sprint
sprite	sprite
sprout	idanema
spruce	kuusk
spud	spud
spunk	jama
spunky	räpane
spur	ajama
spurious	vale
spurred	tõhustatud
spurt	spurt
spy	spioon
squabble	kummardama
squad	meeskond
squadron	eskadron
squall	viletsa
squamous	lamerakas
squander	raiskama
square	ruut
squash	squash
squat	maitsema
squatter	kummitama
squaw	jama
squawk	kummitama
squeak	nägema
squeaky	pearakas
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	pigistama
squeezing	pigistamine
squelch	kärpima
squid	kalmaar
squint	squint
squire	squire
squirm	kummardama
squirrel	orav
squirt	prits
squish	lööma
squishy	kummitav
stab	stab
stabbed	pussitas
stability	stabiilsus
stabilize	stabiliseeruma
stabilizer	stabilisaator
stable	stabiilne
staccato	staccato
stack	virna
stadium	staadion
staff	töötajad
stag	lollakas
stage	etapp
stagecoach	majapidamine
stagehand	stage stage
stagger	lööma
staggering	uskumatu
stagnant	seisak
stagnation	stagnatsioon
staid	staid
stain	peitsima
stained	värvitud
stainless	roostevaba
stair	trepp
staircase	trepp
stairs	trepid
stairway	trepp
stairwell	trepikoda
stake	kaalus
stakeout	varitsus
stale	vananenud
stalemate	ummikseis
stalk	jälitama
stalker	stalker
stall	varisemine
stallion	täkk
stalls	kioskites
stalwart	stalwart
stamina	vastupidavus
stamp	tempel
stampede	tormama
stance	seisukoht
stand	seisma
standard	standard
standardize	standardiseerida
standardized	standardiseeritud
standby	ootel
standing	seisab
standoff	vaheldumine
standpoint	seisukohast
standstill	ooteaeg
standup	standup
stanza	stanza
staph	staph
staple	staapelkiud
stapler	klammerdaja
star	täht
star fruit	tähtvili
starboard	parempoolne
starch	tärklis
stardom	stardom
stardust	lumelaud
stare	VAHTIMA
starfish	meriklään
stargazing	stargazing
staring	jõllis
stark	karm
starlet	starlet
starlight	starlight
starling	närilistega
starry	starry
stars	tähed
starship	Starship
start	alusta
starter	starter
startle	ahvatlema
startled	hämmastunud
startling	hämmastav
starvation	näljahäda
starve	nälga
starved	näljane
starving	näljas
stash	vallutama
stat	stat
state	riik
stately	suurepärane
statement	avaldus
stateroom	kaminaruum
stateside	Ameerika Ühendriigid
statesman	riigimees
static	staatiline
staticky	NO TRANSLATION
statics	staatika
station	jaam
stationary	statsionaarne
stationery	kirjatarbed
statistic	Statistika
statistical	statistiline
statistician	statistik
stator	staator
statuary	kujunäidis
statue	kuju
statuette	kujutäht
stature	kasvuperiood
status	staatus
statute	põhikiri
statutory	seadusjärgne
staunch	uskumatu
stave	trepp
stay	jää
stayaway	NO TRANSLATION
stayed	jäänud
stays	jääb
stead	asemel
steadfast	kindel
steady	stabiilne
steak	praadima
steakhouse	liharestoran
steal	varastada
stealing	varastamine
stealth	saladus
stealthily	varjuliselt
stealthy	salajane
steam	aur
steamboat	aurulaev
steamer	auruti
steaming	aurutatud
steamroller	aurulaev
steamship	aurulaev
steamy	aurukas
steel	terasest
steep	järsk
steeple	torn
steer	juhtima
steering	juhtimine
stellar	täht
stem	vars
stench	lämmatusi
stencil	šabloon
stenographer	stenographer
step	samm
stepdaughter	tütarlaps
stepfather	kasuisa
stepmother	võõrasema
steppe	steppe
steps	sammud
stepson	lapsendaja
stereo	stereo
stereoscopic	stereoskoopiline
stereotype	stereotüüp
stereotyped	stereotüüpne
sterile	steriilne
sterility	steriilsus
sterilize	steriliseerige
sterling	sterling
stern	ahter
sternum	rinnus
steroid	steroid
stethoscope	stetoskoop
stew	hautatud
steward	juhendaja
stewardess	stjuardess
stewardship	juhtimine
stfu	stfu
stick	kleepige
sticker	kleebis
sticking	kleepimine
stickler	stickler
stickup	turritama
sticky	kleepuv
stiff	jäik
stiffen	jäigem
stiffness	jäikus
stifle	lämmatama
stifled	lämmatanud
stifling	hirmutav
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	surnultsündimine
stillborn	surnult sündinud
stillness	vaikus
stillwaiting	NO TRANSLATION
