Word	hy
scat	scat
scatter	ցրտահարություն
scattered	ցրված
scattering	սփռումը
scavenger	աղբահան
scenario	սցենար
scene	տեսարան
scenery	դեկորացիա
scenic	բեմական
scent	բույրը
scented	բույր
scepter	գավազան
sceptical	թերահավատորեն
scepticism	թերահավատություն
schadenfreude	Շախմատ
schedule	գրաֆիկը
schematic	սխեմատիկ
scheme	սխեմա
schilling	շիլլինգ
schism	բաժանումը
schizophrenia	շիզոֆրենիա
schizophrenic	շիզոֆրենիկ
schlep	Շեպպ
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	շնիցել
scholar	գիտնական
scholarly	գիտականորեն
scholarship	կրթաթոշակ
scholastic	ուսուցողական
school	դպրոց
schoolboy	դպրոցական
schoolgirl	աշակերտուհին
schoolhouse	դպրոցական տուն
schooling	դպրոցական
schoolmaster	դպրոցի տնօրեն
schoolteacher	NO TRANSLATION
schoolwork	դպրոցական աշխատանք
schoolyard	դպրոցական հուշարձան
schooner	շունչ
sciatica	sciatica
science	գիտությունը
scientific	գիտական
scientist	գիտնական
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	սցենարացում
scintillator	սցենարիչ
scion	խայտառակություն
scissors	Մկրատներ
scoff	խայտառակություն
scold	խաբեություն
scolding	զրպարտություն
scone	scone
scoop	շերեփ
scoot	scoot
scooter	սկուտեր
scope	շրջանակը
scorch	վրդովմունքը
scorching	կարկտահարություն
score	հաշիվը
scoreboard	scoreboard
scorer	գնդացիր
scores	միավորներ
scorn	խայտառակություն
scorned	խանդավառությամբ
scornful	ցնցող
scorpion	կարիճ
scotch	սբ
scoundrel	ցնցող
scour	scour
scourge	խայտառակություն
scout	սկաուտ
scowl	scowl
scrabble	scrabble
scram	սղոց
scramble	մագլցում
scrambled	խառնվել
scrambler	խառնաշփոթ
scrambling	խառնաշփոթություն
scrap	գրությունը
scrapbook	գրանցամատյանում
scrape	քերծվածք
scrapie	scrapie
scraping	գրություն
scrappy	քաշքշուկ
scratch	զրոյից
scratchy	զրոյական
scrawny	խեղված
scream	ցնցող
screamer	ցնցող
screaming	ճչում
screech	ցրտահարություն
screen	էկրանին
screening	ցուցադրություն
screenplay	սցենարը
screenwriter	սցենարիստ
screw	պտուտակ
screwball	վրոցինգ
screwdriver	պտուտակահան
screwed	պտուտակով
screwy	պտուտակով
screwyou	NO TRANSLATION
scribble	գրիչ
scribe	գրագիր
scrimmage	հանցագործություն
scrip	գրիչ
script	սցենար
scriptural	սուրբ գրություններ
scripture	սուրբ գրությունները
scroll	ոլորել
scrotum	շնչափող
scrounge	քաշել
scrounger	քրոնիկները
scrub	մացառ
scruffy	խառնաշփոթ
scrumptious	քնքուշ
scrupulous	մանրակրկիտ
scrutinize	քննելիս
scrutiny	քննելը
scuba	scuba
scuff	խայծ
scuffle	ծեծկռտուք
scullery	scullery
sculptor	քանդակագործ
sculpture	քանդակ
sculptured	քանդակագործ
scum	կեղտոտ
scumbag	ցավոտ
scurry	ցնցող
scurvy	ցրտահարություն
scuttle	մոլախոտ
sea	ծով
seaboard	ծովափնյա
seafood	ծովամթերք
seagull	ծովափը
seal	կնիքը
seals	կնիքները
seam	կարմրություն
seaman	ծովագնաց
seamless	աննշան
seamstress	կարիերան
seaport	նավահանգիստը
sear	խաբեություն
search	որոնում
searching	որոնում
searchlight	որոնիչ
seared	մաշված
seashore	ծովափնյա
seasick	ծովափը
seaside	ծովափնյա
season	սեզոն
seasonal	սեզոնային
seasoned	փորձարկված
seasoning	համեմունք
seat	նստավայրը
seatbelt	ամրագոտի
seating	նստավայրը
seawater	ծովի ջուր
seaweed	ծովախեցգետին
sec	դ
secession	անջատումից
secluded	առանձին
seclusion	անջատում
second	երկրորդը
second cousin	երկրորդ զարմիկը
secondary	երկրորդական
secondhand	օգտագործված
secrecy	գաղտնիություն
secret	գաղտնիքը
secretariat	քարտուղարություն
secretary	քարտուղար
secrete	գաղտնի
secretion	սեկրեցիա
secretive	գաղտնի
secretly	գաղտնի
sect	աղանդը
sectarian	աղանդավորական
section	Բաժին
sectional	բաժին
sector	ոլորտը
secular	աշխարհիկ
secularism	աշխարհիկություն
secure	անվտանգ
securities	արժեթղթեր
security	անվտանգություն
sedan	NO TRANSLATION
sedate	սեդատ
sedation	sedation
sedative	հանգստացնող
sedentary	նստավայրը
sedge	ծեծել
sediment	նստվածք
sedimentary	ծծմբական
sedition	խռովություն
seduce	գայթակղություն
seducer	դաժան
seducing	սեքսուալ
seduction	գայթակղություն
seductive	գայթակղիչ
see	տեսնել
seed	սերմը
seedling	սածիլ
seeds	սերմերը
seedy	խոր
seek	փնտրեք
seeker	փնտրող
seem	թվում է
seemingly	կարծես թե
seer	տեսողուհին
seesaw	աչքի ընկնելը
seething	ծովախեցգետին
segment	հատված
segregate	առանձին
segregated	առանձին
segregation	սեգրեգացիա
seismic	սեյսմիկ
seize	գրավել
seizure	բռնագրավումը
seldom	հազվադեպ
select	ընտրեք
selection	ընտրություն
selective	ընտրովի
selectman	ընտրող
selenium	սելենիում
self	ինքը
selfharm	NO TRANSLATION
selfish	եսասեր
selfishness	եսասիրությունը
selfless	անձնազոհ
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	վաճառել
seller	վաճառողը
sellout	վաճառքի հանել
seltzer	սելտեր
semantics	իմաստաբանություն
semaphore	semafor
semblance	սիմվոլը
semen	սերմնացան
semester	կիսամյակը
semi	կիսաեզրափակիչ
semiautomatic	NO TRANSLATION
semicolon	կետային վահանակ
seminal	seminal
seminar	սեմինար
seminary	սեմինարիա
semiotics	սեմիոտիկա
senate	սենատը
senator	սենատոր
send	ուղարկեք
sender	ուղարկողը
senescence	տառատեսակ
senile	սեքսուալ
senior	ավագ
seniority	կադրային
senor	սենոր
senorita	սենորիտա
sensation	սենսացիա
sensational	սենսացիոն
sense	զգացում
senseless	անիմաստ
senses	զգայարաններ
sensibility	զգայունություն
sensible	խելամիտ
sensibly	խելամիտ
sensitive	զգայուն
sensitivity	զգայունություն
sensor	սենսոր
sensory	զգայուն
sensual	զգայական
sensuality	զգայունություն
sensuous	զգայուն
sentence	դատավճիռը
sentencing	դատավճիռը
sentient	զգացողություն
sentiment	զգացմունք
sentimental	զգայուն
sentimentality	զգայունություն
sentinel	սինթեզ
sentry	պահակ
separable	բաժանելի
separate	առանձին
separately	առանձին
separation	բաժանումը
separatist	անջատողական
sepia	սեզիան
sepsis	sepsis
sept	sept
septic	սեպտիկ
septum	սյունակ
sequel	շարունակություն
sequence	հաջորդականությունը
sequent	հերթական
sequestered	փակուղի
sequestration	փակուղի
serenade	սերենադը
serendipity	serendipity
serene	հանգիստ
serenity	հանգստություն
sergeant	սերժանտ
serial	սերիալ
serialize	serialize
series	սերիան
serif	serif
serious	լուրջ
seriousness	լրջությունը
sermon	քարոզը
serpent	օձը
serpentine	serpentine
serrated	շեշտված է
serum	շիճուկ
servant	ծառայող
serve	ծառայել
server	սերվեր
service	ծառայություն
serviceable	սպասարկելի
servile	ծառայել
servitude	սերվիտուտը
sesame	քնջութը
sess	NO TRANSLATION
session	նիստը
sessions	նիստերը
set	սահմանել
setback	վերադարձը
sett	NO TRANSLATION
setter	կարգավորողը
settle	կարգավորումը
settled	բնակեցված
settlement	կարգավորումը
settler	բնակիչ
settlor	նստավայրը
setup	կարգավորումը
seven	յոթ
seventeen	տասնյոթ
seventh	յոթերորդ
seventy	յոթանասունին
sever	ջնջում
severable	անընդհատ
severally	առանձին
severance	կրճատում
severe	ծանր
severely	խիստ
severity	ծանրությունը
sew	կարել
sewage	կեղտաջրերը
sewer	կոյուղու
sewerage	կոյուղի
sewing	կարիացում
sex	սեքսը
sexist	սեքսիստուհի
sexual	սեռական
sexuality	սեքսուալություն
sexy	սեքսուալ
shabby	փխրուն
shack	խաբեություն
shackle	հոլլ
shade	ստվեր
shades	երանգներ
shading	ստվերում
shadow	ստվերային
shadowy	ստվերային
shady	ստվերոտ
shaft	լիսեռ
shag	շաղ տալ
shaggy	շաղջի
shake	թափահարում
shakedown	ցնցվեց
shaken	ցնցված
shaker	շաքարախտով
shaking	թափահարում
shaky	անկայուն
shall	պետք է
shallow	մակերեսային
shallows	ծիածաններ
sham	շամ
shaman	Շաման
shambles	խուճապը
shame	ամոթ
shamed	խաբված
shameful	ամոթալի
shameless	անամոթ
shampoo	շամպուն
shanghai	Շանհայ
shank	կախված
shanty	շանթը
shape	ձեւը
shapely	ձեւական
shard	ցնցում
share	բաժին
shareholder	բաժնետեր
sharing	փոխանակում
shark	shark
sharp	սուր
sharpen	սուր
sharpened	սրված
sharpener	սուրհանդակ
sharpness	հստակություն
sharpshooter	սայթաքեր
shatter	ջարդվել
shattered	կոտրված
shattering	քանդում
shave	սափրվել է
shaver	սափրիչ
shaving	սափրվելու համար
shawl	շալ
sheaf	փխրուն
shear	կտրումը
shears	խաչմերուկներ
sheath	շապիկ
sheathing	շապիկ
shed	թափվել
sheen	լույսը
sheep	ոչխարները
sheepdog	ոչխարները
sheepish	խոշոր
sheer	թափանցիկ
sheet	թերթիկը
sheik	Շեյխ
shelf	սայլակ
shell	խեցեղեն
shellfish	խեցգետիններ
shelling	ռմբակոծություն
shelter	ապաստան
sheltered	ապաստանած
shelters	ապաստարաններ
shelved	փակված
shepherd	հովիվ
sherbet	շերբեթ
sheriff	Շերիֆ
sherry	Շերի
shield	վահան
shift	հերթափոխով
shifting	անցումը
shifty	շեղում
shilling	շիլլինգ
shimmer	շողալ
shimmering	շողշողացող
shimmy	շիկահեր
shin	փայլը
shindig	Շինդիգ
shine	փայլը
shiner	shiner
shingle	շինգլը
shining	փայլում
shiny	փայլուն
ship	նավը
shipment	բարձում
shipping	առաքում
shipshape	նավամատույց
shipwreck	նավաբեկությունը
shipyard	նավաշինարան
shire	shire
shirt	վերնաշապիկը
shit	բլիթ
shitday	NO TRANSLATION
shitfaced	շիթֆակով
shithead	շիթհեդ
shitless	անպարկեշտ
shitload	shitload
shittest	NO TRANSLATION
shitty	շիկահեր
shiver	ցնցում
shivering	ցնցող
shoals	shoals
shock	շոկ
shocked	ցնցված
shocker	Շոկերը
shocking	ցնցող
shockingly	ցնցող
shoddy	շոտլանդական
shoe	կոշիկ
shoelace	shoelace
shoemaker	կոշկակար
shoes	կոշիկներ
shoeshine	կոշիկի փայլ
shook	սեղմեց
shoot	կրակել
shooter	հրաձիգ
shooting	կրակոցներ
shootout	կրակոց
shop	խանութը
shopkeeper	վաճառողը
shoplifter	shoplifter
shoplifting	խանութներում
shopper	վաճառողը
shopping	գնումներ կատարելիս
shore	ափին
shoreline	ափին
shorn	shorn
short	կարճ
short story	պատմվածք
shortage	պակասը
shortcake	կարճատեւ
shortcoming	թերություն
shortcut	կարճուղի
shorten	կրճատել
shortening	կրճատում
shorthand	ստեղնաշար
shortly	կարճ ժամանակով
shortness	կարճատեւություն
shorts	շորտեր
shortstop	կարճատեւ
shortwave	կարճ ալիք
shot	կրակոց
shotgun	հրացան
shoulder	ուսի մեջ
shout	բղավում
shove	խոթել
shovel	շերեփ
shoveling	շոկոլինգ
show	ցուցադրում
showbiz	Շոուբիզ
showboat	ցուցահանդես
showcase	ցուցափեղկ
showdown	ցուցադրում
shower	ցնցուղ
showgirl	շոու աղջիկ
showing	ցուցադրում
showoff	ցույց տալը
showroom	ցուցասրահում
showy	շոու
shrapnel	shrapnel
shred	ցրված
shrew	քաշեց
shrewd	խելահեղ
shriek	շռայլություն
shrill	շրիլ
shrimp	ծովախեցգետին
shrine	սբ
shrink	նեղանալ
shrinking	նեղանալով
shrivel	շնչել
shroud	ծածկոց
shrub	թուփ
shrubbery	շրուբլի
shrug	shrug
shrunk	շնչել
shrunken	շպրտված
shudder	ցնցող
shuddering	ցնցող
shuffle	խառնաշփոթություն
shuffleboard	shuffleboard
shuffling	խառնաշփոթություն
shun	խուսափել
shunned	խուսափել
shunt	Շենթ
shut	փակել
shutdown	անջատել
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	կափարիչը
shuttle	տրանսպորտ
shutup	NO TRANSLATION
shy	ամաչկոտ
shyness	ամաչկոտություն
shyster	շանտեր
sib	NO TRANSLATION
sibling	եղբայրներից մեկը
sic	դ
sick	հիվանդ
sickbay	հիվանդանոց
sicken	հիվանդ
sickening	հիվանդություն
sickle	մանգաղ
sickly	հիվանդ
sickness	հիվանդություն
side	կողմը
sidearm	Սայմոն
sidebar	կողմնակի շերտը
sideboard	սալիկապատ
sideburns	կողքից
sidecar	sidecar
sidekick	sidekick
sideline	կողմը
sideshow	կողմնակից
sidestep	Սիդեթեփ
sidewalk	մայթին
sideways	կողքից
sidewinder	դարպասապահ
siege	պաշարումը
siesta	siesta
sieve	մազերը
sift	sift
sifting	որակազրկում
sigh	քնած
sight	տեսողությունը
sighting	տեսողությունը
sightseeing	տեսարժան վայրեր
sigma	սիգմա
sign	նշան
signal	ազդանշան
signature	ստորագրություն
significance	նշանակությունը
significant	էական
signification	նշում
signify	նշեք
signpost	ստորագրություն
silence	լռություն
silencer	խլացուցիչը
silent	լուռ
silently	լուռ
silhouette	ուրվագիծ
silicon	սիլիկոն
silicone	սիլիկոն
silk	մետաքս
silken	մետաքսե
silky	մետաքսյա
sill	սալ
silliness	սեքսուալությունը
silly	հիմարություն
silo	silo
silt	լեռը
silver	արծաթե
silverware	արծաթեղեն
silvery	արծաթափայլ
similar	նման
similarity	նմանություն
simile	NO TRANSLATION
simmer	եփ գալ
simmering	սիմվոլներ
simple	պարզ
simples	NO TRANSLATION
simpleton	Սիմփլոնոն
simplicity	պարզությունը
simplify	պարզեցնելը
simplistic	պարզապե
simply	պարզապես
simulate	կեղծել
simulated	սիմուլյացիա
simulating	մոդելավորում
simulation	սիմուլյացիա
simulator	սիմուլյատոր
simultaneous	միաժամանակ
simultaneously	միաժամանակ
sin	NO TRANSLATION
sincere	անկեղծ
sincerity	անկեղծություն
sinful	մեղավոր
sing	երգում
singer	երգիչ
singing	երգում
single	միայնակ
singly	առանձին
singular	միայնակ
singularity	առանձնահատկություն
singularly	առանձին
sinister	չարագործ
sink	սուզվել
sinker	սուզող
sinking	սուզվելը
sinner	մեղավոր
sinning	մեղք
sinus	sinus
sip	sip
siphon	սիֆոն
sipping	սահելը
sir	սըր
sire	երեխա
siren	siren
sirloin	խոզապուխտ
sissy	սահուն
sister	քույրը
sisterhood	քույրիկություն
sit	նստել
sitcom	sitcom
site	կայքը
sith	sith
sitter	նստարանին
sitting	նստած
situate	տեղադրեք
situated	տեղակայված
situation	իրավիճակը
six	վեցը
sixpence	վեցամսյա
sixteen	տասնվեց
sixth	վեցերորդ
sixty	վաթսուն
sizable	չափավոր
size	չափը
sizzle	Դուքzle
ska	NO TRANSLATION
skate	սահելը
skateboard	skateboard
skater	գեղասահորդ
skating	սահելը
skedaddle	skedaddle
skeet	skeet
skein	սեղան
skeletal	skeletal
skeleton	կմախք
skeptic	թերահավատություն
skeptical	թերահավատորեն
skepticism	թերահավատություն
sketch	ուրվագիծ
sketching	նկարազարդում
sketchy	ուրվական
skewed	շեղվելով
skewer	շեկ
ski	լեռնադահուկորդ
skid	skid
skier	դահուկորդ
skiff	skiff
skiing	դահուկներ
skijump	NO TRANSLATION
skill	հմտություն
skilled	հմուտ
skillet	հմտություն
skillful	հմուտ
skim	քաշել
skimpy	բացարձակ
skin	մաշկը
skinny	կեղտոտ
skip	բաց թողնել
skipper	սափրիչ
skirmish	թռիչք
skirt	փեշ
skirting	skirting
skirts	պոռնիկ
skit	skit
skittish	քնքշություն
skull	գանգ
skunk	skunk
sky	երկինք
skylight	լուսավորություն
skyline	skyline
skyscraper	երկնաքեր
slab	սալաքար
slack	լարվածություն
slag	կեղեւ
slam	slam
slammer	սղոց
slander	զրպարտություն
slanderous	զրպարտություն
slang	հնչյուն
slant	նայեց
slap	ապտակ
slash	կտրատել
slashes	սլաքները
slate	շտապ
slates	սլայդներ
slaughter	սպանդը
slaughterhouse	սպանդանոց
slaughtering	սպանություն
slave	ստրուկ
slavery	ստրկություն
slay	սպանություն
slayer	մարդասպան
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	շնչառություն
sledge	սպառնալիք
sledgehammer	բալյարդ
sleek	նրբագեղ
sleep	քնել
sleeper	քնելու
sleeping	քնած
sleepless	անհանգիստ
sleeplessness	անհանգստություն
sleepover	sleepover
sleepy	քնկոտ
sleepyhead	sleepyhead
sleet	սառույց
sleeve	թեւ
sleeveless	անթեւ
sleigh	սահնակ
sleight	սահնակ
slender	բեղմնավոր
sleuth	սուտը
slice	կտոր
slick	սահում
slicker	ցրտահարություն
slide	Սլայդ
slider	slider
sliding	լոգարիթմական
slight	աննշան
slight anticipation	փոքր ակնկալիք
slight disgust	փոքր զզվելի
slight surprise	փոքր զարմանք
slight trust	փոքր վստահություն
slightly	մի փոքր
slightly negative	մի փոքր բացասական
slightly positive	մի փոքր դրական
slim	բարակ
slime	լորձ
slimy	սեքսուալ
sling	սարդը
slingshot	ճեղքվածք
slink	քամին
slinky	սահուն
slip	սայթաքել
slipper	հողաթափ
slippers	հողաթափեր
slippery	սայթաքուն
slit	կեղտոտ
sliver	սիերա
slob	սլավ
slobber	slobber
slogan	կարգախոսը
sloop	սղոց
slop	NO TRANSLATION
slope	լանջին
sloppy	անփույթ
slot	բլոկ
sloth	ծուլություն
slouch	կախվածություն
slough	սողուն
slow	դանդաղ
slowly	դանդաղ
slowness	քնքշություն
sludge	տիղմ
slug	slug
slugger	slugger
sluggish	դանդաղ
sluice	շլյուզ
slum	անմարդաբնակ
slumber	քնելը
slump	անկումը
slur	slur
slurp	slurp
slush	լուռ
slut	Ֆանտազիա
slutty	ստրուկ
sly	խաբեությամբ
smack	ծուխը
small	փոքր
smaller	ավելի փոքր
smallest	ամենափոքրը
smallpox	Չափսը
smart	խելացի
smartass	խելացի
smarten	խելացի
smarty	խելացի
smash	ցնցում
smashed	ջարդված
smattering	սովորում
smear	smear
smell	հոտը
smelling	հոտը
smelly	հոտը
smelt	հոտը
smidgen	smidgen
smile	ժպիտը
smiled	ժպտաց
smiles	ժպիտներ
smiley	smiley
smiling	ժպտում է
smirk	խայտառակություն
smite	հարվածել
smith	smith
smithereens	մթնոլորտում
smitten	հարվածել
smock	սեխը
smog	smog
smoke	ծխում
smoker	ծխող
smokey	smokey
smoking	ծխելը
smoky	ծխի
smoldering	մթության մեջ
smooch	ծխախոտ
smooth	հարթ
smoothie	հարթություն
smoothly	սահուն
smoothness	հարթություն
smother	խեղդում
smudge	լվանալը
smug	խաբեություն
smuggle	մաքսանենգություն
smuggler	մաքսանենգ
smuggling	մաքսանենգություն
smut	սուտ է
snack	խորտիկ
snacks	նախուտեստներ
snafu	սնունդը
snag	սեղմում
snags	դիպչում
snail	խխունջ
snake	օձը
snakes	օձեր
snakeskin	օձեր
snap	շրթունք
snapper	սուրճ
snappy	արագ
snapshot	նկարը
snare	թակարդը
snarl	բռնել
snarling	ստրկացում
snatch	խլել
snatcher	սպանող
snazzy	դաժան
sneak	գողանալ
sneaker	սպիտակեղեն
sneakers	սպորտային կոշիկներ
sneaking	սողացող
sneaky	գաղտնի
sneer	խայտառակություն
sneeze	շնչում
sneezing	խեղդում
snicker	փխրուն
snide	սահելը
sniff	խորտիկ
snip	դիպչել
snipe	շնչափող
sniper	դիպուկահար
snippet	հատված
snippy	ցնցող
snitch	խեղդել
snob	սնկով
snoop	snoop
snoopy	snoopy
snooty	թմրամոլ
snooze	կարճատեւ քուն
snore	խորտիկ
snorkel	խորտիկ
snort	ցնցում
snot	սնունդը
snotty	սնոտի
snout	մոռացված
snow	ձյուն
snowball	ձնագնդ
snowboard	Սնոուբորդ
snowboarder	սնոուբորդիստ
snowday	ձմեռային
snowfall	ձյան տեղումներ
snowflake	ձյունափայտ
snowing	ձյունը
snowmageddon	ձնագաղիդոն
snowman	Ձնեմարդ
snowplow	snowplow
snowstorm	Ձնաբուք
snowy	ձյունոտ
snub	սիգը
snubbed	ցրված
snuff	շրթունքներ
snug	հարմարավետ
snuggle	դիպուկահար
snuggled	սեռական հարաբերություն
snuggles	snuggles
snuggling	դավադրություն
soak	ներծծում
soaked	ցնցված
soaking	թրջող
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	օճառ
soapbox	օճառ
soapy	օճառ
soar	սավառնում
soaring	աճող
sob	NO TRANSLATION
sober	սթափ
soblessed	NO TRANSLATION
sobriety	սթափություն
soc	ֆուտբոլ
soccer	ֆուտբոլ
sociable	հասարակություն
social	հասարակական
socialanxiety	NO TRANSLATION
socialism	սոցիալիզմը
socialist	սոցիալիստ
socialite	սոցիալական աշխարհ
socialize	սոցիալականացման
society	հասարակությունը
sociology	սոցիոլոգիա
sociopath	սոցիոլոգիա
sock	սոդա
socket	վարդակից
sod	սոդ
soda	սոդա
soda/pop	սոդայաջուր
sodding	սառեցման
sodium	նատրիումի մեջ
sofa	բազմոց
soft	փափուկ
softball	սուլֆատ
soften	մեղմել
softener	մեղմացուցիչ
softening	մեղմացում
softly	մեղմ ասած
softness	փափուկություն
software	ծրագրային ապահովում
soggy	խառնաշփոթ
sohappy	այնքան ուրախ
soil	հողը
soiled	լուռ
soiree	երգչուհին
sojourn	հանգստանալ
solace	մխիթարություն
solar	արեւը
solarium	սոլյարիում
solder	թափահարում
soldering	կախազարդում
soldier	զինվոր
sole	միակ
solemn	հանդիսավոր
solicit	խնդրելով
solicitation	խնդրագիր
solicitor	դատավորը
solid	ամուր
solidarity	համերաշխություն
solidification	ամրացում
solidified	ամրացված
solidify	ամրապնդել
solidity	հաստությունը
solitaire	մենակատար
solitary	միայնակ
solitude	մենակություն
solo	մենակատար
solubility	լուծույթ
soluble	լուծվող
solucky	մենակատար
solution	լուծում
solve	լուծել
solvency	վճարունակությունը
solvent	վճարունակ
somad	NO TRANSLATION
somatic	սոմատիկ
somber	մռայլ
some anticipation	որոշ ակնկալիքներ
some disgust	որոշ զզվանք
some surprise	որոշ անակնկալներ
some trust	որոշակի վստահություն
somersault	անորոշություն
somethingigetalot	NO TRANSLATION
somewhat negative	մի քիչ բացասական
somewhat positive	մի քիչ դրական
somuchtodo	NO TRANSLATION
son	որդին
sonar	Սոնար
sonata	սոնատը
sonervous	NO TRANSLATION
song	երգը
songwriter	երգահան
sonic	որդին
sonice	NO TRANSLATION
sonnet	սոնետ
sonorous	երգիծական
soot	մութ
soothe	հանգստացնել
soothing	հանգստացնող
sophisticated	բարդ
sophistication	բարդություն
sophomore	Երկրորդ
sopissed	NO TRANSLATION
soppy	բեղմնավոր
soprano	սոպրանո
sorcerer	կախարդ
sorcery	կախարդություն
sordid	խայտառակ
sore	ցավոտ
soready	բարդություն
sorely	ցավոք սրտի
soreness	ցավը
sorghum	սորգին
sorority	հարցախույզ
sorrow	ցավ
sorrowful	ցավալի
sorry	ներողություն
sort	տեսակավորել
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	տեսակավորում
sos	NO TRANSLATION
soscared	soscared
soscary	սոսկական
soslow	շատ դանդաղ
sostressed	NO TRANSLATION
sosweet	այնքան քաղցր
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	հոգին
soulful	հոգեպես
soulless	անմարդկային
soulmate	հոգեբան
sound	ձայնը
sounding	հնչեղություն
soundness	առողջություն
soundproof	ձայնամեկուսիչ
soundtrack	երաժշտություն
soup	ապուր
sour	թթու
source	աղբյուրը
sourpuss	սուրճ
south	հարավում
southbound	հարավ-արեւելք
southeast	արեւելք
southern	հարավային
southpaw	հարավում
southwest	հարավ-արեւմուտք
souvenir	հուշանվեր
sovereign	ինքնիշխան
sovereignty	ինքնիշխանություն
soviet	խորհրդային
sow	ցանել
soy	սոյա
soy sauce	սոյայի սոուս
soybean	soybean
spa	սպա
space	տարածություն
spacecraft	տիեզերանավ
spaceman	spaceman
spaceship	տիեզերանավ
spacing	միջակայք
spacious	ընդարձակ
spade	սպա
spaghetti	սպագետտի
spam	Սպամ
spammers	սպամեր
span	NO TRANSLATION
spandex	սպանդեքս
spaniel	spaniel
spank	սպանդ
spanking	Սպեկուլում
spar	սպար
spare	պահուստ
spareribs	սպարերբեր
sparingly	խնայողաբար
spark	կայծ
sparkle	շողշողուն
sparkling	շողշողուն
sparkly	փայլուն
sparring	սպարինգ
sparrow	ճնճղուկ
sparse	նոսր
spasm	սպազմ
spastic	Spastic
spat	սպա
spatial	տարածական
spatter	ցրտահարություն
spatula	սպաթուլա
spawn	ծաղկում
spaz	սպազ
speak	խոսեք
speakeasy	խոսակցություններ
speaker	խոսնակ
speakerphone	խոսնակ
speaking	խոսելով
spear	նիզակ
spec	առանձնահատկություն
special	հատուկ
specialist	մասնագետ
speciality	մասնագիտություն
specialize	NO TRANSLATION
specially	մասնավորապես
specialty	մասնագիտություն
specie	NO TRANSLATION
species	տեսակներ
specific	հատուկ
specification	հստակեցում
specify	նշեք
specimen	նմուշ
speck	պսակ
speckled	բծերը
specs	ակնարկներ
spectacle	ցուցադրություն
spectacles	ակնոցներ
spectacular	տպավորիչ
spectator	դիտորդ
specter	սպեկտրը
spectral	սպեկտրալ
spectrometer	սպեկտրոմետրեր
spectrophotometer	սպեկտրոտրաֆետր
spectroscopy	սպեկտրոսկոպիա
spectrum	սպեկտրը
speculate	շահարկել
speculation	շահարկումներ
speculative	սպեկուլյատիվ
speculum	սպեկուլյացիա
speech	խոսք
speechless	լուռ
speed	արագությունը
speedboat	արագընթաց նավակ
speedily	արագորեն
speeding	արագացումը
speedometer	արագաչափ
speedway	արագընթաց ճանապարհը
speedy	արագ
spell	հեգնանքով
spellbound	կախարդանք
spelling	ուղղագրությունը
spencer	սպենսեր
spend	ծախսել
spender	սպանդը
spending	ծախսերը
spent	ծախսեց
sperm	սերմը
spew	աղբը
sphere	ոլորտը
spherical	գնդաձեւ
sphincter	սփինտեր
sphinx	սփինքս
spic	spic
spice	համեմունք
spicy	կծու
spider	spider
spiders	ծառերը
spiffy	Spiffy
spigot	բռունցք
spike	ցրտահարություն
spiked	բացվեց
spiky	ծաղրածու
spill	թափել
spillin	NO TRANSLATION
spin	սպին
spinach	սպանախ
spinal	ողնաշարի
spindle	սպին
spine	ողնաշարի մեջ
spineless	անպտուղ
spinner	մանողը
spinning	մանում
spinster	սպինսեր
spiny	շնչառություն
spiral	Պարույր
spire	լողալ
spirit	ոգին
spirited	ոգեւորված
spirits	հոգիները
spiritual	հոգեւոր
spirituality	հոգեւորականություն
spit	թքել
spite	չնայած
spiteful	ցնցող
spitfire	թալան
spittoon	սպիտտոն
splash	բոցավառվել
splat	շնչառություն
splatter	շրթունք
spleen	սպիտակուցը
splendid	հիանալի
splendor	շքեղություն
splice	աղյուսակ
spline	spline
splint	պտտվելը
splinter	փխրուն
split	պառակտումը
splitting	պառակտումը
splurge	սփռոց
spoil	փչացնելը
spoiler	spoiler
spoiling	փչացնելով
spoils	փչացնում
spoke	խոսեց
spoken	խոսեց
spokesman	մամուլի քարտուղարը
spokesperson	մամուլի քարտուղար
sponge	սպունգ
spongy	սպունգ
sponsor	հովանավոր
sponsorship	հովանավորչություն
spontaneity	ինքնաբուխություն
spontaneous	ինքնաբուխ
spoof	խաբեություն
spook	կոպիտ
spooky	անպարկեշտ
spool	սպա
spoon	գդալ
spoonful	գդալով
sporadic	պարբերաբար
spore	սպոր
sport	սպորտ
sporting	սպորտային
sports	սպորտաձեւեր
sports car	Սպորտային մեքենա
sportsman	մարզիկ
sportsmanship	սպորտաձեւը
sportswriter	սպորտային գրող
sporty	մարզական
spot	բիծ
spotless	անբիծ
spotlight	ուշադրության կենտրոնում
spotted	խայտաբղետ
spotter	ցուցիչ
spotty	խայտառակություն
spousal	ամուսին
spouse	ամուսին
spout	հոսանք
sprain	գողություն
sprawl	տարածում
spray	լակի
spread	տարածում
