Word	mr
spoke	बोलले
spoken	बोलेल
spokesman	प्रवक्ता
spokesperson	प्रवक्ते
sponge	स्पंज
spongy	सुगंधी
sponsor	प्रायोजक
sponsorship	प्रायोजकत्व
spontaneity	उत्स्फर्तकता
spontaneous	उत्स्फूर्तपणे
spoof	स्पूफ
spook	स्पूक
spooky	भितीदायक
spool	स्पूल
spoon	चमचा
spoonful	चमच्याने
sporadic	तुरळक
spore	फुलकोबी
sport	खेळात
sporting	क्रीडा
sports	क्रिडा
sports car	स्पोर्ट्स कार
sportsman	खेळाडू
sportsmanship	साहसी खेळ
sportswriter	क्रीडापटू
sporty	भडक
spot	स्पॉट
spotless	निष्कलंक
spotlight	स्पॉटलाइट
spotted	कलंकित
spotter	गुप्तपणे
spotty	डाग असणारा
spousal	विवाह
spouse	पती किंवा पत्नी
spout	पाटी
sprain	मोकळा
sprawl	फॉरलल
spray	स्प्रे
spread	प्रसार
spreader	स्प्रेडर
spree	सपाटा
spring	वसंत ऋतु
springtime	वसंत ऋतु
sprinkle	शिंपडा
sprinkler	सिंचन
sprinkling	शिंपडणे
sprint	स्प्रिंट
sprite	परी
sprout	अंकुरणे
spruce	ऐटबाज
spud	पिसारा
spunk	सुगंध
spunky	मखमली
spur	उत्तेजन देणे
spurious	बनावट
spurred	spurred
spurt	उमटवणे
spy	गुप्तचर
squabble	दमबाजी
squad	संघ
squadron	स्क्वाड्रोन
squall	कर्कश आवाज
squamous	स्क्वॅमस
squander	गमावणे
square	चौरस
squash	स्क्वॅश
squat	बडबड
squatter	चपळ
squaw	चकती
squawk	कर्कश आवाज
squeak	किंचाळत बोलणे
squeaky	चिडखोर
squeal	कर्कश स्वर काढणे
squealer	चिचुंद्री
squeamish	चिडखोर
squeeze	पिळणे
squeezing	दाबत
squelch	गळचेपी
squid	स्क्विड
squint	फुगणे
squire	स्क्वेअर
squirm	चपळ
squirrel	खारट
squirt	चिळकांडी
squish	स्क्लिश
squishy	चिचुंद्री
stab	भोसकणे
stabbed	भोसकले
stability	स्थिरता
stabilize	स्थिर करा
stabilizer	स्टॅबिलायझर
stable	स्थिर
staccato	स्टॅकटा
stack	स्टॅक
stadium	स्टेडियम
staff	कर्मचारी
stag	स्टॅग
stage	स्टेज
stagecoach	स्टेजकोच
stagehand	टॉफहँड
stagger	चक्कर
staggering	तब्बल
stagnant	स्थिर
stagnation	स्थिरता
staid	शांत
stain	डाग
stained	स्टेन्ड
stainless	स्टेनलेस
stair	जिना
staircase	पायर्या
stairs	पायऱ्या
stairway	जिना
stairwell	पायर्या
stake	भाग
stakeout	स्टेकआउट
stale	शिळा
stalemate	गतिरोधक
stalk	देठ
stalker	शिकारी
stall	स्टॉल
stallion	वळू घोडा
stalls	स्टॉल
stalwart	निष्ठुर
stamina	तग धरण्याची क्षमता
stamp	मुद्रांक
stampede	चेंगराचेंगरी
stance	भूमिका
stand	उभे राहा
standard	मानक
standardize	प्रमाणित करा
standardized	प्रमाणित
standby	स्टँडबाय
standing	स्थायी
standoff	कुंचंबणा
standpoint	भूमिका
standstill	ताठरता
standup	उभे रहा
stanza	श्लोक
staph	स्टाॅफ
staple	मुख्य
stapler	स्टापर
star	तारा
star fruit	तारा फळ
starboard	स्टारबोर्ड
starch	स्टार्च
stardom	स्टारडम
stardust	स्टारडाउन
stare	टक लावून पाहणे
starfish	स्टारफिश
stargazing	कमाल
staring	मोहक
stark	पूर्ण
starlet	स्टार्टल
starlight	स्टारलाईट
starling	स्टार्लिंग
starry	तारकामे
stars	तारे
starship	स्टारशिप
start	प्रारंभ
starter	स्टार्टर
startle	धक्कादायक
startled	चौकट
startling	चौकट
starvation	उपासमार करणे
starve	उपाशी
starved	भुकेलेला
starving	भुकेलेला
stash	लपेटणे
stat	stat
state	राज्य
stately	उत्कृष्ट
statement	विधान
stateroom	स्टेटरूम
stateside	राज्यसरकार
statesman	मुत्सद्दी
static	स्थिर
staticky	NO TRANSLATION
statics	स्थिरिकस्थिती
station	स्टेशन
stationary	थांबलेला
stationery	स्टेशनरी
statistic	आकडेवारी
statistical	संख्याशास्त्रीय
statistician	सांख्यिकीशास्त्रज्ञ
stator	स्टेटर
statuary	अभयारण्य
statue	पुतळा
statuette	पुतळा
stature	उंची
status	स्थिती
statute	नियम
statutory	वैधानिक
staunch	कट्टर
stave	स्टव्हे
stay	मुक्काम
stayaway	NO TRANSLATION
stayed	राहात
stays	राहतो
stead	जागा
steadfast	दृढ
steady	स्थिर
steak	स्टेक
steakhouse	स्टीकहाउस
steal	चोरी करा
stealing	चोरी करणे
stealth	चोरी
stealthily	द्रुतपणे
stealthy	चोरपावला
steam	स्टीम
steamboat	स्टीमबोट
steamer	स्टीमर
steaming	वाफेवर चालणारे
steamroller	स्टीमोलर
steamship	वाफेवर चालणारे जहाज
steamy	वाफेचा
steel	स्टील
steep	जास्त
steeple	स्टिपल
steer	वाहून नेणारे
steering	सुकाणू
stellar	तार्यांचा
stem	स्टेम
stench	दुर्गंध
stencil	स्टॅंसिल
stenographer	स्टेनोग्राफर
step	पाऊल
stepdaughter	सावत्र मुलगी
stepfather	सावत्र पिता बाबा
stepmother	सावत्र आई
steppe	पुष्कळ सुगंधी द्रव
steps	पायर्या
stepson	पत्नीचे व्रात्य
stereo	स्टिरीओ
stereoscopic	स्टिरिओस्कोपिक
stereotype	सुटया टाइपांपैकी एक
stereotyped	स्टिरियोटोइप केलेले
sterile	निर्जंतुकीकरण
sterility	वंध्यत्व
sterilize	निर्जंतुकीकरण करणे
sterling	स्टर्लिंग
stern	कडक
sternum	छातीचे हाड (उरोस्थी)
steroid	स्टिरॉइड
stethoscope	स्टेथोस्कोप
stew	स्टू
steward	कारभारी
stewardess	कारभारी
stewardship	कारभारी
stfu	स्टफू
stick	काठी
sticker	स्टिकर
sticking	स्टिकिंग
stickler	स्टिकर
stickup	धरून राहा
sticky	चिकट
stiff	ताठ
stiffen	कडक होणे
stiffness	कडकपणा
stifle	गुदमरणे
stifled	गुदमरल्यासारखे
stifling	गुदमरल्यासारखे
stigma	कलंक
stile	NO TRANSLATION
stiletto	लहान वेटोळे
stillbirth	मृताच्या जन्मानंतर
stillborn	अजूनही जिवंत
stillness	स्थिरता
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	उत्तेजक पेय किंवा औषध
stimulate	उत्तेजित
stimulating	उत्तेजक
stimulation	उत्तेजित होणे
stimulus	प्रेरणा
sting	नांगी
stinger	दंश
stinging	डुकरा
stingy	कंजूष
stink	सुगंध
stinker	काटेकोर
stinking	काटेकोरपणे
stinky	चपळ
stint	मर्यादा
stipend	वेतनमान
stipulate	नियमानुसार
stipulation	अट
stir	ढवळणे
stirring	ढवळत
stitch	शिवणे
stitching	शिवणकाम
stock	स्टॉक
stockade	साठा
stockbroker	स्टॉकब्रोकर
stockholder	भागधारक
stocking	पाय व पोटरी झाकणारा पायमोजा
stockings	स्टॉकिंग्ज
stockpile	भांडार
stockroom	स्टॉकहोम
stocks	साठा
stoic	सडपातळ
stole	चोरले
stolen	चोरीला गेले
stomach	पोट
stomachache	पोटदुखी
stomp	स्टॉम्प
stomped	दबलेला
stone	दगड
stoned	दगडमार केला
stonewall	दगडी भिंत
stoneware	दगडाची भांडी
stony	दगडाचा
stooge	स्टुगे
stool	स्टूल
stools	मल
stoop	अडथळा
stoopid	थप्पड
stop	थांबा
stopover	स्टॉपओव्हर
stoppage	थांबणे
stopper	स्टापर
stopping	थांबणे
stopwatch	स्टॉपवॉच
storage	स्टोरेज
store	स्टोअर
storefront	स्टोअरफ्रंट
storehouse	गोदाम
storeroom	गोदाम
storing	संचयित
storm	वादळ
storming	वादळी
stormy	वादळी
story	कथा
storybook	कथासंग्रह
storyteller	कथाकार
storytelling	कथाकथन
stound	दुराग्रही
stout	चपळ
stove	स्टोव्ह
stow	ओढा
stowaway	स्टोववे
straddle	पाय फाकून जाण्याची कृती
straight	सरळ
straighten	सरळ
straightforward	सरळ
straightway	सरळ
strain	मानसिक ताण
strained	ओढूनताणून आणलेला
strait	अरुंद
straitjacket	स्ट्रेटजेकेट
straits	स्ट्रेट्स
strand	किनाऱ्यावर
stranded	अडकलेले
strange	विचित्र
stranger	अनोळखी
strangle	गळचेपी
strangulation	गळा दाबणे
strap	पट्टा
strapless	strapless
strapping	चाबूक
strata	स्तर
strategic	मोक्याचा
strategist	रणनीतिकज्ञ
strategy	धोरण
stratification	स्तरीकरण
stratosphere	स्ट्रॅटोस्फिअर
stratum	स्टेटम
stratus	स्ट्रॅटस
straw	पेंढा
strawberry	छोटी
stray	भटक्या
streak	स्ट्रिक
streaked	streaked
stream	प्रवाह
streamer	ठळक मथळा
streaming	प्रवाह
streamline	सुरळीत करा
street	रस्ता
streetcar	स्ट्रीटकर
streetlight	पथ - दीप
strength	शक्ती
strengthen	मजबूत करणे
strengthening	बळकटी
strenuous	कडक
strep	strep
stress	तणाव
stressed	भर
stresses	भर आहे
stressfree	NO TRANSLATION
stressful	तणावपूर्ण
stressin	NO TRANSLATION
stressing	भर देणे
stressrelief	NO TRANSLATION
stretch	ताणून
stretcher	स्ट्रेचर
stricken	त्रस्त
strict	कठोर
stride	पळवाट
strife	झगडा
strike	हणणे
strikeout	स्ट्राइकआउट
striker	स्ट्रायकर
striking	धक्कादायक
strikingly	लक्षवेधकपणे
string	स्ट्रिंग
strings	स्ट्रिंग
stringy	तंतू
strip	पट्टी
stripe	पट्टी
striped	पट्टी असलेला
stripped	छे!
stripper	खाटी गोळा करणारे
striptease	स्ट्रिपेटेज
strive	प्रयत्न करा
strobe	स्ट्रोब
stroke	स्ट्रोक
stroll	रपेट
stroller	stroller
strolling	टरकक
strong	मजबूत
stronghold	किल्ला
strongly	जोरदार
structural	स्ट्रक्चरल
structure	रचना
strudel	स्ट्रडेल
struggle	संघर्ष
strut	अस्ताव्यस्त
stub	स्टब
stubbed	stubbed
stubble	किंचाळत जाणे
stubborn	हट्टी
stubbornness	हट्टीपणा
stubby	ठोके मारणे
stucco	प्लास्टर
stuck	अडकले
stuckup	NO TRANSLATION
stud	संवर्धन
studded	स्टडड्
student	विद्यार्थी
studied	अभ्यास
studio	स्टुडिओ
study	अभ्यास
stuff	सामान
stuffed animal	भुसा भरलेले जनावर
stuffing	भरलेले
stuffy	(व्यक्ती) चिडखोर
stumble	खडखडाट
stump	ठोसा
stumped	स्टम्प्ड
stun	अचेतना
stunned	स्तब्ध
stunner	स्टणर
stunning	जबरदस्त आकर्षक
stunt	स्टंट
stunted	stunted
stuntman	स्टंटमॅन
stupefaction	मज्जातंतू
stupefy	कंटाळवाणा
stupendous	विस्मयकारक
stupid	मूर्ख
stupidity	मूर्खपणा
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	स्तब्ध
sturdy	बळकट
sturgeon	डुकराचे मांस
stutter	तोतरे
sty	नीटनेटका
style	शैली
styling	स्टाईल
stylish	तरतरीत
stylist	स्टायलिस्ट
suave	मखमली
sub	उप
subatomic	उपआयुक्त
subcommittee	उपसमिती
subconscious	सुप्त
subcutaneous	त्वचेखालील
subdivide	उपविभागामध्ये
subdivision	उपविभाग
subduction	सबडक्शन
subdue	दंड
subdued	शरण
subdural	उपमहाभूजक
subito	NO TRANSLATION
subject	विषय
subjected	अधीन
subjection	अधीनता
subjective	व्यक्तिनिष्ठ
subjugation	पश्चात्ताप
sublet	उपवर्ग
sublevel	सबलेव्हल
sublimation	परिक्रमण
sublime	भव्य
subliminal	अचेतन
submarine	पाणबुडी
submerge	डुक्कर
submerged	पाण्याने भरलेला
submersible	submersible
submission	सबमिशन
submissive	नम्र
submit	सबमिट करा
submitting	सबमिट करणे
subordinate	दुय्यम
subordination	अधीनता
subplot	सबप्लॉट
subpoena	आदेश देणे
subscribe	सदस्यता घ्या
subscriber	ग्राहक
subscription	सदस्यता
subsequence	त्यानंतरची
subsequent	त्यानंतरच्या
subsequently	त्यानंतर
subservient	सहाय्यक
subset	उपसंच
subside	कमी करणे
subsidence	उतार
subsidiary	उपकंपनी
subsidize	अनुदान
subsidy	अनुदान
subsist	टिकून राहा
subsistence	निर्वाह
subsoil	खालची जमीन
subspace	subspace
substance	पदार्थ
substandard	हलक्या दर्जाचा
substantial	खारा
substantially	सेवनाने
substantiate	सिद्ध करणे
substantive	मूलभूत
substation	उपकेंद्र
substitute	पर्यायी
substituted	बदली
substitution	प्रतियोजन
substructure	आधारभूत संरचना
subterranean	जमिनीखालचा
subtext	subtext
subtitle	उपशीर्षक
subtle	सूक्ष्म
subtlety	सूक्ष्मता
subtract	वजा करणे
subtraction	वजाबाकी
subtype	उपप्रकार
suburb	उपनगर
suburban	उपनगरातील
suburbia	उपनगर
suburbs	उपनगरे
subversion	उलथापालथ
subversive	विध्वंसक
subvert	तोडणे
subway	भुयारी मार्ग
succeed	यशस्वी
succeeding	त्यानंतर
success	यश
successful	यशस्वी
succession	वारसाहक्क
successive	सलग
successor	उत्तराधिकारी
succinct	संक्षिप्त
succubus	succubus
succulent	रसदार
succumb	शिरच्छेद करणे
suck	शोषून घेणे
sucker	शोषण करणारी व्यक्ती किंवा वस्तू
sucking	शोषक
suckling	बाळंतपण करणे
sucks	निराशेचा उदगार
suction	हवा
sudden	अचानक
suddenly	अचानक
suds	suds
sue	दंड
suede	कोकराचे झाड
suffer	ग्रस्त
sufferer	ग्रस्त
suffering	दुःख
suffice	पुरेसे असणे
sufficiency	पर्याप्तता
sufficient	पुरेसा
sufficiently	पर्याप्तपणे
suffix	प्रत्यय
suffocate	गुदमरणे
suffocating	घुटमळणारा
suffocation	गुदमरल्यासारखे
sugar	साखर
suggest	सूचित
suggestion	सूचना
suggestive	सूचक
suicidal	आत्मघाती
suicide	आत्महत्या
suicidebombing	NO TRANSLATION
suit	सूट
suitable	योग्य
suitcase	सूटकेस
suite	संच
suitor	दाता
sulfate	सल्फेट
sulfur	सल्फर
sulk	चिडचिड
sullen	खिन्नतेने
sully	खिन्नतेने
sulphur	सल्फर
sultan	सुल्तान
sultry	उतावीळ
sum	बेरीज
summarily	सारांशाने
summarize	सारांश
summary	सारांश
summation	सारांश
summer	उन्हाळा
summerhouse	उन्हाळी सुट्टी
summertime	उन्हाळ्यात
summit	कळस
summon	बोलावणे
summons	समन्स
sumo	सुमो
sump	साबण
sumptuous	भव्य
sun	सूर्य
sunbeam	सूर्यकिरण
sunburn	सनबर्न
sundae	चवळी
sunday	रविवारी
sundial	चक्रीवादळ
sundown	सूर्यास्ता
sundry	विविध
sunflower	सूर्यफूल
sunglass	सनग्लास
sunglasses	सनग्लासेस
sunk	बुडणे
sunken	बुडलेले
sunless	निरर्थक
sunlight	सूर्यप्रकाश
sunny	सनी
sunrise	सूर्योदय
sunroof	सनरूफ
sunscreen	सनस्क्रीन
sunset	सूर्यास्त
sunshine	सुर्यप्रकाश
suntan	सनटॅन
sunup	सुर्यास्त
sup	सुपर
super	सुपर
superannuation	निवृत्तिवेतन
superb	भव्य
superficial	वरवरच्या
superfluous	अनावश्यक
superhero	सुपरहिरो
superhuman	अतिमानवी
superimposed	superimposed
superintendent	अधीक्षक
superior	वरिष्ठ
superiority	श्रेष्ठत्व
superlative	उत्कृष्ट दर्जाचा
superman	सुपरमॅन
supermarket	सुपरमार्केट
supermodel	सुपरमॉडेल
supernatant	वरवरचा पाठलाग करणारा
supernatural	अलौकिक
supernova	सुपरनोवा
superposition	अतिप्राणी
superpower	महासत्ता
supersede	पुढे जाणे
superstar	सुपरस्टार
superstition	अंधश्रद्धा
superstitious	अंधविश्वासी
superstore	सुपर स्टोअर
supervise	पर्यवेक्षण करा
supervision	देखरेख
supervisor	पर्यवेक्षक
supper	रात्रीचे जेवण
suppertime	रात्रीच्या वेळी
supplant	पाठोपाठ
supple	कोमल
supplement	परिशिष्ट
supplemental	पूरक
supplementary	पुरवणी
supplication	विनवणी
supplier	पुरवठादार
supplies	पुरवठा
supply	पुरवठा
support	समर्थन
supported	समर्थित
supporter	समर्थक
supporters	समर्थक
supporting	आधार
supportive	आश्वासक
suppose	समजा
supposed	मानलेला
supposing	समजा
supposition	अनुमान
suppress	दडपणे
suppression	दडपशाही
supremacy	श्रेष्ठत्व
supreme	सर्वोच्च
supremely	सर्वोच्च
surcharge	अधिभार
sure	निश्चित करा
surety	जामीन
surf	सर्फ
surface	पृष्ठभाग
surfboard	सर्फबोर्ड
surfer	सर्फर
surge	लाट
surgeon	सर्जन
surgery	शस्त्रक्रिया
surgical	सर्जिकल
surly	झपाटयाने
surmise	अनुमान करणे
surname	आडनाव
surpassing	सर्वांना मागे टाकणारा
surplus	अतिरिक्त
surprise	आश्चर्य
surprised	आश्चर्य
surprises	आश्चर्यांसाठी
surprising	आश्चर्यकारक
surprisingly	आश्चर्याची गोष्ट म्हणजे
surreal	अवास्तव
surrender	शरण जाणे
surrendering	आत्मसमर्पण
surrogate	बिशपचा प्रतिनिधिक दुय्यम
surround	आजूबाजूला
surrounding	आसपासचे
surroundings	आसपासच्या
surveillance	पाळत ठेवणे
survey	सर्वेक्षण
surveying	सर्वेक्षण
surveyor	सर्वेक्षक
survival	जगण्याची
survive	टिकून राहा
surviving	हयात
survivor	वाचलेली व्यक्ती
susceptibility	संवेदनशीलता
susceptible	संवेदनाक्षम
sushi	सुशी
suspect	संशय
suspected	संशयित
suspend	स्थगित करा
suspended	निलंबित
suspenders	ब्रेस्न्डर्स
suspense	रहस्य
suspension	निलंबन
suspicion	संशय
suspicions	शंका
suspicious	संशयास्पद
sustain	टिकून राहा
sustained	निरंतर
sustenance	अन्नधान्य
suture	सिवारी
suv	एसयूव्ही
sux	NO TRANSLATION
swab	स्वाब
swag	स्वॅग
swagger	स्वॅगर
swallow	गिळणे
swami	स्वामी
swamp	दलदलीचा प्रदेश
swamped	दोरखंड
swampy	दलदलीचा
swan	हंस
swank	हंसणे
swap	स्वॅप
swarm	थवा
swarming	झुंड
swastika	स्वस्तिक
swat	स्वात
sway	बोलणे
swear	शपथ घे
swearing	शपथ घेणे
sweat	घाम
sweater	स्वेटर
sweating	घाम येणे
sweatshirt	स्वेटरशेट
sweatshop	घाम घालणे दुकान
sweaty	घाम काढणारा
sweep	स्वीप
sweeper	स्वीपर
sweeping	भरमसाट
sweet	गोड
sweeten	गोड करणे
sweetened	गोड करणे
sweetener	स्वीटनर
sweetest	मधुर
sweetheart	प्रेमी युगुलापैकी कोणीही
sweetie	स्वीटी
sweetness	गोडवा
sweets	गोड
swell	फुगणे
swelling	सूज
sweltering	फुगणे
swerve	चपळ
swift	चपळ
swiftly	पटकन
swig	स्विंग
swill	swill
swim	पोहणे
swimmer	पोहणारा
swimming	जलतरण
swimsuit	स्विमिंग सूट
swindle	घोटाळा
swindler	ठिसूळ
swine	स्वाइन
swing	स्विंग
swinger	स्विंगर
swinging	झोकायची
swipe	स्वाइप करा
swirl	झुंड
swish	स्विस
switch	स्विच करा
switchblade	स्विचबॅलेड
switchboard	स्विचबोर्ड
swivel	वळणे
swollen	सुजलेल्या
swoon	अस्वस्थता
swoop	झटापट
sword	तलवार
swordfish	स्वोर्डफिश
swordplay	तलवारबाजी
swordsman	तलवारबहाद्दर
sycamore	वृक्षाचे फळ
syllable	शब्दावयव
syllabus	अभ्यासक्रम
symbiotic	सहजीवनविषयक
symbol	चिन्ह
symbolic	प्रतिकात्मक
symbolically	प्रतिकात्मक म्हणून
symbolism	प्रतीकवाद
symbolize	प्रतीक
symmetric	प्रमाणबद्ध
symmetrical	बांधेसूद
symmetry	सममिती
sympathetic	सहानुभूतीशील
sympathize	सहानुभूती वाटणे
sympathy	सहानुभूती
symphonic	सिम्फोनिक
symphony	सिंफनी
symposium	परिसंवाद
symptom	लक्षणं
symptomatic	रोगसूचक
synagogue	सभास्थान
synapse	अंतर्गोल
synaptic	अनियतकालिक
sync	समक्रमित करा
synchronize	समक्रमित करा
synchronous	समकालिक
syncope	तुकडे
syndicate	सिंडिकेट
syndrome	सिंड्रोम
synergistic	सहकर्मीचा
synergy	तालबद्धता
synod	synod
synonym	पर्यायी शब्द
synonymous	समानार्थी
synopsis	सारांश
synoptic	सारांशित
syntax	मांडणी
synthesis	संश्लेषण
synthesizer	सिंथेसाइजर
synthetic	कृत्रिम
syphilis	सिफिलीस
syringe	इंजक्शन देणे
syrup	सिरप
system	प्रणाली
systematic	व्यवस्थित
systematically	पद्धतशीरपणे
t-shirt	टी-शर्ट
tab	टॅब
tabasco	टॅबाको
tabby	टॅबी
tabernacle	निवासमंडप
table	सारणी
tableau	NO TRANSLATION
tablecloth	टेबल क्लॉथ
tablespoon	चमचे
tablet	टॅबलेट
tableware	टेबलवेअर
tabloid	वृत्तपत्रे
taboo	निषिद्ध
tabular	सारणीयुक्त
tabulate	टॅब्लेट करा
tabulation	सारणी
tachometer	टॅकोमीटर
tacit	संदेश
tack	ओढा
tackle	हाताळणी
tackled	घेरले
tackling	सामना
tacky	चिकट
taco	टॅको
tact	कुशलता
tactful	व्यवहारचतुर
tactic	युक्ती
tactical	रणनीतिकखेळ
tactics	घोटाळे
tactile	स्पर्शाने जाणलेला
tad	NO TRANSLATION
tadpole	ताटभाव
taffeta	तपकिरी
taffy	टॉफी
tag	टॅग
tail	शेपटी
tailed	पूड
tailgate	शेपटी
tailings	खाण
taillight	पाठीमागचा दिवा
tailor	शिंपी
tailoring	टेलरिंग
tailpipe	टेलपाइप
taint	दाग
take	घ्या
takeoff	टेकऑफ
takeout	टेकआउट
takeover	अधिग्रहण
taker	धारक
talcum	तालकुम
tale	कथा
talent	प्रतिभा
talented	प्रतिभावान
talisman	एक प्रकारचा संरक्षक ताईत
talk	बोलणे
talkative	बडबड्या
talker	बोलणारा
tall	उंच
tallies	उंच
tallow	कातडी तुकडा
tally	ताळा
talon	कौशल्य
talons	NO TRANSLATION
tambourine	डफ
tame	NO TRANSLATION
tamer	दंडक
taming	taming
tamper	लुडबुड
tampon	रक्तदाब
tan	टॅन
tandem	अग्रानुष्य
tang	स्पर्श
tangent	स्पर्शरेषा
tangerine	एक प्रकारचा अर्क
tangible	मूर्त
tangle	गुंतागुंत
tangled	गुंतागुंतीचा
tango	टँगो
tank	टाकी
tank top	टॅंक टॉप
tanker	टॅंकर
tanned	tanned
tantalizing	टेंटलाइझिंग
tantamount	समान संख्या
tantrum	क्रोधाचा झटका
taoism	ताओइझम
tap	टॅप करा
tape	टेप
tape measure	मोज पट्टी
taper	बारीक मेणबत्ती
tapering	निमुळता होत गेलेला
tapestry	वेलबुट्टीदार कापड
tapeworm	जंतू
tapioca	टॅपिओका
taps	नळ
tar	टार
tarantula	दरारालूट
tardiness	सुस्ती
tardy	सुस्त
target	लक्ष्य
targeted	लक्ष्यित
targeting	लक्ष्यीकरण
tariff	आयात मालावरील जकात
tarmac	दोरखंड
tarnish	धूसर
tarot	टॅरो
tarp	NO TRANSLATION
tarry	थांबा
tart	आंबट
tartan	रशिया
tartar	दारू
task	कार्य
tassel	गोंडा
taste	चव
tasteful	चवदार
tasteless	अरसिक
tasting	टेस्टिंग
tasty	स्वादिष्ट
tat	तोट
tattler	नखरेबाज
tattletale	टॅट्लेटेल
tattoo	टॅटू
taught	शिकवले
taunt	टोना
taupe	टॉपी
taut	दमटपणा
tavern	खानावळ
tawdry	कोसळणे
tawny	पिवळसर तपकिरी रंगाचा
tax	कर
taxed	कर आकारला
taxi	टॅक्सी
taxicab	टॅक्सीकॅब
taxonomy	वर्गीकरण
taxpayer	करदात्यास
tea	चहा
teach	शिकवा
teacher	शिक्षक
teaching	शिक्षण
teacup	चहाचा कप
teahouse	टीहाउस
teal	टीळ
team	संघ
teamjesus	NO TRANSLATION
teammate	सहकारी
teamwork	टीमवर्क
teapot	चमत्कारी
tear	झीज तूट
tearful	रडण्यासारखे
tearsofjoy	NO TRANSLATION
teary	टीरी
tease	चिडवणे
teaser	टीझर
teasing	छेडछाड
teaspoon	चमचे
teat	टीट
teatime	चहाची वेळ
tech	टेक
technical	तांत्रिक
technicality	तांत्रिक
technician	तंत्रज्ञ
technique	तंत्र
techno	टेक्नो
technological	तांत्रिक
technology	तंत्रज्ञान
ted	टेड
teddy bear	टेडी बियर
tedious	दमवणारा
tedium	टेडियम
tee	टी
teeming	भरतकाम
teen	पौगंड
teenage	किशोरवयीन
teenager	किशोरवयीन
teens	युवा
teensy	किशोरवयीन
teeny	नूतन
teeth	दात
teething	दमवणारा
teflon	टेफ्लॉन
telegram	तार
telegraph	तार
telekinesis	टेलिकनेसिस
telemetry	टेलीमेट्री
telepathic	टेलिपॅथिक
telepathy	टेलिपॅथी
telephone	दूरध्वनी
telescope	दुर्बिणी
telescopic	दुर्बिणीसंबंधी
telethon	टेलिथॉन
teletype	टेलिटाइप
televised	दूरदर्शन
television	टेलिव्हिजन
tell	सांगा
teller	टेलर
telling	सांगत आहे
telltale	गमतीदार
temp	तात्पुरता
temper	मनन
tempera	नीलमणी
temperament	स्वभाव
temperamental	मनमिळाऊ
temperance	संयम
temperate	समशीतोष्ण
temperature	तपमान
tempered	सौम्य
tempest	वादळे
template	टेम्पलेट
temple	मंदिर
tempo	NO TRANSLATION
temporal	ऐहिक
temporarily	तात्पुरते
temporary	तात्पुरता
tempt	परीक्षा
temptation	प्रलोभन
tempting	मोहक
temptress	भुरळ पाडणारी स्त्री
ten	दहा
tenable	तात्विक
tenacious	दृढता
tenacity	दृढता
tenancy	भाडेकरू
tenant	भाडेकरी
tend	कल
tendency	प्रवृत्ती
tender	निविदा
tenderfoot	निळसर पाय
tenderness	प्रेमळपणा
tending	टेंडिंग
tendon	कंटाळवाणा
tenement	घरबांधणी
tenet	सिद्धांत
tenets	नियम
tenfold	दहापट
tennis	टेनिस
tenor	कालावधी
tense	ताण
tensile	ताणासंबंधी
tension	ताण
tent	तंबू
tentacle	स्पर्शिका
tentative	प्रायोगिक
tenth	दहावा भाग
tenths	दशांश
tenuous	निरुपयोगी
tenure	कालावधी
tepee	टीपी
tepid	चिडखोर
tequila	कशिला
teriyaki	तारीकी
term	संज्ञा
terminal	टर्मिनल
terminate	समाप्त करा
termination	संपुष्टात आणणे
terminator	टर्मिनेटर
terminology	परिभाषा
terminus	टर्मिनस
termite	दीडा
terms	अटी
tern	टर्न
ternary	तीन-तीन
terrace	टेरेस
terrain	भूप्रदेश
terrestrial	जमिनीवर राहणारा
terrible	भयानक
terribly	आतिशय
terrier	टेरियर
terrific	भयानक
terrified	भीतीपोटी
terrifies	भयावह
terrify	भयावह
terrifying	वेगळाच
territorial	प्रादेशिक
territory	प्रदेश
terror	दहशतवादी
terrorism	दहशतवाद
terrorist	दहशतवादी
terrorists	अतिरेकी
terrorize	दहशत बसवणे
terse	संक्षेप
tertiary	दर्जा
test	चाचणी
testament	मृत्युलेख
testicle	अंडकोष
testicular	वृषणासंबंधीचा
testify	साक्ष द्या
testimonial	प्रशंसापत्र
testimony	साक्ष
testosterone	टेस्टोस्टेरोन
testy	NO TRANSLATION
tetanus	धनुर्वात
tether	लहान तुकडा
tethered	टिहेरड
tetrahedral	टेट्राहेड्रल
text	मजकूर
textbook	पाठ्यपुस्तक
textile	कापड
textural	वस्त्रांच्या
texture	पोत
tgif	टीजीआयएफ
thank	आभार
thankful	आभारी
thankgod	आभारी
thanking	आभारी आहे
thankless	कृतघ्न
thanks	धन्यवाद
thanksalot	NO TRANSLATION
thanksgiving	थँक्सगिव्हिंग
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	छप्पर
thatmoment	NO TRANSLATION
thaumaturgy	अमाप
thaw	जवळीक
theater	थिएटर
theatrical	नाटकीय
theatrics	नाटके
thebest	उत्तम
theft	चोरी
theism	आस्तिकता
theistic	ईश्श्वस्त
thelife	द लाइफ
thelittlethings	NO TRANSLATION
theme	थीम
theocracy	लोकशाही
theocratic	ईश्वरशासित
