Word	bs
sucking	sisanje
suckling	sisanje
sucks	sranje
suction	usisavanje
sudden	iznenada
suddenly	iznenada
suds	suds
sue	tužio
suede	suede
suffer	patiti
sufferer	patronaž
suffering	patnja
suffice	dovoljan
sufficiency	dovoljno
sufficient	dovoljno
sufficiently	dovoljno
suffix	sufiks
suffocate	ugušiti
suffocating	gušenje
suffocation	gušenje
sugar	šećer
suggest	predlažem
suggestion	sugestija
suggestive	sugestivno
suicidal	suicidalan
suicide	samoubistvo
suicidebombing	NO TRANSLATION
suit	odijelo
suitable	pogodan
suitcase	kofer
suite	suite
suitor	suitor
sulfate	sulfat
sulfur	sumpor
sulk	sulk
sullen	sulen
sully	sully
sulphur	sumpor
sultan	sultan
sultry	sultry
sum	suma
summarily	sumarno
summarize	sumirati
summary	sažetak
summation	sumiranje
summer	leto
summerhouse	ljetna kuća
summertime	ljeto
summit	samit
summon	pozvati
summons	poziv
sumo	sumo
sump	sump
sumptuous	raskošan
sun	sunce
sunbeam	sunbeam
sunburn	opekotine od sunca
sundae	sundae
sunday	nedjelju
sundial	sunčano
sundown	zalazak sunca
sundry	vise
sunflower	suncokret
sunglass	sunglass
sunglasses	sunčane naočale
sunk	potopljen
sunken	utonuo
sunless	bez sunca
sunlight	sunčeva svetlost
sunny	sunčano
sunrise	sunrise
sunroof	krovni otvor
sunscreen	za zaštitu od sunca
sunset	zalazak sunca
sunshine	sunce
suntan	suntan
sunup	sunup
sup	sup
super	Super
superannuation	superannuation
superb	super
superficial	površno
superfluous	suvišni
superhero	superhero
superhuman	superhuman
superimposed	nadvišen
superintendent	superintendent
superior	nadređeni
superiority	superiornost
superlative	superlativ
superman	superman
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	natprirodno
supernova	supernova
superposition	superpozicija
superpower	superpower
supersede	supersede
superstar	superstar
superstition	sujeverje
superstitious	sujeverja
superstore	superstor
supervise	nadgledati
supervision	nadzor
supervisor	supervizor
supper	večera
suppertime	večera
supplant	zameniti
supple	suptilno
supplement	dodatak
supplemental	dodatak
supplementary	dodatak
supplication	molitvu
supplier	dobavljač
supplies	snabdevanje
supply	snabdevanje
support	podrška
supported	podržan
supporter	supporter
supporters	pristalice
supporting	podrška
supportive	podrška
suppose	Pretpostavimo
supposed	navodno
supposing	pretpostavljam
supposition	pretpostavka
suppress	potisni
suppression	supresija
supremacy	supremacy
supreme	vrhovni
supremely	Vrhunski
surcharge	nadoplata
sure	sigurno
surety	sigurnost
surf	surf
surface	površine
surfboard	surfboard
surfer	surfer
surge	talas
surgeon	hirurg
surgery	operacija
surgical	hirurški
surly	suptilno
surmise	surmise
surname	prezime
surpassing	nadmašuje
surplus	višak
surprise	iznenađenje
surprised	iznenađeni
surprises	iznenađenja
surprising	iznenađujuće
surprisingly	iznenađujuće
surreal	surreal
surrender	predaju se
surrendering	predaja
surrogate	surogat
surround	surround
surrounding	okolo
surroundings	okruženje
surveillance	nadzor
survey	istraživanje
surveying	istraživanje
surveyor	geodet
survival	preživljavanje
survive	opstaju
surviving	preživjela
survivor	preživeli
susceptibility	podložnost
susceptible	podložno
sushi	suši
suspect	osumnjičeni
suspected	sumnjivo
suspend	suspendovati
suspended	suspendovan
suspenders	privjesci
suspense	suspenzija
suspension	suspenzija
suspicion	sumnja
suspicions	sumnje
suspicious	sumnjiv
sustain	održati
sustained	održan
sustenance	hranu
suture	šivanje
suv	suv
sux	sux
swab	swab
swag	swag
swagger	swagger
swallow	progutati
swami	swami
swamp	močvara
swamped	preplavljena
swampy	mokar
swan	labud
swank	swank
swap	swap
swarm	roj
swarming	ljarmantan
swastika	swastika
swat	swat
sway	potući
swear	kunem se
swearing	psovanje
sweat	znoj
sweater	džemper
sweating	znojenje
sweatshirt	dukserica
sweatshop	sweatshop
sweaty	znojenje
sweep	pometanje
sweeper	čistač
sweeping	pometanje
sweet	slatko
sweeten	slatko
sweetened	zaslađena
sweetener	zaslađivač
sweetest	najslađe
sweetheart	duljo
sweetie	dušo
sweetness	sladakost
sweets	slatkiši
swell	nabreknite
swelling	oticanje
sweltering	sweltering
swerve	okrenite se
swift	brza
swiftly	brzo
swig	swig
swill	swill
swim	plivaj
swimmer	plivač
swimming	plivanje
swimsuit	kupaći kostim
swindle	prevara
swindler	swindler
swine	svinja
swing	swing
swinger	svinger
swinging	swinging
swipe	prevucite
swirl	vrti
swish	swish
switch	prekidač
switchblade	switchblade
switchboard	centrala
swivel	okretati
swollen	otečeno
swoon	svoon
swoop	swoop
sword	mač
swordfish	mečarica
swordplay	swordplay
swordsman	mačevalac
sycamore	sycamore
syllable	slog
syllabus	nastavni plan
symbiotic	simbiotički
symbol	simbol
symbolic	simbolički
symbolically	simbolički
symbolism	simbolizam
symbolize	simbolizuju
symmetric	simetrična
symmetrical	simetrična
symmetry	simetrija
sympathetic	saosećajno
sympathize	saosećati
sympathy	simpatija
symphonic	simfonijski
symphony	simfonija
symposium	simpozijum
symptom	simptom
symptomatic	simptomatski
synagogue	sinagoga
synapse	sinapse
synaptic	sinaptički
sync	sinhronizacija
synchronize	sinhronizirati
synchronous	sinhrono
syncope	sinkopa
syndicate	sindikat
syndrome	sindrom
synergistic	sinergistički
synergy	sinergija
synod	sinod
synonym	sinonim
synonymous	sinonim
synopsis	sinopsis
synoptic	sinoptički
syntax	sintaksa
synthesis	sinteza
synthesizer	sintisajzer
synthetic	sintetički
syphilis	sifilis
syringe	špric
syrup	sirup
system	sistem
systematic	sistematično
systematically	sistematski
t-shirt	majica
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tabernacle
table	stol
tableau	NO TRANSLATION
tablecloth	stolnjaci
tablespoon	kašika
tablet	tableta
tableware	posuđe
tabloid	tabloid
taboo	tabu
tabular	tabularno
tabulate	tabulirati
tabulation	tabulacija
tachometer	tahometar
tacit	prećutno
tack	tack
tackle	rešiti
tackled	riješeno
tackling	rešavanje problema
tacky	lepljiv
taco	taco
tact	takt
tactful	taktičan
tactic	taktika
tactical	taktička
tactics	taktika
tactile	taktilna
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	rep
tailed	tailed
tailgate	prtljažnik
tailings	jalovišta
taillight	taillight
tailor	po meri
tailoring	krojenje
tailpipe	izduvni gas
taint	mrvica
take	uzmi
takeoff	polijetanje
takeout	izvaditi
takeover	preuzmi
taker	taker
talcum	talcum
tale	priča
talent	talent
talented	talentovan
talisman	talisman
talk	pričajte
talkative	razgovor
talker	govorilac
tall	visoka
tallies	troljkovi
tallow	losos
tally	Tally
talon	talon
talons	NO TRANSLATION
tambourine	tamburin
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangent
tangerine	mandarina
tangible	opipljivo
tangle	tangle
tangled	zapletena
tango	tango
tank	rezervoar
tank top	rezervoar za gorivo
tanker	tanker
tanned	strojen
tantalizing	tantalizing
tantamount	pantomount
tantrum	tantrum
taoism	taoizam
tap	tapnite
tape	traka
tape measure	traka za mjerenje
taper	konus
tapering	sužavanje
tapestry	tapiserija
tapeworm	tapeworm
tapioca	tapioca
taps	slavine
tar	katran
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	cilj
targeted	ciljano
targeting	ciljanje
tariff	tarifa
tarmac	asfalt
tarnish	opaliti
tarot	tarot
tarp	NO TRANSLATION
tarry	stari
tart	tart
tartan	tartan
tartar	tartar
task	zadatak
tassel	tassel
taste	ukus
tasteful	ukusno
tasteless	bez ukusa
tasting	degustacija
tasty	ukusno
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tetovaža
taught	predavao
taunt	uznemiri
taupe	taupe
taut	taut
tavern	taverna
tawdry	tawdry
tawny	tawny
tax	porez
taxed	oporezovano
taxi	taksi
taxicab	taxicab
taxonomy	taksonomija
taxpayer	poreski obveznik
tea	čaj
teach	naučiti
teacher	nastavnik
teaching	učenje
teacup	teacup
teahouse	teahouse
teal	teal
team	tim
teamjesus	NO TRANSLATION
teammate	kolega
teamwork	timski rad
teapot	čajnik
tear	suza
tearful	plakanje
tearsofjoy	NO TRANSLATION
teary	suzavac
tease	tease
teaser	teaser
teasing	zadirkivanje
teaspoon	kašičica
teat	teat
teatime	teatime
tech	tech
technical	tehnički
technicality	tehnički
technician	tehničar
technique	tehnika
techno	techno
technological	tehnološki
technology	tehnologija
ted	ted
teddy bear	medvjedić
tedious	dosadan
tedium	tedium
tee	tee
teeming	teeming
teen	teen
teenage	tinejdžer
teenager	tinejdžer
teens	Tinejdžeri
teensy	teensy
teeny	teeny
teeth	zubi
teething	zube
teflon	teflon
telegram	telegram
telegraph	telegraf
telekinesis	telekineza
telemetry	telemetrija
telepathic	telepatski
telepathy	telepatija
telephone	telefon
telescope	teleskop
telescopic	teleskopski
telethon	telethon
teletype	teletype
televised	na televiziji
television	televizija
tell	reci
teller	govorilac
telling	govoreći
telltale	kontrolna lampa
temp	temp
temper	temper
tempera	tempera
temperament	temperament
temperamental	temperamentna
temperance	temperance
temperate	umeren
temperature	temperatura
tempered	tempered
tempest	tempest
template	template
temple	hram
tempo	NO TRANSLATION
temporal	vremenski
temporarily	privremeno
temporary	privremeni
tempt	izazivaju
temptation	iskušenje
tempting	privlačno
temptress	zamka
ten	deset
tenable	izdržljiv
tenacious	uporan
tenacity	izdržljivost
tenancy	zakup
tenant	zakupac
tend	tendencija
tendency	sklonost
tender	tender
tenderfoot	nečista
tenderness	nežnost
tending	težak
tendon	tetiva
tenement	stanovanje
tenet	načelo
tenets	načela
tenfold	desetostruko
tennis	tenis
tenor	tenor
tense	napeto
tensile	natezna
tension	tenzija
tent	šator
tentacle	pipak
tentative	proboj
tenth	deseti
tenths	desetine
tenuous	tanak
tenure	mandat
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	termina
terminal	terminal
terminate	prekinuti
termination	završetak
terminator	terminator
terminology	terminologija
terminus	terminus
termite	termit
terms	uslovi
tern	tern
ternary	ternary
terrace	terasa
terrain	teren
terrestrial	zemaljski
terrible	strašno
terribly	strašno
terrier	terijer
terrific	sjajno
terrified	uplašen
terrifies	zastrašuje
terrify	zastrašujuće
terrifying	zastrašujuće
territorial	teritorijalno
territory	teritorije
terror	teror
terrorism	terorizam
terrorist	terorista
terrorists	teroristi
terrorize	terorizira
terse	terse
tertiary	tercijarni
test	test
testament	testament
testicle	testis
testicular	testis
testify	svjedočiti
testimonial	svedočenje
testimony	svjedočenje
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	vezani
tetrahedral	tetrahedron
text	tekst
textbook	udžbenik
textile	tekstil
textural	teksturalna
texture	tekstura
tgif	tgif
thank	Hvala
thankful	hvala
thankgod	hvala bogu
thanking	zahvaljujući
thankless	nezahvalno
thanks	hvala
thanksalot	NO TRANSLATION
thanksgiving	zahvalnost
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	toh
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgija
thaw	odmrzavanje
theater	pozorište
theatrical	pozorišna
theatrics	theatrics
thebest	najbolji
theft	krađa
theism	teizam
theistic	theistic
thelife	život
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokratija
theocratic	teokratski
theologian	teolog
theological	teološki
theology	teologija
theorem	teorema
theoretical	teorijski
theory	teorija
therapeutic	terapeutski
therapeutics	terapija
therapist	terapeut
therapy	terapija
thereabouts	tamo
thereof	od toga
therewith	s tim
thermal	termalni
thermocouple	termoelement
thermodynamics	termodinamika
thermometer	termometar
thermos	termos
thermostat	termostat
thesaurus	tezaurus
thesis	teza
thick	debeo
thicken	zgušiti
thickening	zgušnjavanje
thicket	šljunak
thickness	debljina
thief	lopov
thigh	bedra
thimble	iskrivljen
thin	tanak
thing	stvar
things	stvari
thingy	stvar
think	mislim
thinker	misleća
thinking	razmišljanje
third	treće
thirds	trećina
thirst	žeđ
thirsty	žedan
thirteen	trinaest
thirteenth	trinaesti
thirty	trideset
thistle	trešnja
thither	tamo
thong	tang
thorn	trn
thorny	trnac
thorough	temeljno
thoroughbred	čistokrvni
thoroughfare	magistralni put
thought	misli
thoughtful	pažljivo
thoughtfulness	promišljenost
thoughtless	bezumni
thoughts	misli
thousand	hiljadu
thrash	trh
thread	nit
threat	prijetnja
threaten	pretnja
threatened	ugrožen
threatening	preteći
three	tri
threefold	trostruko
threesome	trojka
thresh	prašak
threshold	prag
thrice	tri puta
thrift	štednjaka
thrifty	štedljiv
thrill	uzbuđenje
thrilled	uzbuđeni
thriller	triler
thrilling	uzbudljivo
thrive	uspevaju
thriving	prosperitet
throat	grlo
throb	throb
throbbing	pucanje
throes	trke
throne	tron
throng	gomila
throttle	gas
throw	bacanje
throwback	povratak
thrower	bacač
thrown	bačen
thrush	drvo
thrust	potisak
thruster	thruster
thud	Tud
thug	siledžija
thumb	thumb
thumbprint	otisak prsta
thump	udarac
thumper	trkac
thumping	udaranje
thunder	grom
thunderbolt	grmljavina
thunderclap	grmljavina
thundering	grmljavinu
thunderstorm	grmljavina
thunderstruck	grmljavinu
thwart	ometanje
thx	hvala
thyme	timijan
thyroid	štitna žlezda
tiara	tiara
tibia	tibia
tic	tic
tick	tik
ticked	ticked
ticker	ticker
ticket	ulaznica
tickle	gurati
tickled	golica
ticklish	ticklish
tidal	plima
tidal wave	plimski talas
tidbit	kreten
tide	plima
tidings	vijesti
tidy	uredno
tie	kravata
tier	tier
tiff	tiff
tiger	tigar
tighten	zategnite
tightness	neizvesnost
tightrope	senzor
tights	hlače
tilde	tilda
tile	pločice
tiling	pločice
till	NO TRANSLATION
tillage	oranje
tiller	tiller
tilt	nagib
tilting	nagib
timber	drvo
timberland	timberland
timbre	timbre
time	vreme
timeless	bezvremeni
timeliness	pravovremenost
timely	blagovremeno
timeout	vrijeme je isteklo
timepiece	časovnik
timer	tajmer
times	puta
timetable	vremenski raspored
timewasters	NO TRANSLATION
timid	plašljiv
timidity	plašljivost
timing	vrijeme
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinitus
tinsel	šljokica
tint	ton
tiny	sitni
tip	vrh
tipper	damper
tipster	tipster
tipsy	savršeno
tiptoe	tiptoe
tirade	tirade
tire	guma
tired	umoran
tiredness	umor
tiredofit	NO TRANSLATION
tireless	neumoran
tiresome	užasno
tiring	naporno
tissue	tkivo
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanik
titanium	titanijum
tithe	desetine
title	naslov
titled	nazvan
titty	titty
titular	NO TRANSLATION
toad	žaba
toast	tost
toaster	toster
toasty	tosty
tobacco	duvan
toby	toby
tod	tod
today	danas
toddler	toddler
toe	toe
toenail	nokat
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	zajedno
togetherness	zajedništvo
toil	raditi
toilet	toalet
toils	tolji
token	token
tolerable	tolerantno
tolerance	tolerancija
tolerant	tolerantno
tolerate	tolerirati
toleration	tolerancija
toll	putarina
tomahawk	tomahawk
tomato	paradajz
tomatoes	paradajz
tomb	grobnica
tombstone	nadgrobni spomenik
tomcat	tomcat
tome	meni
tomorrow	sutra
ton	NO TRANSLATION
tone	ton
toner	toner
tong	NO TRANSLATION
tongs	klešta
tongue	jezik
tonic	tonik
tonnage	tonaža
tonsils	krajnici
toocold	NO TRANSLATION
tool	alat
toolbox	toolbox
tooling	tooling
toomuchtodo	NO TRANSLATION
toot	toot
tooth	zub
toothache	zubobolja
toothbrush	četkica za zube
toothed	zupci
toothless	bez zuba
toothpaste	pasta za zube
toothpick	zubčica
toots	toots
top	vrh
topaz	topaz
topic	tema
topical	aktuelno
topless	topless
topographic	topografski
topographical	topografski
topography	topografija
topple	srušiti
topside	na vrhu
tor	tor
torch	baklja
torment	mučenje
tormented	mučen
torn	razbijen
tornado	tornado
torpedo	torpedo
torque	obrtni momenat
torrent	torrent
torrid	torrid
torsion	torzija
torso	torzo
tort	tort
tortious	tortuno
tortoise	kornjača
tortuous	tortuozno
torture	mučenje
tortured	mučen
toss	baciti
tot	NO TRANSLATION
total	ukupno
totality	totalitet
totally	totalno
tote	tote
totem	totem
touch	dodirni
touchdown	touchdown
touched	dodirnuo
touching	dodirujući
touchy	osetljiv
tough	teško
toughen	toughen
toughness	žilavost
toupee	toupee
tour	turneja
tourism	turizam
tourist	turist
tourmaline	turmalin
tournament	turnir
tourniquet	turniquet
tout	NO TRANSLATION
tow	vučiti
towel	peškir
tower	toranj
towering	visoka
town	grad
townhouse	Gradska kuća
township	naselje
townspeople	stanovnici
toxic	toksično
toxicity	toksičnost
toxicology	toksikologija
toxin	toksin
toy	igračka
toymaker	toymaker
trace	trag
traceable	sledljiv
tracer	tracer
traces	tragova
trachea	traheja
tracing	tracing
track	staza
tracker	tracker
tract	trakt
tractable	traktabilan
traction	vuča
tractor	traktor
trade	trgovina
trademark	zaštitni znak
trader	trgovac
tradesman	trgovac
trading	trgovanje
tradition	tradicija
traditional	tradicionalno
traffic	saobraćaj
traffic light	semafor
trafficking	trgovina ljudima
tragedies	tragedije
tragedy	tragedija
tragic	tragičan
trail	staza
trailer	prikolica
train	voz
train set	set voza
trained	obučeni
trainee	pripravnik
trainer	trener
training	obuka
trait	osobina
traitor	izdajnik
traitorous	izdajnički
trajectory	putanja
tram	tramvaj
tramp	tramp
trample	gnječiti
trampoline	trampolin
tramway	tramvaj
trance	trans
tranquil	mirno
tranquility	spokojstvo
tranquilizer	trankvilizator
transact	transact
transaction	transakcija
transatlantic	transatlantski
transceiver	primopredajnik
transcend	nadmašiti
transcendence	transcendencija
transcendent	transcendentno
transcendental	transcendentalno
transcribe	prepisi
transcriber	transcriber
transcript	transkript
transcription	transkripcija
transfer	transfer
transference	prenos
transferred	prebačen
transfixed	transfixed
transform	transformisati
transformation	transformacija
transformer	transformator
transfusion	transfuzija
transgression	transgression
transient	prolazna
transistor	tranzistor
transit	tranzit
transition	tranzicija
transitional	tranzicijski
transitive	tranzitivan
transitory	prolazna
translate	prevoditi
translation	prevod
translator	prevodilac
translocation	translocation
translucent	prozirna
transmission	prenos
transmit	prenose
transmitter	predajnik
transmutation	transmutacija
transom	transom
transparency	transparentnost
transparent	transparentan
transplant	transplantacija
transplantation	transplantacija
transponder	transponder
transport	transport
transportation	transport
transporter	transporter
transpose	transpose
transposition	transpozicija
transsexual	transseksualac
transverse	poprečno
transvestite	transvestit
trap	zamka
trapdoor	poklopac
trapeze	trapeza
trapped	zarobljen
trapper	trapper
trapping	zarobljavanje
trappings	trappings
traps	zamke
trash	smeće
trashy	trashy
trauma	trauma
traumatic	traumatično
travail	NO TRANSLATION
travel	putovanje
traveler	putnik
traveling	putovanje
traverse	traverse
travesty	travestija
trawl	trawl
trawler	trawler
tray	poslužavnik
treacherous	izdajnički
treachery	izdajstvo
tread	gazeći sloj
treadmill	treadmill
treason	izdaju
treasure	blago
treasured	dragocjen
treasurer	blagajnik
treasures	blaga
treasury	trezor
treat	liječiti
treatable	tretirati
treatise	rasprava
treatment	liječenje
treaty	ugovor
treble	treble
tree	drvo
trees	drveće
trek	Trek
trellis	trellis
tremble	drhti
trembling	drhtanje
tremendous	ogroman
tremendously	izuzetno
tremor	tremor
trench	rov
trend	trend
trending	trending
trendy	trendy
trepidation	trepidacija
trespass	prestupnost
triad	trijada
triage	triaža
trial	suđenje
triangle	trougao
triangular	trougao
triangulate	triangulat
triathlon	triatlon
tribal	plemenski
tribe	pleme
tribulation	nevolje
tribunal	tribunal
tribune	tribuna
tributary	pritoka
tribute	tribute
trick	trik
trickery	trik
trickle	trickle
trickster	trikster
tricky	neobično
tricycle	tricikl
trident	trident
trifle	sitnica
trifling	trifling
trig	trig
trigger	okidač
trigonometry	trigonometrija
trillion	trilion
trilogy	trilogija
trim	podrezati
trimester	trimestar
trimmer	trimer
trimming	obrezivanje
trine	trine
trinity	trojstvo
trinket	ogrtač
trio	trio
trip	putovanje
tripartite	tripartitni
tripe	tripe
triple	trostruko
triplet	trojka
triplicate	tri puta
tripod	tripod
tripping	tripping
trite	trite
tritium	tritium
triumph	trijumf
triumphant	trijumfalan
trivia	trivia
trivial	trivijalno
troll	troll
trolley	kolica
trombone	trombon
troop	vojska
trooper	trooper
troops	trupe
trophy	trofej
tropic	tropik
tropical	tropski
tropics	tropici
trot	trot
trouble	nevolja
troubled	uznemiren
troublemaker	troublemaker
troubles	nevolje
troublesome	problematično
trough	korito
troupe	trupa
trousers	pantalone
trout	pastrmka
trowel	lopatica
truce	primirje
truck	kamion
trucker	kamion
truckload	kamion
truculent	truculent
true	ISTINITO
truelove	prava ljubav
truffle	tartuf
truism	truizam
trump	trump
trumpet	truba
trumpeter	trubač
truncate	skraćivanje
truncated	skraćeno
trundle	trundle
trunk	trunk
truss	truss
trust	poverenje
trustee	povjerenik
trusting	poverenje
trustworthy	pouzdan
trusty	pouzdan
truth	istina
truthful	istinito
truthfulness	istinoljubivost
try	probajte
tryout	probajte
tryouts	tryouts
tsunami	cunami
tub	kad
tuba	tuba
tubby	tubby
tube	cev
tuberculosis	tuberkuloza
tubing	cijevi
tubular	cevasti
tubule	tubule
tuck	tuck
tucker	tucker
tuesday	utorak
tufted	tufted
tug	tug
tugboat	tegljač
tuition	školarine
tulip	tulipan
tumble	sušiti
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	stomak
tumor	tumor
tumour	tumor
tumult	mutant
tumultuous	burno
tun	NO TRANSLATION
tuna	tuna
tunable	podesiv
tune	tune
tunic	tuniko
tuning	tuning
tunnel	tunel
turban	turban
turbidity	zamućenost
turbine	turbina
turbo	turbo
turbulence	turbulencija
turbulent	turbulentan
turd	turd
turf	turf
turkey	ćurka
turmeric	kurkuma
turmoil	previranja
turn	okrenite
turnaround	okreni se
turned	okrenuo se
turning	okretanje
turnip	repa
turnkey	ključ u ruke
turnoff	NO TRANSLATION
turnout	odziv
turnover	promet
turnpike	prugu
turntable	gramofon
turpentine	terpentin
turquoise	tirkizna
turret	kupola
turtle	kornjača
turtleneck	turtleneck
tussle	omot
tutelage	tutelage
tutor	učitelj
tutoring	tutorstvo
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	twain
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	pinceta
twelfth	dvanaesti
twelve	dvanaest
twentieth	dvadeset
twenty	dvadeset
twerp	twerp
twig	twig
twilight	sumrak
twill	keper
twin	blizanac
twine	vrpca
twinge	twinge
twinkle	treperi
twins	blizanci
twirl	twirl
twist	twist
twisted	uvrnut
twister	twister
twit	twit
twitch	trzaj
twitching	trzanje
twitchy	trzaj
two	dva
two step	dva koraka
twofaced	NO TRANSLATION
twofold	dvostruko
twosome	twosome
tycoon	tajkun
tyke	tyke
type	tip
typewriter	pisaća mašina
typhoid	tifus
typhoon	tajfun
typical	tipično
typically	obično
typist	daktilograf
typo	typo
typography	tipografija
tyrannical	tiranski
tyranny	tiranija
tyrant	tiran
tyre	guma
ubiquitous	prisutno
ubiquity	prisutnost
ugliness	ružnoće
ugly	ružno
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	čir
ulterior	ulterior
ultimate	krajnji
ultimately	na kraju
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrazvuk
ultraviolet	ultraljubičasto
umbilical	umbilikalni
umbra	umbra
umbrella	kišobran
umpire	sudija
umpteen	umpteen
unabashed	nesiguran
unabated	bez napora
unable	nesposoban
unacceptable	neprihvatljivo
unaccompanied	bez pratnje
unaccountable	neprecizno
unaccounted	neostvareni
unacknowledged	nepotvrđene
unadulterated	neupadljiv
unaffected	nepromenjen
unafraid	bez straha
unaided	bez pomoći
unaltered	nespremenjen
unambiguous	nedvosmisleno
unanimity	jednoglasno
unanimous	jednoglasno
unanimously	jednoglasno
unannounced	nenajavljen
unanswered	bez odgovora
unanticipated	neočekivano
unappreciated	nepostojano
unapproved	neodobreno
unarmed	nenaoružana
unassisted	bez pomoći
unassuming	nepokolebljiv
unattached	neprilagođeni
unattainable	nedostižno
unattended	bez nadzora
unattractive	neprivlačna
unauthorized	neovlašćeno
unavailable	nedostupan
unavoidable	neizbežno
unaware	nesvjesno
unbalanced	neuravnoteženo
unbearable	nepodnošljivo
unbeatable	nepobediv
unbeaten	nepobediv
unbecoming	nepodnošljivo
unbelief	neverstvo
unbelievable	neverovatno
unbiased	nepristrasan
unborn	nerođeno
unbound	nevezano
unbounded	neograničeno
unbreakable	neraskidiv
unbridled	neograničeno
unbroken	neprekidana
unbutton	raspršivač
uncalled	nepopunjen
uncanny	neobično
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	neizvesno
uncertainty	neizvesnost
unchallenged	bezobzirno
unchangeable	nepromjenjivo
unchanged	nepromenjen
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	necivilizovan
unclaimed	nezadovoljan
uncle	strica
unclean	nečisti
unclear	nejasno
uncomfortable	neudobno
uncommon	neobično
uncommonly	neobično
uncomplicated	jednostavan
uncompromising	beskompromisno
unconcerned	nezamislivo
unconditional	bezuslovno
unconfirmed	nepotvrđeni
unconnected	nepovezani
unconscionable	Nepovezan
unconscious	nesvesno
unconsciousness	nesvesnost
unconstitutional	neustavno
unconstrained	neograničeno
uncontested	nesporno
uncontrollable	nekontrolisano
uncontrolled	nekontrolisano
unconventional	nekonvencionalan
unconvinced	neobuzdan
unconvincing	neupustivo
uncooked	nekuvano
uncooperative	neoperativan
uncorrelated	nepovezani
uncouth	neoštećen
uncover	otkriti
uncritical	nekritični
uncut	neupadljivo
undead	undead
undecided	neodlučan
undefeated	neporažen
undefined	nedefinisan
undeniable	neosporno
underage	maloletnik
underbelly	underbelly
undercover	tajni
undercurrent	podtok
underdog	underdog
underestimate	podcijeniti
undergo	prolazi
undergraduate	dodiplomski
underground	pod zemljom
underhanded	podvučeno
underlay	podloga
underlie	su osnovni
underline	podvući
underlying	osnovni
undermine	potkopati
undermined	narušena
underneath	ispod
underpaid	neplaćeni
underpants	garderobe
underprivileged	neprivilegovan
underrated	potcenjen
underscore	podvlači
undersea	podmorja
undersecretary	podsekretar
undersized	podmeran
understaffed	nedovoljno zaposlenih
understand	razumijete
understandable	razumljivo
understanding	razumevanje
understatement	potcenjivanje
understood	razumljiv
understudy	umnožavanje
undertake	preuzmi
undertaker	poduzetnik
undertaking	preduzeće
undertow	preduzimati
underwear	donje rublje
underwood	underwood
underworld	underworld
underwrite	underwrite
underwriter	underwriter
undeserved	nezasluženo
undesirable	nepoželjan
undesired	neželjeno
undetectable	nedopustivo
undetected	neotkriveno
undetermined	nedefinisan
undeveloped	nerazvijen
undignified	nedovoljno
undirected	neusmerjen
undisclosed	nerazjašnjeno
undiscovered	neotkriveno
undisputed	nesporno
undisturbed	nesmetano
undivided	nerazdeljeno
undo	undo
undoing	poništavanje
undoubted	nesumnjivo
undress	undress
undressed	undressed
undue	nepotrebno
undying	nesiguran
unearned	unearned
unearth	unearth
uneasiness	nelagodnost
uneasy	nelagodno
uneducated	neobrazovan
unemployed	nezaposlen
unemployment	nezaposlenost
unencumbered	neobremenjen
unending	beskrajno
unequal	nejednako
unequalled	neujednačen
unequivocal	nedvosmisleno
unequivocally	nedvosmisleno
unethical	neetičko
uneven	neravnomjeran
uneventful	neujednačen
unexpected	neočekivano
unexpectedly	neočekivano
unexplainable	neobjašnjivo
unexplained	neobjašnjivo
unexplored	neistraženi
unfailing	neizravno
unfair	nepravedno
unfairness	nepravednost
unfaithful	nevjeran
unfamiliar	nepoznat
unfavorable	nepovoljan
unfeeling	neiskreno
unfettered	slobodno
unfinished	nedovršen
