Word	lt
reassemble	surinkti
reassign	perskirstyti
reassignment	perskirstymas
reassurance	pasitikėjimas
reassure	nuraminti
reassured	pasitiki
reassuring	raminantis
rebate	nuolaida
rebel	sukilėlių
rebellion	sukilimas
rebellious	maištaujantis
rebels	sukilėliai
rebirth	atgimimas
reboot	perkraukite
reborn	atgimsta
rebound	atsitraukimas
rebuild	atstatyti
rebuke	sunaikinti
rebut	paneigti
rebuttal	paneigimas
recalcitrant	nepaklusnus
recall	prisiminti
recant	prisiminti
recap	pakartoti
recapture	grąžinimas
recast	nauja redakcija
recede	pasitraukti
receding	atsitraukia
receipt	kvitas
receipts	kvitai
receive	gaukite
received	gavo
receiver	imtuvas
receiving	gavimo
recent	neseniai
receptacle	talpykla
reception	priėmimas
receptionist	Registratūra
receptive	priimtinas
receptor	receptorius
recess	pertrauka
recesses	nuosėdos
recession	nuosmukis
recharge	papildyti
recheck	pakartotinai patikrinti
recherche	NO TRANSLATION
recidivism	recidyvizmas
recipe	receptas
recipient	Gavėjas
reciprocal	abipusis
reciprocate	abipusis
reciprocity	abipusiškumas
recital	konstatuojamoji dalis
recitation	recitacija
recite	pasakyk
reckless	neapgalvota
recklessness	neapdairumas
reckon	apsvarstyti
reckoning	skaičiavimas
reclaim	susigrąžinti
reclamation	melioracija
recline	atsistoti
reclining	atsilenkimas
recluse	atokvėpu
recognition	pripažinimą
recognizable	atpažįstamas
recognize	atpažinti
recognized	pripažintas
recoil	atsitraukti
recollect	prisiminti
recollection	prisiminimas
recombinant	rekombinantinis
recombination	rekombinacija
recommend	rekomenduoti
recommendation	rekomendacija
recompense	atlyginimas
recon	rekonstruoti
reconcile	suderinti
reconciliation	Susitaikymas
reconfigure	perkonfigūruokite
reconnaissance	žvalgyba
reconnect	vėl prijunkite
reconsider	persvarstykite
reconsideration	persvarstymas
reconstitution	ištirpinimas
reconstruct	rekonstruoti
reconstruction	rekonstrukcija
reconstructive	rekonstrukcinis
reconvene	atsinešti
record	įrašyti
recorder	įrašymo įrenginys
recording	įrašymas
recount	perskaičiuoti
recoup	susigrąžinti
recourse	kreiptis
recover	susigrąžinti
recoverable	atgautinas
recovery	atkūrimas
recreate	atkurti
recreation	poilsis
recreational	rekreacinė
recruit	įdarbinti
recruiter	įdarbintojas
recruiting	įdarbinimas
recruitment	įdarbinimas
recruits	naujokai
rectal	tiesiosios žarnos
rectangle	stačiakampis
rectangular	stačiakampis
rectification	taisymas
rectify	ištaisyti
rector	rektorius
rectory	klebonija
rectum	tiesiojoje žarnoje
recumbent	stovintis
recuperation	rekuperacija
recur	pasikartojau
recurrence	pasikartojimas
recurrent	pasikartojantis
recurring	pasikartojantis
recursion	rekursija
recursive	rekursinis
recursively	rekursyviai
recycle	perdirbti
recycled	perdirbtas
recycling	perdirbimas
red	raudona
reddish	rausvai
redecorate	redecorate
redeem	išpirkti
redeemed	išpirktas
redemption	išpirkimas
redesign	pertvarkyti
redhead	raudona
redheaded	raudoniukai
redirect	nukreipti
redneck	Redneck
redness	paraudimas
redo	pakartoti
redress	žalos atlyginimas
reduce	sumažinti
reduced	sumažintas
reduction	sumažinimas
redundancy	atleidimas iš darbo
redundant	nereikalingas
redwood	Redwoodas
reed	nendrinis
reef	rifas
reefer	refrizeris
reefs	rifai
reek	Reek
reel	ritė
reelection	perrinkimas
reeling	išvynioti
reenactment	atnaujinimas
reentry	pakartotinai
reestablish	atkurti
ref	ref
refer	kreiptis
referee	teisėjas
reference	nuoroda
referendum	referendumas
referral	persiuntimas
refill	papildyti
refine	tobulinti
refined	rafinuotas
refinement	tobulinimas
refinery	naftos perdirbimo įmonė
refining	rafinavimas
refit	pertvarkyti
reflect	atspindėti
reflecting	atspindintis
reflection	atspindys
reflective	atspindinti
reflector	reflektorius
reflex	refleksas
reflux	refliuksas
reform	reforma
reformation	reformacija
reformer	reformatorė
refraction	refrakcija
refractor	refraktorius
refractory	ugniai atsparus
refrain	susilaikyti
refraining	susilaikymas
refresh	atnaujinti
refreshed	atnaujintas
refreshing	gaivus
refreshment	atsipalaidavimas
refrigerate	šaldyti
refrigeration	šaldymas
refrigerator	šaldytuvas
refuel	pripildykite degalus
refuge	prieglobstis
refugee	pabėgėlis
refund	grąžinti
refurbish	atnaujinti
refusal	atsisakymas
refuse	atsisakyti
refused	atsisakyta
refusing	atsisakyti
refutation	paneigimas
refute	paneigti
regain	atgauti
regal	Regal
regalia	regalijos
regard	atsižvelgti
regatta	regata
regency	regency
regenerate	atgaivinti
regeneration	regeneracija
regent	regentas
reggae	reggae
regime	režimas
regimen	režimas
regiment	pulkas
regimental	pulkas
region	regione
regional	regioninis
regionalism	regionizmas
register	Registruotis
registrar	registratorius
registration	Registracija
registry	registras
regress	regresas
regression	regresija
regressive	regresyvus
regret	apgailestauju
regretful	apgailestauju
regrettable	apgailestauja
regretted	apgailestauja
regretting	apgailestauju
regroup	sugrupuoti
regular	reguliariai
regularity	reguliarumas
regulars	nuolatiniai
regulate	reguliuoti
regulated	reguliuojamas
regulation	reguliavimas
regulator	reguliatorius
regulatory	reguliavimo
regurgitation	regurgitacija
rehab	reabilitacija
rehabilitate	reabilituoti
rehabilitation	reabilitacija
rehash	pakartoti
rehearsal	repeticija
rehearse	atkartoti
reign	valdyti
reigning	valdantis
reimburse	grąžinti
reimbursement	kompensavimas
rein	pervesti
reincarnation	reinkarnacija
reindeer	elnias
reinforce	sustiprinti
reinforcement	stiprinimas
reinforcements	sustiprinimas
reins	garsai
reinstall	iš naujo įdiegti
reinstate	atkurti
reinstatement	atkūrimas
reinvest	reinvestuokite
reinvestment	reinvestavimas
reiterate	pakartokite
reject	atmesti
rejected	Atstumtas
rejection	atmetimas
rejects	atmeta
rejoice	džiaugtis
rejoicing	džiaugsmas
rejoin	vėl prisijungti
rejuvenate	atgaivinti
rejuvenated	atjaunintas
rekindle	atgaivinti
relapse	atkrytis
relate	susiję
related	susijęs
relation	santykis
relationship	santykiai
relative	santykinis
relativity	reliatyvumo teorija
relax	atsipalaiduoti
relaxant	atpalaiduojantis
relaxation	atsipalaidavimas
relaxed	atsipalaidavęs
relaxing	atsipalaiduoti
relay	relė
release	išleisti
released	išleistas
relegation	iškritimas
relentless	nenuilstantis
relevance	aktualumas
relevancy	tinkamumas
relevant	Aktualus
reliability	patikimumas
reliable	patikimas
reliance	pasitikėjimas
relic	reliktas
relics	relikvijos
relief	palengvėjimas
relieve	atleiskite
relieved	atleistas
relieving	atleidžiantis
relight	paslėpti
religion	religija
religious	religinis
relinquish	atsisakyti
relish	malonumas
relive	pasivaikščioti
reload	perkraukite
relocate	perkelti
relocation	perkėlimas
reluctance	nenoras
reluctant	nenoriai
rely	pasikliauti
remain	likti
remainder	priminimas
remaining	likęs
remains	lieka
remake	perdaryti
remand	suėmimas
remark	pastaba
remarkable	nuostabus
remarkably	puikiai
remarry	nauja santuoka
rematch	rungtynės
remedial	taisomasis
remedy	ištaisyti
remember	Prisiminti
remembered	prisiminti
remembering	prisiminti
remembrance	atminimas
remind	priminti
reminder	priminimas
reminisce	reminiscija
reminiscent	primena
reminiscing	prisiminimai
remiss	atleidimas
remission	atsisakymas
remit	įgaliojimai
remittance	pervedimas
remnant	likutis
remodel	pertvarkyti
remorse	gailestis
remorseful	gailestis
remote	Nuotolinis
remoteness	atokumas
removal	pašalinimas
remove	pašalinti
remover	valiklis
remuneration	atlyginimas
renaissance	renesansas
renal	inkstas
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	padengti
rendering	atvaizdavimas
rendezvous	susitikimas
rendition	perdavimas
renegade	Renegade
renegotiate	iš naujo derėtis
renew	atnaujinti
renewal	atnaujinimas
renounce	atsisakyti
renovate	atnaujinti
renovated	renovuotas
renovation	renovacija
renown	žinomas
renowned	žinomas
rent	nuoma
rental	nuoma
renter	nuomininkas
renunciation	atsisakymas
reopen	vėl atidaryti
reorganization	reorganizavimas
reorganize	reorganizuoti
rep	rep
repaint	perparduoti
repair	remontas
repairman	remontininkas
reparation	atlyginimas
repay	grąžinti
repayment	grąžinimas
repeal	panaikinti
repeat	pakartokite
repeated	pasikartojantis
repeatedly	pakartotinai
repeater	kartotojas
repel	atstumti
repellant	repelentas
repellent	atstumiantis
repelling	atstumiantis
repent	atgailauti
repentance	atgailos
repentant	atgailaujantis
repertoire	repertuaras
repertory	repertuaras
repetition	pasikartojimas
repetitive	pasikartojantis
rephrase	rephrase
replace	pakeisti
replacement	pakeitimas
replay	pakartoti
replenish	papildyti
replete	pakartotinai
replica	replika
replicate	pakartoti
replication	replikacija
reply	atsakyti
report	ataskaita
reported	pranešta
reporter	reporteris
repose	atsipalaiduoti
reposition	pertvarkymas
repository	saugykla
repossess	atsistatydina
reprehensible	smerktinas
represent	atstovauti
representation	atstovavimas
representative	atstovas
represented	atstovaujama
representing	atstovaujantis
repress	sunaikinti
repressed	represuotas
repression	represijos
reprieve	Atšaukti
reprimand	papeikimas
reprint	išpardavimas
reprisal	represija
reprise	reprise
reproach	priekabiavimas
reproduce	atgaminti
reproduction	reprodukcija
reproductive	reprodukcinis
reprogram	perprogramuoti
reptile	ropliai
republic	respublika
republican	respublikoninis
repudiation	atsisakymas
repugnance	atbaidymas
repugnant	atrandantis
repulsion	atbaidymas
repulsive	atbaidantis
repurchase	atpirkti
reputable	gerbiamas
reputation	reputacija
repute	reputacija
reputed	žinomas
request	prašymas
requiem	requiem
require	reikalauti
required	reikalaujama
requirement	reikalavimas
requisite	būtinas
requisition	rekvizavimas
reread	perskaityti
reroute	persikraustymas
rerun	pakartokite
reschedule	perskirstyti
rescind	atšaukti
rescission	atšaukimas
rescue	gelbėjimas
research	tyrimai
researcher	tyrėjas
resection	rezekcija
resemblance	panašumas
resemble	primena
resembling	panašus
resent	pasipiktinęs
resentful	įsižeidęs
resentment	apmaudas
reservation	rezervavimas
reserve	rezervas
reserved	rezervuotas
reserves	atsargos
reservoir	rezervuaras
reset	iš naujo nustatyti
reside	gyventi
residence	gyvenamoji vieta
residences	rezidencijos
residency	gyvenamoji vieta
resident	rezidentas
residential	gyvenamasis
residual	likęs
residue	liekanos
resign	pasitraukti
resignation	atsistatydinimas
resigned	atsistatydino
resilience	atsparumas
resilient	atsparus
resin	derva
resist	pasipriešinti
resistance	pasipriešinimas
resistant	atsparus
resisting	atsparus
resistive	varža
resolute	ryžtingas
resolutely	ryžtingai
resolution	rezoliucija
resolve	išspręsti
resolved	išspręsta
resonance	rezonansas
resonant	rezonansinis
resonate	rezonuoti
resonator	rezonatorius
resort	kurortas
resounding	garsus
resource	ištekliai
resourceful	išradingas
resources	ištekliai
respect	pagarba
respectability	garbingumas
respectable	garbingas
respected	gerbiamas
respectful	Pagarbiai
respecting	gerbti
respective	pagarbus
respects	pagarba
respiration	kvėpavimas
respirator	respiratorius
respiratory	kvėpavimo takų
respite	kvėpuoti
resplendent	blizgantis
respond	atsakyti
respondent	respondentas
response	atsakymas
responsibility	atsakomybė
responsible	atsakingas
responsive	reaguoja
rest	poilsis
restart	perkrauti
restaurant	restoranas
rested	pailsėjęs
restful	ramus
restitution	restitucija
restless	neramus
restlessness	nerimas
restock	atkurti
restoration	Restauravimas
restorative	atkuriamasis
restore	atkurti
restored	atkurta
restoring	atstatymas
restrain	sulaikyti
restrained	suvaržytas
restraining	susilpninimas
restraint	apribojimas
restrict	apriboti
restricted	ribotas
restriction	apribojimas
restrictive	ribojantis
restroom	tualetas
result	rezultatas
resultant	gaunamas
resume	Aprašymas
resumption	atnaujinimas
resurrect	atgaivinti
resurrection	prisikėlimas
resuscitate	atgaivinti
resuscitation	gaivinimas
retail	mažmeninė
retailer	mažmenininkas
retain	išlaikyti
retainer	laikiklis
retaining	išlaikyti
retake	pakartotinai nusipirkti
retaliate	atsakomoji priemonė
retaliation	kerštas
retaliatory	atsakomoji priemonė
retard	retard
retardation	lėtinimas
retarded	lėtas
retards	vėluoja
retention	sulaikymas
retentive	retentive
rethink	permąstyti
reticent	reticent
retina	tinklainė
retinal	Tinklainis
retire	išeiti į pensiją
retired	išėjęs į pensiją
retirement	pensija
retiring	išeina į pensiją
retold	pakartokite
retort	retort
retrace	atsekti
retract	atsitraukti
retraction	atšaukimas
retractor	įtraukiklis
retreat	atsitraukimas
retrenchment	sumažinimas
retrial	pakartotinis teismo procesas
retribution	atlyginimas
retrieval	išieškojimas
retrieve	pasiimti
retriever	retriveris
retro	retro
retroactive	atgaline data
retrograde	atgaline data
retrospect	atgaline data
retrospective	atgaline data
retrospectively	retrospektyviai
return	grįžti
reunion	susivienijimas
reunite	susivienyti
reunited	vėl susivienijo
rev	rev
reveal	atskleisti
revel	atsipalaiduoti
revelation	apreiškimas
revelations	apreiškimai
revels	revels
revenge	kerštas
revenue	pajamos
reverberation	reverberacija
revere	gerbti
reverence	pagarba
reverend	Prezidentas
reverent	gerbiamasis
reverie	Reverie
reversal	pasikeitimas
reverse	atvirkštinis
reversion	grįžimas
revert	grąžinti
reverting	grįžimas
review	peržiūra
reviewer	recenzentas
revise	peržiūrėkite
revision	peržiūra
revisit	persvarstyti
revival	atgimimas
revive	atgimti
revocation	atšaukimas
revoke	atšaukti
revolt	sukilimas
revolting	maištingas
revolution	revoliucija
revolutionary	revoliucinis
revolutionize	revoliucija
revolve	pasukti
revolver	revolveris
revolving	atnaujinamas
revue	revue
revulsion	pasipiktinimas
revving	revving
reward	atlygis
rewarding	apdovanojimas
rewind	atsukti
rewire	rewire
rewrite	perrašyti
rhapsody	rapsodija
rhetoric	retorika
rhetorical	retorinis
rheumatism	reumatas
rhinestone	Kalnų krištolas
rhino	Rhino
rhinoceros	raganos
rhubarb	rabarbarai
rhyme	ritmas
rhyming	Rhyming
rhythm	ritmas
rhythmic	ritminis
rhythmical	ritminis
rib	riba
ribbed	briaunoti
ribbon	juosta
rice	ryžiai
rich	turtingas
riches	turtai
richness	turtingumas
rick	Rickas
rickety	baisus
rickshaw	Rickshaw
ricochet	Rikošetas
rid	atsikratyti
riddance	pataisymas
riddle	mįslė
riddled	raižyti
ride	važiuoti
rider	raitelis
ridge	kraigas
ridicule	juoktis
ridiculed	išjuokė
ridiculous	juokinga
riding	Jodinėjimas
rife	rife
riff	rifas
riffraff	riffraff
rifle	šautuvas
rifleman	šaulys
rifles	šautuvai
rift	riftas
rig	įrenginys
rigged	suklastotas
rigging	takelažas
right	teisus
righteous	teisus
righteousness	teisumas
rightful	teisėtas
rightly	teisingai
righty	tiesa
rigid	standus
rigidity	standumas
rigor	griežtumas
rigorous	griežtas
rim	ratlankis
rind	oda
ring	žiedas
ringer	skambutis
ringing	skambesys
ringleader	lyderis
ringmaster	ringmaster
ringside	ringside
rink	rinkti
rinse	išskalauti
riot	riaušės
rioting	riaušės
riotous	neramus
riots	riaušės
rip	supjaustyti
riparian	pakrantė
ripe	prinokę
ripen	sulaukti
ripening	nokinimas
ripper	Ripper
ripple	ripple
rippling	ripping
rise	pakilti
rising	kyla
risk	rizika
risky	rizikingas
risotto	risotto
rite	apeigas
ritual	ritualas
ritualistic	ritualinis
rival	varžovas
rivalry	varžymasis
river	upė
riverbank	upės krantas
riverbed	upės vagas
riverboat	upės kateris
rivet	kniedė
riveted	knieduotas
riveting	kniedijimas
roach	griuvėsiai
road	kelias
roadblock	kelias
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	keliai
roadside	kelyje
roadster	rodsteris
roadtrip	kelionė
roadway	kelio
roadworks	kelio darbai
roam	klajoti
roar	riaumoti
roaring	riaumojimas
roast	kepsnys
roasted	skrudinta
rob	apiplėšti
robber	plėšikas
robbery	apiplėšimas
robe	drabužis
robin	robin
robot	robotas
robotic	robotas
robotics	robotų technika
robust	tvirtas
roc	roc
rock	Rokas
rocker	rokeris
rocket	raketa
rocks	akmenys
rod	strypas
rodent	graužikas
rodeo	Rodeo
roe	Roe
rogue	nesąžiningi
role	vaidmuo
roll	ritinys
roller	volas
rollercoaster	Rollercoaster
rollers	volai
rollicking	ritulys
rolling	valcavimo
roman	romėnų kalba
romance	romantika
romantic	romantiškas
romanticism	romantizmas
romp	romp
roof	stogas
rooftop	ant stogo
rook	rook
rookie	naujokas
room	kambarys
roomful	kambarinis
roommate	kambariokas
rooms	kambariai
roomy	erdvus
roost	kepti
rooster	Gaidys
root	šaknis
root beer	šakninis alus
rooted	įsišaknijusi
rope	lynai
ropes	lynai
rosary	rozmarinas
rose	rožė
rosemary	rozmarinas
rosette	rozetė
roster	sąskaita
rosy	rožinis
rot	puvėti
rota	rota
rotary	rotacinis
rotate	pasukti
rotation	rotacija
rote	rote
rotor	rotorius
rotten	supuvęs
rotting	puvimas
rotunda	rotunda
rouge	rouge
rough	šiurkštus
roughly	maždaug
roughneck	roughneck
roughness	šiurkštumas
roulette	ruletė
round	apvalus
roundabout	žiedas
rounded	suapvalintas
roundup	apvalkalas
rouse	raginimas
rouser	rojuseris
rousing	raginimas
rout	traukinys
route	maršrutas
routine	įprastas
rove	išeiti
rover	roveris
roving	roving
row	eilutė
rowboat	kateris
rowdy	bjaurus
rowing	Irklavimas
royal	karališkasis
royalty	honoraras
rub	RUB
rubber	guma
rubbers	gumos
rubbing	trintis
rubbish	šiukšlės
rubble	griuvėsiai
rubdown	rubdown
rubric	rubrika
ruby	rubinas
ruckus	Ruckus
rudder	vairo
ruddy	ruddy
rude	grubus
rudeness	grubumas
rudimentary	elementarus
rudiments	užuomazgos
rue	rue
rueful	skubus
ruff	ruff
ruffian	ruffian
ruffle	ruffle
rug	kilimas
rugby	Regbis
rugged	tvirtas
ruin	sugadinti
ruination	sugadinimas
ruined	sugadintas
ruinous	griovus
ruins	griuvėsiai
rule	taisyklė
ruler	valdovas
ruling	nutarimas
rum	romas
rumba	rumba
rumble	skamba
rummage	bangavimas
rumor	gandas
rumored	gandai
rump	kūnas
rumpus	rumpus
run	paleisti
runaround	begioti aplinkui
runaway	pabėgti
rundown	nutiestas
runes	runos
rung	skalė
runner	bėgikas
running	bėgimas
running shoes	bėgimo bateliai
runny	druskos
runt	NO TRANSLATION
runway	takas
rupture	plyšimas
rural	kaimas
ruse	NO TRANSLATION
rush	skubėti
rushing	skuba
rust	rūdys
rusted	rusted
rustic	kaimiškas
rustle	šurmuliuoti
rustler	Rustler
rusty	rusvas
rut	ratas
ruth	ruta
ruthless	negailestingas
rye	rugiai
sabbatical	sabbatical
saber	NO TRANSLATION
sable	sable
sabotage	sabotažas
saboteur	sabotažininkas
sac	maišelis
sack	maišas
sacrament	sakramentas
sacred	šventas
sacrifice	auka
sacrifices	aukos
sacrificial	Aukojimo
sacrilege	sakramentas
sacrilegious	šventvagiškas
sad	liūdnas
sadday	NO TRANSLATION
saddens	saddens
saddle	balnas
sadist	sadistas
sadistic	sadistinis
sadly	deja
sadness	liūdesys
safari	safari
safe	saugus
safeguard	apsauga
safekeeping	saugojimas
safety	saugumas
saffron	šafranas
sag	sag
saga	saga
sage	išmintis
saggy	saggy
sail	plaukti
sailboat	burlaivis
sailing	plaukiojimas
sailor	buriuotojas
saint	šventasis
sainted	šventas
saintly	šventasis
sake	labui
salad	salotos
salamander	salamandras
salami	salami
salary	atlyginimas
sale	pardavimas
salesgirl	pardavėja
salesman	pardavėjas
salient	ryškus
saline	fiziologinis tirpalas
saliva	seilių
sally	sally
salmon	lašiša
salmonella	Salmonella
salon	salonas
saloon	salonas
salsa	Salsa
salt	druska
salted	sūdyta
saltwater	sūrus vanduo
salty	druska
salutary	sveikas
salutation	sveikinimas
salute	sveikinimas
salvage	gelbėjimas
salvation	išganymas
salve	salve
samba	Samba
sameness	vienodumas
sample	pavyzdys
samurai	samurajus
sanatorium	sanatorija
sanctification	pašventinimas
sanctified	pašventintas
sanctify	pašventinti
sanctimonious	šventas
sanction	sankcija
sanctioned	sankcijos
sanctity	šventumas
sanctuary	šventykla
sanctum	sanctum
sand	smėlis
sandal	sandalas
sandbox	sandbox
sander	šlifuoklis
sandman	sandmanas
sandpaper	švitrinis popierius
sands	smėlis
sandstorm	smėlio audra
sandwich	sumuštinis
sandy	smėlio
sane	sane
sanguine	Sanguine
sanitarium	sanitarija
sanitary	sanitarinis
sanitation	sanitarija
sanity	sanity
sans	NO TRANSLATION
santa	santa
sap	sap
sapiens	sapiens
sapphire	safyras
sappy	saldus
sarcasm	sarkazmas
sarcastic	sarkastiškas
sarcoma	sarkoma
sarcophagus	sarkofagas
sardine	sardinės
sardonic	Sardonikas
sarsaparilla	sarsaparilla
sash	varčia
sashimi	Sashimi
sassafras	Sassafras
sassy	siauras
satanic	sataniškas
satchel	sėdynė
sate	NO TRANSLATION
satellite	palydovas
satin	satin
satire	satyra
satirical	satyrinis
satisfaction	pasitenkinimas
satisfactorily	patenkinamai
satisfactory	patenkinama
satisfied	patenkintas
satisfy	Patenkinti
satisfying	patenkinti
saturate	prisotinti
saturated	prisotintas
saturation	prisotinimas
satyr	satyras
sauce	padažas
saucepan	puodą
saucer	lėkštė
saucy	kvailas
sauerkraut	rauginti kopūstai
sauna	sauna
sausage	dešra
savage	laukinis
savagery	žiaurumas
savanna	Savanna
savannah	savana
savant	savant
save	sutaupyti
saver	taupymo priemonė
saving	taupymas
savings	taupymas
savior	gelbėtojas
savor	išgirsti
savory	pikantiškas
savvy	išmintis
saw	pamačiau
sawdust	pjuvenos
sawmill	lentpjūvė
sax	saksofonas
saxophone	saksofonas
say	pasakyk
sayonara	NO TRANSLATION
scab	šašas
scabbard	skvarba
scaffold	pastoliai
scaffolding	pastoliai
scalding	nudegimas
scale	skalė
scales	svarstyklės
scallop	šukutė
scalp	galvos oda
scalpel	skalpelis
scaly	žvynuotas
scam	apgaulė
scamp	garsas
scampi	Scampi
scan	nuskaityti
scandal	skandalas
scandalous	skandalingas
scanner	skaitytuvas
scanty	menkas
scape	peizažas
scapegoat	atpirkimo atlygis
scar	randas
scarab	skarabas
scarce	trūksta
scarcely	vargu ar
scarcity	trūkumas
scare	panika
scarecrow	Kaliausė
scared	išsigandusi
scares	baimės
scarf	skara
scarier	baisiausias
scariest	baisiausias
scarlet	raudona
scary	baugus
scat	Scat
scatter	išsklaidyti
scattered	išsisklaidęs
scattering	išsklaidymas
scavenger	prievartautojas
scenario	scenarijus
scene	scena
scenery	peizažas
scenic	vaizdingas
scent	kvapas
scented	kvapas
scepter	skeptras
sceptical	skeptiškas
scepticism	skepticizmas
schadenfreude	schadenfreude
schedule	grafikas
schematic	schema
scheme	schema
schilling	šilingas
schism	schizma
schizophrenia	šizofrenija
schizophrenic	šizofrenija
schlep	schlep
schmuck	NO TRANSLATION
schnapps	šnapas
schnitzel	šnicele
scholar	mokslininkas
scholarly	mokslinis
scholarship	stipendija
scholastic	scholastic
school	mokykla
schoolboy	mokinys
schoolgirl	moksleivė
schoolhouse	mokyklos namai
schooling	mokymasis
schoolmaster	mokytojas
schoolteacher	NO TRANSLATION
schoolwork	mokyklinis darbas
schoolyard	mokyklos kiemas
schooner	škuna
sciatica	išialgija
science	mokslas
scientific	mokslinis
scientist	mokslininkas
scifi	scifi
scintilla	NO TRANSLATION
scintillating	žvilgsnis
scintillation	scintiliacija
scintillator	scintiliatorius
scion	skonis
scissors	žirklės
scoff	siautėti
scold	šmeižti
scolding	sumušimas
scone	Scone
scoop	samtelis
scoot	Scoot
scooter	motoroleris
scope	apimtis
scorch	nudegimas
scorching	karštas
score	rezultatas
scoreboard	rezultatų suvestinė
scorer	gerbėjas
scores	balai
scorn	nusivylimas
scorned	nusivylė
scornful	nusivylęs
scorpion	skorpionas
scotch	scotch
scoundrel	nesąmonė
scour	nuplaukite
scourge	rykštė
scout	skautas
scowl	niekšas
scrabble	pritraukti
scram	Scram
scramble	gaudyti
scrambled	plakta
scrambler	skrembleris
scrambling	sumušimas
scrap	laužas
scrapbook	iškarpų albumas
scrape	išbrėžti
scrapie	skrepi
scraping	išvalyti
scrappy	nuobodu
scratch	subraižyti
scratchy	įbrėžęs
scrawny	švelnus
scream	šaukti
screamer	garsas
screaming	rėkia
screech	šaukti
screen	ekranas
screening	atranka
screenplay	scenarijus
screenwriter	scenaristas
screw	sraigtas
screwball	spragtukas
screwdriver	atsuktuvas
screwed	prisukamas
screwy	bjaurus
screwyou	NO TRANSLATION
scribble	rašyti
scribe	Raštininkas
scrimmage	kareivis
scrip	raštas
script	scenarijus
scriptural	Rašto darbai
scripture	Raštas
scroll	slinkite
scrotum	kapšelis
scrounge	skrounge
scrounger	Scrounger
scrub	šveitimas
scruffy	nešvarus
scrumptious	nuostabus
scrupulous	kruopštus
scrutinize	atidžiai patikrink
scrutiny	tikrinimas
scuba	Scuba
scuff	šluota
scuffle	nugalėti
scullery	skullery
sculptor	skulptorius
sculpture	skulptūra
sculptured	skulptūrinis
scum	riebalai
scumbag	skumbagas
scurry	sunaikinti
scurvy	skvarba
scuttle	skuttle
sea	jūra
seaboard	pajūris
seafood	jūros gėrybės
seagull	kajakas
seal	antspaudas
seals	ruoniai
seam	siūlas
seaman	jūrininkas
seamless	besiūliai
seamstress	siuvėjas
seaport	jūrų uostas
sear	kirzas
search	Paieška
searching	ieškoti
searchlight	prožektorius
seared	seared
seashore	pajūris
seasick	jūros dugnas
seaside	pajūryje
season	sezonas
seasonal	sezoninis
seasoned	prieskoniais
seasoning	prieskoniai
seat	sėdynė
seatbelt	saugos diržas
seating	sėdimos vietos
seawater	jūros vanduo
seaweed	jūros dumbliai
sec	sek
secession	atsiskyrimas
secluded	atskirai
seclusion	atskirtis
second	antra
second cousin	antroji pusbrolis
secondary	antrinis
secondhand	naudotas
secrecy	slaptumas
secret	paslaptis
secretariat	sekretoriatas
secretary	sekretorius
secrete	išskirti
secretion	sekrecija
secretive	slaptasis
secretly	slaptai
sect	sektas
sectarian	sektaniškas
section	skyrius
sectional	skerspjūvis
sector	sektorius
secular	pasaulietinis
secularism	sekuliarizmas
secure	saugus
securities	vertybiniai popieriai
security	saugumas
sedan	NO TRANSLATION
sedate	ramus
sedation	sedacija
sedative	raminantis
sedentary	sėdimasis
sedge	uodega
sediment	nuosėdos
sedimentary	nuosėdos
sedition	sukilimas
seduce	suvilioti
seducer	viliojanti
seducing	viliojanti
seduction	gundymas
seductive	viliojanti
see	matyti
seed	sėkla
seedling	sėjinukai
seeds	sėklos
seedy	sumuštas
seek	Ieškoti
seeker	ieškovas
seem	atrodo
seemingly	atrodo
seer	žiūrovas
seesaw	pasivaikščiojimas
seething	seething
segment	segmentas
segregate	atskirti
segregated	atskiriamas
segregation	atskyrimas
seismic	seisminis
seize	pasinaudoti
seizure	traukuliai
seldom	retai
select	pasirinkite
selection	pasirinkimas
selective	selektyvus
selectman	selekcininkas
selenium	selenas
self	savarankiškai
selfharm	NO TRANSLATION
selfish	savanaudis
selfishness	savanaudiškumas
selfless	Pasiaukojęs
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	parduoti
seller	pardavėjas
sellout	parduoti
seltzer	Seltzer
semantics	semantika
semaphore	semaforas
semblance	panašumas
semen	sperma
semester	semestras
semi	pusiau
semiautomatic	NO TRANSLATION
semicolon	kabliataškis
seminal	sėkliniai
seminar	seminaras
seminary	seminarija
semiotics	semiotika
senate	Senatas
senator	senatorius
send	siųsti
sender	siuntėjas
senescence	senėjimas
senile	seniulis
senior	vyresnysis
seniority	darbo stažas
senor	Senatorius
senorita	Senorita
sensation	sensacija
sensational	sensacingas
sense	prasme
senseless	beprasmis
senses	jausmai
sensibility	jautrumas
sensible	protingas
sensibly	protingai
sensitive	jautrus
sensitivity	jautrumas
sensor	jutiklis
sensory	sensory
sensual	jausmingas
sensuality	jausmingumas
sensuous	jausmingas
sentence	sakinys
sentencing	nuteisimas
sentient	sumanus
sentiment	jausmas
sentimental	sentimentalus
sentimentality	sentimentalumas
sentinel	sargybinis
sentry	sargybinis
separable	atskiriamas
separate	atskirai
